orf	hap ? | growth (culture turbidity) | elisidepsin [250 ug/ml], time [48 h] | Herrero AB~Moreno S, 2008
YMR031W-A	-4.556825585832453
YMR032W	-4.556825585832453
YMR272C	4.649822026359645
YMR312W	-4.556825585832453
YNL021W	4.649822026359645
YNL040W	4.649822026359645
YNL041C	-4.556825585832453
YNL051W	-4.556825585832453
YNL079C	-4.556825585832453
YNL089C	-4.556825585832453
YNL092W	-4.556825585832453
YNL119W	-4.556825585832453
YNL120C	-4.556825585832453
YNL167C	4.649822026359645
YNL171C	-4.556825585832453
YNL192W	-4.556825585832453
YNL196C	-4.556825585832453
YNL198C	-4.556825585832453
YNL199C	-4.556825585832453
YNL203C	-4.556825585832453
YNL213C	-4.556825585832453
YNL215W	-4.556825585832453
YNL238W	-4.556825585832453
YNL315C	-4.556825585832453
YNR047W	-4.556825585832453
YNR051C	-4.556825585832453
YOL018C	-4.556825585832453
YOL033W	-4.556825585832453
YOL062C	-4.556825585832453
YOR002W	-4.556825585832453
YOR085W	-4.556825585832453
YOR106W	-4.556825585832453
YOR109W	-4.556825585832453
YOR125C	-4.556825585832453
YOR141C	-4.556825585832453
YOR187W	-4.556825585832453
YOR198C	-4.556825585832453
YOR199W	-4.556825585832453
YOR200W	-4.556825585832453
YOR216C	-4.556825585832453
YOR258W	-4.556825585832453
YOR273C	4.649822026359645
YOR332W	-4.556825585832453
YPL051W	-4.556825585832453
YPL057C	-4.556825585832453
YPL061W	-4.556825585832453
YPL066W	-4.556825585832453
YPL069C	-4.556825585832453
YPL078C	-4.556825585832453
YPL086C	-4.556825585832453
YPL102C	-4.556825585832453
YPL158C	-4.556825585832453
YPL183W-A	-4.556825585832453
YPL195W	-4.556825585832453
YPL259C	-4.556825585832453
YPL271W	-4.556825585832453
YPR047W	-4.556825585832453
YPR050C	-4.556825585832453
YPR051W	-4.556825585832453
YPR057W	-4.556825585832453
YPR087W	-4.556825585832453
YPR194C	-4.556825585832453
