ORF	hap alpha | chronological lifespan | nonrestricted diet medium (glutamine [25 mM], minimal complete [standard]) | Campos SE~DeLuna A, 2018	hap alpha | chronological lifespan | dietary-restricted medium (gamma-aminobutyric acid [25 mM], minimal complete [standard]) | Campos SE~DeLuna A, 2018
YJL198W	-0.005	-0.001
YJL199C	0.015	-0.000
YJL201W	-0.003	-0.005
YJL206C	0.013	0.020
YJL205C	0.002	0.003
YJL210W	-0.022	-0.021
YJL211C	-0.007	-0.006
YJL212C	0.010	-0.001
YJL213W	-0.003	0.005
YJL214W	0.001	0.001
YJL215C	0.009	-0.000
YJL216C	0.004	-0.001
YJL217W	-0.004	-0.004
YJL218W	-0.003	0.001
YJR001W	-0.009	0.006
YJR003C	-0.009	-0.007
YJR004C	0.008	0.002
YJR005W	0.002	-0.002
YJR010C-A	-0.004	0.005
YJR010W	-0.002	-0.003
YJR011C	-0.019	-0.013
YJR014W	0.007	-0.005
YJR015W	-0.000	0.001
YJR019C	0.004	0.007
YJR020W	0.002	0.005
YJR026W	-0.002	-0.002
YJR030C	0.001	-0.009
YJR031C	-0.002	-0.001
YJR032W	-0.002	0.000
YJR033C	-0.021	-0.039
YJR034W	0.008	-0.004
YJR035W	0.005	-0.001
YJR036C	0.001	0.003
YJR037W	-0.010	0.001
YJR038C	-0.004	-0.014
YJR039W	0.007	-0.000
YJR040W	-0.002	-0.003
YJR043C	0.002	0.001
YJR047C	0.005	-0.001
YJR048W	0.000	-0.001
YJR049C	0.019	0.004
YJR050W	0.007	0.001
YJR051W	-0.005	-0.014
YJR053W	-0.012	-0.017
YJR054W	-0.001	0.002
YJR056C	-0.004	-0.013
YJR058C	-0.003	-0.002
YJR060W	0.017	-0.009
YJR061W	-0.001	0.003
YJR062C	0.007	0.006
YJR063W	0.028	0.016
YJR066W	0.016	0.008
YJR069C	-0.004	-0.005
YJR070C	-0.005	-0.002
YJR075W	0.010	0.001
YJR078W	-0.003	-0.002
YJR079W	-0.007	-0.001
YJR080C	-0.011	-0.006
YJR082C	0.023	0.004
YJR084W	-0.002	0.003
YJR087W	-0.001	0.004
YJR091C	-0.003	-0.010
YJR092W	0.002	-0.009
YJR094C	-0.000	0.007
YJR094W-A	0.013	0.002
YJR095W	0.005	0.001
YJR096W	0.002	0.007
YJR097W	0.005	0.001
YJR098C	0.006	0.001
YJR099W	-0.004	-0.001
YJR100C	0.003	0.000
YJR103W	-0.003	-0.009
YJR106W	-0.002	0.003
YJR107W	-0.002	0.006
YJR108W	0.004	0.004
YJR110W	0.000	-0.001
YJR111C	0.007	0.000
YJR115W	-0.004	-0.010
YJR116W	-0.000	-0.003
YJR117W	-0.009	-0.008
YJR119C	0.003	-0.001
YJR124C	0.002	-0.007
YJR125C	0.009	0.003
YJR126C	0.001	-0.006
YJR127C	-0.017	0.012
YJR128W	-0.003	0.013
YJR129C	-0.008	-0.003
YJR131W	0.004	-0.004
YJR133W	-0.007	-0.002
YJR134C	-0.002	-0.003
YJR135C	0.001	0.004
YJR140C	-0.000	0.001
YJR146W	-0.006	-0.001
YJR147W	-0.006	-0.007
YJR148W	-0.004	-0.002
YJR149W	-0.003	-0.000
YJR150C	0.001	0.005
YJR152W	0.002	0.003
YJR153W	-0.003	-0.004
YJR154W	-0.005	-0.000
YKL003C	-0.015	-0.014
YKL005C	0.006	-0.000
YKL008C	-0.006	-0.006
YKL010C	-0.020	-0.011
YKL015W	0.005	0.004
YKL017C	0.006	0.001
YKL020C	-0.005	-0.005
YKL023W	0.010	0.001
YKL025C	0.015	0.013
YKL026C	-0.002	-0.008
YKL029C	-0.008	-0.007
YKL030W	-0.000	0.002
YKL032C	-0.052	-0.039
YKL037W	0.001	-0.005
YKL038W	-0.014	-0.008
YKL039W	0.008	0.007
YKL040C	-0.005	-0.000
YKL043W	-0.004	-0.002
YKL044W	-0.000	0.002
YKL046C	0.006	0.007
YKL047W	-0.003	-0.006
YKL051W	0.008	0.008
YKL053C-A	-0.013	0.004
YKL053W	0.014	0.011
YKL055C	0.013	0.002
YKL056C	0.008	-0.002
YKL061W	0.003	0.007
YKL062W	0.002	-0.003
YKL063C	-0.002	0.003
YKL064W	-0.005	0.005
YKL065C	0.004	-0.001
YKL066W	-0.001	-0.002
YKL067W	0.001	-0.002
YKL068W	-0.011	-0.006
YKL069W	-0.012	0.000
YKL070W	-0.005	-0.008
YKL071W	-0.003	0.002
YKL072W	-0.013	0.004
YKL074C	0.016	0.013
YKL075C	-0.006	-0.005
YKL076C	-0.002	-0.004
YKL077W	-0.006	0.003
YKL079W	0.011	0.003
YKL081W	0.012	0.025
YKL084W	-0.001	-0.004
YKL085W	-0.027	-0.021
YKL086W	-0.005	0.002
YKL087C	-0.011	-0.005
YKL090W	-0.009	0.002
YKL091C	-0.002	-0.003
YKL092C	-0.008	-0.004
YKL093W	-0.010	0.000
YKL094W	-0.004	-0.006
YKL096W	-0.011	0.001
YKL096W-A	0.021	0.036
YKL097C	-0.003	0.001
YKL098W	-0.014	-0.002
YKL100C	-0.002	0.002
YKL101W	-0.006	0.009
YKL102C	-0.001	0.003
YKL103C	0.002	-0.001
YKL106W	0.002	0.003
YKL107W	0.004	-0.001
YKL109W	-0.019	-0.013
YKL110C	0.008	-0.010
YKL113C	0.000	-0.001
YKL114C	-0.008	-0.006
YKL115C	-0.001	-0.000
YKL116C	-0.015	-0.002
YKL117W	0.002	0.002
YKL120W	0.004	0.002
YKL123W	-0.003	0.008
YKL124W	0.008	-0.005
YKL126W	-0.003	0.000
YKL127W	-0.004	-0.003
YKL128C	0.001	-0.000
YKL132C	0.000	-0.000
YKL133C	0.002	-0.003
YKL134C	-0.016	-0.026
YKL136W	0.003	-0.000
YKL137W	-0.015	0.002
YKL138C	0.001	0.002
YKL140W	-0.002	-0.004
YKL142W	-0.009	-0.016
YKL149C	0.012	0.007
YKL150W	-0.003	-0.005
YKL151C	-0.046	-0.049
YKL155C	-0.000	-0.002
YKL156W	0.007	0.006
YKL157W	0.004	-0.005
YKL159C	-0.015	-0.005
YKL160W	-0.033	-0.018
YKL161C	-0.055	-0.006
YKL162C	-0.010	-0.007
YKL162C-A	-0.002	-0.001
YKL167C	-0.015	-0.001
YKL168C	0.023	0.012
YKL170W	-0.043	-0.003
YKL171W	-0.014	-0.011
YKL174C	-0.012	-0.004
YKL175W	0.005	0.009
YKL176C	0.027	0.021
YKL177W	-0.002	-0.007
YKL179C	0.000	-0.005
YKL183W	0.006	-0.001
YKL185W	-0.000	0.014
YKL187C	-0.006	-0.005
YKL188C	-0.002	0.001
YKL191W	0.006	0.002
YKL194C	-0.042	-0.025
YKL197C	-0.012	-0.015
YKL198C	-0.002	0.004
YKL201C	-0.016	-0.007
YKL202W	0.014	0.005
YKL205W	-0.004	-0.011
YKL206C	-0.009	-0.008
YKL207W	-0.006	-0.011
YKL208W	-0.026	-0.001
YKL211C	-0.000	-0.001
YKL212W	0.017	-0.010
YKL213C	-0.033	-0.028
YKL214C	0.003	-0.003
YKL215C	-0.001	-0.002
YKL217W	0.008	0.008
YKL218C	0.003	0.000
YKL220C	0.004	0.006
YKL221W	-0.009	-0.005
YKL222C	0.000	-0.002
YKR003W	-0.011	-0.013
YKR005C	0.001	0.001
YKR006C	-0.009	-0.011
YKR007W	0.007	0.028
YKR009C	0.008	0.003
YKR010C	0.007	-0.005
YKR011C	-0.005	0.000
YKR012C	0.006	-0.002
YKR014C	-0.002	-0.006
YKR015C	0.000	-0.000
YKR016W	-0.015	-0.012
YKR017C	-0.009	-0.008
YKR018C	0.000	0.004
YKR019C	-0.004	-0.008
YKR020W	-0.019	-0.006
YKR021W	0.003	-0.002
YKR023W	0.005	0.011
YKR026C	-0.009	-0.005
YKR027W	0.007	0.003
YKR028W	0.003	0.006
YKR029C	0.001	0.001
YKR030W	0.004	0.001
YKR031C	0.006	0.001
YKR032W	-0.003	0.004
YKR033C	0.002	0.002
YKR034W	0.000	-0.003
YKR035C	-0.008	-0.020
YKR035W-A	-0.000	-0.006
YKR036C	-0.010	-0.007
YKR039W	-0.008	0.001
YKR040C	-0.002	0.001
YKR042W	-0.022	-0.026
YKR043C	-0.006	0.002
YKR044W	0.002	0.001
YKR045C	0.002	0.005
YKR046C	-0.005	-0.006
YKR047W	-0.017	-0.013
YKR048C	-0.039	-0.023
YKR049C	0.001	0.003
YKR050W	-0.003	-0.008
YKR051W	-0.010	-0.014
YKR052C	0.007	0.000
YKR053C	0.002	0.008
YKR054C	-0.000	-0.014
YKR055W	0.003	0.023
YKR056W	-0.010	-0.001
YKR057W	0.024	0.012
YKR058W	-0.008	-0.005
YKR059W	-0.004	0.003
YKR060W	0.001	0.008
YKR061W	-0.002	0.003
YKR064W	-0.000	-0.003
YKR065C	-0.005	0.004
YKR066C	-0.004	-0.003
YKR067W	0.004	-0.000
YKR069W	-0.010	0.005
YKR070W	0.000	-0.005
YKR072C	-0.005	-0.020
YKR073C	-0.009	-0.017
YKR074W	-0.007	0.000
YKR075C	-0.004	-0.002
YKR077W	-0.005	-0.008
YKR078W	-0.010	-0.001
YKR080W	0.005	0.006
YKR082W	0.006	0.009
YKR084C	-0.001	-0.004
YKR085C	-0.010	-0.005
YKR087C	0.003	-0.002
YKR088C	-0.003	-0.003
YKR089C	0.002	0.005
YKR090W	0.001	-0.001
YKR092C	-0.006	-0.001
YKR094C	0.011	0.040
YKR095W	-0.004	-0.006
YKR096W	-0.009	-0.019
YKR097W	-0.016	-0.010
YKR098C	0.001	-0.002
YKR099W	0.009	0.033
YKR100C	0.007	0.005
YKR101W	-0.024	-0.009
YKR102W	-0.001	0.002
YKR103W	0.007	-0.000
YKR104W	-0.007	-0.002
YKR105C	-0.000	0.001
YKR106W	0.010	0.006
YLL005C	-0.007	-0.011
YLL007C	0.022	0.010
YLL010C	0.013	0.014
YLL013C	-0.005	-0.008
YLL014W	-0.002	-0.003
YLL015W	-0.001	0.003
YLL016W	-0.001	-0.009
YLL017W	-0.006	-0.002
YLL019C	-0.014	-0.010
YLL021W	-0.005	-0.010
YLL023C	-0.002	-0.002
YLL024C	-0.008	0.003
YLL025W	0.008	0.006
YLL026W	0.007	0.006
YLL028W	0.000	0.000
YLL029W	0.006	0.008
YLL030C	-0.002	0.015
YLL032C	-0.007	0.006
YLL038C	-0.000	-0.012
YLL040C	-0.002	-0.005
YLL041C	-0.015	0.000
YLL042C	-0.027	-0.033
YLL043W	-0.008	-0.032
YLL045C	0.001	0.013
YLL046C	-0.001	-0.003
YLL047W	0.005	-0.000
YLL048C	0.009	-0.001
YLL051C	0.006	0.007
YLL052C	0.002	0.005
YLL055W	-0.004	0.005
YLL061W	0.000	-0.002
YLL062C	0.011	0.002
YLR001C	0.006	0.008
YLR003C	0.004	0.004
YLR006C	0.011	0.017
YLR012C	-0.002	-0.000
YLR013W	0.002	-0.003
YLR014C	-0.006	-0.001
YLR015W	-0.038	-0.023
YLR016C	-0.004	-0.011
YLR017W	-0.010	-0.006
YLR018C	-0.003	-0.005
YLR019W	0.000	0.000
YLR020C	-0.002	0.003
YLR023C	0.016	-0.002
YLR024C	0.010	0.011
YLR030W	-0.002	-0.009
YLR034C	0.022	0.017
YLR036C	-0.002	0.008
YLR037C	0.001	0.002
YLR038C	-0.009	-0.008
YLR053C	0.004	0.001
YLR057W	-0.002	0.001
YLR058C	-0.018	-0.010
YLR059C	-0.015	-0.008
YLR063W	-0.010	-0.003
YLR064W	0.004	-0.002
YLR065C	-0.003	0.000
YLR070C	-0.005	-0.006
YLR072W	-0.004	-0.004
YLR073C	-0.005	-0.003
YLR077W	-0.004	0.001
YLR080W	0.000	0.001
YLR081W	-0.004	-0.004
YLR082C	0.002	0.005
YLR083C	-0.000	0.001
YLR084C	-0.002	-0.001
YLR085C	0.024	0.023
YLR087C	0.003	-0.002
YLR089C	-0.008	-0.008
YLR090W	-0.008	-0.008
YLR092W	-0.004	-0.013
YLR093C	-0.002	-0.016
YLR094C	0.002	0.010
YLR095C	0.003	-0.006
YLR096W	0.002	-0.002
YLR097C	-0.002	0.006
YLR098C	-0.007	-0.003
YLR099C	-0.001	-0.003
YLR102C	-0.001	-0.004
YLR104W	-0.009	-0.004
YLR107W	-0.000	-0.001
YLR108C	-0.006	-0.012
YLR109W	-0.005	0.002
YLR110C	0.020	0.007
YLR111W	0.004	0.008
YLR112W	-0.004	0.001
YLR113W	0.008	0.006
YLR114C	-0.001	-0.002
YLR118C	0.001	-0.006
YLR120C	-0.003	-0.005
YLR121C	0.001	-0.004
YLR122C	0.001	-0.001
YLR123C	-0.003	-0.003
YLR124W	-0.005	-0.003
YLR125W	-0.005	-0.008
YLR130C	-0.002	-0.003
YLR133W	0.004	-0.006
YLR135W	0.000	0.002
YLR136C	-0.003	0.005
YLR137W	-0.003	0.000
YLR138W	-0.007	-0.007
YLR142W	-0.000	0.006
YLR143W	0.003	0.000
YLR146C	0.000	-0.001
YLR149C	-0.011	-0.015
YLR150W	-0.003	-0.002
YLR151C	-0.012	-0.010
YLR152C	-0.007	-0.011
YLR154C	0.000	-0.005
YLR164W	-0.005	0.014
YLR165C	0.007	0.001
YLR170C	-0.004	-0.001
YLR173W	0.003	-0.004
YLR174W	-0.003	-0.003
YLR177W	-0.013	-0.011
YLR178C	0.004	0.010
YLR180W	0.006	0.014
YLR181C	0.015	0.004
YLR187W	0.000	-0.006
YLR188W	-0.008	-0.001
YLR189C	-0.003	-0.004
YLR191W	-0.000	-0.011
YLR192C	-0.010	-0.000
YLR194C	-0.001	0.004
YLR199C	0.007	0.007
YLR200W	0.019	0.016
YLR203C	-0.002	-0.003
YLR204W	-0.011	-0.015
YLR205C	-0.017	-0.004
YLR206W	0.000	-0.003
YLR207W	-0.061	-0.005
YLR209C	-0.016	-0.009
YLR211C	-0.009	-0.012
YLR213C	0.014	0.005
YLR214W	0.018	0.009
YLR217W	0.002	0.008
YLR218C	-0.011	-0.004
YLR219W	-0.003	-0.002
YLR221C	0.012	0.002
YLR224W	-0.003	0.029
YLR227C	0.006	-0.003
YLR228C	0.014	-0.004
YLR231C	-0.004	0.001
YLR232W	0.005	-0.002
YLR233C	-0.012	-0.005
YLR234W	-0.000	-0.005
YLR235C	-0.003	-0.002
YLR236C	0.000	-0.001
YLR237W	-0.003	0.006
YLR238W	0.006	-0.008
YLR240W	-0.002	-0.009
YLR241W	0.003	0.000
YLR242C	0.010	0.027
YLR244C	-0.021	-0.017
YLR246W	-0.011	-0.013
YLR247C	0.005	0.003
YLR248W	0.002	-0.001
YLR250W	0.006	-0.001
YLR251W	-0.011	-0.010
YLR252W	-0.006	-0.008
YLR253W	0.002	-0.003
YLR254C	-0.001	-0.001
YLR255C	-0.015	0.002
YLR257W	0.000	-0.001
YLR258W	-0.012	-0.009
YLR260W	0.001	0.005
YLR262C-A	-0.011	-0.009
YLR264W	0.011	0.012
YLR265C	-0.010	-0.010
YLR266C	0.003	-0.005
YLR267W	-0.000	-0.000
YLR268W	-0.011	-0.000
YLR269C	-0.013	-0.029
YLR270W	-0.010	-0.028
YLR271W	-0.012	0.001
YLR273C	0.005	-0.001
YLR278C	0.007	-0.002
YLR280C	-0.014	-0.005
YLR281C	-0.003	0.001
YLR282C	-0.003	-0.006
YLR283W	0.003	0.001
YLR284C	-0.004	-0.003
YLR285W	-0.002	-0.003
YLR287C-A	0.021	0.012
YLR287C	0.007	0.003
YLR288C	0.013	0.049
YLR289W	0.004	0.000
YLR290C	-0.003	0.000
YLR294C	0.003	0.005
YLR295C	-0.018	-0.005
YLR296W	-0.001	0.010
YLR297W	-0.007	-0.012
YLR299W	0.004	-0.012
YLR300W	-0.004	0.006
YLR303W	-0.003	-0.000
YLR304C	0.010	0.001
YLR309C	-0.003	-0.003
YLR311C	0.008	0.015
YLR312C	-0.004	0.000
YLR312W-A	-0.035	-0.034
YLR313C	0.004	0.008
YLR315W	-0.009	0.007
YLR318W	0.007	0.002
YLR319C	-0.006	-0.002
YLR322W	0.001	-0.006
YLR324W	-0.004	0.003
YLR325C	-0.001	-0.005
YLR326W	0.001	0.006
YLR327C	-0.003	-0.004
YLR328W	-0.012	0.004
YLR329W	-0.001	0.008
YLR330W	-0.015	-0.007
YLR333C	0.000	-0.004
YLR334C	0.001	-0.011
YLR335W	-0.006	-0.005
YLR338W	0.005	-0.013
YLR341W	0.002	0.011
YLR342W	0.007	0.001
YLR343W	0.001	-0.002
YLR344W	-0.003	-0.001
YLR345W	-0.006	-0.004
YLR346C	0.003	-0.003
YLR348C	-0.000	-0.005
YLR349W	-0.011	-0.000
YLR350W	0.003	-0.003
YLR353W	-0.007	-0.003
YLR354C	-0.011	-0.010
YLR356W	-0.006	0.001
YLR360W	0.002	-0.018
YLR361C	-0.004	-0.006
YLR363C	-0.027	-0.001
YLR364W	0.009	0.002
YLR365W	0.008	-0.000
YLR366W	0.002	-0.004
YLR367W	-0.002	0.002
YLR369W	0.012	0.005
YLR371W	0.005	0.001
YLR372W	-0.007	-0.012
YLR373C	0.021	0.010
YLR374C	0.034	0.016
YLR375W	0.003	-0.005
YLR376C	-0.002	-0.002
YLR377C	-0.007	-0.004
YLR380W	0.002	-0.004
YLR381W	0.004	0.003
YLR386W	-0.023	-0.018
YLR387C	-0.002	-0.005
YLR388W	0.022	0.018
YLR389C	-0.000	0.002
YLR390W	-0.005	0.003
YLR390W-A	0.001	-0.002
YLR392C	0.006	-0.003
YLR393W	-0.017	-0.006
YLR394W	-0.007	-0.006
YLR395C	-0.004	0.001
YLR396C	-0.014	-0.020
YLR398C	-0.009	0.006
YLR400W	-0.010	-0.003
YLR401C	-0.014	-0.011
YLR402W	0.015	0.007
YLR404W	-0.006	0.005
YLR405W	0.001	-0.007
YLR406C	0.010	0.001
YLR407W	0.006	-0.004
YLR408C	-0.000	-0.005
YLR412W	-0.004	0.000
YLR413W	-0.003	0.002
YLR414C	0.014	0.004
YLR415C	-0.000	0.002
YLR416C	-0.000	0.005
YLR421C	0.001	0.000
YLR422W	-0.014	-0.013
YLR426W	0.016	0.006
YLR427W	-0.002	-0.008
YLR428C	-0.000	0.002
YLR429W	0.004	0.003
YLR431C	-0.010	-0.017
YLR432W	0.005	0.005
YLR433C	0.002	0.001
YLR434C	0.010	0.012
YLR435W	0.017	0.014
YLR436C	-0.011	-0.007
YLR437C	-0.006	0.002
YLR438W	-0.011	-0.003
YLR439W	-0.030	-0.017
YLR441C	0.022	0.008
YLR443W	-0.004	-0.004
YLR444C	-0.004	-0.010
YLR445W	0.003	-0.002
YLR446W	-0.003	0.002
YLR448W	0.013	0.006
YLR449W	0.008	0.010
YLR450W	0.009	-0.001
YLR451W	0.000	0.004
YLR453C	-0.006	-0.008
YLR454W	-0.003	0.003
YLR455W	-0.016	-0.005
YLR456W	-0.012	-0.005
YLR460C	-0.012	-0.009
YLR461W	-0.009	0.000
YML001W	-0.045	-0.056
YML002W	0.002	0.006
YML003W	0.007	0.005
YML004C	-0.015	-0.004
YML005W	-0.000	-0.002
YML006C	0.005	0.003
YML008C	0.007	0.009
YML009C	-0.014	-0.010
YML009C-A	-0.017	-0.006
YML011C	0.002	-0.005
YML012W	-0.006	-0.008
YML016C	-0.004	0.012
YML017W	-0.006	-0.017
YML018C	0.005	0.011
YML019W	0.007	0.007
YML020W	0.001	0.004
YML021C	0.023	0.016
YML026C	0.030	0.016
YML027W	0.002	0.004
YML028W	-0.010	-0.010
YML029W	-0.002	-0.005
YML030W	-0.024	-0.020
YML032C	-0.003	-0.020
YML034W	-0.003	0.002
YML035C	0.013	0.007
YML034C-A	-0.002	-0.002
YML036W	-0.003	0.007
YML037C	0.005	0.004
YML038C	-0.004	-0.001
YML041C	0.015	0.008
YML042W	0.003	0.003
YML047C	0.005	0.001
YML048W	-0.009	0.002
YML047W-A	0.005	-0.002
YML050W	0.002	-0.001
YML051W	-0.011	-0.007
YML052W	-0.002	-0.007
YML053C	-0.001	-0.011
YML054C	-0.003	-0.009
YML055W	-0.009	-0.003
YML056C	0.001	-0.002
YML057W	-0.001	0.007
YML057C-A	-0.002	-0.003
YML058W	0.003	0.008
YML059C	0.000	0.003
YML060W	-0.009	-0.017
YML061C	0.005	-0.011
YML062C	0.001	0.002
YML066C	-0.002	0.000
YML067C	-0.016	-0.016
YML068W	-0.007	-0.005
YML070W	-0.005	-0.004
YML071C	-0.018	-0.002
YML074C	0.003	0.000
YML075C	0.009	0.008
YML076C	0.002	-0.001
YML078W	-0.008	-0.017
YML079W	0.002	-0.014
YML080W	-0.010	-0.017
YML081C-A	-0.008	-0.024
YML081W	-0.012	-0.012
YML082W	-0.016	-0.018
YML083C	-0.004	-0.012
YML084W	-0.004	-0.019
YML086C	-0.009	-0.001
YML087C	0.003	-0.009
YML088W	-0.013	-0.020
YML089C	0.008	-0.017
YML090W	0.000	0.006
YML094W	-0.018	-0.034
YML095C	-0.013	-0.024
YML094C-A	0.017	-0.008
YML096W	-0.009	-0.001
YML097C	0.000	-0.005
YML099C	-0.006	0.003
YML100W	0.018	0.014
YML099W-A	-0.001	0.001
YML101C	-0.011	-0.004
YML101C-A	-0.004	-0.014
YML102W	0.000	-0.007
YML104C	-0.008	-0.008
YML107C	0.005	0.002
YML108W	0.007	0.003
YML109W	0.005	0.003
YML110C	0.003	-0.013
YML111W	0.024	0.019
YML113W	-0.012	-0.001
YML116W	-0.005	0.000
YML117W	0.003	0.006
YML116W-A	0.009	0.015
YML118W	-0.000	-0.011
YML119W	-0.000	-0.004
YML120C	-0.000	-0.009
YML122C	-0.002	-0.005
YML123C	0.003	-0.005
YML124C	0.001	-0.006
YML128C	-0.017	-0.023
YML131W	-0.003	-0.002
YMR002W	-0.004	-0.010
YMR003W	-0.004	-0.008
YMR004W	-0.001	-0.026
YMR006C	-0.007	-0.006
YMR007W	-0.015	-0.006
YMR008C	0.000	-0.002
YMR009W	0.008	0.009
YMR010W	0.002	-0.007
YMR011W	0.003	0.002
YMR012W	-0.005	0.001
YMR015C	-0.011	0.004
YMR016C	-0.013	-0.015
YMR017W	-0.009	-0.005
YMR018W	-0.002	-0.006
YMR019W	-0.005	-0.007
YMR020W	-0.001	-0.002
YMR021C	-0.004	-0.003
YMR022W	-0.007	0.007
YMR023C	-0.011	-0.002
YMR024W	-0.025	-0.017
YMR025W	0.004	0.004
YMR026C	-0.014	-0.006
YMR027W	-0.006	-0.003
YMR029C	0.004	-0.018
YMR030W	0.006	-0.001
YMR031C	-0.003	0.004
YMR031W-A	-0.002	0.003
YMR035W	-0.016	-0.019
YMR036C	-0.008	-0.008
YMR037C	0.006	0.010
YMR039C	-0.008	0.004
YMR040W	0.001	0.006
YMR041C	0.001	0.004
YMR042W	-0.006	0.000
YMR044W	-0.000	-0.000
YMR048W	0.005	-0.001
YMR052W	0.008	-0.005
YMR053C	-0.004	-0.003
YMR054W	-0.012	-0.004
YMR055C	-0.006	-0.006
YMR056C	0.003	0.014
YMR057C	0.015	0.012
YMR060C	0.004	-0.004
YMR062C	0.007	0.007
YMR063W	-0.000	0.012
YMR065W	0.000	-0.013
YMR066W	0.002	-0.000
YMR067C	-0.019	-0.007
YMR068W	-0.000	-0.001
YMR069W	-0.005	-0.001
YMR073C	-0.005	-0.000
YMR075C-A	0.018	0.009
YMR075W	0.013	0.000
YMR078C	0.006	0.010
YMR080C	-0.000	0.002
YMR081C	0.002	-0.003
YMR082C	-0.003	0.004
YMR084W	0.005	0.003
YMR085W	-0.011	-0.002
YMR086W	0.003	-0.007
YMR087W	0.000	0.003
YMR088C	-0.001	0.007
YMR089C	-0.004	-0.005
YMR090W	0.000	0.001
YMR092C	0.001	0.001
YMR095C	0.005	-0.003
YMR096W	0.002	0.005
YMR097C	0.002	-0.005
YMR098C	0.003	0.002
YMR099C	0.003	-0.007
YMR100W	0.010	0.004
YMR101C	0.005	-0.008
YMR102C	-0.008	-0.003
YMR103C	-0.001	0.003
YMR104C	-0.004	0.000
YMR105C	-0.001	-0.001
YMR106C	-0.003	-0.004
YMR107W	-0.009	0.002
YMR109W	0.001	0.005
YMR110C	0.007	0.001
YMR111C	0.005	-0.004
YMR114C	-0.001	-0.029
YMR115W	-0.004	-0.010
YMR116C	-0.003	-0.006
YMR118C	-0.001	0.012
YMR119W	-0.014	-0.009
YMR119W-A	0.002	-0.006
YMR120C	-0.013	-0.015
YMR121C	-0.005	-0.002
YMR122C	-0.002	-0.004
YMR123W	0.009	-0.031
YMR124W	0.004	0.007
YMR126C	-0.022	-0.011
YMR127C	0.007	0.001
YMR129W	-0.005	-0.011
YMR130W	0.011	0.002
YMR132C	0.005	-0.004
YMR133W	-0.002	-0.008
YMR135W-A	-0.019	-0.018
YMR137C	0.008	0.003
YMR138W	0.005	0.003
YMR139W	-0.003	-0.008
YMR140W	0.002	-0.005
YMR141C	0.001	0.004
YMR145C	-0.003	-0.008
YMR147W	-0.002	0.001
YMR148W	-0.003	-0.009
YMR150C	-0.009	-0.002
YMR151W	-0.016	-0.008
YMR152W	0.004	0.006
YMR153C-A	-0.002	-0.001
YMR153W	-0.003	-0.001
YMR154C	0.000	0.023
YMR155W	0.006	-0.005
YMR156C	0.010	0.001
YMR157C	-0.004	-0.004
YMR158C-A	0.004	0.006
YMR159C	-0.017	-0.034
YMR160W	0.008	0.001
YMR161W	0.000	0.006
YMR162C	-0.004	0.000
YMR163C	0.007	0.011
YMR164C	0.003	0.007
YMR166C	-0.009	0.002
YMR167W	-0.003	0.006
YMR169C	0.004	-0.004
YMR170C	-0.008	-0.003
YMR171C	-0.001	0.001
YMR173W	-0.006	-0.005
YMR173W-A	0.003	0.002
YMR174C	-0.008	0.002
YMR175W	-0.017	-0.009
YMR176W	0.004	0.005
YMR177W	-0.002	0.005
YMR178W	0.003	-0.002
YMR179W	0.004	0.006
YMR180C	-0.008	-0.006
YMR181C	0.003	0.001
YMR182C	0.002	-0.005
YMR183C	-0.028	-0.020
YMR184W	-0.007	-0.010
YMR186W	0.001	0.006
YMR187C	-0.010	-0.002
YMR189W	-0.002	-0.000
YMR190C	0.003	0.010
YMR191W	0.005	-0.004
YMR192W	-0.000	-0.001
YMR193C-A	0.006	-0.003
YMR193W	-0.002	0.002
YMR194C-A	-0.010	-0.002
YMR194W	-0.003	-0.003
YMR195W	-0.009	-0.009
YMR196W	-0.004	-0.002
YMR199W	0.001	0.006
YMR202W	0.001	-0.001
YMR204C	0.005	0.013
YMR205C	0.002	0.012
YMR206W	0.002	-0.003
YMR207C	-0.038	0.009
YMR209C	-0.007	-0.009
YMR210W	-0.013	0.003
YMR214W	-0.003	0.001
YMR215W	-0.006	-0.010
YMR216C	-0.008	-0.001
YMR219W	0.008	0.001
YMR221C	0.002	0.005
YMR222C	-0.002	-0.008
YMR223W	0.020	0.016
YMR224C	0.002	0.007
YMR225C	0.003	0.001
YMR226C	0.001	0.001
YMR228W	-0.011	-0.001
YMR230W	0.019	0.021
YMR231W	-0.003	0.001
YMR232W	-0.007	-0.012
YMR233W	-0.007	-0.003
YMR234W	-0.008	-0.004
YMR237W	-0.003	0.004
YMR241W	0.003	0.005
YMR243C	-0.005	0.001
YMR244C-A	-0.003	0.000
YMR244W	0.002	0.003
YMR245W	-0.005	0.004
YMR247C	-0.000	-0.000
YMR250W	-0.003	-0.003
YMR251W	-0.003	-0.006
YMR251W-A	-0.000	0.001
YMR252C	0.005	0.007
YMR253C	-0.003	-0.002
YMR254C	0.004	0.004
YMR255W	0.012	0.007
YMR256C	0.001	0.008
YMR257C	0.001	-0.009
YMR258C	0.002	0.003
YMR259C	-0.002	-0.005
YMR261C	-0.006	0.002
YMR263W	-0.004	-0.010
YMR264W	-0.003	0.011
YMR265C	-0.002	-0.003
YMR266W	-0.001	-0.002
YMR267W	-0.028	-0.007
YMR269W	-0.001	0.003
YMR271C	-0.006	-0.007
YMR272C	0.014	0.008
YMR273C	0.007	0.008
