orf	hom | growth (relative abundance in pooled culture) | formaldehyde [0.15mM], time [5 generations] | North M~Vulpe CD, 2016	hom | growth (relative abundance in pooled culture) | formaldehyde [0.3mM], time [5 generations] | North M~Vulpe CD, 2016	hom | growth (relative abundance in pooled culture) | formaldehyde [0.6 mM], time [5 generations] | North M~Vulpe CD, 2016	hom | growth (relative abundance in pooled culture) | formaldehyde [0.15mM], time [15 generations] | North M~Vulpe CD, 2016	hom | growth (relative abundance in pooled culture) | formaldehyde [0.3mM], time [15 generations] | North M~Vulpe CD, 2016	hom | growth (relative abundance in pooled culture) | formaldehyde [0.6 mM], time [15 generations] | North M~Vulpe CD, 2016
YCL026C-A	0.0	0.0	0.0	-1.2	-1.2	0.0
YCL037C	-1.7	-1.6	0.0	-1.9	-2.4	-3.3
YCL046W	2.1	2.3	0.0	1.6	0.0	0.0
YCL050C	0.0	0.0	0.0	-1.4	-1.4	-1.1
YCL055W	0.0	1.6	0.0	0.0	0.0	0.0
YCR001W	1.5	1.6	0.0	0.0	0.0	0.0
YCR006C	3.3	3.4	0.0	0.0	0.0	0.0
YCR007C	-4.2	-4.2	0.0	0.1	-0.15	0.1
YCR009C	0.0	0.0	0.0	0.0	0.0	-2.8
YCR011C	1.7	1.9	0.0	1.8	1.7	1.9
YCR027C	0.0	0.0	2.7	0.0	0.0	0.0
YCR028C	0.0	0.0	0.0	-2.1	-2.5	-2.4
YCR034W	1.6	0.0	2.9	0.0	0.0	1.8
YCR050C	1.2	0.0	0.0	2.1	1.9	0.0
YCR059C	0.0	0.0	2.6	0.0	0.0	0.0
YCR060W	1.7	1.9	2.3	1.7	1.8	1.6
YCR061W	0.0	0.0	0.0	0.0	0.0	-1.9
YCR065W	0.0	0.0	1.7	0.0	0.0	0.0
YCR066W	0.0	0.0	0.0	0.0	-2.0	0.0
YCR073C	0.0	0.0	2.3	0.0	0.0	0.0
YCR073W-A	3.3	3.4	2.15	0.0	0.0	0.0
YCR082W	1.7	1.6	2.2	0.0	0.0	0.0
YCR089W	0.0	0.0	0.0	-1.1	-1.1	0.0
YCR100C	0.0	0.0	2.1	0.0	0.0	0.0
YCR101C	0.0	0.0	0.0	2.8	2.7	2.5
YCR102C	0.0	0.0	0.0	1.7	1.4	1.5
YCR107W	0.0	0.0	2.7	0.0	0.0	0.0
YDL010W	0.0	0.0	-2.5	4.7	4.5	4.6
YDL020C	0.0	0.0	0.0	0.0	0.0	-2.1
YDL059C	0.0	0.0	0.0	0.0	0.0	-2.05
YDL070W	0.0	0.0	0.0	2.1	2.1	2.2
YDL082W	0.0	0.0	0.0	0.0	0.0	2.0
YDL099W	0.0	0.0	0.0	0.0	-1.8	0.0
YDL107W	-2.4	-2.2	0.0	-1.8	-2.0	0.0
YDL127W	-2.3	-2.1	0.0	-1.9	-2.1	-0.45
YDL135C	0.0	0.0	2.1	0.0	0.0	0.0
YDL167C	0.0	0.0	0.0	0.0	0.0	-1.2
YDL171C	0.0	0.0	1.9	0.0	0.0	0.0
YDL175C	0.0	0.0	2.2	0.0	0.0	0.0
YDL177C	0.0	0.0	0.0	-1.2	-1.2	0.0
YDL180W	0.0	0.0	0.0	-1.3	0.0	0.0
YDL194W	0.0	0.0	0.0	0.0	0.0	1.5
YDL198C	0.0	0.0	0.0	-2.6	-2.0	-1.9
YDL211C	0.0	0.0	0.0	-1.2	-1.1	-1.2
YDL218W	0.0	0.0	0.0	-1.2	-1.2	-1.2
YDL219W	0.0	0.0	0.0	-1.5	-1.4	0.0
YDL222C	0.0	0.0	2.5	0.0	0.0	0.0
YDL223C	2.4	2.35	0.0	1.9	1.8	0.0
YDL225W	0.0	0.0	0.0	0.0	0.0	-1.75
YDL226C	1.1	1.2	0.0	0.0	0.0	0.0
YDL236W	0.0	0.0	0.0	-1.3	-1.2	0.0
YDL237W	0.0	0.0	0.0	-1.2	0.0	-1.2
YDR004W	0.0	0.0	0.0	0.0	-1.7	-2.9
YDR011W	0.0	0.0	0.0	-1.3	-1.1	0.0
YDR014W	0.0	0.0	0.0	-1.4	0.0	-1.6
YDR025W	1.9	2.1	0.0	0.0	0.0	0.0
YDR028C	-1.2	0.0	0.0	0.0	0.0	0.0
YDR029W	0.0	0.0	0.0	0.0	-1.3	-1.4
YDR034C	1.5	1.5	0.0	1.4	1.4	1.3
YDR049W	0.0	0.0	0.0	0.0	-1.8	-2.4
YDR057W	0.0	0.0	0.0	0.0	0.0	-1.7
YDR098C	0.0	0.0	0.0	0.0	1.3	1.3
YDR124W	0.0	0.0	0.0	1.6	1.7	1.6
YDR126W	0.0	0.0	0.0	1.8	0.0	0.0
YDR136C	0.0	0.0	0.0	-2.4	0.0	0.0
YDR144C	0.0	0.0	1.7	0.0	0.0	0.0
YDR152W	0.0	0.0	0.0	0.0	0.0	-1.2
YDR153C	2.6	3.1	0.0	0.0	0.0	0.0
YDR157W	0.0	0.0	0.0	1.1	1.2	0.0
YDR159W	1.6	0.0	0.0	0.0	0.0	0.0
YDR175C	-2.75	-3.2	-2.3	0.0	0.0	0.0
YDR176W	0.0	0.0	1.4	0.0	0.0	0.0
YDR205W	-1.1	0.0	0.0	0.0	0.0	0.0
YDR220C	0.0	0.0	0.0	1.5	1.5	1.4
YDR221W	0.0	0.0	0.0	0.0	0.0	2.1
YDR251W	1.5	1.4	0.0	1.5	1.6	1.5
YDR260C	0.0	0.0	0.0	0.0	0.0	-1.9
YDR262W	0.0	0.0	0.0	1.3	1.3	0.0
YDR266C	0.0	0.0	0.0	0.0	0.0	-2.3
YDR283C	2.2	2.3	0.0	0.0	0.0	0.0
YDR285W	0.0	0.0	2.8	0.0	0.0	0.0
YDR291W	0.0	0.0	-2.1	4.2	4.1	3.9
YDR314C	0.0	0.0	0.0	1.5	1.5	0.0
YDR336W	-2.0	-1.9	0.0	2.2	0.4	2.4
YDR340W	0.0	0.0	3.3	0.0	0.0	0.0
YDR354W	0.0	1.3	0.0	0.0	0.0	1.7
YDR377W	1.7	1.8	0.0	0.0	0.0	0.0
YDR384C	0.0	0.0	0.0	2.9	2.9	3.2
YDR386W	0.0	0.0	0.0	0.0	0.0	-2.7
YDR391C	0.0	0.0	0.0	1.7	0.0	0.0
YDR400W	0.0	0.0	0.0	1.7	1.7	1.9
YDR401W	1.6	1.9	0.0	0.0	0.0	0.0
YDR402C	0.0	1.4	0.0	0.0	0.0	0.0
YDR409W	1.5	1.5	0.0	0.0	0.0	0.0
YDR422C	1.8	1.9	0.0	0.0	0.0	0.0
YDR423C	0.0	0.0	0.0	1.6	0.0	0.0
YDR424C	0.0	0.0	0.0	1.3	1.3	0.0
YDR428C	0.0	0.0	0.0	1.3	0.0	0.0
YDR440W	0.0	0.0	0.0	0.0	1.2	0.0
YDR441C	1.7	1.8	0.0	0.0	0.0	0.0
YDR447C	0.0	0.0	0.0	0.0	0.0	1.6
YDR456W	3.2	3.5	-1.9	1.8	1.9	2.0
YDR457W	0.0	0.0	0.0	-2.3	-2.35	-1.7
YDR458C	3.0	3.1	0.0	0.0	1.9	0.0
YDR465C	2.3	2.4	0.0	0.0	0.0	0.0
YDR477W	0.0	0.0	0.0	0.0	0.0	1.8
YDR480W	-1.2	-1.3	0.0	0.0	0.0	0.0
YDR491C	0.0	1.1	0.0	0.0	0.0	0.0
YDR497C	0.0	0.0	0.0	0.0	1.1	1.5
YDR520C	1.8	1.6	0.0	0.0	0.0	0.0
YDR530C	0.0	0.0	0.0	-1.2	-1.3	0.0
YDR534C	0.0	0.0	0.0	0.0	0.0	-1.0
YDR540C	0.0	0.0	0.0	-1.5	-1.8	-2.4
YEL005C	0.0	1.4	0.0	0.0	0.0	0.0
YEL008W	0.0	1.4	0.0	0.0	0.0	0.0
YEL010W	0.0	0.0	2.1	0.0	0.0	0.0
YEL012W	3.7	4.3	0.0	0.0	0.0	0.0
YEL016C	0.0	0.0	2.5	0.0	0.0	0.0
YEL017W	0.0	0.0	0.0	-1.2	0.0	0.0
YEL028W	0.0	0.0	-1.5	3.9	3.7	3.5
YEL043W	-2.4	-1.6	0.0	-1.6	0.0	0.0
YEL050C	0.0	0.0	0.0	0.0	0.0	-1.8
YEL056W	0.0	0.0	2.7	0.0	0.0	0.0
YEL065W	0.0	0.0	0.0	-1.3	-1.2	-1.1
YEL066W	0.0	0.0	0.0	-1.1	-1.1	0.0
YEL067C	0.0	0.0	0.0	-1.2	0.0	0.0
YEL068C	3.9	3.8	3.1	3.6	3.5	3.4
YER002W	3.0	3.0	0.0	0.0	0.0	0.0
YER024W	0.0	0.0	2.8	0.0	0.0	0.0
YER042W	0.0	0.0	2.4	0.0	0.0	0.0
YER047C	0.0	0.0	1.9	0.0	0.0	0.0
YER051W	2.0	2.1	0.0	0.0	0.0	0.0
YER058W	-1.3	-1.2	0.0	-1.1	-1.3	-1.2
YER084W	0.0	0.0	4.4	0.0	0.0	0.0
YER088C	0.0	0.0	0.0	1.6	1.5	1.6
YER092W	0.0	0.0	2.1	0.0	0.0	0.0
YER101C	-2.9	-2.8	0.0	-2.9	-3.1	-2.9
YER103W	0.0	0.0	1.9	0.0	0.0	0.0
YER110C	-1.2	0.0	0.0	-1.5	-1.6	-1.2
YER114C	0.0	0.0	0.0	1.1	0.0	1.2
YER115C	0.0	0.0	1.7	0.0	0.0	0.0
YER122C	-1.2	-1.3	0.0	0.0	0.0	0.0
YER123W	0.0	1.5	0.0	0.0	0.0	0.0
YER131W	0.0	0.0	0.0	0.0	0.0	1.3
YER143W	0.0	0.0	2.4	0.0	0.0	0.0
YER156C	0.0	0.0	0.0	-1.7	-1.8	-1.5
YER169W	3.5	3.6	0.0	1.9	2.1	2.0
YER175C	0.0	0.0	0.0	1.5	0.0	1.5
YER176W	-2.4	-2.2	0.0	-1.9	-2.0	-1.8
YFL012W-A	0.0	0.0	3.0	0.0	0.0	0.0
YFL014W	0.0	0.0	0.0	0.0	0.0	1.2
YFL041W	0.0	0.0	0.0	0.0	0.0	2.1
YFL044C	0.0	0.0	3.2	0.0	0.0	0.0
YFR012W	-1.6	-1.6	0.0	0.0	-1.2	0.0
YFR016C	0.0	0.0	0.0	1.4	1.4	1.5
YFR018C	2.6	2.9	0.0	2.4	0.0	0.0
YFR024C-A	0.0	0.0	2.4	0.0	0.0	0.0
YFR026C	0.0	0.0	0.0	1.7	1.6	1.9
YFR034C	0.0	0.0	0.0	-2.4	0.0	2.0
YFR036W	-3.2	-3.7	-2.0	0.0	0.0	0.0
YGL002W	0.0	0.0	0.0	0.0	0.0	2.0
YGL005C	0.0	0.0	0.0	-2.6	0.0	0.0
YGL043W	0.0	0.0	0.0	-1.1	-1.2	0.0
YGL063W	0.0	0.0	0.0	1.5	1.6	1.5
YGL080W	0.0	0.0	1.8	0.0	0.0	0.0
YGL082W	0.0	0.0	0.0	-1.3	0.0	0.0
YGL087C	2.0	1.9	0.0	0.0	0.0	0.0
YGL088W	0.0	0.0	2.5	0.0	0.0	0.0
YGL094C	0.0	0.0	0.0	-1.6	0.0	0.0
YGL118C	2.6	2.6	0.0	2.6	2.5	2.6
YGL125W	2.1	2.5	0.0	0.0	0.0	0.0
YGL138C	2.8	3.0	0.0	0.0	0.0	0.0
YGL139W	0.0	0.0	0.0	-1.0	0.0	-1.1
YGL158W	-1.5	-1.4	0.0	-1.6	-1.7	-1.5
YGL175C	1.5	1.4	0.0	0.0	0.0	0.0
YGL200C	2.0	2.5	0.0	0.0	0.0	0.0
YGL213C	0.0	0.0	0.0	0.0	0.0	-3.8
YGL214W	0.0	0.0	0.0	0.0	0.0	-4.0
YGL220W	0.0	1.3	0.0	0.0	0.0	0.0
YGL226C-A	3.0	3.4	0.0	0.0	0.0	0.0
YGL227W	0.0	1.1	0.0	2.0	2.0	1.4
YGL228W	0.0	0.0	2.1	0.0	0.0	0.0
YGL229C	2.4	2.8	0.0	0.0	0.0	0.0
YGR010W	-2.4	-2.3	0.0	-2.1	-2.2	-2.1
YGR026W	0.0	0.0	2.1	0.0	0.0	0.0
YGR028W	0.0	0.0	0.0	1.6	1.4	0.0
YGR034W	1.8	1.8	0.0	0.0	0.0	0.0
YGR035C	0.0	1.3	0.0	1.8	1.7	0.0
YGR038W	0.0	0.0	0.0	1.5	0.0	0.0
YGR041W	2.0	2.0	0.0	0.0	0.0	1.3
YGR043C	0.0	0.0	0.0	2.0	0.0	0.0
YGR049W	0.0	0.0	0.0	1.7	1.8	1.7
YGR052W	0.0	0.0	2.4	0.0	0.0	0.0
YGR053C	0.0	0.0	2.1	0.0	0.0	0.0
YGR058W	0.0	0.0	0.0	1.8	1.8	1.8
YGR070W	2.2	2.6	0.0	2.0	1.9	0.0
YGR077C	0.0	0.0	0.0	0.0	0.0	-1.1
YGR089W	0.0	0.0	0.0	-1.3	-1.2	-1.5
YGR097W	2.6	2.5	0.0	0.0	0.0	0.0
YGR108W	0.0	0.0	1.8	0.0	0.0	0.0
YGR122W	0.0	0.0	0.0	0.0	1.9	0.0
YGR142W	0.0	0.0	0.0	-1.1	0.0	0.0
YGR143W	1.7	1.8	3.3	0.0	0.0	0.0
YGR157W	0.0	0.0	0.0	2.0	0.0	2.3
YGR166W	1.6	1.6	0.0	0.0	0.0	0.0
YGR183C	0.0	1.6	0.0	0.0	0.0	0.0
YGR192C	2.0	2.0	2.7	0.0	2.0	2.0
YGR196C	0.0	0.0	0.0	-1.2	0.0	0.0
YGR205W	1.4	1.5	0.0	0.0	0.0	0.0
YGR207C	1.0	0.0	0.0	0.0	0.0	0.0
YGR209C	-2.0	-1.8	0.0	-1.5	-1.3	-1.6
YGR219W	-2.4	-2.3	0.0	-2.3	-2.1	0.0
YGR220C	0.0	0.0	0.0	-1.9	0.0	-1.7
YGR230W	0.0	0.0	2.2	0.0	0.0	0.0
YGR242W	0.0	0.0	0.0	2.7	2.4	2.6
YGR257C	0.0	0.0	0.0	-1.8	0.0	0.0
YGR263C	2.4	2.4	0.0	2.3	2.3	2.2
YGR271W	0.0	0.0	0.0	0.0	-1.4	-2.7
YGR282C	1.8	1.9	0.0	0.0	0.0	0.0
YGR295C	0.0	0.0	0.0	2.0	1.9	1.8
YHL002W	0.0	0.0	2.4	0.0	0.0	0.0
YHL006C	0.0	0.0	0.0	0.0	0.0	-1.3
YHL011C	0.0	1.6	2.4	0.0	0.0	0.0
YHL027W	0.0	0.0	0.0	1.8	2.1	0.0
YHL039W	2.9	2.5	0.0	1.6	1.7	1.6
YHL041W	1.2	0.0	0.0	-1.1	0.0	0.0
YHR004C	0.0	0.0	1.2	0.0	0.0	0.0
YHR006W	0.0	0.0	1.9	0.0	0.0	0.0
YHR012W	0.0	0.0	0.0	2.0	1.7	0.0
YHR014W	1.5	1.8	0.0	1.7	1.6	0.0
YHR022C	0.0	0.0	0.0	-1.4	-1.4	-1.6
YHR029C	0.0	0.0	0.0	3.4	3.2	3.3
YHR030C	0.0	0.0	0.0	0.0	0.0	-1.9
YHR037W	3.1	3.0	0.0	1.9	0.0	0.0
YHR046C	2.3	2.6	2.8	1.8	2.0	0.0
YHR048W	1.6	1.8	0.0	0.0	0.0	0.0
YHR079C	0.0	0.0	0.0	1.2	1.2	1.2
YHR079C-A	0.0	0.0	0.0	1.9	1.9	1.9
YHR094C	-1.7	-1.5	0.0	-1.4	-1.4	-1.4
YHR104W	0.0	0.0	0.0	0.0	0.0	-1.2
YHR105W	0.0	0.0	1.9	0.0	0.0	0.0
YHR106W	0.0	0.0	2.1	0.0	0.0	0.0
YHR108W	0.0	0.0	2.1	0.0	0.0	0.0
YHR113W	0.0	0.0	0.0	-1.2	0.0	0.0
YHR115C	-2.3	-2.3	0.0	-2.2	-2.4	-2.2
YHR133C	0.0	0.0	2.9	0.0	0.0	0.0
YHR147C	0.0	0.0	2.35	0.0	0.0	0.0
YHR150W	0.0	0.0	2.9	0.0	0.0	0.0
YHR151C	0.0	0.0	0.0	2.2	2.1	2.2
YHR152W	0.0	0.0	1.6	0.0	0.0	0.0
YHR153C	0.0	0.0	0.0	2.2	2.2	2.4
YHR157W	0.0	0.0	3.6	0.0	0.0	0.0
YHR159W	0.0	2.5	0.0	0.0	0.0	0.0
YHR160C	0.0	1.5	2.9	1.7	1.8	0.0
YHR178W	0.0	0.0	1.8	0.0	0.0	0.0
YHR180W	0.0	0.0	2.2	0.0	0.0	0.0
YHR181W	0.0	0.0	2.2	0.0	0.0	0.0
YHR182W	2.3	2.2	1.6	0.0	0.0	0.0
YHR189W	0.0	0.0	2.7	0.0	0.0	0.0
YHR195W	0.0	0.0	2.6	0.0	0.0	0.0
YHR198C	0.0	0.0	1.6	0.0	0.0	0.0
YHR200W	1.7	2.1	3.1	0.0	0.0	1.6
YHR202W	0.0	1.2	2.0	0.0	0.0	0.0
YHR206W	0.0	0.0	0.0	-1.3	0.0	0.0
YIL005W	0.0	0.0	2.4	0.0	0.0	0.0
YIL006W	0.0	0.0	3.3	0.0	0.0	0.0
YIL009C-A	0.0	0.0	0.0	3.3	2.9	3.2
YIL010W	0.0	0.0	0.0	-1.1	0.0	0.0
YIL011W	0.0	0.0	0.0	-1.5	-1.4	0.0
YIL023C	0.0	0.0	2.7	0.0	0.0	0.0
YIL028W	0.0	0.0	1.5	0.0	0.0	0.0
YIL032C	0.0	0.0	0.0	0.0	0.0	1.2
YIL035C	2.3	2.3	0.0	0.0	0.0	0.0
YIL043C	0.0	0.0	0.0	-1.0	-1.1	0.0
YIL044C	0.0	0.0	3.9	0.0	0.0	0.0
YIL052C	0.0	0.0	3.1	0.0	0.0	0.0
YIL057C	0.0	0.0	0.0	0.0	-1.1	0.0
YIL058W	0.0	0.0	2.55	0.0	0.0	0.0
YIL067C	0.0	0.0	0.0	0.0	0.0	-1.8
YIL072W	0.0	0.0	2.0	0.0	0.0	0.0
YIL077C	0.0	0.0	0.0	0.0	0.0	-1.2
YIL090W	3.0	3.0	2.9	0.0	0.0	0.0
YIL092W	0.0	0.0	3.0	0.0	0.0	0.0
YIL095W	0.0	0.0	1.6	0.0	0.0	0.0
YIL096C	0.0	0.0	4.9	0.0	0.0	0.0
YIL099W	-1.7	-1.9	0.0	-1.3	-1.4	-1.3
YIL101C	-1.7	-1.6	0.0	-1.1	-1.3	-1.2
YIL102C	0.0	0.0	0.0	1.2	0.0	0.0
YIL105C	0.0	0.0	2.2	0.0	0.0	0.0
YIL107C	0.0	0.0	0.0	0.0	0.0	1.2
YIL112W	0.0	0.0	0.0	0.0	0.0	1.4
YIL113W	1.4	1.5	0.0	0.0	0.0	0.0
YIL114C	0.0	0.0	2.9	-1.0	0.0	-1.0
YIL119C	0.0	0.0	0.0	-1.6	-1.7	-1.5
YIL121W	-1.5	-1.4	0.0	-1.7	-1.7	-1.6
YIL130W	-2.4	-2.5	0.0	-2.0	-2.1	-2.0
YIL134W	0.0	0.0	1.7	0.0	0.0	0.0
YIL139C	3.0	3.2	0.0	0.0	0.0	0.0
YIL140W	0.0	0.0	1.7	0.0	0.0	0.0
YIL152W	0.0	0.0	3.3	1.3	0.0	1.3
YIR004W	0.0	0.0	1.9	0.0	0.0	0.0
YIR017C	0.0	0.0	0.0	2.8	2.5	2.3
YIR020C	1.2	1.4	2.9	1.2	0.0	0.0
YIR025W	0.0	0.0	2.0	0.0	0.0	0.0
YIR030C	0.0	0.0	2.2	0.0	0.0	0.0
YIR032C	0.0	0.0	1.7	0.0	0.0	0.0
YIR037W	0.0	0.0	1.9	0.0	0.0	0.0
YJL007C	0.0	0.0	2.1	0.0	0.0	0.0
YJL020C	1.3	1.1	0.0	1.5	1.4	1.3
YJL043W	0.0	0.0	1.4	0.0	0.0	0.0
YJL048C	1.1	1.3	0.0	1.1	1.2	1.3
YJL052W	0.0	0.0	0.0	0.0	0.0	1.4
YJL082W	0.0	0.0	2.2	0.0	0.0	0.0
YJL084C	0.0	0.0	2.3	0.0	0.0	0.0
YJL089W	0.0	0.0	2.2	0.0	0.0	0.0
YJL098W	0.0	0.0	2.2	0.0	0.0	0.0
YJL103C	0.0	0.0	0.0	1.1	1.1	1.2
YJL108C	2.4	2.5	2.6	0.0	0.0	0.0
YJL120W	0.0	0.0	0.0	0.0	0.0	-2.45
YJL121C	0.0	0.0	1.7	2.7	2.7	-1.9
YJL123C	-1.1	-1.2	0.0	-1.4	0.0	0.0
YJL128C	0.0	0.0	0.0	0.0	0.0	-1.65
YJL130C	0.0	0.0	0.0	0.0	0.0	-1.2
YJL131C	1.9	2.2	0.0	0.0	0.0	0.0
YJL133W	0.0	0.0	0.0	-1.4	-1.4	-1.4
YJL175W	0.0	0.0	0.0	0.0	1.6	1.9
YJL204C	0.0	0.0	0.0	0.0	0.0	-1.6
YJL208C	1.5	1.6	2.4	0.0	0.0	0.0
YJR009C	0.0	0.0	2.0	0.0	0.0	0.0
YJR010C-A	2.6	2.7	0.0	2.0	1.9	0.0
YJR038C	0.0	0.0	0.0	1.2	1.3	1.1
YJR043C	0.0	0.0	0.0	0.0	0.0	-1.9
YJR044C	3.0	3.3	0.0	0.0	0.0	0.0
YJR050W	1.5	1.4	0.0	1.7	1.5	1.8
YJR052W	1.2	1.2	0.0	0.0	0.0	0.0
YJR059W	0.0	0.0	2.3	0.0	0.0	0.0
YJR070C	0.0	1.5	0.0	0.0	0.0	1.7
YJR079W	2.1	2.4	0.0	0.0	0.0	0.0
YJR083C	0.0	1.1	0.0	0.0	0.0	0.0
YJR084W	0.0	0.0	1.7	0.0	0.0	0.0
YJR088C	3.9	4.2	2.1	0.0	0.0	0.0
YJR105W	1.7	1.9	2.0	0.0	0.0	2.2
YJR130C	2.5	2.6	0.0	1.8	0.0	0.0
YJR131W	0.0	0.0	1.6	0.0	0.0	0.0
YJR135C	0.0	1.3	0.0	0.0	0.0	0.0
YJR145C	-3.5	-3.3	0.0	-2.2	-2.5	0.0
YJR149W	0.0	0.0	2.1	0.0	0.0	0.0
YKL008C	0.0	0.0	2.1	0.0	0.0	0.0
YKL016C	0.0	0.0	2.4	0.0	0.0	0.0
YKL017C	0.0	0.0	0.0	0.0	0.0	-1.35
YKL026C	0.0	0.0	2.1	0.0	0.0	0.0
YKL056C	0.0	0.0	0.0	0.0	0.0	-1.6
YKL063C	-1.4	-1.4	0.0	-1.6	-1.6	-1.5
YKL068W	-2.3	-2.1	0.0	-2.3	-2.3	-2.5
YKL075C	-1.1	-1.2	0.0	-1.2	-1.2	-1.85
YKL076C	0.0	0.0	0.0	0.0	0.0	-1.95
YKL077W	0.0	0.0	0.0	0.0	0.0	1.3
YKL084W	0.0	0.0	0.0	-1.1	0.0	0.0
YKL091C	-1.4	-1.3	0.0	-0.9	0.0	0.0
YKL096W-A	2.1	2.1	3.1	2.7	2.6	2.8
YKL097C	-1.1	0.0	0.0	0.0	0.0	0.0
YKL101W	0.0	0.0	0.0	-1.4	-1.2	-1.6
YKL113C	0.0	0.0	0.0	0.0	0.0	-1.95
