ORF	hap a | chronological lifespan | glucose [2%], time [9 d] | SC, Hopkins (-C) | Matecic M~Smith JS, 2010	hap a | chronological lifespan | glucose [2%], time [21 d] | SC, Hopkins (-C) | Matecic M~Smith JS, 2010	hap a | chronological lifespan | glucose [0.5%], time [9 d] | SC, Hopkins (-C) | Matecic M~Smith JS, 2010	hap a | chronological lifespan | glucose [0.5%], time [21 d] | SC, Hopkins (-C) | Matecic M~Smith JS, 2010	hap a | chronological lifespan | glucose [0.5%], time [33 d] | SC, Hopkins (-C) | Matecic M~Smith JS, 2010
YJL206C-A	0.077	-0.006	0.215	-0.237	-2.611
YPR149W	0.223	-0.528	-0.448	-0.061	-2.016
YMR145C	1.413	1.597	0.704	1.668	-1.256
YDL085W	0.406	-0.318	0.011	-0.849	-3.728
YML120C	-1.128	-2.623	-0.174	-3.606	-4.470
YOL104C	0.366	0.092	0.192	-0.394	-3.245
YHR124W	-0.117	-0.402	-0.597	-1.296	-3.596
YLR265C	0.144	-0.543	-0.164	-0.784	-3.506
YHR004C	-0.274	-1.369	0.179	-0.386	-1.926
YPL226W	-1.048	-3.862	-0.280	0.015	-3.507
YOR156C	0.547	1.038	0.478	1.066	-0.348
YKR104W	0.052	-0.620	-0.132	-0.613	-2.639
YKR103W	0.107	0.037	-0.321	-1.070	-2.484
YKL040C	-0.659	-1.711	-0.562	-5.876	-6.133
YMR285C	-0.040	-1.352	0.132	-0.022	-2.060
YBR212W	-0.878	-2.865	-0.707	-2.083	-4.022
YPR052C	0.851	-0.953	0.791	0.974	-1.448
YBR090C-A	-0.158	-0.612	0.227	-0.156	-2.707
YGL221C	0.582	-0.837	0.153	-0.470	-3.370
YNL078W	0.002	0.260	0.409	-0.822	-3.746
YIL164C	0.112	0.030	0.224	-0.058	-3.043
YDR383C	0.362	-0.560	0.162	-0.686	-3.598
YGR010W	0.347	-0.348	0.677	-0.281	-3.100
YHR077C	-4.108	-6.280	-0.724	-3.831	-5.877
YLR363C	0.171	-0.123	0.044	-1.381	-3.553
YGR089W	-0.757	-0.785	0.118	0.131	-1.803
YLR285W	0.399	-0.525	0.110	-0.460	-2.448
YOL041C	-1.082	-0.713	0.431	0.666	-2.458
YNL175C	0.371	-0.175	0.393	0.023	-2.572
YNL183C	0.039	0.648	-0.241	1.013	-1.003
YEL062W	-1.032	-2.994	-0.375	1.498	-2.133
YGL067W	0.438	-0.038	0.439	0.627	-1.476
YBR066C	0.149	-0.484	-0.137	-0.135	-2.978
YJR062C	-0.036	-0.605	-0.021	-0.878	-4.307
YBR188C	0.131	-2.095	0.116	-0.773	-4.812
YOL043C	0.089	-0.018	0.336	0.121	-2.493
YBR001C	0.103	0.087	0.134	-0.071	-2.747
YPR031W	0.673	-0.644	-0.071	-0.845	-3.460
YJL208C	0.056	-1.151	-0.775	-4.125	-5.032
YDR150W	0.155	0.149	0.449	0.127	-2.524
YBL079W	-0.914	-0.735	-0.792	-0.521	-2.275
YLR335W	1.129	1.643	0.620	1.946	-0.481
YDR192C	-0.052	-1.531	0.014	-1.142	-3.794
YGL151W	1.460	1.778	0.117	-0.037	-2.464
YLR093C	2.184	1.220	1.690	2.618	0.224
YKL120W	0.209	0.207	0.075	-0.127	-2.065
YNL099C	0.505	3.244	1.224	1.929	0.081
YPL134C	0.285	-0.642	0.181	-0.245	-2.920
YIL136W	0.493	-1.864	0.029	-0.047	-3.842
YHL020C	-0.242	-0.015	0.154	-0.502	-5.246
YJL212C	-1.156	-1.893	0.096	0.053	-2.588
YBR129C	0.893	0.792	1.025	1.992	0.062
YGR038W	0.109	-0.267	0.761	-0.434	-2.930
YDL019C	-1.647	-3.353	-0.208	-0.495	-2.909
YHR073W	0.213	1.280	0.030	0.954	-1.469
YKR003W	-0.220	-0.864	0.237	-0.153	-3.139
YJR051W	0.777	0.176	0.270	0.097	-2.240
YOR085W	-1.149	-6.561	-0.817	-3.568	-6.301
YHR179W	-2.055	-2.852	-0.825	-2.636	-5.764
YPL171C	0.214	-0.162	-0.038	-0.315	-3.229
YGR078C	-1.439	-2.736	-0.425	-0.472	-3.244
YDR488C	0.100	-1.101	-0.279	-1.026	-3.188
YER007W	0.208	-0.321	0.223	-0.409	-2.850
YDR538W	0.033	-0.372	-0.023	-0.567	-2.714
YMR174C	0.386	0.364	0.036	-0.504	-2.963
YER129W	-1.557	-1.286	-0.731	-5.559	-6.696
YDR251W	-0.125	-4.394	-0.648	-1.952	-4.427
YKL025C	0.384	0.057	0.231	0.612	-1.959
YIL145C	0.740	1.268	0.577	0.176	-1.706
YCR077C	-2.593	-4.390	-1.090	-3.498	-4.312
YEL049W	-2.217	-3.345	-1.329	-3.905	-5.215
YLR461W	0.285	0.502	0.162	-0.552	-2.746
YGR178C	-0.452	1.863	-0.175	-1.465	-3.641
YJL128C	-0.213	-0.742	1.024	3.142	1.211
YBR295W	-3.262	-3.805	0.016	1.732	1.250
YLR151C	0.608	-0.086	0.553	0.200	-2.982
YBR186W	0.170	-0.270	-0.073	-0.136	-2.146
YKR097W	0.528	-2.269	0.499	-0.622	-4.073
YNL289W	0.184	0.439	-0.036	-0.380	-3.119
YER059W	0.220	-0.819	0.280	1.100	-2.916
YIL050W	0.387	-0.119	-0.330	-3.519	-6.697
YPL219W	0.398	-2.148	-0.021	-0.546	-4.372
YGR202C	0.480	0.243	0.196	0.182	-2.041
YER178W	-1.052	-1.270	-0.665	-2.307	-3.190
YLR044C	-0.215	-1.635	0.788	-1.161	-5.917
YGR087C	0.959	0.592	0.779	0.628	-1.670
YGL248W	0.480	-0.929	0.307	-0.354	-2.543
YOR360C	-1.970	-5.833	0.007	1.007	-1.815
YOR328W	0.266	0.009	0.038	-0.353	-2.854
YIL013C	-0.289	-1.391	0.288	1.158	-1.925
YPL058C	0.080	-0.236	0.235	-0.395	-2.712
YNR070W	0.019	-0.532	-0.286	-3.246	-6.107
YBL005W	0.808	0.381	0.214	1.266	-1.219
YOR153W	0.359	-0.111	0.095	-0.123	-2.832
YGR193C	-0.116	-0.920	-0.209	-2.131	-5.336
YER149C	0.123	-1.077	0.139	-0.448	-3.447
YPL154C	-1.213	-0.543	-0.455	-2.262	-3.838
YFR023W	0.147	-0.253	0.451	0.133	-3.795
YKR046C	0.021	0.172	-0.252	-0.961	-4.063
YBL080C	-5.612	-4.932	-4.190	-4.144	-4.958
YER058W	-4.479	-4.281	-3.781	-4.017	-4.709
YOR017W	-1.485	-4.338	-0.210	-1.914	-5.477
YJL023C	-2.568	-3.446	-3.209	-2.323	-3.653
YLR067C	-3.582	-3.845	-3.698	-2.876	-4.262
YGR222W	-2.796	-2.724	-1.966	-2.154	-3.060
YDR265W	1.184	-0.088	0.767	-0.317	-3.684
YOL147C	0.394	-0.940	-0.288	-0.839	-3.511
YLR191W	0.640	0.188	0.308	-1.138	-4.609
YGL153W	0.174	-0.525	-0.313	-2.123	-5.247
YOL044W	0.655	-0.617	0.545	-1.174	-3.711
YNL214W	0.878	0.552	0.114	-0.788	-4.526
YJL210W	-0.029	-0.859	-0.178	-1.415	-5.310
YGR239C	0.605	1.024	0.274	0.816	-1.373
YPL112C	0.327	-0.345	0.075	-0.552	-3.399
YDR329C	0.159	-3.279	0.723	-0.510	-5.254
YDR244W	0.596	-0.559	-0.067	-0.593	-3.600
YDR142C	0.541	0.409	0.386	0.033	-2.691
YGR077C	0.223	-0.490	0.354	-0.173	-2.598
YIL107C	-0.559	-0.575	0.607	0.702	-3.766
YKL127W	1.025	0.096	0.725	-0.216	-2.691
YMR105C	0.217	-0.740	0.124	-0.021	-2.599
YJR153W	0.132	-0.501	-0.090	-0.631	-2.566
YNL316C	-0.032	-0.165	-0.145	-1.102	-3.119
YOL084W	0.642	-0.057	0.397	-0.023	-2.255
YDL236W	0.127	-0.724	0.303	-0.423	-3.430
YNL097C	-3.866	-5.238	1.010	3.399	2.703
YBR092C	0.210	0.585	0.534	0.670	-1.615
YOL002C	-0.444	-1.572	-0.107	-1.331	-3.928
YDR481C	0.578	-0.142	0.301	-0.519	-2.300
YOL001W	-2.021	-2.354	0.030	-2.108	-4.628
YML123C	-0.112	1.528	-0.441	-0.550	-2.025
YCR037C	0.088	-0.528	1.017	3.104	0.104
YJL198W	0.529	0.105	0.493	-0.211	-2.448
YNR013C	0.640	1.332	0.363	-0.046	-2.585
YLR273C	0.142	-0.850	-0.132	-0.302	-2.639
YIL045W	0.280	0.212	0.021	-0.535	-2.181
YPR154W	0.772	-0.902	0.692	0.095	-2.837
YBL051C	0.402	0.331	0.152	0.610	-0.962
YKL164C	0.007	-0.906	-0.061	-0.785	-2.889
YKL163W	0.642	-0.537	0.213	0.396	-1.744
YOL011W	-0.018	-0.790	-0.348	-1.073	-3.607
YDR501W	-0.025	-0.526	0.038	-0.570	-2.980
YPR179C	1.221	0.515	-0.290	-2.011	-4.654
YPL036W	0.330	-0.018	-0.021	-0.092	-2.604
YER132C	1.117	2.250	0.012	-0.974	-3.358
YDR276C	-0.700	-1.112	-0.261	-0.080	-4.698
YOR321W	0.658	-0.075	0.432	-0.103	-2.751
YDL093W	0.322	-0.267	0.356	-0.275	-3.082
YGR199W	0.431	0.290	0.081	0.245	-2.020
YGL037C	-0.454	-3.730	0.027	-2.209	-4.065
YPL096W	0.123	0.218	0.170	-0.230	-2.881
YLR209C	0.442	-0.163	-0.077	-0.153	-2.600
YOR266W	-1.919	-3.502	0.075	-0.600	-4.131
YIL122W	-0.009	-4.899	-0.744	-4.054	-5.011
YMR129W	0.642	0.523	-0.407	-2.611	-5.157
YIL114C	0.113	0.588	0.201	0.040	-2.268
YIL160C	-0.881	-2.287	0.394	-0.343	-3.454
YMR267W	-4.649	-5.583	-3.812	-3.367	-4.087
YHR075C	0.653	0.280	-0.445	-2.470	-5.443
YDL134C	1.325	2.264	0.380	-0.847	-4.556
YDR435C	0.385	-1.339	-0.544	-4.155	-6.473
YPL179W	-2.229	-4.017	-1.238	-3.176	-5.639
YBR276C	0.014	-4.328	0.601	1.832	0.437
YGR123C	0.718	0.049	0.591	1.969	0.308
YDR436W	-0.401	-5.263	-0.344	-2.489	-5.857
YCL057W	0.301	-0.174	-0.072	-0.466	-2.624
YIL095W	0.195	-1.792	-0.146	-1.317	-4.675
YNL279W	-0.236	-0.475	-0.246	-0.296	-2.859
YJL108C	0.309	-0.244	0.154	-0.211	-2.723
YPL192C	0.561	-0.079	0.312	0.155	-2.251
YPL156C	-0.528	0.605	-2.098	-2.724	-5.224
YIL117C	0.506	-1.862	-0.239	0.012	-3.729
YML047C	-0.035	-0.559	0.105	-0.175	-2.240
YDL039C	0.431	0.103	0.113	-0.375	-3.291
YGL053W	0.246	-0.374	0.172	-0.133	-3.018
YBL068W	0.823	0.851	0.403	1.480	-0.749
YOL061W	0.511	-0.197	0.585	2.592	-0.044
YBL064C	0.899	0.310	0.397	0.389	-3.486
YJL079C	-3.068	-3.332	-1.500	-4.097	-5.941
YGR170W	-0.210	-2.670	0.066	-2.970	-5.336
YOL054W	-0.044	-0.350	-0.399	-0.784	-3.210
YOL045W	-0.087	0.091	-0.137	-0.136	-2.452
YMR137C	0.215	-0.927	-0.029	-0.318	-2.921
YDR505C	1.265	0.564	1.131	2.507	-2.234
YDR055W	0.102	-0.664	0.144	-0.131	-2.994
YKL076C	0.803	0.025	0.480	-0.312	-3.520
YNL201C	-1.759	-2.030	-1.199	-3.288	-5.164
YLR376C	0.689	0.517	0.459	0.510	-1.389
YDL006W	-1.677	-2.857	-2.017	-1.880	-4.130
YER089C	-0.956	-3.964	-0.181	0.246	-1.364
YBL056W	-0.001	-3.133	-0.117	-0.963	-6.706
YBR125C	-0.301	0.712	-0.328	-1.930	-4.364
YOR090C	0.826	0.673	0.437	0.952	-2.070
YHR076W	1.002	-0.132	0.880	0.424	-1.514
YBL057C	0.853	0.899	0.358	1.382	-0.848
YKL199C	0.371	-0.230	0.009	-0.577	-2.823
YKL198C	-0.079	0.241	-0.206	-0.663	-2.628
YKL039W	-0.124	-4.049	0.365	0.810	-1.360
YDL230W	-0.045	-1.889	-0.304	-2.111	-5.951
YOR208W	-0.177	-1.860	0.003	-1.940	-3.507
YER075C	0.479	1.257	0.415	0.364	-2.110
YKR093W	0.077	0.231	-0.089	-0.297	-3.434
YPR042C	0.461	-1.024	0.298	0.134	-1.387
YLL013C	1.598	1.471	1.377	4.751	5.742
YDR496C	-0.333	-2.160	0.125	-1.916	-3.837
YPL212C	0.324	-0.838	-0.419	-2.176	-4.548
YGL063W	0.495	0.143	0.473	0.217	-1.414
YNL292W	0.404	-1.621	0.875	-0.457	-5.757
YLR165C	0.320	0.203	0.255	0.158	-2.366
YGR169C	0.179	-0.189	0.408	0.068	-3.044
YLR142W	-0.048	-0.971	0.044	-1.170	-4.140
YHR037W	0.644	-1.900	1.222	0.543	-2.370
YOR348C	0.206	-0.075	0.058	-0.527	-2.851
YPL147W	0.225	-1.000	-0.122	-0.686	-2.985
YKR090W	0.216	-0.118	0.118	0.062	-2.127
YGL062W	0.167	-0.651	0.230	-0.232	-2.809
YBR218C	0.601	0.798	0.521	0.935	-1.112
YOR347C	0.100	-0.047	-0.112	-0.906	-3.658
YHR001W-A	-0.647	-2.674	0.626	1.219	-1.081
YGR183C	-3.448	-3.646	-3.774	-2.719	-4.250
YIL120W	0.333	-0.240	0.048	-0.077	-2.200
YLR204W	-3.646	-3.785	-2.928	-2.529	-3.159
YPL246C	0.553	-0.254	0.192	-0.284	-2.576
YPL022W	-3.874	-3.583	0.364	0.250	-1.719
YML095C	-2.923	-5.767	0.199	-0.341	-3.400
YBR114W	0.470	0.293	0.412	1.958	3.223
YOR368W	0.330	-0.560	0.226	0.381	-1.326
YCR066W	-0.029	0.248	0.468	0.430	-1.001
YGR258C	-2.896	-4.284	-0.541	-0.357	-2.687
YER173W	-0.097	-0.904	0.186	-0.814	-3.566
YKL113C	-0.378	-1.041	-0.236	-0.886	-3.639
YDR030C	0.509	-0.737	0.464	-0.035	-2.528
YER162C	-5.986	-4.843	-0.236	-0.265	-3.602
YLR032W	0.963	-0.162	0.669	1.136	-1.496
YNL250W	-0.015	-1.849	0.095	-0.897	-1.763
YDR076W	0.229	0.633	0.493	1.194	-0.658
YDR004W	-0.197	-0.053	0.215	0.745	-1.400
YDL059C	0.449	0.660	0.627	0.796	-1.476
YDR014W	0.189	-0.040	0.089	-0.516	-2.867
YDL090C	-2.228	-3.008	-1.263	0.540	-2.411
YOR101W	-0.115	-0.648	0.025	-0.457	-3.134
YNL098C	-0.816	1.454	-0.465	0.441	-3.460
YJR033C	-1.924	-1.811	-0.071	-0.813	-4.068
YDR202C	-0.208	-1.493	0.437	0.859	-2.983
YOR301W	1.086	0.165	0.844	1.114	-1.529
YCR036W	-1.455	-2.816	0.525	0.438	-3.752
YOR265W	0.009	-5.393	0.341	-0.636	-4.184
YMR274C	-0.037	-1.286	0.118	-0.133	-1.516
YJL204C	-2.129	-2.951	-2.404	-2.818	-3.714
YBR073W	0.706	0.095	0.692	0.352	-1.797
YOR380W	0.340	-1.055	0.093	-0.401	-2.649
YCR106W	-0.251	0.003	-0.111	-0.216	-3.304
YPL133C	0.101	-0.435	-0.212	0.271	-1.657
YHR157W	0.638	0.168	0.368	-0.097	-2.551
YLR263W	0.387	-0.131	0.281	-0.059	-2.179
YBR050C	0.338	0.108	-0.041	-0.074	-2.502
YCL001W	0.002	-0.024	-0.191	1.213	-0.749
YOR346W	0.268	-0.368	0.133	-0.716	-2.843
YLR107W	0.226	-0.425	0.210	0.070	-2.491
YOL080C	0.486	-1.105	0.396	0.352	-1.839
YOR279C	-1.055	-2.719	-0.152	-2.308	-4.613
YLR176C	0.750	0.362	0.350	1.198	-0.832
YDR379W	-0.590	-2.337	0.098	0.173	-1.397
YBR260C	-0.717	-3.726	-0.222	-0.293	-3.477
YMR182C	0.765	1.143	0.453	0.437	-2.085
YOR107W	0.184	-0.863	0.591	0.600	-1.976
YKL038W	-2.511	-3.646	-0.467	-0.732	-3.899
YBL082C	-1.383	-4.779	-0.573	-1.540	-3.361
YNL090W	0.408	-1.002	0.444	1.579	0.328
YKR055W	-1.619	-5.080	-0.293	-0.842	-3.924
YIL053W	-0.044	-0.642	-0.123	-0.099	-2.728
YBR275C	-0.159	-1.245	0.178	-0.594	-3.001
YLR453C	0.098	-0.020	-0.190	-0.480	-2.985
YHL027W	-1.252	-4.727	-2.037	-4.356	-6.086
YMR139W	-3.607	-5.979	-0.279	-4.681	-6.299
YFL033C	-4.429	-6.686	-0.246	-0.078	-4.833
YOR275C	-1.601	-5.120	-2.293	-5.396	-5.910
YHL024W	0.062	-0.331	0.053	-0.682	-2.317
YGL045W	-1.261	-4.670	-2.188	-4.695	-5.461
YOR191W	-0.075	-0.840	-0.809	-0.824	-1.925
YMR283C	0.198	-0.263	-0.066	0.139	-2.023
YHL023C	-1.551	-2.718	-0.978	1.036	-1.799
YHR067W	-3.880	-2.928	-1.899	-3.478	-4.339
YER083C	-3.818	-3.769	-2.455	-1.830	-2.346
YGR044C	0.412	0.271	0.629	0.689	-2.163
YDR257C	-0.694	-2.734	-0.502	-1.447	-4.703
YMR234W	0.388	0.162	0.199	-0.144	-1.550
YNL072W	0.904	1.255	0.684	0.226	-1.600
YGR276C	-0.190	-1.372	-0.055	-1.463	-3.064
YLL046C	-0.360	-0.684	-0.493	-1.029	-3.475
YCL028W	0.367	0.195	0.429	-0.086	-2.424
YIL066C	-1.248	-3.821	-0.747	-1.769	-4.587
YPL123C	0.852	1.220	0.771	0.555	-2.029
YOR018W	0.339	-0.131	0.160	-0.152	-2.412
YGL144C	0.438	-0.936	0.569	-0.136	-2.621
YLR371W	-1.167	-3.265	0.113	-0.803	-2.340
YBR229C	0.700	1.087	0.602	2.291	-0.719
YDR156W	-0.134	-5.668	0.117	-1.048	-2.712
YJL148W	-0.915	-3.322	0.263	0.585	-2.189
YIL119C	-0.179	-3.057	0.514	0.443	-2.189
YDR418W	0.556	-2.811	1.631	0.913	-3.849
YDL082W	0.143	-0.230	0.294	0.380	-2.606
YNL069C	-0.115	-2.411	0.602	0.765	-2.135
YJL177W	-0.237	-0.951	0.398	-0.387	-2.476
YNL301C	0.039	-0.652	-0.278	-0.507	-2.970
YBR084C-A	-0.376	-0.628	-0.047	0.229	-1.280
YPL220W	0.493	-0.440	0.240	-0.322	-3.366
YFL035C-B	0.367	0.574	0.113	-0.379	-2.375
YGR148C	0.751	0.600	0.853	0.530	-1.316
YLR344W	1.244	-0.353	-0.390	0.158	-0.385
YDR471W	0.213	-0.178	0.247	0.207	-2.249
YFR032C-A	0.072	0.109	-0.002	-0.730	-2.844
YFR031C-A	0.413	-0.304	0.296	1.496	-0.895
YLR406C	0.462	0.768	0.423	1.340	-0.282
YER056C-A	0.370	-2.596	0.505	0.020	-2.126
YIL052C	1.174	-0.319	0.144	0.634	-5.779
YMR194W	0.297	-0.237	0.480	1.060	-1.223
YDL133C-A	-0.164	-0.642	0.460	0.417	-2.820
YJR094W-A	0.618	0.642	0.945	0.822	-0.539
YBR031W	-0.140	-0.164	0.275	0.072	-2.821
YLR448W	0.281	-0.909	0.383	1.029	-1.223
YNL067W	0.673	2.350	0.946	0.114	-4.314
YLR421C	1.286	2.527	0.194	0.540	-2.463
YGL004C	1.013	0.331	0.818	0.268	-2.254
YDL020C	-0.824	0.290	-0.394	-1.238	-4.220
YOL039W	-4.030	-6.548	-1.225	-5.209	-6.351
YMR230W	-0.171	-0.215	0.727	1.259	-1.018
YOR369C	-1.668	-6.202	-0.285	-0.862	-2.312
YCR031C	-0.582	-0.993	0.735	0.535	-0.598
YNL302C	0.185	-1.383	0.408	0.899	-1.570
YJL136C	-2.281	-2.835	-0.124	0.047	-4.115
YLR367W	0.674	0.523	0.505	0.874	-1.658
YER074W	0.553	-4.202	0.614	1.009	-2.082
YIL069C	-1.478	-4.207	0.358	1.006	-4.140
YER131W	-0.477	-0.736	0.300	-0.175	-2.548
YKL156W	-0.106	-0.574	0.402	0.290	-1.909
YHR021C	-2.383	-2.800	1.550	2.850	1.170
YOR167C	-0.061	0.167	0.441	1.048	-0.862
YLR287C-A	-1.265	-1.088	0.799	0.931	-0.547
YOR182C	0.530	-0.553	1.578	3.682	-0.176
YHR203C	0.447	-0.339	0.861	1.413	-1.166
YBR181C	-0.357	-1.902	0.525	0.703	-1.539
YPL152W	0.413	-1.995	0.367	-0.371	-3.181
YOL117W	-0.294	-2.184	0.032	-1.470	-4.952
YOR001W	-1.668	-1.508	0.117	0.184	-1.254
YDR083W	-0.969	-0.922	0.455	0.840	-1.007
YLR221C	0.596	-0.048	0.868	1.718	-0.338
YGR056W	-1.023	-4.375	-2.060	-3.354	-2.909
YER050C	-3.647	-3.809	-3.063	-3.039	-3.808
YKL155C	-2.680	-3.270	-3.614	-2.322	-3.784
YIL093C	-0.518	-3.699	-0.339	-0.653	-2.051
YGR152C	0.179	-0.142	0.117	0.194	-1.930
YGR213C	0.045	-0.442	0.045	-0.759	-2.647
YOL067C	0.674	1.736	-0.680	-5.469	-5.937
YGL252C	0.336	2.503	-0.679	-4.502	-5.086
YDR233C	0.402	0.798	0.570	-1.139	-3.534
YDL204W	0.569	0.307	0.307	0.024	-2.146
YGR161C	0.366	-0.170	0.205	-0.122	-2.309
YJL047C	-0.215	-0.190	0.465	0.694	-1.625
YNL206C	-0.737	-3.101	-0.252	-1.676	-5.316
YHR154W	0.821	0.946	0.946	2.702	0.391
YLL002W	0.676	-0.132	0.033	-0.929	-1.500
YOR216C	-1.331	-2.736	-0.588	-2.988	-4.766
YPL181W	0.485	-2.607	0.513	1.632	-0.022
YBR095C	-3.543	-3.274	1.183	3.029	2.071
YDL076C	-2.028	-4.824	-0.202	0.637	-0.722
YDR389W	-2.398	-3.220	0.640	1.325	-3.140
YHR079C-B	0.935	0.297	0.442	0.447	-1.711
YJR004C	-4.593	-5.503	-5.479	-4.886	-5.854
YLR180W	0.440	-0.230	0.067	-0.177	-3.334
YDR502C	0.434	1.420	0.412	0.752	-2.419
YPL274W	0.161	-0.061	0.124	0.524	-0.934
YBL052C	1.343	0.979	0.829	0.835	-1.692
YDR181C	0.178	0.545	0.470	-0.009	-1.661
YOR213C	-0.169	-1.055	0.448	-0.050	-2.247
YCR008W	0.900	0.312	-0.016	-0.270	-3.699
YDR351W	0.368	-1.467	0.075	-2.004	-5.118
YHR103W	0.349	-0.779	0.061	-0.642	-3.194
YER087C-A	0.272	0.051	0.161	-0.255	-1.802
YER019C-A	-1.048	-2.229	-0.298	-1.949	-4.174
YHL034C	0.110	-0.555	0.687	-1.696	-4.315
YMR214W	-0.131	3.328	0.402	2.569	0.402
YJL080C	-5.397	-5.688	-3.678	-5.190	-6.282
YER120W	0.459	1.044	0.280	1.414	-0.874
YGL126W	-0.070	-0.820	-0.211	-0.252	-2.842
YBL011W	0.645	0.357	0.491	1.285	-0.850
YMR305C	0.729	1.016	-0.275	-0.613	-4.538
YGL028C	0.558	0.774	0.277	-0.078	-2.390
YDR469W	-0.292	-3.997	-0.040	1.370	1.510
YLL016W	0.531	-0.008	0.271	0.244	-2.153
YLL017W	0.588	0.238	0.214	-0.171	-2.383
YIL168W	0.284	-0.317	-0.049	-0.354	-2.587
YIL113W	0.369	0.486	0.119	0.025	-2.444
YGL056C	0.072	0.604	0.250	0.434	-2.543
YBR214W	0.501	1.226	0.598	2.200	-0.782
YBR171W	-3.701	-6.249	0.270	-1.273	-4.363
YCR067C	-0.092	-1.429	-0.633	-2.641	-5.169
YER081W	0.447	0.554	0.218	0.105	-2.112
YIL074C	0.225	0.565	0.485	-0.215	-2.911
YJL105W	0.918	0.165	0.035	0.401	-1.850
YHR207C	0.562	-0.988	0.427	0.494	-2.803
YPL165C	-0.803	-2.392	-0.070	-2.151	-3.825
YOR165W	0.807	0.278	0.615	0.077	-2.054
YNL049C	0.342	0.531	-0.351	-1.204	-4.084
YJL145W	0.261	-0.111	0.206	0.759	-1.889
YOR140W	0.019	0.240	0.458	2.413	0.995
YBL102W	0.256	-0.136	0.491	-1.365	-4.788
YPR198W	-0.449	-0.687	-0.145	-0.227	-3.536
YCL010C	-5.108	-5.941	-0.620	-5.055	-5.907
YJR134C	-0.099	-1.962	-0.087	-0.288	-3.797
YIR001C	-2.089	-4.054	-0.234	-3.059	-5.218
YER096W	0.329	-0.159	-0.025	-0.544	-3.172
YBL031W	0.715	0.532	0.017	0.881	-1.456
YGL228W	1.538	-0.189	0.819	-0.233	-2.912
YKL130C	0.668	-0.114	-0.057	-1.280	-4.272
YBR130C	0.734	1.383	0.680	0.712	-1.666
YDR393W	-1.147	-2.033	-0.270	-1.121	-5.010
YBR258C	0.980	0.342	0.932	1.781	0.147
YBR263W	0.361	0.484	0.356	1.233	-0.480
YLR058C	0.196	1.348	0.426	0.477	-0.350
YER118C	0.240	-0.276	0.352	-0.347	-2.444
YHL006C	0.036	-0.029	-0.116	-1.361	-4.006
YGR112W	-4.578	-4.588	-4.608	-3.401	-5.193
YOR137C	0.590	-5.740	1.004	-0.641	-1.767
YLR079W	-0.345	-0.633	-0.244	-3.218	-4.832
YBR103W	0.909	-2.957	2.638	7.554	7.448
YOL004W	-2.533	-3.858	-1.334	-2.697	-3.860
YMR175W	-0.419	-0.156	0.441	0.185	-3.078
YNL257C	0.195	-0.837	0.020	-0.632	-3.307
YJL089W	-0.089	-1.022	-0.039	-1.145	-3.486
YMR140W	-1.222	2.294	-0.763	0.344	-3.672
YKR101W	-0.330	0.789	0.126	1.744	0.939
YDL042C	-0.927	0.723	0.176	1.687	0.373
YLR442C	-0.792	1.622	-0.039	2.716	1.859
YEL065W	0.510	0.245	0.249	0.494	-1.667
YDR409W	1.590	0.479	1.440	1.406	-0.425
YPR189W	0.260	1.210	0.832	1.133	-1.708
YOR076C	0.805	1.338	0.626	0.823	-2.090
YOL113W	0.661	0.419	0.740	0.712	-2.804
YGR143W	-0.217	0.205	0.648	3.250	2.666
YHR206W	-0.391	-3.507	0.376	1.180	-0.812
YNL167C	0.208	-2.843	-0.405	-1.635	-5.760
YPL026C	1.120	0.990	0.497	0.870	-1.687
YBL061C	0.303	-0.824	0.163	1.518	-1.010
YMR216C	-1.572	-2.555	-0.716	-0.643	-2.573
YDL052C	0.969	0.755	1.207	2.478	-1.224
YDR515W	0.484	-1.097	0.328	-0.093	-2.794
YGR271W	0.338	-0.608	-0.233	-0.198	-1.957
YOR195W	0.525	-0.777	0.257	-0.167	-3.225
YBR228W	0.083	0.028	0.203	-0.175	-2.835
YLR135W	0.632	-0.044	0.335	-0.242	-3.580
YER116C	0.186	-1.549	-0.058	-0.265	-4.961
YOR307C	0.244	-0.481	0.022	-0.121	-2.286
YNL196C	0.563	0.243	0.043	-0.432	-2.891
YPL027W	0.553	-0.195	0.393	-0.218	-2.354
YML066C	0.319	0.299	0.509	0.779	-1.062
YOL122C	-0.725	-1.670	-0.032	-3.161	-5.294
YLR034C	0.503	0.685	0.189	0.433	-2.086
YNR015W	-1.175	-4.194	0.636	0.744	-2.723
YDR525W-A	-0.320	-1.500	-1.239	-6.095	-6.001
YJL151C	0.457	-0.360	0.275	-0.218	-2.605
YOR327C	-0.566	-1.548	0.074	0.342	-1.344
YDR477W	-4.270	-3.915	-3.066	-3.528	-4.815
YIL016W	-0.289	-0.703	-0.040	-0.930	-3.823
YMR095C	0.187	-0.825	0.199	-0.009	-2.552
YMR322C	0.006	-0.398	0.045	-0.295	-2.756
YDR011W	-0.186	-2.161	-0.031	-0.570	-2.746
YCR033W	0.281	-3.943	5.604	7.399	6.611
YGL131C	0.155	0.052	0.412	-0.307	-3.382
YOR308C	0.575	0.209	0.475	0.758	-0.541
YJL036W	1.215	2.616	0.919	0.606	-4.198
YDR425W	1.312	4.062	0.596	2.225	0.440
YNL333W	0.664	1.101	0.328	0.071	-2.036
