ORF	hap a | chronological lifespan | glucose [2%], time [9 d] | SC, Hopkins (-C) | Matecic M~Smith JS, 2010	hap a | chronological lifespan | glucose [2%], time [21 d] | SC, Hopkins (-C) | Matecic M~Smith JS, 2010	hap a | chronological lifespan | glucose [0.5%], time [9 d] | SC, Hopkins (-C) | Matecic M~Smith JS, 2010	hap a | chronological lifespan | glucose [0.5%], time [21 d] | SC, Hopkins (-C) | Matecic M~Smith JS, 2010	hap a | chronological lifespan | glucose [0.5%], time [33 d] | SC, Hopkins (-C) | Matecic M~Smith JS, 2010
YER034W	0.625	0.140	0.285	0.548	-1.817
YER039C-A	0.529	0.134	0.327	0.570	-1.727
YER053C	0.589	0.435	0.367	0.536	-2.104
YER064C	-0.308	-0.393	-0.554	-0.650	-3.612
YER066C-A	0.418	-0.172	0.539	0.106	-2.452
YER067W	0.411	-0.527	0.074	0.074	-2.086
YER071C	0.296	0.457	0.226	-0.524	-3.283
YER078C	-0.247	-0.073	0.574	1.524	-2.360
YER079W	0.570	1.148	0.324	0.402	-3.663
YER080W	0.586	-0.108	0.196	0.525	-1.039
YER084W	0.665	1.225	0.007	-1.129	-3.123
YER085C	0.353	-0.741	0.022	-0.123	-2.138
YER091C-A	0.553	-0.304	0.489	0.541	-0.707
YER093C-A	-2.210	-3.184	-1.082	-3.793	-4.713
YER113C	0.618	1.185	0.436	0.953	-1.357
YER119C-A	0.684	1.221	0.542	2.060	-0.729
YER128W	0.161	1.191	-0.001	-0.398	-3.094
YER134C	0.305	-0.424	0.023	-0.419	-2.985
YER135C	0.122	-0.302	0.036	-0.409	-2.868
YER137C	0.041	-0.504	0.154	-0.492	-2.938
YER139C	0.028	-0.648	-0.204	-0.801	-2.896
YER140W	0.242	-0.597	0.019	-0.445	-3.221
YER152C	0.349	-0.150	0.135	-0.287	-2.625
YER156C	0.162	-0.647	-0.200	-0.572	-3.737
YER158C	0.195	-1.524	0.074	-0.534	-2.904
YER163C	0.483	0.138	0.477	-0.177	-2.706
YER181C	0.114	-0.317	0.103	-0.547	-3.159
YER182W	-0.148	-1.187	-0.254	-1.381	-3.983
YER184C	0.106	-0.465	0.050	-0.451	-2.890
YER185W	-0.421	-1.058	-0.147	-3.369	-5.460
YER186C	0.104	-0.104	0.048	-0.645	-2.625
YER187W	-0.047	-0.558	0.006	-0.587	-3.525
YER188W	0.212	0.683	0.240	0.168	-2.251
YFL015C	-0.581	-0.920	0.387	-0.379	-3.250
YFL019C	0.294	0.331	0.153	0.337	-2.508
YFL030W	0.453	-0.319	0.170	-0.506	-5.177
YFL034W	0.100	-1.676	0.297	0.531	-0.802
YFL040W	0.051	-0.399	-0.031	-0.773	-3.278
YFL043C	-0.039	-0.731	0.050	-0.100	-3.418
YFL044C	0.390	0.547	0.170	0.460	-3.149
YFL049W	-1.314	-3.582	0.555	0.504	-4.184
YFL051C	0.231	-0.007	0.092	-0.461	-2.365
YFL052W	-0.335	0.487	-0.458	-0.524	-1.801
YFR006W	0.417	-0.977	0.601	-0.746	-3.565
YFR007W	-0.520	0.218	0.174	-0.072	-3.042
YFR008W	1.315	1.213	0.116	2.287	1.135
YFR011C	-0.128	-1.598	-0.335	-1.284	-2.429
YFR012W	0.455	0.085	0.392	0.208	-2.118
YFR016C	0.156	-0.698	0.193	-0.360	-2.729
YFR017C	-0.045	-1.446	0.257	-0.182	-3.183
YFR020W	-0.117	0.125	0.081	-0.507	-2.847
YFR022W	0.551	0.394	0.226	-0.048	-2.282
YFR026C	0.323	-0.239	0.181	0.026	-2.409
YFR032C	-0.123	-0.200	-0.023	-0.266	-2.214
YFR035C	0.136	0.160	0.279	0.328	-1.458
YFR038W	0.256	-0.464	0.395	0.130	-2.318
YFR044C	0.343	-2.538	0.347	-0.223	-3.297
YFR045W	-0.152	-0.537	0.396	-0.225	-3.139
YFR046C	0.490	0.604	0.237	1.313	-0.848
YFR056C	0.393	0.207	0.342	0.093	-2.104
YGL034C	0.226	-1.475	0.276	0.036	-2.675
YGL039W	0.301	-0.038	0.117	-0.372	-2.899
YGL050W	0.694	0.475	0.173	-0.562	-2.889
YGL051W	0.603	0.382	0.786	0.138	-2.809
YGL057C	-0.798	-1.569	-0.689	-2.582	-3.538
YGL079W	1.115	1.536	-0.242	-1.674	-3.238
YGL082W	0.446	-0.182	0.118	-0.538	-3.491
YGL085W	0.637	0.332	0.767	0.091	-2.095
YGL114W	-0.016	-0.484	0.207	-0.095	-2.395
YGL139W	0.861	3.491	0.323	0.939	-1.147
YGL140C	0.462	-0.225	0.475	0.006	-2.929
YGL146C	0.501	0.588	0.563	0.288	-1.672
YGL149W	-0.167	0.352	0.506	1.486	0.532
YGL152C	0.634	-0.887	0.427	-1.641	-3.563
YGL157W	0.320	0.151	0.246	0.119	-2.310
YGL159W	0.126	-0.167	0.219	0.038	-2.636
YGL160W	-0.315	-1.088	0.014	-1.616	-4.914
YGL164C	0.233	-0.749	0.044	-0.556	-3.617
YGL165C	0.377	-0.234	0.329	0.061	-2.385
YGL177W	-0.382	-2.044	0.053	-0.149	-3.051
YGL199C	0.580	-2.723	0.281	0.079	-2.513
YGL211W	-0.017	-2.901	-1.599	-1.333	-3.788
YGL214W	0.581	0.615	1.112	1.741	-0.743
YGL217C	0.854	0.133	0.536	0.630	-1.233
YGL232W	-4.485	-5.554	-0.848	-2.581	-4.663
YGL235W	-5.967	-6.683	-4.605	-6.002	-6.405
YGL242C	0.829	0.712	0.668	0.414	-2.173
YGL260W	1.054	0.257	0.682	0.258	-2.068
YGL261C	0.467	-1.201	0.340	0.641	-1.461
YGL262W	0.692	0.289	0.568	0.602	-1.921
YNL160W	-2.165	-2.970	-2.332	-1.783	-4.050
YGR003W	0.505	1.418	0.312	0.347	-3.438
YGR004W	-0.050	-0.728	0.049	-0.533	-2.651
YGR011W	0.526	-0.115	0.173	0.517	-1.189
YGR016W	0.749	0.212	0.300	0.716	-1.564
YGR017W	1.432	0.894	0.503	-0.064	-2.145
YGR018C	1.250	1.716	0.632	0.819	-2.168
YGR021W	0.536	0.535	0.828	1.169	-1.071
YGR022C	-0.438	-5.558	0.072	-0.078	-1.879
YGR025W	0.411	0.025	-0.084	0.079	-2.284
YGR031W	0.752	0.167	0.164	-0.271	-3.067
YGR033C	0.888	0.409	0.298	-0.176	-2.616
YGR035C	0.474	-0.238	0.193	-0.299	-2.442
YGR042W	0.644	0.311	0.463	0.136	-2.842
YGR045C	0.510	-0.273	0.308	-0.664	-3.328
YGR050C	-0.011	-0.546	0.191	-0.308	-2.443
YGR051C	0.443	-1.282	0.420	-0.024	-2.215
YGR058W	-1.681	-2.822	0.224	1.369	-1.828
YGR066C	0.415	-0.176	0.321	0.191	-2.126
YGR067C	0.388	2.488	0.526	1.718	-1.445
YGR069W	0.658	1.061	0.502	0.111	-2.480
YGR071C	-0.880	-3.456	0.576	0.995	-2.430
YGR081C	-0.386	-1.510	0.318	0.501	-1.162
YGR106C	0.722	1.283	0.701	0.177	-1.891
YGR107W	0.456	1.916	0.262	0.658	-1.961
YGR111W	0.954	0.259	1.140	0.747	-1.865
YGR122C-A	-0.023	-1.776	0.408	0.882	-1.078
YGR122W	-0.962	-5.258	-1.554	-4.155	-5.477
YGR125W	0.856	0.107	0.303	-0.274	-2.726
YGR126W	0.217	-0.495	0.291	-0.282	-2.418
YGR127W	0.067	-0.038	-0.240	0.014	-1.916
YGR131W	0.248	0.320	0.371	0.596	-1.605
YGR137W	0.212	-0.211	0.198	-0.047	-2.335
YGR139W	-0.178	-0.395	0.093	-0.207	-2.126
YGR146C	0.015	-1.467	0.254	0.452	-2.324
YGR149W	0.558	-0.699	0.529	0.469	-1.818
YGR151C	0.579	0.067	0.493	0.673	-1.535
YGR164W	1.190	0.714	1.048	0.924	-1.895
YGR168C	-1.675	-4.402	0.120	-0.361	-2.681
YGR176W	0.318	-0.394	0.565	0.899	-1.168
YGR182C	-0.522	-1.357	-0.166	-0.876	-3.282
YGR201C	0.710	0.240	0.763	0.157	-2.793
YGR203W	0.345	-0.224	0.237	0.069	-2.765
YGR205W	0.129	-0.590	-0.035	-0.378	-2.862
YGR207C	0.397	0.383	0.266	0.508	-1.500
YGR210C	0.244	1.611	0.069	-0.655	-2.122
YGR212W	-0.025	-0.382	0.054	-0.413	-2.688
YGR235C	0.105	-0.013	0.203	-0.405	-2.984
YGR250C	-3.732	-6.076	-1.054	-5.263	-6.458
YGR259C	0.233	-1.500	-0.200	-1.325	-3.851
YGR263C	0.750	-0.633	0.546	0.288	-1.271
YGR266W	0.494	-0.879	-0.220	-0.267	-2.506
YGR273C	0.637	0.794	0.415	0.647	-1.558
YGR283C	0.616	-1.010	-0.159	-2.195	-4.382
YGR287C	0.432	0.438	0.068	0.006	-2.978
YGR291C	0.063	-0.246	-0.247	-0.688	-2.795
YHL008C	1.551	0.971	2.102	2.082	1.676
YHL012W	0.109	-0.284	0.341	-0.485	-3.172
YHL017W	-0.024	-0.787	0.343	-0.279	-2.271
YHL021C	-0.365	-0.996	-0.303	0.817	-2.198
YHL029C	1.233	1.627	2.070	1.726	-0.386
YHL035C	-0.372	-0.845	0.767	-0.017	-2.518
YHL041W	0.086	-0.335	-0.053	0.292	-1.770
YHL044W	0.762	0.288	0.813	0.000	-2.452
YHL045W	0.188	-0.424	-0.182	-0.852	-3.425
YDR451C	0.541	0.045	0.268	-0.232	-2.849
YHR003C	1.294	1.239	0.215	-0.152	-3.932
YHR022C	1.316	0.511	1.060	0.558	-2.010
YHR032W	0.538	0.231	-0.023	0.188	-1.791
YHR033W	0.484	-0.036	0.321	-0.305	-3.443
YHR034C	-0.072	-0.328	0.425	0.313	-1.237
YHR049C-A	-0.433	-1.156	0.271	-0.855	-3.553
YHR078W	0.262	-2.184	-0.110	-0.242	-2.269
YHR080C	0.383	-0.596	-0.325	-0.684	-3.421
YHR087W	-0.365	-2.720	0.181	-0.365	-4.306
YHR095W	0.671	-0.324	0.306	-0.154	-2.620
YHR097C	0.558	0.244	0.381	1.331	-0.556
YHR100C	-2.147	-1.958	-1.961	-1.694	-3.404
YHR115C	-0.136	-0.380	0.813	1.632	-0.190
YHR116W	-3.689	-3.837	-3.438	-3.350	-4.095
YHR121W	-1.004	0.323	-0.493	-1.461	-3.066
YHR126C	0.041	-0.544	-0.094	-0.403	-3.088
YHR127W	-0.217	-3.635	-0.244	-0.310	-2.493
YHR130C	0.313	0.188	0.070	-0.459	-2.788
YHR131C	0.453	1.966	0.547	0.353	-1.621
YHR132W-A	-1.294	-3.163	-0.458	0.331	-2.938
YHR133C	-0.128	-2.010	-0.178	-1.455	-4.211
YHR138C	0.383	-0.236	-0.039	-0.684	-3.791
YHR150W	0.510	0.199	0.316	-0.114	-3.146
YHR151C	0.674	-1.076	0.455	0.674	-2.337
YHR155W	0.269	-0.348	0.137	0.133	-2.340
YHR162W	0.042	-0.217	0.201	0.222	-1.594
YHR177W	-0.781	-5.402	0.286	1.194	-0.687
YHR180W	0.106	-0.333	-0.036	-0.045	-2.571
YHR181W	0.149	-0.128	-0.293	-1.264	-3.917
YHR198C	-2.461	-2.798	-2.386	-5.377	-6.518
YHR199C	0.542	-0.876	0.242	-1.567	-4.198
YHR209W	0.544	0.201	0.271	-0.544	-3.220
YCR059C	0.372	0.111	0.230	0.252	-3.343
YIL001W	0.362	-0.328	0.129	-0.489	-3.007
YIL006W	0.353	-0.530	0.050	-3.783	-6.005
YIL012W	-0.829	-2.499	-0.526	-1.345	-3.823
YIL028W	0.471	-0.751	-0.080	-2.825	-5.096
YIL032C	-0.584	-0.837	-0.077	-0.079	-2.830
YIL039W	-0.757	-0.709	-0.392	-0.307	-2.126
YIL041W	-0.280	-3.429	-1.952	-3.203	-5.053
YIL054W	0.158	-0.055	0.183	-0.450	-2.684
YIL055C	-1.758	-1.564	0.030	0.010	-5.427
YIL056W	0.195	-1.248	0.303	-0.306	-2.184
YIL059C	0.461	-0.072	0.365	-0.158	-2.437
YIL060W	0.236	-0.220	0.389	-0.009	-2.521
YIL086C	0.782	-0.360	0.674	-0.157	-1.492
YIL087C	-0.372	-1.111	-0.398	-1.447	-3.933
YIL089W	0.029	0.123	0.063	-0.148	-3.059
YIL092W	0.247	1.382	0.008	-2.659	-4.902
YIL096C	0.519	0.816	0.635	0.212	-1.969
YIL102C	0.385	0.186	0.060	-0.277	-3.130
YIL108W	0.253	0.305	-0.322	-0.101	-3.081
YIL137C	0.330	0.230	0.181	-0.823	-2.331
YIL141W	0.468	2.019	0.138	0.506	-1.315
YIL152W	0.063	-0.379	0.146	-0.825	-3.154
YIL157C	-1.259	-5.219	-1.044	-2.928	-5.144
YIL161W	-0.684	-2.122	0.052	-0.305	-5.004
YIL163C	0.710	0.234	0.264	-0.208	-2.676
YIL165C	0.351	-0.741	0.118	-0.225	-2.480
YIL166C	0.043	-0.336	0.285	-0.449	-2.560
YIL167W	0.167	0.078	0.140	-0.196	-2.483
YMR152W	0.981	0.866	0.903	0.670	-1.797
YMR151W	-2.686	-2.660	-2.641	-1.398	-3.364
YNL044W	-0.157	-3.735	0.350	-0.699	-4.935
YIR003W	-1.026	-0.462	-0.677	-2.769	-5.840
YIR007W	0.262	-4.180	0.366	-0.729	-3.557
YIR014W	0.520	1.145	0.391	0.576	-2.128
YIR016W	0.341	-0.352	-0.190	-2.098	-4.441
YIR020C	0.431	-0.335	0.177	-0.137	-2.721
YIR035C	0.223	0.457	0.276	-0.420	-3.279
YIR036C	0.541	-1.410	0.542	-0.113	-2.843
YIR042C	-2.416	-3.890	-0.413	-2.702	-4.563
YIR043C	-0.143	-0.377	-0.204	-0.884	-3.350
YIR044C	0.091	-0.686	0.057	-0.338	-2.907
YJL037W	0.618	0.282	0.370	0.568	-1.283
YJL038C	0.486	-0.154	0.278	-0.235	-2.588
YJL043W	0.142	-0.446	0.024	-0.858	-3.650
YJL045W	0.349	-0.166	-0.151	-0.378	-2.625
YJL046W	-2.201	-2.062	-2.256	-1.750	-3.243
YJL048C	0.326	-0.865	0.133	-0.119	-2.596
YJL049W	-0.042	-0.610	-0.073	-0.004	-1.988
YJL051W	0.621	2.049	0.095	1.815	3.201
YJL055W	-0.133	-0.519	-0.024	0.177	-1.986
YJL065C	2.236	2.111	1.257	2.363	-0.945
YJL068C	-0.066	-0.144	0.076	-0.112	-2.913
YJL070C	0.337	-0.148	0.368	-0.605	-2.858
YJL083W	0.393	-0.295	0.070	0.230	-2.059
YJL084C	0.229	-0.404	0.297	0.570	-0.541
YJL103C	0.290	0.145	0.059	-0.588	-2.906
YJL118W	-0.014	-0.419	-0.093	-0.401	-2.908
YJL119C	0.302	-0.405	-0.050	-0.659	-3.196
YJL120W	0.075	-0.960	-0.363	-3.161	-4.812
YJL123C	-0.698	-1.665	-0.077	-0.038	-1.868
YJL132W	0.560	0.102	0.019	0.089	-2.258
YJL135W	1.192	2.756	0.468	2.062	0.806
YJL142C	0.345	0.151	0.025	0.020	-2.100
YJL147C	-3.188	-4.568	-2.471	-3.705	-5.110
YJL149W	0.588	0.140	0.514	0.078	-4.150
YJL150W	0.328	-0.169	0.508	0.008	-3.109
YJL152W	-0.116	-0.238	-0.400	-0.517	-2.990
YJL160C	0.876	-0.481	0.314	-0.237	-2.731
YJL161W	0.034	-0.320	-0.091	-0.821	-3.335
YJL162C	0.203	-0.711	0.819	-0.019	-3.762
YJL169W	-2.186	-4.976	-0.765	-3.718	-5.205
YJL171C	-0.931	-2.621	-0.295	-1.707	-4.785
YJL178C	-1.230	-5.757	-0.286	-2.271	-6.027
YJL181W	0.360	-0.144	-0.049	-0.774	-3.464
YJL182C	0.013	-1.521	0.028	-0.493	-3.395
YJL185C	0.351	-0.467	1.263	-0.595	-3.122
YJL192C	-0.156	-1.615	-0.706	-1.423	-4.551
YJL193W	1.130	-0.949	-0.113	-0.311	-2.173
YJL200C	0.404	0.058	0.478	0.034	-2.434
YJL206C	0.505	-0.127	0.423	-1.252	-3.742
YJL211C	0.196	-1.629	0.662	-0.999	-4.647
YJL213W	-0.168	-0.473	-0.091	-0.193	-2.407
YJL215C	-0.148	-0.189	-0.238	-0.959	-3.196
YJL216C	-0.029	-0.897	-0.076	-0.556	-2.724
YJL217W	0.091	-0.420	1.041	-1.078	-4.674
YJL218W	-0.878	-0.934	0.100	0.967	-3.138
YJR003C	0.648	0.553	0.535	0.230	-2.812
YJR015W	-0.005	-0.568	-0.295	-0.798	-3.352
YJR020W	-0.141	-0.928	0.082	-0.601	-3.277
YJR026W	0.531	-0.903	0.677	0.415	-1.995
YJR037W	0.485	-0.313	0.334	-0.464	-2.873
YJR038C	0.332	-0.963	-0.079	-0.907	-3.752
YJR039W	0.109	-0.733	-0.186	-0.848	-3.725
YJR054W	-1.177	-2.777	-0.796	-2.934	-5.452
YJR056C	-0.473	-1.613	-0.028	-1.214	-3.195
YJR061W	0.784	0.823	0.226	0.082	-2.288
YJR070C	0.694	0.584	0.924	3.227	0.773
YJR080C	-0.354	-1.590	-0.520	-3.604	-5.612
YJR087W	-0.039	-1.555	-0.108	-1.563	-3.575
YJR096W	0.521	0.449	0.428	0.015	-3.049
YJR098C	0.838	-0.041	0.369	-0.058	-2.549
YJR100C	0.915	1.133	0.719	0.405	-1.774
YJR111C	-0.109	-0.513	-0.216	-0.712	-2.389
YJR115W	0.490	-0.154	0.047	0.042	-2.268
YJR116W	0.325	-0.506	-0.075	-0.682	-3.821
YJR119C	-0.083	-1.259	-0.066	-0.431	-2.123
YJR120W	-0.507	-1.800	-1.027	-2.300	-3.981
YJR124C	1.395	1.745	0.247	-0.187	-3.061
YJR128W	0.247	-1.620	-0.045	-1.473	-5.367
YJR129C	0.359	-0.672	0.054	-1.646	-4.744
YJR142W	0.167	-0.608	0.199	0.157	-2.700
YJR146W	0.328	-0.221	0.258	0.030	-2.608
YJR154W	0.652	-1.480	0.615	-0.239	-3.270
YKL094W	0.520	-0.074	0.450	0.603	-1.542
YKL005C	0.436	0.692	0.281	0.423	-2.077
YKL023W	-3.522	-6.320	-0.347	-0.169	-2.133
YKL027W	0.906	0.548	0.062	-0.617	-3.852
YKL030W	0.304	-0.161	0.035	-0.292	-2.354
YKL031W	-0.238	-0.346	0.293	-0.539	-3.017
YKL033W-A	0.680	-0.625	0.645	0.396	-2.369
YKL037W	-1.199	-4.145	-0.407	-1.715	-4.063
YKL047W	-0.090	-0.812	-0.224	-0.875	-3.556
YKL050C	0.170	-0.959	0.007	-0.763	-4.033
YKL051W	0.853	0.225	0.479	0.719	-1.629
YKL053W	0.619	-1.292	0.522	0.508	-2.148
YKL061W	0.128	0.480	-0.752	-2.865	-6.057
YKL063C	0.094	-0.894	0.028	-1.133	-4.375
YKL070W	0.395	0.020	0.168	-0.077	-2.717
YKL071W	0.705	-0.137	0.229	-0.494	-2.791
YKL075C	0.605	0.868	0.353	-0.636	-4.314
YKL084W	0.264	-0.287	0.132	-0.301	-3.278
YKL097C	-0.330	-1.295	-0.123	0.059	-2.180
YKL098W	0.313	-1.657	0.102	-0.686	-3.947
YKL105C	0.422	0.225	0.226	-0.182	-3.049
YKL107W	0.323	0.200	0.316	0.229	-2.189
YKL121W	-3.990	-3.738	-1.548	-4.629	-6.485
YKL123W	0.121	2.370	0.044	-0.132	-3.502
YKL131W	0.452	0.435	0.361	0.577	-1.544
YKL132C	0.198	-0.762	0.119	0.172	-2.264
YKL147C	0.182	-0.042	0.209	-0.638	-3.348
YKL151C	-0.099	-0.977	-0.294	-2.698	-5.689
YKL162C	-2.287	-5.371	-0.105	-3.951	-5.023
YKL162C-A	0.294	-0.878	0.202	-0.248	-1.740
YKL177W	0.386	-0.035	0.269	-0.166	-2.865
YKL187C	0.616	-0.296	0.076	-0.037	-2.648
YKL202W	0.666	-0.823	0.285	-0.483	-2.868
YKL206C	-0.458	-3.376	-0.277	-3.402	-6.509
YKL207W	-0.160	0.005	-0.150	-1.192	-3.498
YKL215C	-0.218	-0.714	0.260	-0.246	-2.778
YKR007W	0.294	1.507	3.916	0.602	-3.362
YKR011C	0.218	-0.445	-0.005	-0.658	-3.192
YKR012C	0.264	-0.173	-0.066	-0.403	-3.231
YKR015C	0.292	-0.692	-0.093	-1.192	-3.237
YKR016W	-0.327	-3.976	-0.839	-3.131	-6.155
YKR023W	-0.340	-1.009	0.053	-0.593	-4.080
YKR027W	-1.774	-2.008	-1.482	-1.696	-3.972
YKR032W	0.724	0.301	0.461	-0.200	-2.919
YKR040C	-0.144	-0.735	-0.276	-0.477	-3.632
YKR043C	0.217	-0.363	-0.102	-0.377	-2.277
YKR045C	0.026	-0.244	-0.156	-0.324	-3.278
YKR047W	0.453	0.096	0.002	0.161	-1.099
YKR049C	0.242	0.118	0.004	-0.680	-3.461
YKR064W	0.724	0.279	0.350	-0.150	-2.432
YKR065C	-2.448	-2.795	-0.806	-4.988	-6.039
YKR070W	0.140	-0.611	-0.079	-0.344	-3.996
YKR075C	0.206	-0.561	0.313	-0.001	-3.213
YKR077W	0.315	-0.405	0.211	0.484	-1.454
YKR087C	0.133	-0.888	0.020	-0.081	-2.269
YKR088C	0.058	-0.073	-0.209	-0.521	-3.122
YKR089C	0.442	-0.069	0.240	0.111	-2.838
YKR096W	0.001	1.958	-0.263	-1.293	-4.837
YKR106W	-0.175	-0.556	-0.266	-0.618	-3.199
YMR106C	-0.624	-2.730	0.037	-0.614	-3.748
YLL012W	0.323	0.140	-0.177	-0.297	-2.565
YLL014W	0.358	0.754	-0.083	-0.154	-2.053
YLL020C	-1.154	-6.256	-0.274	-0.734	-6.048
YLL025W	1.962	1.676	1.531	1.798	-0.422
YLL030C	-0.079	-0.719	0.090	-0.551	-1.583
YLL032C	0.210	-0.487	-0.035	0.004	-2.551
YLL033W	-2.550	-3.439	-2.444	-1.535	-3.326
YLL044W	-0.616	-2.305	-0.043	0.419	-2.354
YLL053C	-0.064	-0.573	-0.133	-0.612	-3.473
YLL054C	0.067	-0.173	0.061	-0.313	-2.620
YLL055W	0.425	0.179	0.020	-0.257	-2.442
YLL056C	0.501	-0.125	0.254	0.255	-1.979
YLL058W	0.236	-0.444	0.357	-0.126	-2.144
YLL059C	0.902	0.592	1.090	0.977	-1.528
YLR001C	0.427	0.755	0.415	0.574	-1.782
YLR003C	-0.048	-0.340	-0.039	-0.238	-2.725
YLR004C	0.565	-0.123	0.338	-0.428	-2.415
YLR012C	0.620	0.172	0.517	0.286	-2.062
YLR016C	0.419	-0.422	0.159	0.627	-1.241
YLR020C	-0.223	-0.264	-0.063	-0.961	-3.410
YLR023C	-0.248	1.319	0.259	-2.027	-4.990
YLR030W	0.240	0.362	0.295	-0.221	-2.683
YLR031W	0.518	-0.264	0.754	0.419	-2.487
YLR041W	0.098	-0.565	-0.103	-0.622	-3.852
YLR042C	0.263	-0.433	0.024	-0.403	-2.481
YLR046C	1.310	1.682	-0.075	0.580	-2.398
YLR057W	0.284	-1.401	0.329	-0.330	-2.652
YLR063W	0.345	-0.054	0.271	0.096	-2.594
YLR072W	0.434	0.989	0.183	0.577	-2.392
YLR077W	0.313	0.016	0.589	0.190	-2.327
YLR089C	-0.240	-1.825	-0.042	0.237	-1.610
YLR091W	-2.217	-3.241	-2.333	-1.911	-2.878
YLR104W	0.142	3.553	0.336	2.163	1.065
YLR108C	1.218	0.210	0.953	0.529	-1.304
YLR111W	1.328	1.876	0.853	0.492	-1.816
YLR112W	0.209	0.392	-0.037	-0.278	-2.976
YLR126C	0.483	0.037	0.333	-0.022	-2.637
YLR128W	0.594	2.823	0.266	-0.039	-2.466
YLR137W	0.226	0.508	0.154	0.070	-1.909
YLR143W	-0.713	-1.743	0.070	-0.895	-4.987
YLR149C	0.088	-3.738	-0.207	-2.107	-3.279
YLR152C	0.477	0.266	0.250	0.169	-1.937
YLR154C	0.841	0.882	0.782	0.971	-0.940
YLR164W	0.805	0.362	0.654	0.104	-2.308
YLR168C	-0.121	-0.448	-0.009	-2.559	-5.544
YLR169W	-1.508	-5.338	0.351	-0.869	-0.959
YLR171W	-0.933	-4.325	0.308	0.662	-0.892
YLR177W	-1.182	-3.750	-0.173	0.632	0.176
YLR179C	0.524	0.637	0.399	0.102	-2.438
YLR187W	0.848	2.273	0.715	0.846	-2.038
YLR190W	-0.260	-1.560	0.051	-0.490	-4.350
YLR193C	-0.642	-3.028	0.421	-1.113	-4.008
YLR199C	-0.526	-3.413	-0.388	-3.009	-5.302
YLR202C	-4.102	-5.160	-4.487	-3.044	-5.244
YLR211C	-0.758	-2.931	-0.164	-0.799	-3.651
YLR217W	-2.121	-3.950	-0.117	-1.395	-4.424
YLR224W	0.487	-0.261	0.008	-0.202	-2.968
YLR225C	0.348	-0.353	-0.018	-2.726	-5.847
YLR236C	0.219	0.886	0.565	0.290	-1.771
YLR238W	1.396	2.305	0.511	3.327	3.221
YLR247C	0.556	1.160	0.930	1.304	-0.725
YLR252W	-0.941	-1.322	-0.296	-3.429	-5.462
YLR253W	0.407	-0.394	0.433	1.185	-0.162
YLR254C	-0.150	0.665	0.371	-0.344	-3.925
YLR255C	-0.448	-0.581	-0.139	-0.193	-2.366
YLR257W	0.448	0.432	0.445	0.379	-2.284
YLR271W	-1.062	-4.378	-0.129	-1.345	-4.877
YLR278C	-0.202	0.621	0.079	-1.449	-4.860
YLR280C	1.090	1.347	0.563	0.952	-1.675
YLR282C	-0.366	-1.070	0.021	-1.327	-3.601
YLR287C	0.284	0.288	-0.038	0.828	-1.280
YLR294C	0.700	-0.960	0.049	-0.406	-2.652
YLR296W	-0.026	-0.219	0.063	-0.438	-3.610
YLR312C	0.061	-5.179	-0.532	-3.043	-5.483
YLR343W	0.350	0.190	0.095	-0.173	-2.344
YLR345W	0.613	-1.064	0.248	0.554	-2.519
YLR346C	0.047	-0.187	0.020	-0.366	-3.083
YLR352W	0.592	1.656	0.067	-1.832	-3.272
YLR356W	0.016	-1.785	-0.234	-1.204	-3.018
YLR358C	-3.403	-3.996	-1.701	-2.687	-4.084
YLR374C	-1.715	-4.075	-0.153	-1.099	-5.661
YLR392C	0.423	0.509	0.169	0.439	-0.996
YLR400W	0.096	1.198	-0.092	-0.436	-2.280
YLR404W	-0.824	2.024	-0.135	-0.777	-4.217
YLR408C	0.849	1.552	0.160	-1.309	-4.315
YLR412W	0.323	0.745	-0.256	-2.057	-3.607
YLR414C	-5.949	-5.574	0.310	-4.491	-6.497
YLR422W	0.105	0.251	0.192	0.977	-0.728
YLR426W	-2.195	-3.353	-0.530	-3.253	-5.219
YLR428C	0.739	0.322	0.528	0.417	-2.159
YLR434C	0.102	-0.198	0.106	0.538	-1.376
YLR437C	0.080	-0.618	-0.201	-0.271	-3.649
YLR444C	0.120	-1.948	0.004	-0.055	-3.106
YLR446W	0.335	0.104	0.190	-0.307	-3.044
YLR454W	0.057	-0.449	-0.226	-0.854	-3.973
YLR455W	0.456	-0.032	-0.158	-0.092	-2.684
YLR456W	0.464	-0.192	0.311	-0.082	-2.741
YPR058W	0.124	-0.092	0.154	0.253	-2.634
YBR104W	-0.896	0.699	-0.086	-0.150	-3.133
YML038C	0.047	0.544	0.052	-0.683	-2.776
YML072C	-0.758	-2.541	0.023	-0.645	-2.817
YML090W	0.015	-1.041	-2.403	-5.328	-6.252
YML100W-A	0.550	-0.122	0.174	-0.285	-2.831
YML107C	0.176	-1.864	0.288	0.707	-3.763
YML108W	-0.134	-0.266	0.400	-0.364	-2.836
YML131W	0.099	-0.814	-0.108	-0.459	-2.941
YMR052C-A	1.192	0.661	0.409	2.408	0.846
YMR069W	0.504	-0.385	0.102	0.171	-1.979
YMR074C	-0.364	-1.538	0.071	-0.243	-2.322
YMR075C-A	-0.536	-1.285	-0.687	-4.062	-6.125
YMR082C	-0.090	-1.475	-0.145	1.184	-1.759
YMR084W	-3.437	-4.068	-4.188	-3.295	-4.373
