orf	hap a | growth (relative abundance in pooled culture) | standard [standard] | Breslow DK~Weissman JS, 2008
YLR423C	0.994
YLR425W	0.94
YLR426W	0.969
YLR427W	0.952
YLR429W	0.958
YLR431C	0.986
YLR432W	0.971
YLR433C	0.994
YLR434C	0.935
YLR435W	0.828
YLR436C	0.937
YLR437C	1.001
YLR438W	1.01
YLR441C	0.839
YLR443W	0.963
YLR444C	0.989
YLR445W	0.978
YLR446W	0.989
YLR448W	0.824
YLR449W	1.0
YLR450W	0.929
YLR451W	1.004
YLR452C	0.918
YLR453C	0.998
YLR455W	0.992
YLR456W	0.956
YLR460C	0.972
YLR461W	0.986
YML001W	0.873
YML002W	1.003
YML003W	0.998
YML004C	0.997
YML005W	1.003
YML006C	1.003
YML007W	0.956
YML008C	0.911
YML009C	0.99
YML009C-A	0.944
YML011C	0.99
YML012C-A	0.403
YML012W	0.984
YML013W	0.901
YML016C	0.978
YML017W	0.941
YML018C	0.996
YML019W	0.977
YML020W	1.001
YML021C	0.998
YML022W	0.945
YML026C	0.82
YML027W	0.985
YML028W	0.93
YML029W	1.008
YML030W	0.98
YML032C	0.734
YML034C-A	0.95
YML034W	0.981
YML035C	1.04
YML036W	0.984
YML037C	0.999
YML038C	0.876
YML041C	0.866
YML042W	1.003
YML047C	0.948
YML047W-A	1.007
YML048W	0.945
YML050W	0.985
YML051W	0.994
YML053C	1.014
YML054C	1.035
YML055W	0.995
YML056C	0.993
YML057C-A	0.994
YML057W	0.979
YML058W	1.01
YML059C	1.002
YML060W	1.006
YML062C	1.018
YML063W	0.649
YML066C	0.99
YML067C	0.992
YML068W	0.993
YML070W	1.002
YML071C	0.934
YML072C	0.971
YML074C	0.999
YML075C	0.959
YML076C	0.997
YML081C-A	0.966
YML081W	0.9
YML090W	0.956
YML094W	1.001
YML095C	1.003
YML096W	0.974
YML097C	0.787
YML099C	1.008
YML100W	0.998
YML100W-A	1.024
YML101C	0.992
YML101C-A	0.878
YML102W	0.882
YML103C	0.996
YML104C	0.963
YML106W	0.93
YML107C	0.946
YML108W	0.977
YML109W	1.021
YML111W	0.99
YML112W	0.99
YML113W	1.019
YML116W	0.995
YML116W-A	1.01
YML117W	0.999
YML118W	0.996
YML119W	0.995
YML120C	0.993
YML122C	0.981
YML123C	0.994
YML124C	1.008
YML128C	0.874
YML129C	0.942
YML131W	0.997
YMR002W	1.003
YMR003W	0.572
YMR004W	0.811
YMR006C	0.997
YMR007W	0.992
YMR008C	1.005
YMR009W	1.005
YMR010W	0.993
YMR011W	0.999
YMR012W	1.0
YMR015C	1.019
YMR016C	0.984
YMR017W	0.996
YMR018W	0.996
YMR019W	0.998
YMR020W	0.998
YMR021C	0.954
YMR022W	1.015
YMR023C	0.991
YMR025W	0.982
YMR026C	0.908
YMR027W	0.995
YMR029C	1.003
YMR030W	1.014
YMR031C	1.001
YMR031W-A	1.002
YMR034C	0.996
YMR035W	0.911
YMR036C	0.989
YMR037C	1.011
YMR039C	0.957
YMR040W	0.998
YMR041C	0.993
YMR042W	0.999
YMR044W	1.004
YMR048W	0.966
YMR052C-A	0.975
YMR052W	0.998
YMR053C	1.01
YMR054W	0.957
YMR055C	0.995
YMR056C	1.007
YMR057C	0.966
YMR058W	0.931
YMR060C	0.859
YMR063W	0.891
YMR065W	1.001
YMR067C	0.958
YMR068W	1.003
YMR069W	0.99
YMR070W	0.971
YMR073C	0.994
YMR074C	1.019
YMR075C-A	0.934
YMR075W	0.939
YMR078C	0.827
YMR080C	0.947
YMR085W	0.993
YMR086C-A	1.029
YMR086W	0.995
YMR087W	1.003
YMR088C	0.997
YMR092C	0.992
YMR095C	1.002
YMR096W	0.995
YMR099C	0.984
YMR100W	0.96
YMR101C	0.999
YMR102C	0.99
YMR103C	1.001
YMR104C	0.996
YMR105C	0.994
YMR106C	1.013
YMR107W	1.005
YMR109W	0.987
YMR110C	1.0
YMR111C	0.998
YMR114C	0.995
YMR115W	0.948
YMR116C	0.741
YMR118C	0.995
YMR119W	0.995
YMR119W-A	0.996
YMR120C	0.984
YMR121C	0.996
YMR122C	0.982
YMR123W	0.604
YMR124W	0.996
YMR126C	0.963
YMR127C	1.009
YMR129W	0.998
YMR130W	1.017
YMR132C	0.993
YMR133W	0.998
YMR135C	0.961
YMR135W-A	1.013
YMR136W	1.007
YMR137C	0.95
YMR138W	1.002
YMR139W	0.978
YMR140W	1.01
YMR141C	1.005
YMR143W	0.729
YMR144W	0.997
YMR145C	0.996
YMR147W	1.003
YMR148W	0.994
YMR153C-A	0.99
YMR153W	0.986
YMR154C	0.923
YMR155W	1.018
YMR156C	1.032
YMR157C	0.994
YMR158C-A	1.023
YMR158W-B	0.999
YMR159C	0.997
YMR160W	0.997
YMR161W	0.995
YMR162C	1.005
YMR163C	0.915
YMR164C	0.968
YMR165C	0.988
YMR166C	0.894
YMR167W	0.904
YMR169C	0.996
YMR170C	1.0
YMR171C	0.965
YMR172C-A	1.002
YMR172W	0.922
YMR173W	1.003
YMR173W-A	1.003
YMR174C	0.977
YMR175W	1.02
YMR176W	1.007
YMR177W	0.988
YMR178W	1.001
YMR179W	0.844
YMR180C	0.994
YMR181C	0.959
YMR182C	0.983
YMR183C	0.833
YMR186W	0.923
YMR187C	0.995
YMR188C	0.999
YMR189W	1.01
YMR190C	0.879
YMR191W	0.997
YMR192W	0.995
YMR193C-A	0.939
YMR194C-A	1.005
YMR194W	0.936
YMR195W	1.014
YMR196W	1.002
YMR198W	0.868
YMR199W	0.996
YMR201C	1.014
YMR202W	0.78
YMR204C	0.922
YMR205C	0.833
YMR206W	0.999
YMR207C	0.854
YMR209C	1.002
YMR210W	0.999
YMR214W	1.003
YMR215W	0.932
YMR219W	0.979
YMR221C	0.995
YMR222C	0.999
YMR223W	0.956
YMR224C	0.55
YMR225C	0.996
YMR226C	1.022
YMR230W	0.842
YMR233W	0.988
YMR234W	0.998
YMR237W	0.999
YMR238W	0.998
YMR241W	0.971
YMR243C	0.827
YMR244C-A	0.994
YMR244W	1.02
YMR245W	1.005
YMR246W	1.002
YMR247C	0.986
YMR250W	1.003
YMR251W	0.981
YMR251W-A	0.996
YMR252C	1.002
YMR253C	1.0
YMR254C	1.001
YMR255W	0.986
YMR256C	0.953
YMR258C	0.992
YMR259C	0.998
YMR261C	0.993
YMR262W	1.0
YMR263W	0.918
YMR264W	1.016
YMR265C	1.0
YMR266W	1.002
YMR269W	0.684
YMR271C	1.007
YMR272C	0.919
YMR273C	1.008
YMR274C	1.018
YMR275C	0.891
YMR276W	1.019
YMR278W	0.998
YMR279C	1.001
YMR280C	1.0
YMR282C	0.891
YMR283C	1.006
YMR284W	0.996
YMR285C	0.993
YMR289W	1.003
YMR291W	0.993
YMR292W	0.998
YMR294W	0.949
YMR294W-A	1.002
YMR295C	0.997
YMR297W	1.002
YMR299C	0.982
YMR300C	1.003
YMR302C	0.999
YMR303C	1.0
YMR304C-A	0.993
YMR304W	0.912
YMR305C	0.998
YMR306C-A	0.994
YMR306W	1.001
YMR307W	0.706
YMR310C	0.979
YMR311C	0.984
YMR312W	0.769
YMR313C	0.968
YMR315W	1.009
YMR316C-A	0.967
YMR316C-B	0.994
YMR316W	0.99
YMR317W	1.004
YMR318C	1.003
YMR319C	1.002
YMR320W	0.987
YMR322C	0.999
YMR326C	1.004
YNL001W	0.896
YNL003C	0.982
YNL004W	1.006
YNL008C	1.001
YNL009W	1.0
YNL010W	0.985
YNL011C	1.0
YNL012W	1.006
YNL013C	0.995
YNL014W	0.998
YNL015W	0.999
YNL016W	0.908
YNL020C	1.0
YNL021W	0.919
YNL022C	0.993
YNL023C	1.013
YNL024C	1.014
YNL027W	0.98
YNL028W	1.01
YNL029C	1.016
YNL030W	0.972
YNL031C	0.989
YNL032W	0.966
YNL034W	0.986
YNL035C	0.989
YNL037C	0.993
YNL040W	0.972
YNL041C	0.856
YNL042W	1.013
YNL043C	0.997
YNL044W	0.969
YNL045W	0.977
YNL046W	1.003
YNL047C	0.985
YNL049C	1.001
YNL050C	0.991
YNL051W	0.969
YNL052W	0.992
YNL053W	1.0
YNL054W	0.985
YNL056W	0.972
YNL057W	0.996
YNL058C	0.98
YNL063W	0.996
YNL064C	0.543
YNL065W	0.983
YNL066W	1.006
YNL067W	0.912
YNL068C	1.003
YNL069C	0.821
YNL070W	0.924
YNL071W	0.974
YNL072W	0.99
YNL074C	1.008
YNL076W	0.995
YNL077W	0.969
YNL078W	0.991
YNL079C	0.871
YNL080C	0.662
YNL081C	0.988
YNL082W	0.914
YNL083W	0.946
YNL085W	0.995
YNL086W	0.967
YNL087W	0.942
YNL089C	0.977
YNL090W	1.011
YNL091W	0.892
YNL092W	1.013
YNL093W	1.0
YNL094W	0.99
YNL095C	0.974
YNL096C	0.941
YNL097C	0.93
YNL098C	1.044
YNL099C	0.979
YNL100W	0.978
YNL101W	1.0
YNL104C	1.002
YNL105W	0.96
YNL106C	0.889
YNL107W	0.681
YNL108C	0.972
YNL109W	0.999
YNL111C	0.993
YNL115C	1.002
YNL116W	1.018
YNL117W	0.986
YNL119W	0.808
YNL120C	0.859
YNL121C	0.953
YNL122C	0.988
YNL123W	1.005
YNL125C	0.994
YNL127W	1.002
YNL128W	0.991
YNL129W	0.955
YNL130C	1.002
YNL134C	0.986
YNL135C	0.87
YNL136W	0.884
YNL140C	0.932
YNL141W	0.763
YNL142W	1.004
YNL143C	0.974
YNL144C	1.005
YNL146W	1.001
YNL147W	0.88
YNL153C	0.988
YNL154C	0.979
YNL155W	0.998
YNL156C	1.041
YNL157W	1.002
YNL159C	0.986
YNL162W	0.921
YNL164C	1.015
YNL165W	1.001
YNL166C	0.984
YNL167C	0.893
YNL168C	1.001
YNL169C	0.864
YNL170W	0.972
YNL171C	0.834
YNL173C	1.001
YNL175C	0.989
YNL176C	1.014
YNL179C	0.976
YNL180C	1.042
YNL183C	0.968
YNL187W	0.999
YNL190W	0.996
YNL191W	1.001
YNL192W	0.933
YNL193W	1.029
YNL194C	0.98
YNL195C	1.004
YNL196C	1.015
YNL197C	0.868
YNL198C	0.748
YNL199C	0.739
YNL200C	0.997
YNL201C	1.019
YNL202W	1.004
YNL203C	1.002
YNL204C	0.989
YNL205C	0.98
YNL206C	0.863
YNL208W	0.99
YNL211C	1.007
YNL212W	0.995
YNL214W	0.941
YNL215W	0.828
YNL217W	1.0
YNL218W	0.997
YNL219C	1.016
YNL223W	0.983
YNL224C	0.979
YNL226W	0.838
YNL227C	0.807
YNL228W	0.903
YNL229C	0.842
YNL230C	1.009
YNL231C	1.0
YNL233W	0.959
YNL234W	0.995
YNL235C	0.955
YNL236W	0.855
YNL237W	1.018
YNL238W	0.983
YNL239W	1.006
YNL241C	0.604
YNL242W	0.958
YNL246W	0.93
YNL249C	1.002
YNL250W	0.724
YNL253W	1.004
YNL254C	0.999
YNL255C	0.992
YNL257C	1.004
YNL265C	0.991
YNL266W	0.997
YNL268W	1.0
YNL270C	1.015
YNL271C	0.9
YNL273W	0.955
YNL274C	1.005
YNL275W	1.0
YNL277W	1.003
YNL278W	0.983
YNL279W	1.006
YNL280C	1.001
YNL281W	0.995
YNL283C	1.001
YNL284C	0.993
YNL285W	0.994
YNL286W	0.976
YNL288W	0.951
YNL289W	0.989
YNL291C	0.974
YNL292W	0.989
YNL293W	0.976
YNL294C	0.889
YNL295W	0.982
YNL296W	0.965
YNL297C	0.889
YNL298W	0.956
YNL299W	0.971
YNL300W	0.973
YNL301C	0.983
YNL302C	0.67
YNL303W	1.01
YNL304W	0.998
YNL305C	0.982
YNL307C	0.918
YNL309W	0.99
YNL311C	0.997
YNL314W	1.024
YNL315C	0.719
YNL316C	0.86
YNL318C	1.004
YNL319W	1.0
YNL320W	0.982
YNL321W	1.025
YNL322C	0.928
YNL323W	1.032
YNL324W	0.926
YNL325C	0.957
YNL326C	0.95
YNL327W	0.991
YNL328C	0.998
YNL329C	0.891
YNL332W	0.997
YNL333W	0.957
YNL334C	1.013
YNL335W	1.003
YNL336W	0.99
YNL338W	1.002
YNL339C	0.995
YNR001C	0.989
YNR002C	0.961
YNR004W	0.888
YNR005C	0.892
YNR006W	0.755
YNR007C	0.994
YNR008W	0.978
YNR009W	0.974
YNR010W	0.751
YNR012W	1.011
YNR013C	0.987
YNR014W	1.006
YNR015W	0.989
YNR018W	0.993
YNR019W	0.958
YNR020C	0.926
YNR021W	1.009
YNR022C	0.925
YNR024W	0.984
YNR025C	1.025
YNR027W	1.014
YNR028W	0.989
YNR029C	0.936
YNR030W	1.016
YNR031C	0.995
YNR032C-A	1.009
YNR032W	1.021
YNR033W	1.002
YNR034W	0.993
YNR039C	0.965
YNR040W	0.996
YNR041C	0.933
YNR042W	0.968
YNR044W	1.002
YNR045W	0.993
YNR047W	1.008
YNR048W	0.993
YNR049C	1.007
YNR051C	0.849
YNR055C	0.983
YNR056C	0.999
YNR057C	1.002
YNR058W	1.003
YNR059W	0.963
YNR060W	0.992
YNR061C	1.002
YNR062C	1.016
YNR063W	1.014
YNR064C	1.005
YNR065C	0.999
YNR066C	0.991
YNR067C	1.032
YNR069C	1.009
YNR071C	0.863
YNR072W	0.985
YNR073C	1.0
YNR074C	0.91
YNR075W	1.012
YOL001W	0.751
YOL002C	0.988
YOL003C	1.004
YOL004W	0.737
YOL006C	0.864
YOL007C	1.007
YOL008W	0.952
YOL011W	1.004
YOL012C	0.874
YOL013C	1.029
YOL013W-A	1.044
YOL014W	1.033
YOL015W	1.002
YOL016C	0.986
YOL017W	0.998
YOL018C	0.806
YOL019W	1.0
YOL020W	1.018
YOL024W	0.998
YOL025W	0.985
YOL027C	0.968
YOL028C	1.022
YOL029C	0.998
YOL030W	0.993
YOL031C	1.003
YOL032W	1.005
YOL035C	1.0
YOL036W	0.94
YOL037C	0.998
YOL039W	0.93
YOL041C	0.851
YOL042W	1.002
YOL043C	1.001
YOL044W	0.922
YOL045W	0.994
YOL046C	0.998
YOL047C	0.998
YOL048C	1.003
YOL049W	0.968
YOL050C	0.928
YOL052C-A	1.002
YOL053W	1.005
YOL054W	0.976
YOL055C	0.998
YOL056W	1.002
YOL057W	1.0
YOL059W	0.994
YOL060C	1.004
YOL061W	0.986
YOL062C	1.005
YOL063C	1.001
YOL064C	0.787
YOL065C	1.003
YOL067C	0.987
YOL068C	0.985
YOL070C	1.002
YOL071W	1.002
YOL072W	0.631
YOL073C	0.997
YOL075C	1.004
YOL079W	0.978
YOL080C	0.974
YOL081W	0.967
YOL082W	1.0
YOL083W	1.004
YOL084W	0.999
YOL085C	1.007
YOL086C	0.938
YOL087C	0.939
YOL088C	1.025
YOL089C	1.053
YOL090W	0.948
YOL091W	0.98
YOL092W	0.969
YOL093W	1.002
YOL095C	1.011
YOL098C	1.036
YOL099C	1.0
YOL101C	1.026
YOL103W	1.0
YOL104C	1.007
YOL105C	0.991
YOL106W	1.015
YOL107W	1.006
YOL108C	0.435
YOL109W	1.033
YOL110W	1.048
YOL111C	0.976
YOL112W	1.028
YOL113W	1.007
YOL114C	1.004
YOL116W	1.007
YOL117W	0.967
YOL118C	1.042
YOL119C	0.954
YOL121C	0.991
YOL122C	0.983
YOL124C	0.99
YOL126C	0.996
YOL128C	0.976
YOL129W	0.973
YOL131W	1.001
YOL132W	1.014
YOL136C	0.945
YOL137W	0.971
YOL138C	0.967
YOL141W	0.959
YOL147C	1.004
YOL150C	1.016
YOL151W	0.996
YOL152W	0.973
YOL155C	0.97
YOL158C	1.005
YOL159C	0.995
YOL160W	1.001
YOL162W	0.993
YOL163W	1.002
YOR001W	0.827
YOR002W	1.013
YOR003W	1.0
YOR005C	0.996
YOR006C	0.912
YOR007C	0.989
YOR008C	0.885
YOR008C-A	0.994
YOR009W	1.001
YOR010C	1.03
YOR011W	1.012
YOR012W	1.001
YOR013W	0.999
YOR014W	0.721
YOR015W	0.993
YOR016C	1.001
YOR017W	1.002
YOR018W	0.99
YOR019W	1.004
YOR021C	0.995
YOR022C	0.994
YOR023C	1.02
YOR024W	0.992
YOR025W	0.865
YOR026W	0.793
YOR027W	0.984
YOR028C	1.015
YOR029W	1.015
YOR030W	0.906
YOR032C	1.023
YOR033C	1.01
YOR034C	1.015
YOR035C	0.823
YOR037W	0.989
YOR038C	0.935
YOR039W	0.649
YOR040W	1.007
YOR041C	1.01
YOR042W	1.037
YOR043W	0.661
YOR044W	0.997
YOR045W	0.985
YOR047C	1.038
YOR049C	1.001
YOR050C	1.004
YOR051C	1.001
YOR052C	1.012
YOR053W	0.968
YOR054C	0.975
YOR055W	0.966
YOR058C	0.986
YOR059C	1.026
YOR061W	0.929
YOR062C	1.024
YOR064C	1.003
YOR065W	0.952
YOR066W	0.993
YOR067C	1.009
YOR068C	0.789
YOR069W	0.819
YOR070C	0.834
YOR071C	1.006
YOR072W	1.007
YOR073W	0.756
YOR076C	0.945
YOR078W	0.929
YOR079C	1.005
YOR080W	0.72
YOR081C	0.998
YOR082C	0.977
YOR083W	0.978
YOR084W	0.985
YOR085W	0.999
YOR086C	1.003
YOR087W	1.0
YOR089C	0.924
YOR090C	1.0
YOR091W	0.995
YOR092W	0.997
YOR093C	0.985
YOR094W	0.996
YOR097C	0.997
YOR099W	0.984
YOR100C	1.003
YOR101W	1.002
YOR104W	1.004
YOR105W	0.965
YOR106W	0.719
YOR107W	1.016
YOR108W	1.008
YOR109W	0.957
YOR111W	1.0
YOR112W	0.97
YOR113W	0.97
YOR114W	1.013
YOR115C	1.013
YOR118W	0.983
YOR120W	0.961
YOR121C	0.996
YOR123C	0.863
YOR124C	1.023
YOR125C	0.923
YOR126C	1.0
YOR127W	0.948
YOR128C	0.993
YOR129C	0.996
YOR131C	1.0
YOR132W	0.809
YOR133W	0.966
YOR134W	1.007
YOR135C	1.024
YOR136W	1.002
YOR137C	1.004
YOR138C	1.006
YOR139C	0.992
YOR140W	0.921
YOR141C	0.761
YOR142W	0.975
YOR144C	0.977
YOR152C	1.023
YOR153W	1.027
YOR154W	0.97
YOR155C	0.998
YOR156C	0.994
YOR158W	0.998
YOR161C	0.982
YOR162C	1.025
YOR163W	1.018
YOR164C	0.939
YOR165W	0.993
YOR166C	1.013
YOR167C	0.987
YOR170W	1.033
YOR171C	0.994
YOR172W	1.007
YOR173W	0.985
YOR175C	0.974
YOR177C	1.013
YOR178C	0.971
YOR179C	0.996
YOR180C	0.996
YOR182C	0.829
YOR183W	0.982
YOR184W	0.919
YOR185C	0.941
YOR186W	0.969
YOR188W	0.989
YOR189W	0.977
YOR190W	0.974
YOR191W	0.959
YOR192C	0.988
YOR193W	0.981
YOR195W	0.995
YOR196C	0.878
YOR197W	0.999
YOR208W	1.008
YOR209C	0.947
YOR213C	1.011
YOR214C	1.006
YOR215C	0.994
YOR216C	0.96
YOR219C	1.005
YOR220W	1.004
YOR221C	0.84
YOR222W	1.004
YOR223W	1.007
YOR225W	1.004
YOR226C	0.999
YOR227W	1.016
YOR228C	1.004
YOR229W	1.004
YOR230W	1.006
YOR231W	0.994
YOR233W	0.945
YOR234C	0.954
YOR235W	0.89
YOR237W	0.998
YOR238W	1.004
YOR239W	1.003
YOR242C	1.004
YOR243C	0.964
YOR245C	0.987
YOR246C	0.992
YOR247W	1.015
YOR248W	0.999
YOR251C	0.941
YOR252W	1.025
YOR253W	0.916
YOR255W	0.999
YOR263C	1.012
YOR264W	0.997
YOR265W	0.975
YOR266W	0.975
YOR267C	0.996
YOR268C	0.951
YOR269W	0.948
YOR270C	0.947
YOR271C	1.006
YOR273C	0.928
YOR274W	0.985
YOR276W	0.988
YOR277C	0.988
YOR279C	0.987
YOR280C	1.01
YOR283W	0.993
YOR284W	0.998
YOR285W	1.0
YOR286W	1.013
YOR288C	1.004
YOR289W	1.0
YOR291W	0.986
YOR292C	1.011
YOR293W	1.011
YOR297C	0.998
YOR298C-A	0.983
YOR298W	0.984
YOR299W	1.006
YOR300W	1.001
YOR301W	0.999
YOR304C-A	0.999
YOR304W	0.982
YOR306C	0.991
YOR307C	1.004
YOR308C	0.954
YOR309C	0.8
YOR311C	0.964
YOR312C	0.677
YOR313C	0.996
YOR314W	0.998
YOR315W	0.969
YOR316C	0.958
YOR317W	1.004
YOR318C	1.004
YOR320C	0.983
YOR321W	0.999
YOR322C	0.948
YOR324C	0.978
YOR325W	1.003
YOR327C	0.932
YOR328W	1.001
YOR333C	0.992
YOR334W	1.0
YOR337W	1.005
YOR338W	0.997
YOR339C	1.005
YOR342C	0.989
YOR343C	1.022
YOR344C	0.99
YOR345C	0.992
YOR346W	0.993
YOR347C	1.003
YOR348C	0.998
YOR349W	1.009
YOR350C	0.966
YOR351C	1.0
YOR352W	1.003
YOR354C	0.99
YOR355W	0.909
YOR356W	0.996
YOR357C	0.946
YOR358W	0.964
YOR359W	0.908
YOR360C	1.04
YOR363C	1.001
YOR364W	0.986
YOR365C	0.978
YOR366W	0.993
YOR367W	0.956
YOR368W	0.989
YOR371C	1.036
YOR374W	1.001
YOR375C	0.989
YOR376W	0.997
YOR377W	1.0
YOR378W	0.955
YOR379C	0.993
YOR380W	1.002
YOR381W	0.995
YOR382W	0.995
YOR383C	1.001
YOR384W	1.015
YOR385W	1.002
YOR386W	1.004
YPL001W	0.994
YPL003W	1.003
YPL004C	0.969
YPL008W	0.957
YPL009C	0.986
YPL014W	1.012
YPL015C	1.014
YPL017C	0.995
YPL018W	0.977
YPL019C	1.011
YPL021W	1.017
YPL022W	0.965
YPL023C	0.991
YPL024W	0.941
YPL025C	0.974
YPL026C	0.997
YPL027W	1.011
YPL030W	0.984
YPL032C	0.984
YPL033C	1.018
YPL034W	1.009
YPL035C	1.002
YPL036W	0.963
YPL037C	0.936
YPL038W	0.996
YPL039W	1.001
YPL041C	0.672
YPL046C	1.034
YPL047W	0.966
YPL048W	0.988
YPL051W	0.89
YPL052W	0.992
YPL053C	1.0
YPL054W	0.987
YPL055C	0.826
YPL056C	1.006
YPL057C	0.985
YPL058C	0.993
YPL060W	0.999
YPL061W	0.807
YPL062W	0.776
YPL064C	1.031
YPL067C	1.02
YPL068C	0.922
YPL070W	0.988
YPL071C	0.999
YPL072W	1.03
YPL073C	0.969
YPL074W	1.008
YPL079W	0.864
YPL080C	0.847
YPL081W	1.008
YPL086C	0.79
YPL087W	0.974
YPL088W	0.975
YPL089C	0.99
YPL090C	0.914
YPL091W	0.979
YPL092W	0.995
YPL095C	0.983
YPL096W	1.003
YPL098C	0.894
YPL099C	1.002
YPL100W	0.966
YPL101W	0.779
YPL102C	0.821
YPL103C	0.953
YPL105C	0.961
YPL106C	0.484
YPL107W	0.982
YPL108W	0.977
YPL109C	0.999
YPL110C	1.003
YPL111W	1.002
YPL112C	0.952
YPL113C	1.005
YPL114W	0.998
YPL115C	0.945
YPL116W	1.029
YPL119C	1.005
YPL120W	0.851
YPL121C	1.017
YPL123C	0.996
YPL125W	0.974
YPL127C	0.985
YPL128C	0.962
YPL129W	0.838
YPL130W	1.003
YPL133C	0.947
YPL134C	0.994
YPL135W	1.015
YPL136W	1.002
YPL137C	1.021
YPL138C	1.001
YPL139C	1.008
YPL140C	1.013
YPL141C	1.002
YPL144W	0.947
YPL145C	0.994
YPL147W	0.997
YPL149W	0.997
YPL150W	0.957
YPL152W	0.891
YPL154C	0.984
YPL155C	1.008
YPL156C	0.992
YPL157W	0.797
YPL158C	0.815
YPL159C	0.985
YPL161C	0.852
YPL162C	1.014
YPL163C	1.001
YPL164C	1.032
YPL165C	1.008
YPL166W	1.016
YPL167C	1.002
YPL168W	0.99
YPL170W	0.994
YPL171C	0.993
YPL172C	0.957
YPL174C	0.911
YPL176C	0.994
YPL177C	0.966
YPL178W	0.754
YPL179W	0.953
YPL181W	1.017
YPL182C	1.05
YPL183C	0.983
YPL183W-A	0.977
YPL184C	0.962
YPL185W	1.001
YPL187W	0.999
YPL189W	0.989
YPL191C	0.999
YPL192C	0.875
YPL194W	0.994
YPL196W	0.973
YPL197C	0.991
YPL198W	0.994
YPL199C	0.999
YPL200W	1.018
YPL201C	1.007
YPL202C	1.007
YPL203W	1.034
YPL205C	0.789
YPL206C	0.997
YPL207W	1.001
YPL208W	0.972
YPL212C	0.963
YPL213W	0.706
YPL214C	0.966
YPL216W	0.978
YPL219W	0.997
YPL220W	1.001
YPL221W	1.002
YPL222W	1.009
YPL223C	1.006
YPL224C	1.02
YPL225W	0.918
YPL226W	0.767
YPL227C	1.011
YPL229W	0.998
YPL230W	1.041
YPL232W	0.989
YPL236C	0.984
YPL239W	0.738
YPL240C	0.962
YPL241C	0.954
YPL244C	0.94
YPL245W	0.932
YPL246C	0.999
YPL247C	1.005
YPL248C	1.005
YPL249C	0.998
YPL250C	1.026
YPL253C	0.958
YPL256C	0.711
YPL257W	1.001
YPL258C	1.008
YPL259C	0.951
YPL260W	0.862
YPL261C	0.676
YPL262W	0.978
YPL263C	1.002
YPL264C	1.003
YPL265W	1.002
YPL267W	0.982
YPL269W	1.002
YPL270W	0.992
YPL272C	0.994
YPL273W	1.002
YPL274W	0.999
YPR001W	1.002
YPR002W	0.998
YPR003C	0.999
YPR004C	0.999
YPR005C	1.0
YPR006C	0.987
YPR007C	1.003
YPR008W	1.008
YPR009W	0.997
YPR011C	1.029
YPR012W	1.001
YPR013C	1.004
YPR014C	0.975
YPR015C	1.0
YPR017C	1.002
YPR018W	0.883
YPR020W	0.891
YPR021C	0.984
YPR022C	0.999
YPR023C	0.933
YPR024W	0.516
YPR026W	0.997
YPR027C	0.993
YPR028W	1.006
YPR029C	0.995
YPR030W	0.935
YPR031W	1.007
YPR032W	0.972
YPR037C	0.998
YPR038W	1.001
YPR039W	1.004
YPR040W	0.957
YPR042C	0.99
YPR043W	0.763
YPR044C	0.789
YPR045C	0.764
YPR046W	0.987
YPR050C	0.895
YPR051W	0.919
YPR052C	1.018
YPR053C	0.984
YPR054W	0.995
YPR057W	0.856
YPR058W	0.98
YPR059C	0.981
YPR060C	0.826
YPR061C	0.967
YPR062W	0.997
YPR063C	1.001
YPR064W	0.974
YPR065W	0.971
YPR066W	0.912
YPR068C	1.001
YPR070W	0.774
YPR071W	1.003
YPR073C	0.998
YPR074C	0.901
YPR075C	1.006
YPR076W	1.006
YPR077C	1.0
YPR078C	0.986
YPR079W	1.025
YPR083W	0.993
YPR084W	0.946
YPR089W	0.9915
YPR091C	1.017
YPR092W	1.03
YPR093C	0.996
YPR095C	1.001
YPR096C	0.969
YPR097W	0.986
YPR098C	0.997
YPR106W	0.977
YPR109W	1.005
YPR111W	1.021
YPR114W	0.989
YPR115W	1.002
YPR117W	1.011
YPR118W	0.979
YPR119W	0.961
YPR120C	0.974
YPR121W	1.002
YPR122W	1.004
YPR123C	0.979
YPR124W	0.933
YPR125W	1.002
YPR126C	1.003
YPR127W	1.003
YPR128C	1.013
YPR129W	0.934
YPR130C	0.938
YPR132W	0.945
YPR134W	0.957
YPR135W	0.755
YPR138C	0.988
YPR140W	0.993
YPR141C	0.782
YPR145W	0.981
YPR146C	1.03
YPR147C	1.002
YPR148C	0.974
YPR149W	0.996
YPR150W	1.013
YPR151C	0.999
YPR152C	0.99
YPR153W	0.963
YPR154W	1.004
YPR155C	0.961
YPR156C	0.998
YPR157W	0.999
YPR158W	0.997
YPR160W	0.997
YPR164W	0.845
YPR167C	0.948
YPR170C	0.968
YPR171W	0.998
YPR172W	1.044
YPR173C	0.614
YPR174C	0.98
YPR179C	0.91
YPR184W	1.0
YPR185W	0.992
YPR188C	0.977
YPR189W	0.891
YPR191W	0.977
YPR192W	1.002
YPR193C	1.002
YPR194C	1.03
YPR195C	1.006
YPR196W	0.999
YPR197C	1.006
YPR198W	0.998
YPR199C	0.999
YPR200C	1.013
YPR201W	0.999
