orf	hom | growth (pooled culture) | iron limitation | YPD | Jo WJ~Vulpe CD, 2009
YDR005C	-1.6299713925020785
YDR035W	-1.2245262471309581
YDR048C	-3.8599196920432393
YDR049W	-3.4544745466721194
YDR072C	1.4108671977813232
YDR075W	-1.4272488198165183
YDR098C	-2.8463068286154387
YDR101C	2.2217574885235636
YDR120C	-1.8326939651876386
YDR121W	4.451705788064725
YDR143C	-1.6299713925020785
YDR149C	-2.440861683244319
YDR156W	2.4244800612091235
YDR162C	-2.6435842559298792
YDR179C	1.8163123431524435
YDR202C	-5.278977700842161
YDR203W	-5.278977700842161
YDR237W	2.829925206580244
YDR244W	-3.049029401300999
YDR254W	-2.440861683244319
YDR265W	-5.278977700842161
YDR269C	-9.738874299924483
YDR270W	-3.4544745466721194
YDR271C	-5.278977700842161
YDR276C	-3.2517519739865595
YDR295C	-3.2517519739865595
YDR297W	-2.238139110558759
YDR314C	-2.0354165378731985
YDR329C	-4.67080998278548
YDR334W	-3.6571971193576793
YDR335W	-3.4544745466721194
YDR349C	-3.8599196920432393
YDR363W	-1.6299713925020785
YDR363W-A	3.235370351951364
YDR385W	2.0190349158380037
YDR389W	-3.2517519739865595
YDR391C	-1.4272488198165183
YDR393W	-2.238139110558759
YDR395W	-1.8326939651876386
YDR399W	1.6135897704668833
YDR403W	1.4108671977813232
YDR414C	1.4108671977813232
YDR431W	1.208144625095763
YDR435C	-2.0354165378731985
YDR442W	1.8163123431524435
YDR447C	2.2217574885235636
YDR455C	-8.725261436496682
YDR456W	-4.26536483741436
YDR457W	6.884376660291446
YDR469W	-2.238139110558759
YDR484W	-3.6571971193576793
YDR485C	-2.0354165378731985
YDR490C	1.208144625095763
YDR493W	1.0054220524102029
YDR495C	-2.238139110558759
YDR537C	-1.6299713925020785
YEL031W	-2.238139110558759
YEL037C	-2.6435842559298792
YEL056W	-1.2245262471309581
YEL060C	-1.2245262471309581
YEL062W	-1.6299713925020785
YEL064C	-1.8326939651876386
YER002W	2.4244800612091235
YER007C-A	-2.0354165378731985
YER017C	3.032647779265804
YER019C-A	-1.4272488198165183
YER019W	-2.440861683244319
YER031C	-1.8326939651876386
YER032W	-1.6299713925020785
YER040W	-3.2517519739865595
YER073W	-2.6435842559298792
YER075C	-1.4272488198165183
YER084W	-2.8463068286154387
YER087C-B	-1.8326939651876386
YER092W	2.2217574885235636
YER093C	-2.238139110558759
YER110C	3.032647779265804
YER139C	2.829925206580244
YER145C	-9.536151727238924
YER151C	-3.049029401300999
YER153C	2.4244800612091235
YER156C	2.2217574885235636
YFL012W-A	1.8163123431524435
YFL025C	-2.238139110558759
YFL049W	-2.440861683244319
YFR010W	-3.049029401300999
YFR031C	2.0190349158380037
YFR032C-A	2.2217574885235636
YFR036W	4.654428360750284
YGL005C	-3.6571971193576793
YGL007W	-3.049029401300999
YGL012W	-2.6435842559298792
YGL025C	-2.0354165378731985
YGL045W	-5.583061559870501
YGL054C	-2.238139110558759
YGL060W	2.0190349158380037
YGL064C	2.829925206580244
YGL066W	-3.2517519739865595
YGL072C	3.8435380700080444
YGL136C	4.451705788064725
YGL148W	-4.46808741009992
YGL149W	2.2217574885235636
YGL152C	-4.46808741009992
YGL153W	-5.278977700842161
YGL194C	-2.440861683244319
YGL212W	-4.26536483741436
YGL250W	-2.0354165378731985
YGL253W	-1.6299713925020785
YGR034W	2.0190349158380037
YGR035C	1.6135897704668833
YGR076C	2.0190349158380037
YGR077C	-4.0626422647288
YGR078C	2.4244800612091235
YGR092W	-2.440861683244319
YGR102C	3.8435380700080444
YGR118W	1.4108671977813232
YGR122W	-5.076255128156601
YGR132C	-2.0354165378731985
YGR133W	-3.4544745466721194
YGR135W	-1.6299713925020785
YGR171C	-1.8326939651876386
YGR181W	-2.238139110558759
YGR182C	-2.8463068286154387
YGR184C	-3.2517519739865595
YGR192C	2.4244800612091235
YGR206W	-3.049029401300999
YGR220C	4.046260642693604
YGR221C	0.5999769070390828
YGR228W	1.4108671977813232
YGR233C	2.2217574885235636
YGR252W	-2.440861683244319
YGR261C	-1.6299713925020785
YGR270W	-3.049029401300999
YHL014C	-1.2245262471309581
YHL020C	-6.698035709641081
YHL027W	-5.278977700842161
YHL037C	-1.4272488198165183
YHL040C	-1.021803674445398
YHL042W	-1.4272488198165183
YHR004C	-2.440861683244319
YHR012W	-1.8326939651876386
YHR017W	-1.2245262471309581
YHR031C	-3.049029401300999
YHR045W	-5.4817002735277205
YHR057C	1.6135897704668833
YHR077C	-2.0354165378731985
YHR094C	1.208144625095763
YHR104W	-1.021803674445398
YHR108W	0.802699479724643
YHR134W	2.4244800612091235
YHR153C	-1.2245262471309581
YHR167W	2.829925206580244
YHR179W	-3.049029401300999
YHR200W	-4.0626422647288
YHR204W	-2.238139110558759
YHR206W	-2.6435842559298792
YIL002C	-1.6299713925020785
YIL005W	-3.049029401300999
YIL016W	-1.2245262471309581
YIL029C	-2.0354165378731985
YIL038C	-1.8326939651876386
YIL039W	-1.4272488198165183
YIL041W	-2.8463068286154387
YIL043C	1.4108671977813232
YIL053W	-1.2245262471309581
YIL065C	-3.8599196920432393
YIL069C	1.0054220524102029
YIL077C	-3.049029401300999
YIL097W	-2.238139110558759
YIL101C	1.6135897704668833
YIL103W	1.8163123431524435
YIL112W	1.4108671977813232
YIL121W	1.6135897704668833
YIL153W	-3.049029401300999
YIR005W	2.627202633894684
YIR009W	-2.6435842559298792
YIR033W	-6.292590564269961
YIR034C	-2.0354165378731985
YJL004C	-5.278977700842161
YJL023C	3.235370351951364
YJL024C	-3.8599196920432393
YJL027C	-3.2517519739865595
YJL093C	1.4108671977813232
YJL094C	-5.076255128156601
YJL095W	-3.8599196920432393
YJL124C	-1.8326939651876386
YJL130C	-2.6435842559298792
YJL145W	-1.6299713925020785
YJL149W	-2.0354165378731985
YJL154C	-1.8326939651876386
YJL155C	-3.4544745466721194
YJL164C	-2.6435842559298792
YJL166W	-2.238139110558759
YJL179W	-3.049029401300999
YJL185C	-2.238139110558759
YJL192C	1.4108671977813232
YJL204C	-4.0626422647288
YJL206C	-1.8326939651876386
YJL209W	-2.6435842559298792
YJL211C	-5.4817002735277205
YJL215C	-1.021803674445398
YJL217W	-1.4272488198165183
YJR033C	-7.103480855012201
YJR040W	-7.306203427697762
YJR043C	-2.440861683244319
YJR050W	2.829925206580244
YJR060W	-1.6299713925020785
YJR077C	1.8163123431524435
YJR097W	1.6135897704668833
YJR102C	-5.4817002735277205
YJR117W	-1.4272488198165183
YJR120W	-2.440861683244319
YJR139C	2.4244800612091235
YKL008C	1.8163123431524435
YKL041W	-4.46808741009992
YKL046C	-2.238139110558759
YKL053C-A	-1.8326939651876386
YKL056C	2.627202633894684
YKL068W	1.208144625095763
YKL074C	2.4244800612091235
YKL087C	1.4108671977813232
YKL110C	2.2217574885235636
YKL126W	-2.238139110558759
YKL138C	1.8163123431524435
YKL197C	-4.26536483741436
YKL213C	-4.46808741009992
YKL216W	-2.8463068286154387
YKL220C	-1.8326939651876386
YKR019C	-6.0898679915844
YKR029C	-4.26536483741436
YKR035W-A	-1.6299713925020785
YKR042W	-2.8463068286154387
YKR047W	1.208144625095763
YKR048C	2.0190349158380037
YKR052C	-7.103480855012201
YKR072C	1.8163123431524435
YKR074W	1.6135897704668833
YKR077W	-1.8326939651876386
YKR092C	3.032647779265804
YKR094C	-2.238139110558759
YLL001W	-1.2245262471309581
YLL006W	1.6135897704668833
YLL043W	-4.87353255547104
YLL044W	2.2217574885235636
YLL045C	2.4244800612091235
YLR015W	-2.0354165378731985
YLR025W	-6.495313136955521
YLR027C	-3.4544745466721194
YLR032W	2.2217574885235636
YLR036C	-1.4272488198165183
YLR056W	-2.440861683244319
YLR085C	-4.0626422647288
YLR087C	-2.440861683244319
YLR110C	-2.8463068286154387
YLR111W	-3.2517519739865595
YLR119W	-4.0626422647288
YLR126C	-1.4272488198165183
YLR131C	-0.6163585290742778
YLR133W	-1.6299713925020785
YLR176C	-4.0626422647288
YLR191W	-4.26536483741436
YLR204W	-2.440861683244319
YLR213C	-1.6299713925020785
YLR214W	-4.46808741009992
YLR221C	2.0190349158380037
YLR233C	1.4108671977813232
YLR238W	-2.440861683244319
YLR268W	-2.238139110558759
YLR292C	-1.8326939651876386
YLR304C	2.0190349158380037
YLR315W	2.2217574885235636
YLR330W	-2.238139110558759
YLR344W	2.0190349158380037
YLR360W	-2.238139110558759
YLR368W	3.438092924636924
YLR373C	2.2217574885235636
YLR417W	-5.4817002735277205
YLR420W	-2.0354165378731985
YLR450W	2.2217574885235636
YLR451W	-1.6299713925020785
YML041C	-3.2517519739865595
YML071C	-4.87353255547104
YML094C-A	2.829925206580244
YML097C	-2.0354165378731985
YML107C	1.208144625095763
YML122C	2.4244800612091235
YMR052C-A	-2.238139110558759
YMR052W	-1.4272488198165183
YMR054W	-6.495313136955521
YMR057C	-5.278977700842161
YMR058W	-7.9143711457544415
YMR063W	-4.67080998278548
YMR070W	-2.0354165378731985
YMR077C	-3.4544745466721194
YMR099C	-2.238139110558759
YMR123W	-1.4272488198165183
YMR135C	-1.6299713925020785
YMR154C	-4.26536483741436
YMR183C	-3.6571971193576793
YMR202W	-4.26536483741436
YMR207C	1.6135897704668833
YMR214W	-3.2517519739865595
YMR216C	-3.2517519739865595
YMR219W	-2.440861683244319
YMR246W	-1.8326939651876386
YMR258C	-3.6571971193576793
YMR263W	-2.8463068286154387
YMR269W	2.0190349158380037
YMR274C	-1.021803674445398
YMR276W	-1.2245262471309581
YMR291W	-1.4272488198165183
YMR311C	-1.8326939651876386
YNL001W	-2.0354165378731985
YNL016W	-2.238139110558759
YNL025C	2.2217574885235636
YNL041C	-4.26536483741436
YNL056W	1.8163123431524435
YNL071W	1.8163123431524435
YNL084C	-3.049029401300999
YNL096C	2.0190349158380037
YNL097C	-3.049029401300999
YNL104C	-0.8190811017598381
YNL105W	-1.2245262471309581
YNL107W	-1.8326939651876386
YNL183C	1.208144625095763
YNL198C	2.2217574885235636
YNL206C	-1.8326939651876386
YNL215W	2.4244800612091235
YNL248C	1.8163123431524435
YNL259C	-9.333429154553361
YNL285W	1.208144625095763
YNL294C	-4.26536483741436
YNL299W	-1.8326939651876386
YNL323W	-2.8463068286154387
YNL329C	-2.6435842559298792
YNR005C	-3.049029401300999
YNR006W	-4.46808741009992
YNR032C-A	2.0190349158380037
YNR032W	-1.6299713925020785
YNR037C	2.4244800612091235
YNR042W	1.8163123431524435
YNR051C	-3.049029401300999
YNR067C	0.802699479724643
YOL004W	-2.238139110558759
YOL012C	-2.0354165378731985
YOL018C	-2.0354165378731985
YOL020W	-1.6299713925020785
YOL027C	-1.021803674445398
YOL039W	2.4244800612091235
YOL044W	-2.8463068286154387
YOL064C	-1.6299713925020785
YOL070C	1.0054220524102029
YOL079W	1.208144625095763
YOL081W	-4.0626422647288
YOL096C	-2.440861683244319
YOL115W	-1.6299713925020785
YOR002W	-2.440861683244319
YOR005C	-0.8190811017598381
YOR008C-A	-1.2245262471309581
YOR014W	-1.8326939651876386
YOR025W	-1.6299713925020785
YOR027W	1.6135897704668833
YOR030W	-3.4544745466721194
YOR039W	-1.8326939651876386
YOR043W	-2.0354165378731985
YOR059C	-0.8190811017598381
YOR068C	-1.8326939651876386
YOR069W	-2.238139110558759
YOR085W	-1.6299713925020785
YOR089C	-4.67080998278548
YOR106W	-2.238139110558759
YOR123C	-3.6571971193576793
YOR139C	-1.8326939651876386
YOR140W	-2.0354165378731985
YOR141C	2.4244800612091235
YOR150W	2.4244800612091235
YOR158W	3.438092924636924
YOR182C	2.4244800612091235
YOR189W	2.0190349158380037
YOR191W	-1.8326939651876386
YOR230W	1.8163123431524435
YOR235W	2.0190349158380037
YOR275C	-4.67080998278548
YOR295W	3.235370351951364
YOR297C	-2.440861683244319
YOR322C	-1.2245262471309581
YOR323C	-3.4544745466721194
YOR327C	1.208144625095763
YOR330C	1.6135897704668833
YOR345C	-1.2245262471309581
YOR349W	2.0190349158380037
YOR360C	-2.238139110558759
YOR366W	-1.8326939651876386
YOR379C	-1.6299713925020785
YPL002C	-4.67080998278548
YPL051W	-4.0626422647288
YPL055C	-2.8463068286154387
YPL057C	0.802699479724643
YPL065W	-6.698035709641081
YPL104W	1.8163123431524435
YPL110C	-0.8190811017598381
YPL120W	-3.4544745466721194
YPL137C	-1.2245262471309581
YPL138C	-2.238139110558759
YPL139C	-5.88714541889884
YPL144W	-2.0354165378731985
YPL154C	-2.8463068286154387
YPL158C	2.0190349158380037
YPL170W	-8.725261436496682
YPL172C	1.0054220524102029
YPL178W	-2.0354165378731985
YPL181W	-7.508926000383322
YPL182C	-7.508926000383322
YPL195W	-2.8463068286154387
YPL202C	1.6135897704668833
YPL213W	-1.8326939651876386
YPL239W	1.4108671977813232
YPL241C	2.0190349158380037
YPL265W	-2.440861683244319
YPL270W	-2.0354165378731985
YPR024W	-4.46808741009992
YPR052C	-2.0354165378731985
YPR057W	2.0190349158380037
YPR070W	-2.440861683244319
YPR083W	-1.6299713925020785
YPR087W	2.627202633894684
YPR089W	-2.0354165378731985
YPR124W	-2.238139110558759
YPR166C	3.6408154973224844
YPR173C	-3.6571971193576793
YPR179C	-3.049029401300999
