ORF	hom | growth (relative abundance in pooled culture) | time [14 generations] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | time [21 generations] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | time [14 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | time [21 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [14 generations] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [21 generations] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [14 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [21 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | time [21 generations] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | time [21 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [14 generations] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [21 generations] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [14 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [21 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015
YBR002C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.820	NaN	NaN	0.304	-0.298
YBR003W	0.158	1.098	0.296	-0.075	0.232	-0.833	-0.289	-0.140	NaN	0.749	NaN	NaN	0.905	0.635
YBR005W	-0.407	-0.630	1.019	1.140	-0.927	0.120	-1.556	-0.422	NaN	-1.069	NaN	NaN	0.315	-0.824
YBR006W	0.169	-0.721	0.168	0.356	-0.055	1.396	0.026	0.209	NaN	NaN	NaN	NaN	NaN	NaN
YBR007C	-0.148	-0.287	0.721	0.309	-0.498	-0.256	-0.641	-0.611	NaN	0.602	NaN	NaN	-0.184	-0.672
YBR008C	-0.644	-1.306	1.261	1.038	-0.206	-0.068	-1.731	-0.705	NaN	-0.320	NaN	NaN	-0.111	-0.850
YBR009C	-0.715	-1.941	0.948	0.775	-0.425	0.438	-1.239	-0.280	NaN	-0.864	NaN	NaN	0.171	-0.195
YBR010W	-0.472	-1.671	0.212	-0.089	0.754	1.329	-0.410	-0.276	NaN	-0.391	NaN	NaN	0.577	0.076
YBR011C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.431	-0.078	0.109	0.368	-0.043
YBR012C	-0.240	-0.298	0.504	0.296	-0.224	0.109	-0.845	-0.522	NaN	0.234	NaN	NaN	1.527	0.925
YBR013C	-0.533	-0.560	1.012	0.846	-0.900	-0.607	-1.569	-0.559	NaN	-0.616	NaN	NaN	0.264	0.536
YBR014C	-0.246	-0.381	0.274	0.108	0.048	0.326	-0.947	-0.353	NaN	NaN	NaN	NaN	NaN	NaN
YBR015C	-1.617	-0.824	-1.892	0.303	-0.769	-3.869	1.535	1.984	NaN	0.362	NaN	NaN	1.243	-0.309
YBR016W	-0.014	0.191	-0.228	-0.200	0.331	0.189	0.124	0.030	NaN	NaN	NaN	NaN	NaN	NaN
YBR017C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.604	NaN	NaN	0.942	-0.535
YBR018C	-0.320	-0.375	0.351	0.288	-0.906	0.358	-0.865	-0.396	NaN	-0.048	NaN	NaN	-0.647	-1.124
YBR019C	-0.713	-0.857	1.427	1.071	-0.574	0.042	-0.974	-0.225	-0.000	-0.509	NaN	NaN	NaN	NaN
YBR020W	-0.424	-0.682	0.739	0.631	-0.691	-0.089	NaN	NaN	NaN	-0.188	-0.504	-0.131	0.211	0.164
YBR021W	-0.604	-1.508	0.612	0.497	-1.181	0.784	-0.278	-0.147	NaN	-0.959	NaN	NaN	NaN	NaN
YBR022W	-0.311	-1.590	0.294	0.356	-0.182	0.619	-1.037	-0.431	NaN	-0.976	NaN	NaN	0.079	0.313
YBR023C	0.101	-0.647	1.077	0.564	0.794	1.004	-1.817	-0.721	NaN	-0.109	NaN	NaN	0.816	0.273
YBR024W	-0.573	-0.836	0.883	0.838	-0.724	-0.309	-0.972	-0.298	NaN	NaN	NaN	NaN	0.465	0.957
YBR025C	-0.617	-1.514	0.316	-0.531	-1.120	-1.174	-1.021	-1.383	NaN	-0.709	NaN	NaN	-1.589	-1.130
YBR026C	0.102	1.685	0.354	-0.356	-0.214	-1.598	0.479	0.381	NaN	NaN	NaN	NaN	NaN	NaN
YBR027C	-0.461	-0.461	0.752	0.732	-0.653	0.678	-0.465	-0.352	NaN	NaN	NaN	NaN	NaN	NaN
YBR028C	-0.266	-0.980	0.343	0.261	0.935	0.312	-1.305	-0.496	NaN	-0.516	NaN	NaN	0.679	0.273
YBR030W	-0.512	-0.761	0.717	0.577	-0.491	0.353	-0.834	-0.557	NaN	-0.796	NaN	NaN	1.350	1.596
YBR031W	-0.600	-1.585	0.572	0.238	-0.863	-0.682	-1.335	-1.133	NaN	-0.053	NaN	NaN	0.304	-0.002
YBR032W	-0.343	-0.483	0.451	0.398	-0.680	0.183	-1.145	-0.266	NaN	-0.561	NaN	NaN	-0.303	-1.043
YBR033W	0.220	-0.481	-0.211	0.187	-0.316	0.467	0.043	0.020	NaN	NaN	NaN	NaN	0.385	-0.195
YBR034C	-0.107	-0.757	1.070	1.097	-0.549	-0.319	-0.955	-0.913	NaN	NaN	NaN	NaN	0.807	-0.172
YBR035C	-0.899	0.385	NaN	NaN	-1.087	-3.001	-1.203	-0.862	NaN	-0.611	NaN	NaN	NaN	NaN
YBR036C	-0.074	0.805	0.046	-0.098	0.232	-0.934	-0.608	0.342	0.092	-0.057	0.289	0.251	-0.165	0.084
YBR037C	-0.597	1.026	1.525	1.053	-0.760	-2.482	-0.905	-0.454	NaN	NaN	NaN	NaN	0.836	0.944
YBR039W	-0.526	2.285	1.334	0.741	-0.793	-1.643	-0.766	0.284	NaN	-1.168	NaN	NaN	0.728	0.121
YBR040W	-0.261	-0.367	0.035	0.004	-0.117	-0.083	-0.876	-0.834	NaN	0.069	NaN	NaN	0.112	-0.743
YBR041W	-1.046	-0.155	1.207	0.688	-0.861	-1.191	-1.726	-0.347	NaN	NaN	NaN	NaN	0.967	0.828
YBR042C	0.157	0.365	-0.480	0.010	0.905	-0.366	0.117	0.125	NaN	0.235	NaN	NaN	0.687	0.455
YBR043C	-0.536	-1.877	0.352	0.076	-0.121	0.351	-0.146	0.428	NaN	-0.663	NaN	NaN	0.264	-0.798
YBR044C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.905	NaN	NaN	NaN	NaN
YBR045C	-0.398	-1.918	0.292	0.748	0.232	0.824	-0.686	-0.378	NaN	0.018	NaN	NaN	-0.219	-0.480
YBR046C	0.011	-0.391	0.237	0.298	0.267	0.671	-0.329	-0.166	NaN	-0.168	NaN	NaN	-0.351	-0.060
YBR047W	-0.184	-1.092	0.618	0.694	0.766	1.065	-0.921	-0.237	NaN	0.379	NaN	NaN	0.385	-1.043
YBR048W	-0.891	-0.954	0.028	-1.486	-0.936	-2.480	-1.227	-0.955	NaN	-0.737	NaN	NaN	0.942	0.858
YBR049C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.416	NaN	NaN	NaN	NaN
YBR050C	-0.837	-0.928	1.255	0.883	-0.974	-0.390	-1.861	-0.464	NaN	-0.846	NaN	NaN	0.719	0.150
YBR051W	-0.361	-0.264	0.435	0.459	-0.984	-0.529	-1.083	1.338	NaN	-0.275	NaN	NaN	1.116	0.137
YBR052C	-0.450	-0.700	1.035	0.499	-0.769	-0.343	-1.048	-1.054	NaN	NaN	NaN	NaN	NaN	NaN
YBR053C	-0.908	-1.079	0.683	0.909	-1.022	-0.798	-0.584	0.068	NaN	NaN	NaN	NaN	0.488	0.137
YBR054W	-0.115	-0.420	0.241	0.363	-0.221	0.809	-0.803	-0.632	NaN	-0.168	NaN	NaN	0.527	-0.172
YBR055C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.270	NaN	NaN	0.368	-0.490
YBR056W	NaN	NaN	0.188	-0.183	1.897	0.211	NaN	NaN	NaN	-0.327	NaN	NaN	0.292	-0.227
YBR057C	-0.228	-0.357	0.596	-0.101	-0.253	0.284	-0.608	-0.069	NaN	-1.219	NaN	NaN	0.286	0.520
YBR058C	-0.519	-1.195	0.925	0.671	-0.867	0.644	-1.027	-0.146	NaN	-0.338	NaN	NaN	0.642	-1.087
YBR059C	-0.445	-0.221	0.094	0.085	-0.474	-1.451	-0.116	-0.207	NaN	-0.287	NaN	NaN	0.659	-0.158
YBR061C	-0.406	0.852	0.146	-0.396	0.282	-1.016	-1.467	0.281	NaN	-0.268	NaN	NaN	0.425	-0.502
YBR062C	-0.309	-0.065	0.377	0.509	-0.745	-0.469	-1.129	-0.338	NaN	-1.223	NaN	NaN	-0.239	-1.130
YBR063C	-0.292	-0.269	0.170	0.031	0.518	0.366	-0.334	-0.361	NaN	-0.623	NaN	NaN	0.411	0.635
YBR064W	0.134	-0.252	0.277	0.261	-0.413	-0.058	-0.492	0.118	NaN	-0.251	NaN	NaN	-0.239	-0.645
YBR065C	-0.121	-0.200	0.425	0.409	0.123	0.537	0.251	0.362	NaN	0.417	NaN	NaN	-1.386	-1.195
YBR066C	-0.013	-1.025	0.133	0.037	-0.776	-0.908	-0.542	-0.353	NaN	0.069	NaN	NaN	-0.264	-0.365
YBR067C	-0.443	-0.553	0.941	0.992	-0.844	-0.118	-1.467	-0.629	-0.000	-0.991	NaN	NaN	1.205	-0.824
YBR068C	-0.413	0.603	0.607	0.550	0.059	-1.286	-0.976	-0.102	NaN	-0.221	NaN	NaN	-0.259	-0.839
YBR069C	-0.251	-1.246	1.072	1.109	-0.636	-0.365	-0.985	-0.576	NaN	-0.638	NaN	NaN	0.697	0.050
YBR070C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.073	NaN	NaN	1.334	-0.087
YBR071W	-0.693	-0.424	1.263	1.278	-1.110	-0.128	-1.603	-0.350	NaN	NaN	NaN	NaN	-0.026	0.176
YBR072W	-0.039	-0.031	0.090	0.443	-0.299	0.298	-0.955	0.239	NaN	-0.509	NaN	NaN	-0.336	0.014
YBR073W	-0.232	-1.072	1.430	0.744	-0.906	0.052	-1.049	-0.408	NaN	-0.168	NaN	NaN	0.420	-0.172
YBR074W	-0.376	-0.251	0.326	0.134	-0.334	0.112	-0.502	-0.120	-0.000	-0.149	-0.050	-0.580	-0.224	0.022
YBR076W	-0.388	-0.588	0.830	0.676	-0.983	-0.092	-1.311	-0.314	NaN	-0.753	NaN	NaN	0.642	-0.365
YBR077C	-1.290	-1.290	-0.571	-0.768	-1.699	-2.047	-1.917	-2.281	NaN	-0.628	NaN	NaN	-0.014	-1.502
YBR078W	-0.407	1.872	0.063	-0.119	-0.167	-2.167	-0.693	0.187	NaN	-0.444	NaN	NaN	0.626	-0.850
YBR079C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.029	NaN	NaN	0.468	0.161
YBR080C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.601	NaN	NaN	-0.313	-0.645
YBR081C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.215	NaN	NaN	0.085	-0.623
YBR082C	-0.591	-1.481	0.664	-0.045	NaN	NaN	NaN	NaN	NaN	0.040	NaN	NaN	0.057	-0.075
YBR083W	-0.474	-0.167	0.525	0.531	-0.654	-0.199	0.208	0.291	NaN	0.219	NaN	NaN	0.716	-0.839
YBR084C-A	-0.009	1.209	0.014	-0.552	-0.097	-1.409	-0.422	-0.399	NaN	0.194	NaN	NaN	-0.776	-1.252
YBR084W	0.237	0.613	0.102	0.280	-0.638	-0.882	0.418	0.715	NaN	-0.189	NaN	NaN	-0.214	-0.654
YBR085W	0.787	0.468	0.174	0.760	-0.598	0.623	-0.041	-0.025	NaN	-0.385	NaN	NaN	0.128	-1.184
YBR086C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.552	NaN	NaN	-0.456	0.015
YBR087W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.233	NaN	NaN	0.554	0.022
YBR088C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.709	-0.069	-0.089	0.366	0.294
YBR089C-A	0.317	-0.379	0.320	0.301	0.028	0.235	-0.003	0.068	NaN	-0.592	NaN	NaN	0.925	0.176
YBR089W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.416	NaN	NaN	0.318	-0.480
YBR090C	-0.856	0.094	1.038	0.612	-1.342	-1.280	NaN	NaN	NaN	-0.694	NaN	NaN	1.571	1.542
YBR091C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.031	NaN	NaN	0.594	0.243
YBR092C	0.264	0.370	-0.375	0.057	0.574	0.902	-0.269	0.022	NaN	0.038	NaN	NaN	-0.242	0.697
YBR093C	-0.353	-0.584	0.008	-0.113	0.107	0.468	-0.651	0.019	NaN	-0.431	NaN	NaN	-0.933	-0.017
YBR094W	1.766	1.147	0.559	0.386	-0.888	-2.465	-0.310	-0.127	NaN	-0.121	NaN	NaN	0.245	0.073
YBR095C	0.160	0.692	0.521	0.281	-0.387	-1.121	-0.351	0.087	NaN	NaN	NaN	NaN	NaN	NaN
YBR096W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.168	NaN	NaN	0.642	0.957
YBR098W	-0.124	-0.751	0.692	0.007	-0.200	0.136	-1.024	-0.946	NaN	-0.507	NaN	NaN	-0.090	-0.278
YBR099C	-0.431	-0.900	0.571	0.270	-0.819	-0.724	-1.268	-0.368	NaN	NaN	NaN	NaN	0.420	-0.172
YBR101C	0.104	-0.413	0.447	-0.093	-0.780	0.403	-1.083	-0.335	NaN	NaN	NaN	NaN	NaN	NaN
YBR103W	-0.470	-1.378	-0.467	-1.573	-1.801	-0.187	-1.054	-1.507	NaN	-0.860	NaN	NaN	0.707	0.816
YBR104W	-0.013	-1.103	0.269	0.384	0.999	1.047	-0.494	-0.014	NaN	-0.338	NaN	NaN	0.790	-0.201
YBR105C	-0.117	0.558	-0.393	-0.007	-0.194	-0.996	0.181	0.416	NaN	NaN	NaN	NaN	NaN	NaN
YBR106W	-0.629	-3.660	0.171	-0.657	-1.999	0.223	-1.323	-1.520	NaN	-0.431	NaN	NaN	0.465	0.635
YBR107C	-0.538	-0.599	NaN	NaN	-0.631	-0.631	0.071	0.186	NaN	0.219	NaN	NaN	0.387	0.050
YBR109C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.168	NaN	NaN	NaN	NaN
YBR111C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.385	NaN	NaN	0.148	0.707
YBR112C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.023	NaN	NaN	-0.011	-0.272
YBR113W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.317	NaN	NaN	NaN	NaN
YBR115C	0.064	0.291	0.656	0.324	-0.361	-1.003	-0.481	-0.365	NaN	NaN	NaN	NaN	0.614	-0.502
YBR116C	-0.476	-0.746	-0.295	0.260	-0.791	0.094	-0.242	0.151	NaN	NaN	NaN	NaN	NaN	NaN
YBR117C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.490	NaN	NaN	0.057	1.166
YBR119W	0.322	-0.666	-0.132	0.632	NaN	NaN	NaN	NaN	NaN	-0.606	NaN	NaN	-0.244	0.170
YBR120C	0.046	0.806	0.643	0.304	-1.422	-1.207	-0.557	0.380	NaN	-0.403	NaN	NaN	1.198	0.459
YBR121C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.201	-0.141	0.280	-0.908	-0.687
YBR123C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.730	NaN	NaN	-0.222	0.050
YBR124W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.007	NaN	NaN	0.295	-0.660
YBR125C	0.436	-1.083	-0.276	-0.124	0.564	2.019	0.195	0.269	NaN	0.131	NaN	NaN	-0.067	-0.294
YBR128C	NaN	NaN	NaN	NaN	-0.389	-0.116	NaN	NaN	NaN	NaN	NaN	NaN	-0.580	-1.309
YBR129C	-0.483	-0.298	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.753	NaN	NaN	0.527	1.050
YBR130C	-0.380	-0.603	0.562	0.390	-0.667	-0.416	-0.559	-0.241	NaN	-0.230	NaN	NaN	0.282	-1.043
YBR131W	-0.677	-0.677	-0.019	0.584	NaN	NaN	NaN	NaN	NaN	-0.260	NaN	NaN	-0.136	0.010
YBR132C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.205	NaN	NaN	0.664	-0.517
YBR134W	-0.135	-0.079	0.125	0.171	-0.153	-0.050	0.210	0.209	NaN	0.732	NaN	NaN	-0.043	-0.429
YBR136W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.210	NaN	NaN	0.614	-0.502
YBR137W	-0.463	-0.525	-0.531	-0.349	-0.206	0.306	NaN	NaN	NaN	0.046	NaN	NaN	-2.408	-0.687
YBR138C	0.077	0.529	0.546	-0.376	0.385	-0.113	-0.709	-0.244	NaN	-0.719	NaN	NaN	-0.426	-0.024
YBR139W	-0.076	-0.675	-0.238	-0.456	-0.239	1.042	0.058	0.469	NaN	0.606	NaN	NaN	0.551	0.301
YBR140C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.116	NaN	NaN	1.112	1.014
YBR141C	-0.071	-0.733	0.096	0.368	-0.012	0.493	0.284	-0.099	NaN	0.442	NaN	NaN	-0.331	-0.135
YBR142W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.569	NaN	NaN	-0.014	-0.502
YBR143C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.527	0.050
YBR144C	-0.035	-0.538	0.234	0.318	0.309	-0.044	-0.913	-0.689	NaN	-1.123	NaN	NaN	-0.151	-0.879
YBR145W	-0.041	0.219	0.398	0.432	-0.434	-0.074	-0.627	-0.386	NaN	0.527	NaN	NaN	0.670	0.220
YBR146W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.421	NaN	NaN	0.487	-0.574
YBR147W	-0.244	-0.275	0.343	0.591	0.591	-0.130	-0.530	-0.564	NaN	-0.709	NaN	NaN	-0.563	-1.239
YBR148W	0.057	-0.435	0.614	0.175	-0.406	0.213	-0.538	0.074	NaN	-0.306	NaN	NaN	NaN	NaN
YBR149W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.043	NaN	NaN	NaN	NaN
YBR150C	NaN	NaN	NaN	NaN	NaN	NaN	-0.249	0.068	NaN	NaN	NaN	NaN	-3.651	-1.345
YBR151W	0.338	-0.252	-0.607	-0.794	0.295	0.995	-0.398	-0.457	NaN	-0.031	NaN	NaN	-0.111	-0.587
YBR152W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.310	NaN	NaN	0.594	0.330
YBR153W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.332	NaN	NaN	0.277	0.263
YBR154C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.888	-0.365
YBR157C	-0.464	-0.912	1.084	0.112	-1.294	0.456	-1.011	-0.217	-0.000	NaN	-0.682	-0.936	0.227	-0.502
YBR158W	0.544	0.221	-0.341	-0.306	0.157	-0.342	-0.376	-0.151	-0.000	-0.227	1.464	1.389	-0.754	-0.414
YBR161W	0.288	-0.013	0.607	0.264	1.020	0.567	-0.241	-0.239	NaN	0.284	NaN	NaN	-0.580	-0.172
YBR162W-A	-0.084	-0.079	0.928	1.039	-0.365	-0.532	-0.446	0.568	NaN	0.379	NaN	NaN	0.768	0.176
YBR163W	-0.307	0.332	0.011	-0.844	-0.578	-2.095	-0.010	-0.197	NaN	-0.022	NaN	NaN	0.849	-0.239
YBR164C	-0.488	-0.957	0.665	0.255	-0.848	-0.612	NaN	NaN	NaN	-0.594	NaN	NaN	-0.058	-0.602
YBR165W	NaN	NaN	-0.121	-0.883	NaN	NaN	0.349	0.116	NaN	0.832	NaN	NaN	0.749	-0.087
YBR166C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.129	NaN	NaN	0.320	0.429
YBR167C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.259	NaN	NaN	1.672	1.596
YBR168W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.149	0.291	NaN	NaN	0.375	0.050
YBR169C	-0.399	-1.722	0.610	0.377	-0.361	-0.166	-0.992	-0.406	NaN	-0.654	NaN	NaN	0.849	-0.628
YBR170C	0.096	1.204	-0.727	-0.444	0.259	-0.248	-0.219	-0.517	NaN	-0.275	NaN	NaN	0.304	0.686
YBR171W	NaN	NaN	NaN	NaN	-0.872	-1.523	-1.135	0.016	NaN	-0.753	NaN	NaN	0.315	0.876
YBR172C	-0.275	-0.123	0.549	0.581	-0.228	-0.371	-0.635	-0.319	NaN	-0.965	NaN	NaN	0.304	0.243
YBR173C	-0.390	-0.104	0.579	-1.129	-0.131	-1.887	-0.248	0.032	NaN	0.002	NaN	NaN	-0.498	-2.078
YBR174C	-0.094	0.200	-0.264	0.079	-0.364	-1.432	0.028	-0.480	NaN	-0.270	NaN	NaN	-0.136	-1.153
YBR175W	-0.265	-0.119	0.401	0.397	-0.528	-0.995	-0.235	-0.476	NaN	-0.242	NaN	NaN	-0.228	0.404
YBR176W	-0.511	-0.045	1.135	0.782	-0.622	-0.257	-1.559	-0.671	NaN	-0.959	NaN	NaN	0.642	0.635
YBR177C	-0.352	-1.862	0.977	0.534	-0.546	0.235	-1.196	-0.429	NaN	-1.152	NaN	NaN	0.919	-0.365
YBR178W	-0.059	-0.891	0.420	0.415	-0.368	-0.395	-0.289	-0.001	NaN	-0.246	NaN	NaN	-0.184	-0.834
YBR179C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.452	NaN	NaN	0.001	-0.365
YBR180W	-0.426	0.500	0.447	0.296	-0.530	-0.271	-0.149	0.427	NaN	0.095	NaN	NaN	0.427	0.635
YBR181C	-1.047	-1.714	0.204	-0.916	-0.996	-1.552	-1.176	-1.261	NaN	0.694	NaN	NaN	0.083	-0.645
YBR182C	0.077	-0.047	-0.032	0.136	1.089	1.261	0.587	0.278	NaN	0.024	NaN	NaN	0.450	-0.763
YBR183W	-0.311	-1.316	1.169	0.624	-0.690	-0.649	-1.152	-1.036	NaN	-0.737	NaN	NaN	NaN	NaN
YBR184W	-0.037	-0.159	0.058	-0.042	0.404	0.210	-0.175	-0.168	NaN	0.275	NaN	NaN	0.506	0.364
YBR185C	-0.470	-0.200	0.441	0.464	0.085	-0.934	-0.770	-0.332	NaN	-1.601	NaN	NaN	-0.736	-0.950
YBR186W	-0.173	-0.934	0.965	0.635	-0.505	-0.205	-0.726	-0.408	NaN	-0.709	NaN	NaN	-0.004	0.520
YBR188C	0.130	-0.871	0.132	-0.370	-1.368	-0.155	-0.554	0.093	NaN	-0.737	NaN	NaN	0.171	0.220
YBR189W	-0.551	-1.273	-0.072	-0.544	NaN	NaN	-0.135	-0.834	NaN	-1.225	NaN	NaN	-0.151	-0.092
YBR191W	0.096	-0.208	-1.178	-1.178	NaN	NaN	NaN	NaN	-0.000	-0.277	-0.627	-1.048	-0.059	-0.285
YBR193C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.458	NaN	NaN	0.494	-0.365
YBR194W	-1.402	0.500	0.131	-0.245	-0.207	-2.419	-0.457	0.148	NaN	-1.567	NaN	NaN	0.822	-0.017
YBR195C	-0.757	-1.436	0.566	0.594	-0.967	-0.183	-0.048	0.206	NaN	-0.242	NaN	NaN	-0.386	-1.365
YBR196C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.462	NaN	NaN	0.320	-0.464
YBR197C	0.081	-0.973	0.943	0.778	-1.894	-1.012	-1.118	-0.517	NaN	0.247	NaN	NaN	2.276	0.137
YBR199W	0.415	-0.258	0.436	0.314	-0.446	-0.273	-0.000	0.012	NaN	0.268	NaN	NaN	0.052	-1.722
YBR200W	NaN	NaN	NaN	NaN	-0.398	-0.398	NaN	NaN	NaN	-0.361	NaN	NaN	NaN	NaN
YBR202W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.168	-0.412	-0.246	0.012	-0.687
YBR203W	0.414	0.051	-0.160	0.543	0.526	0.796	-0.012	-0.586	-0.000	0.309	0.166	0.080	-0.044	0.562
YBR204C	0.305	0.545	-0.532	-0.353	-0.304	-0.290	-0.401	0.900	0.268	-0.168	0.398	-0.069	-0.606	-0.227
YBR205W	0.231	-0.604	0.052	-0.025	-0.177	0.647	-0.123	0.050	-0.161	-0.056	0.212	0.223	-0.158	-0.156
YBR206W	0.376	-0.586	-0.036	-0.020	0.184	0.737	0.296	0.151	-0.000	-0.219	0.145	0.104	-0.110	0.497
YBR207W	0.269	0.325	-0.011	-0.060	0.246	0.618	-0.162	-0.126	-0.000	0.308	0.237	0.372	-0.947	0.007
YBR208C	-0.086	0.492	0.437	0.207	0.283	0.258	0.539	0.028	0.544	-1.260	0.846	0.654	-0.430	0.325
YBR209W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.532	0.153	0.282	-0.115	0.538
YBR210W	-0.617	-1.325	1.243	0.770	0.532	0.221	-0.699	-0.967	-0.000	0.107	0.092	-0.243	0.305	0.837
YBR211C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.224	-0.776	0.146	0.060	0.308	-0.011
YBR212W	0.318	0.067	-0.203	-0.035	-0.398	0.105	0.040	-0.154	-0.000	-0.521	-0.502	0.008	-0.445	-0.254
YBR213W	0.215	0.338	-0.140	-0.199	0.055	-0.011	-0.045	-0.241	-0.000	-0.022	-0.703	-0.284	0.215	0.672
YBR214W	0.275	-1.019	-0.257	-0.297	0.045	0.471	-0.568	-0.756	NaN	-0.879	NaN	NaN	0.474	-0.002
YBR215W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.117	0.095	0.661	0.429	0.268	0.838
YBR216C	0.152	-0.170	0.248	0.232	-0.111	0.030	-0.583	-0.230	NaN	0.189	NaN	NaN	-0.117	-1.009
YBR217W	-0.192	0.355	0.091	-0.000	0.299	-0.045	-1.716	-0.318	-0.000	0.597	0.030	0.035	1.334	-0.043
YBR218C	-0.580	0.154	1.371	1.399	0.388	-0.174	-1.586	0.110	-0.000	0.291	-0.041	-0.074	1.434	0.805
YBR219C	0.150	-0.275	0.165	0.053	-1.345	-0.578	-1.646	-0.365	-0.000	-0.753	0.556	0.541	1.434	-0.502
YBR220C	0.325	-0.463	0.367	0.074	-0.348	-0.029	-0.029	-0.488	0.040	-0.181	0.262	0.256	-0.150	0.117
YBR221C	-0.324	1.832	0.697	0.561	0.077	-1.553	0.852	1.045	-0.000	0.161	0.762	0.275	-0.798	-0.398
