orf	hom | growth (relative abundance in pooled culture) | Nannocystin A [75 uM] | Krastel P~Hoepfner D, 2015	het | growth (relative abundance in pooled culture) | Nannocystin A [75 uM] | Krastel P~Hoepfner D, 2015
YBL009W	-0.09051826432718164	-0.17742389843866457
YBL010C	-0.581959090361548	-0.101163314272142
YBL011W	0.24705706489926305	5.0880656891509615
YBL012C	0.0837384802941138	0.3510626191405619
YBL013W	0.19191459778929357	0.8705791292482209
YBL015W	-0.061610654250290164	-0.3793191684000321
YBL016W		-0.07958067884847657
YBL017C	-0.5321349530863592	-0.13865097452043199
YBL018C		0.07012940710148609
YBL019W	0.0833172439459696	-0.14914617204304864
YBL020W		-0.10607192099687451
YBL022C	-1.4119787206475307	
YBL023C		-4.636771104605373
YBL024W	-1.117653357265878	-0.09619554806967064
YBL025W		-0.09258788792467412
YBL026W		1.2529367895783337
YBL027W	0.5180619528432646	0.7073591140465861
YBL028C	-0.09859653938351258	0.061670588575802245
YBL029W	-0.013793858719441927	0.0550390935107765
YBL030C		0.7602724608807196
YBL031W	-0.20725993751339575	-0.0512599061673032
YBL032W	-0.9577731069982945	-1.0112752863896546
YBL033C		0.10230348245993687
YBL034C		-0.09702109380970553
YBL035C		-0.10110004905574387
YBL036C	-0.1235274337573152	-0.06234388792119284
YBL037W	-0.8870844341544524	-0.11163860865895117
YBL038W	2.1989434190166697	0.1722922923922366
YBL039C	0.31996251998824876	-0.09873054215341964
YBL040C		0.27501688086731807
YBL041W		-0.10594754012063574
YBL042C	0.44585498563499526	0.27239324636830003
YBL043W	-0.06974678542424886	-0.06589609018174453
YBL044W	-0.2532489312647147	0.7975764749949977
YBL045C	0.4293688471884971	0.9314617133459756
YBL046W	-0.9695855310006857	-6.306730326661675
YBL047C	-4.747541974690172	1.0865384415771
YBL048W	-0.07201718363384614	0.007092271943347796
YBL049W	-0.05836298292197007	0.10994544539739048
YBL050W		0.8692206826545463
YBL051C	-0.10645148022043556	-0.1007225674367296
YBL052C	-0.04555804656281032	-0.19515243258906004
YBL053W	0.04539398408408028	-0.06102423446993513
YBL054W	-0.11110931074063887	-0.2668576098183062
YBL055C	-0.031750504957825075	0.3740573332568512
YBL056W	-0.17754695309635674	0.09211528049575717
YBL057C	-0.08949091121718812	-0.08682253274197732
YBL058W	-0.30392843721734414	-0.1155209532994003
YBL059W	0.12085143714103745	0.36024576517588125
YBL060W	-0.07563260501675982	-0.07683470156002072
YBL061C	-0.5038622935296332	-0.03684496309763446
YBL062W	-0.7257671766933331	-0.35437732073510925
YBL063W	0.09927084419084899	0.01117944050406713
YBL064C	-0.06327004888533527	0.10479715875774563
YBL065W	-0.33831641033767335	-7.128923286089611
YBL066C	-0.0995468324900898	-0.07416963793376194
YBL067C	0.10679620830572802	-6.147555675942512
YBL068W	-0.08150422491641778	-0.05586328034816892
YBL069W	-0.11806663533013914	
YBL070C	-0.2170619303129493	0.06169791583966653
YBL071C	1.0288426114387785	-0.032252974489487
YBL072C	-0.15328525887907615	0.9351115281549597
YBL073W		0.05381244561915846
YBL074C		-0.05928182819895248
YBL075C	0.028388182649926593	
YBL076C		-0.06882925397026772
YBL077W		-0.31211254153914747
YBL078C	-0.058768900233389966	0.05751611439865936
YBL079W	-0.4146893780794152	-0.938099302813576
YBL080C	0.4296289947470906	0.06666908876613338
YBL081W	-0.46358934537537744	-0.2783258698297169
YBL082C	-1.2749136453108119	-0.08531300973024657
YBL083C	-1.3052808831549474	-0.00023822808566841715
YBL084C		0.006307433232223844
YBL085W	-0.003862925974162551	-0.2818251693913529
YBL086C	-1.3733810223974727	-2.402882279865439
YBL087C	-0.06112096263621068	0.5837880825873368
YBL088C	-0.003867080513297339	0.13827329067750924
YBL089W	0.37721742379632534	-0.06608287032559537
YBL090W		0.28451994963051164
YBL091C	-0.031294916564160113	
YBL091C-A	0.1348494085641246	-0.23793591680657278
YBL092W		0.5245361982489759
YBL093C	-3.4295128997163085	0.6544363762353655
YBL094C	-0.04013837522354953	-0.05168196051576048
YBL095W	-0.06711728538387997	-0.1422725372423735
YBL096C	0.0668595989572133	0.8929460684640531
YBL097W		-0.09705116911172341
YBL098W	-0.05434256052944527	-0.12546514916183593
YBL099W	0.6174677515957896	-0.08286836729653135
YBL100C	1.3257308750642918	0.4433189444857701
YBL101C	-0.2585490608317351	-0.726767791669626
YBL102W	0.21439846196008366	-0.0802262329348851
YBL103C		-1.71382409679439
YBL104C	0.8108269176133196	-0.07314609480586182
YBL105C		-0.09745945307732846
YBL106C	0.378362922259454	-0.2782678320240457
YBL107C	0.10064698887745466	0.028142557260136838
YBR001C	0.14445118369097085	-0.15077201411818458
YBR002C		0.4057717479911449
YBR003W	0.45143880271563497	-0.41205420475952587
YBR004C		-0.27909300651087887
YBR005W	0.18510546195922337	-0.09713784626242951
YBR006W	-0.4399631130223441	-0.5396970979329729
YBR007C	-0.06208690654220484	-0.9504825172122534
YBR008C	-0.03471666132683381	-0.5204201231566871
YBR009C	-0.5391448757865598	0.02373278183145591
YBR010W	-0.016033907929748605	-0.08624617873641921
YBR011C		-0.357358771540914
YBR012C	-0.06124417413842061	-0.09388327631784842
YBR013C	0.13305740482228537	-0.1622389695172114
YBR014C	-0.052065037104927506	0.07377910864911619
YBR015C	-3.419734942709898	-0.15517809655261625
YBR016W	0.01374926375051468	-0.2151413954955958
YBR017C		-0.10996285899244465
YBR018C	-0.09948376204555756	-0.10819987000016949
YBR019C	-0.047012325530659836	-0.3039288988181612
YBR020W	-0.2062372402141646	-0.32948335157150344
YBR021W		-0.10345201763124881
YBR022W	-0.056083571480289474	-0.1183260817132629
YBR023C	-0.44882656480304844	-0.06850563171665071
YBR024W	-0.05647159716048147	-0.10568226559653858
YBR025C	0.09365134375088342	-0.35118955911008415
YBR026C	-0.08222239228326565	-0.10144217004575529
YBR027C	-0.3421121935235173	-0.11416073412596281
YBR028C	0.24382243819574692	-0.056054159385477004
YBR029C		-0.10985035474764952
YBR030W	-0.0700236691719178	0.2726320692226314
YBR031W	-0.26915944462977975	-0.41185877424726647
YBR032W	-0.04253108428570071	-0.10723411405621054
YBR033W	-0.05341384778183892	0.06725029334028867
YBR034C	-0.3465241762855626	-0.12619373253612948
YBR035C	-0.8340434109508218	-0.09035573472881481
YBR036C	0.2237915107301154	1.4595222653591107
YBR037C	0.3674968402354045	-0.128637508998372
YBR038W		-0.4181295809713542
YBR039W		-0.11104553814170065
YBR040W	0.2608984374615123	0.28995066175775114
YBR041W	-0.25997565821404206	
YBR042C	-0.4094651655523056	-0.5174202103953285
YBR043C	0.015867347925525015	0.0199500700729465
YBR044C	-0.06089727400560797	-0.0973631447556902
YBR045C	-0.01263956090328587	-0.2420059625746785
YBR046C	-0.05726959304922655	-0.04999578309445104
YBR047W	-0.058094823443102364	-0.153115089091731
YBR048W	-0.06341675304135685	0.2116316277804723
YBR049C		0.41654859489543106
YBR050C	0.004439067164464558	-0.186302896214039
YBR051W	0.139926631576585	-0.07185739387271055
YBR052C	-0.10208984996173295	-0.06890324337210489
YBR053C	-0.05893846705274271	-0.12119374969812674
YBR054W	-0.061574156205411144	0.08247311324128213
YBR055C		-0.10867617326347671
YBR056W	-0.042908470165337685	0.44148844315243363
YBR057C	-0.5598824048769929	-0.6532795610306615
YBR058C	0.13111658333858497	0.15509301590065563
YBR059C	0.006825430432835222	-0.2594941082406759
YBR060C		-0.43131871950727096
YBR061C		-0.2579331931885509
YBR062C	0.029544003157305012	-0.12976440851876128
YBR063C	-0.11566678007021351	0.31035179858259326
YBR064W	-0.05422250628292081	-0.05355484623877033
YBR065C	0.1035874553059055	0.19102610959289024
YBR066C	-0.058260525951874295	-0.0919780847997514
YBR067C	-0.06054412413690861	-0.181328484232549
YBR068C	-0.15550192937423335	-0.20281079908524688
YBR069C	0.23677719201425834	-0.06441654390943427
YBR070C		-0.1659424370692966
YBR071W	-0.05101746032373853	-0.2743427685577125
YBR072W	-0.07443971871508052	-0.37649769104696595
YBR073W	-0.07003081166366865	0.12301543066970468
YBR074W	-0.0807014329335628	-0.007470922961845779
YBR076W	-0.08118507441607586	-0.11612147117013563
YBR077C	0.4369073010634304	-0.09368177446237981
YBR078W		-2.6508878427493348
YBR079C		-0.028942885832786685
YBR080C		-0.5467336771145066
YBR081C		-0.6120221073752126
YBR082C		0.010409897451950386
YBR083W	-0.16469061140579927	0.11069643752873994
YBR084C-A	0.2678161832322618	-0.09854493185135782
YBR084W	0.2292758577371745	-0.3866462384261773
YBR085W		0.03556284286585579
YBR086C		0.1716223742132592
YBR087W		-0.23339541144548653
YBR088C		0.1418150034424512
YBR089W		-0.0712935183206952
YBR090C	-0.06311583988664074	-0.0517898121897744
YBR091C		2.9286189563107854
YBR092C	0.04725196239355498	-0.2330202382433216
YBR093C	-0.06253588258564036	0.16964542172941569
YBR094W	0.20356148586669845	0.17397824291441127
YBR095C		-1.417875419241565
YBR096W	0.7834553137179359	-0.10118561113909336
YBR097W		-0.10641290140920219
YBR098W	0.08910289849875623	-0.19254877423693734
YBR099C	-0.2758336454128402	-0.6132732037156208
YBR101C	-0.06527046321535106	1.5467662153052153
YBR102C		-0.0796988948564995
YBR103W	-0.18572992746701925	0.10999902414450795
YBR104W	-0.0321017300577206	-0.14722406228723192
YBR105C	0.596114540135219	
YBR106W	-0.08797923242275969	-0.12066683139574837
YBR107C	-0.37583293136231943	-0.09871618927881054
YBR108W	-0.0746828305271777	0.16059180772581028
YBR109C		2.242636133657238
YBR110W		-1.5499138218255326
YBR111C		0.441169810452273
YBR112C		-0.1474964302740111
YBR113W	-0.0743897620735866	-0.1265147724337998
YBR114W	-0.23701979060987224	-0.09350072584006595
YBR115C		-0.07121300150842774
YBR116C	0.0037142295976090203	0.05018312582949167
YBR117C		-0.25144255770057666
YBR118W		-6.708602303339994
YBR119W	-1.1777198122101453	-1.1736293289431898
YBR120C	-0.21485242634859342	-0.19909921574043932
YBR121C		-0.324448501951444
YBR123C		0.40047536290455377
YBR124W		-0.11929906416684037
YBR125C	0.0076464286418726785	0.13091979121080244
YBR126C	1.3742913527164162	-6.384399576147587
YBR127C	-4.568065479289525	-0.5718894796104683
YBR128C	-0.05122415299304064	-0.30872503679145313
YBR129C	0.25871749038054626	-0.07714746411587756
YBR130C	0.07420910762465377	-0.028434085240555542
YBR131W	-1.1330195629879973	-0.0017913427909506195
YBR132C		-0.36229263741866624
YBR133C	-0.19764326399841023	-3.9931121381334314
YBR134W	-0.12341334086621657	0.03619984932064514
YBR135W		-0.2876466158787684
YBR136W		-0.44585896781228745
YBR137W	-0.07757607729399192	0.07378451013894421
YBR138C	-0.3151100485707606	-0.5346835203107109
YBR139W	-0.06030794164563023	-0.11243636103272459
YBR140C		0.1360307330824442
YBR141C	0.019789083116999433	0.39927081527910346
YBR142W		0.6310586887672742
YBR143C		0.06428786774057893
YBR144C	-0.18902739892666012	0.04090911356176703
YBR145W	-0.05883378317314345	-0.09309060632445405
YBR146W	0.1551869433796335	-0.2557971181822234
YBR147W	-0.07614792485002209	-0.1588696317013398
YBR148W	-0.05917212186872235	0.03305639913139048
YBR149W	0.34461665239637845	0.032801370028986115
YBR150C	-0.06243471935280244	-0.5086646139841869
YBR151W	-0.2048761003734293	-0.05501230345874061
YBR152W		-0.09893101304207085
YBR153W		-0.17180824011091492
YBR154C		0.24351240300129529
YBR155W		-0.10042768633436512
YBR156C	0.9413399818493342	2.0923584000231887
YBR157C	-0.08478598641443516	-0.10860800785955074
YBR158W	-0.13928940309440443	-0.3703424905223796
YBR159W	-0.07059694506235238	-1.2186729546337647
YBR160W		-0.2748009316210738
YBR161W	0.00726356895298369	0.011002184488623192
YBR162C	-1.3988267950589748	-0.02338932944859591
YBR162W-A	-0.0322181004262865	-0.22884085438737897
YBR163W	1.9244555638994538	-0.30938601518725695
YBR164C	-3.014756136066463	-0.03435816328043551
YBR165W		-0.16474110433326067
YBR166C		-0.3190082875601606
YBR167C		-0.10006941151742375
YBR168W	0.94138339055865	0.05863942753800199
YBR169C	-0.0638370022834245	-0.43411577501649684
YBR170C	0.6574934426272442	-1.3383587254651368
YBR171W	-1.0362403280651795	-0.10563378385006979
YBR172C	-0.04864695960150979	0.35600556242310455
YBR173C	-0.061173414183981575	-0.6561690467120721
YBR174C	0.23316568320016745	-0.5275636174955084
YBR175W	0.10295322046886957	0.007065226289707189
YBR176W	-0.003932635144612088	-0.06827475787889557
YBR177C	-0.03647951442962328	0.2181456481551209
YBR178W	-0.06354715881368961	-0.21334881157975583
YBR179C	0.5714795851015972	-0.15050465113496542
YBR180W	0.00841560484763735	-0.110556818453466
YBR181C	0.25424486398907403	0.6407744200760902
YBR182C	-0.13205610837577464	-0.03013671149575844
YBR183W	-0.04245701936093991	-0.23600119926545313
YBR184W	-0.11514124517910151	-0.09093452788550017
YBR185C	0.2298460353617797	-0.5670189769507455
YBR186W	0.008673999751426414	-1.2624846602493176
YBR187W	0.05284136298361857	0.4401747339847011
YBR188C	0.2971584169998433	-0.09135651082581733
YBR189W	-0.013903188278166188	0.7929291211743664
YBR190W		-0.25087106237375995
YBR191W	-0.17605137810706722	-0.476689778733648
YBR192W		0.3910131031152151
YBR193C		-0.10850524715235119
YBR194W		-0.0803318779281516
YBR195C	0.5235130287935807	-0.24629674033788887
YBR196C		-0.5359894661446455
YBR197C	0.16892604656493762	-0.10585588383686258
YBR198C		-7.23892433482754
YBR199W	-0.14010318493002036	-0.2602627991020632
YBR200W		-0.4185818915229693
YBR201W	-0.0429369400369094	-0.9567643474257399
YBR202W		-0.2158105825188439
YBR203W	-0.055950424104661146	-0.18096477230554367
YBR204C	-0.050683364923041714	-0.11904218155206095
YBR205W	0.102101800602644	-0.6074056293333888
YBR206W	-0.06012438016504299	-0.3430766068203879
YBR207W	0.10635716278918912	-0.10070906808314022
YBR208C	-0.5858767116497424	-0.1443671322874009
YBR209W		-0.3307506866368529
YBR210W	0.16123845634917527	-0.12178645485767321
YBR211C		-0.20747645971734757
YBR212W	-0.06146426044753353	-0.25146679318356496
YBR213W	-0.06290996184819181	-0.4330642642953243
YBR214W	-0.0587676959859101	-0.18217704878271704
YBR215W	0.18954037205544824	-0.0943500056510679
YBR216C	0.008904599329320171	-0.14047645475088588
YBR217W	0.026116282332697808	-0.1723247925838963
YBR218C	-0.012119928013613638	-0.12223957486732785
YBR219C	-0.022955640387873604	-0.06183176374678623
YBR220C	0.013051468617862088	-0.07699155161028963
YBR221C	0.6596449592280118	-0.07102956272224686
YBR222C	-0.1309449871364062	0.09915910827467535
YBR223C	-0.07556189062127364	-0.09569310670652707
YBR224W	-0.09334736126600654	-1.1404051750568716
YBR225W	-0.17538531180505215	-1.0146445214872462
YBR226C	-0.20923017895010862	-0.7166130453373569
YBR227C	-0.3938298673774835	-0.07167787199169627
YBR228W	0.03545837306065596	-0.1392402527185679
YBR229C	-2.6929825437586334	-0.22785919215260986
YBR230C	0.013930316509400903	-0.144759603778929
YBR231C	-0.590591265138775	-0.1744521628684016
YBR232C	0.04428662359460617	-0.04364051478241199
YBR233W	-0.08164676033255638	0.08137757044181586
YBR234C		-0.3196223591588146
YBR235W	-0.06315372595408296	-0.10871471220793111
YBR236C		0.08647588116251158
YBR237W		-0.14179305881222343
YBR238C	0.6131709931034484	0.166564214275769
YBR239C	-0.217708938004934	-0.5352232075454114
YBR240C	-0.03743481233101831	-0.3926876283986686
YBR241C	-0.06776790260967258	-0.1089956130396343
YBR242W	-0.07542680890607298	-0.07950656511940664
YBR243C		-0.1486068254895953
YBR244W	-0.024032657218987136	-0.3555216567460089
YBR245C	-0.21423225696789006	0.48422359687827937
YBR246W	-0.06252010763012639	0.42272501574535204
YBR247C		1.4082001063854823
YBR248C	-0.059612451353723055	-0.23558804219794421
YBR249C	-0.05914846527217241	-0.0005747191728806113
YBR250W	-0.06724344575280791	-0.056043166106534405
YBR251W	1.918783434786829	0.020914225334331217
YBR252W		-0.13266324466728022
YBR253W		-0.07339064688099385
YBR254C		0.1565796238804709
YBR255W	0.08343594604364452	-0.013329823966057263
YBR256C		-0.11280832102603194
YBR257W		0.22468314420245822
YBR258C	-0.07754891410938611	-0.15488244455597666
YBR259W	-0.006740809993968963	-0.08657775520164927
YBR260C	-0.19528902990155683	-0.1982878528981983
YBR261C	-0.042322238827227555	0.1861184655510398
YBR262C	-0.06138642847031781	-0.2046792051343762
YBR263W	0.03548539567870495	-0.18347434026524642
YBR264C	-0.040256798930691534	-0.8255366469039779
YBR265W		-0.16453455446478185
YBR266C	0.1617262866483094	1.621051532194412
YBR267W	-0.08228513742450554	0.568216478732885
YBR268W	1.6454903514927068	-0.14960935396752018
YBR269C	0.10411858469856695	-0.06502675477343722
YBR270C	0.11509169669992764	-0.05856610542601354
YBR271W	0.2953523045453902	-2.1698837354734017
YBR272C	0.016252737470303234	-0.0643668944126401
YBR273C	0.17015703355181958	-0.01211450629240317
YBR275C	-0.20231806453097026	-0.33128231353644116
YBR276C	-0.0791013174622955	0.29416594072147034
YBR277C	-1.092610619443137	-2.9260478034387902
YBR278W	-1.0283386426964964	-3.797357452076876
YBR279W	-0.2491663327627925	-1.3315256503419322
YBR280C	0.2104036231739365	0.04119984425665413
YBR281C	-0.09769142041939363	-3.1422965851501456
YBR282W		-2.265622067581659
YBR283C	-1.0675006968413032	-2.665865514903898
YBR284W	-0.10099030723131038	-2.0049428814663375
YBR285W	0.09606114060710247	-2.0008958211177172
YBR286W	-0.18552715548305998	-2.2323626886578922
YBR287W	0.16983593258993535	-0.08736058608127646
YBR288C	-2.621979607040027	-0.5921994421830895
YBR289W	0.8705782012935028	-0.2688980064085416
YBR290W	-7.162835683975329	-7.0027070625758165
YBR291C	-0.11379030053805739	-2.352708682228399
YBR292C	-0.0873098458144068	-2.6925525503732572
YBR293W	0.08562151417252438	-2.0828207163220034
YBR294W	0.07248719278948909	-0.019915891186249
YBR295W	-0.2885240559037147	-2.2389398750656477
YBR296C	-0.09969024261247128	-1.7733814735753757
YBR297W	-0.19636046103668886	-4.195457762308478
YBR298C	-0.34229790386739023	-2.3873349250825653
YBR299W	0.02319420008714942	
YBR300C	0.059206756520752246	-2.0050709012647054
YBR301W	0.2719364953950156	0.34727596531814847
YCL001W	-0.9235967554073851	-0.12043999530841615
YCL001W-A	-0.6083649833645581	-2.333546821495051
YCL002C	-3.310233836601809	-0.10395782295085779
YCL004W		-0.09084612740613346
YCL005W	-0.4619295158948961	-0.12274199893417849
YCL007C	-4.043043461843842	-11.511008972670238
YCL008C	-6.534204376305752	-0.07981958655322983
YCL009C	0.19590252647898065	0.4226130613987648
YCL010C	0.43406976412639064	-0.47668678243173357
YCL011C	-0.28761836320263084	-0.7328483077886613
YCL014W	-0.08640466138562472	-0.1550155497459413
YCL016C	-2.144001219281561	-0.4588260266534813
YCL017C		-0.9009607180737796
YCL022C	0.013027794249117812	-0.1285762044302328
YCL023C	-0.06769906158401552	-0.11626263872553795
YCL024W	-0.18114253048747458	-0.1919369867809289
YCL025C	-0.05722649706268487	0.0772495580357533
YCL026C-A	-0.3011410183939617	-0.033398931306217315
YCL027W	-0.048620520594911426	0.020960084828277638
YCL028W	-0.08356368782483285	-0.012247771272102938
YCL029C	0.16146296323899909	-0.05216831794034223
YCL030C	-0.05260515124481335	-0.10300168210650334
YCL032W	0.09300093957023046	-0.18477489603036562
YCL033C	0.06131166336461748	-0.0709548879713648
YCL034W	-0.07177261826510496	-0.17270528300424023
YCL035C	-0.06674566486746497	-0.18091098342340434
YCL036W	0.12983924634088756	2.6786680541507977
YCL037C	-0.7693824234211937	2.1250925724602214
YCL038C	-0.08414594123874501	-0.22970461043591242
YCL039W	0.024662395894083415	-0.026521714515305116
YCL040W	0.009098826570153037	-0.2564860569899545
YCL041C		-0.10496672836146027
YCL042W	0.022700426826366887	-0.08917638942968473
YCL043C		-0.11820664836300014
YCL044C	-0.11179156134447968	0.014107849140614807
YCL045C	-0.3013290656248061	-0.10104225663507578
YCL046W	-0.35036331792731507	-0.0380297401284315
YCL047C	-0.20209697277027416	-0.13725395870215215
YCL048W	-0.03606343386718136	-0.08633991990369778
YCL049C	0.056809525880088384	-0.12969306389316043
YCL050C	0.23964507020118928	-0.1368989079348251
YCL051W	-0.055074610659051865	-0.8589842494615118
YCL052C		-0.001355748232964803
YCL054W		0.22827500346293728
YCL055W	-0.3925669291714292	0.04246620576731294
YCL056C	0.03261733827041647	-0.08244584252270347
YCL057W	0.005948663207081403	-0.2881607979948711
YCL058C	0.3105046025283512	0.13000953535606927
YCL059C		-0.11417257882473816
YCL061C	0.347773337819439	-0.051101985998018
YCL063W	1.0115993359425852	0.10806643488296169
YCL064C	0.015153362469368131	-0.2158952584878306
YCL069W	-0.016287425686829646	0.28063004686332604
YCL076W	0.15245865297195807	0.04415705856331951
YCR001W	-0.12004828720664254	-0.09379031400836593
YCR002C		-3.6944675155669047
YCR003W	0.3750580222853822	-0.3256520503664725
YCR004C	0.0865294351500186	0.021999254195246242
YCR005C	-0.21291016902708076	-0.0560359954645363
YCR006C	-0.13777425425785195	-8.585870033544218
YCR007C	-0.06246420648643154	0.656156560872104
YCR008W	0.45416839598663056	-0.10737817650233886
YCR009C	-7.19052258905685	-0.2976935519740516
YCR010C	-0.07626577499917432	-0.10034487573737953
YCR011C	-0.16877262728927353	-0.125098935699334
YCR012W		0.1250353503572415
YCR013C		0.02452586228414601
YCR014C	-0.4009529554039707	-0.19788018029116536
YCR015C	-0.07848688621591896	-0.2673183659740137
YCR016W	-0.07826776676634957	0.029222040000229422
YCR017C	-1.7603296922012617	0.04686517316567068
YCR019W	-0.009296190916322718	0.03449517277837557
YCR020C	-0.21187726990923755	-0.08086459687179783
YCR020C-A	-0.1741359459215909	-0.1120421079817223
YCR020W-B	1.1195986797025541	-2.6528598421056206
YCR021C	-0.21176344975017447	-0.13355518541965875
YCR022C	0.007611068642177454	0.006133322449301857
YCR023C	-0.06875782923405524	-0.07767948728102685
YCR024C	1.7073491322986347	-2.47612158405499
YCR024C-A	-0.8426888149007548	-2.3669896275811975
YCR025C	-0.9861705656699465	-2.6742912713655853
YCR026C	-0.4888384866174584	-2.5208997444959156
YCR027C	-0.07434180476788484	-0.9884352566887344
YCR028C	-1.4056100048338487	-3.053188278181902
YCR028C-A	1.7017947212311941	-0.0016734699507962207
YCR030C	-0.15901022649783125	0.21130806006907993
YCR031C	0.2640953790030304	-2.991073584019744
YCR032W	-0.41562825261244785	-0.4562617043327598
YCR033W	-0.0224513877493206	0.35777686066433895
YCR034W	-5.879845079469319	-2.521394430973893
YCR035C		0.045831655998788176
YCR036W	-0.42556052261564276	-8.891935982265686
YCR037C	0.029108797911239208	-2.281852322650098
YCR043C	0.1129476416294051	-1.6911919395027444
YCR044C	-2.6793293526943116	-2.538382642489755
YCR045C	-0.5699267932903955	-2.8798769452991966
YCR046C		-0.11164942221123088
YCR047C	-0.06580789930417401	0.14771835391965782
YCR048W	-0.2555108704205235	-0.10903994418064925
YCR049C	-0.3448492504815174	-2.4828415399821893
YCR050C	-0.6228421810578193	-3.2176705883265915
YCR051W	-0.27907336695431434	-1.6235579832847746
YCR052W		-5.0349871508356445
YCR053W	0.13054005147811698	0.13009034084826054
YCR054C		-0.12862014316578116
YCR057C		0.27005042268064844
