orf	hap a | growth (culture turbidity) | isobutanol [1.4%] | SC | Kuroda K~Avalos J, 2019	hap a | growth (culture turbidity) | standard | SC | Kuroda K~Avalos J, 2019
YBL101C	4.7711716162	0.20113148653921184
YBL102W	4.3327748485	0.3761546723952739
YBL103C	4.523584481999999	0.8166666666666669
YBL104C	5.2328378514	0.39772323016720024
YBL106C	4.035856443199999	0.15959409594095947
YBL107C	5.6265572415	0.18081058726220017
YBR001C	5.547441052000001	0.2412751677852349
YBR003W	2.7923360999999995	0.0
YBR005W	5.1323137518	0.2542618788538266
YBR006W	5.221668507	0.18270944741532974
YBR007C	5.489732772599999	0.2695829094608342
YBR008C	5.044820554	0.4269372693726937
YBR009C	5.361285312000001	0.5303819444444443
YBR010W	5.1462754323	0.19967444384156263
YBR012C	3.5807056588999995	0.17988042630621268
YBR013C	4.914511536	0.16287878787878785
YBR014C	3.8813471789999996	0.20071942446043164
YBR015C	4.3727983325999995	0.2013622818220519
YBR016W	3.9446401305999994	0.15573383671543184
YBR018C	5.4124781405	0.1582115219260533
YBR019C	3.5993212328999995	0.3061805016808896
YBR020W	5.48926738325	0.3812292885140454
YBR021W	0.0	
YBR022W	5.2058452691	0.13695691042374394
YBR023C	5.240284081	0.06731793960923622
YBR024W	4.719048009	0.10769230769230767
YBR025C	6.1878167976	0.14846570397111913
YBR026C	6.0007302789	0.0
YBR027C	5.4943866661000005	0.11519566322209046
YBR028C	4.8326030104	0.08917565485362093
YBR030W	5.341738959300001	0.11918452692106636
YBR031W	5.2821691225	0.1906607929515418
YBR032W	6.0956697063	0.21789586196365857
YBR033W	3.8729701706999995	0.28190338860850755
YBR034C	5.8908983923	0.24838047084847528
YBR035C	0.09400864869999997	
YBR036C	8.0903284604	0.029567418315692588
YBR037C	3.7752384071999994	0.05128205128205129
YBR040W	5.3957241239	0.16784543729515264
YBR041W	4.8102643216	0.23839009287925694
YBR042C	4.614800794599999	0.4653085921742639
YBR043C	4.6734398527	0.4190400318661621
YBR044C	7.8632184575999995	0.08996212121212122
YBR045C	4.2732050117	0.06251361359181005
YBR046C	5.548371830700001	0.1533299781915786
YBR047W	5.3398774019	0.1397943175875893
YBR048W	7.252627630399999	0.01026694045174537
YBR050C	5.210499162600001	0.14594498035012501
YBR051W	5.445986173700001	0.1654418048196889
YBR052C	5.0922902677	0.21970389325534634
YBR053C	6.2464558557	0.1995231709134257
YBR054W	5.6935733078999995	0.21121464770312245
YBR056W	5.2979923604	0.14862965565706254
YBR057C	4.8884497324	0.16755521706016754
YBR058C	4.8754188306	0.6044291714394806
YBR059C	4.961050471	0.23827392120075044
YBR061C	3.4057192633	0.1883028149767696
YBR062C	3.8124695551999994	0.18261718750000003
YBR063C	3.481112338	0.32245989304812833
YBR064W	3.2893719258	0.36926994906621396
YBR065C	3.7147377916999993	0.31571034828363825
YBR066C	3.3470802051999997	0.4816462736373749
YBR067C	3.5285820516999995	0.39356370350830916
YBR068C	4.3969985788	0.05143945808636748
YBR069C	3.3805882383999997	0.12444933920704848
YBR071W	4.9647735858	0.24334458192725908
YBR072W	4.3225362828	0.3587424633936262
YBR073W	3.3777959023	0.6657481399834666
YBR074W	4.424921939799999	0.3437413082178945
YBR076W	5.620041790599999	0.29380589599205037
YBR077C	5.493455887400001	0.14046086072517788
YBR078W	5.3017154752	0.26000702247191015
YBR082C	3.8515622605999997	0.7665538907684872
YBR083W	5.1230059648	0.3793604651162791
YBR084C-A	1.2807514912	0.0
YBR084W	4.0647105829	0.2619647355163728
YBR085W	2.9245066754	1.1954169318905157
YBR089C-A	4.895895961999999	0.24752851711026622
YBR090C	6.043546099099999	0.32665947943939627
YBR092C	4.677162967499999	0.3598009950248757
YBR093C	8.060543542	0.025288683602771367
YBR094W	4.2294584128	0.5059419014084507
YBR095C	4.3765214474	0.1792854104636325
YBR097W	0.02420024619999998	
YBR098W	2.2422458883000003	0.6284765462847652
YBR099C	5.747558472499999	0.3148178137651822
YBR103W	6.301371798999999	0.006056129985228951
YBR104W	4.798164198499999	0.17109602327837053
YBR105C	4.932196331299999	0.10266087941120967
YBR106W	3.2698255731	0.2274409336749217
YBR112C	0.0	
YBR113W	3.8692470559	0.12292518643252347
YBR114W	4.587808212300001	0.9632785554879284
YBR115C	3.2633101222	0.1688533941814033
YBR120C	5.822951547199999	0.003037084398976992
YBR121C	5.0401666605	0.23822714681440443
YBR122C	5.523240805799999	0.0
YBR125C	6.0900850340999995	0.5850527281063732
YBR126C	1.8829653101000001	0.18190805734058324
YBR127C	7.163272875199999	0.022089397089397094
YBR128C	4.151273002	0.260762331838565
YBR129C	3.5937365606999996	0.3916083916083916
YBR130C	4.011656197	0.2440835266821346
YBR131W	6.6764756151	0.246758678377248
YBR132C	0.09028553389999999	
YBR134W	4.999212397699999	0.3031092906348911
YBR137W	5.1797834655	0.7119496855345911
YBR138C	4.604562228899999	0.36567616737416625
YBR141C	5.520448469699999	0.28477491148204354
YBR144C	4.722771123799999	0.3190776507686244
YBR146W	5.270999778099998	0.33356877979869337
YBR147W	3.9092705399999996	0.09857142857142859
YBR148W	5.1509293258	0.3099024213950127
YBR149W	4.5375461625	0.8139487179487179
YBR150C	7.179096113099999	0.06028782574873591
YBR151W	3.7957155385999997	0.5424227562530652
YBR157C	4.430506612	0.4063025210084033
YBR158W	4.623177802899999	0.42460237567948467
YBR161W	3.6551679548999996	0.7420422714540361
YBR162W-A	4.160580789	0.41834451901565994
YBR163W	4.0656413616	0.09523809523809523
YBR164C	4.595254441899999	0.09276888798865711
YBR168W	0.3955809475	
YBR169C	5.3491851889	0.24882547416043155
YBR171W	4.3402210781	0.06283508470941454
YBR172C	4.3532519799000005	0.78811203763096
YBR173C	5.783858841799999	0.10943031863533956
YBR174C	3.3843113531999998	0.3762376237623762
YBR175W	4.663201286999999	0.25129740518962085
YBR176W	5.6274880201999995	0.4368177307310619
YBR177C	5.7950281862	0.5878573723096692
YBR178W	5.281238343799998	0.5775467042650688
YBR179C	3.7063607833999996	0.12682069311903568
YBR180W	5.3361542870999985	0.6098028955171814
YBR181C	5.724289004999999	0.5965853658536586
YBR182C	5.6461035941999995	0.5652818991097923
YBR183W	5.515794576199999	0.712959838002025
YBR184W	5.4199243701	0.6889919285591618
YBR185C	5.015966414299999	0.2596028947856746
YBR186W	4.587808212299999	0.35686751876648415
YBR187W	4.5524386217	0.82314455121652
YBR188C	4.3681444391	0.9339441721713189
YBR189W	0.19267119089999996	
YBR191W	3.5183434859999996	0.11534391534391533
YBR194W	4.3960678001	0.0014821088291340234
YBR195C	2.6238651553	1.352962043277758
YBR197C	5.408755025699999	0.1504044054379625
YBR199W	4.7488329274	0.17796942375539007
YBR200W	4.3727983326	0.02298850574712644
YBR201W	4.961050470999999	0.09174484052532833
YBR203W	3.4075808207	0.1718109806063917
YBR204C	5.5902568721999994	0.2605727605727605
YBR205W	4.5226537033	0.15599917678534675
YBR206W	6.347910733999999	0.1557184750733138
YBR207W	4.623177802899999	0.23958123615864713
YBR208C	4.4016524723	0.42926622964685973
YBR209W	5.6656499468999995	0.4728109084935108
YBR210W	2.6052495813	0.15362629510539477
YBR212W	4.93312711	0.19283018867924526
YBR213W	4.7264942386	0.2841669948798739
YBR214W	3.1544090142999996	0.21510770138683982
YBR215W	2.9719763890999995	0.41684935797056066
YBR216C	5.249591868	0.24787234042553186
YBR217W	5.522310027099999	0.261419180852857
YBR218C	5.445986173699999	0.22765339258246456
YBR219C	4.3597674308	0.5143040136635354
YBR220C	5.2328378514	0.4124866595517609
YBR221C	3.8729701707	0.12761355443403027
YBR222C	4.514276695	0.23731958762886596
YBR223C	5.749420029899999	0.2308564027845233
YBR224W	5.714981218	0.22117263843648205
YBR225W	5.6079416675	0.44165975103734445
YBR226C	6.081708025799999	0.221763085399449
YBR227C	5.984907041	0.17807153965785383
YBR228W	5.7754818335	0.23867848509266723
YBR229C	5.428301378399999	0.4509602194787381
YBR230C	5.4115473617999985	0.29549363605091167
YBR231C	5.9588452374	0.049359575132771005
YBR232C	6.817023198799999	0.0465592572364828
YBR233W	4.7674485014	0.3102303787582975
YBR235W	4.7050863285	0.30939663699307607
YBR238C	5.974668475299999	0.09830191618632188
YBR239C	3.4866970101999994	0.407367859049653
YBR240C	5.055989898399999	0.40519145802650963
YBR241C	6.257625200099999	0.3925330953443404
YBR242W	6.2864793398	0.3578620076991413
YBR244W	5.243076417099998	0.6392685957748981
YBR245C	5.056920677099999	0.6309589545370883
YBR246W	3.8040925468999998	0.48739907022265716
YBR248C	4.4184064889	0.07815462397303559
YBR249C	6.2604175362	0.4158489443948855
YBR250W	5.585602978700001	0.5257457090484918
YBR251W	4.1810579204	0.18699910952804988
YBR255W	3.7826846367999996	0.20300196850393704
YBR258C	3.0576080295	0.7165905631659055
YBR259W	5.1741987933	0.5364274150026982
YBR260C	5.0243434226	0.49277510188958873
YBR261C	4.5245152607	0.683809915655215
YBR262C	4.5757080892	0.7436940602115542
YBR263W	4.9759429302	0.4973812196034419
YBR264C	4.921957765599999	0.39939485627836613
YBR266C	7.4210985750999985	0.0242066976044149
YBR267W	0.01396168050000001	
YBR268W	4.0042099674	0.1827057182705718
YBR269C	5.9458143356	0.5940826549780839
YBR270C	0.6077984911	0.026033690658499233
YBR271W	6.1301085182	0.6553294867901608
YBR272C	5.6786808487	0.39731191607933125
YBR273C	5.5893260934999995	0.7405495420482932
YBR274W	5.761520152999999	0.7093699515347335
YBR275C	5.331500393600001	0.4500698324022346
YBR276C	5.323123385300001	0.2267878999825144
YBR277C	5.2505226467	0.7167168941677007
YBR278W	5.1453446536000005	0.2572358900144717
YBR280C	5.4385399441	0.4401848365565633
YBR281C	4.905203749	0.23074003795066408
YBR282W	5.1211444074	0.10668847691748454
YBR283C	5.511140682700001	0.08596520857963179
YBR284W	5.6237649054	0.26365441906653425
YBR285W	6.1868860189	0.6190762750112832
YBR286W	5.1667525637	0.2568906503332733
YBR287W	5.445986173700001	0.2765339258246453
YBR288C	5.1025288334	0.3303538854432689
YBR289W	5.469255641199999	0.09700476514635809
YBR290W	5.722427447599999	0.4977228366948601
YBR291C	4.7367328043	0.202397327569267
YBR292C	6.6867141808	0.5562360801781737
YBR293W	5.619111011899999	0.5184694384628127
YBR294W	5.7028810948999995	0.5031826342418803
YBR295W	5.2225992857	0.16129032258064516
YBR297W	5.3073001474	0.27499123114696594
YBR298C	5.1090442843	0.22463108034250315
YBR299W	4.854941699199999	0.33972392638036814
YBR300C	4.867972601	0.7782026768642446
YBR301W	7.130695620699999	0.052212504894922344
YCL001W	5.481355764299999	0.6417048734929529
YCL001W-A	6.044476877799999	0.42562365260240226
YCL002C	4.0758799273	0.7460607444622059
YCL005W	5.0187587504	0.5213278931750741
YCL007C	7.023656070199999	0.09766763848396505
YCL008C	4.0144485330999995	0.22443774634824948
YCL009C	5.4208551488	0.5619848901098901
YCL010C	4.6082853436999995	0.6406786507776207
YCL011C	5.372454656399999	0.5810810810810811
YCL014W	5.13370991985	0.5604679961103117
YCL016C	7.154895866899999	0.03096136334070508
YCL022C	5.893690728399999	0.4592545799115604
YCL023C	5.80480136255	0.30678067660976976
YCL024W	5.849944129499999	0.3864757358790773
YCL025C	6.103115935899999	0.25621473234711
YCL026C-A	3.1236933171999994	0.3879618593563767
YCL027W	5.444124616299999	0.1926825098307403
YCL028W	6.3320874961	0.056151697780391
YCL029C	4.8391184613	0.20196191575302944
YCL030C	4.8763496093	0.30444741362855504
YCL032W	3.1264856532999996	0.18100625186067285
YCL033C	4.770240837499999	0.232
YCL034W	4.3439441929	0.48425112491964867
YCL035C	3.7854769728999997	0.9291861322842391
YCL036W	4.0702952551	0.2083238051680769
YCL037C	3.5686055357999993	0.2822117892540429
YCL038C	6.14360480935	0.48945962572709
YCL039W	5.1416215388	0.046524257784214346
YCL040W	5.968153024399999	0.1572052401746725
YCL042W	5.826674661999999	0.33530351437699685
YCL044C	5.954191343899999	0.12677817727059562
YCL045C	5.2412148596999995	0.21221807849405078
YCL046W	5.6088724461999995	0.14736143378692337
YCL047C	5.7317352345999995	0.26940565118544985
YCL048W	5.600495437899999	0.2753864051853083
YCL049C	5.988630155799999	0.35296860428971094
YCL050C	4.788856411499999	0.31700680272108844
YCL051W	4.2117736175	0.14342541436464093
YCL055W	4.8623879288	0.4081163859111792
YCL056C	3.9111320973999995	0.22655878153260356
YCL057W	6.562920613699999	0.2219543327187633
YCL058C	0.27923361	
YCL061C	5.981183926199999	0.08826338803563749
YCL063W	3.9027550891	0.10465444258813517
YCL064C	5.2579688763	0.10019472473004072
YCL069W	4.8949651833	0.22722951131393798
YCL076W	5.8136437602	0.4039385206532181
YCR001W	4.7218403450999995	0.6199487482751823
YCR002C	4.882865060199999	0.14468166221883338
YCR003W	4.6976400989	0.1872399445214979
YCR004C	4.5142766949999995	0.1352577319587629
YCR005C	4.9899046107	0.7183361313187837
YCR006C	4.9321963313	0.8524249858463859
YCR007C	5.3082309261	0.3908469226722777
YCR008W	5.0848440381	0.22112392458356217
YCR009C	5.445986173699999	0.03076397197060331
YCR010C	5.491594329999999	0.44474576271186445
YCR011C	5.962568352199999	0.4194505151420544
YCR014C	4.119626526199999	0.4875734297333937
YCR015C	5.0513360049	0.41090842085866963
YCR016W	4.8111951003	0.5130586186883342
YCR017C	4.319743946699999	0.27881921999569065
YCR019W	3.7147377916999997	0.2813831120020045
YCR020C	4.8130566577	0.5004834654805647
YCR020C-A	5.2570380976	0.2701841359773371
YCR020W-B	4.9433656757	0.09037845980041422
YCR021C	4.8986882981	0.4206726201786054
YCR022C	5.445055394999999	0.396923076923077
YCR023C	3.7017068898999996	0.9972340960523007
YCR024C	4.4509837434	0.12233375156838143
YCR024C-A	5.8034051945	0.1833199679230152
YCR025C	5.3678007629	0.29408704699150334
YCR026C	5.694504086599999	0.26560967636482513
YCR027C	5.484148100400001	0.1839782756279701
YCR028C	2.1538219117999997	0.0
YCR028C-A	5.2077068265	0.14709562109025917
YCR030C	5.529756256700001	0.20265948493519606
YCR031C	4.4677377599999994	0.8741666666666666
YCR032W	4.4900764488	0.584162520729685
YCR033W	0.5277515228999999	0.0
YCR034W	5.8238823259	0.11075595333226787
YCR036W	5.1416215388	0.2860246198406951
YCR043C	5.4134089192	0.6941196698762035
YCR044C	4.7516252635	0.3988246816846229
YCR045C	4.5328922689999995	0.25770020533880905
YCR046C	6.6141134422	0.0025330706445257567
YCR047C	0.0	
YCR048W	4.120557304899999	0.44499661170092614
YCR049C	6.0975312637	0.7041673027018776
YCR050C	5.1490677684	0.44305856832971796
YCR051W	5.484148100400001	0.7007807196198234
YCR053W	5.229114736600001	0.038625845496618
YCR059C	5.496248223499999	0.6465707027942421
YCR060W	7.418306239	0.08230865746549562
YCR061W	4.75581376765	0.3086928027790063
YCR063W	0.06980840249999999	
YCR065W	5.3333619510000005	0.40279232111692836
YCR067C	4.178265584299999	0.43506348852751175
YCR068W	5.545579494599999	0.261161463578382
YCR069W	4.7125325581	0.6470472052142997
YCR071C	5.6070108888	0.11952191235059757
YCR073C	7.554199929199999	0.024889107934943318
YCR073W-A	4.6743706313999995	0.696136997212266
YCR075C	5.2691382207	0.5302950008832361
YCR076C	5.638657364599999	0.6890062726972599
YCR077C	6.3460491766	0.6224699325315342
YCR079W	6.0174842955	0.31786542923433875
YCR081W	5.9057908515	0.058471237194641444
YCR082W	6.138485526499999	0.5939347990902198
YCR083W	5.629349577599999	0.3981481481481482
YCR084C	0.0	
YCR085W	5.2011913756000006	0.4291338582677165
YCR086W	5.9988687215	0.6814584949573312
YCR087C-A	5.0522667836	0.3476418570375828
YCR087W	5.1341753092	0.4220449601160261
YCR088W	5.5130022401000005	0.5851764308627384
YCR089W	5.7661740465	0.6243744955609363
YCR090C	6.0007302789	0.7463936714751046
YCR091W	5.8415671212	0.681485022307202
YCR092C	6.0612308943999995	0.6805896805896806
YCR094W	5.2812383438	0.24074726824109974
YCR095C	7.063679554299999	0.0
YCR098C	5.7587278169	0.652820429933732
YCR099C	5.7950281862	0.7033408287825249
YCR100C	5.7931666288	0.6388174807197943
YCR101C	6.2762407741	0.6213851401453359
YCR102C	6.0565770009	0.7519594283079759
YCR102W-A	6.6075979913000005	0.44766868573038454
YCR105W	4.9163730934	0.8458917076864823
YCR106W	5.1276598583	0.6180795062624794
YCR107W	5.475771092099999	0.41662417134115254
YDL001W	6.2259787243	0.6485274330991178
YDL002C	5.175129572	0.4670863309352517
YDL006W	5.311954040900001	0.10758717364639912
YDL009C	5.9895609345	0.3693861693861693
YDL010W	5.6181802331999995	0.6492710404241219
YDL011C	5.996076385399999	0.5707854703508227
YDL012C	6.4791505307	0.7079442608820571
YDL013W	0.11169344399999996	
YDL018C	6.1198699525	0.26418250950570343
YDL019C	5.1127673991	0.15164755142909156
YDL020C	5.9923532706	0.15563839701770735
YDL021W	5.3650084268	0.24600971547536424
YDL022W	6.2138786012	0.22648292390653083
YDL023C	6.3311567174	0.21714201705380767
YDL024C	6.3935188903	0.6754986169748143
YDL025C	6.2874101185	0.7061435973353071
YDL026W	7.101841480999999	0.031585845347313235
YDL027C	5.7940974075	0.08080321285140561
YDL032W	0.0	
YDL033C	0.0	
YDL034W	6.3339490535	0.26921381337252015
YDL035C	6.6708909429	0.49895353704478856
YDL036C	6.5945670895	0.5482004234297811
YDL037C	7.6482085779	0.11658756237069491
YDL039C	5.5181215229500005	0.251990811612346
YDL040C	5.7075349884	0.30218525766470977
YDL041W	5.6163186758	0.1756711965528671
YDL042C	5.854598022999999	0.25882352941176473
YDL044C	5.4850788791000005	0.1427116918377736
YDL045W-A	5.9830454836	0.0
YDL046W	6.0640232305	0.3195702225633154
YDL047W	5.9876993771	0.42390797450645107
YDL048C	5.3836240008	0.7747233748271091
YDL049C	4.5561617365	0.16772216547497443
YDL050C	6.1682704449	0.3202052210653387
YDL051W	6.1124237229	0.25765189584285064
YDL052C	5.8303977768	0.029374201787994887
YDL053C	6.1980553633	0.21279471392100915
YDL054C	6.4139960217	0.14903497315338846
YDL056W	6.1273161820999995	0.37353790065319764
YDL057W	5.8890368349	0.1329223960802908
YDL059C	5.007589406	0.20464684014869886
YDL061C	6.3469799553	0.004106173925795566
YDL062W	0.013961680499999947	
YDL065C	6.2464558557	0.14647593503203693
YDL066W	5.9700145818	0.2765824758341129
YDL068W	0.1377552476	
YDL069C	4.3318440698	0.0
YDL070W	6.6020133191	0.07669533342732271
YDL071C	6.6904372956	0.3543405676126878
YDL072C	6.4819428668	0.4303561171740378
YDL073W	5.5883953148	0.3176215856095936
YDL076C	5.996076385399999	0.23874573113939768
YDL077C	6.264140651	0.3156017830609212
YDL078C	6.5861900812	0.5702374222724702
YDL079C	6.4354039318	0.5555394851026901
YDL080C	6.5042815556	0.2894962793360045
YDL081C	0.46259701389999996	
YDL082W	0.37975770959999994	
YDL083C	0.7920926736999998	0.0
YDL085W	5.9355757699	0.526109455856986
YDL086W	5.9607067948	0.5045284197376639
YDL088C	6.3981727838	0.622636019784696
YDL089W	6.0612308943999995	0.6552518427518427
YDL090C	7.0599564395000005	0.20263678312458797
YDL091C	6.6187673357	0.5575868372943326
YDL093W	7.0041097175	0.4465116279069766
YDL094C	6.4186499152000005	0.6480568445475636
YDL095W	6.4865967603	0.7323862821064714
YDL096C	6.081708025799999	0.7251300887664524
YDL099W	4.5449923921	0.21441736637313122
YDL100C	5.2440071958	0.16293929712460062
YDL104C	4.3672136604	0.13491048593350383
YDL106C	3.8645931624	1.0529865125240847
YDL107W	3.5434745109000003	0.6020488573680062
YDL109C	3.9939714017	0.29713353530645537
YDL110C	5.396654902599999	0.2488789237668162
YDL112W	5.5427871584999995	0.3602015113350126
YDL113C	4.5198613672	0.09266886326194398
YDL114W	4.5282383755	0.3280575539568345
YDL115C	0.0	
YDL116W	6.7137067631	0.005545542769998618
YDL117W	5.486940436499999	0.2703986429177269
YDL118W	4.9647735858	0.09336332958380202
YDL119C	4.1522037807	0.5767765075095269
YDL121C	4.2452816507	0.2330629247971936
YDL122W	5.016897193	0.12690166975881262
YDL123W	4.4984534571	0.2962962962962963
YDL124W	4.7227711238	0.33661805281828927
YDL125C	4.9321963313	0.2836384223438384
YDL127W	4.3951370214	0.3394747988140618
YDL128W	5.0308588735	0.3108233117483811
YDL129W	5.7978205222999994	0.3991009792904159
YDL130W	4.6306240325	0.3571859296482412
YDL130W-A	4.9256808804	0.7037037037037037
YDL131W	4.8521493631	0.7249184730481489
YDL133C-A	5.4655325264	0.2155767320933848
YDL133W	4.8372569039	0.10775447373484699
YDL134C	4.3681444391	0.39122096739825274
YDL135C	4.4081679232	0.10895270270270271
YDL136W	4.8502878057	0.12876607177125313
YDL137W	3.8552853754	0.4857556735876388
YDL138W	5.0978749399000005	0.5245572393646156
YDL142C	5.2170146135	0.3266726137377342
YDL144C	4.300197593999999	0.4313852813852814
YDL146W	4.719048009	0.07455621301775148
YDL149W	5.714981217999999	0.3700325732899023
YDL151C	0.04933127109999999	
YDL154W	4.9536042414	0.9896655392709507
YDL155W	4.4612223091	0.8606300855414144
YDL156W	4.1205573049	0.4355093742941043
YDL157C	4.00234841	0.4367441860465116
YDL159W	3.760345948	0.6014851485148516
YDL160C	4.1242804197	0.01579778830963665
YDL161W	3.5397513961000002	0.4417565080199842
YDL162C	4.5328922689999995	0.31129363449691994
YDL167C	3.1516166782	0.4663319551092735
YDL168W	2.8798292977999997	1.0585003232062056
YDL169C	3.7380072591999998	1.097609561752988
YDL170W	4.1456883298	0.8217332734620566
YDL171C	3.6626141844999998	1.138500635324015
YDL172C	3.0510925786	0.1723611958511287
YDL173W	4.0777414847	0.13695503309746632
YDL174C	4.1466191084999995	0.8347923681257016
YDL175C	4.6036314502	0.6043267286696321
YDL176W	5.1974682608	0.691618911174785
YDL177C	5.2346994088	0.6301564722617354
YDL178W	4.0405103367	0.9440221147201107
YDL179W	3.6142136921	1.0654133402008754
YDL180W	3.0678465952	0.35558252427184467
YDL181W	4.2201506258	0.23467137185707984
YDL182W	2.8128132314	0.14493712772998016
YDL183C	2.9924535205	1.3409020217729393
YDL184C	4.3867600131	0.8807553575217484
YDL185W	6.4986968834	0.04439988541965052
YDL186W	3.6076982411999996	1.0993292053663573
YDL187C	4.5803619826999995	0.9130258077626497
YDL188C	3.4382965178	1.3435300487276662
YDL189W	4.0609874680999996	1.1260600504240201
YDL190C	3.5099664777000004	0.6062052505966586
YDL191W	5.1890912525	0.031031390134529154
YDL192W	5.903929294099999	0.1734195175784329
YDL194W	6.7034681974	0.44751457928353233
YDL197C	4.760933050499999	0.6639296187683286
YDL198C	3.7054300046999993	0.0
YDL199C	5.3035770326	0.6061776061776062
YDL200C	5.3491851889	0.6079693753262573
YDL201W	5.194675924699999	0.6348324672997672
YDL202W	0.009307787000000008	
YDL203C	0.15637082160000002	
YDL204W	3.1385857764	0.5287663107947805
YDL206W	5.685196299599999	0.2552390307793058
YDL210W	4.9079960851	0.6026929641570263
YDL211C	4.2694818968999995	0.6071506431218663
YDL213C	5.1825758016	0.733117816091954
YDL214C	5.2365609662	0.8014575186633486
YDL215C	5.0690208002	0.6048475945648183
YDL216C	4.7311481320999995	0.34271099744245526
YDL218W	3.7119454555999996	0.347542627883651
YDL219W	4.732078910799999	0.3634933123524784
YDL222C	4.039579558	0.5610599078341012
YDL223C	4.6557550573999995	0.45741703318672533
YDL224C	6.0807772470999994	0.5250267870809736
YDL225W	5.2458687532	0.25904897090134843
YDL226C	5.2830999012	0.6788231148696264
YDL227C	4.9247501017	0.4505764505764505
YDL229W	4.4835609979	0.29707286692962426
YDL230W	5.2616919911	0.3081549619670971
YDL231C	6.007245729799999	0.3097303997520917
YDL232W	4.4379528416	0.04614093959731544
YDL233W	5.558610396399999	0.39333556597454794
YDL234C	4.647378049099999	0.32745844181854594
