ORF	hap a | growth (culture turbidity) | standard | SC | Kuroda K~Avalos J, 2019	hap a | growth (culture turbidity) | isobutanol [1.4%] | SC | Kuroda K~Avalos J, 2019
YNL195C	6.403	0.600
YDR415C	3.984	0.600
YDL243C	4.549	0.600
YMR306W	6.273	0.600
YFR056C	5.547	0.600
YOL025W	6.062	0.600
YHR001W-A	3.534	0.599
YOR315W	5.676	0.599
YLR077W	3.853	0.598
YGL080W	3.390	0.598
YOL048C	7.308	0.598
YOR359W	7.671	0.598
YDR056C	6.096	0.598
YDR084C	5.414	0.598
YML122C	3.613	0.597
YOR292C	5.500	0.597
YJR100C	5.800	0.597
YNL226W	5.991	0.597
YNL104C	5.469	0.597
YKR078W	6.940	0.597
YER092W	6.358	0.597
YNL199C	5.482	0.597
YBR181C	5.724	0.597
YJL162C	6.999	0.596
YOR368W	6.717	0.596
YIL094C	3.372	0.596
YGR269W	5.423	0.596
YLR300W	4.803	0.596
YOR346W	6.860	0.596
YPR015C	5.548	0.595
YMR315W	6.137	0.595
YOR321W	5.614	0.595
YIL138C	3.948	0.595
YLR018C	5.966	0.595
YNL196C	5.619	0.595
YDR152W	4.583	0.595
YDR375C	4.235	0.595
YFL026W	4.867	0.594
YBR269C	5.946	0.594
YLR012C	5.880	0.594
YCR082W	6.138	0.594
YKL218C	4.383	0.594
YIL011W	5.844	0.593
YPR028W	6.555	0.592
YDR441C	5.587	0.592
YLR365W	5.808	0.591
YPR185W	5.493	0.591
YGL021W	4.413	0.591
YKR048C	5.397	0.591
YPR089W	5.608	0.544
YOL151W	5.846	0.448
YNL045W	5.625	0.590
YKR091W	5.928	0.590
YKL217W	4.173	0.590
YJR092W	6.229	0.590
YER115C	6.010	0.590
YLR376C	5.043	0.590
YMR088C	5.221	0.590
YDR426C	3.731	0.590
YJL126W	6.546	0.590
YJL159W	5.827	0.589
YJR008W	5.033	0.589
YOR086C	6.503	0.589
YER156C	6.322	0.588
YBR177C	5.795	0.588
YOR106W	6.571	0.588
YER049W	4.422	0.587
YIR028W	5.877	0.587
YOR283W	5.973	0.587
YKR035W-A	6.271	0.587
YIL156W	4.940	0.587
YKL130C	4.877	0.587
YDR096W	5.330	0.587
YOR040W	7.100	0.586
YMR115W	4.224	0.586
YOL085C	5.958	0.586
YJL020C	5.257	0.507
YFL041W	3.381	0.586
YOR185C	6.376	0.586
YHR092C	4.842	0.585
YGR084C	5.019	0.585
YCR088W	5.513	0.585
YBR125C	6.090	0.585
YDR146C	7.257	0.585
YLR364W	5.492	0.585
YJL146W	6.249	0.585
YIR018W	5.983	0.585
YCR032W	4.490	0.584
YOL015W	6.050	0.584
YPL189W	4.358	0.818
YNR074C	5.601	0.584
YIR029W	6.537	0.584
YPR140W	6.437	0.584
YOR366W	7.175	0.583
YER113C	5.943	0.583
YJR052W	3.787	0.582
YNL030W	5.316	0.582
YOR280C	5.859	0.582
YER149C	5.577	0.582
YOL028C	6.274	0.582
YJR026W	5.168	0.582
YEL023C	5.689	0.581
YCL011C	5.372	0.581
YOR101W	6.476	0.581
YPR039W	5.461	0.581
YIL069C	3.478	0.581
YML116W	4.404	0.580
YDL239C	5.963	0.580
YEL016C	5.049	0.580
YLR385C	4.629	0.580
YJR142W	5.656	0.580
YHR018C	4.666	0.579
YGL141W	3.950	0.579
YLR450W	5.069	0.579
YMR098C	4.615	0.579
YOR296W	6.642	0.579
YLR346C	4.162	0.578
YBL008W	4.885	0.578
YPL127C	5.399	0.578
YBR178W	5.281	0.578
YFL034W	5.136	0.577
YLR286C	6.504	0.577
YDL119C	4.152	0.577
YIL117C	5.942	0.577
YOR099W	6.295	0.577
YLL059C	5.733	0.577
YOR029W	5.808	0.576
YOR349W	5.273	0.576
YKR099W	5.375	0.575
YLR253W	4.748	0.575
YIR013C	4.049	0.575
YKL117W	5.074	0.575
YOR062C	5.659	0.575
YJL057C	6.158	0.575
YJR111C	6.413	0.575
YLR247C	5.896	0.575
YOL137W	6.503	0.574
YPR196W	5.722	0.574
YMR160W	4.835	0.574
YJR145C	5.864	0.574
YJL048C	6.449	0.574
YHR150W	6.492	0.574
YOL035C	7.368	0.574
YGL015C	5.591	0.573
YJR153W	6.589	0.573
YNL013C	6.106	0.573
YJR051W	4.244	0.572
YDR061W	6.155	0.572
YNL035C	5.553	0.572
YOR025W	6.213	0.572
YGL031C	5.700	0.571
YGR226C	5.601	0.571
YOR016C	6.551	0.571
YNR006W	6.041	0.571
YJL103C	5.251	0.571
YDL011C	5.996	0.571
YJL012C	6.987	0.571
YGR283C	5.894	0.570
YIL173W	4.258	0.570
YHL042W	5.902	0.570
YDL078C	6.586	0.570
YOR005C	5.906	0.570
YML050W	4.351	0.570
YKL184W	1.615	0.570
YGL005C	5.482	0.570
YHR162W	5.453	0.569
YOL116W	5.664	0.568
YML051W	3.944	0.568
YIL016W	5.551	0.568
YGR192C	5.217	0.568
YJL045W	6.382	0.568
YPL068C	5.875	0.568
YOR089C	5.554	0.568
YOL017W	6.544	0.567
YLR331C	5.247	0.567
YLR254C	5.327	0.567
YOR352W	6.687	0.567
YGR288W	6.684	0.567
YHL030W	5.653	0.566
YJR121W	5.879	0.566
YPR040W	6.301	0.566
YPR188C	5.702	0.566
YKR077W	6.651	0.565
YLR027C	5.547	0.565
YBR182C	5.646	0.565
YIL137C	4.357	0.565
YLR020C	5.835	0.565
YGL088W	5.244	0.565
YOR237W	6.297	0.565
YHR195W	3.658	0.565
YGR139W	4.459	0.565
YER157C	5.743	0.565
YOR309C	6.107	0.420
YER101C	5.858	0.564
YKL005C	7.081	0.564
YMR174C	5.197	0.564
YLL053C	5.795	0.564
YOR100C	6.731	0.564
YOR356W	6.673	0.564
YGL019W	5.344	0.564
YLR037C	5.710	0.564
YJR148W	6.574	0.564
YDR444W	5.640	0.563
YER002W	5.080	0.563
YFL049W	4.730	0.563
YDR135C	5.620	0.563
YLR282C	4.238	0.563
YDR384C	5.082	0.563
YOR348C	6.713	0.563
YER121W	6.743	0.562
YKL222C	3.022	0.562
YPR004C	5.394	0.562
YCL009C	5.421	0.562
YLR050C	5.992	0.562
YPL115C	4.501	0.562
YOR307C	6.804	0.562
YHL021C	5.389	0.561
YFL051C	4.900	0.561
YDL222C	4.040	0.561
YNL138W	4.367	0.561
YBL081W	4.253	0.560
YNR008W	6.037	0.560
YIL154C	5.241	0.560
YLL051C	6.421	0.560
YOR094W	6.492	0.560
YLR252W	6.226	0.559
YPL183C	4.154	0.559
YOR219C	5.719	0.558
YLR028C	5.716	0.558
YKR073C	7.146	0.558
YDL091C	6.619	0.558
YOR225W	6.219	0.557
YDR089W	4.026	0.557
YER182W	6.747	0.557
YOL030W	6.354	0.557
YOR183W	5.937	0.557
YHR003C	5.816	0.557
YOR277C	6.248	0.557
YOL118C	6.160	0.556
YBR292C	6.687	0.556
YGR284C	5.600	0.556
YJL106W	5.791	0.556
YOL083W	6.818	0.556
YDL079C	6.435	0.556
YGL147C	4.492	0.556
YNL016W	5.042	0.555
YPR014C	5.538	0.555
YOR082C	6.896	0.554
YOR317W	7.278	0.554
YOR339C	5.674	0.554
YJL155C	5.489	0.554
YLR343W	6.718	0.554
YGL161C	4.610	0.553
YOL080C	6.367	0.553
YOR038C	6.565	0.553
YER188W	6.497	0.553
YLR030W	5.380	0.552
YHR133C	4.637	0.552
YOR298C-A	4.914	0.696
YHR140W	6.097	0.552
YDR530C	5.424	0.552
YNL145W	5.953	0.552
YDR049W	5.150	0.551
YMR181C	5.030	0.550
YJL116C	5.563	0.550
YML116W-A	4.686	0.550
YMR139W	5.408	0.550
YER119C-A	5.560	0.549
YPL241C	3.597	0.549
YOR385W	6.878	0.549
YIL153W	5.689	0.549
YJL112W	5.569	0.549
YKL157W	3.350	0.719
YNR075W	5.263	0.548
YER096W	5.816	0.548
YLR360W	5.818	0.548
YDL036C	6.595	0.548
YDR540C	5.975	0.548
YGL196W	4.807	0.548
YDR133C	6.167	0.548
YOR376W	6.071	0.547
YMR067C	5.737	0.547
YOL129W	6.781	0.547
YNR027W	5.163	0.547
YGR214W	4.294	0.546
YIR043C	5.194	0.546
YLR438W	5.629	0.546
YBL010C	5.757	0.546
YER007W	5.298	0.545
YGR180C	3.931	0.545
YLL029W	5.592	0.545
YOL104C	5.579	0.544
YOR017W	6.412	0.544
YOL108C	4.461	0.544
YNL130C	5.628	0.544
YGL241W	4.091	0.544
YOL079W	6.522	0.543
YJR048W	4.020	0.543
YLL048C	5.743	0.543
YGR210C	6.514	0.543
YKL142W	4.082	0.543
YKL167C	3.596	0.543
YHR006W	3.306	0.543
YBR151W	3.796	0.542
YML076C	4.564	0.542
YGL236C	3.199	0.542
YKR098C	4.623	0.542
YOR184W	6.407	0.542
YOR238W	6.101	0.541
YGL230C	5.091	0.541
YNR028W	5.585	0.540
YKR105C	6.365	0.540
YOL160W	3.570	0.540
YIL089W	4.349	0.540
YMR086C-A	5.820	0.540
YPR174C	5.675	0.540
YLR128W	6.740	0.540
YBL089W	4.652	0.539
YIL039W	5.046	0.539
YIL133C	5.036	0.539
YPR158W	6.340	0.539
YOL057W	6.995	0.539
YLR427W	5.206	0.538
YLR034C	5.781	0.538
YLR268W	4.834	0.538
YGR225W	5.838	0.538
YOL002C	7.078	0.537
YLR213C	5.848	0.537
YJL218W	6.036	0.536
YBR259W	5.174	0.536
YOR189W	6.194	0.536
YIL013C	6.448	0.536
YGL051W	5.047	0.536
YDR314C	6.713	0.534
YOR006C	5.691	0.534
YDR105C	5.559	0.534
YLL060C	6.045	0.534
YER118C	6.833	0.533
YGR287C	6.128	0.533
YKL050C	3.530	0.533
YOR306C	7.158	0.479
YOR195W	6.358	0.532
YPR123C	6.252	0.532
YEL043W	5.408	0.532
YER054C	5.705	0.532
YMR136W	6.582	0.531
YMR092C	5.990	0.531
YOR131C	5.964	0.531
YNL155W	6.484	0.531
YBR009C	5.361	0.530
YOR284W	6.459	0.530
YCR075C	5.269	0.530
YKL114C	5.346	0.530
YGL089C	5.072	0.530
YOL029C	7.338	0.530
YOL053W	6.636	0.530
YJL007C	5.593	0.529
YFL027C	4.466	0.529
YDL204W	3.139	0.529
YDR450W	5.952	0.529
YOR104W	7.129	0.529
YGL050W	4.735	0.528
YLR036C	5.330	0.528
YPL159C	4.014	0.528
YPL250C	3.787	0.528
YJL013C	5.294	0.528
YDR504C	4.287	0.528
YIL042C	4.054	0.528
YLR265C	5.080	0.527
YOR301W	7.466	0.527
YPR117W	6.362	0.527
YFL046W	5.022	0.527
YDR541C	5.734	0.527
YFR034C	5.973	0.526
YNL068C	5.622	0.526
YDR525W-A	7.053	0.526
YDL085W	5.936	0.526
YPL273W	5.824	0.526
YHR035W	4.179	0.526
YBR250W	5.586	0.526
YPR132W	5.897	0.526
YGR273C	4.757	0.526
YGR054W	5.496	0.525
YDL238C	5.084	0.525
YOR251C	5.560	0.525
YPL258C	3.838	0.525
YDL224C	6.081	0.525
YDL138W	5.098	0.525
YHR032W	5.762	0.524
YGL114W	3.910	0.524
YLR216C	5.413	0.524
YOL111C	5.882	0.524
YGR176W	3.776	0.523
YNL165W	6.740	0.523
YDR338C	4.936	0.523
YDR326C	5.803	0.523
YOL020W	6.945	0.522
YJR103W	6.513	0.522
YLR432W	4.716	0.522
YCL005W	5.019	0.521
YDR513W	4.139	0.521
YHR033W	4.807	0.521
YLR362W	4.328	0.521
YGR259C	5.687	0.521
YDR347W	6.394	0.521
YHR158C	4.571	0.520
YOR227W	5.592	0.520
YER019C-A	5.630	0.520
YHR136C	5.886	0.519
YGR096W	4.405	0.519
YMR130W	4.804	0.519
YBR293W	5.619	0.518
YNL217W	6.378	0.518
YOR034C	5.662	0.518
YER016W	5.794	0.518
YEL025C	3.991	0.518
YDR350C	6.041	0.518
YLR041W	5.623	0.517
YML090W	4.178	0.517
YLR270W	4.857	0.517
YGR053C	4.811	0.517
YLR023C	6.458	0.517
YGL258W	4.331	0.517
YNL219C	5.735	0.517
YOR115C	6.580	0.517
YJR070C	6.115	0.517
YOR380W	6.724	0.516
YPR197C	5.299	0.516
YGR256W	6.854	0.516
YOR379C	6.926	0.516
YLR001C	6.990	0.515
YNL031C	6.252	0.515
YER119C	6.151	0.515
YBR219C	4.360	0.514
YGR227W	5.758	0.513
YPR150W	6.082	0.513
YCR016W	4.811	0.513
YGR197C	4.108	0.513
YIL145C	4.803	0.513
YDR363W	5.095	0.513
YIL097W	5.631	0.513
YOL037C	6.580	0.513
YGL197W	5.318	0.513
YMR066W	5.931	0.512
YDR475C	5.088	0.477
YPR184W	5.789	0.512
YOL054W	6.693	0.512
YOR165W	5.730	0.512
YKR036C	4.008	0.511
YMR135C	5.176	0.511
YGR164W	3.092	0.511
YHL012W	3.434	0.510
YDL241W	3.695	0.510
YKR100C	6.175	0.509
YFR035C	5.332	0.509
YER007C-A	5.500	0.509
YOR170W	5.230	0.507
YML052W	4.069	0.507
YPL171C	4.009	0.507
YML009C	5.407	0.507
YLR173W	4.350	0.507
YGL166W	4.579	0.507
YOR050C	5.877	0.506
YER135C	4.886	0.506
YBR094W	4.229	0.506
YDR119W	6.300	0.506
YDR103W	5.248	0.505
YJL060W	6.523	0.505
YPR027C	6.663	0.505
YGR045C	4.909	0.505
YDR080W	4.695	0.505
YDL086W	5.961	0.505
YPR151C	4.773	0.504
YMR075C-A	6.734	0.504
YLL025W	6.430	0.504
YLR442C	5.264	0.504
YJR129C	6.066	0.504
YPR058W	5.892	0.504
YBR294W	5.703	0.503
YIL152W	3.436	0.503
YGR081C	3.951	0.503
YJL077C	5.742	0.503
YOL124C	6.835	0.502
YDR031W	5.886	0.502
YIL037C	5.500	0.502
YPR193C	5.930	0.502
YER117W	5.221	0.502
YPL073C	4.929	0.501
YDR424C	6.365	0.501
YCR020C	4.813	0.500
YNL011C	5.560	0.500
YNL087W	4.567	0.500
YOR154W	6.455	0.500
YLL062C	5.786	0.500
YOR164C	5.983	0.500
YPL183W-A	4.124	0.448
YGL212W	5.093	0.499
YDL035C	6.671	0.499
YLL057C	6.362	0.498
YJL083W	6.944	0.498
YBR290W	5.722	0.498
YGL057C	3.733	0.498
YBR263W	4.976	0.497
YEL012W	5.986	0.497
YIR017C	6.588	0.497
YLL052C	6.430	0.497
YDR497C	2.936	0.497
YDR131C	6.113	0.496
YOR177C	7.068	0.496
YLR258W	5.804	0.495
YKR067W	6.062	0.495
YDR121W	5.711	0.495
YGR258C	5.403	0.495
YHR029C	4.059	0.495
YNL242W	6.903	0.494
YBL091C	5.346	0.494
YGR242W	6.395	0.494
YKL163W	3.658	0.494
YNL193W	6.492	0.494
YPR122W	6.086	0.494
YOL092W	5.934	0.493
YDR457W	3.641	0.493
YOL106W	5.842	0.493
YOR083W	5.331	0.493
YJR003C	5.309	0.493
YBR260C	5.024	0.493
YJL147C	5.884	0.492
YER144C	5.458	0.492
YFL030W	5.022	0.492
YLR206W	4.417	0.492
YER020W	6.076	0.491
YPR059C	5.666	0.491
YFL040W	4.169	0.491
YMR132C	5.308	0.491
YPL056C	5.328	0.491
YOR228C	6.133	0.490
YHL039W	4.920	0.490
YOR162C	7.119	0.490
YLR410W	4.451	0.489
YNL029C	5.161	0.488
YLR398C	5.745	0.488
YLR428C	4.735	0.488
YLR423C	3.819	0.488
YCR014C	4.120	0.488
YBR246W	3.804	0.487
YLR013W	6.886	0.487
YLR405W	5.695	0.487
YLR031W	6.299	0.487
YLR040C	6.397	0.487
YLR011W	6.596	0.486
YEL061C	3.026	0.486
YLL058W	6.129	0.486
YOR015W	7.256	0.486
YDL137W	3.855	0.486
YPL096W	6.141	0.485
YCL034W	4.344	0.484
YJR128W	5.309	0.484
YDR456W	3.488	0.484
YGL263W	4.413	0.483
YMR110C	4.306	0.483
YJL164C	4.858	0.483
YIL067C	5.762	0.483
YPR071W	6.079	0.483
YHR045W	5.438	0.483
YKR070W	6.882	0.482
YBR066C	3.347	0.482
YEL030W	4.101	0.482
YPL247C	3.185	0.482
YBL086C	4.795	0.481
YIL090W	5.368	0.481
YOR285W	7.408	0.481
YPR021C	5.451	0.481
YLR406C	4.628	0.481
YPR009W	6.353	0.481
YJR137C	6.889	0.480
YLR042C	5.335	0.480
YMR107W	3.627	0.480
YJR131W	6.308	0.479
YNL054W	4.017	0.478
YDR440W	3.954	0.478
YGR141W	3.900	0.478
YMR158C-A	5.745	0.477
YKL187C	4.632	0.477
YNL046W	6.471	0.477
YNL237W	6.218	0.477
YNL028W	5.676	0.477
YJL066C	5.772	0.477
YER098W	6.788	0.476
YOR061W	6.845	0.475
YOR264W	6.406	0.475
YDR383C	4.865	0.475
YFL048C	5.025	0.475
YGL126W	3.947	0.475
YOR215C	6.165	0.474
YOL113W	6.205	0.474
YGR166W	3.631	0.474
YBL087C	4.882	0.474
YNL095C	4.404	0.473
YOR334W	6.550	0.473
YBR209W	5.666	0.473
YOR338W	6.519	0.473
YDR481C	3.297	0.473
YDR097C	6.152	0.472
YKL177W	5.370	0.471
YKL133C	4.437	0.471
YNR015W	5.069	0.471
YGL033W	4.169	0.470
YKL174C	4.856	0.470
YNL202W	6.019	0.470
YOR163W	5.813	0.470
YHR028C	4.508	0.469
YHL016C	4.618	0.468
YHL008C	3.517	0.468
YGR239C	4.168	0.468
YPR192W	6.411	0.468
YDL002C	5.175	0.467
YGR204W	3.026	0.467
YJR109C	6.544	0.467
YDL167C	3.152	0.466
YIL092W	4.019	0.673
YGR189C	3.679	0.466
YJL037W	7.075	0.466
YGL039W	4.721	0.466
YFL003C	5.612	0.466
YBR042C	4.615	0.465
YPR146C	6.277	0.465
YJR061W	4.981	0.465
YPL104W	4.131	0.465
YGR178C	4.029	0.464
YJR110W	5.111	0.464
YHR180W	4.651	0.463
YGL078C	4.143	0.463
YJR059W	5.685	0.463
YOR343C	6.940	0.463
YBL003C	6.030	0.463
YPR042C	5.789	0.463
YOL068C	6.960	0.463
YOL152W	5.697	0.381
YOL056W	6.897	0.462
YOR377W	7.164	0.462
YPR038W	5.736	0.462
YPR075C	5.537	0.462
YOR268C	4.715	0.462
YGR137W	4.212	0.462
YEL059W	2.226	0.462
YPR157W	5.235	0.461
YHR015W	4.434	0.461
YFL012W-A	5.827	0.461
YHR008C	3.825	0.460
YOR302W	6.040	0.451
YML068W	6.582	0.460
YGR224W	5.740	0.460
YDR506C	5.799	0.439
YNL175C	5.721	0.460
YJR010C-A	5.587	0.460
YFL028C	3.765	0.459
YOR064C	6.819	0.459
YCL022C	5.894	0.459
YJL208C	5.614	0.459
YNL239W	6.821	0.459
YOR129C	6.314	0.459
YGR112W	2.883	0.459
YLR024C	4.595	0.459
YDR130C	5.908	0.458
YKL151C	3.987	0.458
YFR039C	4.778	0.458
YOR248W	6.580	0.458
YAL016W	6.280	0.458
YDL223C	4.656	0.457
YAL056C-A	6.564	0.457
YBL009W	5.736	0.457
YER123W	4.552	0.456
YLR234W	4.281	0.456
YDR147W	4.749	0.456
YOL063C	5.848	0.456
YFL047W	5.426	0.455
YKL062W	4.661	0.455
YKR053C	4.511	0.455
YIR004W	5.634	0.455
YNL198C	5.730	0.455
YKL191W	4.966	0.455
YIL125W	3.558	0.454
YGR173W	4.124	0.454
YNR073C	5.990	0.453
YHR146W	4.609	0.453
YLL047W	6.497	0.452
YOR279C	6.582	0.452
YPR084W	4.786	0.451
YGR018C	6.468	0.451
YBR229C	5.428	0.451
YOR333C	6.617	0.451
YDL227C	4.925	0.451
YOR079C	7.557	0.450
YBR275C	5.332	0.450
YOL112W	6.898	0.450
YOL013W-B	5.427	0.449
YLR113W	5.063	0.449
YOR137C	5.758	0.449
YIL038C	4.359	0.449
YOL105C	5.861	0.449
YOR242C	6.816	0.449
YLL021W	4.832	0.448
YAL054C	6.189	0.448
YCR102W-A	6.608	0.448
YDL194W	6.703	0.448
YJR020W	5.664	0.447
YOR021C	6.852	0.447
YDL093W	7.004	0.447
YDR006C	4.115	0.447
YFR040W	5.453	0.446
YLR111W	5.653	0.445
YKL120W	2.272	0.445
YGL110C	5.215	0.445
YCR048W	4.121	0.445
YLR192C	4.495	0.445
YCR010C	5.492	0.445
YOR328W	6.425	0.445
YHR016C	6.164	0.445
YGL032C	4.936	0.444
YOR313C	5.781	0.443
YCR050C	5.149	0.443
YIL116W	2.614	0.443
YBR074W	4.521	0.354
YER097W	6.311	0.442
YLR019W	5.627	0.442
YNR072W	6.018	0.442
YDL161W	3.540	0.442
YBR225W	5.608	0.442
YIL155C	6.347	0.441
YOL001W	5.207	0.441
YNL215W	5.802	0.441
YNL176C	6.354	0.441
YNL228W	5.867	0.440
YBR280C	5.439	0.440
YLR032W	5.313	0.440
YKL185W	3.724	0.440
YGR068C	4.615	0.440
YDR003W	4.031	0.439
YGR051C	5.118	0.439
YOR045W	6.349	0.439
YNL212W	6.723	0.439
YOL082W	7.300	0.439
YJR133W	6.397	0.439
YPL263C	5.147	0.438
YGR107W	3.709	0.437
YBR176W	5.627	0.437
YGL164C	3.829	0.437
YDL157C	4.002	0.437
YJL205C	5.035	0.437
YDR389W	4.527	0.437
YDR348C	4.459	0.436
YOL147C	4.935	0.436
YLR257W	4.485	0.436
YDL156W	4.121	0.436
YJR039W	4.525	0.436
YIL139C	4.773	0.435
YML067C	7.268	0.435
YCR067C	4.178	0.435
YOR027W	6.759	0.435
YBL095W	6.121	0.435
YOR171C	6.399	0.435
YDR229W	4.647	0.435
YBL047C	5.661	0.434
YEL013W	4.402	0.434
YLR237W	4.916	0.434
YDR313C	6.733	0.434
YOL109W	6.075	0.434
YHR066W	5.608	0.433
YER091C-A	5.219	0.433
YPR149W	6.627	0.433
YPR121W	6.672	0.433
YEL020C	6.166	0.433
YDR029W	4.767	0.433
YOR318C	6.633	0.433
YNL208W	6.112	0.432
YGL260W	2.904	0.432
YML107C	4.475	0.432
YPR147C	6.191	0.432
YPL036W	4.855	0.432
YDL144C	4.300	0.431
YPR114W	5.639	0.431
YER120W	6.564	0.431
YGR177C	3.814	0.431
YPL019C	5.581	0.431
YDL072C	6.482	0.430
YPL225W	3.546	0.430
YOR032C	6.641	0.430
YOR066W	5.956	0.430
YPR078C	4.249	0.430
YLR006C	5.552	0.430
YGR086C	5.149	0.430
YJR126C	6.943	0.429
YBR208C	4.402	0.429
YCR085W	5.201	0.429
YOL003C	6.543	0.429
YNR071C	5.475	0.429
YIL014W	4.438	0.429
YNL148C	5.247	0.428
YDR330W	7.277	0.428
YNL129W	3.100	0.428
YBL056W	3.066	0.428
YPR052C	6.033	0.427
YOR324C	6.828	0.427
YGL194C	5.169	0.427
YBR008C	5.045	0.427
YIL131C	5.573	0.427
YGL208W	3.708	0.426
YGL034C	4.029	0.426
YOR037W	5.996	0.426
YDR333C	7.106	0.426
YOR023C	5.869	0.426
YGL200C	3.704	0.426
YJR130C	6.433	0.426
YCL001W-A	6.044	0.426
YPR156C	5.684	0.425
YDR026C	5.635	0.425
YLR429W	4.434	0.425
YBR158W	4.623	0.425
YDL047W	5.988	0.424
YPR148C	5.956	0.424
YER130C	6.243	0.424
YOR059C	5.943	0.423
YMR062C	6.118	0.423
YML022W	3.153	0.423
YIL029C	4.688	0.423
YPL274W	4.095	0.422
YCR087W	5.134	0.422
YLR431C	5.280	0.422
YOR111W	6.096	0.422
YDR408C	4.498	0.421
YJR107W	6.154	0.421
YJL131C	5.211	0.421
YGL053W	5.077	0.421
YJL022W	5.524	0.421
YJL130C	6.462	0.421
YCR021C	4.899	0.421
YIR025W	6.294	0.420
YCR011C	5.963	0.419
YIR035C	6.523	0.419
YBR043C	4.673	0.419
YOR161C	7.047	0.419
YPL261C	6.049	0.419
YJL101C	1.972	0.419
YGL160W	4.936	0.418
YBR162W-A	4.161	0.418
YIL041W	5.268	0.418
YBR215W	2.972	0.417
YCR107W	5.476	0.417
YGR203W	4.368	0.416
YBR249C	6.260	0.416
YDR100W	5.770	0.415
YGL256W	3.835	0.415
YNL173C	5.455	0.415
YGL056C	3.747	0.414
YGL071W	4.507	0.414
YPR145W	6.201	0.414
YIR020C	5.789	0.413
YJL105W	3.583	0.413
YOR223W	6.355	0.413
YEL037C	3.861	0.412
YBR220C	5.233	0.412
YNL080C	7.570	0.412
YIR031C	5.956	0.412
YIL098C	4.820	0.412
YJL058C	6.232	0.411
YCR015C	5.051	0.411
YNL092W	3.404	0.410
YOL110W	6.063	0.410
YKR040C	4.394	0.409
YGR038W	4.052	0.409
YCL055W	4.862	0.408
YGR261C	6.581	0.408
YNL142W	3.985	0.408
YOL162W	4.270	0.408
YHR193C	6.111	0.408
YNL109W	5.802	0.408
YPR198W	6.097	0.407
YBR239C	3.487	0.407
YOR028C	6.927	0.406
YGR058W	5.310	0.406
YBR157C	4.431	0.406
YLR437C	4.228	0.406
YGR022C	6.242	0.406
YMR090W	6.139	0.405
YBR240C	5.056	0.405
YNL146W	4.122	0.405
YIL107C	4.595	0.404
YGR027C	5.520	0.404
YOR222W	6.624	0.404
YLR038C	5.828	0.404
YCL076W	5.814	0.404
YGL159W	2.819	0.403
YGL014W	5.063	0.403
YCR065W	5.333	0.403
YLR209C	4.262	0.402
YDR154C	4.541	0.402
YNL123W	5.695	0.402
YOR003W	7.079	0.402
YNL164C	7.079	0.402
YML081W	2.598	0.402
YOR068C	5.533	0.402
YGR188C	5.088	0.401
YGL028C	4.296	0.401
YJL093C	7.406	0.400
YDR136C	5.894	0.400
YER074W	3.756	0.400
YLR452C	5.430	0.400
YOL062C	5.914	0.400
YNL200C	6.190	0.400
YNL066W	3.523	0.400
YBR264C	4.922	0.399
YDL129W	5.798	0.399
YOL099C	6.883	0.399
YCR044C	4.752	0.399
YCR083W	5.629	0.398
YPR120C	6.515	0.398
YBL104C	5.233	0.398
YOR239W	5.702	0.602
YBR272C	5.679	0.397
YJL094C	3.912	0.397
YCR022C	5.445	0.397
YLL032C	5.792	0.397
YOR132W	5.875	0.397
YMR118C	2.377	0.396
YDR453C	3.216	0.396
YJL100W	6.655	0.396
YPR061C	6.210	0.396
YPL001W	4.938	0.396
YPL097W	3.842	0.396
YDR490C	4.962	0.395
YOR128C	7.448	0.395
YOR230W	6.822	0.395
YPR012W	6.042	0.395
YNL211C	6.151	0.394
YLR150W	5.574	0.394
YBR067C	3.529	0.394
YDL233W	5.559	0.393
YJR099W	6.058	0.393
YPL067C	5.686	0.393
YBR241C	6.258	0.393
YLR146C	6.851	0.392
YIL015W	5.718	0.392
YKR041W	4.789	0.392
YOR052C	6.504	0.392
YOR337W	6.235	0.392
YBR129C	3.594	0.392
YPR011C	4.410	0.391
YDL134C	4.368	0.391
YCR007C	5.308	0.391
YGL054C	3.753	0.391
YDR503C	5.281	0.390
YOR327C	6.485	0.390
YLR426W	5.144	0.390
YDR539W	5.076	0.389
YPL137C	5.694	0.389
YEL033W	4.189	0.388
YDR222W	5.064	0.388
YBL085W	4.227	0.388
YKR069W	6.871	0.388
YCL026C-A	3.124	0.388
YER048C	4.888	0.387
YPR063C	6.044	0.387
YGL257C	4.193	0.387
YLR003C	6.084	0.387
YCL024W	5.850	0.386
YOL065C	6.794	0.386
YGR268C	5.779	0.386
YOR058C	7.295	0.386
YGL029W	5.465	0.386
YOR357C	7.473	0.386
YML062C	3.715	0.385
YLR052W	6.162	0.385
YPR013C	4.479	0.385
YGL210W	4.213	0.384
YGR011W	6.622	0.384
YDR083W	5.626	0.384
YDR480W	5.034	0.384
YNR036C	3.678	0.384
YDR491C	4.049	0.383
YDR001C	4.341	0.383
YGL218W	6.555	0.382
YER011W	6.893	0.382
YJR116W	6.468	0.382
YDR137W	5.255	0.381
YGL262W	4.416	0.380
YGL226C-A	4.097	0.380
YJR119C	6.611	0.380
YKL107W	5.897	0.379
YGR286C	6.460	0.379
YBR083W	5.123	0.379
YPL015C	4.591	0.379
YIR027C	6.079	0.379
YOR374W	6.218	0.378
YLR108C	5.739	0.377
