orf	hap a | growth (culture turbidity) | standard | SC | Kuroda K~Avalos J, 2019	hap a | growth (culture turbidity) | isobutanol [1.4%] | SC | Kuroda K~Avalos J, 2019
YBR083W	-0.20031650024320563	-0.6934363036355041
YBR084C-A	-2.4551433825048536	-1.7997906477950263
YBR084W	-0.8213771022614937	-1.0358053361830115
YBR085W	-1.4905057192117164	1.6864838517723941
YBR089C-A	-0.3335959961908423	-1.077906647245924
YBR090C	0.33990244029864725	-0.8471317194908081
YBR092C	-0.46195944515680326	-0.7504788968810852
YBR093C	1.5235773079975308	-1.7260395652898262
YBR094W	-0.724694844955217	-0.32427837915628727
YBR095C	-0.6383909090546982	-1.276928591913518
YBR097W	-3.192550429756119	
YBR098W	-1.890890434497033	0.03307761635421446
YBR099C	0.1662021136127932	-0.8816663625689575
YBR103W	0.4912074418457586	-1.782128750117051
YBR104W	-0.3909498776437183	-1.300811850506745
YBR105C	-0.31229312593691677	-1.5003938461883668
YBR106W	-1.2878553380782205	-1.1364894128236402
YBR112C	-3.2067523432587364	
YBR113W	-0.9360848651672463	-1.441295689775202
YBR114W	-0.5143972796280036	1.0094831498135863
YBR115C	-1.2916789301750788	-1.3073521800136894
YBR120C	0.21044653644786915	-1.790933395056902
YBR121C	-0.24893074261754844	-1.1050328566950527
YBR122C	0.03456129999238195	-1.7997906477950263
YBR125C	0.3672138124190645	-0.09356217429168663
YBR126C	-2.1017342272666544	-1.269279991091022
YBR127C	0.9970140535158858	-1.7353698589228166
YBR128C	-0.7705779501175177	-1.0393119865978573
YBR129C	-1.0977681881201167	-0.6577168549118693
YBR130C	-0.8525120664787696	-1.0879535036693606
YBR131W	0.7113371011363223	-1.0801517795274758
YBR132C	-3.1537682813451267	
YBR134W	-0.27296475008351595	-0.9158127131248048
YBR137W	-0.1669966262562966	0.276515925618652
YBR138C	-0.5045651856646544	-0.7333447380821941
YBR141C	0.03292261766515707	-0.9692824915768196
YBR144C	-0.43519430047879426	-0.8692431144776595
YBR146W	-0.11346633690027967	-0.8269816638826987
YBR147W	-0.9125970851436876	-1.512320185693544
YBR148W	-0.18392967697095527	-0.8960014507029272
YBR149W	-0.5438935615180546	0.5739825384794517
YBR150C	1.0062999200368279	-1.6239692218680997
YBR151W	-0.9792368331175056	-0.21788681770662202
YBR157C	-0.6067097173950141	-0.614863380735634
YBR158W	-0.4936406368164874	-0.56149428834317
YBR161W	-1.0617171769211657	0.36427695034421703
YBR162W-A	-0.7651156756934343	-0.5797444950509986
YBR163W	-0.8208308748190855	-1.5220414090496328
YBR164C	-0.5100274600887378	-1.5292425236049112
YBR168W	-2.9746056802351895	
YBR169C	-0.0675832317379778	-1.0741242444955508
YBR171W	-0.6596937793086237	-1.616540479877333
YBR172C	-0.6520465951149066	0.4986332964348155
YBR173C	0.18750498386671874	-1.4806516769803963
YBR174C	-1.220669362661994	-0.7025436551275803
YBR175W	-0.4701528567929287	-1.0669151863988722
YBR176W	0.09573877354211709	-0.5258698298940772
YBR177C	0.1940597131756193	-0.08538280247130674
YBR178W	-0.10745783503378792	-0.11545249457492086
YBR179C	-1.0316746675887067	-1.4299349625997853
YBR180W	-0.07523041593169547	-0.021381602641369978
YBR181C	0.15254642755258482	-0.05992877006382003
YBR182C	0.10666332239028399	-0.15122116767492647
YBR183W	0.030191480453115604	0.2794619009465406
YBR184W	-0.02606994611494332	0.20956268062476588
YBR185C	-0.2631326561201656	-1.0426933305653991
YBR186W	-0.5143972796280046	-0.7590339902563676
YBR187W	-0.5351539224395209	0.6008009632219483
YBR188C	-0.6433069560363733	0.9239333221434206
YBR189W	-3.093683262680209	
YBR191W	-1.1420126109551925	-1.4634054586478276
YBR194W	-0.6269201327641231	-1.7954682745052135
YBR195C	-1.6669371831096118	2.1459432167089747
YBR197C	-0.0326246754238444	-1.3611562020943762
YBR199W	-0.41989993209136045	-1.2807664921308588
YBR200W	-0.6405758188243313	-1.7327477280978625
YBR201W	-0.2953600752222581	-1.532229021840388
YBR203W	-1.2070136766017854	-1.2987267725440153
YBR204C	0.07388967584578325	-1.0398648459828919
YBR205W	-0.5526332005965883	-1.3448397955261258
YBR206W	0.5185188139661758	-1.3456584247378585
YBR207W	-0.4936406368164874	-1.1010838352072079
YBR208C	-0.6236427681096727	-0.5478927785080598
YBR209W	0.1181340986808592	-0.420900513796825
YBR210W	-1.6778617319577789	-1.3517599893686412
YBR212W	-0.31174689849450793	-1.2374270476107208
YBR213W	-0.43300939070916056	-0.9710553994982892
YBR214W	-1.3555875409368554	-1.172457644556131
YBR215W	-1.462648119648891	-0.5841049333928185
YBR216C	-0.12602956807567042	-1.0769039322731058
YBR217W	0.03401507254997366	-1.0373963738041094
YBR218C	-0.01077557772751058	-1.1358698046753757
YBR219C	-0.6482230030180486	-0.29989139086817773
YBR220C	-0.13586166203902075	-0.5968281631221409
YBR221C	-0.933899955397613	-1.4276226880197458
YBR222C	-0.557549247578263	-1.1076796323604996
YBR223C	0.1672945684976098	-1.1265286513995625
YBR224W	0.1470841531285019	-1.154770062246074
YBR225W	0.08426799725154188	-0.5117487216264501
YBR226C	0.36229776543738934	-1.1530481022039962
YBR227C	0.3054901114269216	-1.280468684682041
YBR228W	0.1825889368850441	-1.1037165886314093
YBR229C	-0.021153899133269198	-0.48462514231593734
YBR230C	-0.030985993096619525	-0.9380227568889106
YBR231C	0.29019574303948836	-1.6558400114068326
YBR232C	0.7938174449399819	-1.6640067661281936
YBR233W	-0.40897538324319355	-0.8950450066689974
YBR235W	-0.4455726218845524	-0.8974765036453027
YBR238C	0.29948160956042935	-1.5131061827214
YBR239C	-1.1605843439970764	-0.611756464021016
YBR240C	-0.23964487609660692	-0.618103648158535
YBR241C	0.4655347520525662	-0.655020079445259
YBR242W	0.4824678027672254	-0.7561336955445122
YBR244W	-0.12985316017253004	0.06455119342327825
YBR245C	-0.23909864865419864	0.040317229878763544
YBR246W	-0.9743207861358305	-0.37835608023969164
YBR248C	-0.613810674146323	-1.5718630810091234
YBR249C	0.46717343437979214	-0.5870225065380991
YBR250W	0.07115853863374232	-0.26652320794533024
YBR251W	-0.7530986719604508	-1.2544326144614617
YBR255W	-0.9868840173112226	-1.207762404529285
YBR258C	-1.412395194947323	0.290050428025337
YBR259W	-0.17027399091074635	-0.23537143312385922
YBR260C	-0.25821660913849	-0.36267759885859724
YBR261C	-0.5515407457117713	0.1944500291627455
YBR262C	-0.5214982363793125	0.36909417257888977
YBR263W	-0.28662043614372434	-0.34924446912835616
YBR264C	-0.3183016278034085	-0.6350086662485344
YBR266C	1.1483190550629971	-1.7291950335572817
YBR267W	-3.1985589316226113	
YBR268W	-0.8568818860180365	-1.2669537190721687
YBR269C	0.2825485588457712	-0.0672275934889724
YBR270C	-2.850065823366087	-1.7238668512926483
YBR271W	0.39070159244262376	0.11139064608042853
YBR272C	0.12578128287457635	-0.6410832843221925
YBR273C	0.07334344840337496	0.3599236035551883
YBR274W	0.17439552524891866	0.2689924744950782
YBR275C	-0.0779615531437359	-0.487221837809157
YBR276C	-0.08287760012541105	-1.1383938987385231
YBR277C	-0.12548334063326214	0.29041885559091174
YBR278W	-0.18720704162540502	-1.0495963851851364
YBR280C	-0.015145397266776406	-0.516050113556091
YBR281C	-0.3281337217667583	-1.1268680139617844
YBR282W	-0.20140895512802223	-1.4886478937042897
YBR283C	0.02746034324107466	-1.5490845497584185
YBR284W	0.09355386377248391	-1.030877598825343
YBR285W	0.42402146642953276	0.005662975357011126
YBR286W	-0.17464381045001323	-1.0506032308008308
YBR287W	-0.010775577727509537	-0.9933162302517873
YBR288C	-0.21233350397618914	-0.8363574757112918
YBR289W	0.002880108332698322	-1.5168891512172213
YBR290W	0.15145397266776822	-0.34824818831397597
YBR291C	-0.4270008888426688	-1.2095257594021336
YBR292C	0.717345603002814	-0.17760209555682668
YBR293W	0.09082272656044192	-0.287743483414148
YBR294W	0.13998319637719303	-0.33232541488389344
YBR295W	-0.1418701639055125	-1.329408872500408
YBR297W	-0.0921634666463531	-0.9978152941113785
YBR298C	-0.20850991187933055	-1.1446839763763275
YBR299W	-0.3576300036568093	-0.8090309974697206
YBR300C	-0.3499828194630921	0.4697339636360243
YBR301W	0.977896093031594	-1.6475198211757007
YCL001W	0.00998106508400666	0.07165627337968006
YCL001W-A	0.34044866774105553	-0.5585158700203398
YCL002C	-0.8148223729525937	0.37599629244306687
YCL005W	-0.26149397379294026	-0.27940718040080065
YCL007C	0.915079937154634	-1.5149559692857193
YCL008C	-0.8508733841515447	-1.1452478092584668
YCL009C	-0.025523718672535025	-0.1608364559434519
YCL010C	-0.5023802758950207	0.06866343131102902
YCL011C	-0.05392754567776994	-0.10514495463900957
YCL014W	-0.19403488465550947	-0.1652602755566754
YCL016C	0.9920980065342107	-1.7094959492618222
YCL022C	0.2519598220709036	-0.46043574320692615
YCL023C	0.19979510132090716	-0.9051056041983427
YCL024W	0.22628713227771122	-0.6726855627382412
YCL025C	0.37486099661278116	-1.052574455714998
YCL026C-A	-1.373613046536331	-0.6683514812609747
YCL027W	-0.011868032612327167	-1.2378577333321068
YCL028W	0.5092329474452344	-1.6360316890109938
YCL029C	-0.3669158701777508	-1.210795580057391
YCL030C	-0.345066772481417	-0.9119102553750074
YCL032W	-1.3719743642091058	-1.271909986839208
YCL033C	-0.4073367009159687	-1.1231935022112474
YCL034W	-0.6575088695389906	-0.3875366440606805
YCL035C	-0.9852453349839975	0.910057131599576
YCL036W	-0.818099737607044	-1.1922419756662672
YCL037C	-1.112516329065142	-0.9767574966770246
YCL038C	0.39862189035754475	-0.3723467441508287
YCL039W	-0.18939195139503873	-1.6641088373760464
YCL040W	0.2956580174635713	-1.3413224720493546
YCL042W	0.21263144621750285	-0.8219225411929331
YCL044C	0.2874646058274458	-1.4300589544174431
YCL045C	-0.1309456150573461	-1.180884845422832
YCL046W	0.08481422469395017	-1.3700306242201756
YCL047C	0.1569162470918517	-1.014104895225136
YCL048W	0.079898177712275	-0.9966628215840022
YCL049C	0.30767502119655477	-0.7704046557988677
YCL050C	-0.3964121520678018	-0.8752824673996447
YCL051W	-0.7350731663609755	-1.3815095014015488
YCL055W	-0.3532601841175424	-0.6095734849783375
YCL056C	-0.9115046302588711	-1.1390620922264982
YCL057W	0.6446973531625037	-1.152490354831804
YCL058C	-3.0428841105362325	
YCL061C	0.3033052016572879	-1.5423822150171564
YCL063W	-0.916420677240546	-1.4945798843131568
YCL064C	-0.12111352109399577	-1.5075860583342588
YCL069W	-0.3341422236332501	-1.1371059980217184
YCL076W	0.20498426202378622	-0.6217576733756225
YCR001W	-0.43574052792120255	0.008207427598184998
YCR002C	-0.3412431803845589	-1.3778458216071852
YCR003W	-0.44994244142381923	-1.2537302512324806
YCR004C	-0.5575492475782635	-1.40532946089229
YCR005C	-0.27842702450759893	0.2951411453945582
YCR006C	-0.3122931259369162	0.6861934567220334
YCR007C	-0.0916172392039448	-0.6599375777938752
YCR008W	-0.22271182538194775	-1.1549121297195049
YCR009C	-0.01077557772751058	-1.7100716149410196
YCR010C	0.01598956695049841	-0.5027487789961982
YCR011C	0.292380652809121	-0.5765190044383037
YCR014C	-0.7891496831594018	-0.37784758391525325
YCR015C	-0.2423760133086484	-0.6014308863755695
YCR016W	-0.3833026934500012	-0.30352341968432206
YCR017C	-0.6717107830416078	-0.9866514737304575
YCR019W	-1.0267586206070316	-0.9791742236741772
YCR020C	-0.3822102385651846	-0.34019718160525136
YCR020C-A	-0.12165974853640407	-1.0118345478627597
YCR020W-B	-0.30573839662801616	-1.536213889505291
YCR021C	-0.3319573138636169	-0.5729548976308297
YCR022C	-0.011321805169918873	-0.6422172820084548
YCR023C	-1.0344058048007485	1.1085099680144852
YCR024C	-0.5946927136620306	-1.4430205308996729
YCR024C-A	0.19897576015729446	-1.265162341651828
YCR025C	-0.05665868288981089	-0.9421248868139322
YCR026C	0.13506714939551787	-1.0251753509507504
YCR027C	0.011619747411232582	-1.2632424747807578
YCR028C	-1.9427820415258261	-1.7997906477950263
YCR028C-A	-0.15060980298404622	-1.3708058315987226
YCR030C	0.03838489208924157	-1.2087612123095415
YCR031C	-0.5848606196986808	0.7496001773392554
YCR032W	-0.5717511610808802	-0.09615834571429382
YCR033W	-2.8970413834132045	-1.7997906477950263
YCR034W	0.21099276389027796	-1.4767856396871701
YCR036W	-0.18939195139503873	-0.9656378833514927
YCR043C	-0.029893538211801896	0.22451705622132817
YCR044C	-0.4182612497641351	-0.636671504621858
YCR045C	-0.5466246987300966	-1.048242271292475
YCR046C	0.674739862494963	-1.7924032841413702
YCR047C	-3.2067523432587364	
YCR048W	-0.7886034557169935	-0.5020172112808028
YCR049C	0.3715836319583314	0.2538196410908321
YCR050C	-0.18502213185577185	-0.5076692570263934
YCR051W	0.011619747411232582	0.24394312192445197
YCR053W	-0.13804657180865393	-1.6871435063779066
YCR059C	0.0187207041625404	0.08584681741481018
YCR060W	1.1466803727357728	-1.55974839478646
YCR061W	-0.4158032262732975	-0.8995291425254915
YCR063W	-3.1657852850781105	
YCR065W	-0.07686909825891931	-0.6251004118864979
YCR067C	-0.7547373542876762	-0.5309858439784936
YCR068W	0.04767075861018256	-1.0381479719604776
YCR069W	-0.44120280234528547	0.08723647335133917
YCR071C	0.08372176980913358	-1.451220886022919
YCR073C	1.226429579327391	-1.7272048745842106
YCR073W-A	-0.4635981274840281	0.23040032310619005
YCR075C	-0.1145587917850952	-0.25325580333405623
YCR076C	0.10229350285101713	0.2096045133958565
YCR077C	0.5174263590813598	0.015560126181540238
YCR079W	0.32460807191121394	-0.8727783973652149
YCR081W	0.25906077882221246	-1.6292670607922397
YCR082W	0.3956176394242984	-0.06765879552210413
YCR083W	0.09683122842693367	-0.6386445247066445
YCR084C	-3.2067523432587364	
YCR085W	-0.15443339508090428	-0.5482788220308413
YCR086W	0.31368352306304703	0.18759242342026808
YCR087C-A	-0.2418297858662396	-0.7859394057386786
YCR087W	-0.19376177093430558	-0.5689526507151855
YCR088W	0.028552798125891246	-0.09320141165436967
YCR089W	0.17712666246096065	0.02111453096291036
YCR090C	0.31477597794786366	0.37696722979916586
YCR091W	0.22137108529603658	0.18766978690820968
YCR092C	0.35028076170440586	0.18505864186339485
YCR094W	-0.10745783503378688	-1.0976832577130418
YCR095C	0.9385677171781932	-1.7997906477950263
YCR098C	0.17275684292169377	0.10407331544608753
YCR099C	0.1940597131756193	0.25140933982042935
YCR100C	0.19296725829080272	0.06323557636029055
YCR101C	0.47645930090073363	0.012396473457174791
YCR102C	0.3475496244923644	0.39319901939457164
YCR102W-A	0.6709162703981049	-0.49422446274149207
YCR105W	-0.32157899245785826	0.6671400198500692
YCR106W	-0.19758536303116364	0.0027560318645640856
YCR107W	0.006703700429556377	-0.584761660249203
YDL001W	0.4469630190106832	0.09155336111720733
YDL002C	-0.16972776346833807	-0.43759548291575207
YDL006W	-0.0894323294343111	-1.48602696421494
YDL009C	0.3082212486389636	-0.722525010619128
YDL010W	0.09027649911803362	0.09372199298588393
YDL011C	0.31204484073582167	-0.13517073408786548
YDL012C	0.595536883345753	0.26483463731367163
YDL013W	-3.141205050169735	
YDL018C	0.384693090576132	-1.0293374932919295
YDL019C	-0.20632500210969737	-1.3575307321411785
YDL020C	0.30985993096618847	-1.3458919617372
YDL021W	-0.05829736521703576	-1.0823360302238667
YDL022W	0.43986206225937485	-1.1392833209043929
YDL023C	0.5086867200028261	-1.1665248334635157
YDL024C	0.5452839586441854	0.17021123190734316
YDL025C	0.4830140302096342	0.25958324155553447
YDL026W	0.9609630423169353	-1.7076747305413935
YDL027C	0.193513485733211	-1.5641388237895972
YDL032W	-3.2067523432587364	
YDL033C	-3.2067523432587364	
YDL034W	0.510325402330051	-1.014664364693426
YDL035C	0.7080597364818719	-0.34465901441815466
YDL036C	0.6632690862043877	-0.20103701977602256
YDL037C	1.2815985510106345	-1.4597785274907895
YDL039C	0.03155704905913712	-1.0648929587853149
YDL040C	0.14271433358923502	-0.9185075323922618
YDL041W	0.08918404423321703	-1.2874689661184882
YDL042C	0.2290182694897532	-1.044966246028133
YDL044C	0.012165974853640876	-1.3835909782309337
YDL045W-A	0.304397656542105	-1.7997906477950263
YDL046W	0.3519194440316312	-0.8678065943471291
YDL047W	0.307128793754147	-0.5635194170137069
YDL048C	-0.04737281636886885	0.45958704196813754
YDL049C	-0.5329690126698876	-1.3106512580902938
YDL050C	0.41309691758136585	-0.8659547056664441
YDL051W	0.3803232710368651	-1.0483831595126045
YDL052C	0.21481635598713653	-1.7141246948486502
YDL053C	0.4305761957384328	-1.1792031648886832
YDL054C	0.5573009623771689	-1.3651499692271913
YDL056W	0.38906291011539834	-0.710417038530756
YDL057W	0.24922868485886215	-1.4121401573981245
YDL059C	-0.26804870310184026	-1.2029653551340371
YDL061C	0.5179725865237681	-1.7878155376335443
YDL062W	-3.1985589316226113	
YDL065C	0.45898002274366667	-1.3726130635735123
YDL066W	0.29675047234838836	-0.9931746406059949
YDL068W	-3.125910681782301	
YDL069C	-0.6646098262902989	-1.7997906477950263
YDL070W	0.6676389057436546	-1.5761189078100146
YDL071C	0.7195305127724472	-0.7664035072291618
YDL072C	0.5971755656729779	-0.5447142664826458
YDL073W	0.07279722096096666	-0.8734895348672467
YDL076C	0.31204484073582167	-1.103520474479385
YDL077C	0.4693583441494253	-0.8793800203804992
YDL078C	0.6583530392227126	-0.1367690434217275
YDL079C	0.5698641935525607	-0.17963362245208492
YDL080C	0.6102850242907786	-0.9555132501404359
YDL081C	-2.935277304381789	
YDL082W	-2.9838915467561318	
YDL083C	-2.7419127897692346	-1.7997906477950263
YDL085W	0.2765400569792794	-0.2654623887541994
YDL086W	0.29128819792430494	-0.3284006104657241
YDL088C	0.5480150958562269	0.016044497566915793
YDL089W	0.35028076170440586	0.11116420756880081
YDL090C	0.9363828074085606	-1.208827419120994
YDL091C	0.677470999707005	-0.17366279206902474
YDL093W	0.9036091608640598	-0.4975988680026695
YDL094C	0.5600320995892109	0.09018095219166453
YDL095W	0.5999067028850199	0.3361165415927098
YDL096C	0.36229776543738934	0.3149548187407232
YDL099W	-0.5395237419787877	-1.174470914813768
YDL100C	-0.1293069327301207	-1.3245998575453193
YDL104C	-0.6438531834787816	-1.406342157743607
YDL106C	-0.9388160023792881	1.2711044759636536
YDL107W	-1.1272644700101668	-0.04399522366929955
YDL109C	-0.862890387884528	-0.9332402088055234
YDL110C	-0.03972563217515274	-1.0739683658269628
YDL112W	0.04603207628295768	-0.749310844328506
YDL113C	-0.5542718829238132	-1.529534232417764
YDL114W	-0.549355835942138	-0.8430544210950661
YDL115C	-3.2067523432587364	
YDL116W	0.7331861988326561	-1.7836178098256563
YDL117W	0.013258429738456942	-1.0112089668990716
YDL118W	-0.2931751654526244	-1.5275089137493452
YDL119C	-0.7700317226751094	-0.1176986709815482
YDL121C	-0.7154089784342749	-1.120093623401974
YDL122W	-0.26258642867775683	-1.429698804999216
YDL123W	-0.566835114099205	-0.9356819050315796
YDL124W	-0.43519430047879376	-0.8180888646535426
YDL125C	-0.3122931259369162	-0.9725969110030979
YDL127W	-0.6274663602065313	-0.8097575448845875
YDL128W	-0.2543930170416319	-0.8933157964594586
YDL129W	0.19569839550284418	-0.635865719400258
YDL130W	-0.48927081727722	-0.7581053872661968
YDL130W-A	-0.3161167180337748	0.25246761626816006
YDL131W	-0.35926868598403416	0.31433766964173715
YDL133C-A	0.0006951985630651483	-1.1710897788783747
YDL133W	-0.36800832506256737	-1.4855390557567514
