ORF	hom | growth (relative abundance in pooled culture) | cisplatin [62.5 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	hom | growth (relative abundance in pooled culture) | cisplatin [125 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	hom | growth (relative abundance in pooled culture) | cisplatin [250 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	hom | growth (relative abundance in pooled culture) | cisplatin [500 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | methotrexate [125 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | methotrexate [250 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | methotrexate [500 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | 5-fluorouracil [4.8 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | 5-fluorouracil [9.6 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | 5-fluorouracil [19.2 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | 5-fluorouracil [38.5 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | 5-fluorouracil [76.9 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | cisplatin [31.25 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | cisplatin [62.5 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | cisplatin [125 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | time [overnight + 20 generations], atorvastatin [62.5 uM] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | time [overnight + 20 generations], atorvastatin [125 uM] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | lovastatin [77.2 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | lovastatin [154.5 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | miconazole [0.025 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | miconazole [0.05 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | miconazole [0.1 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | miconazole [0.2 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fluconazole [16.3 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fluconazole [32.6 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fluconazole [65.3 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fluconazole [130.6 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fenpropimorph [1.2 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fenpropimorph [2.3 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | fenpropimorph [4.7 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | alverine citrate [500 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | dyclonine [250 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004	het | growth (relative abundance in pooled culture) | dyclonine [500 uM], time [overnight + 20 generations] | Giaever G~Davis RW, 2004
YML059C	-9.597	-5.956	-4.939	-5.931	-11.674	-10.145	-11.098	-11.742	-10.901	-8.441	-9.179	-11.690	-11.251	-11.628	-10.487	-11.668	-11.280	-10.393	-9.581	-11.094	-11.644	-11.646	-6.853	-11.605	-11.717	-16.748	-9.423	-9.075	-9.990	-11.042	-10.506	-10.685	-11.426
YML060W	-9.031	-8.438	-7.038	-7.809	-11.199	-9.920	-4.481	-11.751	-11.776	-10.389	-11.702	-10.740	-11.642	-11.468	-11.747	-10.972	-8.368	-8.117	-9.637	-11.575	-9.641	-11.857	-6.935	-7.151	-9.666	-9.676	-10.494	-7.480	-11.537	-18.955	-10.724	-9.256	-10.650
YML061C	-8.207	-8.208	-8.018	-8.063	-10.769	-8.868	-7.670	-11.513	-11.509	-7.890	-11.408	-11.361	-9.559	-11.208	-11.453	-10.702	-11.437	-10.813	-11.176	-11.286	-10.521	-11.298	-10.985	-10.954	-10.983	-5.971	-0.000	-11.534	-11.179	-11.203	-10.567	-11.197	-10.418
YML062C	-5.551	-6.182	-4.972	-5.833	-11.469	-10.121	-11.587	-10.668	-10.609	-11.341	-10.621	-11.576	-10.902	-11.558	-9.622	-10.929	-11.497	-11.531	-9.138	-11.592	-10.156	-11.533	-8.823	-9.774	-7.963	-13.268	-11.323	-11.036	-11.231	-4.439	-10.910	-11.287	-11.158
YML063W	-9.748	-9.250	-9.301	-9.384	-7.475	-5.047	-9.694	-0.000	-0.000	-2.019	-0.000	-7.650	-7.619	-11.399	-9.046	-11.088	-6.682	-8.941	-6.171	-11.369	-8.654	-3.165	-11.397	-10.699	-9.581	-5.409	-9.188	-11.172	-10.643	-3.267	-5.032	-6.323	-2.485
YML064C	-0.000	-0.000	-0.000	-0.000	-11.365	-11.009	-8.177	-11.667	-12.074	-9.834	-8.441	-11.649	-11.777	-10.189	-11.330	-11.690	-11.252	-11.301	-10.243	-10.097	-8.633	-11.980	-9.965	-11.249	-11.639	-7.017	-6.364	-11.650	-10.779	-12.039	-11.319	-11.021	-11.102
YML065W	-0.000	-0.000	-0.000	-0.000	-10.615	-10.437	-5.686	-11.954	-11.477	-8.506	-10.569	-11.135	-10.927	-11.072	-10.909	-11.473	-7.111	-9.521	-10.603	-11.809	-10.076	-11.021	-11.635	-11.954	-11.881	-4.350	-2.882	-11.311	-9.860	-8.401	-11.133	-11.691	-10.378
YML066C	-9.632	-9.733	-6.524	-7.423	-8.924	-7.079	-6.187	-8.110	-8.874	-5.058	-8.659	-9.185	-7.848	-6.877	-7.791	-8.611	-8.567	-9.215	-7.670	-9.235	-8.813	-8.850	-7.802	-6.591	-9.027	-4.704	-7.974	-7.850	-8.609	-8.947	-8.971	-7.665	-8.670
YML067C	-7.355	-8.096	-6.843	-6.849	-8.534	-7.649	-0.000	-9.589	-8.746	-5.944	-7.316	-6.529	-8.248	-9.401	-9.446	-8.668	-9.519	-6.010	-6.242	-9.186	-8.874	-7.343	-4.894	-9.145	-8.627	-17.519	-4.292	-7.580	-9.593	-6.881	-9.014	-8.844	-8.558
YML068W	-7.112	-8.103	-6.729	-7.052	-7.701	-8.475	-7.167	-8.664	-9.846	-6.706	-4.499	-0.410	-9.446	-9.787	-9.628	-9.613	-9.377	-4.804	-7.220	-9.034	-7.814	-8.953	-22.013	-9.818	-8.520	-11.354	-8.876	-9.864	-9.702	-9.822	-8.231	-9.433	-9.843
YML069W	-0.000	-0.000	-0.000	-0.000	-5.847	-6.533	-1.534	-6.394	-9.283	-6.515	-8.149	-9.150	-6.924	-7.781	-8.990	-7.873	-8.496	-9.263	-7.529	-7.894	-6.473	-2.198	-0.000	-3.510	-4.347	-2.197	-5.703	-7.475	-5.250	-9.809	-6.544	-4.014	-6.673
YML070W	-8.526	-8.513	-8.385	-5.874	-7.240	-5.879	-6.879	-6.929	-8.097	-6.548	-7.403	-8.086	-7.776	-8.130	-5.166	-7.603	-7.067	-7.881	-7.153	-7.216	-7.390	-6.726	-7.421	-8.140	-8.054	-8.100	-7.968	-8.157	-7.313	-8.111	-7.161	-6.727	-7.539
YML071C	-7.346	-5.869	-7.617	-4.459	-7.363	-7.513	-5.739	-9.495	-9.480	-7.506	-4.503	-3.695	-9.876	-9.179	-8.535	-9.215	-8.581	-3.164	-8.187	-9.529	-9.169	-8.916	-5.644	-8.364	-7.612	-9.100	-8.706	-4.736	-7.006	-9.996	-9.416	-9.859	-9.570
YML072C	-7.639	-8.021	-7.614	-7.743	-8.343	-8.279	-9.875	-9.878	-9.864	-6.396	-5.826	-2.644	-9.267	-9.198	-9.707	-8.512	-5.727	-4.610	-6.015	-9.795	-9.295	-9.179	-5.299	-8.821	-8.359	-4.828	-26.575	-6.679	-0.920	-4.553	-7.857	-9.643	-7.594
YML073C	-7.886	-7.513	-7.881	-8.438	-4.094	-3.261	-7.802	-0.000	-0.000	-5.522	-1.997	-4.261	-7.978	-6.776	-5.333	-2.792	-0.000	-6.305	-0.000	-7.285	-5.868	-2.593	-8.766	-6.087	-5.982	-8.343	-6.990	-5.738	-8.484	-4.681	-2.669	-8.678	-5.163
YML074C	-8.727	-7.752	-4.239	-5.834	-6.884	-5.945	-9.518	-9.902	-6.801	-5.879	-5.920	-6.393	-9.595	-8.862	-9.146	-8.702	-9.037	-9.841	-9.796	-9.510	-8.677	-6.396	-5.000	-8.117	-8.424	-6.378	-6.582	-7.932	-7.675	-16.347	-8.685	-8.594	-9.099
YML075C	-7.224	-8.855	-8.229	-9.556	-8.740	-7.609	-0.000	-6.194	-9.874	-8.563	-7.499	-5.436	-8.251	-9.221	-9.154	-222.522	-215.449	-113.288	-201.645	-8.724	-5.922	-6.775	-16.529	-7.520	-8.355	-67.112	-34.897	-9.214	-7.811	-9.161	-9.114	-6.823	-9.046
YML076C	-7.815	-9.074	-7.908	-9.345	-7.996	-7.019	-6.796	-8.426	-9.740	-8.693	-5.670	-3.576	-7.541	-9.472	-7.997	-9.384	-3.404	-5.948	-7.708	-9.757	-9.585	-9.715	-8.115	-9.583	-8.712	-62.835	-8.363	-9.632	-9.839	-9.585	-9.140	-5.836	-8.228
YML077W	-0.000	-0.000	-0.000	-0.000	-8.981	-8.473	-2.475	-9.639	-9.212	-7.823	-8.940	-5.815	-8.687	-7.119	-9.762	-9.072	-3.736	-6.212	-6.385	-9.710	-8.308	-9.576	-2.267	-8.641	-8.511	-6.061	-9.679	-2.481	-8.310	-3.327	-7.678	-8.325	-8.188
YML078W	-10.005	-10.215	-10.640	-9.666	-10.301	-10.320	-11.412	-10.659	-11.276	-7.401	-8.470	-10.627	-11.403	-10.777	-11.306	-10.369	-11.216	-5.931	-9.453	-11.419	-8.781	-10.482	-7.939	-8.749	-11.334	-3.965	-2.920	-10.691	-11.066	-11.365	-10.456	-11.397	-10.560
YML079W	-6.928	-9.175	-10.025	-9.298	-10.423	-9.955	-8.602	-9.857	-10.066	-8.743	-10.191	-10.488	-10.476	-10.106	-10.278	-9.957	-10.424	-8.699	-10.023	-9.722	-9.414	-9.661	-8.248	-10.280	-10.521	-5.341	-5.798	-10.546	-9.723	-10.243	-10.354	-8.310	-10.324
YML080W	-9.799	-10.263	-10.282	-8.844	-11.911	-11.168	-12.109	-11.919	-11.969	-5.985	-9.672	-8.902	-10.651	-11.521	-11.351	-11.871	-9.980	-11.418	-9.731	-12.120	-7.301	-12.050	-6.088	-11.105	-10.695	-22.558	-4.276	-11.880	-10.967	-12.052	-11.440	-9.779	-11.828
YML081C-A	-8.390	-8.090	-8.243	-7.803	-7.912	-7.910	-6.600	-9.206	-9.567	-7.979	-7.497	-1.964	-9.665	-8.931	-9.394	-9.315	-9.595	-5.655	-6.365	-9.548	-8.303	-9.991	-10.585	-9.407	-8.844	-103.620	-12.324	-9.571	-8.894	-8.877	-8.678	-8.641	-9.326
YML081W	-9.629	-8.851	-9.881	-10.000	-11.055	-10.156	-10.701	-11.039	-9.381	-10.455	-11.043	-10.795	-10.792	-10.907	-10.812	-10.089	-7.201	-10.972	-10.137	-10.999	-10.580	-10.662	-11.115	-10.949	-10.933	-10.447	-10.988	-10.949	-10.828	-8.255	-9.471	-10.459	-10.777
YML082W	-9.538	-9.206	-9.390	-9.307	-10.305	-11.621	-11.719	-10.417	-11.475	-9.996	-11.772	-11.411	-11.151	-11.376	-11.206	-11.181	-9.174	-9.533	-10.253	-11.259	-9.988	-8.937	-11.657	-11.306	-10.943	-7.695	-11.456	-11.577	-11.672	-7.688	-11.591	-11.340	-11.494
YML083C	-8.815	-8.650	-6.027	-9.467	-11.728	-9.978	-10.874	-12.583	-11.384	-8.023	-10.343	-12.548	-12.493	-11.759	-12.066	-12.503	-7.153	-4.922	-8.590	-12.127	-10.852	-12.251	-8.856	-12.521	-11.984	-13.505	-10.259	-12.274	-12.401	-11.755	-11.976	-12.342	-11.468
YML084W	-9.480	-8.085	-5.016	-8.398	-7.662	-10.398	-25.594	-11.604	-11.603	-8.617	-10.833	-10.691	-10.332	-11.255	-11.037	-11.166	-7.903	-10.747	-9.332	-11.342	-9.741	-11.579	-3.313	-11.127	-11.456	-7.413	-8.169	-8.386	-9.965	-9.464	-10.811	-10.136	-11.022
YML085C	-0.000	-0.000	-0.000	-0.000	-6.051	-7.367	-5.032	-5.361	-1.816	-6.401	-7.104	-8.251	-8.001	-5.773	-6.903	-3.234	-0.000	-1.648	-0.000	-6.740	-7.143	-5.410	-7.110	-7.842	-3.579	-7.182	-8.319	-8.231	-7.618	-7.811	-1.774	-5.676	-6.495
YML086C	-8.243	-8.974	-6.260	-7.854	-8.902	-8.593	-8.833	-9.339	-9.277	-5.383	-7.855	-6.920	-9.104	-9.306	-8.681	-8.612	-8.975	-9.410	-8.046	-9.409	-7.259	-9.117	-9.235	-7.312	-8.959	-0.000	-12.209	-9.411	-9.224	-9.380	-8.642	-8.227	-8.954
YML087C	-9.081	-8.551	-7.134	-8.840	-11.143	-10.534	-8.211	-11.754	-11.740	-9.140	-10.567	-10.530	-11.410	-11.735	-11.694	-11.387	-10.363	-11.292	-9.915	-11.751	-9.587	-11.008	-11.596	-10.694	-11.616	-14.263	-3.856	-11.737	-11.547	-10.975	-10.248	-9.647	-11.247
YML088W	-9.251	-8.353	-9.354	-7.003	-9.761	-10.548	-11.189	-11.180	-10.730	-9.442	-11.158	-11.047	-10.654	-11.191	-10.708	-10.812	-11.171	-5.151	-9.914	-11.173	-10.463	-11.091	-9.835	-10.256	-11.205	-8.648	-5.203	-10.495	-11.083	-8.181	-10.523	-10.884	-10.760
YML089C	-10.316	-9.564	-8.540	-7.832	-10.377	-10.490	-11.391	-11.779	-11.177	-8.302	-11.006	-11.385	-11.143	-11.563	-7.809	-10.755	-11.058	-7.715	-7.566	-11.529	-9.903	-8.773	-10.718	-10.835	-10.153	-9.780	-2.417	-11.706	-11.635	-10.543	-10.450	-11.620	-10.748
YML090W	-7.343	-7.633	-5.426	-6.211	-8.177	-7.997	-9.860	-9.598	-8.521	-7.344	-8.165	-8.090	-9.565	-9.548	-9.426	-9.295	-8.485	-9.870	-6.582	-9.517	-8.895	-8.995	-8.991	-9.266	-9.273	-4.068	-1.894	-7.780	-9.754	-7.903	-9.359	-9.377	-9.039
YML091C	-0.000	-0.000	-0.000	-0.000	-9.958	-9.222	-9.806	-10.776	-11.256	-9.851	-10.536	-8.266	-9.903	-8.756	-10.628	-10.805	-10.929	-11.349	-8.424	-8.972	-9.860	-8.282	-6.159	-10.635	-10.904	-7.014	-11.369	-23.631	-10.499	-11.851	-10.504	-9.384	-9.715
YML092C	-0.000	-0.000	-0.000	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YML093W	-0.000	-0.000	-0.000	-0.000	-0.000	-3.238	-0.000	-9.351	-10.008	-5.006	-7.278	-1.419	-6.972	-5.444	-9.121	-8.420	-3.540	-7.005	-7.088	-9.297	-7.822	-8.028	-6.138	-9.969	-6.918	-5.580	-3.327	-5.218	-7.340	-3.405	-8.829	-8.891	-7.613
YML094C-A	-4.543	-3.682	-6.076	-5.033	-9.467	-7.770	-9.878	-9.609	-9.967	-7.314	-9.481	-6.664	-8.782	-9.539	-9.545	-8.197	-5.783	-9.223	-10.142	-9.731	-8.322	-8.805	-9.160	-9.869	-7.313	-10.781	-5.929	-9.686	-7.390	-9.604	-8.731	-8.890	-9.705
YML094W	-7.947	-8.139	-7.987	-8.203	-9.237	-7.663	-6.650	-9.335	-9.108	-6.633	-9.542	-8.426	-9.307	-9.621	-9.349	-9.117	-8.449	-8.728	-6.015	-9.363	-7.080	-9.133	-9.152	-6.465	-5.501	-0.373	-12.900	-7.796	-8.986	-5.772	-8.945	-9.158	-8.232
YML095C	-456.282	-35.381	-170.404	-537.706	-6.748	-8.307	-9.453	-9.623	-9.605	-7.978	-3.211	-4.225	-7.848	-9.574	-8.635	-9.563	-8.442	-9.175	-6.618	-8.529	-9.057	-9.505	-4.623	-9.202	-6.501	-11.736	-8.919	-7.927	-8.417	-8.691	-8.912	-9.620	-9.103
YML096W	-8.414	-8.704	-8.103	-8.678	-10.866	-10.195	-11.839	-11.219	-8.967	-10.278	-11.764	-11.798	-11.715	-10.275	-11.727	-10.915	-11.276	-11.266	-10.203	-11.604	-10.853	-11.556	-6.949	-11.579	-11.742	-5.128	-10.144	-11.123	-10.115	-8.841	-10.695	-11.497	-11.654
YML097C	-6.121	-5.767	-6.440	-6.776	-9.761	-8.982	-9.319	-10.078	-10.162	-8.417	-9.910	-8.272	-8.885	-7.968	-9.979	-9.734	-9.568	-9.293	-7.726	-9.783	-8.396	-9.973	-7.469	-5.164	-10.035	-6.341	-6.450	-8.972	-8.743	-8.691	-9.424	-4.580	-9.993
YML098W	-0.000	-0.000	-0.000	-0.000	-7.949	-7.660	-8.890	-8.410	-9.554	-8.354	-5.651	-9.567	-9.391	-8.455	-8.852	-9.260	-8.922	-9.517	-9.350	-9.067	-8.841	-9.451	-9.613	-9.528	-9.571	-11.124	-2.464	-9.631	-8.849	-8.184	-8.319	-9.456	-8.629
YML099C	-6.858	-8.053	-5.865	-6.791	-8.961	-8.321	-4.735	-2.879	-4.792	-5.850	-6.035	-6.597	-8.437	-8.994	-8.543	-7.432	-0.000	-9.207	-7.544	-8.232	-8.417	-9.389	-3.827	-9.481	-7.711	-3.991	-9.425	-8.168	-4.542	-41.677	-5.245	-9.455	-7.328
YML099W-A	-5.622	-7.237	-3.731	2.857	-6.285	-6.322	-8.519	-7.048	-8.589	-8.594	-5.218	-8.592	-8.631	-8.154	-7.274	-7.518	-8.459	-8.588	-7.599	-7.995	-8.131	-8.271	-7.676	-8.646	-8.440	-5.517	-8.533	-8.597	-8.110	-8.146	-6.165	-7.049	-6.732
YML100W	-8.925	-9.353	-5.093	-5.466	-9.862	-9.755	-9.322	-9.899	-9.494	-7.351	-8.395	-9.618	-9.413	-10.197	-9.996	-9.377	-9.847	-10.440	-7.135	-10.049	-8.235	-6.268	-10.435	-9.477	-8.872	-5.519	-6.682	-4.385	-9.157	-7.280	-9.706	-8.486	-9.807
YML101C	-8.166	-9.003	-6.145	-6.531	-8.628	-7.701	-8.576	-9.444	-9.824	-9.019	-5.969	-8.432	-9.738	-9.771	-9.259	-8.103	-8.298	-9.777	-7.278	-9.800	-9.295	-9.833	-9.293	-7.153	-7.579	-4.050	-2.111	-8.989	-9.832	-7.876	-8.027	-9.786	-7.875
YML101C-A	-20.256	-7.147	-6.215	-9.276	-8.957	-9.823	-10.289	-10.262	-10.160	-8.793	-7.602	-7.078	-7.769	-9.178	-10.173	-8.325	-4.472	-10.107	-8.126	-10.113	-9.875	-9.376	-6.854	-10.249	-9.202	-5.990	-5.746	-10.275	-10.279	-10.049	-9.724	-5.330	-9.626
YML102W	-4.190	-8.028	-7.682	-0.464	-9.434	-8.533	-9.590	-9.579	-8.494	-8.619	-8.714	-6.618	-8.676	-9.580	-9.494	-8.128	-7.317	-8.655	-5.303	-7.252	-7.671	-9.551	-4.296	-8.552	-7.147	-5.795	-3.386	-9.316	-8.817	-8.899	-8.654	-8.653	-8.943
YML103C	-8.521	-10.147	-9.803	-4.319	-9.261	-7.450	-7.566	-8.258	-8.999	-8.467	-9.244	-8.657	-9.271	-9.212	-8.051	-7.492	-8.558	-0.737	-3.586	-9.371	-9.216	-7.675	-4.630	-9.092	-6.108	-4.347	-2.550	-9.406	-9.197	-9.175	-9.113	-7.220	-9.125
YML104C	-7.730	-7.310	-5.653	-3.888	-8.591	-9.249	-6.865	-9.848	-7.364	-6.332	-8.234	-9.354	-9.583	-9.551	-9.271	-9.778	-8.655	-9.832	-7.301	-9.641	-9.398	-8.705	-9.549	-9.690	-9.477	-42.196	-9.801	-8.746	-8.176	-7.224	-9.411	-9.865	-9.600
YML105C	-0.000	-0.000	-0.000	-0.000	-8.152	-6.349	-4.955	-7.334	-8.999	-7.210	-8.558	-7.085	-9.454	-8.627	-9.354	-8.385	-8.992	-7.238	-6.125	-9.028	-8.149	-3.627	-2.357	-8.269	-8.288	-10.153	-11.171	-9.356	-7.961	-8.618	-9.218	-8.271	-8.742
YML106W	-8.913	-8.402	-8.643	-9.519	-8.274	-8.950	-9.858	-9.973	-9.880	-6.881	-7.071	-5.992	-9.772	-9.949	-9.478	-9.691	-9.267	-9.155	-7.970	-8.770	-7.518	-9.430	-5.858	-9.909	-8.218	-7.692	-6.220	-9.971	-6.412	-0.988	-9.382	-8.660	-9.780
YML107C	-9.160	-6.210	-6.232	-9.329	-8.776	-8.480	-8.592	-6.669	-9.309	-5.258	-8.410	-6.311	-9.126	-8.044	-9.111	-9.026	-8.238	-8.817	-27.399	-8.408	-7.738	-9.330	-2.619	-8.948	-8.950	-8.196	-6.431	-6.060	-4.208	-4.240	-8.131	-8.876	-9.025
YML108W	-6.402	-8.788	-8.168	-1.853	-8.177	-8.361	-8.498	-8.627	-9.069	-6.420	-8.680	-9.249	-8.977	-8.808	-9.301	-9.302	-8.717	-9.220	-3.628	-9.161	-8.728	-7.551	-9.311	-9.434	-7.509	-5.337	-4.193	-9.409	-9.272	-5.393	-8.963	-7.716	-8.365
YML109W	-9.145	-7.602	-6.946	-5.623	-7.175	-6.845	-8.274	-8.266	-8.332	-7.490	-6.555	-8.091	-8.358	-8.320	-7.257	-7.833	-7.855	-8.408	-6.839	-8.070	-8.142	-8.124	-6.351	-8.216	-7.986	-4.283	-6.821	-7.801	-8.371	-8.286	-7.426	-7.982	-7.783
YML110C	-6.966	-6.927	-7.078	-6.973	-10.621	-10.065	-11.104	-10.954	-10.734	-10.617	-10.924	-11.055	-10.935	-10.694	-9.929	-10.093	-10.881	-10.858	-10.730	-10.345	-10.383	-10.210	-10.554	-9.331	-10.951	-10.303	-10.672	-10.724	-10.708	-7.064	-11.038	-11.088	-10.688
YML111W	-6.526	-3.846	-0.591	-4.440	-9.525	-7.914	-8.023	-9.062	-9.428	-7.717	-9.411	-9.680	-9.633	-9.709	-8.098	-9.549	-8.941	-8.366	-9.018	-8.883	-9.354	-7.928	-8.840	-9.612	-9.138	-4.608	-1.967	-9.535	-9.619	-6.972	-8.810	-8.819	-8.655
YML112W	-7.061	-7.332	-7.261	-7.122	-9.450	-8.872	-9.533	-7.829	-10.183	-8.798	-9.862	-9.155	-10.052	-9.399	-9.043	-9.858	-9.002	-4.695	-6.497	-10.143	-8.381	-6.160	-2.013	-9.801	-6.799	-7.384	-44.734	-4.729	-7.122	-9.319	-5.221	-9.238	-6.534
YML113W	-10.135	-8.125	-7.456	-8.833	-7.640	-8.322	-0.890	-9.476	-9.187	-9.345	-6.573	-9.476	-9.683	-9.437	-9.011	-9.434	-9.799	-9.552	-7.022	-9.682	-9.416	-9.521	-5.701	-9.460	-6.710	-8.642	-23.460	-1.770	-6.166	-8.194	-6.605	-9.862	-4.405
YML114C	-0.000	-0.000	-0.000	-0.000	-8.973	-9.406	-7.844	-5.125	-7.834	-8.457	-4.961	-0.000	-8.412	-8.126	-5.584	-8.712	-6.782	-9.955	-9.033	-9.251	-8.965	-7.698	-0.000	-8.915	-8.724	-10.022	-4.810	-6.672	-9.269	-9.621	-8.509	-9.772	-8.233
YML115C	-8.503	-8.372	-8.597	-8.483	-10.959	-10.524	-11.058	-11.046	-10.869	-10.499	-10.932	-11.032	-11.048	-10.436	-10.982	-10.726	-9.262	-10.431	-10.773	-10.985	-9.930	-11.035	-9.796	-10.566	-10.573	-4.818	-9.840	-10.493	-10.861	-10.821	-10.830	-10.654	-10.805
YML116W	-9.342	-9.437	-7.420	-8.448	-10.829	-10.965	-11.260	-11.254	-10.839	-10.572	-11.250	-10.988	-11.211	-10.613	-11.049	-11.252	-10.054	-11.190	-10.324	-10.909	-11.191	-11.133	-9.953	-11.244	-11.048	-11.048	-10.457	-10.530	-10.125	-10.204	-11.120	-11.218	-11.088
YML116W-A	-9.139	-8.612	-6.708	-7.305	-11.429	-11.338	-11.490	-11.540	-10.954	-10.421	-10.678	-10.111	-11.484	-11.094	-11.522	-11.545	-9.604	-11.598	-10.474	-11.277	-11.371	-11.508	-11.419	-11.586	-11.530	-10.681	-11.254	-11.565	-10.842	-11.206	-11.585	-11.611	-11.469
YML117W	-2.459	-8.850	-4.179	-2.667	-7.420	-8.213	-9.249	-8.881	-9.264	-6.636	-8.424	-9.147	-8.821	-8.817	-9.201	-6.572	-0.319	-9.333	-2.688	-9.279	-8.773	-6.921	-8.522	-8.337	-5.883	-5.543	-4.510	-8.839	-8.037	-17.061	-8.444	-6.815	-8.557
YML118W	-8.099	-8.255	-7.635	-7.950	-8.679	-8.375	-5.715	-9.871	-9.485	-8.745	-9.712	-9.305	-10.120	-8.966	-7.759	-9.371	-7.499	-9.792	-7.934	-10.079	-8.847	-10.047	-9.910	-9.702	-8.829	-11.619	-2.249	-10.039	-8.241	-7.863	-7.933	-7.472	-8.241
YML119W	-8.599	-8.836	-9.134	-9.153	-9.456	-8.835	-9.398	-9.259	-9.398	-9.521	-8.892	-9.606	-6.107	-7.737	-8.155	-8.733	-9.137	-8.320	-8.477	-9.661	-9.544	-9.267	-3.614	-8.925	-8.357	-5.268	-2.689	-8.407	-8.474	-7.780	-9.499	-9.690	-9.072
YML120C	-7.772	-7.558	-5.963	-5.052	-6.602	-7.643	-7.098	-8.448	-10.072	-8.162	-6.206	-9.972	-10.080	-8.957	-9.005	-9.866	-2.176	-8.152	-6.484	-9.437	-9.484	-9.681	-1.784	-9.432	-8.329	-9.626	-5.261	-9.787	-4.325	-17.872	-9.552	-8.794	-8.398
YML121W	-3.360	-7.397	-7.336	-6.580	-7.806	-8.549	-1.020	-8.179	-9.487	-7.562	-9.137	-9.425	-9.378	-9.220	-9.534	-9.099	-5.541	-9.581	-6.437	-8.136	-7.364	-6.601	-8.999	-8.617	-8.137	-1.964	-6.517	-7.060	-6.831	-21.187	-8.565	-9.148	-7.929
YML122C	-6.297	-6.472	-6.708	-6.688	-7.225	-8.222	-6.148	-1.596	-5.908	-9.017	-9.256	-9.377	-8.876	-9.410	-8.793	-4.930	-1.462	-3.988	-15.734	-8.362	-4.833	-5.137	-5.270	-9.369	-3.821	-34.393	-31.617	-9.477	-8.997	-0.000	-9.309	-8.976	-5.240
YML123C	-6.742	-7.246	-6.688	-6.419	-5.464	-5.714	-6.426	-7.652	-9.310	-8.569	-7.376	-9.418	-9.301	-7.000	-9.409	-8.616	-6.673	-5.074	-5.504	-9.011	-4.991	-5.405	-7.297	-9.096	-3.670	-12.214	-15.548	-8.085	-8.010	-0.000	-8.949	-8.216	-8.624
