ORF	hom | growth (relative abundance in pooled culture) | synthetic must, Phase I [10 generations] | Novo M~Gonzalez R, 2013	hom | growth (relative abundance in pooled culture) | synthetic must, Phase II [10 generations] | Novo M~Gonzalez R, 2013	het | growth (relative abundance in pooled culture) | synthetic must, Phase I [10 generations] | Novo M~Gonzalez R, 2013	het | growth (relative abundance in pooled culture) | synthetic must, Phase II [10 generations] | Novo M~Gonzalez R, 2013
YOR007C	-0.222	-0.556	0.341	0.111
YOR008C	0.483	0.418	0.080	-0.328
YOR008C-A	-0.078	1.339	-1.215	-0.201
YOR009W	0.070	-0.592	-0.715	-0.365
YOR010C	-0.176	-1.063	-0.391	0.357
YOR011W	-0.253	-0.236	-0.496	0.861
YOR011W-A	-0.199	-0.061	0.558	-0.001
YOR012W	-0.233	-0.280	-0.217	0.531
YOR013W	-0.073	-0.693	-0.074	0.753
YOR014W	0.652	1.073	0.051	0.301
YOR015W	-0.142	-0.708	-0.080	0.132
YOR016C	-0.524	-1.086	-0.255	-0.409
YOR017W	0.077	0.373	0.119	0.355
YOR018W	-0.401	-0.794	0.037	0.814
YOR019W	-0.061	-0.166	0.169	0.492
YOR020C	NaN	NaN	0.453	1.212
YOR020W-A	0.474	-0.057	0.184	1.474
YOR021C	-0.081	-0.802	-0.814	-0.452
YOR022C	-0.074	-0.360	0.139	-1.317
YOR023C	-0.542	-0.650	-0.407	-1.999
YOR024W	-0.020	-0.760	-0.433	0.227
YOR025W	-0.184	-0.079	-0.041	-0.360
YOR026W	-0.044	0.526	0.174	0.484
YOR027W	-0.785	-0.096	-0.128	0.616
YOR028C	0.622	0.217	0.522	0.802
YOR029W	0.410	-0.470	0.432	-0.061
YOR030W	0.514	-0.442	-0.326	-0.284
YOR031W	-0.339	-0.252	0.114	0.966
YOR032C	-0.003	-1.469	0.111	-1.121
YOR032W-A	-0.093	0.045	0.131	0.173
YOR033C	-0.021	-0.275	0.227	-0.561
YOR034C	-0.454	-0.554	-0.323	-1.230
YOR034C-A	0.639	-0.070	-0.976	1.783
YOR035C	3.313	4.177	-0.222	-1.439
YOR036W	0.211	0.812	-0.332	0.319
YOR037W	-0.282	-0.146	-0.045	-0.338
YOR038C	-1.004	-2.731	-0.721	0.391
YOR039W	-1.989	-0.384	-0.419	-0.761
YOR040W	-0.165	-0.669	-0.210	-1.579
YOR041C	0.281	-1.068	0.224	0.987
YOR042W	0.041	-4.248	0.307	-1.924
YOR043W	0.816	0.771	1.353	2.136
YOR044W	0.076	0.515	-0.102	0.579
YOR045W	0.306	0.180	-0.333	-0.186
YOR046C	NaN	NaN	0.123	0.193
YOR047C	0.269	0.143	-0.244	0.825
YOR048C	NaN	NaN	-1.300	-1.376
YOR049C	-0.065	-0.185	-0.062	-0.314
YOR050C	-0.166	-1.249	-0.203	-1.229
YOR051C	0.747	-0.565	-0.303	-0.884
YOR052C	-0.322	-0.862	0.096	-0.361
YOR053W	-0.471	-1.469	-0.387	-0.201
YOR054C	-1.906	-1.085	-1.671	-0.009
YOR055W	-1.617	-1.958	-1.666	-1.141
YOR056C	NaN	NaN	0.332	0.009
YOR057W	NaN	NaN	0.255	0.791
YOR058C	0.268	-0.322	0.062	-1.344
YOR059C	-0.195	-1.859	-0.485	-2.933
YOR060C	NaN	NaN	-0.870	1.278
YOR061W	-0.274	0.436	0.391	0.134
YOR062C	-0.757	-2.359	-0.342	-1.027
YOR063W	NaN	NaN	-0.394	-1.065
YOR064C	-0.477	0.114	-0.384	-0.744
YOR065W	-0.257	1.509	-0.948	1.042
YOR066W	0.295	0.276	-0.074	0.142
YOR067C	2.257	0.799	-0.054	-0.915
YOR068C	-0.770	-1.689	-0.569	-1.607
YOR069W	-0.476	-0.360	-0.276	0.414
YOR070C	1.718	1.364	0.191	-1.425
YOR071C	-0.114	-0.396	-0.294	0.422
YOR072W	0.607	0.046	0.809	1.721
YOR072W-B	-0.214	0.150	0.038	0.253
YOR073W	0.536	1.291	0.115	0.594
YOR074C	NaN	NaN	-0.530	0.183
YOR075W	NaN	NaN	0.156	0.856
YOR076C	-0.101	0.199	0.014	-0.591
YOR077W	NaN	NaN	0.212	0.965
YOR078W	-0.472	-0.013	0.498	1.553
YOR079C	-0.249	0.003	-0.055	-0.465
YOR080W	0.091	0.437	-0.204	-0.458
YOR081C	0.098	0.111	-0.233	0.125
YOR082C	-1.283	0.074	0.043	1.116
YOR083W	-0.180	-1.162	-0.021	1.441
YOR084W	-0.079	-1.280	0.078	0.191
YOR085W	0.892	1.421	0.011	-0.179
YOR086C	-0.190	-0.391	-0.373	0.521
YOR087W	-0.100	-0.968	-0.156	0.144
YOR089C	0.013	0.028	-0.396	2.122
YOR090C	-0.221	-1.047	-0.452	-0.353
YOR091W	1.042	-0.936	0.003	0.670
YOR092W	-0.157	-0.791	-0.037	0.346
YOR093C	0.067	-1.211	-0.098	1.550
YOR094W	-0.322	-0.529	0.037	0.883
YOR095C	NaN	NaN	1.058	1.748
YOR096W	0.101	2.086	-2.031	-0.501
YOR097C	0.274	0.837	0.140	0.665
YOR098C	NaN	NaN	-0.041	0.230
YOR099W	-0.168	-0.463	0.256	0.502
YOR100C	-0.237	-1.264	-0.144	1.503
YOR101W	-0.690	-2.116	0.782	1.766
YOR102W	NaN	NaN	-0.091	0.253
YOR103C	NaN	NaN	0.424	1.276
YOR104W	1.577	1.051	0.473	0.058
YOR105W	-0.153	-0.520	0.294	0.088
YOR106W	0.559	-0.394	0.153	0.607
YOR107W	0.056	-0.193	-0.178	0.479
YOR108W	-0.252	0.187	-0.082	0.586
YOR109W	-0.345	0.377	0.084	1.277
YOR110W	NaN	NaN	0.302	1.700
YOR111W	-0.284	-0.737	0.180	1.217
YOR112W	-0.364	-0.698	-0.295	1.890
YOR113W	-1.084	-1.142	-0.868	0.373
YOR114W	-0.376	-0.524	0.679	-0.850
YOR115C	0.298	-0.974	0.713	2.704
YOR116C	NaN	NaN	0.879	1.369
YOR117W	NaN	NaN	0.259	1.866
YOR118W	-0.199	-0.545	-0.271	-0.132
YOR119C	NaN	NaN	-0.009	0.403
YOR120W	0.157	-0.784	-0.253	-0.517
YOR121C	-0.502	-0.771	-0.542	2.874
YOR122C	NaN	NaN	0.351	1.412
YOR123C	-0.662	1.480	1.273	1.289
YOR124C	-0.226	-0.605	-0.975	0.227
YOR125C	-0.164	0.075	-0.201	0.051
YOR126C	-0.625	-0.246	0.012	-0.289
YOR127W	-0.262	0.043	-0.729	1.308
YOR128C	0.007	0.659	-0.598	1.558
YOR129C	-0.051	0.004	-0.529	1.037
YOR130C	-0.245	-0.671	0.013	0.997
YOR131C	-0.242	-1.196	-0.231	1.437
YOR132W	-0.719	-0.586	-0.245	0.933
YOR133W	0.082	-0.727	0.708	0.643
YOR134W	0.179	0.250	0.003	0.377
YOR135C	-0.379	-1.024	-0.684	1.475
YOR136W	-0.131	-0.377	0.060	0.505
YOR137C	-0.082	-0.057	0.023	0.490
YOR138C	0.273	0.203	0.101	1.603
YOR139C	-1.571	0.251	0.155	1.260
YOR140W	-1.501	-0.335	0.265	1.480
YOR141C	0.046	1.762	-0.311	1.776
YOR142W	-0.217	0.262	-0.039	0.908
YOR143C	NaN	NaN	0.718	1.739
YOR144C	-0.687	-1.614	1.003	1.257
YOR145C	NaN	NaN	-0.024	0.987
YOR146W	NaN	NaN	0.255	0.658
YOR147W	1.402	0.978	0.061	2.655
YOR148C	NaN	NaN	0.294	2.043
YOR149C	NaN	NaN	-2.319	-0.635
YOR150W	-0.491	2.039	0.432	1.067
YOR151C	NaN	NaN	0.256	1.012
YOR152C	0.209	-3.834	-0.715	2.089
YOR153W	-1.455	-0.712	-0.407	0.777
YOR154W	0.124	0.165	0.362	1.040
YOR155C	0.351	0.413	-0.760	0.209
YOR156C	-0.420	-0.697	0.359	1.384
YOR157C	NaN	NaN	0.070	0.386
YOR158W	0.092	0.113	0.194	0.893
YOR159C	NaN	NaN	0.337	0.876
YOR160W	NaN	NaN	0.328	1.118
YOR161C	-0.013	0.257	0.257	0.507
YOR161C-C	-0.167	0.030	0.016	1.615
YOR162C	-0.197	-1.020	-0.046	-0.003
YOR163W	0.316	-0.180	0.028	-0.256
YOR164C	0.492	0.618	0.262	1.947
YOR165W	1.909	0.790	-0.249	2.044
YOR166C	-0.121	-0.050	-0.032	0.147
YOR167C	0.630	-0.479	0.255	0.136
YOR168W	NaN	NaN	0.137	2.219
YOR169C	NaN	NaN	0.226	1.073
YOR170W	-0.211	0.578	-0.288	0.278
YOR171C	-0.560	-0.251	0.578	0.526
YOR172W	0.073	-0.100	0.176	0.758
YOR173W	-0.448	-0.666	-0.347	0.707
YOR174W	NaN	NaN	0.487	0.400
YOR175C	0.053	-0.599	-0.391	0.977
YOR176W	NaN	NaN	0.009	1.095
YOR177C	-0.272	-0.707	0.276	0.679
YOR178C	-0.043	0.795	0.230	-0.042
YOR179C	0.927	0.825	1.052	1.643
YOR180C	-0.217	0.581	-0.314	-0.251
YOR181W	NaN	NaN	0.088	0.547
YOR182C	1.356	1.863	-0.308	0.153
YOR183W	-0.330	-0.486	-0.032	0.008
YOR184W	-3.795	-0.533	0.297	1.362
YOR185C	0.061	-0.533	0.852	0.854
YOR186W	0.054	0.965	0.004	0.550
YOR187W	0.000	1.697	0.220	0.353
YOR188W	0.200	0.274	-0.029	2.599
YOR189W	-1.053	0.351	-0.804	2.175
YOR190W	0.166	-0.411	-0.067	1.278
YOR191W	-0.164	-0.969	0.345	1.878
YOR192C	-0.209	-1.159	0.125	0.210
YOR193W	-0.123	-0.683	0.598	2.006
YOR194C	NaN	NaN	0.580	1.850
YOR195W	0.173	-0.881	0.210	0.721
YOR196C	-0.534	1.188	0.025	1.058
YOR197W	-0.148	-1.052	-1.179	1.268
YOR198C	0.987	1.101	-0.885	2.212
YOR199W	0.309	0.748	0.324	1.081
YOR200W	0.152	1.730	-0.178	0.701
YOR201C	0.107	1.292	0.267	1.387
YOR202W	-0.200	-1.023	0.157	5.141
YOR203W	NaN	NaN	0.154	0.702
YOR204W	NaN	NaN	0.228	0.567
YOR205C	-0.592	1.925	-0.277	-0.386
YOR206W	NaN	NaN	-0.550	0.730
YOR207C	NaN	NaN	0.417	1.227
YOR208W	-0.211	-0.764	-0.340	1.741
YOR209C	-0.032	1.891	-0.638	0.714
YOR210W	NaN	NaN	0.278	2.561
YOR211C	0.223	1.680	0.325	1.111
YOR212W	0.099	0.250	0.257	1.314
YOR213C	-0.139	-0.945	-0.804	3.164
YOR214C	-0.018	-0.024	-0.763	1.185
YOR215C	-0.157	-0.297	0.161	1.215
YOR216C	2.244	1.539	0.322	1.626
YOR217W	NaN	NaN	0.022	0.906
YOR218C	NaN	NaN	-0.095	1.100
YOR219C	-0.291	0.044	1.082	0.678
YOR220W	0.154	-0.597	0.007	1.063
YOR221C	-0.505	1.613	0.854	2.496
YOR222W	-0.457	-0.445	-0.555	0.083
YOR223W	-0.202	0.359	0.258	2.153
YOR224C	NaN	NaN	0.073	1.056
YOR225W	-0.196	-0.600	-0.703	1.573
YOR226C	-0.440	-1.270	-0.473	0.388
YOR227W	-0.142	0.120	-0.321	0.474
YOR228C	-0.073	-0.645	0.173	1.340
YOR229W	-0.194	0.065	0.991	1.832
YOR230W	-0.272	-1.129	-0.068	1.206
YOR231W	-0.433	-0.471	0.152	0.637
YOR232W	NaN	NaN	0.471	1.937
YOR233W	-0.076	-0.924	-0.509	-0.538
YOR234C	-0.826	-0.855	1.147	1.144
YOR235W	-1.299	0.705	0.009	0.882
YOR236W	NaN	NaN	0.049	1.306
YOR237W	0.123	-0.381	-0.204	0.305
YOR238W	-0.292	-1.006	0.339	0.806
YOR239W	-0.005	-0.790	-0.153	1.586
YOR241W	-0.023	1.085	0.539	0.443
YOR242C	-0.227	-1.082	1.037	1.780
YOR243C	-1.705	-0.463	0.046	1.006
YOR244W	NaN	NaN	-0.254	1.615
YOR245C	-0.064	-0.998	-0.014	0.638
YOR246C	0.230	1.363	0.334	2.219
YOR247W	0.083	-0.151	-0.047	0.456
YOR248W	-0.014	0.492	0.737	1.821
YOR249C	NaN	NaN	-0.067	1.089
YOR250C	NaN	NaN	0.082	2.409
YOR251C	0.577	-1.418	0.592	-0.600
YOR252W	0.086	-0.274	0.279	2.437
YOR253W	-0.096	-0.512	-0.061	1.540
YOR254C	NaN	NaN	0.204	0.611
YOR255W	-0.247	-0.839	0.371	0.240
YOR256C	NaN	NaN	0.275	2.023
YOR257W	NaN	NaN	0.483	1.195
YOR258W	0.085	0.611	0.051	1.040
YOR259C	NaN	NaN	0.599	1.371
YOR260W	NaN	NaN	0.123	1.376
YOR261C	NaN	NaN	0.271	1.769
YOR262W	NaN	NaN	0.080	0.996
YOR263C	-0.102	-0.605	-1.001	1.882
YOR264W	-0.074	-0.558	0.064	2.139
YOR265W	-0.227	-0.325	0.085	0.291
YOR266W	0.001	0.474	0.169	1.305
YOR267C	0.496	-0.286	1.531	1.652
YOR268C	-0.501	0.234	0.164	0.969
YOR269W	-0.228	-0.406	0.077	0.416
YOR270C	0.289	1.059	0.104	1.821
YOR271C	0.398	-1.552	-0.471	2.427
YOR272W	NaN	NaN	-0.048	2.426
YOR273C	-0.270	-0.803	-0.219	0.947
YOR274W	0.278	0.529	0.730	2.157
YOR275C	0.435	0.793	0.087	0.539
YOR276W	-0.008	-0.656	-0.109	3.113
YOR277C	-0.433	-1.667	-0.035	-0.249
YOR278W	NaN	NaN	0.090	0.922
YOR279C	0.788	0.507	0.850	0.524
YOR280C	0.072	0.053	0.418	1.999
YOR281C	NaN	NaN	0.185	0.283
YOR282W	NaN	NaN	0.083	0.831
YOR283W	-0.258	-0.763	0.054	1.869
YOR284W	-0.033	-0.359	0.067	0.301
YOR285W	-0.020	-0.508	0.296	0.955
YOR286W	-0.466	-0.157	0.927	1.388
YOR287C	NaN	NaN	0.148	0.859
YOR288C	0.001	-0.789	0.267	1.846
YOR289W	-0.280	-0.962	0.612	-0.519
YOR290C	0.304	1.596	-0.106	-0.762
YOR291W	-0.253	-0.693	-0.009	0.751
YOR292C	-0.500	-0.641	-0.496	1.136
YOR293C-A	-0.072	-0.873	0.722	2.141
YOR293W	0.021	1.338	-0.300	-0.199
YOR294W	NaN	NaN	-0.007	0.551
YOR295W	0.339	0.720	-0.166	-1.970
YOR296W	0.071	-0.485	-0.035	0.285
YOR297C	-0.198	-0.282	0.243	1.600
YOR298C-A	0.275	0.539	-0.068	0.543
YOR298W	0.168	-0.783	0.174	-1.575
YOR299W	1.097	2.940	-0.395	-0.219
YOR300W	0.711	1.670	-1.076	0.748
YOR301W	-0.171	-0.418	-0.175	-1.342
YOR302W	-0.168	-0.121	-0.301	0.269
YOR303W	0.100	-0.155	0.053	1.122
YOR304C-A	-0.437	-1.052	-0.680	-0.103
YOR304W	-0.274	-1.955	-0.872	0.041
YOR305W	0.550	2.804	0.114	0.436
YOR306C	-0.173	-1.915	-0.202	-0.331
YOR307C	-0.125	-0.407	0.044	0.269
YOR308C	0.407	-0.340	0.117	0.598
YOR309C	-0.422	1.416	-0.851	0.610
YOR310C	NaN	NaN	0.538	0.182
YOR311C	-0.152	0.253	-0.156	-0.273
YOR312C	-0.784	0.506	-0.493	0.847
YOR313C	-0.154	-0.631	-0.159	1.391
YOR314W	-0.182	-0.950	0.094	0.347
YOR315W	-1.109	-0.161	-1.098	-0.342
YOR316C	-0.184	-1.151	0.030	0.270
YOR316C-A	-0.218	-1.226	0.239	0.559
YOR317W	0.142	0.619	-0.252	1.405
YOR318C	-0.370	-2.409	0.065	-0.061
YOR319W	NaN	NaN	-0.023	-0.859
YOR320C	-0.164	-1.010	0.498	0.488
YOR321W	-0.228	-0.809	-0.169	-0.076
YOR322C	0.058	1.246	-0.699	-0.216
YOR323C	-0.163	-0.672	0.252	0.852
YOR324C	0.781	0.263	-0.137	-0.684
YOR325W	0.090	0.578	-0.918	1.596
YOR326W	NaN	NaN	-0.041	-1.661
YOR327C	-0.314	-0.180	-0.247	-1.104
YOR328W	-0.255	-1.528	-0.065	-2.567
YOR329C	NaN	NaN	0.072	0.196
YOR330C	0.390	1.224	-0.067	-0.588
YOR331C	0.028	0.248	0.319	0.326
YOR332W	-0.193	1.568	0.239	-0.112
YOR333C	-0.638	0.479	-0.871	1.935
YOR334W	-0.216	0.361	0.222	-0.288
YOR335C	NaN	NaN	-0.406	-0.922
YOR336W	NaN	NaN	0.113	-0.546
YOR337W	-0.217	-0.743	0.119	-0.171
YOR338W	-0.144	-0.682	-0.682	0.650
YOR339C	-0.420	-0.342	-0.377	-1.708
YOR340C	NaN	NaN	0.065	0.241
YOR341W	NaN	NaN	0.077	0.515
YOR342C	-1.454	-0.737	-0.679	0.835
YOR343C	-0.109	-0.814	-0.068	0.037
YOR344C	-1.908	-1.872	-1.757	-0.749
YOR345C	-0.396	0.726	0.390	2.761
YOR346W	-0.176	-1.030	0.005	0.341
YOR347C	-0.248	-1.175	0.513	-1.850
YOR348C	-0.154	-0.973	-0.318	-1.479
YOR349W	-0.127	0.377	-0.046	-0.415
YOR350C	0.005	0.008	0.008	0.823
YOR351C	-0.100	-0.984	0.192	-0.059
YOR352W	-0.102	0.182	0.287	0.383
YOR353C	NaN	NaN	0.197	-0.614
YOR354C	-0.152	0.344	0.053	1.503
YOR355W	-1.529	-0.394	-1.287	0.902
YOR356W	-0.279	-0.113	0.213	0.764
YOR357C	-0.040	0.308	0.136	0.269
YOR358W	-0.074	-0.611	0.271	1.131
YOR359W	-0.529	-0.677	-0.125	1.091
YOR360C	2.387	1.923	0.671	0.447
YOR361C	NaN	NaN	0.272	1.067
YOR362C	NaN	NaN	1.229	2.941
YOR363C	-0.283	0.039	0.390	-0.362
YOR364W	0.438	0.035	-0.614	1.491
YOR365C	-0.212	-0.832	-0.010	0.759
YOR366W	-0.700	0.254	0.004	0.532
YOR367W	-0.208	0.200	0.094	-0.004
YOR368W	0.174	0.392	0.102	0.414
YOR369C	-0.826	-0.222	0.157	-0.049
YOR370C	NaN	NaN	-0.434	0.263
YOR371C	1.397	0.933	0.386	1.255
YOR372C	NaN	NaN	0.075	1.203
YOR373W	NaN	NaN	-0.159	1.189
YOR374W	-0.059	-0.513	1.143	0.758
YOR375C	-0.425	-0.844	0.040	-0.446
YOR376W	-0.045	0.101	-0.114	-0.507
YOR376W-A	-0.141	-0.157	0.372	0.830
YOR377W	0.476	-0.277	0.519	0.186
YOR378W	-0.176	-1.130	0.105	-0.066
YOR379C	0.262	1.275	0.295	2.165
YOR380W	-0.563	-1.107	-0.140	0.740
YOR381W	-0.142	-0.794	0.648	0.228
YOR381W-A	-0.072	0.054	0.058	0.214
YOR382W	-0.285	-0.692	0.060	0.310
YOR383C	0.178	0.281	-0.175	1.043
YOR384W	-0.070	-0.655	0.052	-1.026
YOR385W	-0.138	0.062	0.006	-0.249
YOR386W	-0.014	0.069	-0.248	1.006
YPL001W	0.025	-1.431	0.260	0.021
YPL002C	1.429	-0.758	-0.093	1.372
YPL003W	0.005	-0.181	0.024	0.898
YPL004C	-0.332	0.321	-0.600	-0.287
YPL005W	-0.190	1.704	-0.734	0.784
YPL006W	0.171	0.185	0.095	0.061
YPL007C	NaN	NaN	0.401	0.656
YPL008W	-0.132	1.297	0.357	0.768
YPL009C	-0.034	-1.053	0.205	0.649
YPL010W	NaN	NaN	1.364	3.380
YPL011C	NaN	NaN	0.233	0.591
YPL012W	NaN	NaN	-0.032	1.466
YPL013C	0.024	0.850	0.046	0.699
YPL014W	-0.600	-0.176	0.313	1.544
YPL015C	-0.176	0.165	-0.160	0.911
YPL016W	NaN	NaN	-0.063	0.116
YPL017C	-0.118	0.366	0.283	1.729
YPL018W	0.477	0.531	-0.024	-0.411
YPL019C	0.124	0.132	0.091	0.253
YPL020C	NaN	NaN	-0.022	1.274
YPL021W	0.023	-0.169	-0.076	0.966
YPL022W	-0.103	-0.573	-0.050	1.080
YPL023C	-0.381	-0.401	-0.320	0.486
YPL024W	0.032	0.308	0.364	0.901
YPL025C	-0.362	-0.325	-0.190	1.081
YPL026C	-0.658	-0.800	-0.584	0.731
YPL027W	-0.428	-0.607	-0.136	1.388
YPL028W	NaN	NaN	-0.392	-0.167
YPL029W	-0.160	0.461	-0.223	0.422
YPL030W	-0.095	0.527	0.043	0.353
YPL031C	-0.011	0.884	0.004	1.254
YPL032C	0.205	0.542	0.153	0.763
YPL033C	-0.194	-0.931	-0.109	1.169
YPL034W	-0.201	0.118	0.286	1.089
YPL035C	-0.256	-0.388	-0.151	-0.324
YPL036W	0.115	0.166	0.346	1.162
YPL037C	0.628	1.346	-0.609	0.898
YPL038W	0.616	-1.014	-0.199	0.558
YPL038W-A	-0.535	-0.194	-0.630	1.796
YPL039W	-0.527	0.077	-1.103	0.745
YPL040C	0.191	0.918	0.433	1.252
YPL041C	-0.002	-0.049	0.171	0.470
YPL042C	1.386	1.422	-0.182	0.638
YPL043W	NaN	NaN	-0.062	1.375
YPL044C	NaN	NaN	0.164	2.878
YPL045W	-0.006	0.328	0.365	0.663
YPL046C	-0.249	-0.088	0.297	0.956
YPL047W	0.170	0.963	0.079	0.934
YPL048W	-0.116	0.070	0.309	0.479
YPL049C	0.049	-0.637	-0.112	0.312
YPL050C	0.011	0.848	0.574	1.066
YPL051W	0.341	-0.450	0.266	0.578
YPL052W	0.259	-0.308	-0.225	1.196
YPL053C	-0.005	0.082	-0.140	-0.080
YPL054W	-0.660	-1.277	-0.603	-0.501
YPL055C	-0.122	1.714	-0.371	1.087
YPL056C	0.046	-0.238	0.135	0.627
YPL057C	0.033	-0.122	-0.246	1.086
YPL058C	-0.396	-1.829	-0.713	1.860
YPL059W	0.039	0.600	0.323	0.052
YPL060W	-0.163	-0.573	-0.174	0.235
YPL061W	0.251	0.471	0.166	0.268
YPL062W	1.956	1.164	1.172	1.720
YPL063W	NaN	NaN	-0.132	0.676
YPL064C	0.180	0.211	-0.384	-0.091
YPL065W	0.618	-0.289	0.338	1.022
YPL066W	0.305	-0.061	-0.273	1.088
YPL067C	-0.418	-0.745	0.253	0.430
YPL068C	-0.403	-0.410	-0.086	1.207
YPL069C	0.125	0.979	0.089	0.711
YPL070W	-0.090	0.114	-0.214	2.105
YPL071C	0.204	0.387	0.581	1.463
YPL072W	0.035	-0.408	0.902	1.169
YPL073C	-0.163	-0.106	0.230	0.350
YPL074W	-0.380	-0.931	0.354	0.821
YPL075W	NaN	NaN	-0.028	0.568
YPL076W	NaN	NaN	0.961	1.813
YPL077C	1.055	-0.434	0.009	1.788
YPL078C	0.169	0.436	-0.138	0.757
YPL079W	-0.110	-0.899	0.229	0.668
YPL080C	0.131	-1.947	-0.171	1.293
YPL081W	0.016	-0.019	0.085	1.944
YPL082C	NaN	NaN	0.207	0.264
YPL083C	NaN	NaN	-0.407	0.745
YPL084W	-0.073	-1.133	0.732	1.106
YPL085W	NaN	NaN	0.119	0.399
YPL086C	0.076	0.337	0.037	0.577
YPL087W	0.046	0.509	0.218	0.611
YPL088W	-0.278	-0.548	0.317	0.999
YPL089C	0.049	-0.257	0.240	0.022
YPL090C	-0.035	0.023	0.870	0.838
YPL091W	-0.069	0.214	0.039	0.258
YPL092W	0.127	-1.725	-0.109	1.389
YPL093W	NaN	NaN	-0.005	-0.192
YPL094C	NaN	NaN	-2.353	-0.918
YPL095C	-0.227	-0.580	-0.167	0.691
YPL096C-A	0.079	0.791	-0.567	0.482
YPL096W	-0.309	-1.215	-0.777	-1.688
YPL097W	0.100	1.085	-0.751	-0.292
YPL098C	-0.342	1.115	-0.715	1.119
YPL099C	-0.430	-0.356	-0.948	-2.528
YPL100W	-0.888	-2.161	-1.484	0.845
YPL101W	0.834	-0.129	-0.481	-0.964
YPL102C	1.103	-1.190	-0.810	-1.917
YPL103C	0.177	-0.676	-1.054	-0.735
YPL104W	0.126	0.467	-0.080	-0.060
YPL105C	-0.904	-1.358	-0.473	-0.180
YPL106C	0.253	0.929	-0.176	1.213
YPL107W	-0.029	-0.174	-1.166	-1.248
YPL108W	-0.345	-1.836	-0.105	0.489
YPL109C	-0.138	-0.259	-0.312	0.183
YPL110C	-0.185	-0.884	-1.198	-1.187
YPL111W	-1.566	-0.186	-0.377	0.396
YPL112C	-0.041	-0.694	-1.148	-0.993
YPL113C	-0.463	-0.639	-0.557	0.085
YPL114W	-0.243	-0.827	-0.753	0.674
YPL115C	0.714	0.536	0.086	0.911
YPL116W	-0.187	-0.228	-0.586	1.370
YPL117C	NaN	NaN	-0.458	-1.245
YPL118W	-0.585	-0.121	-1.205	-0.471
YPL119C	-0.661	0.385	-1.696	-0.297
YPL119C-A	0.138	0.204	-0.478	2.368
YPL120W	0.368	-1.543	-0.793	-0.424
YPL121C	-0.319	-0.290	-0.615	-0.149
YPL122C	NaN	NaN	-0.924	0.153
YPL123C	-0.413	-1.033	-0.643	0.374
YPL124W	NaN	NaN	-0.481	0.573
YPL125W	0.027	3.469	-0.684	1.039
YPL126W	NaN	NaN	0.159	-0.542
YPL127C	-0.044	-0.186	-0.259	-1.095
YPL128C	NaN	NaN	-0.949	-0.735
YPL129W	-0.023	1.262	-0.427	-0.661
YPL130W	-0.082	-2.454	-0.667	0.114
YPL131W	NaN	NaN	-0.181	1.362
YPL132W	-0.026	1.049	-0.312	0.384
YPL133C	0.271	-1.623	0.023	0.291
YPL134C	-0.316	-0.732	-0.305	1.335
YPL135W	-0.205	-0.358	0.016	-0.214
YPL136W	0.213	0.310	-0.415	1.308
YPL137C	1.089	2.415	-0.419	1.442
YPL138C	-0.451	-0.244	-0.668	0.626
YPL139C	0.912	0.477	0.735	1.862
YPL140C	-0.411	-0.996	-0.512	-2.494
YPL141C	-0.468	-0.502	-1.467	-0.517
YPL142C	NaN	NaN	0.148	2.042
YPL143W	NaN	NaN	0.243	0.291
YPL144W	1.346	0.717	-1.009	-2.075
YPL145C	0.247	-1.511	-1.292	-0.623
YPL146C	NaN	NaN	0.526	1.901
YPL147W	-0.192	-0.215	-0.500	-0.336
YPL148C	-0.197	1.648	0.677	0.561
YPL149W	-0.393	-0.294	0.449	1.130
YPL150W	0.816	-0.506	0.032	1.090
YPL151C	NaN	NaN	-0.933	0.079
YPL152W	-1.226	1.931	-0.535	0.929
YPL152W-A	-0.197	-0.835	-0.153	1.566
YPL153C	NaN	NaN	-1.534	-1.606
YPL154C	0.102	-0.918	0.323	0.073
YPL155C	0.531	0.506	-0.537	0.509
YPL156C	-0.184	-0.126	-0.217	0.270
YPL157W	0.116	0.451	-0.117	0.611
YPL158C	0.825	1.132	-0.966	0.695
YPL159C	-0.053	0.722	-1.742	-0.178
YPL160W	NaN	NaN	0.040	-0.369
YPL161C	0.943	0.511	-0.389	0.782
YPL162C	-0.132	-0.919	-0.106	0.847
YPL163C	-0.560	0.070	-0.342	0.137
YPL164C	-0.342	-0.563	-1.286	-1.379
YPL165C	-0.540	-0.950	-0.303	0.830
YPL166W	-0.817	-0.324	-1.052	0.524
YPL167C	-0.291	-1.082	-0.002	0.071
YPL168W	-0.196	-0.171	-0.583	-0.593
YPL169C	NaN	NaN	0.174	1.185
YPL170W	3.461	0.833	-1.522	-2.829
YPL171C	0.056	0.201	-0.319	0.259
YPL172C	0.125	1.119	-0.704	-2.779
YPL173W	0.481	0.402	0.009	-0.031
YPL174C	-0.679	-1.964	-0.749	-0.268
YPL175W	NaN	NaN	-0.104	-0.308
YPL176C	0.151	0.317	0.315	0.237
YPL177C	0.674	0.256	0.604	2.732
YPL178W	0.575	1.730	-1.105	-1.258
YPL179W	-0.687	0.372	-0.512	-0.833
YPL180W	0.155	-0.207	0.024	0.156
YPL181W	0.435	-1.961	0.564	-0.563
YPL182C	0.639	-0.399	-0.102	0.357
YPL183C	0.331	-0.176	0.186	0.816
YPL183W-A	0.228	1.320	-0.117	0.734
