ORF	het | growth (relative abundance in pooled culture) | glucose limitation, chemostat (glucose [unknown], culture dilution rate [0.1/h]) | Pir P~Oliver SG, 2012	het | growth (relative abundance in pooled culture) | nitrogen limitation, chemostat (ammonium [unknown], culture dilution rate [0.1/h]) | Pir P~Oliver SG, 2012	het | growth (relative abundance in pooled culture) | phosphorus limitation, chemostat (phosphorus(.) [unknown], culture dilution rate [0.1/h]) | Pir P~Oliver SG, 2012	het | growth (relative abundance in pooled culture) | nitrogen limitation, chemostat (ammonium [unknown], culture dilution rate [0.2/h]) | Pir P~Oliver SG, 2012	het | growth (relative abundance in pooled culture) | nitrogen limitation, chemostat (ammonium [unknown], culture dilution rate [0.3/h]) | Pir P~Oliver SG, 2012	het | growth (relative abundance in pooled culture) | synthetic complete, chemostat (culture dilution rate [0.3/h], minimal complete [standard]) | Pir P~Oliver SG, 2012	het | growth (relative abundance in pooled culture) | synthetic complete, turbidostat (minimal complete [standard]) | Pir P~Oliver SG, 2012
YMR165C	0.001	-0.002	0.001	0.001	0.001	-0.002	0.001
YMR166C	-0.001	0.000	0.002	0.002	-0.000	0.001	0.010
YMR167W	0.002	0.001	0.002	0.006	0.003	0.003	0.005
YMR169C	-0.001	-0.001	-0.000	0.001	0.001	0.001	-0.000
YMR170C	0.001	-0.001	0.001	0.002	-0.001	-0.001	-0.006
YMR171C	-0.001	-0.003	0.002	0.002	0.001	0.000	-0.002
YMR172C-A	-0.004	-0.002	-0.005	-0.007	0.002	0.000	-0.007
YMR172W	0.001	0.001	-0.000	0.000	-0.000	0.000	-0.002
YMR173W	0.004	0.001	0.002	0.005	0.001	-0.000	-0.003
YMR173W-A	0.001	-0.000	0.002	0.002	-0.001	-0.000	-0.001
YMR174C	-0.003	-0.003	0.001	0.001	0.002	-0.001	-0.003
YMR175W	-0.000	-0.000	0.001	0.002	0.000	0.001	0.001
YMR176W	0.002	0.001	0.004	0.005	0.001	-0.000	-0.003
YMR177W	0.002	0.000	0.002	0.002	-0.000	0.001	-0.002
YMR178W	-0.002	-0.001	-0.001	-0.001	-0.001	0.000	-0.002
YMR179W	0.001	0.002	0.001	0.004	0.000	0.001	-0.002
YMR180C	-0.001	-0.002	-0.001	-0.002	-0.000	0.000	-0.007
YMR181C	0.001	0.002	0.004	0.005	-0.002	0.002	0.008
YMR182C	0.003	0.001	0.002	0.004	-0.002	-0.000	-0.003
YMR183C	0.000	0.000	0.002	0.003	-0.000	-0.001	-0.004
YMR184W	0.002	0.002	0.005	0.005	-0.000	0.001	-0.004
YMR185W	0.002	0.001	0.002	0.002	0.001	0.001	-0.000
YMR186W	0.000	-0.001	0.001	0.000	-0.001	-0.000	-0.000
YMR187C	-0.001	-0.001	0.000	-0.001	0.001	-0.000	-0.005
YMR188C	0.001	0.001	0.002	0.002	0.000	0.001	-0.004
YMR189W	0.000	0.002	0.001	0.003	0.000	-0.000	-0.012
YMR190C	0.003	0.002	0.005	0.006	0.000	0.001	-0.003
YMR191W	0.000	0.001	0.001	0.002	0.001	0.000	-0.003
YMR192W	0.003	0.001	0.004	0.003	-0.001	0.001	-0.001
YMR193C-A	0.000	0.000	0.003	0.002	-0.001	0.000	-0.005
YMR193W	-0.001	0.001	0.001	0.002	0.000	0.000	-0.005
YMR194C-A	0.001	0.001	-0.000	0.004	0.002	-0.002	0.002
YMR194W	0.002	0.001	0.003	0.000	0.000	0.000	-0.006
YMR195W	0.003	0.001	0.002	0.006	0.001	-0.001	-0.004
YMR196W	0.001	0.000	0.002	0.002	-0.000	-0.000	-0.001
YMR197C	-0.000	-0.002	0.002	-0.001	-0.001	-0.014	-0.004
YMR198W	0.001	-0.001	0.000	-0.002	0.001	0.000	-0.001
YMR199W	-0.003	-0.003	-0.000	-0.002	0.001	-0.000	-0.001
YMR200W	0.001	-0.001	0.002	-0.000	0.001	0.000	-0.003
YMR201C	0.001	0.000	0.002	0.002	0.001	0.001	-0.004
YMR202W	0.001	0.000	0.003	0.003	0.000	0.002	-0.001
YMR203W	-0.001	0.001	0.002	0.000	-0.003	-0.001	-0.008
YMR204C	0.001	0.000	0.003	0.004	-0.000	0.001	-0.003
YMR205C	-0.002	-0.001	0.001	0.002	-0.000	0.002	-0.002
YMR206W	-0.001	-0.001	0.001	-0.001	0.000	-0.000	-0.005
YMR208W	-0.000	-0.000	0.003	0.001	-0.000	-0.001	-0.005
YMR209C	-0.000	-0.000	0.001	0.002	0.000	-0.000	-0.005
YMR210W	NaN	-0.005	-0.007	0.005	0.004	0.001	-0.006
YMR211W	0.000	-0.000	0.003	0.001	0.002	-0.000	0.000
YMR213W	0.000	0.000	0.003	0.002	0.000	0.000	-0.002
YMR214W	-0.001	-0.003	-0.001	-0.008	-0.001	-0.001	-0.002
YMR215W	-0.010	-0.006	-0.016	-0.006	0.004	0.001	-0.001
YMR216C	-0.002	-0.002	-0.001	0.001	0.001	0.001	-0.003
YMR217W	0.001	0.002	0.005	0.005	-0.001	-0.000	-0.002
YMR218C	0.000	0.000	0.002	-0.000	-0.001	-0.001	-0.000
YMR219W	0.002	0.001	0.005	0.005	-0.002	0.001	0.008
YMR220W	0.002	0.002	0.006	0.007	-0.000	0.002	0.002
YMR221C	0.001	0.001	0.004	0.003	0.000	0.001	-0.001
YMR222C	-0.002	0.001	0.003	0.001	0.001	0.001	-0.000
YMR223W	0.002	0.003	0.006	0.005	-0.001	0.003	0.001
YMR224C	0.003	0.002	0.006	-0.000	0.002	0.001	0.004
YMR225C	0.000	0.001	0.003	0.001	0.000	0.001	0.001
YMR226C	-0.002	-0.000	0.002	0.001	-0.000	0.001	-0.005
YMR227C	-0.000	0.001	0.005	0.002	0.001	0.000	-0.002
YMR228W	0.001	0.001	0.004	0.002	0.000	0.000	-0.003
YMR229C	0.002	0.002	0.004	0.006	-0.001	0.000	-0.001
YMR230W	NaN	-0.002	-0.002	NaN	0.004	0.002	-0.008
YMR231W	0.003	0.002	0.003	0.006	-0.001	0.000	-0.001
YMR232W	0.000	-0.000	-0.002	0.000	0.001	-0.000	-0.005
YMR233W	-0.000	-0.000	-0.001	0.001	0.001	-0.001	-0.003
YMR234W	-0.000	0.000	-0.001	0.000	0.000	-0.001	-0.005
YMR235C	0.001	0.001	0.002	0.003	-0.001	0.001	-0.001
YMR236W	-0.001	0.000	0.001	0.003	-0.000	0.001	0.004
YMR237W	0.000	-0.000	-0.000	0.000	-0.000	0.001	-0.003
YMR238W	0.003	0.001	-0.000	0.003	0.000	-0.000	-0.000
YMR239C	0.002	0.002	-0.001	0.003	0.001	-0.000	-0.007
YMR240C	-0.001	-0.000	-0.001	0.000	-0.000	0.000	-0.001
YMR241W	0.002	0.000	-0.000	0.005	0.000	0.002	-0.005
YMR242C	0.003	0.000	0.001	0.004	0.000	-0.006	-0.022
YMR243C	-0.000	-0.000	0.001	0.001	0.001	-0.000	0.005
YMR244C-A	0.002	0.002	0.001	0.003	-0.001	0.001	0.008
YMR244W	0.001	0.001	0.001	0.003	0.000	0.000	0.006
YMR245W	-0.001	0.000	0.000	0.002	0.001	0.000	0.002
YMR246W	0.000	0.001	0.000	0.003	-0.002	0.000	0.004
YMR247C	0.001	0.001	0.001	0.002	0.000	-0.001	-0.003
YMR251W	-0.002	-0.001	-0.002	-0.000	-0.002	0.000	-0.002
YMR251W-A	0.000	0.000	-0.002	0.000	0.000	-0.002	0.001
YMR252C	0.001	0.001	-0.000	0.002	0.001	0.000	-0.003
YMR253C	-0.002	-0.001	-0.001	0.001	0.000	0.001	-0.000
YMR254C	-0.002	-0.000	0.002	0.000	0.000	-0.000	-0.004
YMR255W	-0.001	-0.001	-0.001	0.000	0.000	0.000	-0.001
YMR256C	0.002	0.001	0.002	0.002	-0.000	-0.001	-0.000
YMR257C	0.002	0.002	0.002	0.004	0.001	-0.002	0.011
YMR258C	0.001	-0.001	-0.001	0.003	0.001	-0.001	-0.013
YMR259C	-0.001	-0.000	-0.001	-0.002	-0.002	-0.001	0.001
YMR260C	0.000	0.001	0.002	0.002	-0.001	0.001	-0.004
YMR261C	-0.001	-0.000	0.000	-0.000	-0.001	0.000	0.003
YMR262W	0.004	0.002	0.001	0.006	0.001	0.001	0.004
YMR263W	0.001	0.000	0.002	0.002	0.001	-0.001	-0.004
YMR264W	0.001	0.000	-0.001	0.002	0.000	-0.004	-0.004
YMR265C	0.001	0.000	0.000	0.003	-0.001	-0.002	-0.002
YMR266W	0.005	NaN	NaN	0.008	0.001	-0.000	0.001
YMR267W	0.000	0.000	0.001	0.003	-0.001	-0.000	0.001
YMR268C	0.002	0.001	0.001	0.002	-0.001	0.001	-0.000
YMR269W	0.001	0.001	0.000	0.002	0.001	0.000	-0.004
YMR270C	-0.000	0.000	0.002	0.001	0.001	0.000	0.004
YMR271C	0.001	0.001	0.001	0.001	-0.001	0.002	0.003
YMR272C	-0.001	-0.001	0.000	0.002	-0.001	0.003	0.004
YMR273C	0.000	0.002	0.001	0.003	-0.000	0.001	0.005
YMR274C	0.001	0.001	0.001	0.001	-0.001	-0.000	-0.003
YMR275C	-0.003	0.002	-0.001	-0.008	-0.007	-0.001	0.009
YMR276W	0.001	0.001	-0.003	0.001	0.001	-0.006	-0.009
YMR277W	-0.002	-0.004	-0.003	-0.008	0.000	-0.003	-0.005
YMR278W	-0.000	-0.000	-0.000	0.001	0.000	0.000	0.001
YMR279C	0.001	0.002	0.002	0.002	-0.001	0.002	0.002
YMR280C	0.001	0.001	0.003	0.006	-0.001	-0.000	-0.002
YMR281W	-0.000	-0.000	0.000	-0.001	0.001	-0.001	-0.001
YMR282C	-0.001	-0.000	-0.000	0.001	-0.000	0.001	-0.001
YMR283C	-0.001	-0.000	0.001	0.000	0.001	-0.000	-0.004
YMR284W	0.002	0.001	0.000	0.003	-0.001	-0.000	0.001
YMR285C	0.001	0.001	0.002	0.004	-0.000	0.000	-0.003
YMR286W	0.001	0.000	0.001	0.002	0.000	-0.000	-0.002
YMR287C	0.002	0.000	0.002	0.001	-0.000	0.000	-0.005
YMR288W	0.001	0.001	0.003	0.004	-0.000	-0.004	-0.004
YMR289W	0.000	0.001	0.001	0.003	-0.001	0.001	0.003
YMR290C	0.001	0.001	0.002	-0.004	0.002	0.000	-0.003
YMR290W-A	0.001	0.001	0.002	-0.000	0.001	-0.001	-0.006
YMR291W	-0.004	-0.002	-0.004	-0.005	-0.000	-0.000	0.008
YMR292W	-0.001	0.000	0.001	-0.000	0.000	-0.001	-0.002
YMR293C	0.001	0.001	0.003	0.003	-0.001	0.001	-0.001
YMR294W	-0.001	0.000	0.000	0.001	0.000	0.001	-0.001
YMR294W-A	-0.001	0.001	0.001	0.002	-0.002	0.001	-0.003
YMR295C	0.000	0.001	0.001	0.001	0.003	-0.001	-0.006
YMR296C	-0.002	0.003	0.004	0.003	0.002	0.001	-0.004
YMR297W	0.007	0.004	0.006	0.009	0.001	-0.000	-0.001
YMR298W	0.000	0.002	0.000	0.002	0.000	0.001	0.001
YMR299C	0.001	-0.000	0.001	0.002	-0.002	0.000	-0.002
YMR300C	0.001	0.000	0.003	0.003	-0.001	-0.000	-0.004
YMR301C	0.003	0.002	0.002	0.002	-0.000	-0.000	-0.006
YMR302C	0.002	0.001	0.001	0.004	0.001	0.001	-0.007
YMR303C	-0.002	-0.001	0.005	-0.002	0.001	-0.001	0.000
YMR304C-A	-0.000	0.000	0.002	0.002	-0.000	0.000	0.003
YMR304W	-0.001	-0.001	-0.001	0.003	0.003	-0.001	-0.004
YMR305C	-0.002	-0.002	-0.002	-0.005	-0.001	-0.005	-0.007
YMR306C-A	0.002	0.002	0.005	0.006	0.001	0.000	-0.004
YMR306W	0.001	0.001	0.002	0.002	0.000	0.001	-0.002
YMR307W	0.001	0.001	0.004	0.002	0.000	-0.001	0.000
YMR308C	0.001	-0.001	0.002	0.001	0.000	0.002	-0.004
YMR309C	-0.001	-0.002	0.004	-0.016	-0.006	-0.008	-0.043
YMR310C	-0.001	-0.001	0.002	0.002	0.001	0.001	0.005
YMR311C	0.001	0.001	0.003	0.001	-0.001	0.000	0.001
YMR312W	0.002	-0.000	0.003	0.002	-0.001	-0.000	-0.003
YMR313C	0.003	0.000	0.003	0.001	0.001	-0.001	0.006
YMR314W	-0.001	0.002	0.003	-0.001	-0.003	0.001	-0.002
YMR315W	0.002	0.002	0.004	0.005	-0.000	0.000	0.001
YMR316C-A	-0.000	0.000	0.002	0.001	-0.001	0.000	0.002
YMR316C-B	-0.000	-0.000	0.003	0.002	0.002	0.001	0.001
YMR316W	-0.005	-0.006	-0.000	-0.012	-0.003	-0.013	-0.009
YMR317W	0.002	0.002	0.004	0.004	-0.000	0.002	0.000
YMR318C	-0.000	0.000	0.001	0.001	0.001	0.001	-0.003
YMR319C	0.000	-0.000	0.002	0.001	0.001	0.000	-0.003
YMR320W	0.001	0.001	0.003	0.004	0.000	-0.000	-0.005
YMR322C	-0.001	0.001	-0.001	0.001	0.001	-0.001	-0.003
YMR326C	-0.000	-0.001	-0.001	0.002	0.001	-0.000	0.006
YNL001W	0.000	0.001	-0.001	-0.002	-0.001	0.000	-0.004
YNL002C	-0.001	0.000	-0.001	-0.002	-0.001	-0.001	-0.000
YNL004W	0.003	0.000	-0.000	0.005	0.001	0.001	-0.005
YNL005C	-0.004	-0.003	NaN	NaN	0.003	-0.001	-0.004
YNL006W	NaN	-0.003	-0.018	0.002	0.005	-0.002	-0.008
YNL007C	-0.006	0.000	-0.003	0.008	0.003	-0.000	0.000
YNL008C	-0.006	-0.002	NaN	0.008	0.004	0.002	0.001
YNL009W	-0.002	0.001	-0.002	0.001	-0.000	0.000	0.002
YNL010W	-0.004	-0.002	-0.005	-0.006	-0.000	-0.001	-0.007
YNL011C	-0.001	0.002	-0.002	0.000	0.000	-0.000	-0.001
YNL012W	-0.012	-0.002	NaN	NaN	0.002	0.000	0.001
YNL013C	-0.003	-0.002	NaN	NaN	0.002	0.001	0.005
YNL014W	0.000	0.004	0.000	0.006	0.000	0.000	0.001
YNL015W	0.002	0.001	0.001	0.001	0.000	0.001	-0.000
YNL016W	0.002	-0.003	-0.005	0.001	-0.000	-0.006	-0.006
YNL018C	0.002	0.001	0.003	0.006	-0.000	0.000	0.005
YNL020C	-0.001	0.000	-0.002	-0.001	-0.000	0.000	0.002
YNL021W	0.001	-0.001	0.001	-0.001	0.001	-0.004	-0.001
YNL022C	-0.001	0.001	-0.001	0.001	0.001	0.001	-0.003
YNL024C	0.001	0.001	-0.001	0.002	0.001	0.000	-0.001
YNL025C	-0.001	0.002	-0.000	-0.002	-0.001	0.001	-0.000
YNL026W	-0.002	0.000	-0.002	-0.000	-0.002	-0.001	-0.003
YNL027W	-0.002	-0.000	-0.002	-0.001	0.001	-0.002	-0.004
YNL028W	-0.010	-0.003	-0.021	-0.010	0.003	0.001	-0.005
YNL029C	NaN	-0.004	NaN	NaN	0.004	-0.002	-0.000
YNL030W	-0.009	-0.007	-0.014	-0.000	0.007	-0.001	-0.003
YNL031C	-0.001	-0.003	-0.006	-0.004	-0.001	-0.002	-0.024
YNL032W	0.004	0.003	0.001	0.004	0.001	0.001	0.007
YNL034W	0.002	0.002	0.001	0.001	-0.002	0.000	-0.000
YNL035C	-0.000	0.001	-0.001	-0.003	0.000	-0.002	-0.002
YNL037C	-0.001	-0.002	-0.002	-0.009	-0.001	-0.007	-0.010
YNL038W	0.002	0.003	0.001	0.001	-0.000	0.001	-0.001
YNL039W	-0.013	-0.006	-0.018	0.010	0.004	0.001	-0.003
YNL040W	-0.002	-0.001	-0.003	-0.002	-0.002	0.001	-0.003
YNL041C	0.001	0.001	0.000	-0.003	-0.002	-0.007	-0.001
YNL042W	0.003	-0.002	-0.003	0.001	0.001	0.001	0.001
YNL043C	NaN	-0.004	NaN	NaN	0.004	0.003	0.010
YNL044W	-0.002	0.001	-0.001	0.001	0.000	0.002	-0.000
YNL045W	-0.001	0.001	-0.001	-0.001	-0.001	0.000	0.002
YNL046W	-0.000	-0.000	-0.002	0.001	0.000	0.000	0.003
YNL047C	0.001	0.001	-0.001	0.001	-0.001	0.001	0.007
YNL049C	-0.000	0.001	-0.001	0.002	0.002	0.001	-0.004
YNL050C	0.001	0.002	0.001	0.002	-0.000	-0.001	-0.001
YNL051W	-0.001	0.000	0.001	-0.001	0.001	-0.005	-0.003
YNL052W	-0.001	0.002	0.001	0.002	-0.000	-0.002	-0.001
YNL053W	-0.002	0.001	-0.003	0.000	-0.000	-0.000	-0.001
YNL054W	0.000	0.004	0.001	0.004	0.001	-0.001	-0.001
YNL055C	-0.002	0.002	-0.001	0.002	0.001	0.000	-0.007
YNL056W	0.001	0.002	0.001	0.002	0.000	0.000	0.002
YNL057W	0.001	0.001	0.001	0.002	0.001	-0.000	0.000
YNL058C	0.001	0.000	0.001	0.002	-0.004	-0.005	0.005
YNL059C	0.003	-0.002	-0.004	-0.000	-0.000	-0.004	-0.003
YNL061W	-0.000	-0.001	0.001	-0.001	-0.000	-0.001	-0.010
YNL062C	0.002	0.004	0.002	0.002	0.000	0.005	0.001
YNL063W	0.001	0.001	0.001	0.005	-0.000	0.000	-0.001
YNL064C	0.001	0.001	0.001	0.003	0.000	0.000	-0.002
YNL065W	-0.000	0.001	-0.000	0.000	-0.002	-0.001	0.002
YNL066W	-0.001	0.001	-0.001	0.001	0.000	0.001	0.003
YNL068C	0.001	0.002	-0.002	0.001	-0.001	0.001	-0.004
YNL070W	0.001	0.001	-0.000	0.001	0.001	-0.000	-0.001
YNL071W	0.003	0.000	0.001	0.003	-0.000	-0.000	0.002
YNL072W	0.003	0.000	0.001	0.003	0.000	0.000	0.002
YNL073W	0.002	0.001	0.002	0.004	-0.001	-0.000	0.000
YNL074C	-0.001	-0.005	-0.006	0.001	-0.002	-0.002	-0.004
YNL075W	0.003	0.002	0.003	0.003	-0.000	0.001	0.001
YNL076W	-0.003	-0.001	-0.001	0.002	-0.000	-0.002	0.001
YNL077W	-0.001	0.001	0.001	0.001	-0.001	0.001	0.004
YNL078W	0.001	0.001	-0.000	0.001	0.003	-0.000	0.002
YNL079C	0.003	0.001	0.002	0.005	0.000	0.001	0.001
YNL080C	0.001	0.002	-0.001	0.004	-0.000	0.001	0.001
YNL081C	0.002	0.001	0.001	0.003	-0.000	-0.000	-0.003
YNL082W	-0.000	0.001	-0.000	0.001	0.002	-0.000	0.001
YNL084C	0.003	0.001	-0.000	0.002	0.001	0.002	0.003
YNL085W	0.002	0.002	0.001	0.006	-0.000	-0.000	-0.000
YNL086W	-0.002	0.000	-0.004	-0.004	-0.001	-0.001	0.004
YNL087W	-0.000	0.000	-0.000	0.000	-0.002	0.000	0.000
YNL088W	0.001	0.002	0.001	0.002	0.006	0.001	0.004
YNL089C	-0.000	0.001	-0.001	0.002	0.000	0.000	-0.003
YNL090W	0.000	0.000	-0.002	0.001	0.001	-0.001	-0.006
YNL091W	-0.001	-0.001	-0.001	-0.000	0.000	0.000	0.001
YNL092W	-0.000	0.000	-0.001	-0.001	0.001	-0.001	0.003
YNL093W	0.004	0.003	0.000	0.003	0.000	0.000	-0.004
YNL094W	-0.001	0.001	-0.001	0.002	-0.001	0.000	-0.001
YNL095C	-0.000	0.000	-0.001	-0.000	0.000	0.001	0.000
YNL096C	0.002	0.001	0.001	0.003	-0.001	0.001	-0.010
YNL097C	-0.000	-0.001	-0.001	0.002	-0.001	0.001	-0.007
YNL098C	0.001	-0.001	-0.003	0.001	-0.002	0.002	0.000
YNL099C	0.002	0.002	0.001	0.003	-0.000	-0.000	-0.002
YNL100W	0.000	0.001	-0.000	0.002	0.001	0.002	0.004
YNL101W	0.003	0.004	0.003	0.004	-0.001	0.002	-0.000
YNL102W	0.000	0.001	-0.001	0.001	0.000	0.001	-0.002
YNL103W	0.000	-0.001	-0.001	-0.001	0.001	0.000	-0.002
YNL104C	0.002	0.001	-0.000	0.001	-0.000	0.002	0.003
YNL105W	0.001	0.000	0.000	-0.001	-0.001	0.002	0.004
YNL106C	-0.000	-0.000	-0.002	-0.001	-0.001	0.001	0.002
YNL107W	-0.001	-0.001	-0.004	-0.008	0.000	-0.001	-0.006
YNL108C	0.003	-0.001	-0.000	0.002	-0.000	0.001	0.001
YNL109W	0.000	0.000	-0.004	-0.002	-0.001	-0.000	-0.001
YNL110C	0.002	-0.000	0.000	-0.003	-0.000	-0.003	-0.004
YNL111C	-0.001	-0.002	-0.003	0.001	-0.000	0.001	-0.001
YNL113W	-0.001	0.001	-0.002	0.001	-0.000	0.001	0.000
YNL114C	0.001	0.001	-0.000	0.001	-0.001	-0.001	0.002
YNL115C	0.001	0.001	-0.000	0.002	-0.001	0.000	-0.000
YNL116W	0.002	0.001	0.002	0.005	0.002	0.001	0.010
YNL117W	0.001	0.000	-0.000	0.003	-0.000	-0.001	0.003
YNL118C	0.000	-0.001	0.001	0.000	-0.000	-0.000	-0.004
YNL119W	0.000	0.001	-0.001	0.001	-0.001	-0.000	-0.002
YNL120C	0.000	0.001	-0.001	-0.001	-0.001	-0.002	-0.000
YNL121C	-0.003	-0.002	-0.004	-0.007	-0.000	-0.004	-0.003
YNL122C	0.004	0.002	0.003	0.004	-0.001	0.002	0.004
YNL123W	-0.001	-0.001	-0.001	0.000	-0.001	0.001	0.008
YNL124W	0.000	0.000	-0.001	0.002	-0.001	-0.001	-0.002
YNL125C	0.003	0.002	0.001	0.006	0.000	0.003	0.000
YNL126W	0.003	-0.003	-0.001	-0.003	-0.002	0.007	-0.010
YNL127W	0.002	0.002	-0.002	0.002	-0.001	0.000	0.002
YNL128W	0.001	0.001	-0.001	0.001	0.000	0.001	0.006
YNL129W	0.000	0.001	-0.001	-0.000	-0.001	0.000	-0.004
YNL130C	-0.001	0.001	-0.002	-0.001	-0.001	0.003	0.006
YNL131W	0.001	0.002	0.001	0.001	-0.002	-0.000	0.006
YNL132W	0.004	0.003	0.003	0.003	-0.001	0.000	0.004
YNL133C	0.002	0.002	0.000	0.002	0.000	0.001	0.006
YNL134C	-0.001	-0.000	-0.002	-0.003	-0.001	0.000	0.001
YNL135C	0.003	0.001	0.002	0.004	0.000	-0.001	-0.002
YNL136W	-0.001	0.000	-0.001	0.000	-0.001	0.003	0.005
YNL137C	0.003	0.002	-0.000	0.004	-0.002	0.010	0.019
YNL138W	-0.003	-0.002	-0.006	-0.008	-0.001	-0.002	0.003
YNL139C	0.002	0.002	0.001	0.005	-0.002	0.002	0.007
YNL140C	-0.004	-0.002	-0.006	-0.003	-0.001	0.001	0.005
YNL141W	-0.008	-0.006	NaN	NaN	0.003	0.001	-0.003
YNL142W	0.001	0.002	-0.001	0.000	-0.000	0.001	0.007
YNL144C	0.002	0.001	0.001	0.002	-0.002	0.002	0.004
YNL145W	0.002	0.001	0.002	0.006	-0.002	0.001	0.002
YNL146W	0.000	0.000	-0.000	-0.000	-0.001	0.001	-0.001
YNL147W	0.005	0.002	0.003	0.004	0.000	0.002	0.002
YNL148C	-0.000	-0.000	-0.002	-0.001	0.000	-0.001	0.002
YNL150W	-0.000	-0.001	0.000	-0.000	-0.001	-0.006	-0.012
YNL151C	0.002	0.001	0.001	0.005	-0.002	0.001	0.001
YNL152W	-0.001	-0.000	-0.001	0.001	0.000	0.000	-0.000
YNL153C	0.002	0.001	-0.000	0.001	0.002	0.000	-0.001
YNL154C	-0.002	-0.001	-0.001	-0.001	0.000	-0.003	-0.005
YNL155W	0.001	-0.001	-0.001	0.000	0.002	0.001	-0.028
YNL156C	-0.004	-0.006	-0.008	0.003	0.006	-0.001	0.000
YNL157W	0.005	0.003	0.003	0.004	-0.002	-0.001	-0.000
YNL158W	0.001	0.001	0.000	0.002	-0.001	-0.001	-0.002
YNL159C	0.003	0.001	0.001	0.006	0.000	-0.000	-0.003
YNL160W	0.001	-0.001	0.000	0.002	-0.001	0.000	0.003
YNL161W	-0.002	-0.006	-0.005	-0.003	0.005	-0.004	0.002
YNL163C	0.000	-0.000	-0.000	0.001	-0.001	0.000	0.002
YNL164C	-0.000	-0.005	NaN	NaN	0.002	-0.002	0.003
YNL165W	0.002	-0.001	0.003	0.002	-0.001	-0.001	-0.001
YNL167C	-0.000	-0.001	0.000	0.006	-0.000	0.002	0.008
YNL168C	0.000	0.000	-0.001	0.003	-0.001	0.000	0.006
YNL170W	-0.001	0.001	-0.003	0.001	0.001	0.001	0.007
YNL171C	0.001	0.000	-0.002	0.001	0.002	-0.001	0.006
YNL172W	0.001	0.001	-0.001	0.001	0.002	-0.000	0.008
YNL173C	0.001	0.001	0.000	0.003	0.000	-0.000	-0.000
YNL175C	0.001	0.001	-0.001	0.000	-0.000	0.000	0.004
YNL176C	-0.001	-0.001	-0.000	0.002	-0.000	0.001	-0.003
YNL177C	0.001	-0.000	-0.001	-0.000	0.002	0.000	0.004
YNL178W	0.002	-0.000	0.001	0.001	-0.003	-0.001	-0.006
YNL179C	0.000	-0.003	-0.003	-0.000	-0.003	0.002	0.009
YNL180C	0.001	-0.003	-0.002	0.001	-0.002	0.002	-0.002
YNL181W	0.000	-0.000	0.000	0.002	0.000	0.003	-0.001
YNL182C	0.001	0.001	-0.000	0.002	-0.000	0.001	-0.001
YNL183C	0.001	0.002	-0.000	0.004	-0.001	0.000	-0.005
YNL184C	-0.002	-0.000	-0.001	0.002	-0.001	0.001	-0.002
YNL185C	-0.001	0.000	-0.001	0.001	-0.000	0.000	-0.005
YNL187W	-0.002	NaN	-0.003	0.004	0.000	0.002	-0.003
YNL188W	0.002	0.001	0.000	0.003	0.002	0.001	-0.005
YNL189W	-0.001	-0.001	-0.003	0.003	0.001	0.005	0.004
YNL190W	0.000	0.001	-0.000	0.002	0.000	-0.001	0.002
YNL191W	-0.000	0.001	-0.001	-0.001	-0.000	-0.001	-0.003
YNL192W	0.000	0.001	-0.002	-0.000	-0.000	0.001	-0.004
YNL193W	-0.002	-0.001	0.000	0.003	0.000	0.001	0.008
YNL194C	-0.000	0.000	-0.001	0.000	-0.000	-0.000	-0.002
YNL195C	0.001	0.001	-0.001	0.002	-0.001	0.000	-0.000
YNL196C	0.001	0.000	-0.001	0.003	-0.001	-0.000	-0.003
YNL197C	0.002	-0.008	-0.005	-0.009	-0.002	-0.012	-0.012
YNL198C	-0.000	-0.001	-0.004	-0.004	-0.001	0.000	0.000
YNL199C	0.000	-0.004	-0.006	-0.009	-0.001	-0.003	-0.002
YNL200C	0.000	0.000	0.001	0.002	0.000	0.000	-0.004
YNL201C	0.001	-0.002	0.001	0.002	0.001	-0.003	-0.002
YNL202W	0.002	-0.002	0.001	-0.002	-0.003	0.001	-0.002
YNL203C	0.001	-0.000	-0.002	0.001	0.001	-0.000	0.001
YNL204C	-0.001	-0.000	0.001	-0.001	-0.002	0.000	0.003
YNL205C	-0.000	0.000	0.001	0.002	-0.001	0.000	0.002
YNL206C	0.003	0.002	0.002	0.007	-0.000	0.001	-0.001
YNL207W	0.003	0.002	0.004	0.007	0.001	0.001	0.002
YNL210W	-0.001	0.001	0.001	0.001	-0.001	-0.000	0.000
YNL211C	-0.000	0.001	0.001	0.000	-0.002	0.001	-0.000
YNL212W	-0.003	-0.009	-0.002	0.014	-0.003	0.002	-0.008
YNL213C	0.001	0.001	0.001	0.001	0.000	0.000	-0.004
YNL214W	0.000	0.001	0.002	0.003	0.001	-0.001	-0.000
YNL215W	0.002	-0.001	0.002	0.001	0.001	-0.001	-0.007
YNL216W	0.003	0.000	0.002	-0.015	-0.011	-0.002	0.003
YNL217W	0.000	0.001	0.000	0.004	0.001	-0.000	-0.001
YNL218W	0.000	0.000	-0.001	0.001	0.001	-0.000	-0.001
YNL219C	0.000	-0.001	0.003	0.003	0.000	0.004	0.006
YNL220W	0.000	0.001	-0.003	-0.002	-0.001	-0.002	-0.001
YNL221C	0.000	0.001	0.001	0.001	0.000	0.000	-0.002
