orf	hap a | growth (spot assay) | CG-1521 [55-75 uM] | Gaupel AC~Tenniswood M, 2014
YBL051C	-0.011250792652942399
YBL052C	-0.011250792652942399
YBL053W	-1.1250792652942083
YBL054W	-1.1250792652942083
YBL055C	-0.011250792652942399
YBL056W	-0.011250792652942399
YBL057C	-0.011250792652942399
YBL058W	-0.011250792652942399
YBL059W	-0.011250792652942399
YBL060W	-0.011250792652942399
YBL061C	-0.011250792652942399
YBL062W	-0.011250792652942399
YBL063W	-0.011250792652942399
YBL064C	-0.011250792652942399
YBL065W	-0.011250792652942399
YBL066C	-0.011250792652942399
YBL067C	-0.5681650289735753
YBL068W	-0.011250792652942399
YBL069W	-0.011250792652942399
YBL070C	-0.011250792652942399
YBL071C	-0.011250792652942399
YBL072C	-2.2389077379354743
YBL075C	-0.011250792652942399
YBL078C	-0.011250792652942399
YBL079W	-0.011250792652942399
YBL080C	-0.011250792652942399
YBL081W	-0.011250792652942399
YBL082C	-0.011250792652942399
YBL083C	-1.1250792652942083
YBL085W	-0.011250792652942399
YBL086C	-0.011250792652942399
YBL087C	-0.011250792652942399
YBL088C	-0.011250792652942399
YBL089W	-0.011250792652942399
YBL090W	-0.011250792652942399
YBL091C	-0.011250792652942399
YBL091C-A	-0.011250792652942399
YBL093C	-1.1250792652942083
YBL094C	-2.795821974256107
YBL095W	-1.1250792652942083
YBL096C	-0.011250792652942399
YBL098W	-0.011250792652942399
YBL099W	-1.681993501614841
YBL100C	-1.681993501614841
YBL101C	-0.011250792652942399
YBL102W	0.5456634436676905
YBL103C	-0.5681650289735753
YBL104C	-0.011250792652942399
YBL106C	-0.011250792652942399
YBL107C	-0.011250792652942399
YBR001C	-0.011250792652942399
YBR003W	0.5456634436676905
YBR005W	-0.011250792652942399
YBR006W	-0.011250792652942399
YBR007C	-0.011250792652942399
YBR008C	-0.011250792652942399
YBR009C	-0.011250792652942399
YBR010W	-0.011250792652942399
YBR012C	-1.1250792652942083
YBR013C	-0.011250792652942399
YBR014C	-0.011250792652942399
YBR015C	-0.5681650289735753
YBR016W	-0.011250792652942399
YBR018C	-0.011250792652942399
YBR019C	-0.5681650289735753
YBR020W	-0.011250792652942399
YBR021W	-0.011250792652942399
YBR022W	-0.011250792652942399
YBR023C	-0.5681650289735753
YBR024W	-0.011250792652942399
YBR025C	-0.011250792652942399
YBR026C	-1.681993501614841
YBR027C	-0.011250792652942399
YBR028C	-0.5681650289735753
YBR030W	-1.1250792652942083
YBR031W	-0.011250792652942399
YBR032W	-0.011250792652942399
YBR033W	-0.011250792652942399
YBR034C	-1.1250792652942083
YBR035C	-1.1250792652942083
YBR036C	-0.011250792652942399
YBR037C	-0.011250792652942399
YBR040W	-0.011250792652942399
YBR041W	-0.011250792652942399
YBR042C	-0.5681650289735753
YBR043C	-0.011250792652942399
YBR044C	-2.795821974256107
YBR045C	-0.011250792652942399
YBR046C	-0.011250792652942399
YBR047W	-0.011250792652942399
YBR048W	-1.1250792652942083
YBR050C	-0.011250792652942399
YBR051W	-0.011250792652942399
YBR052C	-0.011250792652942399
YBR053C	-0.011250792652942399
YBR054W	-0.011250792652942399
YBR056W	0.5456634436676905
YBR057C	-0.011250792652942399
YBR058C	-1.681993501614841
YBR059C	-0.011250792652942399
YBR061C	0.5456634436676905
YBR062C	-0.011250792652942399
YBR063C	-0.011250792652942399
YBR064W	-0.011250792652942399
YBR065C	-0.011250792652942399
YBR066C	-0.5681650289735753
YBR067C	-0.011250792652942399
YBR068C	-3.909650446897373
YBR069C	-0.5681650289735753
YBR071W	-0.011250792652942399
YBR072W	-0.011250792652942399
YBR073W	-0.011250792652942399
YBR074W	-0.011250792652942399
YBR076W	-0.5681650289735753
YBR077C	-2.5173648560957904
YBR081C	-6.137307392179904
YBR082C	-0.011250792652942399
YBR083W	-0.011250792652942399
YBR084C-A	-0.011250792652942399
YBR084W	-0.011250792652942399
YBR085W	-0.011250792652942399
YBR089C-A	-0.011250792652942399
YBR090C	-0.011250792652942399
YBR092C	-0.011250792652942399
YBR093C	-0.011250792652942399
YBR094W	-1.1250792652942083
YBR095C	-1.681993501614841
YBR097W	-5.023478919538639
YBR098W	-1.1250792652942083
YBR099C	-0.5681650289735753
YBR101C	-6.694221628500538
YBR103W	-0.5681650289735753
YBR104W	-0.011250792652942399
YBR105C	-0.011250792652942399
YBR106W	-1.1250792652942083
YBR107C	-0.011250792652942399
YBR108W	-0.011250792652942399
YBR111C	-2.2389077379354743
YBR112C	-6.694221628500538
YBR113W	-0.011250792652942399
YBR114W	-0.011250792652942399
YBR115C	-0.011250792652942399
YBR116C	-0.011250792652942399
YBR119W	-0.011250792652942399
YBR120C	-0.011250792652942399
YBR121C	-1.681993501614841
YBR122C	-0.011250792652942399
YBR125C	-0.011250792652942399
YBR126C	-0.5681650289735753
YBR127C	-3.909650446897373
YBR128C	-0.011250792652942399
YBR129C	-0.011250792652942399
YBR130C	-0.011250792652942399
YBR131W	-1.1250792652942083
YBR132C	-2.795821974256107
YBR133C	-0.011250792652942399
YBR134W	-0.011250792652942399
YBR137W	-0.011250792652942399
YBR138C	-0.011250792652942399
YBR139W	-0.011250792652942399
YBR141C	-0.011250792652942399
YBR144C	0.5456634436676905
YBR145W	-0.011250792652942399
YBR146W	-0.011250792652942399
YBR147W	1.6594919163089563
YBR148W	-0.011250792652942399
YBR149W	-0.011250792652942399
YBR150C	-0.011250792652942399
YBR151W	-3.909650446897373
YBR156C	-0.011250792652942399
YBR157C	-0.011250792652942399
YBR158W	-0.011250792652942399
YBR159W	-0.011250792652942399
YBR161W	-0.5681650289735753
YBR162C	-0.011250792652942399
YBR162W-A	-0.011250792652942399
YBR163W	-0.011250792652942399
YBR164C	-1.1250792652942083
YBR165W	-0.011250792652942399
YBR166C	-0.011250792652942399
YBR168W	-0.011250792652942399
YBR169C	-0.011250792652942399
YBR170C	-0.011250792652942399
YBR171W	-0.011250792652942399
YBR172C	-0.5681650289735753
YBR173C	-0.5681650289735753
YBR174C	-0.5681650289735753
YBR175W	-1.1250792652942083
YBR176W	-0.011250792652942399
YBR177C	-0.011250792652942399
YBR178W	-0.011250792652942399
YBR179C	-0.011250792652942399
YBR180W	-0.5681650289735753
YBR181C	-1.1250792652942083
YBR182C	-0.011250792652942399
YBR183W	-0.5681650289735753
YBR184W	-0.011250792652942399
YBR185C	0.5456634436676905
YBR186W	-0.011250792652942399
YBR187W	-0.011250792652942399
YBR188C	-0.011250792652942399
YBR189W	-0.5681650289735753
YBR191W	-4.466564683218006
YBR194W	-2.2389077379354743
YBR195C	-0.011250792652942399
YBR197C	-1.1250792652942083
YBR199W	-0.5681650289735753
YBR200W	-4.466564683218006
YBR201W	-1.1250792652942083
YBR203W	-0.011250792652942399
YBR204C	0.5456634436676905
YBR205W	-0.011250792652942399
YBR206W	-0.011250792652942399
YBR207W	-0.011250792652942399
YBR208C	-0.011250792652942399
YBR209W	-0.5681650289735753
YBR210W	-0.011250792652942399
YBR212W	-0.5681650289735753
YBR213W	-0.011250792652942399
YBR214W	-0.5681650289735753
YBR215W	-0.011250792652942399
YBR216C	-1.1250792652942083
YBR217W	-1.1250792652942083
YBR218C	-0.011250792652942399
YBR219C	-0.011250792652942399
YBR220C	-0.011250792652942399
YBR221C	-1.1250792652942083
YBR222C	-0.5681650289735753
YBR223C	-0.011250792652942399
YBR224W	-0.011250792652942399
YBR225W	-1.1250792652942083
YBR226C	-0.011250792652942399
YBR227C	-0.5681650289735753
YBR228W	-0.011250792652942399
YBR229C	-0.011250792652942399
YBR230C	-1.1250792652942083
YBR231C	-2.795821974256107
YBR232C	-0.011250792652942399
YBR233W	-0.011250792652942399
YBR235W	-0.011250792652942399
YBR238C	-0.011250792652942399
YBR239C	-0.011250792652942399
YBR240C	-0.011250792652942399
YBR241C	-0.011250792652942399
YBR242W	-0.011250792652942399
YBR244W	0.5456634436676905
YBR245C	-0.5681650289735753
YBR246W	-2.795821974256107
YBR248C	-2.2389077379354743
YBR249C	-0.5681650289735753
YBR250W	-0.011250792652942399
YBR251W	-0.011250792652942399
YBR255W	-2.795821974256107
YBR258C	-1.1250792652942083
YBR259W	-1.1250792652942083
YBR260C	-0.5681650289735753
YBR261C	-0.011250792652942399
YBR262C	-0.011250792652942399
YBR263W	-0.5681650289735753
YBR264C	-0.5681650289735753
YBR266C	-1.1250792652942083
YBR267W	-0.5681650289735753
YBR268W	-0.011250792652942399
YBR269C	-1.681993501614841
YBR270C	-0.011250792652942399
YBR271W	-0.011250792652942399
YBR272C	-0.011250792652942399
YBR273C	-0.011250792652942399
YBR274W	-0.011250792652942399
YBR275C	-0.011250792652942399
YBR276C	-0.011250792652942399
YBR277C	-1.1250792652942083
YBR278W	-1.1250792652942083
YBR279W	-0.011250792652942399
YBR280C	-0.5681650289735753
YBR281C	-2.2389077379354743
YBR282W	-0.5681650289735753
YBR283C	-0.5681650289735753
YBR284W	-1.681993501614841
YBR285W	-0.011250792652942399
YBR286W	-1.1250792652942083
YBR287W	-0.011250792652942399
YBR288C	-0.011250792652942399
YBR289W	-0.011250792652942399
YBR290W	0.5456634436676905
YBR291C	-1.681993501614841
YBR292C	-0.011250792652942399
YBR293W	-0.011250792652942399
YBR294W	-0.011250792652942399
YBR295W	-0.5681650289735753
YBR296C	-0.011250792652942399
YBR297W	-1.681993501614841
YBR298C	-0.5681650289735753
YBR299W	-0.011250792652942399
YBR300C	-0.011250792652942399
YBR301W	-0.011250792652942399
YCL001W	-0.011250792652942399
YCL001W-A	-1.681993501614841
YCL002C	-0.011250792652942399
YCL005W	-2.795821974256107
YCL007C	-6.137307392179904
YCL008C	-1.681993501614841
YCL009C	-0.011250792652942399
YCL010C	-3.909650446897373
YCL011C	-0.011250792652942399
YCL014W	-0.011250792652942399
YCL016C	-0.011250792652942399
YCL022C	-0.011250792652942399
YCL023C	-0.011250792652942399
YCL024W	-0.011250792652942399
YCL025C	-0.011250792652942399
YCL026C-A	-0.011250792652942399
YCL027W	-0.011250792652942399
YCL028W	-0.011250792652942399
YCL029C	-0.011250792652942399
YCL030C	-0.011250792652942399
YCL032W	-0.011250792652942399
YCL033C	-0.011250792652942399
YCL034W	0.5456634436676905
YCL035C	-0.5681650289735753
YCL036W	-0.011250792652942399
YCL037C	-0.011250792652942399
YCL038C	-0.011250792652942399
YCL039W	-1.1250792652942083
YCL040W	-0.011250792652942399
YCL042W	-0.011250792652942399
YCL044C	1.1025776799883233
YCL045C	-1.681993501614841
YCL046W	-1.681993501614841
YCL047C	-0.011250792652942399
YCL048W	-0.011250792652942399
YCL049C	-0.011250792652942399
YCL050C	-0.011250792652942399
YCL051W	-0.011250792652942399
YCL055W	-0.011250792652942399
YCL056C	-0.011250792652942399
YCL057W	-0.011250792652942399
YCL058C	-0.011250792652942399
YCL061C	-0.5681650289735753
YCL063W	-0.011250792652942399
YCL064C	-0.011250792652942399
YCL069W	-0.011250792652942399
YCL076W	-0.011250792652942399
YCR001W	-0.011250792652942399
YCR002C	-3.3527362105767398
YCR003W	0.5456634436676905
YCR004C	-0.011250792652942399
YCR005C	-0.011250792652942399
YCR006C	-0.011250792652942399
YCR007C	-0.011250792652942399
YCR008W	-0.011250792652942399
YCR009C	-2.795821974256107
YCR010C	-0.011250792652942399
YCR011C	-0.011250792652942399
YCR014C	-0.011250792652942399
YCR015C	-0.011250792652942399
YCR016W	-0.011250792652942399
YCR017C	-0.011250792652942399
YCR019W	-0.011250792652942399
YCR020C	-0.011250792652942399
YCR020C-A	1.1025776799883233
YCR020W-B	-0.5681650289735753
YCR021C	0.5456634436676905
YCR022C	-0.011250792652942399
YCR023C	-0.011250792652942399
YCR024C	-0.011250792652942399
YCR024C-A	-1.1250792652942083
YCR025C	-1.1250792652942083
YCR026C	-1.1250792652942083
YCR027C	-2.2389077379354743
YCR028C	-0.011250792652942399
YCR028C-A	-2.795821974256107
YCR030C	-0.011250792652942399
YCR031C	-0.011250792652942399
YCR032W	-0.011250792652942399
YCR033W	-0.5681650289735753
YCR034W	-0.5681650289735753
YCR036W	-0.5681650289735753
YCR037C	0.5456634436676905
YCR043C	-0.011250792652942399
YCR044C	-0.011250792652942399
YCR045C	-1.681993501614841
YCR046C	-0.011250792652942399
YCR047C	-0.011250792652942399
YCR048W	-0.011250792652942399
YCR049C	-0.011250792652942399
YCR050C	-2.2389077379354743
YCR051W	-0.011250792652942399
YCR053W	-2.795821974256107
YCR059C	-0.011250792652942399
YCR060W	-0.011250792652942399
YCR061W	0.5456634436676905
YCR063W	-0.011250792652942399
YCR065W	-0.011250792652942399
YCR066W	-0.011250792652942399
YCR067C	-0.011250792652942399
YCR068W	-2.795821974256107
YCR069W	-0.011250792652942399
YCR071C	0.5456634436676905
YCR073C	-0.011250792652942399
YCR073W-A	-0.011250792652942399
YCR075C	-0.011250792652942399
YCR076C	-0.011250792652942399
YCR077C	-0.011250792652942399
YCR079W	-2.2389077379354743
YCR081W	2.216406152629589
YCR082W	-0.011250792652942399
YCR083W	-0.011250792652942399
YCR084C	-2.795821974256107
YCR085W	-2.2389077379354743
YCR086W	-0.5681650289735753
YCR087C-A	-0.5681650289735753
YCR087W	-2.2389077379354743
YCR088W	-0.011250792652942399
YCR089W	-0.011250792652942399
YCR090C	-0.011250792652942399
YCR091W	-0.011250792652942399
YCR092C	-0.011250792652942399
YCR094W	-3.3527362105767398
YCR095C	-0.011250792652942399
YCR098C	-0.011250792652942399
YCR099C	-0.011250792652942399
YCR100C	-0.011250792652942399
YCR101C	-0.011250792652942399
YCR102C	-0.011250792652942399
YCR102W-A	-0.011250792652942399
YCR105W	-0.011250792652942399
YCR106W	-0.011250792652942399
YCR107W	-0.011250792652942399
YDL001W	-0.5681650289735753
YDL002C	-0.011250792652942399
YDL006W	-2.795821974256107
YDL009C	-0.011250792652942399
YDL010W	-0.011250792652942399
YDL011C	-0.011250792652942399
YDL012C	-0.011250792652942399
YDL013W	-1.1250792652942083
YDL018C	-0.011250792652942399
YDL019C	-0.011250792652942399
YDL020C	-6.694221628500538
YDL021W	-0.011250792652942399
YDL022W	-0.011250792652942399
YDL023C	-0.011250792652942399
YDL024C	-0.011250792652942399
YDL025C	-0.011250792652942399
YDL026W	-0.011250792652942399
YDL027C	-0.011250792652942399
YDL032W	-0.5681650289735753
YDL033C	-0.5681650289735753
YDL034W	-0.011250792652942399
YDL035C	-0.011250792652942399
YDL036C	-0.011250792652942399
YDL037C	-0.011250792652942399
YDL039C	-0.011250792652942399
YDL040C	-0.011250792652942399
YDL041W	-0.011250792652942399
YDL042C	-0.011250792652942399
YDL044C	-0.5681650289735753
YDL045W-A	0.5456634436676905
YDL046W	-1.1250792652942083
YDL047W	-0.011250792652942399
YDL048C	-0.011250792652942399
YDL049C	-0.011250792652942399
YDL050C	-0.011250792652942399
YDL051W	-0.011250792652942399
YDL052C	-1.681993501614841
YDL053C	-0.011250792652942399
YDL054C	-0.011250792652942399
YDL056W	-0.011250792652942399
YDL057W	-0.011250792652942399
YDL059C	-0.011250792652942399
YDL061C	-0.011250792652942399
YDL062W	-0.011250792652942399
YDL063C	-0.011250792652942399
YDL065C	-0.011250792652942399
YDL066W	-0.011250792652942399
YDL067C	-0.011250792652942399
YDL068W	-0.011250792652942399
YDL069C	-0.011250792652942399
YDL070W	-0.011250792652942399
YDL071C	-0.011250792652942399
YDL072C	-1.1250792652942083
YDL073W	-0.011250792652942399
YDL074C	-3.909650446897373
YDL075W	-0.011250792652942399
YDL076C	-0.011250792652942399
YDL077C	-2.2389077379354743
YDL078C	-0.011250792652942399
YDL079C	-0.011250792652942399
YDL080C	-0.011250792652942399
YDL081C	2.216406152629589
YDL082W	-0.011250792652942399
YDL083C	-0.011250792652942399
YDL085W	-0.011250792652942399
YDL086W	-0.011250792652942399
YDL088C	-0.011250792652942399
YDL089W	-0.011250792652942399
YDL090C	-1.1250792652942083
YDL091C	-0.011250792652942399
YDL093W	-0.011250792652942399
YDL094C	-0.011250792652942399
YDL095W	-0.011250792652942399
YDL096C	-2.2389077379354743
YDL099W	-0.011250792652942399
YDL100C	-1.681993501614841
YDL101C	-0.011250792652942399
YDL104C	0.5456634436676905
YDL106C	-3.909650446897373
YDL107W	-0.011250792652942399
YDL109C	-0.5681650289735753
YDL110C	0.5456634436676905
YDL112W	-0.011250792652942399
YDL113C	-0.011250792652942399
YDL114W	-0.011250792652942399
YDL115C	0.5456634436676905
YDL116W	-1.1250792652942083
YDL117W	0.5456634436676905
YDL118W	-1.681993501614841
YDL119C	-1.1250792652942083
YDL121C	-0.011250792652942399
YDL122W	-1.681993501614841
YDL123W	-0.011250792652942399
YDL124W	-0.011250792652942399
YDL125C	-0.011250792652942399
YDL127W	-0.011250792652942399
YDL128W	-0.011250792652942399
YDL129W	-0.011250792652942399
YDL130W	-0.011250792652942399
YDL130W-A	-0.011250792652942399
YDL131W	-0.011250792652942399
YDL133C-A	-0.5681650289735753
YDL133W	-0.5681650289735753
YDL134C	-0.011250792652942399
YDL135C	-1.681993501614841
YDL136W	-1.1250792652942083
YDL137W	-0.5681650289735753
YDL138W	-0.011250792652942399
YDL142C	-1.1250792652942083
YDL144C	-0.5681650289735753
YDL146W	0.5456634436676905
YDL149W	-0.5681650289735753
YDL151C	-0.011250792652942399
YDL154W	-0.011250792652942399
YDL155W	-1.1250792652942083
YDL156W	-0.011250792652942399
YDL157C	2.7733203889502223
YDL159W	0.5456634436676905
YDL160C	-2.2389077379354743
YDL161W	-0.5681650289735753
YDL162C	-0.5681650289735753
YDL167C	1.1025776799883233
YDL168W	-0.011250792652942399
YDL169C	-0.011250792652942399
YDL170W	-0.011250792652942399
YDL171C	-0.011250792652942399
YDL172C	-2.2389077379354743
YDL173W	-1.681993501614841
YDL174C	-0.5681650289735753
YDL175C	-0.011250792652942399
YDL176W	-0.011250792652942399
YDL177C	-0.011250792652942399
YDL178W	-0.011250792652942399
YDL179W	-0.011250792652942399
YDL180W	-0.011250792652942399
YDL181W	-0.011250792652942399
YDL182W	-0.5681650289735753
YDL183C	-0.011250792652942399
YDL184C	-0.011250792652942399
YDL185W	-6.137307392179904
YDL186W	-0.011250792652942399
YDL187C	-0.011250792652942399
YDL188C	-0.011250792652942399
YDL189W	-0.5681650289735753
YDL190C	-0.5681650289735753
YDL191W	-0.011250792652942399
YDL192W	-0.011250792652942399
YDL194W	-0.011250792652942399
YDL197C	-0.011250792652942399
YDL198C	-0.5681650289735753
YDL199C	-0.011250792652942399
YDL200C	-0.011250792652942399
YDL201W	-0.011250792652942399
YDL202W	-0.011250792652942399
YDL203C	-0.011250792652942399
YDL204W	-0.011250792652942399
YDL206W	-0.011250792652942399
YDL210W	-0.011250792652942399
YDL211C	-0.011250792652942399
YDL213C	-0.011250792652942399
YDL214C	-0.011250792652942399
YDL215C	-0.011250792652942399
YDL216C	-0.011250792652942399
YDL218W	-0.011250792652942399
YDL219W	-0.011250792652942399
YDL222C	-0.011250792652942399
YDL223C	-0.011250792652942399
YDL224C	-0.011250792652942399
YDL225W	-0.011250792652942399
YDL226C	-2.2389077379354743
YDL227C	-0.011250792652942399
YDL229W	-0.011250792652942399
YDL230W	-0.011250792652942399
YDL231C	-0.011250792652942399
YDL232W	-0.011250792652942399
YDL233W	-0.011250792652942399
YDL234C	-0.011250792652942399
YDL236W	0.5456634436676905
YDL237W	-0.011250792652942399
YDL238C	-0.011250792652942399
YDL239C	-0.011250792652942399
YDL240W	-0.011250792652942399
YDL241W	-0.011250792652942399
YDL242W	-0.011250792652942399
YDL243C	-0.5681650289735753
YDR001C	-0.5681650289735753
YDR003W	-0.011250792652942399
YDR004W	-0.011250792652942399
YDR005C	-0.011250792652942399
YDR006C	-1.1250792652942083
YDR007W	-2.795821974256107
YDR008C	-1.681993501614841
YDR009W	-0.011250792652942399
YDR010C	-4.466564683218006
YDR011W	-6.694221628500538
YDR014W	-0.011250792652942399
YDR015C	-0.011250792652942399
YDR017C	-2.795821974256107
YDR018C	-0.011250792652942399
YDR019C	-0.011250792652942399
YDR020C	-0.011250792652942399
YDR022C	-0.011250792652942399
YDR024W	-0.011250792652942399
YDR025W	-0.011250792652942399
YDR026C	-0.011250792652942399
YDR027C	-2.2389077379354743
YDR028C	-3.3527362105767398
YDR029W	-0.011250792652942399
YDR030C	-0.011250792652942399
YDR031W	0.5456634436676905
YDR032C	-0.011250792652942399
YDR033W	-0.011250792652942399
YDR034C	-0.011250792652942399
YDR035W	0.5456634436676905
YDR036C	-0.011250792652942399
YDR042C	-0.011250792652942399
YDR043C	-0.011250792652942399
YDR046C	-0.011250792652942399
YDR048C	-0.5681650289735753
YDR049W	-0.011250792652942399
YDR050C	-0.011250792652942399
YDR051C	-0.011250792652942399
YDR055W	-0.011250792652942399
YDR056C	-0.011250792652942399
YDR057W	-1.681993501614841
YDR058C	-0.011250792652942399
YDR059C	-0.5681650289735753
YDR061W	-0.011250792652942399
YDR063W	-0.011250792652942399
YDR065W	-0.5681650289735753
YDR066C	-0.5681650289735753
YDR067C	-0.011250792652942399
YDR068W	-0.011250792652942399
YDR069C	-1.681993501614841
YDR070C	-1.1250792652942083
YDR071C	-0.5681650289735753
YDR072C	-1.1250792652942083
YDR073W	-0.011250792652942399
YDR074W	-1.681993501614841
YDR075W	-2.2389077379354743
YDR076W	-0.011250792652942399
YDR077W	-0.011250792652942399
YDR078C	-0.011250792652942399
YDR079W	-0.011250792652942399
YDR080W	-3.3527362105767398
YDR083W	-0.011250792652942399
YDR084C	-0.5681650289735753
YDR085C	-0.5681650289735753
YDR089W	-1.1250792652942083
YDR090C	-0.011250792652942399
YDR092W	2.216406152629589
YDR093W	-0.5681650289735753
YDR094W	-0.011250792652942399
YDR095C	-0.011250792652942399
YDR096W	-0.5681650289735753
YDR097C	-0.011250792652942399
YDR098C	-1.1250792652942083
YDR099W	-0.5681650289735753
YDR100W	-0.5681650289735753
YDR101C	-1.1250792652942083
YDR102C	-0.011250792652942399
YDR103W	-0.011250792652942399
YDR104C	-0.011250792652942399
YDR105C	-0.011250792652942399
YDR107C	0.5456634436676905
YDR108W	1.1025776799883233
YDR109C	-0.011250792652942399
YDR110W	-0.5681650289735753
YDR111C	-0.011250792652942399
YDR112W	-0.011250792652942399
YDR114C	-0.011250792652942399
YDR115W	-0.5681650289735753
YDR116C	-0.011250792652942399
YDR117C	-0.011250792652942399
YDR119W	-0.011250792652942399
YDR120C	-1.1250792652942083
YDR121W	1.6594919163089563
YDR122W	-0.011250792652942399
YDR123C	-0.5681650289735753
YDR124W	-0.011250792652942399
YDR125C	-0.011250792652942399
YDR126W	0.5456634436676905
YDR127W	-6.137307392179904
YDR128W	-0.5681650289735753
YDR129C	-1.1250792652942083
YDR130C	-0.011250792652942399
YDR131C	-0.011250792652942399
YDR132C	1.6594919163089563
YDR133C	-0.011250792652942399
YDR135C	-0.5681650289735753
YDR136C	-2.2389077379354743
YDR137W	-1.681993501614841
YDR138W	-3.3527362105767398
YDR139C	-0.011250792652942399
YDR140W	-0.011250792652942399
YDR142C	-0.011250792652942399
YDR143C	-0.011250792652942399
YDR144C	-0.011250792652942399
YDR146C	-0.011250792652942399
YDR147W	-0.011250792652942399
YDR148C	-0.011250792652942399
YDR149C	-0.011250792652942399
YDR150W	-0.011250792652942399
YDR151C	-0.011250792652942399
YDR152W	-0.011250792652942399
YDR153C	0.5456634436676905
YDR154C	-0.011250792652942399
YDR155C	0.5456634436676905
YDR156W	-0.011250792652942399
YDR157W	-0.011250792652942399
YDR158W	-0.011250792652942399
YDR159W	-0.011250792652942399
YDR161W	-0.011250792652942399
YDR162C	-1.1250792652942083
YDR163W	0.5456634436676905
YDR165W	-0.011250792652942399
YDR169C	-0.011250792652942399
YDR171W	-0.011250792652942399
YDR173C	-0.011250792652942399
YDR174W	-0.5681650289735753
YDR175C	-0.011250792652942399
YDR176W	-2.795821974256107
YDR178W	-0.011250792652942399
YDR179C	-0.011250792652942399
YDR179W-A	-0.011250792652942399
YDR181C	-0.011250792652942399
YDR183W	-0.011250792652942399
YDR184C	-0.011250792652942399
YDR185C	-0.011250792652942399
YDR186C	-1.681993501614841
YDR191W	-0.011250792652942399
YDR192C	-0.011250792652942399
YDR193W	-0.011250792652942399
