number,ORF name,Gene name,rDNA stability,rDNA copy number,Gel(Plate/Row/Colum),Replicative lifespan,Other chromosome abnormality,InputDate
"2460","YBL021C","HAP3","2","2","27-B-4","","","0000-00-00 00:00:00"
"2461","YBL022C","PIM1","2","2","27-B-5","","","0000-00-00 00:00:00"
"2462","YBL024W","NCL1","3","3","27-B-6","","","0000-00-00 00:00:00"
"2463","YBL027W","RPL19B","2","2","27-B-7","","","0000-00-00 00:00:00"
"2464","YBL028C","YBL028C","2","2","27-B-8","","","0000-00-00 00:00:00"
"2465","YBL029W","YBL029W","2","2","27-B-9","","","0000-00-00 00:00:00"
"2466","YBL031W","SHE1","2","2","27-B-10","","","0000-00-00 00:00:00"
"2467","YBL032W","HEK2 ","2","2,2","27-B-11","","","0000-00-00 00:00:00"
"2468","YBL036C","YBL036C","3","2","27-B-12","","","0000-00-00 00:00:00"
"2469","YBL037W","APL3","2","2","27-C-1","","","0000-00-00 00:00:00"
"2470","YBL038W","MRPL16","3","2","27-C-2","","","0000-00-00 00:00:00"
"2471","YBL039C","URA7","2","2","27-C-4","","","0000-00-00 00:00:00"
"2472","YBL042C","FUI1","2","2","27-C-5","","","0000-00-00 00:00:00"
"2473","YBL043W","ECM13","3","2","27-C-6","","","0000-00-00 00:00:00"
"2474","YBL044W","YBL044W","3","2","27-C-7","","","0000-00-00 00:00:00"
"2475","YBL045C","COR1","2","2","27-C-8","","","0000-00-00 00:00:00"
"2476","YBL046W","PSY4","2","2","27-C-9","","","0000-00-00 00:00:00"
"2477","YBL047C","EDE1","3","2","27-C-10","","","0000-00-00 00:00:00"
"2478","YBL048W","RRT1","2","2","27-C-11","","","0000-00-00 00:00:00"
"2479","YBL049W","MOH1","2","2","27-C-12","","","0000-00-00 00:00:00"
"2480","YBL051C","PIN4","2","2","27-D-1","","","0000-00-00 00:00:00"
"2481","YBL052C","SAS3","3","2","27-D-2","","","0000-00-00 00:00:00"
"2482","YBL053W","YBL053W","2","2","27-D-3","","","0000-00-00 00:00:00"
"2483","YBL054W","TOD6","2","2","27-D-4","","","0000-00-00 00:00:00"
"2484","YBL055C","YBL055C","2","2","27-D-5","","","0000-00-00 00:00:00"
"2485","YBL056W","PTC3","2","2","27-D-6","","","0000-00-00 00:00:00"
"2486","YBL057C","PTH2","2","2","27-D-7","","","0000-00-00 00:00:00"
"2487","YBL058W","SHP1","3","4","27-D-8","","","0000-00-00 00:00:00"
"2488","YBL059W","YBL059W","2","2","27-D-9","","","0000-00-00 00:00:00"
"2489","YBL060W","YEL1","2","2","27-D-10","","","0000-00-00 00:00:00"
"2490","YBL061C","SKT5","2","2","27-D-11","","","0000-00-00 00:00:00"
"2491","YBL062W","YBL062W","2","2","27-D-12","","","0000-00-00 00:00:00"
"2492","YBL063W","KIP1","3","2","27-E-1","","","0000-00-00 00:00:00"
"2493","YBL064C","PRX1","2","2","27-E-2","decreased[39]","","0000-00-00 00:00:00"
"2494","YBL065W","YBL065W","2","2","27-E-3","","","0000-00-00 00:00:00"
"2495","YBL066C","SEF1","2","2","27-E-4","","","0000-00-00 00:00:00"
"2496","YBL067C","UBP13","2","2","27-E-5","","","0000-00-00 00:00:00"
"2497","YBL068W","PRS4","2","2","27-E-6","","","0000-00-00 00:00:00"
"2498","YBL069W","AST1","2","2","27-E-7","","","0000-00-00 00:00:00"
"2499","YBL070C","YBL070C","2","2","27-E-8","","","0000-00-00 00:00:00"
"2500","YBL071C","YBL071C","2","2","27-E-9","","","0000-00-00 00:00:00"
"2501","YBL072C","RPS8A","2","2","27-E-10","","","0000-00-00 00:00:00"
"2502","YBL075C","SSA3","2","2","27-E-11","","","0000-00-00 00:00:00"
"2503","YBL078C","ATG8","2","2","27-E-12","","","0000-00-00 00:00:00"
"2504","YBL079W","NUP170","2","2","27-F-1","","","0000-00-00 00:00:00"
"2505","YBL080C","PET112","2","3","27-F-2","","","0000-00-00 00:00:00"
"2506","YBL081W","YBL081W","2","2","27-F-3","","","0000-00-00 00:00:00"
"2507","YBL082C","ALG3","2","2","27-F-4","","","0000-00-00 00:00:00"
"2508","YBL083C","YBL083C","3","3","27-F-5","","","0000-00-00 00:00:00"
"2509","YBL085W","BOI1","2","2","27-F-6","","","0000-00-00 00:00:00"
"2510","YBL086C","YBL086C","3","2","27-F-7","","","0000-00-00 00:00:00"
"2511","YBL087C","RPL23A","2","2","27-F-8","increased[22],increased[40],increased[45]","","0000-00-00 00:00:00"
"2512","YBL088C","TEL1","3","2","27-F-9","","","0000-00-00 00:00:00"
"2513","YBL089W","AVT5","2","2","27-F-10","","","0000-00-00 00:00:00"
"2514","YBL090W","MRP21","2","2","27-F-11","","","0000-00-00 00:00:00"
"2515","YBL091C","MAP2","3","2","27-F-12","","","0000-00-00 00:00:00"
"2516","YPL158C","AIM44","3","2","27-G-1","","","0000-00-00 00:00:00"
"2517","YBL094C","YBL094C","2","2","27-G-2","","","0000-00-00 00:00:00"
"2518","YGL002W","ERP6","2","2","27-G-3","","","0000-00-00 00:00:00"
"2519","YGL003C","CDH1","3","2","27-G-4","","","0000-00-00 00:00:00"
"2520","YGL004C","RPN14","2","2","27-G-5","","","0000-00-00 00:00:00"
"2521","YGL005C","COG7","2","2","27-G-6","","","0000-00-00 00:00:00"
"2522","YGL006W","PMC1","2","2","27-G-7","","","0000-00-00 00:00:00"
"2523","YGL007W","BRP1","2","2","27-G-8","","","0000-00-00 00:00:00"
"2524","YGL010W","YGL010W","2","2","27-G-9","","","0000-00-00 00:00:00"
"2525","YGL012W","ERG4","2","2","27-G-10","","","0000-00-00 00:00:00"
"2526","YGL013C","PDR1","2","2","27-G-11","","","0000-00-00 00:00:00"
"2527","YGL014W","PUF4","2","2","27-G-12","","","0000-00-00 00:00:00"
"2528","YGL015C","YGL015C","3","2","27-H-1","","","0000-00-00 00:00:00"
"2529","YGL016W","KAP122","2","2","27-H-3","","","0000-00-00 00:00:00"
"2530","YGL017W","ATE1","2","2","27-H-4","","","0000-00-00 00:00:00"
"2531","YGL019W","CKB1","3","2","27-H-5","","","0000-00-00 00:00:00"
"2532","YGL021W","ALK1","2","2","27-H-6","","","0000-00-00 00:00:00"
"2533","YGL023C","PIB2","2","2","27-H-7","","","0000-00-00 00:00:00"
"2534","YGL024W","YGL024W","2","2","27-H-8","","","0000-00-00 00:00:00"
"2535","YGL025C","PGD1","2","2","27-H-9","","","0000-00-00 00:00:00"
"2536","YGL026C","TRP5","2","2","27-H-10","","","0000-00-00 00:00:00"
"2537","YGL027C","CWH41","2","2","27-H-11","","","0000-00-00 00:00:00"
"2538","YGL028C","SCW11","2","2","27-H-12","","","0000-00-00 00:00:00"
"2539","YPL194W","DDC1","2","2","28-A-1","","","0000-00-00 00:00:00"
"2540","YGL031C","RPL24A","2","2","28-A-2","","","0000-00-00 00:00:00"
"2541","YGL032C","AGA2","2","2","28-A-3","","","0000-00-00 00:00:00"
"2542","YGL033W","HOP2","2","2","28-A-4","","","0000-00-00 00:00:00"
"2543","YGL034C","YGL034C","2","2","28-A-5","","","0000-00-00 00:00:00"
"2544","YGL035C","MIG1","2","2","28-A-6","","","0000-00-00 00:00:00"
"2545","YGL036W","YGL036W","2","2","28-A-7","","","0000-00-00 00:00:00"
"2546","YGL037C","PNC1","2","2","28-A-8","","","0000-00-00 00:00:00"
"2547","YGL039W","YGL039W","2","2","28-A-9","","","0000-00-00 00:00:00"
"2548","YGL041C","YGL041C","2","2","28-A-10","","","0000-00-00 00:00:00"
"2549","YGL042C","YGL042C","2","2","28-A-11","","","0000-00-00 00:00:00"
"2550","YGL043W","DST1","2","2","28-A-12","","","0000-00-00 00:00:00"
"2551","YGL045W","RIM8","2","2","28-B-1","","","0000-00-00 00:00:00"
"2552","YGL046W","YGL046W","2","2","28-B-2","","","0000-00-00 00:00:00"
"2553","YGL049C","TIF4632","2","2","28-B-3","","","0000-00-00 00:00:00"
"2554","YGL050W","TYW3","2","2","28-B-4","","","0000-00-00 00:00:00"
"2555","YGL051W","MST27","3","3","28-B-5","","","0000-00-00 00:00:00"
"2556","YGL053W","PRM8","2","2","28-B-6","","","0000-00-00 00:00:00"
"2557","YGL054C","ERV14","2","2","28-B-7","","","0000-00-00 00:00:00"
"2558","YGL056C","SDS23","2","2","28-B-8","","","0000-00-00 00:00:00"
"2559","YGL057C","GEP7","2","2","28-B-9","","","0000-00-00 00:00:00"
"2560","YGL058W","RAD6","4","-","28-B-10","","","0000-00-00 00:00:00"
"2561","YGL059W","PKP2","3","2","28-B-11","","","0000-00-00 00:00:00"
"2562","YGL060W","YBP2","2","2","28-B-12","","","0000-00-00 00:00:00"
"2563","YGL062W","PYC1","2","2","28-C-1","","","0000-00-00 00:00:00"
"2564","YGL063W","PUS2","2","2","28-C-2","","","0000-00-00 00:00:00"
"2565","YGL064C","MRH4","2","2","28-C-3","","","0000-00-00 00:00:00"
"2566","YGL066W","SGF73","3","2,2","28-C-5","","","0000-00-00 00:00:00"
"2567","YGL067W","NPY1","2","2","28-C-6","","","0000-00-00 00:00:00"
"2568","YGL071W","AFT1","2","2","28-C-7","","","0000-00-00 00:00:00"
"2569","YGL072C","YGL072C","2","2","28-C-8","","","0000-00-00 00:00:00"
"2570","YGL076C","RPL7A","2","2","28-C-9","increased[22],increased[40],increased[45]","","0000-00-00 00:00:00"
"2571","YGL077C","HNM1","2","3","28-C-10","","","0000-00-00 00:00:00"
"2572","YGL078C","DBP3","2","2","28-C-11","increased[20],increased[40],increased[45]","","0000-00-00 00:00:00"
"2573","YGL079W","KXD1","2","2","28-C-12","","","0000-00-00 00:00:00"
"2574","YGL080W","FMP37","2","2","28-D-1","","","0000-00-00 00:00:00"
"2575","YGL081W","YGL081W","2","2","28-D-2","","","0000-00-00 00:00:00"
"2576","YGL082W","YGL082W","2","2","28-D-3","","","0000-00-00 00:00:00"
"2577","YGL083W","SCY1","2","2","28-D-4","","","0000-00-00 00:00:00"
"2578","YGL084C","GUP1","2","2","28-D-5","","","0000-00-00 00:00:00"
"2579","YGL085W","LCL3","2","2","28-D-6","","","0000-00-00 00:00:00"
"2580","YGL086W","MAD1","2","2","28-D-7","","","0000-00-00 00:00:00"
"2581","YGL087C","MMS2","2","2","28-D-8","","","0000-00-00 00:00:00"
"2582","YGL089C","MF(ALPHA)2","2","2","28-D-9","","","0000-00-00 00:00:00"
"2583","YGL090W","LIF1","2","2","28-D-10","","","0000-00-00 00:00:00"
"2584","YGL094C","PAN2","3","2","28-D-11","","","0000-00-00 00:00:00"
"2585","YGL096W","TOS8","3","2","28-D-12","","","0000-00-00 00:00:00"
"2586","YNL242W","ATG2","2","2","28-E-1","","","0000-00-00 00:00:00"
"2587","YNL241C","ZWF1","2","2","28-E-2","","","0000-00-00 00:00:00"
"2588","YNL239W","LAP3","3","2","28-E-3","","","0000-00-00 00:00:00"
"2589","YNL238W","KEX2 ","2","2","28-E-4","","","0000-00-00 00:00:00"
"2590","YNL237W","YTP1","3","2","28-E-5","","","0000-00-00 00:00:00"
"2591","YNL236W","SIN4","2","2","28-E-6","","","0000-00-00 00:00:00"
"2592","YNL235C","YNL235C","2","2","28-E-7","","","0000-00-00 00:00:00"
"2593","YNL234W","YNL234W","2","2","28-E-8","","","0000-00-00 00:00:00"
"2594","YNL233W","BNI4","3","2","28-E-9","","","0000-00-00 00:00:00"
"2595","YNL231C","PDR16","2","2","28-E-10","","","0000-00-00 00:00:00"
"2596","YNL230C","ELA1","2","2","28-E-11","","","0000-00-00 00:00:00"
"2597","YNL229C","URE2","2","2","28-E-12","increased[20],increased[40],increased[45]","","0000-00-00 00:00:00"
"2598","YNL228W","YNL228W","2","2","28-F-1","","","0000-00-00 00:00:00"
"2599","YNL226W","YNL226W","2","2","28-F-2","","","0000-00-00 00:00:00"
"2600","YNL227C","JJJ1","2","2","28-F-3","","","0000-00-00 00:00:00"
"2601","YNL224C","SQS1","2","2","28-F-4","","","0000-00-00 00:00:00"
"2602","YNL223W","ATG4","2","2","28-F-5","","","0000-00-00 00:00:00"
"2603","YNL219C","ALG9","2","2,2","28-F-6","","","0000-00-00 00:00:00"
"2604","YNL218W","MGS1","3","2","28-F-7","","","0000-00-00 00:00:00"
"2605","YNL217W","YNL217W","3","2","28-F-8","","","0000-00-00 00:00:00"
"2606","YNL215W","IES2","3","2","28-F-9","","","0000-00-00 00:00:00"
"2607","YNL214W","PEX17","2","2","28-F-10","","","0000-00-00 00:00:00"
"2608","YNL213C","RRG9","3","2","28-F-11","","","0000-00-00 00:00:00"
"2609","YNL212W","VID27","3","2","28-F-12","","","0000-00-00 00:00:00"
"2610","YNL211C","YNL211C","3","2","28-G-1","","","0000-00-00 00:00:00"
"2611","YNL208W","YNL208W","3","2,2","28-G-2","","","0000-00-00 00:00:00"
"2612","YNL206C","RTT106","3","2","28-G-3","","","0000-00-00 00:00:00"
"2613","YNL205C","YNL205C","3","2","28-G-4","","","0000-00-00 00:00:00"
"2614","YNL204C","SPS18","2","2","28-G-5","","","0000-00-00 00:00:00"
"2615","YNL202W","SPS19","2","2","28-G-6","","","0000-00-00 00:00:00"
"2616","YNL203C","YNL203C","3","2","28-G-7","","","0000-00-00 00:00:00"
"2617","YNL201C","PSY2","2","2","28-G-8","","","0000-00-00 00:00:00"
"2618","YNL200C","YNL200C","2","2","28-G-9","","","0000-00-00 00:00:00"
"2619","YNL199C","GCR2","3","2","28-G-10","","","0000-00-00 00:00:00"
"2620","YNL198C","YNL198C","3","2","28-G-11","","","0000-00-00 00:00:00"
"2621","YNL197C","WHI3","2","2","28-G-12","","","0000-00-00 00:00:00"
"2622","YNL196C","SLZ1","2","2","28-H-1","","","0000-00-00 00:00:00"
"2623","YNL195C","YNL195C","2","2,2,2","28-H-3","","","0000-00-00 00:00:00"
"2624","YNL194C","YNL194C","2","2","28-H-4","","","0000-00-00 00:00:00"
"2625","YNL193W","YNL193W","3","2,2","28-H-5","","","0000-00-00 00:00:00"
"2626","YNL192W","CHS1","2","2","28-H-6","","","0000-00-00 00:00:00"
"2627","YNL191W","DUG3","2","2","28-H-7","","","0000-00-00 00:00:00"
"2628","YNL190W","YNL190W","2","2,2","28-H-8","","","0000-00-00 00:00:00"
"2629","YNL187W","SWT21","2","2","28-H-9","","","0000-00-00 00:00:00"
"2630","YNL184C","YNL184C","3","2","28-H-10","","","0000-00-00 00:00:00"
"2631","YNL183C","NPR1","2","2","28-H-11","","","0000-00-00 00:00:00"
"2632","YNL179C","YNL179C","2","2","28-H-12","","","0000-00-00 00:00:00"
"2633","YNL177C","MRPL22","2","2","29-A-1","","","0000-00-00 00:00:00"
"2634","YNL176C","TDA7","2","2","29-A-2","","","0000-00-00 00:00:00"
"2635","YNL175C","NOP13","2","2","29-A-3","","","0000-00-00 00:00:00"
"2636","YNL173C","MDG1","2","2","29-A-4","","","0000-00-00 00:00:00"
"2637","YNL170W","YNL170W","2","2","29-A-5","","","0000-00-00 00:00:00"
"2638","YNL171C","YNL171C","2","2","29-A-6","","","0000-00-00 00:00:00"
"2639","YNL169C","PSD1","2","2","29-A-7","","","0000-00-00 00:00:00"
"2640","YNL168C","FMP41","3","2","29-A-8","","","0000-00-00 00:00:00"
"2641","YNL167C","SKO1","2","2","29-A-9","","","0000-00-00 00:00:00"
"2642","YNL166C","BNI5","3","2","29-A-10","","","0000-00-00 00:00:00"
"2643","YNL165W","YNL165W","2","2","29-A-11","","","0000-00-00 00:00:00"
"2644","YNL164C","IBD2","2","2","29-A-12","","","0000-00-00 00:00:00"
"2645","YNL162W","RPL42A","3","2,2","29-B-1","","","0000-00-00 00:00:00"
"2646","YNL160W","YGP1","2","2","29-B-2","","","0000-00-00 00:00:00"
"2647","YNL159C","ASI2","2","2","29-B-3","","","0000-00-00 00:00:00"
"2648","YNL157W","IGO1","2","2","29-B-4","","","0000-00-00 00:00:00"
"2649","YNL156C","NSG2","2","2","29-B-5","","","0000-00-00 00:00:00"
"2650","YNL155W","YNL155W","2","2","29-B-6","","","0000-00-00 00:00:00"
"2651","YNL154C","YCK2","2","2","29-B-7","","","0000-00-00 00:00:00"
"2652","YNL148C","ALF1","2","2","29-B-8","","","0000-00-00 00:00:00"
"2653","YKL191W","DPH2 ","3","2,3","29-B-9","","","0000-00-00 00:00:00"
"2654","YKL197C","PEX1","2","2","29-B-10","","","0000-00-00 00:00:00"
"2655","YKL198C","PTK1","2","2","29-B-11","","","0000-00-00 00:00:00"
"2656","YKL199C","YKL199C","3","2","29-B-12","","","0000-00-00 00:00:00"
"2657","YKL200C","YKL200C","4","-","29-C-1","","","0000-00-00 00:00:00"
"2658","YKL205W","LOS1","2","2","29-C-2","","","0000-00-00 00:00:00"
"2659","YKL206C","ADD66","2","2","29-C-3","","","0000-00-00 00:00:00"
"2660","YKL207W","EMC3","3","2","29-C-4","","","0000-00-00 00:00:00"
"2661","YKL208W","CBT1","2","2","29-C-6","","","0000-00-00 00:00:00"
"2662","YKL211C","TRP3","3","3,4","29-C-7","","","0000-00-00 00:00:00"
"2663","YKL212W","SAC1","3","2","29-C-8","","","0000-00-00 00:00:00"
"2664","YKL213C","DOA1","3","3","29-C-9","","","0000-00-00 00:00:00"
"2665","YKL214C","YRA2","2","2","29-C-10","","","0000-00-00 00:00:00"
"2666","YKL216W","URA1","2","2","29-C-11","","","0000-00-00 00:00:00"
"2667","YKL217W","JEN1","3","3","29-C-12","","","0000-00-00 00:00:00"
"2668","YKL218C","SRY1","2","2","29-D-1","","","0000-00-00 00:00:00"
"2669","YKL221W","MCH2","2","2","29-D-2","","","0000-00-00 00:00:00"
"2670","YKL222C","YKL222C","2","2","29-D-3","","","0000-00-00 00:00:00"
"2671","YKR001C","VPS1","2","2","29-D-4","","","0000-00-00 00:00:00"
"2672","YKR003W","OSH6","2","2","29-D-5","increased[49]","","0000-00-00 00:00:00"
"2673","YKR005C","YKR005C","2","2","29-D-6","","","0000-00-00 00:00:00"
"2674","YKR007W","MEH1 ","3","2","29-D-7","","","0000-00-00 00:00:00"
"2675","YKR009C","FOX2","2","2","29-D-8","","","0000-00-00 00:00:00"
"2676","YKR011C","YKR011C","2","2","29-D-9","","","0000-00-00 00:00:00"
"2677","YKR012C","YKR012C","2","2","29-D-10","","","0000-00-00 00:00:00"
"2678","YKR013W","PRY2","2","2","29-D-11","","","0000-00-00 00:00:00"
"2679","YKR014C","YPT52","3","2","29-D-12","","","0000-00-00 00:00:00"
"2680","YKR015C","YKR015C","3","3","29-E-1","","","0000-00-00 00:00:00"
"2681","YKR016W","FCJ1","2","2","29-E-2","","","0000-00-00 00:00:00"
"2682","YKR017C","HEL1","2","2","29-E-3","","","0000-00-00 00:00:00"
"2683","YKR018C","YKR018C","2","2","29-E-4","","","0000-00-00 00:00:00"
"2684","YKR020W","VPS51","2","2","29-E-5","","","0000-00-00 00:00:00"
"2685","YKR021W","ALY1","2","2","29-E-6","","","0000-00-00 00:00:00"
"2686","YKR024C","DBP7","3","2","29-E-7","","","0000-00-00 00:00:00"
"2687","YKR026C","GCN3","3","2","29-E-8","","","0000-00-00 00:00:00"
"2688","YKR030W","GMH1","2","2","29-E-9","","","0000-00-00 00:00:00"
"2689","YKR031C","SPO14","2","2","29-E-10","","","0000-00-00 00:00:00"
"2690","YKR032W","YKR032W","2","3","29-E-11","","","0000-00-00 00:00:00"
"2691","YKR033C","YKR033C","2","2","29-E-12","","","0000-00-00 00:00:00"
"2692","YKR035C","OPI8","2","2","29-F-1","","","0000-00-00 00:00:00"
"2693","YKR042W","UTH1","2","2","29-F-2","increased[32],increased[52],decreased[60]","","0000-00-00 00:00:00"
"2694","YKR043C","SHB17","2","2","29-F-3","","","0000-00-00 00:00:00"
"2695","YKR044W","UIP5","2","2","29-F-4","","","0000-00-00 00:00:00"
"2696","YKR045C","YKR045C","2","2","29-F-5","","","0000-00-00 00:00:00"
"2697","YKR047W","YKR047W","2","2","29-F-6","","","0000-00-00 00:00:00"
"2698","YKR048C","NAP1","2","2","29-F-7","","","0000-00-00 00:00:00"
"2699","YKR049C","FMP46","3","2","29-F-8","","","0000-00-00 00:00:00"
"2700","YKR050W","TRK2","2","2","29-F-9","","","0000-00-00 00:00:00"
"2701","YKR051W","YKR051W","3","4","29-F-10","","","0000-00-00 00:00:00"
"2702","YKR052C","MRS4","2","2","29-F-11","","","0000-00-00 00:00:00"
"2703","YKR054C","DYN1","2","2","29-F-12","","","0000-00-00 00:00:00"
"2704","YKR055W","RHO4","3","2","29-G-1","","","0000-00-00 00:00:00"
"2705","YKR056W","TRM2","3","2,3","29-G-2","","","0000-00-00 00:00:00"
"2706","YKR057W","RPS21A","2","3","29-G-3","increased[14]","","0000-00-00 00:00:00"
"2707","YKR058W","GLG1","2","2","29-G-4","","","0000-00-00 00:00:00"
"2708","YKR059W","TIF1","2","2","29-G-5","increased[14],increased[20],increased[40]","","0000-00-00 00:00:00"
"2709","YKR060W","UTP30","2","2","29-G-6","","","0000-00-00 00:00:00"
"2710","YKR061W","KTR2","2","2","29-G-7","","","0000-00-00 00:00:00"
"2711","YKR064W","OAF3","3","2","29-G-8","","","0000-00-00 00:00:00"
"2712","YKR065C","PAM17","2","2","29-G-9","","","0000-00-00 00:00:00"
"2713","YDR244W","PEX5","2","2","29-G-10","","","0000-00-00 00:00:00"
"2714","YDR247W","VHS1","2","2","29-G-11","increased[14]","","0000-00-00 00:00:00"
"2715","YDR248C","YDR248C","2","2","29-G-12","increased[14]","","0000-00-00 00:00:00"
"2716","YDR249C","YDR249C","3","2","29-H-1","","","0000-00-00 00:00:00"
"2717","YDR250C","YDR250C","3","2,2","29-H-3","","","0000-00-00 00:00:00"
"2718","YDR251W","PAM1","3","3,4","29-H-4","","","0000-00-00 00:00:00"
"2719","YDR252W","BTT1","2","2","29-H-5","","","0000-00-00 00:00:00"
"2720","YDR253C","MET32","2","3","29-H-6","","","0000-00-00 00:00:00"
"2721","YDR254W","CHL4","3","3","29-H-7","","","0000-00-00 00:00:00"
"2722","YDR255C","RMD5","2","2","29-H-8","","","0000-00-00 00:00:00"
"2723","YDR256C","CTA1","2","2","29-H-9","","","0000-00-00 00:00:00"
"2724","YDR257C","RKM4","2","2","29-H-10","","","0000-00-00 00:00:00"
"2725","YDR258C","HSP78","3","2,2","29-H-11","","","0000-00-00 00:00:00"
"2726","YDR259C","YAP6","2","2","29-H-12","","","0000-00-00 00:00:00"
"2727","YDR260C","SWM1","3","2","30-A-1","","","0000-00-00 00:00:00"
"2728","YDR261C","EXG2","2","2","30-A-2","","","0000-00-00 00:00:00"
"2729","YDR262W","YDR262W","3","4","30-A-3","","","0000-00-00 00:00:00"
"2730","YDR263C","DIN7","2","3","30-A-4","","","0000-00-00 00:00:00"
"2731","YDR264C","AKR1","2","2","30-A-5","","","0000-00-00 00:00:00"
"2732","YDR265W","PEX10","2","2","30-A-6","","","0000-00-00 00:00:00"
"2733","YDR266C","HEL2","2","2","30-A-7","","","0000-00-00 00:00:00"
"2734","YDR269C","YDR269C","2","2","30-A-8","","","0000-00-00 00:00:00"
"2735","YDR270W","CCC2","2","2","30-A-9","","","0000-00-00 00:00:00"
"2736","YDR271C","YDR271C","3","2,2","30-A-10","","","0000-00-00 00:00:00"
"2737","YDR272W","GLO2","2","2","30-A-11","","","0000-00-00 00:00:00"
"2738","YDR273W","DON1","2","2","30-A-12","","","0000-00-00 00:00:00"
"2739","YDR274C","YDR274C","2","2","30-B-1","increased[14]","","0000-00-00 00:00:00"
"2740","YDR275W","BSC2","2","2","30-B-2","","","0000-00-00 00:00:00"
"2741","YDR276C","PMP3","2","3","30-B-3","","","0000-00-00 00:00:00"
"2742","YDR277C","MTH1","2","2","30-B-4","","","0000-00-00 00:00:00"
"2743","YDR278C","YDR278C","2","2","30-B-5","","","0000-00-00 00:00:00"
"2744","YDR279W","RNH202","3","2","30-B-6","","","0000-00-00 00:00:00"
"2745","YDR281C","PHM6","2","3","30-B-7","","","0000-00-00 00:00:00"
"2746","YDR282C","YDR282C","2","2","30-B-8","","","0000-00-00 00:00:00"
"2747","YDR284C","DPP1","2","2","30-B-9","","","0000-00-00 00:00:00"
"2748","YDR285W","ZIP1","2","2","30-B-10","","","0000-00-00 00:00:00"
"2749","YDR286C","YDR286C","2","2","30-B-11","","","0000-00-00 00:00:00"
"2750","YDR287W","INM2","2","2","30-B-12","","","0000-00-00 00:00:00"
"2751","YDR289C","RTT103","3","2","30-C-1","","","0000-00-00 00:00:00"
"2752","YDR290W","YDR290W","3","2","30-C-2","","","0000-00-00 00:00:00"
"2753","YDR291W","HRQ1","2","2","30-C-3","","","0000-00-00 00:00:00"
"2754","YDR293C","SSD1","2","2","30-C-4","decreased[8]","","0000-00-00 00:00:00"
"2755","YDR294C","DPL1","2","2","30-C-5","","","0000-00-00 00:00:00"
"2756","YDR295C","HDA2","2","2","30-C-7","","","0000-00-00 00:00:00"
"2757","YDR297W","SUR2","2","2","30-C-8","","","0000-00-00 00:00:00"
"2758","YDR298C","ATP5","3","2","30-C-9","","","0000-00-00 00:00:00"
"2759","YDR304C","CPR5","2","2","30-C-10","","","0000-00-00 00:00:00"
"2760","YDR305C","HNT2","2","2","30-C-11","","","0000-00-00 00:00:00"
"2761","YDR306C","YDR306C","2","2","30-C-12","","","0000-00-00 00:00:00"
"2762","YDR307W","YDR307W","2","2","30-D-1","increased[14]","","0000-00-00 00:00:00"
"2763","YDR309C","GIC2","2","2","30-D-2","","","0000-00-00 00:00:00"
"2764","YDR310C","SUM1","2","2","30-D-3","","","0000-00-00 00:00:00"
"2765","YDR312W","SSF2","2","2","30-D-4","","","0000-00-00 00:00:00"
"2766","YDR313C","PIB1","2","2","30-D-5","increased[14]","","0000-00-00 00:00:00"
"2767","YDR314C","RAD34","2","2","30-D-6","","","0000-00-00 00:00:00"
"2768","YDR315C","IPK1","2","2","30-D-7","increased[14]","","0000-00-00 00:00:00"
"2769","YDR316W","OMS1","3","2","30-D-8","","","0000-00-00 00:00:00"
"2770","YDR317W","HIM1","2","2","30-D-9","","","0000-00-00 00:00:00"
"2771","YDR318W","MCM21","2","2","30-D-10","","","0000-00-00 00:00:00"
"2772","YDR319C","YFT2","3","2","30-D-11","","","0000-00-00 00:00:00"
"2773","YDR320C","SWA2","2","2","30-D-12","","","0000-00-00 00:00:00"
"2774","YDR321W","ASP1","2","2","30-E-1","","","0000-00-00 00:00:00"
"2775","YDR322W","MRPL35","2","2","30-E-2","","","0000-00-00 00:00:00"
"2776","YDR323C","PEP7","3","2","30-E-3","","","0000-00-00 00:00:00"
"2777","YDR329C","PEX3","2","2","30-E-4","","","0000-00-00 00:00:00"
"2778","YDR330W","UBX5","3","2","30-E-5","","","0000-00-00 00:00:00"
"2779","YDR332W","IRC3","2","2","30-E-6","","","0000-00-00 00:00:00"
"2780","YDR333C","YDR333C","2","2","30-E-7","","","0000-00-00 00:00:00"
"2781","YDR334W","SWR1","3","2","30-E-8","","","0000-00-00 00:00:00"
"2782","YDR335W","MSN5","3","2","30-E-9","","","0000-00-00 00:00:00"
"2783","YDR336W","YDR336W","2","2","30-E-10","","","0000-00-00 00:00:00"
"2784","YDR337W","MRPS28","2","2","30-E-11","","","0000-00-00 00:00:00"
"2785","YIL001W","YIL001W","2","2","30-E-12","","","0000-00-00 00:00:00"
"2786","YIL002C","INP51","3","2","30-F-1","increased[20],increased[26],increased[40],increased[45]","","0000-00-00 00:00:00"
"2787","YIL005W","EPS1","2","2","30-F-2","","","0000-00-00 00:00:00"
"2788","YIL011W","TIR3","3","2,2","30-F-3","","","0000-00-00 00:00:00"
"2789","YIL012W","YIL012W","2","2","30-F-4","","","0000-00-00 00:00:00"
"2790","YIL013C","PDR11","2","2","30-F-5","","","0000-00-00 00:00:00"
"2791","YIL014W","MNT3","3","2,2","30-F-6","","","0000-00-00 00:00:00"
