number,ORF name,Gene name,rDNA stability,rDNA copy number,Gel(Plate/Row/Colum),Replicative lifespan,Other chromosome abnormality,InputDate
"1938","YJL149W","DAS1","3","4","21-E-11","","","0000-00-00 00:00:00"
"1939","YJL148W","RPA34","3","2,2","21-E-12","","","0000-00-00 00:00:00"
"1940","YJL147C","YJL147C","2","2,2","21-F-1","","","0000-00-00 00:00:00"
"1941","YJL146W","IDS2","2","2","21-F-2","","","0000-00-00 00:00:00"
"1942","YJL145W","SFH5","2","2","21-F-3","","","0000-00-00 00:00:00"
"1943","YJL144W","YJL144W","2","2","21-F-4","","","0000-00-00 00:00:00"
"1944","YJL142C","IRC9","2","2","21-F-5","","","0000-00-00 00:00:00"
"1945","YJL140W","RPB4","2","2","21-F-6","","","0000-00-00 00:00:00"
"1946","YJL139C","YUR1","2","2","21-F-7","","","0000-00-00 00:00:00"
"1947","YJL138C","TIF2","2","2","21-F-8","increased[20],increased[40],increased[45]","","0000-00-00 00:00:00"
"1948","YJL135W","YJL135W","2","2","21-F-9","","","0000-00-00 00:00:00"
"1949","YJL134W","LCB3","2","2","21-F-10","","","0000-00-00 00:00:00"
"1950","YJL133W","MRS3","2","2","21-F-11","","","0000-00-00 00:00:00"
"1951","YJL132W","YJL132W","2","3","21-F-12","","","0000-00-00 00:00:00"
"1952","YJL131C","AIM23 ","3","2","21-G-1","","Size of Chr. 4 is larger than other strains","0000-00-00 00:00:00"
"1953","YJL130C","URA2","2","2","21-G-2","","","0000-00-00 00:00:00"
"1954","YJL129C","TRK1 ","2","2","21-G-3","","","0000-00-00 00:00:00"
"1955","YLR324W","PEX30","2","2","21-G-4","","","0000-00-00 00:00:00"
"1956","YLR325C","RPL38","2","2","21-G-5","","","0000-00-00 00:00:00"
"1957","YLR326W","YLR326W","2","2","21-G-6","","","0000-00-00 00:00:00"
"1958","YLR327C","TMA10","2","2","21-G-7","","","0000-00-00 00:00:00"
"1959","YLR328W","NMA1","2","2","21-G-8","","","0000-00-00 00:00:00"
"1960","YLR329W","REC102","2","2","21-G-9","","","0000-00-00 00:00:00"
"1961","YLR330W","CHS5","2","2","21-G-10","","","0000-00-00 00:00:00"
"1962","YLR331C","JIP3","2","2","21-G-11","","","0000-00-00 00:00:00"
"1963","YLR332W","MID2","2","2","21-G-12","","","0000-00-00 00:00:00"
"1964","YLR333C","RPS25B","2","2,2,2","21-H-1","","","0000-00-00 00:00:00"
"1965","YLR335W","NUP2","2","2","21-H-3","","","0000-00-00 00:00:00"
"1966","YLR341W","SPO77","2","2","21-H-4","","","0000-00-00 00:00:00"
"1967","YLR342W","FKS1","2","2","21-H-5","","","0000-00-00 00:00:00"
"1968","YLR344W","RPL26A","2","2","21-H-6","","","0000-00-00 00:00:00"
"1969","YLR345W","YLR345W","2","2","21-H-7","","","0000-00-00 00:00:00"
"1970","YLR348C","DIC1","2","2","21-H-8","","","0000-00-00 00:00:00"
"1971","YLR349W","YLR349W","2","2","21-H-9","","","0000-00-00 00:00:00"
"1972","YLR350W","ORM2","2","2","21-H-10","","","0000-00-00 00:00:00"
"1973","YLR351C","NIT3","2","2","21-H-11","","","0000-00-00 00:00:00"
"1974","YLR352W","YLR352W","2","2","21-H-12","","","0000-00-00 00:00:00"
"1975","YLR353W","BUD8","2","2","22-A-1","","","0000-00-00 00:00:00"
"1976","YLR354C","TAL1","2","2","22-A-2","","","0000-00-00 00:00:00"
"1977","YLR356W","ATG33","2","2","22-A-3","","","0000-00-00 00:00:00"
"1978","YLR357W","RSC2","2","2","22-A-4","","","0000-00-00 00:00:00"
"1979","YLR360W","VPS38","2","2","22-A-5","","","0000-00-00 00:00:00"
"1980","YLR362W","STE11","2","2","22-A-6","","","0000-00-00 00:00:00"
"1981","YLR363C","NMD4","2","2","22-A-7","increased[14]","","0000-00-00 00:00:00"
"1982","YLR364W","GRX8","2","2","22-A-8","","","0000-00-00 00:00:00"
"1983","YLR365W","YLR365W","2","2","22-A-9","","","0000-00-00 00:00:00"
"1984","YLR366W","YLR366W","2","2","22-A-10","","","0000-00-00 00:00:00"
"1985","YLR367W","RPS22B","2","2","22-A-11","increased[14]","","0000-00-00 00:00:00"
"1986","YLR368W","MDM30","2","2","22-A-12","","","0000-00-00 00:00:00"
"1987","YLR371W","ROM2","2","2","22-B-1","increased[14]","","0000-00-00 00:00:00"
"1988","YLR372W","SUR4","2","2","22-B-2","decreased[23]","","0000-00-00 00:00:00"
"1989","YLR373C","VID22","4","-","22-B-3","","","0000-00-00 00:00:00"
"1990","YLR374C","YLR374C","3","2","22-B-4","","","0000-00-00 00:00:00"
"1991","YLR375W","STP3","2","2","22-B-5","","","0000-00-00 00:00:00"
"1992","YLR376C","PSY3","2","2","22-B-6","","","0000-00-00 00:00:00"
"1993","YLR377C","FBP1","2","2","22-B-7","","","0000-00-00 00:00:00"
"1994","YLR380W","CSR1","2","2","22-B-8","","","0000-00-00 00:00:00"
"1995","YLR381W","CTF3","2","2","22-B-9","","","0000-00-00 00:00:00"
"1996","YLR384C","IKI3","2","2","22-B-11","","","0000-00-00 00:00:00"
"1997","YLR385C","SWC7","2","2","22-B-12","","","0000-00-00 00:00:00"
"1998","YLR386W","VAC14","2","2","22-C-1","","","0000-00-00 00:00:00"
"1999","YLR387C","REH1","2","2","22-C-2","","","0000-00-00 00:00:00"
"2000","YLR388W","RPS29A","2","2","22-C-3","","","0000-00-00 00:00:00"
"2001","YLR390W","ECM19","2","2","22-C-4","","","0000-00-00 00:00:00"
"2002","YLR392C","ART10","2","2","22-C-5","","","0000-00-00 00:00:00"
"2003","YLR393W","ATP10","2","2","22-C-6","","","0000-00-00 00:00:00"
"2004","YLR395C","COX8","2","2","22-C-7","","","0000-00-00 00:00:00"
"2005","YLR398C","SKI2","2","2","22-C-8","","","0000-00-00 00:00:00"
"2006","YLR400W","YLR400W","2","2","22-C-9","","","0000-00-00 00:00:00"
"2007","YLR401C","DUS3","2","2","22-C-10","","","0000-00-00 00:00:00"
"2008","YLR402W","YLR402W","3","2,3","22-C-11","","","0000-00-00 00:00:00"
"2009","YLR404W","FLD1","2","2","22-C-12","","","0000-00-00 00:00:00"
"2010","YLR405W","DUS4","2","2","22-D-1","","","0000-00-00 00:00:00"
"2011","YLR407W","YLR407W","2","2","22-D-2","","","0000-00-00 00:00:00"
"2012","YLR408C","BLS1","2","2","22-D-3","","","0000-00-00 00:00:00"
"2013","YLR410W","VIP1","3","2","22-D-4","","","0000-00-00 00:00:00"
"2014","YLR412W","BER1","2","2","22-D-5","","","0000-00-00 00:00:00"
"2015","YLR413W","YLR413W","2","2","22-D-6","","","0000-00-00 00:00:00"
"2016","YLR414C","PUN1","3","2","22-D-7","","","0000-00-00 00:00:00"
"2017","YLR415C","YLR415C","2","2","22-D-8","","","0000-00-00 00:00:00"
"2018","YLR416C","YLR416C","2","2","22-D-9","","","0000-00-00 00:00:00"
"2019","YLR417W","VPS36","2","2","22-D-10","","","0000-00-00 00:00:00"
"2020","YLR418C","CDC73","3","2","22-D-11","","","0000-00-00 00:00:00"
"2021","YLR421C","RPN13","2","2","22-D-12","","","0000-00-00 00:00:00"
"2022","YLR228C","ECM22","2","2","22-E-1","","","0000-00-00 00:00:00"
"2023","YLR231C","BNA5","2","3","22-E-2","","","0000-00-00 00:00:00"
"2024","YLR232W","YLR232W","2","2","22-E-3","","","0000-00-00 00:00:00"
"2025","YLR233C","EST1","2","2","22-E-4","","","0000-00-00 00:00:00"
"2026","YLR234W","TOP3","2","2","22-E-5","","","0000-00-00 00:00:00"
"2027","YLR235C","YLR235C","3","2","22-E-6","","","0000-00-00 00:00:00"
"2028","YLR236C","YLR236C","2","2","22-E-7","","","0000-00-00 00:00:00"
"2029","YLR238W","FAR10","2","2","22-E-8","","","0000-00-00 00:00:00"
"2030","YLR239C","LIP2","1","2","22-E-9","","","0000-00-00 00:00:00"
"2031","YLR241W","YLR241W","2","2","22-E-10","","","0000-00-00 00:00:00"
"2032","YLR242C","ARV1","2","2","22-E-11","","","0000-00-00 00:00:00"
"2033","YLR247C","IRC20","2","2","22-E-12","","","0000-00-00 00:00:00"
"2034","YLR248W","RCK2","2","2","22-F-1","","","0000-00-00 00:00:00"
"2035","YLR250W","SSP120","2","2","22-F-2","","","0000-00-00 00:00:00"
"2036","YLR251W","SYM1","2","2","22-F-3","","","0000-00-00 00:00:00"
"2037","YLR252W","YLR252W","2","2","22-F-4","","","0000-00-00 00:00:00"
"2038","YLR253W","YLR253W","2","2","22-F-5","","","0000-00-00 00:00:00"
"2039","YLR254C","NDL1","2","2","22-F-6","","","0000-00-00 00:00:00"
"2040","YLR255C","YLR255C","2","2","22-F-7","","","0000-00-00 00:00:00"
"2041","YLR257W","YLR257W","2","2","22-F-8","","","0000-00-00 00:00:00"
"2042","YLR258W","GSY2","2","2","22-F-9","","","0000-00-00 00:00:00"
"2043","YLR260W","LCB5","2","2","22-F-10","","","0000-00-00 00:00:00"
"2044","YLR261C","VPS63","2","2,2","22-F-11","","","0000-00-00 00:00:00"
"2045","YLR262C","YPT6","2","2","22-F-12","increased[20],increased[40]","","0000-00-00 00:00:00"
"2046","YLR263W","RED1","2","2","22-G-1","","","0000-00-00 00:00:00"
"2047","YLR264W","RPS28B","2","2","22-G-2","","","0000-00-00 00:00:00"
"2048","YLR265C","NEJ1","2","2","22-G-3","","","0000-00-00 00:00:00"
"2049","YLR266C","PDR8","2","2","22-G-4","","","0000-00-00 00:00:00"
"2050","YLR267W","BOP2","2","2","22-G-5","","","0000-00-00 00:00:00"
"2051","YLR268W","SEC22","2","2","22-G-6","","","0000-00-00 00:00:00"
"2052","YLR269C","YLR269C","2","2","22-G-7","","","0000-00-00 00:00:00"
"2053","YLR270W","DCS1","2","2","22-G-8","","","0000-00-00 00:00:00"
"2054","YLR271W","YLR271W","2","2","22-G-9","","","0000-00-00 00:00:00"
"2055","YLR273C","PIG1","3","2","22-G-10","","","0000-00-00 00:00:00"
"2056","YLR278C","YLR278C","2","2","22-G-11","","","0000-00-00 00:00:00"
"2057","YLR279W","YLR279W","2","2","22-G-12","","","0000-00-00 00:00:00"
"2058","YLR280C","YLR280C","3","2","22-H-1","","","0000-00-00 00:00:00"
"2059","YLR281C","YLR281C","2","2","22-H-3","","","0000-00-00 00:00:00"
"2060","YLR282C","YLR282C","2","3","22-H-4","","","0000-00-00 00:00:00"
"2061","YLR283W","YLR283W","2","2","22-H-5","","","0000-00-00 00:00:00"
"2062","YLR284C","ECI1","2","2","22-H-6","","","0000-00-00 00:00:00"
"2063","YLR285W","NNT1","2","2","22-H-7","","","0000-00-00 00:00:00"
"2064","YLR287C","YLR287C","2","2","22-H-8","","","0000-00-00 00:00:00"
"2065","YLR287C-A","RPS30A","2","2","22-H-9","","","0000-00-00 00:00:00"
"2066","YLR288C","MEC3","3","2","22-H-10","","","0000-00-00 00:00:00"
"2067","YLR289W","GUF1","2","2","22-H-11","","","0000-00-00 00:00:00"
"2068","YLR290C","YLR290C","2","2","22-H-12","","","0000-00-00 00:00:00"
"2069","YLR292C","SEC72","2","2","23-A-1","","","0000-00-00 00:00:00"
"2070","YLR294C","YLR294C","2","2","23-A-2","","","0000-00-00 00:00:00"
"2071","YLR295C","ATP14","2","2","23-A-3","","","0000-00-00 00:00:00"
"2072","YLR296W","YLR296W","2","2","23-A-4","","","0000-00-00 00:00:00"
"2073","YLR297W","YLR297W","2","2","23-A-5","","","0000-00-00 00:00:00"
"2074","YLR299W","ECM38","2","2","23-A-6","","","0000-00-00 00:00:00"
"2075","YLR300W","EXG1","2","2","23-A-7","","","0000-00-00 00:00:00"
"2076","YLR303W","MET17","2","2","23-A-8","","","0000-00-00 00:00:00"
"2077","YLR304C","ACO1","2","2","23-A-9","","","0000-00-00 00:00:00"
"2078","YLR306W","UBC12","3","4","23-A-10","","","0000-00-00 00:00:00"
"2079","YLR307W","CDA1","2","2","23-A-11","","","0000-00-00 00:00:00"
"2080","YLR308W","CDA2","2","2","23-A-12","","","0000-00-00 00:00:00"
"2081","YLR309C","IMH1","3","4","23-B-1","","","0000-00-00 00:00:00"
"2082","YLR311C","YLR311C","2","2","23-B-2","","","0000-00-00 00:00:00"
"2083","YLR312C","YLR312C","2","2","23-B-3","","","0000-00-00 00:00:00"
"2084","YLR312W-A","MRPL15","2","2","23-B-4","","","0000-00-00 00:00:00"
"2085","YLR313C","SPH1","2","2","23-B-5","","","0000-00-00 00:00:00"
"2086","YLR315W","NKP2","2","2","23-B-6","","","0000-00-00 00:00:00"
"2087","YLR318W","EST2","2","2","23-B-7","","","0000-00-00 00:00:00"
"2088","YLR319C","BUD6","3","4","23-B-8","","","0000-00-00 00:00:00"
"2089","YLR320W","MMS22","3","4","23-B-9","","","0000-00-00 00:00:00"
"2090","YLR322W","VPS65","3","2,2","23-B-10","","","0000-00-00 00:00:00"
"2091","YDR147W","EKI1","2","2","23-B-12","","","0000-00-00 00:00:00"
"2092","YDR148C","KGD2","2","2,2","23-C-1","","","0000-00-00 00:00:00"
"2093","YDR149C","YDR149C","2","2","23-C-2","","","0000-00-00 00:00:00"
"2094","YDR150W","NUM1","2","2","23-C-3","","","0000-00-00 00:00:00"
"2095","YDR151C","CTH1","2","2","23-C-4","","","0000-00-00 00:00:00"
"2096","YDR152W","GIR2","2","2","23-C-5","","","0000-00-00 00:00:00"
"2097","YDR153C","ENT5","2","2","23-C-6","","","0000-00-00 00:00:00"
"2098","YDR154C","YDR154C","2","2","23-C-7","","","0000-00-00 00:00:00"
"2099","YDR155C","CPR1","2","2","23-C-8","","","0000-00-00 00:00:00"
"2100","YDR156W","RPA14","2","2","23-C-9","","","0000-00-00 00:00:00"
"2101","YDR157W","YDR157W","2","2","23-C-10","","","0000-00-00 00:00:00"
"2102","YDR158W","HOM2","2","2","23-C-11","","","0000-00-00 00:00:00"
"2103","YDR159W","SAC3","3","2","23-C-12","","","0000-00-00 00:00:00"
"2104","YDR161W","YDR161W","2","2","23-D-1","","","0000-00-00 00:00:00"
"2105","YDR162C","NBP2","2","2","23-D-2","","","0000-00-00 00:00:00"
"2106","YDR163W","CWC15","2","2","23-D-3","","","0000-00-00 00:00:00"
"2107","YDR165W","TRM82","2","2","23-D-4","","","0000-00-00 00:00:00"
"2108","YDR169C","STB3","2","2","23-D-5","","","0000-00-00 00:00:00"
"2109","YDR171W","HSP42","2","2","23-D-6","","","0000-00-00 00:00:00"
"2110","YDR173C","ARG82","2","2","23-D-7","","","0000-00-00 00:00:00"
"2111","YDR175C","RSM24","2","2","23-D-8","","","0000-00-00 00:00:00"
"2112","YDR176W","NGG1","3","3","23-D-9","","","0000-00-00 00:00:00"
"2113","YDR178W","SDH4","2","2","23-D-10","","","0000-00-00 00:00:00"
"2114","YDR179C","CSN9","2","2","23-D-11","","","0000-00-00 00:00:00"
"2115","YDR179W-A","YDR179W-A","2","2","23-D-12","","","0000-00-00 00:00:00"
"2116","YDR181C","SAS4","2","2","23-E-1","","","0000-00-00 00:00:00"
"2117","YDR183W","PLP1","2","2","23-E-2","","","0000-00-00 00:00:00"
"2118","YDR184C","ATC1","2","2","23-E-3","","","0000-00-00 00:00:00"
"2119","YDR185C","UPS3","2","2","23-E-4","","","0000-00-00 00:00:00"
"2120","YDR186C","YDR186C","2","2","23-E-5","","","0000-00-00 00:00:00"
"2121","YDR191W","HST4","2","2","23-E-6","","","0000-00-00 00:00:00"
"2122","YDR192C","NUP42","2","2","23-E-7","","","0000-00-00 00:00:00"
"2123","YDR193W","YDR193W","2","2","23-E-8","","","0000-00-00 00:00:00"
"2124","YDR194C","MSS116","2","2","23-E-9","","","0000-00-00 00:00:00"
"2125","YDR195W","REF2","2","2","23-E-10","","","0000-00-00 00:00:00"
"2126","YDR197W","CBS2","1","2","23-E-11","","","0000-00-00 00:00:00"
"2127","YDR198C","RKM2","2","2","23-E-12","","","0000-00-00 00:00:00"
"2128","YDR199W","YDR199W","2","2","23-F-1","","","0000-00-00 00:00:00"
"2129","YDR200C","VPS64","4","-","23-F-2","","","0000-00-00 00:00:00"
"2130","YDR203W","YDR203W","2","2","23-F-3","","","0000-00-00 00:00:00"
"2131","YDR204W","COQ4","2","2","23-F-4","","","0000-00-00 00:00:00"
"2132","YDR206W","EBS1","2","2","23-F-5","","","0000-00-00 00:00:00"
"2133","YDR207C","UME6","2","2,4","23-F-6","","","0000-00-00 00:00:00"
"2134","YDR209C","YDR209C","2","2","23-F-7","","","0000-00-00 00:00:00"
"2135","YDR210W","YDR210W","2","2","23-F-8","","","0000-00-00 00:00:00"
"2136","YDR213W","UPC2","2","2","23-F-9","","","0000-00-00 00:00:00"
