orf	hap a | growth (relative abundance in pooled culture) | standard | SD + phosphate limitation | Payen C~Dunham MJ, 2016	het | growth (relative abundance in pooled culture) | standard | SD + phosphate limitation | Payen C~Dunham MJ, 2016	hap a | growth (relative abundance in pooled culture) | standard | SD + sulfate limitation | Payen C~Dunham MJ, 2016	het | growth (relative abundance in pooled culture) | standard | SD + sulfate limitation | Payen C~Dunham MJ, 2016	hap a | growth (relative abundance in pooled culture) | standard | SD + glucose limitation | Payen C~Dunham MJ, 2016	het | growth (relative abundance in pooled culture) | standard | SD + glucose limitation | Payen C~Dunham MJ, 2016
YBL027W	-0.4160243780769459	-2.389966763813822	-0.5022418313030602	-0.6054671900298353	0.3031562334059702	1.2147698768887016
YBL028C	-0.14857403542462128	-0.06560972178992079	0.18522045426004904	0.4309297035507962	0.4461252123326555	-0.12333860035308551
YBL029C-A						
YBL029W	-0.12653466209988795	-0.5188922068131783	0.46998920830865404	-0.2938603629279618	-0.1449663447957006	-0.8908829907120472
YBL031W	-0.2881209258941016	-0.677061670459394	0.14674997927798436	-0.4282436349900878	0.16266706792498023	0.30951169441404636
YBL032W	-1.2738523595332274	-0.5010273680975565	-1.1737807425858269	1.3175072205121612	-0.48201054157904727	1.0357516686438388
YBL033C	-0.06199405001694747	-0.44483938344957547	-0.10764163326827936	-0.15893774037152156		-0.08239622580228485
YBL034C		-0.22717408037893233		0.44000576156379256		-0.807751082561599
YBL035C		-0.8923295009117735		-0.23858112589404054		-0.5315548225075133
YBL036C	-0.419253861581102	-0.04055280725152775	0.26506353817013406	0.5171661780780694	0.2570026577709302	0.4141917684564863
YBL037W	0.14061141530421425	-0.3340367701536087	0.2722665408839422	-0.07458126846779736	-1.0217646582698674	-0.6738088274517198
YBL038W	-3.060564962343337	-0.6977451881243111	1.0489981813846574	-0.8836651915486711	-1.973893755799515	-0.2360520863652445
YBL039C	0.016460785311456432	-0.19574495197033284	0.41865415668465594	0.12028358835019898	0.09429537899883764	-0.10727021932007869
YBL040C	-0.2484765327258433	-0.6953901849778743	-0.6928079801206352	0.2842238921082263	-0.2653090641813339	-0.7967683799182416
YBL041W	0.2899016353520449	2.202554988398985	-0.5382258966262977	1.0056393094758043	0.3124351607558269	1.1974355350187764
YBL042C	-0.03689575297898756	0.696177834099535	0.5614501833126694	-0.2977928491192477	0.08032234606806457	0.08877531309187088
YBL045C	-1.267371395849821	-1.2873136670950023	-0.9451120109304758	0.16491736612898553	-0.14507805134136514	0.36272622933126664
YBL046W	0.02372966912848214	-2.773110942123625	0.6659662461022497	-3.231911621603933	-0.3562251577071553	-1.180692443994096
YBL047C		1.2698118128010092		1.0459253865210583		
YBL048W	-0.03518350453610985	0.8473677492362591	0.4262676207381075	0.16423483488646914	0.08843775443618143	0.3929076648832129
YBL049W	0.4562754395821195	-0.3262621631134558		-0.14655324813690962		-0.14487507805802072
YBL050W		-0.55824948618225		-1.7034146840123574		0.034633447916862965
YBL051C	-1.293662116198318	-0.7054036829415381	-0.37257681680839233	0.7555581991574187	0.641073941135029	-0.21601405589130304
YBL052C		-1.4352918616819714		0.7008775061064659		0.18298041897529657
YBL053W		0.3934455481945506		0.31483487957411194		-0.1884306879096933
YBL054W		0.5885958905928023		-0.32329975668142696		0.4059845547524644
YBL055C	-0.15408864302700806	-0.3057486247389183	-0.3298245590935133	0.3308585051017723	-0.17902763803210536	0.19243743658756318
YBL056W	0.24776444568707243	0.2918031651524669	-0.0667488612734936	0.33205328243275567	0.5881249511137748	0.653095762615194
YBL057C	-0.22559655430335512	0.8106289695715677		-0.4333035349412735		-0.33495955363465485
YBL058W						
YBL059W	0.3353563139224744	0.5463161548568154	0.3793009063655053	-0.16257241169322295	-2.632344374226842	0.6349925156872037
YBL060W		0.7058012927614637		0.6386265888386718		-0.4991801896760683
YBL061C		0.852603674661043		0.16795935903331338		0.33134921787479527
YBL062W	0.033208631987185704	-1.178277643758622		-0.806436842471514	0.6791262422483134	1.1092130063173091
YBL063W	-0.2919521425294417	-0.3326624065103268		0.26972529312263155		0.5303392958827615
YBL064C	-0.03459142076568138	0.8349120523517488		0.2169544604826404		0.8519734580172033
YBL065W		-3.302601963551481		-2.573075701174681		-1.6669362716751956
YBL066C	0.7549564082677097	0.7648943060107518	-0.680354619187102	-0.6506375270239424	0.3876118142970331	-0.39231605934847885
YBL067C		0.3902863654640676		1.351102021205696		0.3493572832949829
YBL068W	0.03259465495376698	-0.6987861389924815		-0.642937672567447		-0.438209958787048
YBL069W	0.5933074440849849	1.6464737194821604	0.4657760077814053		0.31481320358697973	0.3239179335833625
YBL070C		-0.4663466279406878		-0.381580371769632		-0.17663374178165597
YBL071C		-0.262845788894672		0.031170919977762362		0.4222732266638078
YBL071C-B						
YBL071W-A						
YBL072C		-0.3761556266929952		-0.13724703361456858		-3.0837669262656755
YBL073W		-0.18183145264538397		0.27580225738579867		0.23838593788613685
YBL074C	-0.4987537625333416	-0.5840067873433872		0.03801686009315358		-0.21887000984966687
YBL075C				2.1643870882687866		
YBL076C		-0.4490448132275815		-0.8304781251243509		0.14161594063068664
YBL077W	0.029597809679526025	0.09329350181047406		-0.22695068763956083		-0.505750113957151
YBL078C		0.2127723530812419		0.06390861303471007		0.22072266303347884
YBL079W		0.29232309743305385		-0.455331527700341		2.0116127793637744
YBL080C		0.5010604441284852		0.9022671270685587		1.7214732100549988
YBL081W		-0.09208878000348841		-0.39487284273015577		-0.5299064266142298
YBL082C	-0.6792811248919085	0.12843515461165073		-0.6418249156311275		-0.23027262544554725
YBL083C		-0.5838104331472368		0.9273181702330926		0.560396003073434
YBL084C	-0.3577311726829402	-0.5620274964062802		0.0033172547433551543		0.2760039947500608
YBL085W		-0.07993064507734773		0.1896425380311643		-0.23060244843483804
YBL086C		-3.250749507077501		1.2317870656446772		0.2642794711483755
YBL087C		-0.9089877247704541		-0.154329844203053		-0.8391696738330523
YBL088C	0.401853886584407	-0.5190977749188497		-0.9635317657612936		1.5836386219714995
YBL089W		-0.2480438066498102		0.47184768234312685		0.2419478858826847
YBL090W		-0.03557430634573523		-0.6729582382551406		-0.2678299280204643
YBL091C						
YBL091C-A	0.20559025499535066	-0.013465156672055447	-0.3689049751496382	-2.8997006409997637	0.38157018014433247	1.2130475079645453
YBL092W	-0.08258373926213672	0.22086598235188526	-0.5277289754162108	3.05059596376057	-0.6926019478525677	-0.2377859271076089
YBL093C		-0.3694810751388676		-1.743245684992505		-1.5026195839653502
YBL094C		0.3210892669831289		-0.17067522068622532		-0.2756045670362314
YBL095W		-0.21318259026719702		1.1126930378105018		1.6161942629426913
YBL096C	0.048361941017233935	-0.374781784184156	-0.09731727944342056	0.016404172914923746	-0.03468557942423135	-0.6517957565037041
YBL097W		-0.6498353848753782		0.7170588999275611		-0.30091798944105547
YBL098W	-0.09076844155793881	0.17824549346884697	-0.04568483039962122	0.43799083128417365	-0.4063378178198227	-0.43653290306414433
YBL099W		-0.8887928132336163		0.645042922421638		-0.09082547824850778
YBL100C		-0.3158728101558563		0.27132239877522984		-1.845436158772148
YBL101C	-0.42115209056905023	-0.02076652997737161		-0.6862075665516669		0.09526280078579837
YBL102W	-0.035958279612916644	0.0007948528884650796	-1.7887615639643368	0.22515958158568464	-1.2315899618661779	0.04300155247261786
YBL103C		-0.49812021533834105	-1.3347591213420493	0.16127425316613375	-0.14498475478882036	-1.4874033095937673
YBL104C	0.4957034191274372	-0.2440756931662211	-1.604090373988969	0.1396381966949139	0.458897800129742	-0.29779260000367896
YBL105C	0.35848611627803206	-0.09846484911570196	-0.7643088805611703	0.8088478258567978	0.0345217595433891	0.06370978773231807
YBL106C	-0.06345756751324926	-0.2938287950074901	0.2780456102701402	-0.145126853257084	-0.1371203120168105	0.7927441193087725
YBL107C	-0.19926738633179464	-0.5883792362564527	0.25184830996766316	-0.1849565646704654	-0.08178713572539109	-0.3533939731078352
YBR001C	-0.27976822594723866	-0.5783394141956142	-0.08937770606550058	-0.33520059081030185	-0.3492943711035065	-0.23429208546983235
YBR002C		-1.3049220785503886		-0.9235258963161546		-0.9929639207617813
YBR003W	-0.6170351230172545	0.036879035296168226	-0.6047344239063759	1.3599277806809908	-0.40718116002903965	1.059864894474972
YBR005W	0.02281005922851273	-0.09788087954589357	0.14028186023898304	-0.08941410674352661	0.05692824108518403	0.29090405089931864
YBR006W	0.06255140025667452	0.5355028012947192	0.49861072994704925	1.0916335812365345	0.3625912923758208	1.2064492543316665
YBR007C	0.010190403161445313	0.017472895717891516	-0.6527202859875061	-1.1675844439930778	-0.24596537724992615	-1.375189190578358
YBR008C	0.13657950143208306	0.25500243391576494	0.17819320038270095	-0.38382552580039886	0.07987196640165185	-0.6919879268276639
YBR009C		-1.278609724981534		1.4027820937995834		-0.03618857199331572
YBR010W		-2.0094736860344353		0.76990125185338		0.04354435351102053
YBR011C		-0.15550629861403367		-0.32268102576832414		0.04554118198425966
YBR012C	0.19737347531057461	0.05179986516265331	-0.06772551166389827	-0.23891738829517825	0.23341705177009278	-0.17539504922794177
YBR013C	0.06233433753920183	0.5629388042358326	0.0608505472251038	0.22567601907153984	0.3716839251104237	0.8306473827829034
YBR015C	-1.1601809037628725	0.5299970169405602	-3.375576887470407	1.917787433028608	-1.43438728118381	-0.046415009220727256
YBR016W						
YBR017C		0.48310527978700263		0.42160844541918346		0.08957163720846734
YBR018C	-0.01989343557509813	-0.8342705909866174	0.026669135151267943	-0.4086257446311369	-0.22325630202961255	-0.18253520237988405
YBR019C	0.33648444206106776	0.41965960106962663	-0.05500043717902667	0.2758717800251997	-0.36344756585439136	-0.2796080778339165
YBR020W						
YBR021W	-0.010843981430966836	-0.5025876071312317	-0.9146088511043146	-0.8576933798382492	0.006219903711924977	-0.7041888724570494
YBR022W	-0.32308406405969736	0.28294755722271414	0.37644532668047337	-0.5291789029083613	-0.049768991292646	-0.438069349026774
YBR024W	-0.11335422003353296	-0.8976314640786276	0.1329040436558635	-0.649285270977043	-0.6421117941117127	-0.3936445053211024
YBR025C	-0.5976929082311868	-0.5429532308301163	-0.9623962303441594	-0.8648308139969093	-1.2495333633712067	-0.5076837168362336
YBR026C		0.23618907452910645	0.0024973465556838324	1.9277251534575308		0.26872680432443524
YBR027C	0.5677608755057456	0.3806870552853477	0.04167983117322274	0.662756855844723	1.0512949189752223	1.2475936496596447
YBR028C	-0.4876124330357674	-1.620849693162557	-0.7209816728255585	-0.33734889038195387	-0.4315522215106114	0.21077294981264735
YBR029C		-0.8166174166753175		0.43614440610031696		-0.8597032648016729
YBR030W	0.22458001257337282	0.6900583330726263	0.2870733272292411	-0.5999753755343795	-0.7564485352297657	-0.3829563798263473
YBR031W	0.026146271519234168	0.2069745885820262	0.16906385003315363	1.0927509463001033	-0.502104447091608	-0.06301354387943092
YBR032W	0.13233473979312319	0.2754254415623184	-0.04649212140030067	-0.19761090399294814	0.12312344684113007	-0.0669943730611634
YBR033W	0.06362769798987122	0.00026673220382376754	0.06802576148744541	-0.415295951414374	0.10082920965752226	0.7205704508011146
YBR034C	-0.19935176060265294	-0.18279058671206594	-0.17872492552658475	-1.0332934261091145	-1.309564890144898	-1.6962620762227916
YBR036C	0.20473175671585625	1.0682921360239763	0.470350570308553	1.0298812545249267	0.36127570742738	0.16414301088675193
YBR037C	-1.3234589304284978	-0.7269502171236758	-0.0476027861859658	-0.2733758612659801	0.1226135788472854	-0.3013457233667808
YBR038W						
YBR039W	0.10822861510455467	-0.09908481113799948		0.6610737440878303		-0.3393824295005988
YBR040W	-0.04583298688425099	-0.31738512089628373	0.26353159921121816	0.26588705918406497	0.4282314724465935	0.7604679085019351
YBR041W	0.33202692240504755	0.30647525298719114	-0.14792565841204083	0.6301214016939916	-0.847971988390929	-0.09063342520749643
YBR042C	-1.8213537306324297	-0.3053431187636816	-1.6643371879826188	-0.03446981890777309	-0.29548785664823074	-0.9041646648278878
YBR043C	-0.0894974800537351	-0.8549546319803342	-0.11449467789666924	-0.33524763922327727	-0.21113151315512904	-0.48487044760983383
YBR044C	0.7667362580155922	0.25790100068075	-0.11644908133408652	0.4098932255318363		-0.07792497302404668
YBR045C	0.112799261313724	-0.3665657108587304	-0.10226997653024934	-0.8759197263718693	0.2328488620018786	-0.13989009297941818
YBR046C	-0.13572725850355927	0.18707311031776866	0.4812216983170161	0.7251163335141837	0.18650523628207433	0.23500260773147633
YBR047W	-0.21217327279588466	0.04437323985176408	-0.047189739232194	-0.924685021945002	-0.1195113420353066	-0.20801115135494214
YBR048W	0.019494978108092385	0.0331975913366685	-0.4154596897347006	-0.8715364664982356	0.046251131901405784	-2.6525588225235297
YBR049C		0.6282294336107044		1.5721641073527128		-0.08865563417326248
YBR050C	-0.014154410177513052	-0.4563867765479135	0.49818236371982505	0.6488538480846766	0.2621187973734429	-0.20494769790791076
YBR051W	-0.23039270145408114	-0.3100401861484466	0.287360348897349	-0.429289632535168	-0.0025848414441802556	-0.6272688324244083
YBR052C			0.3349129833367218	1.9250747523656853		
YBR053C	0.035235614573100545	0.0018874320746537674		-0.7668357408847539		0.34062297615149656
YBR054W	-0.05260680480615753	-0.530355181787501	0.28218858459335666	0.3183520608409622	0.03446544519422526	0.13513728571666908
YBR055C	-3.1844885693209113	0.1774474893932194	1.4776357055179241	-0.13499178678020216	-1.6892885254697203	0.12332573179770336
YBR056W		-0.5934909018087965		0.5149777413451836		-0.14594936402881314
YBR056W-A						
YBR057C		-2.0562587628324067		-0.5509668456611203		0.2755241695118928
YBR058C	0.51707031396451	-0.2328696321139812	-0.5498196365434987	-0.9158246923969896	0.5489542932776731	0.1844723082286652
YBR058C-A						
YBR059C	0.07904896526609591	-0.24017045873591752	-1.0012762843750154	1.3111447871051292	0.1651752050722012	-0.0984854503668935
YBR060C	0.06686534184376469	0.9371981428465154	-0.2896715178424396	2.1904200025538287	0.03922553606426089	0.4792075210151415
YBR061C		-1.8395024417008718		0.5955202698906736		0.3493572832949833
YBR062C	-0.07350583440089578	0.06935082113456856	-0.18070868318626715	0.005071063135814332	0.0662368027201706	-0.4499607597283624
YBR063C	0.05992620539400774	-0.748615984065765	-0.2129133717760914	0.23432902172330797	0.2966425780906041	0.7969645139741298
YBR064W	-0.11908379292749421	0.23184849854558126	-0.07244981912501555	-0.7253591858357333	-0.25253038362358016	1.540875529539209
YBR065C	-0.5457224170466215	-0.3724775203043303	-0.03575748935379321	0.5818337080079071	-0.17391978923053633	0.694187161087761
YBR066C	-0.44516445169656205	-0.5038897251239608	-0.6194729965699064	-0.24547366968607554	-0.435045916067584	-0.25323940574193926
YBR067C	0.4044779899410677	0.5676526462924372	0.5801349697495621	-0.2357224703396054	-0.11202880565089043	0.19259944417142474
YBR068C	-0.021632701062395784	-0.007687370622042755	-0.04745603938583148	-0.042441365242080614	0.005855705107135192	-0.5462781719905163
YBR069C	0.4315187380704699	0.43326817707804843	0.2218360563506658	0.5283389855167634	0.06874266755252995	-0.9315810222558083
YBR070C	-0.02280988937794916	-0.14499671933334324	0.061623790121743835	-0.06915247466323864	-0.09866074301033871	-0.15388481960371259
YBR071W	-0.059984522864266226	0.1445240831309286	-0.10837160897881173	-0.12241242718854592	0.6040846720872816	0.21376648318060137
YBR072C-A						
YBR072W		-1.2486754045020263		1.3215121928935034		0.3485086268147174
