orf	het | growth (relative abundance in pooled culture) | glucose limitation (glucose [2.5 g/L]) | Delneri D~Oliver SG, 2008	het | growth (relative abundance in pooled culture) | nitrogen limitation (ammonium [97.6 mg/L]) | Delneri D~Oliver SG, 2008	het | growth (relative abundance in pooled culture) | phosphorus limitation (phosphorus(.) [12.3 mg/L]) | Delneri D~Oliver SG, 2008	het | growth (relative abundance in pooled culture) | grape juice [100%] | Delneri D~Oliver SG, 2008
YCR087C-A	-0.052438			-0.0279169678845224
YCR087W	-0.044625	-0.009883		-0.039938865209624
YCR093W	-0.03242	-0.031414	-0.023719	-0.0327599243494737
YDL003W	-0.026597	-0.041566	-0.071989	-0.026859458494126
YDL004W	-0.018919			
YDL006W	-0.019551	-0.01561	-0.028194	
YDL039C	-0.050289	-0.058097	-0.101478	-0.0243133688008536
YDL041W	-0.046503	-0.076231	-0.097382	-0.0152743360521101
YDL042C	-0.047163	-0.05113	-0.070608	
YDL046W	-0.013796			
YDL050C	-0.013374			
YDL052C	-0.049125	-0.06514	-0.082145	-0.0247039298115983
YDL074C	-0.016555	-0.033964	-0.041228	
YDL080C	-0.042942	-0.032799	-0.084165	
YDL145C	-0.051394	-0.064657	-0.027596	-0.0137153893664136
YDL167C	-0.031205			
YDL181W	-0.016694	-0.021163	-0.022863	
YDL203C	-0.014564		-0.015677	
YDL215C	-0.048022	-0.040676	-0.026934	
YDR017C	-0.021143	-0.014819	-0.042907	
YDR035W	-0.015764			
YDR043C	-0.014048		-0.015638	
YDR048C	-0.021532		-0.012026	
YDR049W	-0.052469	-0.070241	-0.09531	
YDR050C	-0.022823	-0.014223	-0.023556	
YDR054C	-0.034585	-0.012586		
YDR065W	-0.024365		-0.016456	
YDR071C	-0.04995	-0.054008	-0.119118	-0.0195563143312479
YDR087C	-0.030667	-0.024	-0.015676	
YDR095C	-0.014813	-0.009845	-0.025687	
YDR107C	-0.0151		-0.012548	
YDR110W	-0.026627	-0.026029	-0.037435	
YDR114C	-0.018049	-0.014799	-0.041615	
YDR115W	-0.030143	-0.036278	-0.04566	
YDR140W	-0.030982	-0.023856	-0.038473	
YDR156W	-0.043731	-0.019803		
YDR176W	-0.039781		-0.02203	
YDR184C	-0.018868	-0.03138		
YDR204W	-0.025772	-0.029949	-0.044079	
YDR205W	-0.040564	-0.024772	-0.042195	
YDR233C	-0.020191	-0.01149	-0.022769	
YDR238C	-0.078397	-0.078266	-0.019102	-0.0220105051270563
YDR245W	-0.015049			
YDR251W	-0.01962		-0.028646	
YDR253C	-0.022443		-0.02349	
YDR257C	-0.014614	-0.020504	-0.013953	
YDR262W	-0.023805	-0.027988	-0.043833	
YDR264C	-0.062214	-0.039479	-0.017761	
YDR300C	-0.083667	-0.074152		
YDR302W	-0.040353	-0.01484		
YDR335W	-0.047053	-0.039869	-0.058263	
YDR349C	-0.020567		-0.026017	
YDR362C	-0.011803		-0.019448	
YDR371W	-0.013615		-0.016079	
YDR377W	-0.026193	-0.032153	-0.018694	
YDR384C	-0.035044	-0.054748	-0.065463	
YDR388W	-0.019865	-0.040147	-0.016946	
YDR429C	-0.013704			
YDR450W	-0.059215	-0.051721	-0.056736	
YDR467C	-0.035019		-0.034894	
YDR469W	-0.0754	-0.065071	-0.12207	-0.0264056468098667
YDR475C	-0.045957	-0.046646	-0.084053	-0.0207466449465626
YDR481C	-0.047088	-0.046086	-0.094635	-0.0238734723876758
YDR487C	-0.04938	-0.046091	-0.097294	
YDR520C	-0.011852		-0.015657	
YDR522C	-0.012162		-0.026976	
YEL008W	-0.01991	-0.023382	-0.031843	
YEL017W	-0.026381	-0.056244		-0.0201429673837347
YEL024W	-0.031692			
YEL027W	-0.107896	-0.067797	-0.031906	-0.0159898479016194
YEL036C	-0.044118	-0.058733	-0.024824	
YEL037C	-0.015635			
YEL050C	-0.013779	-0.01118	-0.018853	
YEL057C	-0.0148	-0.008369	-0.010938	
YEL059W	-0.026919	-0.013678		
YER006W	-0.015949	-0.009616		
YER012W	-0.01695			
YER022W	-0.018765	-0.035154		
YER038W-A	-0.057318	-0.050449	-0.068753	-0.0241657231246465
YER056C	-0.024773	-0.061851	-0.054639	-0.0264043265695881
YER059W	-0.013645			
YER066W	-0.017138			
YER068W	-0.025515	-0.010209		
YER069W	-0.033566	-0.030739	-0.030917	
YER116C	-0.066525	-0.118027	-0.085733	-0.0334406889907214
YER122C	-0.021821			
YER133W	-0.028973	-0.0481	-0.026044	
YER145C	-0.049761	-0.019425		
YER158C	-0.030785	-0.016478	-0.034172	
YER163C	-0.016095			
YER166W	-0.028531	-0.013698	-0.025158	
YER172C	-0.042635	-0.054667	-0.057707	
YER177W	-0.051694	-0.064201	-0.093609	-0.0166666033415248
YER180C	-0.01601		-0.015377	
YFL010C	-0.081565	-0.065353	-0.155385	-0.0221579633680649
YFL029C	-0.039891	-0.054271	-0.054382	
YFL033C	-0.018782		-0.016792	
YFL038C	-0.020844	-0.015316	-0.023002	
YFL049W	-0.021558	-0.015934	-0.040131	-0.0142303557958014
YFL060C	-0.030144		-0.026647	-0.0238308692888507
YFR026C	-0.020404	-0.009756	-0.032584	
YFR051C	-0.085515	-0.082394	-0.039705	
YGL011C	-0.016081			
YGL012W	-0.036634	-0.023035		
YGL019W	-0.03821	-0.033562	-0.026216	
YGL024W	-0.023142	-0.056268	-0.035382	
YGL025C	-0.029561	-0.049754	-0.027725	
YGL058W	-0.028459	-0.051356	-0.065132	
YGL060W	-0.014291			
YGL067W	-0.013518		-0.024541	
YGL070C	-0.0328	-0.071174		
YGL071W	-0.067737	-0.035456	-0.111523	
YGL092W	-0.017954		-0.040945	
YGL093W	-0.056865	-0.10842		
YGL110C	-0.031814	-0.028902	-0.088284	-0.0173573088765377
YGL137W	-0.015447	-0.018546		
YGL138C	-0.045282	-0.052425	-0.072498	-0.0159757206136739
YGL148W	-0.01935	-0.014887	-0.021752	
YGL150C	-0.029481	-0.077008	-0.079325	
YGL198W	-0.027079	-0.025532		
YGL208W	-0.011231		-0.016153	
YGL209W	-0.044988	-0.030769	-0.030789	
YGL239C	-0.008477		-0.01355	
YGL252C	-0.01426		-0.016883	
YGL253W	-0.047876	-0.057021	-0.097745	
YGR031W	-0.017674		-0.021241	
YGR050C	-0.022158	-0.040159		
YGR056W	-0.03328			
YGR098C	-0.027697	-0.017549	-0.032913	
YGR106C	-0.019483		-0.016652	
YGR147C	-0.023155	-0.022595	-0.051424	
YGR167W	-0.015385	-0.010218	-0.016699	
YGR204W	-0.026071		-0.017755	
YGR207C	-0.030143	-0.057167	-0.073975	
YGR216C	-0.053667	-0.051811		
YGR252W	-0.064929	-0.011583	-0.048085	
YGR276C	-0.023517	-0.012263	-0.027557	
YGR281W	-0.021099		-0.032635	
YGR292W	-0.063416	-0.063502	-0.125041	
YHL022C	-0.020217	-0.011686	-0.018992	
YHL025W	-0.019194			
YHL027W	-0.070518	-0.061584	-0.089343	-0.0232830842876982
YHL031C	-0.04022	-0.065465	-0.095763	
YHL034C	-0.055946	-0.10233	-0.100662	
YHL042W	-0.022648	-0.010415	-0.019015	
YHR011W	-0.040114	-0.059735		-0.0332390886074603
YHR012W	-0.066552	-0.082509	-0.120008	-0.0176476466819644
YHR022C	-0.025339	-0.019463	-0.034393	
YHR024C	-0.013541			
YHR026W	-0.057105	-0.051296	-0.071294	-0.0181393735366123
YHR033W	-0.024395	-0.021239	-0.053832	-0.0211607719219376
YHR035W	-0.038055	-0.093849	-0.03494	
YHR039C-A	-0.034626	-0.023345		
YHR065C	-0.061319	-0.0789	-0.119722	-0.0292071427378137
YHR085W	-0.026508			
YHR093W	-0.015603			
YHR103W	-0.014862	-0.050101	-0.019494	-0.0169117395612477
YHR108W	-0.012681	-0.015821		
YHR132C	-0.028105	-0.029311	-0.019615	
YHR132W-A	-0.01259		-0.014163	
YHR135C	-0.021227	-0.031458		
YHR156C	-0.054791			-0.0289361387536265
YHR178W	-0.027865	-0.01866	-0.036822	
YHR186C	-0.022841	-0.019253		
YHR191C	-0.014763			
YHR206W	-0.022804	-0.009932	-0.022064	
YIL010W	-0.013915	-0.012314	-0.01633	
YIL020C	-0.018295	-0.008478	-0.013026	
YIL021W	-0.028014	-0.075962	-0.084823	
YIL040W	-0.016393			
YIL042C	-0.019094		-0.022039	
YIL054W	-0.018761	-0.025175		
YIL055C	-0.053714	-0.043514	-0.08152	
YIL068C	-0.018897			
YIL076W	-0.037296			-0.0296330310158407
YIL079C	-0.040674	-0.067041	-0.066652	
YIL087C	-0.025384	-0.035151		
YIL090W	-0.029528			
YIL092W	-0.015265		-0.019008	
YIL099W	-0.016371		-0.015349	
YIL100W	-0.020038		-0.017337	
YIL126W	-0.018616	-0.026236		
YIL152W	-0.012775	-0.015331	-0.014415	
YIL156W	-0.021591		-0.023914	
YIL162W	-0.022648		-0.017589	
YIR011C	-0.054625	-0.068437	-0.108572	-0.0207210349481728
YIR014W	-0.016024	-0.013103	-0.026702	
YJL002C	-0.020766	-0.023799		
YJL019W	-0.022049			
YJL020C	-0.075258	-0.07086	-0.093925	
YJL023C	-0.011642		-0.016172	
YJL024C	-0.023307			
YJL053W	-0.052996	-0.046267		
YJL055W	-0.028029	-0.025863	-0.044093	
YJL056C	-0.035364			
YJL060W	-0.017501			
YJL071W	-0.055799	-0.055135	-0.086336	-0.0256570606709901
YJL073W	-0.062636	-0.058501	-0.098684	-0.0176230612610445
YJL079C	-0.010786			
YJL082W	-0.013276	-0.055861		-0.0135462825306749
YJL095W	-0.011846	-0.005834		
YJL099W	-0.023459	-0.03314	-0.032762	
YJL102W	-0.072354	-0.064454	-0.034223	-0.0419405840219366
YJL126W	-0.01911		-0.021162	-0.0225134200535757
YJL130C	-0.013219	-0.046897		-0.0478201274659191
YJL138C	-0.03209	-0.027158	-0.042142	-0.0183647426832432
YJL151C	-0.012596		-0.012482	
YJL154C	-0.041877	-0.046056	-0.019989	-0.0135532886467224
YJL175W	-0.083702	-0.082663	-0.092673	-0.0160062950842359
YJL176C	-0.063127	-0.08336	-0.114491	
YJL202C				
YJL210W	-0.012789			
YJR009C	-0.036952	-0.008908	-0.014419	
YJR025C	-0.013804			
YJR033C	-0.013688			
YJR034W	-0.014248		-0.025266	
YJR035W	-0.034944	-0.050784	-0.094992	
YJR040W	-0.011646		-0.009697	
YJR043C	-0.014652			
YJR049C	-0.088739	-0.082783	-0.098218	-0.0162457857148081
YJR051W	-0.040295			
YJR056C	-0.058067	-0.06569	-0.098876	-0.0290491212089288
YJR057W	-0.02899	-0.061078	-0.032113	
YJR058C	-0.055939	-0.062757	-0.090965	-0.0422121472390114
YJR087W	-0.018545			
YJR108W	-0.075239	-0.059565	-0.098042	-0.0166562298787312
YJR117W	-0.01641	-0.00727	-0.01002	
YJR122W	-0.018007			
YJR126C	-0.024042	-0.009622		
YJR128W	-0.015886		-0.01262	
YJR130C	-0.03487			
YJR135C	-0.012487	-0.009936	-0.016349	
YJR142W	-0.015063		-0.018599	
YJR146W	-0.051706	-0.049935	-0.079534	
YJR153W	-0.027924	-0.007501	-0.030378	
YKL009W	-0.040628	-0.04831	-0.097422	
YKL023W	-0.049138			-0.024489625145688
YKL040C	-0.032952			
YKL044W	-0.034773			
YKL059C	-0.065083	-0.068167	-0.043503	-0.0152699441278941
YKL093W	-0.017805			
YKL105C	-0.069134	-0.062714	-0.101036	-0.0182736624918014
YKL111C	-0.016783			
YKL112W	-0.019798		-0.019305	
YKL119C	-0.026637	-0.036946	-0.048743	
YKL124W	-0.073274	-0.080106	-0.122673	-0.02391489010397
YKL129C	-0.028823	-0.021455	-0.065924	
YKL130C	-0.01258		-0.021761	
YKL134C	-0.028168	-0.019894	-0.056333	
YKL138C	-0.04078	-0.037667	-0.095115	
YKL143W	-0.059454	-0.060795	-0.099866	-0.0171023003868656
YKL155C	-0.015622	-0.022121	-0.041574	
YKL157W	-0.020959		-0.024853	
YKL161C	-0.01451		-0.020327	
YKL168C	-0.031205	-0.037187		
YKL212W	-0.028623			
YKL216W	-0.029298	-0.027895	-0.051038	
YKL217W	-0.022397	-0.0096	-0.023718	
YKR008W	-0.028816	-0.053618		
YKR010C	-0.013613		-0.017328	
YKR023W	-0.015263		-0.018799	
YKR029C	-0.031847	-0.032645	-0.071735	
YKR035W-A	-0.023846		-0.026547	
YKR050W	-0.021385			
YKR056W	-0.021839	-0.009383	-0.020494	
YKR065C	-0.068526	-0.065095	-0.129178	
YKR073C	-0.028638	-0.041598	-0.06529	
YKR081C	-0.015273			
YKR088C	-0.013631		-0.015937	
YKR091W	-0.021049	-0.011225	-0.036749	
YKR096W	-0.02551		-0.029056	
YLL009C	-0.06061			-0.017105638030766
YLL020C	-0.028506	-0.03994		
YLL027W	-0.052675	-0.049118	-0.049186	
YLL031C	-0.03839	-0.006462		
YLL052C	-0.018311			
YLR015W	-0.019324			
YLR016C	-0.018521	-0.014154	-0.035846	
YLR020C	-0.0145		-0.012539	
YLR022C	-0.034776	-0.013373	-0.04362	
YLR037C	-0.029674	-0.019628	-0.023901	
YLR039C	-0.021778		-0.02393	
YLR040C	-0.02189	-0.012278	-0.031353	
YLR090W	-0.031008	-0.031156	-0.047637	
YLR146C	-0.015085		-0.015944	
YLR166C	-0.015501	-0.008305	-0.027515	
YLR169W	-0.01914	-0.009429	-0.01817	
YLR171W	-0.015595		-0.017824	
YLR177W	-0.013621			
YLR194C	-0.015353	-0.01251	-0.015485	
YLR205C	-0.017268		-0.021659	
YLR208W	-0.030035	-0.066293	-0.074362	
YLR244C	-0.019108	-0.014903	-0.026485	
YLR246W	-0.019706	-0.029029	-0.022438	
YLR249W	-0.020845	-0.019253	-0.028501	
YLR250W	-0.014202		-0.012698	
YLR258W	-0.022746	-0.014539	-0.02626	
YLR261C	-0.022267		-0.027821	
YLR265C	-0.02583		-0.029722	
YLR286C	-0.05627	-0.048281	-0.04488	
YLR293C	-0.015229	-0.028095	-0.040989	
YLR303W	-0.023882	-0.026124	-0.060502	
YLR322W	-0.020559	-0.048324		
YLR330W	-0.033896	-0.050299	-0.044083	
YLR342W	-0.06244	-0.068664	-0.015611	-0.0345190098335767
YLR349W	-0.016943		-0.019365	
YLR350W	-0.024061	-0.01495	-0.022195	
YLR356W	-0.022441	-0.007154	-0.029506	
YLR373C	-0.028945	-0.00724		
YLR374C	-0.044253	-0.021969	-0.021745	
YLR416C	-0.014968		-0.02499	
YLR429W	-0.020688		-0.022421	
YLR433C	-0.025371	-0.074952	-0.098382	-0.0244582766940782
YLR447C	-0.022737			
YLR451W	-0.014718	-0.01434	-0.013227	
YLR457C	-0.023534		-0.02104	
YML009C	-0.009864		-0.015764	
YML012W	-0.018422	-0.023564		
YML032C	-0.015334			
YML058W	-0.022623	-0.014661	-0.019346	
YML071C	-0.018545	-0.008421	-0.017912	
YML074C	-0.022114	-0.016305	-0.034472	
YML075C	-0.014903	-0.011413		
YML081C-A	-0.043877	-0.055468	-0.092881	-0.0201262166858331
YML085C	-0.016595	-0.058026	-0.059466	
YML089C	-0.021342			
YML091C	-0.016479		-0.015266	
YML099C	-0.021067	-0.036362	-0.018219	
YML120C	-0.021928	-0.018241	-0.027733	
YMR033W	-0.092898	-0.082608		-0.0105971378538125
YMR037C	-0.011868			
YMR053C	-0.020355	-0.020365	-0.039953	
YMR062C	-0.018211	-0.018376		
YMR081C	-0.075344	-0.063177		-0.0124361810085935
YMR082C	-0.023553			
YMR089C	-0.02161		-0.026182	
YMR091C	-0.081234	-0.090831		
YMR138W	-0.024152	-0.013413	-0.032639	
YMR161W	-0.020623			
YMR172C-A	-0.027355	-0.011235	-0.031621	
YMR174C	-0.03533	-0.012916	-0.060634	-0.0153477379291939
YMR178W	-0.015733			
YMR199W	-0.018231	-0.018309		
YMR205C	-0.014978			
YMR210W	-0.050851	-0.043828	-0.055406	
YMR214W	-0.013193	-0.022467	-0.021379	-0.0125801629924218
YMR215W	-0.063268	-0.064891	-0.090211	-0.0210176557589902
YMR230W	-0.04881	-0.0516	-0.054012	
YMR254C	-0.013205			
YMR275C	-0.026027			-0.0269111264234749
YMR277W	-0.020144	-0.024327	-0.021735	
YMR291W	-0.028969	-0.015162	-0.028937	
YMR296C	-0.012636			-0.0124836977092
YMR303C	-0.013801			
YMR305C	-0.014515	-0.011478	-0.019504	
YMR316W	-0.033299	-0.038596		
YNL006W	-0.081138	-0.063562	-0.112139	-0.0182525669845425
YNL007C	-0.044967	-0.05035	-0.043803	-0.0166212197832147
YNL008C	-0.041001	-0.049788	-0.102043	-0.026025395417868
YNL010W	-0.019666	-0.017589	-0.034741	
YNL012W	-0.045408	-0.052098	-0.090949	-0.0181774962855084
YNL013C	-0.023489	-0.035136	-0.073579	-0.0203665106588866
YNL027W	-0.014394		-0.015714	
YNL028W	-0.041486	-0.037655	-0.107188	-0.0243667362792344
YNL029C	-0.047376	-0.058823	-0.099737	-0.0230274844724086
YNL030W	-0.068309	-0.059605	-0.110909	-0.0213701800566675
YNL039W	-0.094801	-0.080782	-0.142807	-0.0280416945718757
YNL076W	-0.024029			
YNL086W	-0.015278		-0.026233	
YNL121C	-0.019589	-0.015946	-0.029904	
YNL138W	-0.021475	-0.016106	-0.040692	
YNL140C	-0.033984	-0.02003	-0.040836	
YNL141W	-0.073618	-0.06756	-0.134138	-0.0179947001934449
YNL154C	-0.016312		-0.010243	
YNL156C	-0.022452	-0.065727	-0.074653	
YNL161W	-0.019051	-0.051924	-0.03837	
YNL164C	-0.026139	-0.045604	-0.061801	
YNL212W	-0.036527	-0.071508	-0.02	
YNL226W	-0.037219	-0.009271	-0.023335	
YNL232W	-0.044446	-0.030783		
YNL245C	-0.033709	-0.060211	-0.070171	
YNL286W	-0.012756			
YNL287W	-0.061386	-0.083484	-0.0392	
YNL309W	-0.064177	-0.061423	-0.111513	-0.0118619249679385
YNL314W	-0.028413	-0.043366		
YNL327W	-0.018724	-0.014558		
YNR002C	-0.021023		-0.046405	
YNR006W	-0.023348	-0.024665	-0.077996	
YNR008W	-0.060213	-0.062439	-0.114883	
YNR011C	-0.014071		-0.019808	
YNR019W	-0.028965	-0.028793	-0.100482	
YNR020C	-0.050176	-0.05104	-0.093433	
YNR021W	-0.051738	-0.026533	-0.093823	
YNR023W	-0.046478	-0.04262	-0.076801	
YNR024W	-0.081781	-0.068184	-0.12367	-0.0261139972994619
YNR026C	-0.040791	-0.049243	-0.025849	-0.0258981477441644
YNR029C	-0.05082	-0.037801	-0.085866	-0.0229240516526974
YNR033W	-0.027643	-0.015322	-0.018974	
YNR035C	-0.029117	-0.030683	-0.081805	-0.0205170873572792
YNR039C	-0.055964	-0.062568	-0.105528	-0.0250606097763742
YNR043W	-0.038795	-0.050574	-0.097118	-0.0205705821823432
YNR045W	-0.088751	-0.064592	-0.15229	
YNR052C	-0.061769	-0.043812	-0.101628	-0.0390318109749414
YNR057C	-0.035036	-0.063747	-0.078466	
YNR060W	-0.027451	-0.016613	-0.037042	
YNR069C	-0.054021	-0.030186	-0.085349	-0.0246972347219003
YOL002C	-0.08848	-0.092362	-0.080303	
YOL008W	-0.026235	-0.020777	-0.022942	
YOL030W	-0.071794	-0.071703	-0.117995	-0.0143807515458238
YOL031C	-0.033649	-0.048935	-0.074142	-0.0228208677223483
YOL045W	-0.010517			
YOL051W	-0.023234	-0.028341		
YOL056W	-0.021596		-0.026467	
YOL081W	-0.014846			
YOL087C	-0.031194		-0.035716	
YOL109W	-0.029978		-0.022263	
YOL113W	-0.015462		-0.020431	
YOL122C	-0.064168	-0.071238	-0.040128	
YOL126C	-0.017959		-0.021037	
YOL129W	-0.019519	-0.047616	-0.03528	
YOL132W	-0.014821		-0.022705	
YOL133W	-0.03154	-0.040837	-0.046602	-0.0258433494080108
YOL134C	-0.012712		-0.025875	
YOL135C	-0.033841	-0.038269		
YOL137W	-0.013431		-0.019175	
YOL138C	-0.016936	-0.009153	-0.029453	
YOL159C	-0.015914	-0.029913	-0.03029	
