orf	het | growth (relative abundance in pooled culture) | glucose limitation (glucose [2.5 g/L]) | Delneri D~Oliver SG, 2008	het | growth (relative abundance in pooled culture) | nitrogen limitation (ammonium [97.6 mg/L]) | Delneri D~Oliver SG, 2008	het | growth (relative abundance in pooled culture) | phosphorus limitation (phosphorus(.) [12.3 mg/L]) | Delneri D~Oliver SG, 2008	het | growth (relative abundance in pooled culture) | grape juice [100%] | Delneri D~Oliver SG, 2008
YOR306C			-0.007014	
YOR333C			-0.033966	
YOR345C			-0.022826	
YOR379C			-0.01694	
YPL012W			-0.01345	
YPL016W			-0.024096	
YPL018W			-0.01743	
YPL022W			-0.015173	
YPL025C			-0.028668	
YPL039W			-0.015247	
YPL066W			-0.010713	
YPL070W			-0.020462	
YPL071C			-0.01488	
YPL077C			-0.014461	
YPL078C			-0.02046	
YPL097W			-0.013696	
YPL099C			-0.014549	
YPL100W			-0.01041	
YPL102C			-0.014076	
YPL104W			-0.033312	
YPL105C			-0.01913	
YPL110C			-0.015858	
YPL113C			-0.016526	
YPL118W			-0.009712	
YPL120W			-0.014257	
YPL121C			-0.017947	
YPL122C			-0.044214	
YPL124W			-0.021038	
YPL136W			-0.013918	
YPL137C			-0.012036	
YPL138C			-0.009881	
YPL141C			-0.016205	
YPL144W			-0.021218	
YPL145C			-0.033931	
YPL147W			-0.017731	
YPL151C			-0.014714	
YPL152W			-0.020052	
YPL153C			-0.014031	
YPL156C			-0.020993	
YPL158C			-0.018801	
YPL164C			-0.019332	
YPL166W			-0.021483	
YPL168W			-0.012858	
YPL170W			-0.020724	
YPL171C			-0.01612	
YPL172C			-0.011712	
YPL174C			-0.021963	
YPL178W			-0.017257	
YPL180W			-0.037799	
YPL185W			-0.01652	
YPL229W			-0.026128	
YPL230W			-0.024549	
YPL245W			-0.033592	
YPR001W			-0.014573	
YPR012W			-0.016767	
YPR013C			-0.02469	
YPR018W			-0.045061	
YPR028W			-0.013927	
YPR032W			-0.011351	
YPR041W			-0.013316	
YPR057W			-0.020258	
YPR061C			-0.012122	
YPR077C			-0.017176	
YPR091C			-0.013199	
YPR096C			-0.023576	
YPR101W			-0.013331	
YPR106W			-0.023253	-0.0202383541463877
YPR107C			-0.013044	
YPR111W			-0.018175	
YPR114W			-0.029331	-0.0192935510089699
YPR119W			-0.024095	
YPR121W			-0.018962	
YPR123C			-0.016483	-0.013328513215593
YPR124W			-0.024679	
YPR127W			-0.01818	
YPR133W-A			-0.016623	
YPR135W			-0.015306	
YPR136C			-0.018305	
YPR140W			-0.029292	
YPR141C			-0.0115	
YPR147C			-0.012313	
YPR152C			-0.013431	
YPR154W			-0.020312	
YPR155C			-0.013113	
YPR156C			-0.017415	
YPR158W			-0.014484	
YPR159W			-0.020771	
YPR160W			-0.011727	
YPR164W			-0.012303	
YPR167C			-0.017818	
YPR171W			-0.016108	
YPR174C			-0.020316	
YPR184W			-0.022486	
YPR189W			-0.015557	
YPR190C			-0.021311	
YPR191W			-0.019997	
YPR192W			-0.017639	
YPR193C			-0.022915	
YPR196W			-0.021097	
YPR198W			-0.020814	
YAL042W				-0.0188702810197187
YCL005W				-0.0244121273486089
YCL008C				-0.0157906135036519
YDL175C				-0.0178119478021198
YDR240C				-0.0175729184191857
YDR495C				-0.0213042830985914
YFL017W-A				-0.0200926398379735
YFL053W				-0.0193266437345861
YFL055W				-0.0195403843878406
YGL245W				-0.0191028795658578
YGR054W				-0.0194364879306073
YHR091C				-0.0195624942302088
YHR094C				-0.0215381612569787
YHR095W				-0.0223382623726194
YIL014C-A				-0.0488086449982846
YIL065C				-0.0183104223239166
YIL086C				-0.097002923847654
YIL095W				-0.0415040996804794
YLR192C				-0.0138137498277544
YMR004W				-0.0166612185911568
YNR038W				-0.0183672554757051
YOL023W				-0.0228626189981853
YPL034W				-0.0151703429752752
YPR201W				-0.012871360814725
