orf	het | growth (relative abundance in pooled culture) | glucose limitation (glucose [2.5 g/L]) | Delneri D~Oliver SG, 2008	het | growth (relative abundance in pooled culture) | nitrogen limitation (ammonium [97.6 mg/L]) | Delneri D~Oliver SG, 2008	het | growth (relative abundance in pooled culture) | phosphorus limitation (phosphorus(.) [12.3 mg/L]) | Delneri D~Oliver SG, 2008	het | growth (relative abundance in pooled culture) | grape juice [100%] | Delneri D~Oliver SG, 2008
YOR140W		-3.546828853481573	-1.9272523841703393	
YOR199W		-0.4586823218099508	-0.565634238851734	
YOR232W		-0.8223514336765875		
YOR233W		-1.1386690895100766	-1.034964372381729	
YOR252W		-0.7318065131623515	-1.089869902808199	
YOR302W		-1.437299766353465	-1.0235541644600645	
YOR332W		-1.5814021004412346		
YOR334W		-1.5731481769125208	-2.4045306539876474	
YOR344C		-0.38898941863141273	-1.1349743571993933	
YOR353C		-1.947429476173218		
YOR383C		-1.857753389714636		
YPL017C		-0.35169161381369113		
YPL037C		-2.3526164439850388		
YPL038W		-1.4615030007609717		
YPL053C		-1.0596672500209592	-1.3881444406578591	
YPL057C		-0.8776465153614292	-0.5738261830006213	
YPL080C		-0.4506145770074486	-0.5899175018645068	
YPL131W		-2.5659152046481157		
YPL169C		-0.7685457818014382		
YPL184C		-0.7707799265159774	-0.5338416937024814	
YPL235W		-1.5011590694440398	-1.055395471181632	
YPL236C		-0.9857542957149584		
YPL240C		-0.758305951859801		
YPL250C		-3.0365129649356084		
YPL251W		-0.9338104311019252		
YPR021C		-1.6574871398863706	-1.9884481574254194	
YPR034W		-2.442789007046852		
YPR043W		-1.886424913551221		
YPR044C		-1.1356281703152873		
YPR063C		-0.634683277655306		
YPR082C		-1.3520299097485573	-1.7563430732069492	
YPR118W		-0.411951461530842	-1.3443565487191647	
YPR133C		-1.5276585081414893		
YPR162C		-1.6402345779240965		
YPR187W		-0.6454195842001742	-1.3918503201537842	
YAL011W			-1.3759540475791578	
YAL029C			-1.2349355804447428	
YAL046C			-0.8975055000262946	
YAL051W			-1.039499198607006	
YBL016W			-0.9726958445357234	
YBL019W			-0.6167363666376493	
YBL031W			-0.9966377765422925	
YBL034C			-0.46469778416008845	
YBL035C			-0.5374988116260918	
YBL036C			-0.538181473638499	
YBL039C			-0.5814817498540455	
YBL042C			-0.9639187615190586	
YBL054W			-0.766093062637896	
YBL055C			-0.8067602139484432	
YBL056W			-0.6737874062459709	
YBL063W			-0.9000411017866644	
YBL064C			-1.1514070070694824	
YBL066C			-0.567389655455067	
YBL069W			-1.222160048498264	
YBL071C			-0.879414956697502	
YBL074C			-0.43919548183944557	
YBL076C			-0.617077697643853	
YBL078C			-0.7008988404530022	
YBL079W			-0.7976417999255747	
YBL081W			-0.7405419987449384	
YBL082C			-0.6839298132874502	
YBL097W			-0.7192331916433687	
YBR058C			-0.4510445439119431	
YBR059C			-1.0612956214317235	
YBR066C			-0.5895761708583032	
YBR071W			-0.7942284898635383	
YBR073W			-0.708944499884945	
YBR074W			-1.022237602007565	
YBR079C			-0.7060188055460568	
YBR107C			-0.6776395704588404	
YBR130C			-0.40233173316945325	
YBR159W			-0.6768593853018035	
YBR168W			-0.8444041477754722	
YBR169C			-0.7170876824615173	
YBR173C			-0.8183654681593666	
YBR178W			-0.940854537814156	
YBR205W			-0.4324176232876877	
YBR207W			-1.2390315525191864	
YBR225W			-1.0388652981669133	-2.726521074214406
YBR227C			-1.3592288282751799	
YBR253W			-0.49931850050359977	
YBR259W			-0.6236605099063516	-2.742081670024049
YBR287W			-0.40389210348352705	
YCL017C			-0.8470372726804718	
YCL022C			-1.9917151827705113	
YCL028W			-1.1974379313346581	
YCL035C			-0.5220413932022987	
YCL069W			-0.9309559386342506	
YCR013C			-1.0545665244522804	
YCR017C			-0.5538826999238661	
YCR100C			-0.615078473178946	
YCR102W-A			-0.7291805523955889	
YDL010W			-0.8378700970852885	
YDL011C			-0.747612426730585	
YDL020C			-0.6312185536151463	
YDL035C			-0.6940234587566148	
YDL106C			-0.9115000712806436	
YDL131W			-0.7484901350322516	
YDL133C-A			-0.6616457747395844	
YDL143W			-0.7871093003055769	
YDL149W			-0.44992302774870263	
YDL157C			-0.4843974593752695	
YDL168W			-1.3153921747641706	
YDL179W			-1.341479615952591	
YDL182W			-1.356937034376384	
YDL196W			-1.185003730394383	
YDL207W			-1.247613589246592	
YDL210W			-0.7128941872424441	
YDL214C			-0.5445204780394236	
YDR001C			-1.0479349506174669	
YDR005C			-1.3051034830057469	
YDR013W			-1.1502854909062419	
YDR020C			-0.48576278340008405	
YDR021W			-0.49180921836711977	
YDR022C			-0.6538439231692158	-2.496046240378227
YDR098C			-0.6519909834212531	
YDR102C			-1.3910701349967474	
YDR111C			-1.166961948637905	
YDR137W			-0.5814817498540455	
YDR141C			-1.0460820108695044	
YDR145W			-1.4229602032906297	
YDR146C			-0.774333768359098	
YDR165W			-2.226160822460092	
YDR197W			-0.5408633601158133	
YDR203W			-0.9081355227909221	
YDR210W			-0.5513958597358112	
YDR220C			-0.46869623308990244	
YDR221W			-1.1806639504583651	
YDR234W			-1.1771531172516994	
YDR239C			-0.7148446501350363	
YDR247W			-0.8400643678394547	
YDR249C			-0.7656542084870628	
YDR256C			-1.2857939003690841	
YDR258C			-0.967819687304243	
YDR263C			-1.6012812732458703	
YDR267C			-0.7870117771609473	
YDR276C			-0.7168438745999434	
YDR278C			-0.7109924859221668	
YDR296W			-0.7622896599973413	
YDR298C			-0.5248208028242426	
YDR314C			-0.7477587114475295	
YDR320C			-0.6774445241695812	
YDR321W			-0.598109446013394	
YDR323C			-0.693194512027263	
YDR327W			-0.8016890104277035	
YDR330W			-0.6352657641172751	
YDR332W			-0.6607193048656032	
YDR350C			-0.7862803535762252	
YDR415C			-0.8881432781418521	
YDR418W			-1.0611980982870939	
YDR425W			-0.7785272635781713	
YDR427W			-0.45977286535629314	
YDR430C			-0.40359953404963816	
YDR457W			-0.5818230808602493	
YDR461W			-1.1888558946072525	
YDR470C			-1.5817766443199486	
YDR486C			-0.9096471315326811	
YDR490C			-1.1718381058693856	
YDR498C			-0.8000311169690002	
YDR515W			-0.6747626376922669	
YDR521W			-0.9632360995066513	
YEL004W			-0.5535413689176625	
YEL017C-A			-1.1728620988879965	
YEL032W			-0.9427074775621185	
YEL048C			-0.54915282740933	
YER149C			-0.5181892289894291	
YFL009W			-0.8689799802221339	
YFL014W			-0.7666294399333589	
YFL016C			-0.8430388237506578	
YFL040W			-0.9749388768622045	
YFL042C			-0.7262060964843858	
YFL051C			-1.1251245195918027	
YFL063W			-0.8943847593981471	
YFR004W			-1.3977504704038757	
YFR006W			-0.5572472484135877	
YFR009W			-0.9185704992662903	
YFR011C			-0.51799418270017	
YFR013W			-0.9735735528373899	
YFR015C			-0.5862116223685816	
YFR024C-A			-0.6433601851215327	
YFR027W			-0.7314723462943847	
YFR029W			-1.3331901486590743	
YFR031C			-0.7392741978647536	
YFR032C			-0.46806233264980995	
YFR035C			-0.5317937076652597	
YFR040W			-1.3560105645024028	
YFR047C			-0.8853151069475934	
YGL007W			-1.0752414311137577	
YGL014W			-0.7275226589368855	
YGL017W			-0.8962376991461097	
YGL022W			-0.876928116509447	
YGL026C			-0.804078327471129	
YGL033W			-1.0750463848244984	
YGL043W			-0.6136643875818167	
YGL050W			-1.832801218596563	
YGL051W			-0.9621145833434107	
YGL055W			-0.5722170511142327	
YGL077C			-0.8380163818022329	
YGL083W			-0.468549948372958	
YGL094C			-1.0968915692215309	
YGL096W			-0.6959251600768921	
YGL131C			-1.2342041568600208	
YGL132W			-0.6975830535355955	
YGL133W			-1.53389278030681	
YGL157W			-0.6117626862615393	
YGL175C			-0.6308284610366279	
YGL196W			-1.661014199331506	
YGL197W			-1.1922692046692889	
YGL199C			-0.7260598117674414	
YGL212W			-0.8457694718002868	
YGL217C			-0.6261473500944067	
YGL238W			-0.9205209621588823	-3.0986050975723676
YGL246C			-0.8847787296521307	
YGL247W			-0.5051698891813763	
YGL256W			-1.48152285164071	
YGL260W			-0.7675559098073402	
YGR003W			-0.5460320867811825	
YGR004W			-0.7168926361722582	
YGR016W			-0.8010063484152962	
YGR018C			-0.4700615571147169	
YGR020C			-0.8520109530565818	
YGR022C			-0.3552768158856668	
YGR025W			-0.757364741193546	
YGR035C			-0.9587500348536893	
YGR039W			-0.7440528319516043	
YGR045C			-1.0234566413154351	
YGR047C			-1.078167125452646	
YGR064W			-0.9971741538377553	
YGR076C			-0.9000411017866644	
YGR083C			-0.5386203277893323	
YGR090W			-1.4834245529609875	
YGR115C			-3.093921763374356	
YGR116W			-3.0442337211855697	
YGR120C			-0.7544878084269726	
YGR124W			-0.7229878327116087	
YGR130C			-1.3584974046904579	
YGR131W			-0.8953599908444432	
YGR141W			-0.7027517802009647	
YGR142W			-1.4262272286357216	
YGR145W			-0.7046534815212422	
YGR151C			-0.9059412520367557	
YGR156W			-1.27306712999492	
YGR157W			-1.6734484002717813	
YGR163W			-1.5327712641435696	
YGR176W			-0.810758662878257	
YGR178C			-0.7929119274110387	
YGR184C			-1.1834433600803091	
YGR187C			-0.6051311124267258	
YGR192C			-1.2440539944676114	
YGR221C			-0.4563595552942568	
YGR235C			-0.7913515570969649	
YGR236C			-0.7080667915832785	
YGR237C			-0.7252796266104046	
YGR240C			-1.192171681524659	
YGR247W			-0.4586513491930526	
YGR251W			-0.4771807466726784	
YGR254W			-0.9168150826629572	
YGR273C			-0.6453594095864397	
YGR274C			-2.333094950546459	
YGR282C			-1.2822830671624184	
YGR283C			-0.5586125724384021	
YGR285C			-0.5032194262887841	
YGR289C			-3.330512912245788	
YGR291C			-0.46284484441212587	
YHR004C			-0.7064088981245751	
YHR005C			-0.9311509849235098	
YHR013C			-0.6004012399121897	
YHR014W			-0.6214662391521854	
YHR034C			-0.5847975367714523	
YHR047C			-0.4356358870604648	
YHR061C			-0.6595002655577331	
YHR067W			-0.7326913856022548	
YHR117W			-0.4542628076847202	
YHR139C			-0.5827983123065453	
YHR198C			-0.6755428228493038	
YHR209W			-0.7307409227096626	
YIL106W			-0.46947641824693925	
YIL112W			-1.362203284186383	
YIL114C			-1.0130704264123815	
YIL122W			-0.6477487266298652	
YIL129C			-0.5196520761588733	
YIL135C			-1.3995058870072086	
YIR001C			-0.7583399726398421	
YIR013C			-0.4419748914613894	
YIR016W			-0.7949111518759456	
YIR020C			-0.44373030806472247	
YIR026C			-0.8582036727405621	
YIR035C			-0.5026830489933213	
YIR036C			-0.4813254803194368	
YJL001W			-0.9912740035876639	
YJL004C			-0.5562232553949769	
YJL165C			-1.5748037394789314	
YJL191W			-1.1361446349349487	
YJL195C			-0.48239823491036254	
YJR002W			-0.3967729139255655	
YJR003C			-0.5061938821999872	
YJR004C			-0.6708129503347677	
YJR015W			-0.6651078463739356	
YJR022W			-0.6621333904627326	
YJR024C			-1.1283915449368946	
YJR054W			-1.410672287067299	
YJR055W			-0.4924431188072123	
YJR066W			-0.5681210790397891	
YJR067C			-0.9400255910848043	
YJR076C			-0.5754840764593246	
YJR096W			-1.6064987614835546	
YJR103W			-0.4798626331499927	
YJR113C			-0.8975542615986094	
YJR124C			-0.6329739702184793	
YJR144W			-0.5342317862809999	
YJR150C			-0.6364360418528304	
YKL007W			-0.6008400940630231	
YKL008C			-1.4603603292560847	
YKL026C			-0.7651665927639149	
YKL027W			-0.6801751722192102	
YKL033W			-0.9760603930254449	
YKL041W			-0.6059112975837627	
YKL043W			-0.5138006874810968	
YKL046C			-0.7912540339523352	
YKL052C			-0.5321838002437781	
YKL061W			-1.346697104190275	
YKL063C			-0.7087982151680006	
YKL078W			-0.7770156548364123	
YKL103C			-0.5862603839408965	
YKL121W			-0.8018352951446479	
YKL152C			-0.6011814250692267	
YKL153W			-0.6280002898423692	
YKL162C			-0.5500792972833114	
YKL172W			-0.7916928881031685	
YKL187C			-0.647261110906717	
YKL190W			-0.6219050933030187	
YKL191W			-1.0495440825038556	
YKL192C			-1.2062150143513228	
YKL195W			-0.44841141900694365	
YKL202W			-1.0027817346539578	
YKL204W			-0.9648939929653546	
YKL207W			-0.4290043132256514	
YKR007W			-0.8321162315521415	
YKR012C			-0.8740024221705587	
YKR014C			-0.9411958688203595	
YKR028W			-0.8423561617382505	
YKR033C			-0.5839198284697859	
YKR037C			-0.7746750993653015	
YKR040C			-0.5581249567152542	
YKR045C			-0.48308089692276973	
YKR046C			-0.43261266957694694	
YKR049C			-0.6228803247493148	
YKR051W			-0.8288492062070496	
YKR052C			-0.5307697146466488	
YKR066C			-0.9368073273120272	-2.230723608166304
YKR067W			-1.5688548276565253	
YKR069W			-0.7746750993653015	
YKR072C			-1.73371770365288	
YKR074W			-0.9526548383143386	
YKR080W			-0.8271913127483462	
YKR084C			-0.4069153209670449	
YKR090W			-0.6680335407128238	
YKR092C			-1.1976329776239172	
YKR103W			-0.49649032930934106	
YKR104W			-0.9476811579382286	
YLL013C			-0.781306673200115	
YLL025W			-0.7378113506953093	
YLL044W			-0.5518834754589592	
YLR004C			-0.7776983168488196	
YLR010C			-0.7624359447142858	
YLR013W			-0.8730759522965775	
YLR025W			-0.8724908134287997	
YLR027C			-0.5766543541948799	
YLR030W			-0.7119677173684629	
YLR034C			-0.8491340202900083	
YLR041W			-0.6903663408330044	
YLR042C			-0.6541852541754194	-1.9400633790049222
YLR044C			-1.1863690544191974	
YLR045C			-0.6600366428531959	
YLR048W			-1.0668056791032965	
YLR055C			-0.8048097510558508	
YLR056W			-0.7296194065464222	
YLR058C			-1.3178790149522255	
YLR077W			-0.7709692198693765	
YLR079W			-0.6080568067656141	
YLR089C			-0.44758247227759196	
YLR092W			-1.3357257504194442	
YLR101C			-0.562659782940531	
YLR102C			-0.6683748717190275	
YLR104W			-0.6633524297706026	
YLR126C			-0.7512695446541955	
YLR130C			-1.423886673164611	
YLR139C			-1.634097811413734	
YLR142W			-0.6679360175681943	
YLR153C			-0.6814429730993952	
YLR163C			-1.1127390802238424	
YLR164W			-0.8538638928045443	-2.025349447158835
YLR168C			-1.0673420563987592	
YLR175W			-0.7096271618973522	
YLR178C			-0.8455256639387129	
YLR180W			-0.6451643632971805	
YLR199C			-0.5942085202282097	
YLR204W			-0.739664290443272	
YLR212C			-0.590112548153766	
YLR213C			-0.8060775519360359	
YLR216C			-0.6271225815407028	
YLR217W			-0.8423561617382505	
YLR243W			-0.8955550371337024	
YLR247C			-0.9091595158095328	
YLR266C			-0.7130404719593886	
YLR272C			-0.6062038670176516	
YLR273C			-0.4907364637761941	
YLR274W			-0.8900449794621295	
YLR305C			-0.584651252054508	
YLR317W			-0.587138092242563	
YLR323C			-0.6370211807206081	
YLR324W			-0.8760016466354656	
YLR326W			-0.9796199878044257	
YLR335W			-0.7444916861024375	
YLR337C			-0.8141232113679786	
YLR339C			-0.6585737956837519	
YLR340W			-0.5728509515543252	
YLR344W			-0.5555405933825696	
YLR346C			-0.49546633629073017	
YLR347C			-0.8952624676998137	
YLR353W			-0.5208223538944285	
YLR369W			-0.5284779207478529	
YLR379W			-0.7995922628181669	
YLR380W			-0.6453594095864397	
YLR384C			-1.0976229928062529	
YLR389C			-0.7686286643982658	
YLR399C			-1.2849161920674177	
YLR401C			-0.6875381696387457	
YLR403W			-1.7322548564834357	
YLR407W			-1.0497391287931146	
YLR410W			-0.4691350872407356	
YLR415C			-0.6421899073859774	
YLR417W			-0.7609243359725268	
YLR421C			-0.8373824813621406	
YLR424W			-1.1160061055689343	
YLR430W			-0.6976318151079103	
YLR435W			-1.0383776824437654	
YLR437C			-0.5831396433127489	
YLR439W			-0.8648840081476903	
YLR446W			-0.7553167551563242	
YLR455W			-1.067927195266537	
YML021C			-0.8226564865230694	
YML043C			-1.2604866443377005	
YML066C			-0.8073453528162208	
YML068W			-1.3148557974687076	
YML094C-A			-0.5696814493538629	
YML101C-A			-1.2585361814451084	
YML102W			-1.1364372043688376	
YML106W			-1.1115200409159722	
YML107C			-1.186027723412994	
YML108W			-0.738152681701513	
YML109W			-0.5696814493538629	
YML111W			-0.6087882303503361	
YML113W			-0.9055511594582374	
YML119W			-0.8344567870232522	
YML121W			-1.795839946781941	
YML122C			-1.6741310622841885	
YMR064W			-0.8519621914842671	
YMR066W			-1.4393928531607187	
YMR071C			-0.7225002169884607	
YMR079W			-0.44748494913296233	
YMR083W			-0.6582324646775481	
YMR085W			-0.76136319012336	
YMR086W			-0.9595302200107262	
YMR087W			-1.1706678281338303	
YMR088C			-1.2176252222729873	
YMR130W			-0.9374412277521196	
YMR133W			-0.8278252131884387	
YMR135C			-0.9168150826629572	
YMR135W-A			-0.5016590559747104	
YMR156C			-0.9692825344736871	
YMR164C			-0.5604167506140499	
YMR179W			-0.4403169980026861	
YMR232W			-0.6945110744797628	
YMR251W			-0.744637970819382	
YMR251W-A			-0.7070915601369824	
YMR264W			-0.5169214281092442	
YMR276W			-0.8895086021666667	
YMR283C			-0.44841141900694365	
YNL009W			-0.8982856851833315	
YNL020C			-0.6552580087663451	
YNL026W			-0.7539514311315096	
YNL031C			-1.4741110926488599	
YNL040W			-0.9096958931049958	
YNL049C			-0.4477775185668512	
YNL053W			-1.1351206419163378	
YNL055C			-0.5015615328300808	
YNL059C			-1.179786242156699	
YNL095C			-0.4232016861201896	
YNL098C			-1.0357445575387658	
YNL107W			-1.50770781597376	
YNL109W			-1.0239930186108979	
YNL118C			-0.8060775519360359	
YNL127W			-0.5629523523744198	
YNL130C			-0.8172439519961262	
YNL134C			-0.743370169939197	
YNL170W			-0.920374677441938	
YNL189W			-1.0283815601192303	
YNL191W			-0.49941602364822935	
YNL200C			-0.4481676111453696	
YNL220W			-1.0709991743223697	
YNL284C			-0.9166200363736979	
YNL315C			-0.5448130474733125	
YNR047W			-1.0603691515577423	
YNR051C			-0.5639763453930308	
YNR070W			-0.7244506798810529	
YNR071C			-0.8782446789619467	
YNR072W			-2.0156571147770803	
YOL019W			-4.49562192113573	
YOL063C			-0.4591389649162007	
YOL088C			-0.7969103763408526	
YOL093W			-0.6830033434134689	
YOL094C			-0.7353245105072543	
YOL103W			-1.0217987478567319	
YOL104C			-1.0618319987271863	
YOL106W			-0.8971641690200909	
YOL107W			-0.8383089512361217	
YOL108C			-0.9083305690801812	
YOL112W			-1.1246369038686548	
YOL115W			-1.0201408543980284	
YOL117W			-1.946366920517743	
YOL118C			-1.4449029108322917	
YOL119C			-1.0392553907454316	
YOL124C			-0.8712230125486149	
YOL131W			-0.7380551585568834	
YOL151W			-0.5546141235085883	
YOR025W			-0.4114501471923217	
YOR046C			-0.8688336955051895	
YOR047C			-0.5607093200479388	
YOR053W			-0.6754452997046742	
YOR055W			-1.4321273788858129	
YOR059C			-0.5036582804396174	
YOR068C			-0.9896161101289607	
YOR087W			-0.632047500344498	
YOR098C			-1.1706190665615155	
YOR104W			-0.5826520275896009	
YOR120W			-1.2509781377363136	
YOR123C			-0.8137818803617749	
YOR193W			-1.0048297206911796	
YOR203W			-1.0480324737620967	
YOR239W			-0.7561457018856759	
YOR250C			-1.6933431217762216	
YOR304W			-0.7494653664785477	
YOR306C			-0.3420136682160399	
YOR333C			-1.6562355652446552	
YOR345C			-1.1130316496577313	
YOR379C			-0.826021035012791	
YPL012W			-0.6558431476341227	
YPL016W			-1.1749588464975331	
YPL018W			-0.8499142054470453	
YPL022W			-0.7398593367325311	
YPL025C			-1.39789675512082	
YPL039W			-0.7434676930838267	
YPL066W			-0.5223827242085024	
YPL070W			-0.9977592927055331	
YPL071C			-0.7255721960442935	
YPL077C			-0.7051410972443902	
YPL078C			-0.9976617695609034	
YPL097W			-0.6678384944235647	
YPL099C			-0.709432115608093	
YPL100W			-0.5076079677971166	
YPL102C			-0.6863678919031905	
YPL104W			-1.624345496950773	
YPL105C			-0.9328088783822133	
YPL110C			-0.7732610137681724	
YPL113C			-0.8058337440744618	
YPL118W			-0.4735723903213829	
YPL120W			-0.6951937364921701	
YPL121C			-0.8751239383337993	
YPL122C			-2.1559441583267733	
YPL124W			-1.0258459583588606	
YPL136W			-0.6786635634774513	
YPL137C			-0.5868942843809889	
YPL138C			-0.4818130960425848	
YPL141C			-0.7901812793614096	
YPL144W			-1.0346230413755253	
YPL145C			-1.6545289102136371	
YPL147W			-0.8645914387138015	
YPL151C			-0.7174777750400357	
YPL152W			-0.9777670480564631	
YPL153C			-0.6841736211490242	
YPL156C			-1.0236516876046944	
YPL158C			-0.9167663210906424	
YPL164C			-0.9426587159898037	
YPL166W			-1.0475448580389486	
YPL168W			-0.6269762968237583	
YPL170W			-1.0105348246520118	
YPL171C			-0.7860365457146511	
YPL172C			-0.5710955349509922	
YPL174C			-1.0709504127500549	
YPL178W			-0.8414784534365841	
YPL180W			-1.8431386719273013	
YPL185W			-0.8055411746405731	
YPL229W			-1.2740423614412162	
YPL230W			-1.1970478387561396	
YPL245W			-1.637998737198918	
YPR001W			-0.7106023933436483	
YPR012W			-0.8175852830023298	
YPR013C			-1.2039232204525272	
YPR018W			-2.197245210077413	
YPR028W			-0.6791024176282845	
YPR032W			-0.5534926073453477	
YPR041W			-0.6493090969439389	
YPR057W			-0.987811931953313	
YPR061C			-0.5910877796000622	
YPR077C			-0.8375287660790849	
YPR091C			-0.6436039929831068	
YPR096C			-1.1496028288938347	
YPR101W			-0.650040520528661	
YPR106W			-1.1338528410361528	-3.162458895597369
YPR107C			-0.636045949274312	
YPR111W			-0.8862415768215748	
YPR114W			-1.4302256775655355	-3.0148233188650324
YPR119W			-1.1749100849252183	
YPR121W			-0.924616934233326	
YPR123C			-0.8037369964649252	-2.0827224822164006
YPR124W			-1.2033868431570642	
YPR127W			-0.8864853846831489	
YPR133W-A			-0.8105636165889979	
YPR135W			-0.7463446258504002	
YPR136C			-0.8925805812224993	
YPR140W			-1.4283239762452582	
YPR141C			-0.5607580816202536	
YPR147C			-0.6004012399121897	
YPR152C			-0.6549166777601414	
YPR154W			-0.9904450568583123	
YPR155C			-0.6394104977640335	
YPR156C			-0.8491827818623232	
YPR158W			-0.7062626134076307	
YPR159W			-1.0128266185508077	
YPR160W			-0.5718269585357143	
YPR164W			-0.5999136241890417	
YPR167C			-0.8688336955051895	
YPR171W			-0.7854514068468735	
YPR174C			-0.9906401031475716	
YPR184W			-1.0964527150706975	
YPR189W			-0.7585837805014161	
YPR190C			-1.0391578676008022	
YPR191W			-0.9750851615791488	
YPR192W			-0.8601053740608393	
YPR193C			-1.117371429593749	
YPR196W			-1.028722891125434	
YPR198W			-1.0149233661603443	
YAL042W				-2.948682864307082
YCL005W				-3.8146555167305296
YCL008C				-2.4674519370675734
YDL175C				-2.783307000524245
YDR240C				-2.745956107615593
YDR495C				-3.3290216740026004
YFL017W-A				-3.139689479293694
YFL053W				-3.0199944105332346
YFL055W				-3.0533936694525243
YGL245W				-2.9850288703123136
YGR054W				-3.0371587388340604
YHR091C				-3.056848568362377
YHR094C				-3.3655676330824726
YHR095W				-3.4905919741051314
YIL014C-A				-7.626871851357029
YIL065C				-2.861198966159519
YIL086C				-15.157742433107973
YIL095W				-6.485458663728315
YLR192C				-2.158545883146127
YMR004W				-2.6034932763789334
YNR038W				-2.870079752864719
YOL023W				-3.572528294765983
YPL034W				-2.370528045136772
YPR201W				-2.0112875391221396
