orf	hap a | cell conductivity | electric field [300 kHz] | YPD + G418 [100 ug/ml] | Vahey MD~Voldman J, 2013	hap a | cell conductivity | electric field [10 MHz] | YPD + G418 [100 ug/ml] | Vahey MD~Voldman J, 2013
YPL134C	0.2636	-0.0601
YPL135W	0.0351	-0.2912
YPL136W	0.2569	-0.0779
YPL137C	0.0462	-0.0385
YPL138C	-0.2143	0.2084
YPL139C	0.2331	0.1033
YPL140C	0.1594	-0.1195
YPL141C	-0.585	-0.1354
YPL144W	0.2038	0.3772
YPL145C	0.6434	0.1191
YPL147W	0.6225	0.1598
YPL149W	0.0418	0.2006
YPL150W	0.0602	-0.0092
YPL152W	-1.0426	0.2528
YPL154C	1.2421	0.5663
YPL155C	0.0639	-0.3266
YPL156C	0.9003	0.068
YPL157W	0.5287	-0.0506
YPL158C	-0.0421	-0.2172
YPL159C	-0.7841	0.2346
YPL161C	-0.4373	0.2217
YPL162C	-0.1938	0.2581
YPL163C	0.3045	-0.1646
YPL164C	-0.225	0.3031
YPL165C	-0.1791	0.0024
YPL166W	0.0384	-0.0702
YPL167C	-0.2319	-0.0388
YPL168W	0.2653	-0.1005
YPL170W	-0.0613	0.1116
YPL171C	-0.2269	0.1276
YPL172C	-0.0404	-0.1352
YPL173W	0.7433	-0.3018
YPL174C	0.8262	0.043
YPL176C	-0.5826	-0.0657
YPL177C	-0.0581	0.3885
YPL178W	0.4496	0.1091
YPL179W	-0.7912	-0.4026
YPL180W	0.9344	0.0324
YPL181W	0.2109	-0.1946
YPL183C	0.4669	0.366
YPL183W-A	0.7237	0.0568
YPL184C	-0.1636	-0.4776
YPL185W	-0.0833	0.0563
YPL186C	0.4031	-0.0495
YPL187W	0.4954	0.369
YPL188W	0.4782	-0.3193
YPL189W	0.16645	0.15835
YPL191C	0.3925	0.0748
YPL192C	0.1133	-0.1632
YPL193W	0.156	-1.2294
YPL194W	0.20355	0.0837
YPL195W	-0.1518	-0.2614
YPL196W	-0.3225	0.0443
YPL197C	0.7824	-0.189
YPL198W	0.9475	0.4252
YPL199C	0.5292	0.0549
YPL200W	0.1763	-0.0384
YPL201C	0.4355	-0.1031
YPL202C	-0.2957	0.1087
YPL203W	-0.4496	0.467
YPL205C	0.801	-0.5584
YPL206C	0.3136	0.2658
YPL207W	0.2938	0.2756
YPL208W	-0.0225	-0.0348
YPL212C	-0.3976	0.0318
YPL213W	0.3498	0.0151
YPL214C	0.2842	0.0202
YPL215W	0.2942	-0.3842
YPL216W	0.2041	-0.0822
YPL219W	0.3055	0.2145
YPL220W	0.7003	-0.3439
YPL221W	0.1072	-0.0307
YPL222W	-0.2017	0.6207
YPL223C	0.0407	0.0343
YPL224C	0.6499	-0.2984
YPL225W	0.0576	-0.6947
YPL226W	0.2631	-0.7415
YPL227C	-0.4581	0.1112
YPL229W	-0.4036	0.1055
YPL230W	0.2807	0.0382
YPL232W	-0.8139	-0.3558
YPL236C	-0.0001	0.0155
YPL239W		-0.1008
YPL240C	0.4412	-0.0794
YPL241C	0.3506	0.0495
YPL244C	0.6031	0.3025
YPL245W	0.2807	-0.2789
YPL246C	-0.2311	-0.0231
YPL247C	0.2727	0.0784
YPL248C	0.0969	-0.1115
YPL249C	0.4509	-0.1053
YPL250C	0.3625	0.4463
YPL253C	0.0344	0.0771
YPL254W	0.087	-0.5334
YPL256C	0.1484	0.0957
YPL257W	0.554	0.9048
YPL258C	0.7487	-0.0061
YPL259C	0.2282	-0.2843
YPL260W	-0.005	-0.1524
YPL261C	-0.4867	-0.0608
YPL262W	0.8111	-0.4151
YPL263C	-0.0359	0.1474
YPL264C	0.2587	-0.2096
YPL265W	-0.1021	0.1884
YPL267W	-0.0888	0.352
YPL268W	0.2004	-0.0821
YPL269W	0.2303	-0.2134
YPL270W	0.2905	-0.1024
YPL271W	-0.0117	-1.0462
YPL272C	-0.0075	-0.1055
YPL273W	0.2212	-0.0562
YPL274W	-0.3452	-0.2729
YPR001W	0.1493	0.0337
YPR003C	-0.1384	0.1845
YPR004C	0.1168	0.187
YPR005C	0.2171	0.2167
YPR006C	-0.1717	-0.1423
YPR007C	0.3676	-0.0896
YPR008W	0.2346	-0.0065
YPR009W	-0.1073	0.1887
YPR011C	-0.2446	0.2876
YPR012W	0.2263	-0.1198
YPR013C	0.0466	0.0163
YPR014C	0.131	-0.0978
YPR015C	0.1708	0.1668
YPR017C	-0.1241	0.1221
YPR018W	0.1895	-0.0303
YPR020W	0.8169	0.8065
YPR021C	0.2013	0.0551
YPR022C	0.2247	0.2715
YPR023C	0.208	0.1764
YPR024W	1.1498	-0.4131
YPR026W	-0.5977	0.3755
YPR027C	-0.2585	0.2078
YPR028W	-0.1033	-0.023
YPR029C	-0.2824	0.0147
YPR030W	0.0508	-0.0592
YPR031W	0.3703	-0.1255
YPR032W	-0.16	0.5248
YPR037C	0.3494	-0.0851
YPR038W	0.146	0.1809
YPR039W	0.2674	0.3147
YPR040W	0.1708	0.0355
YPR042C	-0.1812	0.1396
YPR043W	0.171	-0.3395
YPR044C	-0.0214	-0.4277
YPR046W	0.1832	0.0215
YPR047W	0.1821	-0.4822
YPR049C	0.424	-0.2407
YPR050C	0.6672	0.0596
YPR051W	-0.0445	0.2459
YPR052C	0.7272	0.0942
YPR053C	0.2172	-0.1645
YPR054W	0.2564	-0.0853
YPR057W	0.0595	-0.4191
YPR058W	0.1742	0.0815
YPR059C	0.2774	0.3739
YPR060C	0.3609	0.1195
YPR061C	-0.1003	-0.1427
YPR062W	-0.3992	0.1784
YPR063C	0.7898	-0.0083
YPR064W	0.0045	0.1264
YPR065W	-0.3285	0.1236
YPR066W	0.3718	0.2652
YPR067W		-0.1226
YPR068C	0.1382	0.0434
YPR069C	0.078	0.0665
YPR070W	-0.4541	-0.2871
YPR071W	0.9121	0.2614
YPR073C	0.0152	0.1109
YPR074C	0.4773	-0.1007
YPR075C	0.393	0.1806
YPR076W	0.1778	0.1429
YPR077C	0.6666	-0.0978
YPR078C	-0.0437	0.0268
YPR079W	-0.3603	0.0992
YPR083W	0.3803	0.0068
YPR084W	0.3048	0.383
YPR087W	0.7845	0.1279
YPR089W	0.011	-0.0705
YPR091C	-0.1007	0.3444
YPR092W	0.0783	-0.1704
YPR093C	-0.1694	0.0743
YPR095C	-0.1284	0.1809
YPR096C	0.6949	0.1604
YPR097W	0.5573	0.0363
YPR098C	-0.0248	-0.0884
YPR100W	0.5311	-0.4874
YPR101W	1.1764	-0.6871
YPR106W	0.0827	-0.0086
YPR109W	0.3263	0.1081
YPR111W	0.4209	1.2093
YPR114W	-0.1013	-0.3293
YPR115W	0.5087	-0.088
YPR116W	0.3572	-0.2734
YPR117W	0.253	0.3665
YPR118W	0.2752	-0.1466
YPR119W	1.136	0.7753
YPR120C	0.4134	0.2051
YPR121W	0.259	0.731
YPR122W	0.5602	0.2391
YPR123C	0.463	0.3877
YPR125W	-0.3296	-0.1772
YPR126C	0.2073	0.3174
YPR127W	-0.1361	0.1976
YPR128C	0.72	0.4923
YPR129W	0.0533	-0.1633
YPR130C	0.7734	0.1349
YPR132W	0.3896	-0.1584
YPR133W-A	0.4715	0.7919
YPR134W	0.1711	-0.1093
YPR135W	0.0787	0.6247
YPR138C	0.1107	0.1421
YPR139C	0.3285	-0.4566
YPR140W	0.1606	0.1827
YPR141C	0.0632	-0.2507
YPR145W	0.2398	-0.1939
YPR146C	0.1438	0.2602
YPR147C	0.2761	-0.1539
YPR148C	0.3637	-0.103
YPR149W	0.3098	0.1947
YPR150W	0.0295	0.2867
YPR151C	0.6398	0.9846
YPR152C	0.3314	0.165
YPR153W	0.14	-0.2498
YPR154W	-0.1233	0.274
YPR155C	0.1029	0.1928
YPR156C	0.3237	0.3764
YPR157W	0.203	0.0866
YPR158W	-0.0731	-0.208
YPR159C-A	0.3537	
YPR159W	-0.0866	-0.4902
YPR160W	2.1888	-1.4486
YPR164W	0.3025	-0.2818
YPR166C	0.436	-0.0265
YPR167C	0.191	-0.3619
YPR170C	0.3209	-0.1353
YPR171W	0.086	0.059
YPR172W	0.3375	0.5923
YPR173C	0.8504	-0.7719
YPR174C	0.0412	0.9054
YPR179C	-0.8489	0.2531
YPR184W	-0.0599	-0.1856
YPR185W	-0.5115	0.1584
YPR188C	-0.1422	-0.1325
YPR189W	-0.2629	0.2014
YPR191W	0.4799	-0.5712
YPR192W	-0.376	-0.3416
YPR193C	-0.0346	0.2023
YPR194C	0.1086	-0.0959
YPR195C	0.4659	-0.2163
YPR196W	0.4541	0.0139
YPR197C	0.4183	-0.0616
YPR198W	0.7362	0.0914
YPR199C	0.0833	0.2444
YPR200C	-0.0363	-0.0438
YPR201W	0.3888	0.2269
