orf	hap a | growth (colony size + intensity) | acetaminophen [100 mM], temperature [37 C] | YPD | Huseinovic A~Vos JC, 2017	hap a | growth (colony size) | acetaminophen [50 mM], temperature [30 C] | YPD | Huseinovic A~Vos JC, 2017	hap a | growth (colony size) | acetaminophen [60 mM], temperature [30 C] | YPD | Huseinovic A~Vos JC, 2017	hap a | growth (colony size) | acetaminophen [70 mM], temperature [30 C] | YPD | Huseinovic A~Vos JC, 2017	hap a | growth (colony size) | acetaminophen [80 mM], temperature [30 C] | YPD | Huseinovic A~Vos JC, 2017	hap a | growth (colony size) | acetaminophen [90 mM], temperature [30 C] | YPD | Huseinovic A~Vos JC, 2017	hap a | growth (colony size) | acetaminophen [100 mM], temperature [30 C] | YPD | Huseinovic A~Vos JC, 2017	hap a | growth (colony size) | acetaminophen [50 mM], temperature [37 C] | YPD | Huseinovic A~Vos JC, 2017	hap a | growth (colony size) | acetaminophen [60 mM], temperature [37 C] | YPD | Huseinovic A~Vos JC, 2017	hap a | growth (colony size) | acetaminophen [70 mM], temperature [37 C] | YPD | Huseinovic A~Vos JC, 2017	hap a | growth (colony size) | acetaminophen [80 mM], temperature [37 C] | YPD | Huseinovic A~Vos JC, 2017
YBL043W	19.3839										
YBL044W	16.554299999999998										
YBL045C	17.510089999999998										
YBL046W	21.6961	1.1785714285714286	1.25	1.375	1.4892857142857143	1.5178571428571428	0.9892857142857143	1.0210526315789474	1.1070175438596492	1.1508771929824562	0.9754385964912281
YBL047C	20.7488	1.1402214022140222	1.1992619926199262	1.1623616236162362	1.2988929889298892	1.3800738007380073	0.8118081180811808	0.9441707717569786	1.026272577996716	0.7520525451559934	0.42857142857142855
YBL048W	22.716749999999998										
YBL049W	21.67405										
YBL051C	45.5979	1.0077821011673151	1.11284046692607	1.0544747081712063	1.1828793774319066	1.0428015564202335	0.5680933852140078	0.7692307692307693	0.6678321678321678	0.6101398601398601	0.32867132867132864
YBL052C	26.707250000000002	1.1891891891891893	1.1196911196911197	1.0463320463320462	1.0733590733590734	1.166023166023166	0.5984555984555985	0.8638838475499092	0.8185117967332124	0.6787658802177858	0.40834845735027225
YBL053W	38.4576										
YBL054W	27.738549999999996										
YBL055C	20.383699999999997										
YBL056W	12.426549999999999										
YBL057C											
YBL058W	5.67684	0.9405405405405406	0.8918918918918919	0.7027027027027027	0.9297297297297298	0.7189189189189189	0.3621621621621622	0.6463414634146342	0.7073170731707317	0.7195121951219512	0.3780487804878049
YBL059W	15.724799999999998										
YBL060W	22.5148										
YBL061C	17.528985	1.0715532286212914	1.1448516579406631	0.9982547993019197	1.1204188481675392	1.0610820244328099	0.5654450261780105	0.8438661710037175	0.6895910780669146	0.49070631970260226	0.3141263940520446
YBL062W	26.7642										
YBL063W	54.31375										
YBL064C	34.10965										
YBL065W	30.1569										
YBL066C		1.1218637992831542	1.168458781362007	1.1971326164874552	1.2114695340501793	1.157706093189964	0.5017921146953405	0.889763779527559	0.8944881889763779	0.6881889763779527	0.45354330708661417
YBL067C	25.33395	1.0961538461538463	1.146153846153846	1.1384615384615384	1.2076923076923076	1.0307692307692307	0.43846153846153846	0.9432234432234432	0.8424908424908425	0.6794871794871795	0.5036630036630036
YBL068W	11.316199999999998										
YBL069W	19.42975										
YBL070C	1.01656										
YBL071C	21.916249999999998										
YBL072C	53.0764	1.2038461538461538	1.1846153846153846	1.0615384615384615	1.1307692307692307	0.9692307692307692	0.4115384615384615	0.705244122965642	0.39059674502712477	0.33273056057866185	0.20614828209764918
YBL075C	21.562350000000002	1.0594795539033457	1.0446096654275092	1.0483271375464684	1.178438661710037	1.1486988847583643	0.6431226765799256	0.8561525129982669	0.8353552859618717	0.8058925476603119	0.5251299826689775
YBL078C	24.5432	1.0888030888030888	1.0617760617760619	1.0772200772200773	1.0965250965250966	1.1235521235521235	0.7065637065637066	0.8369175627240143	0.7777777777777778	0.7544802867383512	0.4336917562724014
YBL079W	37.0636	1.0860655737704918	1.1229508196721312	1.1188524590163935	1.1557377049180328	1.1557377049180328	0.6598360655737705	0.8422131147540983	0.7868852459016393	0.7950819672131147	0.4610655737704918
YBL080C	25.4542										
YBL081W	28.1648	1.1379310344827587	1.2438423645320198	1.2266009852216748	1.2438423645320198	1.3300492610837438	0.7832512315270936	0.7463157894736843	0.68	0.46	0.2031578947368421
YBL082C	21.0826	0.9875886524822695	1.0319148936170213	0.9432624113475178	1.148936170212766	1.0656028368794326	0.5673758865248227	0.8107202680067002	0.7202680067001676	0.5979899497487438	0.40033500837520936
YBL083C											
YBL084C		0.9126637554585153	1.0087336244541485	1.0436681222707425	1.1528384279475983	1.1746724890829694	0.5982532751091703	1.19	0.97	1.9	1.07
YBL085W	23.57285	1.1885245901639345	1.5163934426229508	1.3934426229508197	1.4098360655737705	1.6024590163934427	0.9016393442622951	0.903010033444816	1.0418060200668897	0.794314381270903	0.617056856187291
YBL086C		1.1700404858299596	1.194331983805668	1.2186234817813766	1.2753036437246963	1.319838056680162	0.6963562753036437	1.007561436672968	1.001890359168242	0.9054820415879017	0.5689981096408318
YBL087C	11.9973	1.1291866028708133	1.1483253588516746	1.1531100478468899	1.2488038277511961	1.1196172248803828	0.583732057416268	0.7975708502024291	0.8744939271255061	0.8137651821862348	0.4068825910931174
YBL088C	17.94175	1.1875	1.21484375	1.15625	1.33984375	1.234375	0.81640625	0.8801431127012522	0.9123434704830053	0.8067978533094812	0.41323792486583183
YBL089W	16.13285										
YBL090W	20.098950000000002										
YBL091C	14.287555000000001										
YBL091C-A	16.57475										
YBL093C	23.00065	0.554140127388535	0.22929936305732485	0.07006369426751592	0.09554140127388536	0.07006369426751592	0.06369426751592357	0.1263537906137184	0.032490974729241874	0.09025270758122744	0.09386281588447654
YBL094C	5.8158650000000005										
YBL095W											
YBL096C	10.93682										
YBL098W	16.35584										
YBL099W											
YBL100C	8.641835										
YBL101C		1.0982658959537572	1.0500963391136802	1.0558766859344895	1.157996146435453	1.1522157996146436	0.8015414258188824	0.8044788975021533	0.7545219638242894	0.632213608957795	0.2549526270456503
YBL102W											
YBL103C	10.123265	1.2375478927203065	1.1532567049808429	1.2030651340996168	1.2835249042145593	1.2835249042145593	0.7854406130268199	1.0323809523809524	1.161904761904762	1.1142857142857143	1.1104761904761904
YBL104C	16.66565										
YBL106C	17.656599999999997										
YBL107C	27.07815										
YBR001C	15.166599999999999										
YBR003W	13.5007										
YBR005W	12.98617										
YBR006W	18.1296										
YBR007C	8.810835										
YBR008C											
YBR009C	10.554355000000001	1.1795580110497237	1.3149171270718232	1.276243093922652	1.3204419889502763	1.3756906077348066	0.7486187845303868	0.9519595448798989	0.9456384323640961	0.7016434892541087	0.3906447534766119
YBR010W	11.37632	1.3026315789473684	1.456140350877193	1.368421052631579	1.3903508771929824	1.4254385964912282	0.7149122807017544	0.9624765478424016	1.0956848030018762	0.6866791744840526	0.34709193245778613
YBR012C	15.86635										
YBR013C	18.2591										
YBR014C	91.5792										
YBR015C	150.767	1.0	0.90625	0.9652777777777778	1.0138888888888888	0.9375	0.5104166666666666	0.732620320855615	0.6916221033868093	0.6203208556149733	0.2281639928698752
YBR016W	65.0536										
YBR018C	10.639625										
YBR019C	17.2208										
YBR020W	18.41273										
YBR021W	17.9754										
YBR022W	16.41563	1.0530035335689045	1.11660777385159	1.1060070671378093	1.1060070671378093	1.0494699646643109	0.6360424028268551	0.7867298578199052	0.8246445497630331	0.6966824644549763	0.31437598736176936
YBR023C	22.24365	1.1026548672566372	1.111504424778761	1.0212389380530973	1.2106194690265486	1.0849557522123894	0.511504424778761	0.690522243713733	0.4825918762088975	0.3104448742746615	0.1276595744680851
YBR024W	15.051549999999999										
YBR025C	12.48282	1.0865671641791044	1.0686567164179104	1.0298507462686568	1.146268656716418	1.0925373134328358	0.6149253731343284	0.7853403141361257	0.7447643979057592	0.6400523560209425	0.39790575916230364
YBR026C	52.113150000000005										
YBR027C	61.381699999999995										
YBR028C	27.03855										
YBR030W	19.2177										
YBR031W	15.799050000000001	1.2771084337349397	1.2931726907630523	1.1967871485943775	1.3855421686746987	1.3975903614457832	0.8634538152610441	0.7911908646003263	0.7928221859706363	0.5595432300163132	0.32463295269168024
YBR032W	19.2684										
YBR033W	16.151449999999997										
YBR034C	14.888615	1.2166064981949458	1.4187725631768953	1.4620938628158844	1.2490974729241877	1.4512635379061372	1.0216606498194947	0.8827470686767169	1.0619765494137354	0.5644891122278057	0.2847571189279732
YBR035C											
YBR036C	22.384300000000003	1.1611721611721613	1.3626373626373627	1.3003663003663004	1.293040293040293	1.4432234432234432	1.26007326007326	0.9048387096774193	1.1161290322580646	1.0790322580645162	0.6612903225806451
YBR037C	21.09615										
YBR040W	14.64325										
YBR041W	18.6371	1.0296442687747036	1.0671936758893281	0.8972332015810277	1.0454545454545454	0.9841897233201581	0.5316205533596838	0.7604373757455268	0.7107355864811133	0.6013916500994035	0.19483101391650098
YBR042C	21.5834										
YBR043C	45.3058										
YBR044C	28.5953										
YBR045C	11.22036										
YBR046C	11.459825										
YBR047W	17.15495										
YBR048W	13.375905										
YBR050C	17.59998										
YBR051W	13.72466										
YBR052C	18.918300000000002										
YBR053C	17.374										
YBR054W	22.1719										
YBR056W	10.634145										
YBR057C	69.4355	1.2486631016042782	1.4197860962566844	1.2754010695187166	1.2620320855614973	1.2513368983957218	0.7994652406417112	0.7878787878787878	0.8368298368298368	0.5920745920745921	0.46736596736596736
YBR058C	18.066775	1.0431654676258992	1.0575539568345325	1.0935251798561152	1.1330935251798562	1.064748201438849	0.5755395683453237	0.823051948051948	0.939935064935065	0.7938311688311688	0.7045454545454546
YBR059C											
YBR061C	2.697005	1.1524822695035462	1.2553191489361701	1.177304964539007	1.2056737588652482	1.2765957446808511	0.7907801418439716	0.862876254180602	0.931438127090301	0.7207357859531772	0.3076923076923077
YBR062C	111.911										
YBR063C											
YBR064W	13.953985000000001										
YBR065C	18.83015	1.1274900398406376	1.1932270916334662	1.0637450199203187	1.1752988047808766	1.1434262948207172	0.7151394422310757	0.6798941798941799	0.4470899470899471	0.753968253968254	0.40476190476190477
YBR066C	14.369735										
YBR067C	11.7396										
YBR068C	24.8953										
YBR069C	32.074	1.1179941002949854	1.224188790560472	1.135693215339233	1.2920353982300885	1.2713864306784661	0.8082595870206489	0.9021134593993326	0.8832035595105673	0.7630700778642937	0.6006674082313682
YBR071W	31.081249999999997										
YBR072W	22.3426										
YBR073W		1.2007575757575757	1.2954545454545454	1.1174242424242424	1.0833333333333333	1.0909090909090908	0.5643939393939394	0.8123980424143556	0.9477977161500816	0.5513866231647635	0.2740619902120718
YBR074W	27.7222										
YBR076W	18.3956	1.05668016194332	0.97165991902834	0.9453441295546559	1.1538461538461537	1.0323886639676114	0.6761133603238867	0.777137367915466	0.6311239193083573	0.5187319884726225	0.2132564841498559
YBR077C	18.3339										
YBR078W		1.1158940397350994	1.195364238410596	1.0397350993377483	0.9503311258278145	0.9801324503311258	0.4867549668874172	0.8577878103837472	0.9661399548532731	0.5124153498871332	0.18510158013544017
YBR081C	21.8615	0.4507042253521127	0.2535211267605634	0.08450704225352113	0.0	0.028169014084507043	0.09859154929577464	0.11258278145695365	0.06622516556291391	0.09933774834437085	0.07947019867549669
YBR082C	22.85755	0.9728682170542635	0.9922480620155039	1.0155038759689923	1.1085271317829457	1.127906976744186	0.5930232558139535	0.7373358348968105	0.6960600375234521	0.8142589118198874	0.4878048780487805
YBR083W	13.1226	1.137704918032787	1.0950819672131147	1.1442622950819672	1.157377049180328	1.2098360655737705	0.6786885245901639	0.8168168168168168	0.8078078078078078	0.6771771771771772	0.3483483483483483
YBR084C-A		1.1714285714285715	1.1673469387755102	1.0285714285714285	1.1714285714285715	0.9836734693877551	0.2938775510204082	0.9320175438596491	0.4451754385964912	0.5416666666666666	0.31140350877192985
YBR084W	28.3119										
YBR085W	15.3047										
YBR088C		1.2482014388489209	1.4496402877697843	1.3741007194244603	1.1978417266187051	1.474820143884892	0.8741007194244604	0.815592203898051	0.7931034482758621	0.42278860569715143	0.31334332833583206
YBR090C											
YBR092C	16.9332										
YBR093C	49.18967	1.1274509803921569	1.2777777777777777	1.1928104575163399	1.1405228758169934	1.2679738562091503	0.803921568627451	0.8350253807106599	0.8248730964467005	0.6078680203045685	0.4010152284263959
YBR094W	12.26595	1.0764872521246458	1.0254957507082152	1.0	1.1019830028328612	1.2011331444759208	0.56657223796034	0.8690647482014389	0.8345323741007195	0.7223021582733813	0.4776978417266187
YBR095C	14.723389999999998	1.0630252100840336	1.0588235294117647	1.0798319327731092	1.1176470588235294	1.1680672268907564	0.5966386554621849	0.8627450980392157	0.8453159041394336	0.6100217864923747	0.3159041394335512
YBR097W											
YBR098W	7.461405	1.0801603206412826	1.034068136272545	0.9559118236472945	1.1723446893787575	1.0761523046092185	0.655310621242485	0.8005415162454874	0.6525270758122743	0.48194945848375453	0.18050541516245489
YBR099C	7.029305										
YBR101C											
YBR103W	1.03073	1.196969696969697	1.2121212121212122	1.125	1.2840909090909092	1.2992424242424243	0.5492424242424242	0.7767527675276753	0.6660516605166051	0.6273062730627307	0.3413284132841328
YBR104W	11.870925										
YBR105C	25.1597										
YBR106W	27.7676	1.1666666666666667	1.293859649122807	1.280701754385965	1.263157894736842	1.337719298245614	0.7017543859649122	1.1806282722513088	1.225130890052356	1.138743455497382	0.581151832460733
YBR107C	12.197715	1.1722846441947565	1.3595505617977528	1.307116104868914	1.3258426966292134	1.4419475655430711	0.8052434456928839	0.8929188255613126	0.846286701208981	0.5457685664939551	0.3298791018998273
YBR108W	10.780405	1.1278195488721805	1.1353383458646618	1.2105263157894737	1.2067669172932332	1.3120300751879699	0.7669172932330827	0.872093023255814	0.8856589147286822	0.7596899224806202	0.4728682170542636
YBR111C	14.062185										
YBR112C	20.926195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
YBR113W	20.5578										
YBR114W	12.487189999999998	1.2262773722627738	1.3795620437956204	1.405109489051095	1.3102189781021898	1.3941605839416058	0.7773722627737226	0.9265905383360522	1.030995106035889	0.49429037520391517	0.3605220228384992
YBR115C	7.985785										
YBR116C	9.855705										
YBR119W	24.528350000000003	1.0544959128065394	1.1716621253405994	1.1335149863760219	1.108991825613079	1.119891008174387	0.7247956403269755	0.7563805104408353	0.7262180974477959	0.5765661252900232	0.3004640371229698
YBR120C	15.544250000000002										
YBR121C	29.9867										
YBR122C		1.1009174311926606	1.143730886850153	1.1957186544342508	1.308868501529052	1.1957186544342508	0.764525993883792	0.8507853403141361	0.8416230366492147	0.7591623036649214	0.4214659685863874
YBR125C	18.4115	1.1666666666666667	1.2836879432624113	1.2801418439716312	1.297872340425532	1.400709219858156	0.7872340425531915	0.8583333333333333	0.8883333333333333	0.615	0.355
YBR126C	198.661	1.1331658291457287	0.9748743718592965	0.7537688442211056	1.0326633165829147	0.7512562814070352	0.24874371859296482	0.4640605296343001	0.08575031525851198	0.21059268600252207	0.11853720050441362
YBR127C	59.072199999999995										
YBR128C	21.590049999999998										
YBR129C	11.131834999999999										
YBR130C	12.235145000000001										
YBR131W	22.3124	1.1538461538461537	1.106837606837607	1.0811965811965811	1.0982905982905984	0.8803418803418803	0.31196581196581197	0.7645875251509054	0.6438631790744467	0.5472837022132797	0.22736418511066397
YBR132C	13.0894	0.7522935779816514	0.7981651376146789	0.5779816513761468	0.6788990825688074	0.5779816513761468	0.30275229357798167	0.5680473372781065	0.5562130177514792	0.46153846153846156	0.22485207100591717
YBR133C	16.939035										
YBR134W	14.19715										
YBR135W		1.0746887966804979	1.112033195020747	1.1950207468879668	1.1991701244813278	1.1410788381742738	0.9045643153526971	0.9775967413441955	1.1384928716904277	1.1120162932790223	0.7942973523421588
YBR137W	18.462										
YBR138C	16.7637										
YBR139W	16.8219										
YBR141C	26.5569	1.2530120481927711	1.2891566265060241	1.248995983935743	1.4096385542168675	1.5542168674698795	0.8875502008032129	0.8590078328981723	0.7284595300261096	0.7284595300261096	0.3524804177545692
YBR144C	218.28325										
YBR145W	14.714459999999999										
YBR146W	24.08155										
YBR147W	22.0442										
YBR148W	25.2671										
YBR149W	14.652000000000001										
YBR150C	83.1233	1.104089219330855	1.1263940520446096	1.1449814126394051	1.278810408921933	1.211895910780669	0.6988847583643123	0.93048128342246	0.8645276292335116	0.8823529411764706	0.5614973262032086
YBR151W	13.42827										
YBR154C		1.1496598639455782	1.2312925170068028	1.4285714285714286	1.717687074829932	1.6054421768707483	1.0578231292517006	1.0151057401812689	1.2280966767371602	1.2084592145015105	1.0347432024169185
YBR156C	12.89935	1.0335820895522387	1.0485074626865671	1.085820895522388	1.2313432835820894	1.3208955223880596	0.6828358208955224	0.8719851576994434	0.9053803339517625	0.9313543599257885	0.647495361781076
YBR157C	17.3776										
YBR158W	17.4153										
YBR159W	13.7041	1.144404332129964	1.187725631768953	1.1299638989169676	1.1588447653429603	1.3357400722021662	0.7942238267148014	0.9658536585365853	0.9365853658536586	0.8991869918699187	0.591869918699187
YBR160W		0.6	0.8705882352941177	0.2647058823529412	0.5882352941176471	0.38235294117647056	0.1588235294117647	0.2471131639722864	0.13394919168591224	0.22170900692840648	0.15242494226327943
YBR161W	21.04665										
YBR162C	32.66345	1.2857142857142858	1.3345864661654134	1.4285714285714286	1.2744360902255638	1.5225563909774436	0.7669172932330827	0.9554794520547946	0.9811643835616438	0.5445205479452054	0.2791095890410959
YBR162W-A	15.12915	1.1386861313868613	1.2408759124087592	1.332116788321168	1.3905109489051095	1.5474452554744527	1.145985401459854	0.9966329966329966	1.1077441077441077	1.245791245791246	1.132996632996633
YBR163W	10.48538										
YBR164C	80.74755	1.2772861356932153	1.3097345132743363	1.1622418879056047	1.1091445427728615	1.0206489675516224	0.43952802359882004	0.6049528301886793	0.49528301886792453	0.2275943396226415	0.16391509433962265
YBR165W	46.52405										
YBR166C	19.079	1.2048517520215634	1.2830188679245282	1.2291105121293802	1.266846361185984	1.2345013477088949	0.784366576819407	0.9018264840182648	0.8139269406392694	0.526255707762557	0.4372146118721461
YBR168W		1.1153846153846154	1.1752136752136753	1.2008547008547008	1.1923076923076923	1.2136752136752136	0.7606837606837606	0.9511278195488722	1.0432330827067668	0.9398496240601504	0.5526315789473685
YBR169C											
