orf	hom | growth (pooled culture, barseq) | gadolinium [IC5], time [10 gen] | YPD | Pallares RM~Abergel RJ, 2022	hom | growth (pooled culture, barseq) | gadolinium [IC5], time [15 gen] | YPD | Pallares RM~Abergel RJ, 2022	hom | growth (pooled culture, barseq) | gadolinium [IC10], time [10 gen] | YPD | Pallares RM~Abergel RJ, 2022	hom | growth (pooled culture, barseq) | gadolinium [IC10], time [15 gen] | YPD | Pallares RM~Abergel RJ, 2022	hom | growth (pooled culture, barseq) | gadolinium [IC20], time [10 gen] | YPD | Pallares RM~Abergel RJ, 2022	hom | growth (pooled culture, barseq) | gadolinium [IC20], time [15 gen] | YPD | Pallares RM~Abergel RJ, 2022
YER119C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER119C-A	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER120W	9.570296496832142	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER121W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER122C	0.01299751662506804	-0.09363570365434405	-4.229332415745495	-0.05911291526384613	-4.368356270139637	-8.602363510008633
YER123W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER124C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER128W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER129W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER130C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-2.3087893044059795
YER131W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER132C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER134C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER135C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER139C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER140W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER141W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER142C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER143W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER144C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER145C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-1.782109702235282	-0.07821324225884169
YER149C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER150W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER151C	0.01299751662506804	-0.09363570365434405	-3.4055453778032327	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER152C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER153C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER154W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER156C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER157W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER158C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER161C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER162C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER163C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER164W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER166W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	1.8496805634646405	-0.07821324225884169
YER167W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER169W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER170W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER173W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER174C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER175C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER176W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER177W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER179W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER180C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER181C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER182W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER183C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER184C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER185W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER186C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER187W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YER188W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL001W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL003C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL004W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL007W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL010C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL010W-A	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL012W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL012W-A	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL013C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL014W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL015C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL016C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL018C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-7.836693028694934
YFL019C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL020C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-1.9617625184894196	-0.07821324225884169
YFL021W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL023W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL025C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL027C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL028C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL030W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL031W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL032W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL033C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL034C-A	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL034W	0.01299751662506804	-0.09363570365434405	1.5763729445502284	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL036W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL040W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL041W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL042C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL044C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL046W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL047W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL048C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL049W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL050C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL051C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL052W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL053W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL054C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL055W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFL063W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR001W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR006W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR007W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR008W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR009W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR010W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR011C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-2.7389121806646126	-2.543958135195699
YFR012W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR013W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR014C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR015C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR016C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR017C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR018C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR021W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR022W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	3.9973003481063465	-0.07821324225884169
YFR023W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR024C-A	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR025C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR026C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR030W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR031C-A	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR032C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR032C-A	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR033C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-1.981532376094794	-1.9926673242550308
YFR034C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR035C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-2.0940290320385366	-0.007096545758764693	-0.07821324225884169
YFR036W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR039C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR040W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR041C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR043C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR044C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR045W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR046C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR047C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR048W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR049W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR053C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR054C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR055W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR056C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YFR057W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL003C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL004C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL005C	0.01299751662506804	-18.897466642251477	-9.571969080256325	-7.310429835890738	-0.007096545758764693	-0.07821324225884169
YGL006W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL007W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL010W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL012W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL013C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL014W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL015C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL016W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL017W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL019W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL020C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL021W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL023C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL025C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL027C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL028C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL030W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL031C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL032C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL033W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL034C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL035C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL037C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL039W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL041C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL042C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL043W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL045W	0.01299751662506804	-0.09363570365434405	-2.8013052690922113	-2.489960610727547	-3.3474146826888385	-4.434646914018172
YGL049C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL050W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL051W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL053W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL054C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL056C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL057C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL058W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL059W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL060W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL062W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL063W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	3.449271207184895	-0.07821324225884169
YGL064C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL066W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL067W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL071W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	3.414743058232293	-0.07821324225884169
YGL072C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL076C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL077C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL078C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL079W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL080W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL081W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL082W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL083W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL084C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL085W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL086W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL087C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL088W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-5.192804391690779	-0.07821324225884169
YGL089C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL090W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL094C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL095C	0.01299751662506804	-0.09363570365434405	-9.596773500750981	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL096W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	1.377611803395529	-0.007096545758764693	-0.07821324225884169
YGL101W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL105W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL108C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL109W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL110C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YGL114W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
