ORF	hap alpha | transport to/from cell surface (GFP-Snc1-Suc2 + Suc2 invertase activity) | standard | YPD | Dalton LE~Conibear E, 2017	hap a | transport to/from cell surface (GFP-Snc1-Suc2 + Suc2 invertase activity) | standard | YPD | Dalton LE~Conibear E, 2017
YER010C	-0.395	1.051
YJL024C	0.662	-0.005
YOR279C	0.313	0.345
YMR070W	0.265	0.393
YJR035W	0.596	0.063
YOL103W	0.125	0.534
YJL169W	0.389	0.271
YPR120C	0.325	0.335
YNL029C	0.561	0.099
YDR073W	0.443	0.218
YMR016C	0.270	0.392
YGR159C	-0.245	0.906
YMR097C	NaN	0.331
YGR168C	-0.331	0.994
YPR149W	0.380	0.284
YKL067W	0.739	-0.074
YDR152W	0.532	0.140
YFR044C	0.389	0.283
YGR192C	0.574	0.099
YJL037W	0.291	0.383
YFR040W	0.377	0.297
YNL329C	0.496	0.178
YGR102C	1.292	-0.617
YHR146W	0.579	0.096
YDR269C	0.160	0.517
YGR235C	0.021	0.657
YPL111W	0.068	0.610
YMR078C	0.561	0.118
YOR025W	0.694	-0.013
YGL059W	0.581	0.100
YOR132W	-0.260	0.941
YGL202W	0.282	0.400
YBR005W	0.878	-0.196
YPR092W	0.310	0.373
YHR158C	0.464	0.220
YHL013C	0.229	0.457
YPR079W	0.469	0.217
YLR266C	1.058	-0.370
YOR306C	0.570	0.120
YOR229W	0.588	0.104
YBL095W	0.331	0.365
YDL012C	0.359	0.338
YGR118W	0.253	0.445
YHR147C	-1.343	2.041
YGR229C	0.838	-0.139
YHR018C	0.900	-0.201
YCL007C	NaN	0.350
YGR223C	0.483	0.217
YLL055W	0.576	0.124
YFR032C	0.362	0.339
YGR164W	0.160	0.543
YOL055C	0.858	-0.156
YHR184W	0.005	0.700
YDR173C	NaN	0.352
YKL179C	0.762	-0.057
YOL063C	0.825	-0.119
YCR106W	0.494	0.212
YLR404W	0.344	0.364
YAL067C	0.140	0.568
YEL014C	0.911	-0.200
YEL071W	-0.311	1.022
YPR156C	0.536	0.177
YLR154C	0.636	0.077
YMR316W	0.059	0.654
YCL035C	0.689	0.026
YER001W	0.034	0.682
YKL159C	0.486	0.231
YPL159C	0.616	0.102
YDR500C	0.359	NaN
YMR062C	NaN	0.360
YER144C	0.330	0.391
YAL065C	0.305	0.416
YJR021C	0.095	0.627
YGR124W	0.810	-0.086
YER123W	0.099	0.629
YJR018W	NaN	0.365
YGR066C	0.799	-0.068
YEL068C	-0.220	0.952
YDR421W	0.115	0.617
YDR539W	0.668	0.064
YDR521W	0.444	0.289
YKL047W	-0.594	1.327
YMR182C	1.059	-0.324
YJL218W	-0.153	0.893
YDR470C	-0.004	0.744
YBR230C	1.016	-0.275
YBR176W	-0.384	1.125
YDL127W	0.444	0.299
YAL020C	0.012	0.732
YAL060W	0.666	0.079
YLR456W	0.328	0.418
YER156C	0.323	0.424
YIL162W	NaN	0.374
YHR200W	0.228	0.521
YGL235W	0.458	0.291
YLR444C	1.035	-0.285
YDR479C	0.257	0.494
YEL066W	0.114	0.638
YOR290C	0.378	NaN
YFL004W	0.413	0.344
YLR258W	0.680	0.076
YDR443C	-0.757	1.514
YOR073W	0.634	0.123
YNL293W	0.319	0.438
YLR093C	0.372	0.388
YGL226C-A	0.527	0.234
YCL026C-A	-0.135	0.897
YNL012W	0.144	0.618
YNL155W	0.656	0.107
YJL082W	0.352	0.412
YNL220W	0.579	0.186
YPL112C	-0.257	1.024
YDR239C	0.604	0.163
YLR032W	0.465	0.303
YJL007C	0.840	-0.072
YPL021W	1.036	-0.267
YGL079W	0.472	0.297
YJR059W	0.360	0.409
YCR077C	0.737	0.032
YGR137W	1.026	-0.256
YKL070W	0.436	0.336
YLR280C	-0.283	1.055
YBR226C	0.516	0.257
YMR141C	1.096	-0.322
YKL134C	0.543	0.231
YKL091C	0.777	-0.003
YLR426W	-0.066	0.842
YLR453C	0.391	0.386
YGL197W	0.273	0.504
YDR193W	0.594	0.184
YJR062C	0.279	0.500
YLR421C	0.208	0.572
YNL047C	0.108	0.673
YML009W-B	0.155	0.626
YLL007C	0.918	-0.137
YNL044W	0.854	-0.071
YJR050W	-0.078	0.861
YGR087C	0.737	0.047
YPL216W	0.433	0.352
YLL056C	0.723	0.062
YJL134W	0.203	0.582
YOL099C	0.170	0.615
YMR189W	0.444	0.343
YNL001W	-0.116	0.904
YLR461W	0.624	0.165
YDR186C	0.606	0.187
YGR027C	0.894	-0.099
YIL105C	0.393	0.403
YGR063C	0.740	0.056
YJL023C	0.896	-0.099
YBL056W	0.866	-0.068
YDR250C	-0.197	0.996
YPR046W	0.814	-0.015
YMR111C	0.653	0.147
YMR025W	0.065	0.736
YLR151C	0.680	0.121
YBR262C	0.470	0.331
YGR254W	0.551	0.251
YJL214W	-0.163	0.966
YML122C	0.426	0.377
YGR170W	0.329	0.475
YDR257C	0.164	0.640
YGR088W	0.294	0.511
YNL291C	-0.253	1.058
YJR110W	0.616	0.189
YKL077W	1.071	-0.265
YKL027W	0.379	0.428
YDR009W	0.578	0.230
YPL054W	-0.119	0.927
YPR060C	0.478	0.331
YJL122W	0.495	0.314
YPL208W	0.023	0.787
YMR081C	0.883	-0.068
YDL204W	0.204	0.612
YOL115W	0.819	-0.000
YGR015C	0.537	0.283
YEL062W	0.368	0.453
YDR203W	1.291	-0.469
YNL045W	0.947	-0.123
YLL061W	1.197	-0.373
YOL105C	0.200	0.625
YGR212W	0.393	0.433
YAL058W	0.595	0.231
YDR249C	-0.049	0.876
YGL218W	NaN	0.414
YKR041W	0.145	0.685
YGL144C	0.333	0.497
YLR146C	0.889	-0.059
YLR427W	0.133	0.699
YGR163W	0.382	0.451
YNL241C	0.480	0.353
YKL005C	0.314	0.519
YHL017W	0.608	0.225
YDL149W	0.592	0.242
YLR191W	0.519	0.315
YPR132W	0.598	0.240
YGL261C	-0.015	0.853
YNR008W	0.767	0.072
YDR015C	0.832	0.008
YOR129C	0.332	0.508
YKL090W	0.689	0.153
YMR316C-B	-0.317	1.160
YOR028C	0.725	0.119
YDR264C	NaN	0.422
YNR075W	-0.038	0.883
YEL009C	-0.001	0.845
YHR041C	-0.929	1.775
YKL110C	0.496	0.349
YMR262W	-0.110	0.956
YPR188C	-0.138	0.985
YLR364W	0.098	0.754
YOR379C	0.372	0.480
YPR151C	0.251	0.603
YEL025C	0.914	-0.060
YHR191C	1.008	-0.151
YLR199C	0.554	0.304
YER111C	0.321	0.538
YNL136W	-0.235	1.094
YHR035W	1.471	-0.610
YDR099W	0.560	0.301
YLR098C	0.332	0.529
YGL208W	0.381	0.482
YKL184W	0.791	0.074
YGL240W	1.177	-0.311
YGR266W	0.754	0.114
YBR224W	0.873	-0.005
YOL064C	1.055	-0.186
YOR078W	-0.060	0.929
YJR070C	0.242	0.628
YML009C-A	0.194	0.676
YNL100W	-0.416	1.288
YOR032C	0.417	0.455
YLR435W	-0.051	0.924
YOR292C	0.489	0.383
YLR046C	0.708	0.167
YML111W	-0.167	1.042
YDR217C	-0.139	1.018
YDR379W	0.258	0.623
YMR195W	0.991	-0.110
YPR152C	0.532	0.349
YJR015W	0.566	0.318
YDR313C	0.342	0.542
YOL153C	0.275	0.613
YBR065C	0.450	0.439
YDL238C	0.404	0.485
YGL017W	0.597	0.295
YLR164W	0.656	0.236
YMR231W	0.795	0.098
YGL133W	0.271	0.622
YBR128C	0.624	0.272
YOL125W	NaN	0.448
YNL146W	0.782	0.114
YDR323C	0.004	0.892
YOL057W	1.218	-0.322
YGR125W	1.147	-0.249
YLR324W	0.671	0.229
YJL161W	0.467	0.436
YFR010W	0.946	-0.042
YER059W	0.184	0.721
YER122C	-0.139	1.047
YDR247W	0.414	0.495
YML058W	0.173	0.739
YOL126C	0.125	0.787
YOL044W	0.720	0.194
YHR029C	0.889	0.027
YGR200C	0.924	-0.008
YKR028W	0.485	0.431
YDL018C	0.682	0.235
YLR368W	-0.190	1.107
YPL223C	0.024	0.895
YDR080W	-0.391	1.310
YJR031C	0.399	0.521
YJL170C	1.103	-0.183
YOR270C	0.756	0.165
YPR009W	1.122	-0.198
YMR302C	1.067	-0.143
YPR091C	0.279	0.646
YOR137C	0.650	0.277
YBL107C	0.245	0.683
YDL239C	0.575	0.354
YIL133C	0.881	0.048
YOL116W	0.662	0.268
YPR021C	0.180	0.753
YAL005C	0.273	0.661
YLR296W	0.414	0.519
YDR290W	0.581	0.353
YMR284W	0.895	0.041
YJL172W	0.610	0.326
YCR063W	1.203	-0.267
YLR234W	0.567	0.370
YIL008W	0.885	0.052
YOR363C	0.822	0.116
YBR238C	0.191	0.747
YGL126W	0.594	0.345
YMR297W	1.027	-0.088
YMR026C	0.169	0.770
YPL018W	0.574	0.366
YJL030W	0.283	0.658
YNL275W	-0.042	0.984
YMR022W	0.388	0.555
YNL214W	0.643	0.301
YPR026W	0.714	0.230
YPL084W	NaN	0.473
YLR351C	0.752	0.194
YDR048C	-0.393	1.339
YEL056W	-0.028	0.974
YEL018W	0.474	NaN
YEL023C	0.865	0.083
YNL121C	0.823	0.125
YNL273W	NaN	0.474
YDR330W	0.794	0.155
YBR219C	0.511	0.440
YOR333C	0.596	0.354
YGR022C	0.770	0.181
YNL316C	-0.131	1.084
YCR045C	0.816	0.137
YML112W	NaN	0.477
YPR068C	0.679	0.277
YDR024W	-0.755	1.713
YCL036W	0.281	0.679
YKL008C	0.247	0.713
YIL139C	1.141	-0.180
YHR015W	0.803	0.159
YOR325W	0.505	0.458
YCR024C-A	0.214	0.748
YBR233W	1.026	-0.064
YJR108W	0.450	0.514
YNL265C	NaN	0.482
YLR192C	0.178	0.786
YER080W	1.015	-0.050
YPL024W	-0.560	1.526
YML082W	0.051	0.916
YMR099C	0.609	0.358
YBR299W	0.380	0.588
YER119C-A	0.459	0.511
YLR372W	0.375	0.597
YJR119C	0.060	0.912
YCR053W	0.045	0.929
YDR069C	NaN	0.487
YGR123C	0.907	0.070
YDR184C	0.880	0.098
YMR315W	0.005	0.974
YKR030W	0.952	0.032
YDR127W	0.211	0.774
YBR001C	0.790	0.195
YBR228W	1.028	-0.042
YGR127W	1.101	-0.115
YGR228W	0.856	0.131
YNL099C	-0.314	1.303
YJL210W	0.221	0.770
YBR022W	-0.068	1.061
YGR037C	0.760	0.234
YDR273W	-0.076	1.070
YMR312W	0.455	0.539
YPL222W	-0.022	1.016
YOR267C	0.522	0.474
YNL008C	0.299	0.697
YAL061W	0.567	0.430
YIL005W	0.618	0.381
YNR022C	0.798	0.201
YKL069W	0.598	0.403
YER184C	0.701	0.300
YFR011C	0.956	0.047
YCL051W	0.193	0.810
YLR143W	0.518	0.486
YLL052C	0.547	0.458
YCL025C	-0.019	1.026
YDR507C	0.504	NaN
YJL071W	0.420	0.593
YDR063W	0.268	0.745
YER167W	1.240	-0.224
YNL276C	-0.001	1.018
YMR068W	0.346	0.672
YIL112W	0.168	0.850
YGL107C	0.856	0.163
YBR251W	-0.333	1.352
YFL049W	0.519	0.502
YDL189W	-0.115	1.137
YGR227W	0.541	0.482
YNL091W	0.482	0.542
YJL088W	-0.127	1.152
YOL104C	0.366	0.659
YDR043C	0.502	0.525
YER179W	0.423	0.606
YDL197C	1.021	0.009
YJR109C	0.524	0.507
YPL154C	1.207	-0.176
YHR151C	0.307	0.725
YPL230W	0.790	0.242
YNR074C	-0.148	1.181
YBL101C	1.081	-0.047
YLR263W	0.520	0.515
YHL011C	NaN	0.518
YDR057W	0.371	0.665
YLR031W	0.715	0.322
YMR067C	0.976	0.062
YJR084W	0.010	1.029
YNR002C	1.100	-0.062
YJL055W	0.162	0.877
YLR207W	0.575	0.466
YER085C	0.966	0.076
YML128C	0.463	0.582
YBR125C	1.023	0.025
YHR163W	-0.432	1.486
YDR042C	0.515	0.540
YGL141W	0.726	0.330
YOR124C	0.458	0.598
YOR024W	1.146	-0.090
YLR133W	-0.899	1.955
YKR097W	0.514	0.545
YGL210W	1.237	-0.177
YER087W	NaN	0.530
YEL015W	1.078	-0.017
YPR063C	0.707	0.355
YOR271C	1.396	-0.334
YHR100C	NaN	0.533
YBR268W	0.533	NaN
YNL040W	0.847	0.219
YOL052C	0.096	0.971
YFR034C	0.805	0.264
YGR188C	0.831	0.238
YGL146C	0.110	0.959
YPL246C	0.818	0.253
YHR011W	-0.173	1.245
YAL062W	0.670	0.404
YJR087W	0.374	0.700
YKL031W	0.614	0.460
YGR153W	0.179	0.896
YFR019W	0.977	0.101
YNL259C	0.028	1.053
YCR068W	0.611	0.471
YLR333C	0.032	1.051
YPL004C	0.230	0.857
YFR043C	0.215	0.873
YIL056W	0.521	0.566
YKL025C	0.561	0.529
YMR077C	NaN	0.546
YOL058W	0.675	0.418
YMR172W	0.068	1.026
YGR150C	0.366	0.729
YPR179C	0.477	0.618
YHR003C	0.453	0.645
YGL108C	1.005	0.095
YGR261C	0.328	0.772
YJR131W	0.791	0.310
YOR312C	0.551	NaN
YDR444W	1.029	0.073
YLR402W	0.583	0.521
YPL092W	-0.204	1.309
YLL053C	0.557	0.549
YLR138W	0.931	0.176
YMR154C	0.382	0.726
YLR332W	0.968	0.141
YDL136W	-0.201	1.311
YPL017C	0.021	1.093
YLR450W	0.248	0.867
YLR082C	0.896	0.219
YDR017C	1.125	-0.008
YBR141C	0.785	0.333
YHR050W	0.556	0.563
YBL044W	1.002	0.120
YDR466W	0.564	0.560
YKL029C	0.287	0.838
YDL072C	0.657	0.469
YDR289C	0.621	0.506
YOL016C	0.457	0.671
YDR525W	0.250	0.880
YEL007W	NaN	0.567
YGL174W	0.502	0.632
YMR123W	1.402	-0.266
YDR360W	0.684	0.453
YDL128W	0.696	0.441
YDR071C	0.149	0.991
YEL042W	0.348	0.794
YPR166C	-0.067	1.210
YJR100C	0.253	0.892
YNL070W	2.277	-1.132
YML099C	0.272	0.875
YPR065W	0.703	0.444
YDL162C	0.697	0.450
YBR139W	0.769	0.379
YLR152C	0.813	0.338
YLR384C	0.637	0.519
YLR242C	0.402	0.755
YBR014C	0.129	1.029
YER177W	0.686	0.476
YDR372C	0.030	1.137
YIL038C	1.036	0.132
YNL009W	0.562	0.606
YKL098W	0.327	0.843
YBR301W	-0.050	1.223
YOR273C	1.396	-0.220
YDR315C	0.174	1.004
YIL155C	0.693	0.487
YMR044W	1.333	-0.153
YGL161C	0.841	0.341
YCL074W	1.140	0.043
YDR382W	-0.080	1.263
YJR102C	1.730	-0.545
YLR365W	0.177	1.008
YML073C	-1.377	2.562
YFL013C	0.608	0.580
YGL024W	1.018	0.170
YGR208W	0.616	0.575
YNL268W	0.392	0.802
YJR107W	0.352	0.843
YPR069C	0.588	0.609
YBR286W	0.825	0.372
YNL010W	0.385	0.816
YPL078C	0.430	0.772
YOL093W	0.169	1.033
YPR153W	0.779	0.432
YGR154C	0.412	0.802
YBR201W	0.592	0.624
YKL207W	0.684	0.532
YBL100C	0.608	NaN
YJR105W	0.608	NaN
YDR477W	NaN	0.609
YHR178W	0.266	0.954
YDL076C	-0.320	1.542
YLR052W	0.936	0.287
YKL174C	0.751	0.472
YER176W	0.411	0.814
YLR432W	0.310	0.915
YOR285W	0.792	0.440
YJL216C	-0.083	1.315
YOR043W	0.340	0.897
YPL056C	0.075	1.165
YJL127C	0.555	0.685
YOR366W	0.377	0.863
YBR294W	-0.306	1.547
YNL250W	0.814	0.427
YGR184C	1.141	0.102
YJL065C	0.569	0.675
YGL105W	1.460	-0.214
YPL070W	0.617	0.629
YOR182C	0.523	0.723
YMR317W	NaN	0.624
YJR047C	0.061	1.189
YJL178C	0.481	0.769
YLR027C	0.381	0.870
YDR424C	-0.545	1.797
YHR110W	0.899	0.356
YPR053C	0.293	0.963
YGL129C	1.045	0.212
YDR171W	1.367	-0.108
YOR130C	0.038	1.223
YLL002W	0.191	1.071
YKL066W	0.637	0.628
YMR241W	-0.762	2.028
YDR440W	0.635	NaN
YGL015C	-0.244	1.516
YPR074C	0.785	0.488
YGR155W	0.679	0.594
YGR263C	0.883	0.391
YOL152W	0.090	1.185
YMR251W	0.576	0.699
YBR023C	0.211	1.064
YJL211C	0.319	0.960
YNL270C	-0.452	1.732
YLR434C	0.061	1.222
YPL234C	NaN	0.647
YIL085C	0.890	0.405
YOL100W	NaN	0.650
YPL062W	0.804	0.496
YBL025W	1.148	0.154
YGR130C	0.671	0.631
YDR159W	0.747	0.559
YOL060C	1.440	-0.134
YLR325C	0.659	0.650
YCR076C	0.829	0.481
YKL075C	0.958	0.361
YKL213C	0.615	0.710
YGL160W	0.678	0.651
YPL139C	0.650	0.680
YIL132C	0.888	0.443
YMR269W	1.254	0.079
YHR087W	-0.118	1.451
YDR241W	0.795	0.541
YLR455W	0.454	0.882
YJR052W	0.288	1.053
YNL325C	0.637	0.709
YJL139C	0.484	0.869
YLR337C	1.475	-0.119
YOR288C	-0.269	1.625
YER161C	0.555	0.803
YKR021W	1.404	-0.041
YDR005C	0.762	0.603
YJL212C	0.182	1.185
YLR353W	0.223	1.145
YJL121C	0.757	0.611
YGR269W	1.055	0.316
YNL246W	0.853	0.519
YML084W	0.207	1.165
YJL095W	0.680	0.695
YNL043C	1.502	-0.125
YGR260W	0.633	0.753
YKL064W	0.885	0.501
YOL098C	0.520	0.870
YDR181C	0.627	0.765
YKL136W	0.531	0.861
YCL045C	0.838	0.556
YDR329C	1.397	-0.002
YJR044C	0.973	0.424
YDL047W	0.585	0.820
YCR060W	0.168	1.238
YER069W	-0.424	1.832
YPR173C	1.120	0.288
YCR011C	0.625	0.786
YKL072W	0.749	0.662
YNL196C	0.004	1.414
YMR031C	0.591	0.828
YML029W	0.731	0.689
YKR096W	0.771	0.651
YDR293C	0.785	0.638
YDR192C	1.141	0.283
YDR461W	0.713	NaN
YDR010C	0.924	0.507
YNL148C	0.683	0.749
YPL262W	0.922	0.511
YNL123W	1.162	0.273
YEL054C	-0.431	1.866
YMR027W	0.435	1.005
YLR099C	0.097	1.344
YGL246C	0.839	0.606
YJR122W	NaN	0.723
YKL001C	0.452	0.995
YDR209C	1.263	0.184
YDR011W	1.305	0.143
YDR265W	0.342	1.109
YOL148C	0.726	NaN
YPL102C	0.440	1.012
YGR138C	1.121	0.335
YJR088C	0.604	0.855
YJR082C	0.756	0.705
YGL109W	0.302	1.159
YPL061W	0.467	0.996
YNL255C	1.286	0.177
YNL050C	1.208	0.255
YJL124C	0.640	0.829
YCR017C	0.774	0.700
YML083C	0.923	0.552
YGR215W	0.524	0.958
YOR255W	-0.656	2.145
YAL035W	0.273	1.221
YJL075C	NaN	0.748
YGR135W	1.178	0.320
YPL165C	0.874	0.625
YMR148W	0.814	0.685
YPL064C	0.413	1.086
YGR069W	1.315	0.185
YDR115W	0.750	NaN
YKL071W	0.735	0.767
YER175C	0.216	1.289
YPL077C	0.726	0.785
YGR020C	NaN	0.758
YGR262C	0.759	NaN
YHR114W	0.895	0.626
YMR126C	0.796	0.727
YNL299W	-0.078	1.601
YML055W	0.820	0.705
YCR048W	0.662	0.866
YDR455C	0.101	1.427
YFR024C-A	0.772	0.945
YML094W	0.809	0.727
YNR021W	0.729	0.811
YOR378W	0.619	0.922
YOR345C	0.124	1.419
YJL130C	NaN	0.772
YKL160W	0.873	0.672
YLL047W	1.490	0.055
YMR179W	1.081	0.464
YLR354C	0.605	0.941
YBR059C	0.639	0.908
YKL032C	0.817	0.731
YMR316C-A	0.195	1.354
YDR028C	0.861	0.691
YGR058W	0.742	0.811
YOL013C	0.779	0.775
YMR252C	-0.003	1.562
YMR139W	0.699	0.871
YJR010W	-0.140	1.716
YDL231C	1.095	0.488
YPL036W	0.561	1.025
YOL059W	0.922	0.667
YIL025C	1.129	0.460
YGR078C	0.602	0.989
YPL041C	-0.188	1.780
YJR037W	-0.255	1.849
YLR356W	0.527	1.072
YLR386W	0.618	0.982
YNL198C	0.763	0.841
YDL023C	0.865	0.739
YPL193W	-0.768	2.373
YFL032W	0.894	0.712
YOL076W	NaN	0.803
YBR235W	1.153	0.454
YJL120W	0.771	0.839
YOR189W	0.378	1.233
YOR002W	0.744	0.870
YLL054C	0.681	0.934
YBR220C	0.978	0.640
YMR242C	0.353	1.265
YBR035C	NaN	0.810
YBR114W	1.690	-0.065
YMR275C	1.037	0.589
YGL012W	0.813	NaN
YOL028C	0.979	0.651
YPL240C	-0.125	1.755
YCL058C	0.376	1.254
YGL231C	0.746	0.887
YGR023W	0.762	0.873
YAL010C	NaN	0.820
YOL001W	-0.253	1.897
YMR145C	1.087	0.563
YBR036C	1.326	0.326
YGR143W	0.576	1.078
YAL016W	NaN	0.828
YDL184C	0.112	1.544
YLR006C	1.096	0.564
YLR429W	0.532	1.129
YBR019C	0.524	1.144
YPR006C	1.015	0.657
YLL014W	0.610	1.063
YBL016W	0.617	1.064
YER187W	0.313	1.371
YBR248C	-0.191	1.883
YNL324W	0.684	1.010
YER117W	1.839	-0.135
YIL011W	1.300	0.405
YNL042W	2.025	-0.318
YJL056C	0.461	1.248
YDR335W	0.855	NaN
YLR262C-A	0.340	1.373
YOR127W	0.415	1.298
YGL256W	0.368	1.347
YJL068C	0.152	1.564
YJL182C	0.549	1.172
YAL053W	0.388	1.334
YKL139W	NaN	0.862
YMR289W	1.672	0.053
YJL067W	0.394	1.335
YJL185C	1.484	0.246
YNR023W	2.245	-0.513
YLR149C	0.597	1.139
YKL063C	0.958	0.782
YDR368W	0.047	1.696
YEL036C	0.872	NaN
YBR266C	0.075	1.674
YPL145C	0.949	0.806
YJR010C-A	0.206	1.552
YMR074C	0.650	1.108
YPL226W	0.126	1.638
YLR396C	-0.187	1.952
YFL012W-A	0.684	1.084
YPL049C	0.155	1.613
YKL003C	1.184	0.587
YDL096C	0.752	1.021
YJR106W	0.414	1.361
YHR079C	1.173	0.604
YCL046W	0.801	0.978
YPL034W	0.968	0.813
YJL215C	0.166	1.617
YMR092C	0.893	0.891
YCL008C	1.892	-0.103
YER154W	1.037	0.753
YMR307W	0.906	0.888
YML094C-A	0.364	1.431
YGL149W	0.437	1.361
YKL065C	1.060	0.747
YNR050C	NaN	0.907
YOL006C	-0.115	1.930
YJL060W	1.387	0.431
YGR160W	0.078	1.744
YLR320W	-0.094	1.919
YNL004W	0.624	1.202
YJR116W	1.171	0.659
YCR030C	0.597	1.233
YMR032W	NaN	0.922
YPR052C	1.155	0.695
YLR136C	1.363	0.489
YGL127C	0.340	1.514
YOL108C	NaN	0.930
YNL089C	0.805	1.057
YIL130W	0.762	1.104
YDR221W	1.101	0.766
YDR414C	1.080	0.791
YGL198W	0.676	1.200
YPL101W	0.920	0.957
YDR234W	NaN	0.939
YER155C	1.721	0.157
YJR075W	1.059	0.840
YNL199C	0.924	0.975
YJL128C	0.848	1.061
YBR106W	1.220	0.690
YKL081W	0.339	1.572
YDL075W	0.879	1.035
YGR126W	1.695	0.219
YIR005W	0.915	0.999
YIR021W	2.034	-0.119
YPL239W	0.735	1.181
YJR118C	-0.497	2.414
YOL072W	1.944	-0.021
YBR144C	1.281	0.643
YDL073W	-0.152	2.078
YNL294C	0.607	1.323
YDR072C	1.256	0.675
YOR036W	NaN	0.966
YHR092C	1.510	0.428
YNR031C	0.876	1.064
YLR150W	0.989	0.957
YLR338W	1.754	0.192
YOR016C	0.909	1.044
YGL016W	0.493	1.461
YLR358C	0.979	NaN
YJR073C	0.979	NaN
YGL045W	0.540	1.519
YLR371W	NaN	0.982
YPL027W	0.845	1.123
YOL007C	0.297	1.673
YLR422W	0.820	1.157
YMR024W	-0.047	2.034
YLR382C	NaN	0.994
YDL161W	0.865	1.125
YPL227C	1.102	0.900
YLR262C	0.410	1.592
YBR150C	0.593	1.422
YLR120C	0.765	1.260
YGR036C	1.870	0.156
YNL252C	NaN	1.017
YOR141C	2.051	-0.012
YPL066W	1.918	0.124
YEL067C	0.667	1.377
YKR035W-A	0.918	1.127
YMR038C	NaN	1.025
YNL266W	NaN	1.026
YEL045C	1.026	NaN
YBR039W	NaN	1.027
YJR055W	0.168	1.889
YJR034W	NaN	1.030
YGR122W	0.539	1.524
YML012W	1.277	0.788
YPL079W	-0.911	2.981
YGL072C	0.076	1.994
YJL027C	1.218	0.852
YGL014W	1.033	1.044
YPL212C	0.624	1.457
YPR101W	0.700	1.381
YDL005C	1.041	NaN
YPR070W	1.420	0.665
YKR099W	0.974	1.127
YNL264C	0.379	1.723
YMR031W-A	0.779	1.326
YDR233C	0.510	1.600
YGL167C	0.859	1.256
YIL116W	-0.293	2.414
YEL060C	1.014	1.111
YKL074C	0.702	1.430
YDR225W	1.445	0.692
YIR023W	-0.056	2.199
YGR259C	0.705	1.439
YLL033W	1.214	0.934
YDR346C	0.914	1.252
YIR009W	0.267	1.906
YFL034W	1.235	0.948
YOR274W	1.256	0.930
YLL030C	-0.147	2.338
YGR255C	NaN	1.096
YLR069C	NaN	1.096
YKR100C	1.185	1.009
YHR082C	1.021	1.178
YOR067C	1.005	1.196
YPL129W	NaN	1.104
YDR448W	1.143	1.065
YLL027W	NaN	1.104
YEL063C	0.054	2.163
YFL016C	NaN	1.110
YHR081W	0.172	2.064
YKL169C	1.119	NaN
YGL200C	1.122	NaN
YNL111C	0.892	1.353
YLR113W	1.493	0.757
YMR023C	-0.078	2.334
YNL280C	2.614	-0.358
YDR074W	1.389	0.874
YCR002C	NaN	1.132
YPR030W	0.711	1.556
YBR229C	1.136	NaN
YBR255W	1.195	1.082
YMR263W	2.548	-0.264
YDR129C	2.703	-0.408
YLR148W	NaN	1.153
YCR044C	2.270	0.039
YCR028C-A	NaN	1.166
YGR080W	0.873	1.464
YLR412W	1.277	1.061
YGR157W	1.317	1.033
YGR167W	NaN	1.183
YGR061C	1.443	0.925
YGR056W	1.222	1.150
YAL055W	1.523	0.859
YFL031W	1.004	1.379
YLR428C	1.229	1.158
YHL027W	0.820	1.568
YNL219C	1.044	1.350
YMR063W	0.124	2.277
YML017W	1.481	0.924
YPL158C	1.191	1.220
YKL073W	1.544	0.872
YCR028C	NaN	1.221
YNL097C	1.187	1.266
YCL005W	-0.094	2.550
YOR008C	1.580	0.903
YER068W	NaN	1.243
YBR289W	NaN	1.251
YPL057C	0.891	1.612
YGR204W	0.883	1.621
YNL284C	NaN	1.262
YLL039C	1.046	1.479
YKL002W	0.469	2.061
YLR087C	1.571	0.967
YDL176W	-0.654	3.194
YGL076C	1.135	1.433
YLR240W	0.762	1.808
YKL170W	0.282	2.290
YPR024W	2.057	0.519
YER130C	1.377	1.208
YOR211C	1.108	1.488
YIR026C	2.328	0.270
YHR030C	1.570	1.027
YOR026W	1.587	1.018
YHL019C	1.405	1.201
YNL011C	0.498	2.108
YPR164W	0.705	1.916
YER120W	1.179	1.465
YOR030W	1.861	0.785
YOL036W	-0.405	3.053
YBR095C	1.201	1.457
YLL038C	1.553	1.112
YKL041W	NaN	1.336
YGR252W	NaN	1.337
YML014W	NaN	1.348
YGR100W	1.495	1.204
YBL006C	NaN	1.354
YPL118W	NaN	1.355
YBL082C	1.322	1.410
YPL268W	NaN	1.367
YJL062W	1.523	1.217
YJL183W	2.302	0.439
YPL031C	2.399	0.342
YNR030W	1.213	1.537
YDR006C	1.244	1.517
YPL256C	1.487	1.275
YNL016W	1.143	1.631
YIL027C	1.794	0.987
YLR200W	NaN	1.397
YNR005C	1.706	1.092
YFR001W	NaN	1.402
YML048W	1.207	1.599
YDL194W	1.384	1.434
YOR275C	1.315	1.512
YBR156C	2.443	0.388
YOL129W	1.318	1.514
YJL175W	2.367	0.467
YGR256W	1.002	1.832
YMR272C	0.589	2.254
YOR126C	0.656	2.207
YIL163C	-0.003	2.890
YGR206W	1.459	1.428
YLR169W	1.113	1.778
YML008C	3.096	-0.191
YJL184W	NaN	1.457
YLR170C	0.997	1.945
YGL244W	NaN	1.472
YBL058W	1.475	NaN
YNL197C	2.935	0.020
YNL269W	-0.142	3.124
