ORF	hom | mitotic recombination (frequency of Rad52 foci) | minimal complete-leu [standard] | Alvaro D~Rothstein R, 2007
YLR287C	6.410
YLR290C	2.260
YLR294C	0.556
YLR296W	5.063
YLR297W	13.287
YLR311C	0.000
YLR312C	1.087
YLR326W	7.965
YLR327C	0.806
YLR331C	5.000
YLR334C	3.077
YLR338W	4.717
YLR345W	0.000
YLR346C	4.580
YLR349W	9.890
YLR352W	4.348
YLR356W	6.211
YLR358C	3.243
YLR361C	1.840
YLR364W	9.360
YLR365W	0.606
YLR366W	0.000
YLR374C	0.000
YLR375W	9.244
YLR392C	5.435
YLR400W	0.877
YLR402W	9.239
YLR404W	1.342
YLR407W	7.143
YLR408C	14.650
YLR412W	1.170
YLR413W	0.685
YLR414C	1.905
YLR415C	12.048
YLR416C	11.299
YLR422W	12.593
YLR426W	3.750
YLR428C	0.592
YLR434C	1.796
YLR437C	8.411
YLR444C	3.205
YLR445W	1.136
YLR446W	3.670
YLR454W	5.376
YLR455W	4.848
YLR456W	0.000
YLR460C	2.941
YML002W	6.931
YML003W	10.169
YML005W	0.901
YML009C-A	12.000
YML009W-B	13.699
YML011C	3.670
YML012C-A	2.703
YML018C	5.983
YML020W	5.303
YML030W	8.176
YML034C-A	15.441
YML036W	9.890
YML037C	1.695
YML047W-A	8.621
YML050W	4.000
YML053C	9.016
YML057C-A	9.483
YML079W	1.695
YML081W	7.080
YML082W	1.754
YML083C	9.848
YML084W	13.208
YML087C	6.115
YML089C	7.583
YML090W	3.817
YML094C-A	14.943
YML096W	8.054
YML099W-A	8.387
YML101C-A	0.877
YML107C	5.495
YML108W	12.179
YML116W-A	9.048
YML119W	7.471
YML122C	16.514
YML131W	5.036
YMR002W	15.888
YMR003W	3.774
YMR007W	13.725
YMR009W	5.660
YMR010W	4.808
YMR018W	0.980
YMR031C	7.087
YMR031W-A	2.679
YMR034C	3.546
YMR040W	10.280
YMR041C	5.660
YMR052C-A	4.663
YMR057C	3.766
YMR066W	4.505
YMR071C	4.945
YMR073C	15.607
YMR074C	1.951
YMR075C-A	10.294
YMR082C	13.402
YMR084W	4.494
YMR085W	5.155
YMR086C-A	8.602
YMR086W	8.673
YMR087W	6.630
YMR090W	6.195
YMR098C	NaN
YMR099C	6.040
YMR102C	5.128
YMR103C	4.545
YMR110C	8.696
YMR111C	8.046
YMR114C	4.819
YMR115W	2.667
YMR118C	9.774
YMR119W-A	5.288
YMR122C	3.429
YMR124W	10.989
YMR126C	1.657
YMR130W	1.786
YMR135W-A	6.962
YMR141C	13.043
YMR144W	0.000
YMR147W	2.564
YMR148W	6.838
YMR153C-A	8.403
YMR155W	1.887
YMR157C	5.310
YMR158C-A	2.484
YMR158W-B	0.877
YMR160W	3.255
YMR163C	7.018
YMR166C	7.895
YMR171C	1.914
YMR172C-A	3.509
YMR173W-A	6.897
YMR178W	4.505
YMR181C	0.508
YMR184W	13.559
YMR185W	3.540
YMR187C	0.893
YMR193C-A	7.547
YMR194C-A	6.410
YMR196W	11.765
YMR204C	4.032
YMR206W	1.754
YMR209C	3.608
YMR210W	11.818
YMR221C	6.364
YMR226C	6.299
YMR233W	2.500
YMR237W	0.000
YMR244C-A	8.475
YMR244W	15.094
YMR245W	10.169
YMR247C	7.087
YMR251W	11.111
YMR252C	2.655
YMR253C	16.190
YMR254C	3.478
YMR258C	8.911
YMR259C	5.000
YMR262W	4.673
YMR265C	8.065
YMR266W	4.091
YMR269W	2.206
YMR278W	2.857
YMR279C	3.516
YMR289W	12.500
YMR291W	9.565
YMR293C	2.963
YMR294W-A	10.526
YMR295C	7.778
YMR304C-A	5.263
YMR306C-A	11.957
YMR310C	0.459
YMR315W	2.762
YMR316C-A	11.905
YMR316C-B	4.145
YMR317W	8.889
YMR320W	13.836
YMR326C	3.646
YNL010W	0.930
YNL011C	0.000
YNL013C	2.703
YNL022C	3.049
YNL024C	1.775
YNL028W	1.250
YNL034W	1.531
YNL035C	1.081
YNL040W	0.000
YNL042W	0.000
YNL043C	5.607
YNL045W	0.800
YNL046W	1.875
YNL050C	1.980
YNL056W	0.000
YNL057W	3.846
YNL058C	13.757
YNL063W	2.186
YNL080C	1.575
YNL081C	6.849
YNL086W	2.020
YNL089C	3.623
YNL092W	3.636
YNL095C	0.000
YNL100W	1.136
YNL105W	2.190
YNL108C	4.245
YNL109W	2.643
YNL115C	1.504
YNL120C	2.162
YNL122C	7.092
YNL123W	1.942
YNL134C	6.757
YNL140C	7.609
YNL143C	9.184
YNL144C	2.137
YNL146W	0.897
YNL155W	10.651
YNL157W	12.987
YNL168C	0.000
YNL170W	12.195
YNL176C	6.098
YNL179C	0.410
YNL184C	15.596
YNL187W	1.779
YNL190W	4.027
YNL191W	0.763
YNL193W	3.125
YNL194C	4.167
YNL195C	4.478
YNL196C	7.500
YNL198C	10.976
YNL200C	10.625
YNL203C	4.945
YNL205C	9.091
YNL211C	4.580
YNL213C	1.639
YNL217W	0.000
YNL224C	12.162
YNL226W	3.974
YNL228W	7.944
YNL235C	1.869
YNL254C	2.713
YNL266W	0.855
YNL274C	1.020
YNL275W	0.000
YNL285W	1.307
YNL295W	1.471
YNL296W	9.146
YNL300W	0.000
YNL303W	1.786
YNL305C	5.325
YNL311C	0.521
YNL319W	0.000
YNL320W	1.622
YNL321W	3.333
YNL324W	1.316
YNL326C	2.837
YNL335W	0.455
YNL338W	2.299
YNR004W	6.637
YNR005C	0.000
YNR009W	1.015
YNR014W	3.497
YNR018W	1.075
YNR020C	2.212
YNR021W	2.484
YNR024W	7.653
YNR025C	0.629
YNR029C	2.913
YNR036C	0.000
YNR040W	3.982
YNR042W	4.785
YNR047W	1.674
YNR048W	1.493
YNR061C	0.385
YNR062C	0.909
YNR063W	1.562
YNR064C	0.885
YNR065C	2.427
YNR066C	0.000
YNR068C	1.205
YNR070W	0.000
YNR071C	0.505
YNR073C	0.971
YOL003C	3.955
YOL007C	11.050
YOL008W	9.302
YOL013W-A	4.242
YOL014W	8.497
YOL015W	22.642
YOL019W	7.609
YOL024W	7.843
YOL029C	11.511
YOL032W	4.808
YOL035C	9.412
YOL036W	8.602
YOL037C	25.523
YOL046C	5.023
YOL047C	10.455
YOL048C	5.076
YOL050C	5.517
YOL053W	6.593
YOL054W	8.280
YOL057W	15.183
YOL063C	10.559
YOL070C	9.746
YOL075C	24.793
YOL079W	2.941
YOL083W	1.299
YOL085C	13.592
YOL087C	11.224
YOL092W	10.256
YOL098C	2.190
YOL099C	6.186
YOL106W	8.780
YOL107W	15.748
YOL111C	2.655
YOL114C	8.696
YOL118C	5.804
YOL124C	4.070
YOL125W	NaN
YOL131W	3.333
YOL138C	3.158
YOL150C	3.774
YOL153C	1.818
YOL155C	1.064
YOL159C	1.754
YOL160W	2.353
YOL162W	6.024
YOL163W	4.094
YOR006C	14.525
YOR008C-A	9.333
YOR012W	9.813
YOR013W	20.408
YOR015W	2.956
YOR019W	12.308
YOR021C	11.475
YOR022C	17.647
YOR024W	20.000
YOR029W	3.974
YOR041C	7.059
YOR044W	18.605
YOR050C	7.299
YOR051C	14.286
YOR052C	9.945
YOR053W	8.772
YOR055W	11.500
YOR059C	8.696
YOR062C	9.353
YOR066W	8.543
YOR071C	14.970
YOR072W	7.143
YOR081C	6.923
YOR082C	5.298
YOR084W	3.750
YOR091W	1.124
YOR093C	18.023
YOR097C	4.800
YOR105W	5.556
YOR111W	2.260
YOR112W	11.613
YOR114W	3.937
YOR118W	7.018
YOR121C	1.198
YOR129C	6.707
YOR131C	4.839
YOR135C	27.273
YOR138C	4.469
YOR139C	13.043
YOR152C	2.308
YOR154W	1.899
YOR164C	9.929
YOR166C	6.915
YOR170W	8.333
YOR175C	0.917
YOR186W	6.061
YOR192C	14.595
YOR199W	0.498
YOR200W	6.426
YOR205C	4.790
YOR214C	4.571
YOR215C	1.330
YOR220W	1.130
YOR223W	0.881
YOR225W	11.561
YOR227W	2.660
YOR228C	8.434
YOR235W	26.446
YOR238W	1.183
YOR246C	8.854
YOR248W	0.412
YOR251C	0.613
YOR252W	10.256
YOR263C	0.658
YOR268C	2.976
YOR271C	10.692
YOR277C	0.667
YOR283W	5.025
YOR285W	1.887
YOR286W	4.138
YOR289W	0.633
YOR291W	7.207
YOR292C	10.784
YOR296W	5.096
YOR302W	8.482
YOR304C-A	1.235
YOR305W	0.995
YOR309C	5.085
YOR314W	3.297
YOR315W	9.783
YOR318C	1.456
YOR322C	16.031
YOR325W	5.114
YOR331C	7.031
YOR333C	1.594
YOR338W	3.636
YOR342C	5.814
YOR343C	6.452
YOR345C	5.670
YOR352W	10.046
YOR356W	3.125
YOR364W	5.958
YOR365C	0.546
YOR366W	7.614
YOR376W	9.574
YOR378W	1.075
YOR379C	5.556
YOR385W	11.494
YPL009C	2.000
YPL014W	4.730
YPL017C	21.369
YPL025C	2.069
YPL030W	7.092
YPL033C	3.209
YPL034W	3.604
YPL035C	3.804
YPL039W	8.511
YPL041C	16.304
YPL056C	3.361
YPL062W	7.345
YPL066W	8.696
YPL067C	11.538
YPL068C	6.931
YPL071C	8.511
YPL073C	0.000
YPL077C	3.356
YPL080C	3.750
YPL088W	3.371
YPL095C	11.111
YPL098C	5.854
YPL099C	7.190
YPL102C	8.725
YPL103C	1.538
YPL105C	6.627
YPL107W	5.917
YPL108W	0.000
YPL109C	1.550
YPL110C	3.158
YPL113C	4.167
YPL114W	2.721
YPL136W	4.167
YPL137C	1.293
YPL141C	2.717
YPL144W	4.082
YPL150W	4.545
YPL158C	1.657
YPL162C	10.909
YPL166W	0.000
YPL168W	0.000
YPL176C	10.106
YPL182C	1.875
YPL183C	1.685
YPL183W-A	7.758
YPL184C	3.145
YPL185W	5.820
YPL191C	14.141
YPL197C	1.860
YPL199C	2.857
YPL201C	5.882
YPL205C	2.463
YPL206C	7.143
YPL207W	10.044
YPL208W	1.471
YPL216W	5.385
YPL221W	4.217
YPL222W	0.962
YPL225W	2.804
YPL229W	0.000
YPL230W	1.835
YPL236C	6.202
YPL245W	0.000
YPL247C	3.974
YPL257W	8.434
YPL260W	1.527
YPL261C	8.187
YPL264C	3.947
YPL267W	11.111
YPL272C	0.000
YPR003C	3.488
YPR004C	2.400
YPR011C	7.547
YPR012W	6.034
YPR013C	3.731
YPR014C	14.173
YPR015C	9.174
YPR022C	5.263
YPR027C	9.091
YPR031W	8.861
YPR038W	19.835
YPR039W	6.849
YPR044C	12.637
YPR045C	3.333
YPR050C	5.102
YPR053C	1.724
YPR059C	11.111
YPR063C	7.229
YPR064W	0.971
YPR071W	0.000
YPR076W	13.534
YPR077C	6.599
YPR078C	3.571
YPR084W	5.769
YPR089W	11.207
YPR091C	1.370
YPR092W	8.929
YPR096C	4.730
YPR097W	3.061
YPR098C	2.516
YPR099C	7.179
YPR109W	4.717
YPR114W	5.217
YPR115W	2.703
YPR116W	2.970
YPR117W	1.550
YPR118W	5.963
YPR123C	7.113
YPR125W	3.297
YPR126C	7.328
YPR127W	6.250
YPR130C	3.846
YPR146C	2.062
YPR147C	0.000
YPR148C	2.970
YPR150W	5.000
YPR152C	2.632
YPR153W	3.810
YPR157W	1.250
YPR158W	6.000
YPR170C	2.222
YPR172W	2.143
YPR174C	0.568
YPR195C	9.589
YPR196W	4.348
YPR197C	8.850
