ORF	hap a | growth (AUC) | standard | minimal complete | Hartman JL 4th~Tippery NP, 2004	hap a | growth (AUC) | hydroxyurea [50 mM] | minimal complete | Hartman JL 4th~Tippery NP, 2004	hap a | growth (AUC) | hydroxyurea [150 mM] | minimal complete | Hartman JL 4th~Tippery NP, 2004
YAL068C	-0.868	2.877	2.158
YAL067C	-1.713	1.826	2.058
YAL066W	-2.045	3.621	3.836
YAL065C	-0.857	1.887	2.016
YAL062W	-2.552	4.478	3.847
YAL061W	-1.692	2.948	2.589
YAL060W	-1.326	2.727	2.549
YAL059W	-2.149	2.075	-0.572
YAL058W	-0.457	1.788	2.805
YAL056W	-1.744	4.411	3.263
YAL055W	-1.246	3.648	1.749
YAL053W	1.043	0.510	0.423
YAL051W	-1.261	2.340	1.815
YAL049C	-0.534	1.543	1.155
YAL048C	-7.038	10.596	11.964
YAL046C	-1.491	2.007	2.560
YAL045C	-0.771	1.563	1.615
YAL044C	-6.249	6.529	6.775
YAL042W	-1.580	2.735	4.941
YAL042C-A	-1.423	2.473	2.962
YAL040C	-0.760	1.482	1.482
YAL039C	-5.645	2.760	3.788
YAL037W	0.414	1.810	1.271
YAL036C	0.586	1.262	1.902
YAL035W	-15.534	NaN	NaN
YAL034C	-1.610	2.135	1.391
YAL031C	0.082	1.236	1.935
YAL030W	-1.669	2.619	3.164
YAL029C	-2.092	3.014	4.437
YAL028W	-0.729	0.363	1.167
YAL027W	-0.049	0.625	1.349
YAL026C	-0.342	0.047	-1.134
YAL023C	-3.908	4.465	4.445
YAL022C	-0.465	2.058	1.539
YAL021C	0.340	-13.849	-9.918
YAL020C	-0.237	1.933	2.050
YAL019W	0.096	-0.946	-1.073
YAL018C	-2.236	2.066	3.293
YAL017W	-2.508	2.565	2.837
YAL015C	-0.736	0.400	1.231
YAL014C	-1.193	1.217	1.000
YAL013W	-2.454	2.626	2.322
YAL011W	-0.968	1.134	-0.579
YAL010C	-16.282	NaN	NaN
YAL009W	1.335	-0.827	0.291
YAL008W	-0.955	1.601	1.746
YAL007C	0.987	0.704	1.227
YAL004W	-1.221	2.983	2.396
YAL005C	-2.464	3.998	2.699
YAL002W	0.821	-3.522	-3.526
YAR002W	-2.631	1.370	-2.288
YAR014C	-2.804	5.190	7.533
YAR015W	-0.873	-0.127	1.255
YAR018C	-0.689	1.766	4.019
YAR020C	-0.714	0.516	1.399
YAR023C	-0.270	0.437	1.194
YAR027W	-0.163	1.286	1.646
YAR028W	0.512	0.243	0.981
YAR029W	-1.649	0.706	-0.378
YAR031W	-0.115	0.759	1.480
YAR030C	-0.236	1.460	1.554
YAR035W	-0.571	1.152	2.049
YAR037W	-1.561	2.272	3.425
YAR040C	-0.208	0.936	1.650
YAR042W	-0.632	0.269	1.568
YAR043C	0.319	0.444	0.035
YAR047C	-2.877	2.661	1.628
YLL001W	-1.440	3.316	3.576
YLL002W	-2.754	-9.740	-6.826
YLL005C	0.208	0.494	-0.060
YLL006W	-9.756	10.694	8.807
YLL009C	-2.702	3.515	1.898
YLL010C	-1.479	3.883	4.287
YLL012W	-0.553	1.266	1.778
YLL013C	-2.323	2.789	0.680
YLL014W	-0.448	1.389	2.234
YLL015W	-1.070	1.668	0.811
YLL016W	-1.193	2.520	3.421
YLL017W	0.350	0.471	1.783
YLL019C	-0.235	1.100	1.088
YLL020C	1.120	0.065	0.292
YLL021W	0.853	0.667	1.525
YLL023C	-0.923	2.093	1.731
YLL024C	-1.267	2.493	2.336
YLL025W	-1.199	1.573	1.669
YLL026W	-1.110	2.545	1.766
YLL028W	-0.497	1.781	2.523
YLL029W	-0.129	-0.029	-0.423
YLL032C	-0.199	0.987	1.488
YLL033W	-6.088	7.734	3.044
YLL038C	-1.033	0.839	-2.111
YLL039C	0.394	0.704	0.508
YLL040C	0.424	0.886	0.676
YLL041C	-1.855	2.976	3.436
YLL042C	-3.781	5.726	4.940
YLL043W	-2.416	3.087	-0.788
YLL045C	-2.807	5.598	7.053
YLL046C	-2.641	3.755	3.623
YLL047W	-3.327	4.778	5.234
YLL051C	-2.838	5.079	5.180
YLL052C	-2.954	4.238	4.730
YLL053C	-2.262	2.866	2.756
YLL054C	-1.844	4.834	3.910
YLL055W	-0.352	2.483	2.408
YLL056C	-3.313	6.703	5.953
YLL057C	-2.873	3.989	4.872
YLL058W	-1.839	4.053	4.383
YLL060C	-2.554	4.115	4.084
YLL061W	-1.046	2.798	3.744
YLL062C	-1.980	3.641	3.912
YLL063C	-2.477	3.803	3.648
YLR001C	-2.783	3.923	4.299
YLR003C	-1.189	3.213	4.340
YLR004C	-1.710	4.353	4.290
YLR011W	-0.725	2.037	2.301
YLR012C	-1.629	4.386	4.431
YLR013W	-3.717	7.088	8.176
YLR014C	-1.480	4.299	5.355
YLR015W	-3.039	3.083	-0.828
YLR016C	-2.072	3.724	4.625
YLR017W	-3.175	6.190	6.297
YLR018C	-3.360	5.952	4.771
YLR019W	-0.461	1.920	1.751
YLR020C	-1.868	4.024	4.743
YLR021W	-3.065	2.515	-0.204
YLR023C	-2.298	3.354	3.883
YLR024C	0.649	-0.103	-2.188
YLR025W	-1.213	2.032	-0.706
YLR027C	-2.880	-1.029	-5.129
YLR028C	-2.456	5.467	5.564
YLR042C	-1.891	3.409	3.980
YLR043C	-3.168	6.297	6.997
YLR044C	-2.509	4.384	3.130
YLR046C	-0.791	2.100	2.846
YLR047C	0.012	2.268	3.330
YLR048W	-7.240	10.209	12.363
YLR049C	-1.808	2.226	2.881
YLR053C	-1.477	3.615	3.977
YLR054C	-0.842	2.845	3.849
YLR055C	-5.131	8.208	4.516
YLR056W	-5.154	-7.180	-4.439
YLR057W	-2.803	6.145	5.666
YLR058C	-2.076	3.871	4.710
YLR059C	-1.469	4.220	4.147
YLR061W	-7.737	8.717	12.764
YLR062C	-9.949	10.307	15.022
YLR063W	-0.209	1.962	2.855
YLR064W	-1.733	2.978	3.568
YLR065C	-2.286	4.663	2.740
YLR067C	-3.771	6.524	7.707
YLR068W	-3.132	5.940	6.402
YLR069C	-3.316	5.861	8.124
YLR070C	-0.597	3.154	3.618
YLR072W	-0.615	2.622	3.633
YLR073C	-1.063	2.990	3.047
YLR074C	-14.735	NaN	NaN
YLR077W	-1.631	4.508	4.834
YLR079W	-5.384	9.671	7.113
YLR080W	-3.134	4.082	0.666
YLR081W	-1.292	2.368	2.722
YLR082C	-1.300	1.790	2.787
YLR083C	-3.673	6.427	6.868
YLR084C	0.329	1.206	1.618
YLR085C	-1.214	2.478	-0.254
YLR087C	-7.398	11.638	7.286
YLR089C	-9.514	14.418	12.813
YLR090W	-3.030	5.300	5.016
YLR091W	-3.825	6.590	8.740
YLR092W	-2.509	4.026	3.793
YLR093C	-1.986	5.189	5.023
YLR094C	-1.919	3.332	4.741
YLR095C	-0.311	1.522	2.360
YLR096W	-3.363	5.924	6.172
YLR097C	-3.457	5.314	5.393
YLR098C	0.274	0.721	1.399
YLR099C	-1.013	3.496	3.204
YLR102C	0.144	1.402	1.314
YLR104W	-3.814	5.900	3.212
YLR107W	-2.409	2.776	2.586
YLR108C	-1.960	4.862	4.412
YLR109W	-2.913	6.032	6.141
YLR111W	-4.466	7.173	4.324
YLR112W	-2.226	4.329	3.619
YLR113W	-2.756	3.799	-0.140
YLR114C	-3.568	6.416	7.361
YLR118C	-0.616	2.167	1.838
YLR119W	1.146	0.202	-1.662
YLR120C	-0.200	1.962	1.151
YLR121C	-2.063	3.955	2.670
YLR122C	-1.758	4.244	2.419
YLR123C	-2.361	4.441	2.522
YLR124W	-0.777	2.132	2.234
YLR125W	-1.662	3.549	2.165
YML089C	-0.709	2.817	1.857
YML088W	-4.323	7.053	6.995
YML087C	-0.628	1.879	0.846
YML086C	-0.220	1.530	1.224
YML084W	-1.176	2.804	1.984
YML083C	-2.305	3.790	2.227
YML082W	-0.929	1.027	0.728
YML081W	-0.422	0.567	0.183
YML080W	-1.179	1.986	1.168
YML079W	-1.516	2.999	1.545
YML078W	-0.363	1.373	0.871
YML063W	-0.596	1.469	1.167
YML062C	-0.078	1.738	1.580
YML061C	-0.110	0.635	-0.353
YML060W	-2.299	2.474	0.694
YML059C	1.300	0.340	-0.725
YML058W	0.000	2.688	2.035
YML057W	-0.929	1.718	-0.204
YML057C-A	-1.210	3.188	0.854
YML056C	-1.525	1.394	0.446
YML055W	-0.999	2.430	1.635
YML054C	-0.854	2.675	1.838
YML053C	-1.947	3.113	2.431
YML052W	0.581	0.674	0.475
YML051W	-1.536	1.495	1.123
YML050W	-1.333	3.844	1.375
YML048W	-0.587	3.505	5.047
YML047W-A	0.524	0.773	-0.484
YML037C	-0.285	1.483	1.133
YML035C	-10.254	25.956	17.932
YML034W	-0.640	2.027	0.579
YML034C-A	-1.904	3.023	0.724
YML032C	-4.550	-9.281	-5.043
YML030W	-1.416	2.206	1.762
YML029W	-0.711	2.413	2.213
YML028W	0.063	-0.378	-8.124
YML026C	-2.938	4.810	4.756
YML024W	-6.086	7.873	7.748
YML020W	0.120	1.561	0.135
YML019W	0.053	1.746	1.465
YML018C	-0.163	1.356	1.105
YML017W	-0.306	1.113	0.328
YML016C	-0.250	0.463	-0.606
YML014W	-2.703	3.425	-0.149
YML013W	-1.408	2.238	1.762
YML012C-A	-12.464	11.542	10.422
YML012W	-0.210	0.931	0.469
YML011C	-1.494	2.045	-0.482
YML009C	-1.355	1.553	1.259
YML008C	-7.608	7.846	3.466
YML007W	1.128	-0.105	-0.299
YML006C	-4.017	2.790	-1.342
YML005W	-0.626	1.797	1.086
YML004C	-1.432	2.627	2.695
YML003W	-1.500	2.407	2.072
YML002W	-0.006	1.094	0.769
YML001W	-0.314	0.846	-1.167
YMR002W	0.802	0.370	0.471
YMR003W	-1.109	1.759	0.863
YMR006C	-0.077	-0.084	-0.489
YMR007W	0.046	0.658	0.090
YMR008C	-1.107	1.495	-0.060
YMR009W	1.436	-0.946	-1.233
YMR010W	0.095	1.547	0.251
YMR011W	-0.334	1.564	0.733
YMR012W	-0.537	1.099	0.604
YNR014W	-4.379	5.492	6.394
YMR015C	-2.915	-2.060	-2.558
YMR016C	-4.750	6.628	4.716
YMR017W	-0.049	1.016	0.301
YMR018W	-1.300	2.712	1.982
YMR019W	-0.541	1.237	0.380
YMR020W	-1.826	2.297	0.816
YMR021C	-1.412	2.519	2.711
YMR022W	0.937	-0.064	-0.561
YMR023C	-0.588	1.650	1.487
YMR024W	-2.876	4.470	5.684
YMR025W	-1.516	2.333	1.829
YMR026C	-2.943	3.764	1.906
YMR027W	-1.235	2.521	2.276
YMR029C	-1.689	2.565	2.980
YMR030W	-2.782	1.849	0.548
YMR031W-A	-3.750	4.055	-0.210
YMR031C	-0.619	0.872	1.375
YMR032W	-3.522	5.446	1.665
YMR034C	-0.466	1.551	0.695
YMR035W	-1.812	2.807	2.278
YMR036C	-0.838	1.679	2.827
YMR039C	-3.995	4.697	0.062
YMR040W	-0.262	0.421	0.562
YMR041C	-0.556	0.993	1.616
YMR042W	-1.647	3.190	3.252
YMR044W	-0.203	0.452	1.997
YMR140W	-1.040	2.303	2.979
YMR141C	0.078	-0.615	0.049
YMR143W	-3.362	5.514	7.018
YMR144W	1.664	-0.692	0.769
YMR145C	0.099	-0.316	-2.050
YMR147W	-0.644	0.594	1.850
YMR148W	0.265	-0.556	0.143
YMR151W	-2.526	3.420	3.988
YMR150C	-2.762	2.668	3.218
YMR152W	0.327	-0.149	1.012
YMR153W	0.292	-0.333	0.336
YMR153C-A	-1.932	1.767	1.641
YMR155W	0.988	-0.347	1.028
YMR156C	0.008	0.641	1.136
YMR157C	-0.711	1.890	2.807
YMR158W-B	1.008	-0.911	-0.689
YMR159C	0.740	0.437	0.453
YMR161W	-0.520	1.436	0.505
YMR162C	-0.132	0.181	1.199
YMR163C	-0.292	-0.184	-0.290
YMR164C	-0.125	0.991	1.013
YMR166C	-3.270	3.445	2.143
YMR167W	-0.496	0.558	1.047
YMR169C	0.058	0.091	-0.215
YMR170C	-0.379	0.066	0.316
YMR172C-A	0.689	-0.059	0.033
YMR173W-A	-0.036	-1.135	-0.124
YMR174C	0.055	0.310	0.747
YMR175W	0.049	-0.005	-0.357
YMR176W	-0.717	2.054	1.665
YMR177W	-1.945	2.209	1.615
YMR178W	-0.934	1.321	1.825
YMR179W	-3.369	6.268	5.312
YMR180C	-0.681	2.391	2.391
YMR182C	-0.682	2.200	2.077
YMR183C	0.524	-0.574	-0.406
YMR184W	-1.884	4.355	6.320
YMR186W	-0.394	0.758	0.495
YMR187C	0.448	0.146	-0.357
YMR188C	0.805	0.036	-0.627
YMR189W	0.780	1.477	0.820
YMR190C	-1.603	-12.187	-7.985
YMR191W	-1.320	2.574	2.156
YMR192W	1.140	-0.545	-0.484
YMR193W	-0.413	1.924	2.143
YMR194W	-1.059	3.250	4.294
YMR193C-A	-1.695	3.701	4.696
YMR195W	0.791	-0.588	-0.322
YMR196W	0.121	0.482	0.783
YMR198W	-2.524	-11.245	-7.069
YMR199W	0.631	0.551	1.740
YMR201C	1.519	-1.184	-0.723
YMR202W	-0.723	1.438	-0.480
YMR204C	-0.016	1.642	1.722
YMR205C	-1.028	2.521	1.030
YMR206W	-0.449	2.035	2.019
YMR207C	-7.014	4.443	3.291
YMR210W	0.261	1.186	0.523
YMR214W	-0.448	0.793	-2.048
YMR215W	-0.409	2.481	2.845
YMR216C	-4.344	6.280	5.358
YMR219W	-0.229	1.453	1.930
YMR221C	-0.082	1.001	0.694
YMR222C	1.776	-1.144	-0.783
YMR223W	1.173	0.717	-0.952
YMR224C	-3.508	-10.316	-6.044
YMR225C	0.085	2.279	2.702
YMR226C	0.469	0.996	1.368
YMR228W	-3.318	4.554	5.519
YMR230W	-2.833	5.192	6.113
YMR231W	0.251	1.696	2.432
YMR232W	-0.370	0.275	1.032
YMR233W	1.355	-0.011	0.465
YMR234W	-3.608	3.294	1.926
YMR237W	-0.709	2.069	-0.049
YMR238W	0.745	0.965	2.142
YMR241W	1.239	1.037	1.539
YMR242C	-7.725	11.605	10.699
YMR243C	-0.347	1.807	0.503
YMR244W	-0.858	1.709	1.837
YMR245W	-0.446	1.859	1.794
YMR244C-A	-0.120	1.472	1.426
YMR246W	-1.216	2.414	1.404
YMR247C	-1.801	3.772	3.656
YMR250W	0.260	0.753	0.594
YMR251W	-0.829	2.217	2.013
YMR251W-A	-0.155	2.070	0.847
YMR252C	-0.448	0.457	1.570
YMR253C	0.184	-0.120	0.692
YMR254C	-1.264	0.930	1.438
YMR255W	0.893	0.077	1.412
YMR256C	-2.818	3.348	3.876
YMR257C	-3.838	2.238	3.946
YMR258C	-0.788	2.104	3.179
YMR259C	0.064	0.524	2.618
YMR261C	-1.060	1.441	2.092
YMR262W	0.307	-0.881	0.389
YNL047C	-8.319	5.342	0.741
YMR264W	-0.042	0.424	1.456
YMR265C	-1.248	1.201	2.830
YMR266W	-0.626	0.450	0.600
YMR267W	-4.739	5.854	7.235
YMR269W	1.231	-0.736	1.345
YMR272C	-3.842	-7.021	-5.402
YMR273C	-0.639	1.955	3.516
YMR274C	0.725	-1.622	-4.203
YMR275C	1.645	-1.004	0.839
YMR276W	-1.028	1.344	2.990
YMR278W	-0.941	1.497	2.648
YMR280C	1.111	-0.493	1.619
YMR282C	0.095	0.421	1.294
YMR283C	-0.775	0.386	0.730
YMR284W	-0.071	-0.149	0.524
YMR285C	0.723	-0.504	0.947
YMR286W	-3.187	3.249	5.690
YMR287C	-1.136	2.154	4.299
YMR289W	0.661	-0.489	1.446
YMR291W	1.103	-0.969	0.866
YMR292W	-0.441	0.525	-0.485
YMR293C	-2.040	2.206	4.882
YMR294W	-2.039	1.151	1.251
YMR294W-A	1.688	-1.839	-0.623
YMR295C	0.172	0.241	0.597
YMR297W	-1.408	1.723	2.637
YMR299C	-1.032	0.809	0.655
YMR300C	0.554	0.142	1.387
YMR302C	-1.289	1.941	3.563
YMR303C	0.216	-0.162	2.032
YMR304W	-6.952	-5.908	-2.642
YMR304C-A	0.764	-1.046	0.341
YMR305C	0.465	0.608	2.756
YMR306C-A	-0.157	0.088	1.836
YMR307W	-1.273	2.444	4.797
YMR310C	1.133	-0.630	0.756
YNL339C	0.153	0.807	1.631
YNL338W	-0.395	1.258	1.888
YNL336W	0.663	-0.572	0.789
YNL335W	-0.996	0.853	1.917
YNL334C	-0.214	-0.540	0.762
YNL333W	-0.610	1.709	3.067
YNL332W	-0.085	0.781	2.142
YNL330C	-0.116	0.445	1.355
YNL329C	-1.223	1.169	0.932
YNL328C	-0.312	-0.088	0.357
YNL327W	-1.550	2.235	1.640
YNL326C	-0.034	0.947	1.420
YNL324W	2.161	-1.431	-0.080
YNL325C	-1.657	1.791	2.795
YNL323W	-0.594	1.125	1.865
YNL322C	-0.265	0.673	0.698
YNL321W	0.594	-1.653	-0.260
YNL320W	1.659	-1.148	0.234
YNL319W	-1.038	-3.306	-6.691
YNL318C	1.167	-0.560	1.376
YNL314W	-2.050	2.238	4.043
YNL311C	1.194	-1.104	0.181
YNL309W	-1.524	2.932	2.948
YNL053W	-8.172	-0.446	0.579
YNL305C	0.127	0.743	1.001
YNL304W	-0.268	-0.566	-0.689
YNL303W	-0.084	0.165	0.573
YNL302C	-5.088	6.440	8.259
YNL301C	-1.160	1.741	1.257
YNL299W	-0.596	-0.920	-1.626
YNL298W	-5.197	5.661	-2.066
YNL086W	-9.010	1.240	2.687
YNL297C	0.644	-1.077	-5.484
YNL295W	0.248	0.390	1.080
YNL294C	-0.879	-0.344	0.320
YNL293W	0.559	-0.280	0.159
YNL089C	-5.029	-0.365	0.336
YNL291C	0.878	-0.760	-0.540
YNL289W	-2.041	1.315	2.123
YNL288W	0.415	-1.646	-0.535
YNL286W	-0.079	-0.255	0.539
YNL285W	-0.713	-0.147	2.040
YNL283C	-0.418	-0.311	1.377
YNL281W	-1.054	1.116	1.083
YNL280C	-1.176	0.552	0.849
YNL278W	0.334	-0.176	0.773
YNL096C	-6.203	1.472	2.423
YNL276C	0.426	-1.607	-1.665
YNL275W	-0.315	-0.006	0.777
YNL273W	0.386	-1.799	-4.533
YNL271C	0.113	-0.540	0.783
YNL270C	-0.245	0.909	2.247
YNL269W	-0.061	0.396	1.589
YNL268W	-0.129	-0.112	0.814
YNL266W	-0.998	0.124	0.523
YNL265C	-0.125	0.407	2.090
YNL264C	1.136	-1.124	-0.889
YNL259C	3.208	-4.734	-3.742
YNL257C	1.057	-1.089	0.961
YNL255C	-1.295	0.998	0.128
YNL254C	-0.260	-0.788	0.387
YNL253W	-0.583	-0.372	0.315
YNL249C	-0.259	0.460	1.030
YNL248C	-6.423	-1.963	-3.128
YNL246W	-1.245	-0.173	-3.764
YOR001W	-1.642	1.949	3.026
YOR002W	-0.703	-0.279	0.436
YOR003W	-1.131	-0.505	0.442
YOR005C	-1.499	-0.093	0.379
YOR006C	-0.077	0.224	1.930
YOR007C	1.975	-2.353	-3.219
YOR008C	-1.466	-0.588	-2.706
YOR009W	0.120	-0.058	0.618
YOR010C	-0.791	1.300	1.975
YOR011W	0.251	-1.101	-1.064
YOR012W	0.465	0.247	0.721
YOR013W	-0.110	-0.115	0.669
YOR014W	-1.829	2.715	2.329
YOR015W	-0.906	0.263	1.325
YOR016C	-0.989	0.730	1.671
YOR017W	-0.944	1.264	2.113
YOR018W	-0.349	-0.557	-3.403
YOR019W	1.045	-1.547	-1.461
YOR021C	0.366	-0.606	0.145
YOR022C	-0.632	0.528	1.050
YOR023C	0.499	-0.904	-0.516
YOR024W	-0.749	2.126	2.958
YOR025W	-0.378	-0.146	0.297
YOR026W	-8.551	6.538	5.572
YOR027W	-1.395	0.457	-0.330
YOR028C	0.511	0.562	1.294
YOR029W	-0.529	0.790	1.196
YOR030W	0.359	-0.936	-0.100
YOR031W	0.615	-0.988	0.104
YOR032C	2.674	-2.287	-1.518
YOR033C	1.471	-1.688	-1.275
YOR034C	0.783	-0.471	0.053
YOR035C	-8.084	4.753	-0.135
YOR036W	-3.316	-3.087	-5.954
YOR037W	-2.403	3.015	3.465
YOR038C	-0.205	0.598	1.401
YOR039W	-1.099	0.334	-2.143
YOR040W	0.151	-1.095	-0.834
YOR041C	0.765	-1.284	-0.238
YOR042W	-1.008	0.384	-0.035
YOR043W	1.669	-0.794	0.045
YOR044W	0.492	-0.924	-1.381
YOR045W	0.381	-0.961	-1.034
YOR047C	-0.530	0.165	0.149
YOR049C	0.064	-0.494	-0.280
YOR050C	0.920	-0.751	0.034
YOR051C	0.088	-1.219	-2.069
YOR052C	-0.014	0.044	1.327
YOR053W	-1.537	1.067	1.334
YOR054C	-1.135	0.565	0.654
YOR055W	-0.156	-0.760	-0.256
YOR058C	-0.604	-0.021	0.599
YOR059C	2.030	-1.848	-0.578
YOR061W	3.369	-1.117	-0.141
YOR062C	0.514	-1.228	-1.669
YOR064C	0.853	-1.110	-0.713
YOR065W	-3.829	3.968	2.908
YOR066W	0.818	-0.699	-0.280
YOR067C	0.826	-1.034	-0.309
YOR068C	0.810	-1.270	-0.474
YOR069W	-1.806	0.455	1.882
YOR070C	-0.774	-1.867	-4.224
YOR071C	0.682	-1.266	-0.605
YOR072W	-0.143	0.295	0.973
YOR073W	-6.553	2.946	1.035
YOR076C	3.671	-3.792	-3.237
YOR078W	-3.467	2.560	4.138
YOR079C	2.464	-3.059	-2.337
YOR080W	-12.213	12.337	6.910
YOR081C	1.550	-2.011	-1.421
YOR082C	-0.179	0.356	0.415
YOR083W	-0.342	0.402	0.683
YOR084W	-0.091	-0.489	0.249
YOR085W	0.833	-1.928	-0.912
YOR086C	0.636	-1.582	-1.038
YOR087W	1.176	-1.144	-0.908
YOR089C	1.100	-1.967	-4.305
YOR090C	-0.329	0.410	0.976
YOR091W	0.132	-0.245	0.715
YOR092W	0.068	-0.462	-0.116
YOR093C	0.367	-0.243	0.865
YOR094W	0.721	-0.629	0.674
YOR289W	0.002	-0.065	1.115
YOR290C	-16.786	NaN	NaN
YOR291W	-0.090	0.202	-1.092
YOR292C	1.559	-1.541	-1.183
YOR293W	-4.712	6.002	6.800
YOR295W	-10.847	12.650	6.938
YOR296W	0.277	-0.427	0.357
YOR297C	-4.190	-0.907	-1.308
YOR298W	-0.188	-0.958	-0.173
YOR299W	-1.792	1.933	1.114
YOR301W	0.852	-1.365	-0.193
YOR302W	-1.480	1.415	1.767
YOR303W	-1.590	1.655	1.485
YOR304C-A	0.565	-0.595	-0.345
YOR304W	1.012	-0.497	0.622
YOR305W	-3.065	3.085	4.568
YOR307C	2.507	-2.490	-1.697
YOR308C	0.260	0.666	1.536
YOR311C	-0.682	-0.018	0.367
YOR312C	-1.569	-1.179	-5.901
YOR313C	0.336	-0.637	-0.350
YOR314W	-0.020	-0.807	-0.527
YOR315W	0.274	-1.051	-0.136
YOR316C	-0.084	-1.119	-1.367
YOR318C	0.057	-0.550	-0.131
YOR320C	0.488	-1.817	-1.325
YOR321W	-0.179	-1.107	-0.342
YOR322C	0.744	-0.860	-1.170
YOR323C	-9.397	-2.436	-0.196
YOR324C	0.933	-1.265	-0.943
YOR327C	-1.574	1.137	2.190
YOR328W	-0.553	0.181	0.876
YOR330C	-0.679	1.363	3.909
YOR332W	-1.903	0.601	1.216
YOR334W	-5.001	3.605	3.701
YOR337W	1.140	-2.254	-1.723
YOR338W	-0.117	-0.468	0.451
YOR339C	0.846	-0.943	-0.016
YOR342C	-1.273	-0.288	0.502
YOR343C	1.193	-1.216	0.391
YOR344C	2.412	-1.720	-1.577
YOR346W	0.205	-0.348	-0.168
YOR347C	0.054	-0.405	-0.251
YOR348C	1.160	-2.293	-1.649
YOR349W	-2.561	1.866	0.123
YOR350C	-1.259	1.002	1.618
YOR351C	-1.246	0.420	-0.498
YOR352W	-0.026	-1.318	-0.952
YOR354C	-0.298	-0.994	-0.358
YOR355W	-0.982	-0.036	0.374
YOR356W	1.098	-1.984	-1.380
YOR357C	2.682	-3.048	-1.630
YOR358W	-2.155	1.160	-0.290
YOR359W	1.030	-1.597	-1.833
YOR360C	-1.113	1.154	-1.973
YOR363C	-0.400	-2.029	-0.847
YOR365C	1.179	-1.918	-1.086
YOR367W	1.274	-1.616	-0.227
YOR368W	0.310	-7.090	-9.678
YOR371C	1.423	-1.084	-0.710
YOR374W	0.785	-3.248	-1.549
YOR375C	1.308	-2.318	-4.033
YOR376W	1.673	-3.741	-3.345
YOR377W	2.907	-4.060	-3.317
YOR378W	3.233	-3.802	-3.159
YOR380W	0.939	-2.747	-1.799
YOR381W	2.129	-3.368	-2.150
YOR382W	2.843	-3.981	-2.673
YOR383C	1.455	-2.256	-1.763
YOR384W	2.318	-3.319	-2.155
YOR385W	2.516	-2.813	-1.717
YOR386W	1.076	-1.597	-0.313
YOL001W	-5.690	2.431	-2.557
YOL002C	1.481	-2.541	-1.691
YOL003C	3.846	-4.861	-3.442
YOL004W	0.861	-1.436	-1.362
YOL006C	-1.893	3.571	2.384
YOL007C	2.848	-3.665	-3.646
YOL008W	-2.814	1.774	0.936
YOL009C	-17.106	NaN	NaN
YOL011W	3.833	-5.162	-3.666
YOL012C	-2.445	-6.783	-7.139
YOL013C	1.708	-3.387	-2.562
YOL014W	1.824	-3.217	-1.394
YOL015W	0.930	-3.108	-2.899
YOL017W	2.077	-4.046	-3.292
YOL018C	1.170	-4.610	-6.160
YOL019W	-0.226	0.610	0.950
YOL020W	-2.256	3.402	2.618
YOL023W	-11.565	7.570	10.703
YOL024W	-1.159	2.507	2.881
YOL025W	-2.229	3.536	3.311
YOL027C	-2.164	0.062	0.525
YOL028C	-1.408	2.137	2.838
YOL029C	-0.038	0.640	1.304
YOL030W	-1.877	2.577	3.498
YOL031C	-2.425	2.231	2.747
YOL032W	0.968	-1.540	-0.352
YOL033W	-3.233	4.924	6.491
YOL035C	-0.759	1.629	2.128
YOL036W	-1.843	2.550	4.063
YOL037C	-2.271	2.632	3.564
YOL039W	-1.528	2.226	4.002
YOL041C	-4.497	6.254	8.185
YOL042W	-0.032	0.071	1.417
YOL043C	-0.312	0.408	1.719
YOL044W	-1.289	1.260	2.075
YOL045W	-1.408	2.003	3.406
YOL046C	-2.176	2.548	3.317
YOL047C	1.053	-0.875	-0.188
YOL048C	0.561	0.601	1.135
YOL049W	-13.045	7.109	7.988
YOL050C	-1.486	2.117	-1.154
YOL051W	-1.553	1.144	2.776
YOL052C	-5.082	4.754	5.774
YOL052C-A	-1.003	1.359	2.300
YOL053W	-0.627	1.026	2.335
YOL054W	-1.300	1.883	2.897
YOL055C	0.380	-0.284	1.580
YOL056W	-1.070	1.477	2.557
YOL057W	-3.263	4.374	4.757
YOL058W	-1.106	0.348	1.757
YOL059W	-0.200	0.501	1.151
YOL060C	-0.590	2.016	3.000
YOL061W	-2.850	3.176	2.100
YOL062C	-0.314	0.559	1.865
YOL063C	-0.965	0.821	2.760
YOL064C	-6.395	7.930	6.799
YOL065C	-1.890	2.548	3.026
YOL067C	-1.752	-3.843	-6.019
YOL068C	0.198	-1.029	-0.213
YOL070C	0.179	-0.898	1.189
YOL071W	-1.238	0.125	0.437
YOL072W	-13.946	16.427	12.790
YOL075C	-0.089	1.562	1.539
YOL076W	-9.459	-0.066	-0.126
YOL079W	-2.236	3.996	5.343
YOL080C	-2.060	3.210	4.378
YOL081W	-10.013	8.590	1.053
YOL082W	-1.116	0.410	1.162
YOL083W	-1.774	2.461	2.956
YOL084W	-2.919	2.410	3.773
YOL085C	-0.141	-0.237	1.141
YPL274W	-2.990	2.996	2.274
YPL273W	-1.514	1.821	1.850
YPL272C	0.146	-0.530	-0.641
YPL271W	-17.124	NaN	NaN
YPL270W	-6.352	8.996	9.181
YPL269W	-2.033	3.665	3.967
YPL267W	-1.031	1.069	2.299
YPL265W	-1.662	1.835	2.634
YPL264C	-1.794	2.596	2.758
