ORF	hap a | growth (AUC) | standard | minimal complete | Hartman JL 4th~Tippery NP, 2004	hap a | growth (AUC) | hydroxyurea [50 mM] | minimal complete | Hartman JL 4th~Tippery NP, 2004	hap a | growth (AUC) | hydroxyurea [150 mM] | minimal complete | Hartman JL 4th~Tippery NP, 2004
YDL225W	0.928	-2.063	-2.572
YDL226C	-0.042	-0.856	-3.521
YDL227C	-0.112	-0.291	-1.588
YDL229W	-1.245	1.814	0.204
YDL230W	-1.530	0.355	-1.327
YDL231C	0.945	-0.967	-2.128
YDL232W	-4.012	7.370	7.923
YDL233W	0.225	-0.830	-2.286
YDL234C	-0.011	0.364	-0.690
YDL236W	-0.902	1.214	-1.860
YDL237W	-0.833	0.273	-0.806
YDL238C	1.084	-1.313	-2.031
YDL239C	2.848	-3.937	-4.069
YDL240W	-0.619	1.563	-1.637
YDL241W	-1.182	1.027	0.019
YDL242W	-1.560	2.439	2.542
YDL243C	-0.145	-1.047	-2.079
YDR001C	1.135	-2.269	-3.143
YDR003W	1.035	-0.930	-1.803
YDR004W	-1.214	-12.617	-8.375
YDR005C	-1.065	1.557	-0.823
YDR006C	-0.444	-0.167	-1.860
YDR008C	-1.446	1.221	0.097
YDR009W	3.670	-4.555	-4.551
YDR010C	0.574	-0.873	-0.672
YDR011W	-0.754	-0.022	-0.996
YDR014W	-0.741	0.918	-0.156
YDR015C	-0.185	0.082	-1.739
YDR017C	-16.792	NaN	NaN
YDR018C	1.736	-2.335	-2.118
YDR019C	-1.326	0.553	-0.392
YDR020C	-1.180	2.001	1.389
YDR022C	0.824	-2.300	-3.445
YDR024W	-0.186	-2.865	-2.572
YDR025W	-0.379	0.653	0.836
YDR026C	0.843	0.503	-0.416
YDR027C	0.813	0.133	-1.524
YDR028C	-4.602	-3.523	-4.992
YDR029W	0.709	1.171	0.685
YDR030C	-0.537	1.359	-0.249
YDR031W	-0.527	2.574	1.472
YDR032C	-1.431	3.699	2.631
YDR033W	-0.392	2.207	1.150
YDR034C	-0.378	2.056	0.718
YDR035W	0.889	0.049	-1.272
YDR036C	-0.183	1.612	1.225
YDR042C	0.744	-1.763	0.894
YDR043C	2.408	-2.193	-2.861
YDR046C	0.864	0.416	-0.493
YAL064C-A	0.475	-0.137	-0.158
YBL091C-A	-0.422	1.742	-0.136
YBR269C	-2.711	4.391	0.710
YBR271W	-0.207	1.631	1.283
YBR273C	-0.963	2.653	2.181
YBR274W	0.792	-0.656	-1.084
YBR277C	-0.848	3.088	0.599
YBR278W	-1.940	4.056	0.045
YBR281C	-1.200	3.870	1.411
YBR282W	-2.094	3.243	3.228
YBR283C	0.827	-0.274	-1.236
YBR284W	-0.820	3.021	0.242
YBR285W	-0.818	1.678	0.270
YBR286W	0.628	1.929	-0.378
YBR290W	0.887	0.426	0.915
YBR291C	-0.148	2.494	-0.171
YBR292C	1.376	-1.361	-0.633
YBR293W	-0.530	1.437	-0.037
YBR295W	0.540	0.852	-0.395
YBR296C	0.364	0.207	-0.689
YBR297W	-0.487	2.589	0.680
YBR298C	0.282	1.566	0.101
YBR300C	3.638	-3.524	-3.714
YCL001W-A	-0.175	1.608	0.519
YCR020W-B	-2.632	-3.883	-6.914
YCR024C	-10.906	3.830	2.669
YCR024C-A	-0.622	2.755	0.307
YCR025C	-1.645	3.058	0.394
YCR026C	0.944	-0.225	-2.112
YCR027C	-1.180	3.927	1.057
YCR028C	-17.110	NaN	NaN
YCR031C	0.854	1.137	1.276
YCR034W	-5.284	5.320	2.723
YCR036W	0.885	1.356	-1.880
YCR037C	2.091	-1.975	-2.371
YCR043C	-0.042	0.520	-0.262
YCR045C	1.222	0.284	-2.370
YCR049C	0.460	-0.388	-1.834
YCR050C	0.442	1.921	-0.567
YCR051W	0.573	0.106	0.003
YCR059C	1.090	-1.842	-2.029
YCR061W	-0.491	2.236	0.483
YCR065W	-0.427	-0.361	-1.996
YCR066W	-1.713	-9.708	-7.680
YCR068W	1.518	-1.311	-1.266
YCR071C	-1.684	2.433	0.937
YCR073W-A	1.960	-2.012	-3.025
YCR076C	1.552	-1.176	-2.770
YCR077C	0.605	-1.419	-2.708
YCR079W	1.806	-1.938	-3.545
YCR081W	-0.185	-0.381	-5.200
YCR082W	1.860	-1.260	-0.431
YCR085W	0.796	0.642	-1.583
YCR086W	-3.418	1.853	-0.341
YCR087C-A	-2.074	3.287	0.247
YCR087W	-1.055	2.364	-0.232
YJL007C	2.322	-2.921	-4.427
YJL016W	1.974	-2.470	-3.656
YJL020C	0.444	-0.799	-2.111
YJL022W	0.058	-0.427	-0.706
YJL023C	-0.826	2.451	2.419
YJL024C	1.948	-1.147	-1.917
YJL029C	-0.656	-0.647	-2.817
YJR001W	1.535	-1.651	-0.831
YJR005W	0.371	-0.778	-0.411
YJR008W	0.817	-1.047	-1.271
YJR009C	2.584	-2.378	-2.434
YJR010C-A	5.602	-6.346	-6.624
YJR010W	2.917	-3.996	-4.716
YJR011C	0.813	-1.593	-1.909
YJR014W	1.943	-3.383	-4.470
YJR015W	2.670	-3.592	-3.406
YJR018W	-5.200	1.682	-4.383
YJR019C	3.716	-4.327	-4.517
YJR020W	0.853	-1.061	-1.636
YJR021C	-0.249	-0.096	-1.260
YJR024C	0.114	-0.792	-1.131
YJR025C	2.653	-2.276	-3.108
YJR026W	1.275	-1.466	-0.384
YJR030C	-0.461	-0.179	1.657
YJR031C	-0.863	0.170	1.435
YJR033C	-1.584	1.024	1.932
YJR035W	0.268	-0.528	0.383
YJR036C	0.121	0.817	1.826
YJR043C	-0.959	-11.401	-8.623
YJR048W	-0.085	0.650	2.091
YJR049C	-0.733	-0.563	1.262
YJR050W	1.926	-2.477	-2.402
YJR051W	-0.089	0.372	2.143
YJR052W	2.242	-2.948	-1.455
YJR053W	1.433	-1.009	-1.158
YJR054W	2.715	-2.517	-2.312
YJR055W	-5.629	8.016	8.719
YJR056C	1.762	-1.635	-0.688
YJR058C	-0.098	-0.335	0.806
YJR059W	-4.016	3.382	3.415
YJR060W	-6.761	6.881	5.860
YJR061W	0.542	-1.441	1.039
YJR062C	0.675	-0.768	0.855
YJR063W	-5.816	7.233	8.982
YDL096C	0.214	-1.302	1.034
YDL099W	-1.054	1.122	0.741
YDL100C	1.924	-2.758	-5.784
YDL101C	-5.506	-8.000	-4.087
YDL104C	-2.908	4.095	6.865
YDL106C	-0.147	-0.093	0.422
YDL107W	-4.412	2.421	3.644
YDL109C	1.666	-2.383	-0.784
YDL110C	-0.798	1.132	2.056
YDL112W	0.705	-0.969	0.206
YDL113C	-2.324	2.772	7.173
YDL114W	1.532	-1.939	-0.202
YDL116W	-7.049	5.099	0.377
YDL117W	-0.887	0.291	2.797
YDL118W	-1.321	-9.363	-8.141
YDL119C	-2.952	-2.723	-5.032
YDL121C	-0.157	1.019	1.417
YDL122W	-0.089	0.597	1.970
YDL123W	-1.077	1.767	2.092
YDL124W	-1.359	1.247	1.238
YDL125C	-1.553	0.447	2.847
YDL127W	0.439	-0.456	0.793
YDL128W	-0.926	0.290	1.976
YDL129W	-0.716	0.963	2.325
YDL130W	0.525	0.021	1.395
YDL131W	2.437	-1.486	-1.322
YDL133W	0.736	-0.530	-1.278
YDL134C	-0.355	1.557	2.343
YDL133C-A	-1.550	1.463	1.289
YDL135C	-0.273	0.966	1.829
YDL136W	-2.374	3.095	4.367
YDL137W	0.611	-0.663	-0.271
YDL138W	-0.092	1.414	2.756
YDL142C	-0.365	0.103	0.524
YDL144C	1.256	-1.353	0.095
YDL146W	-0.048	0.149	1.418
YDL149W	1.734	-2.052	-1.902
YDL151C	-5.000	5.950	5.358
YDL154W	0.591	-0.173	0.434
YDL155W	0.981	0.099	1.326
YDL156W	-1.705	1.446	1.084
YDL157C	0.364	-0.096	-0.130
YDL159W	0.579	-0.548	0.002
YDL161W	0.384	-0.543	0.360
YDL162C	-0.954	1.745	2.053
YDL168W	0.708	-1.003	-0.835
YDL169C	-1.745	1.066	1.069
YDL170W	-1.056	0.829	1.032
YDL171C	1.878	-2.549	-2.552
YDL172C	-5.843	6.320	2.054
YDL173W	-6.049	6.405	0.688
YDL174C	1.197	-0.921	-0.421
YDL175C	-0.628	0.978	1.227
YDL176W	-0.061	0.127	0.450
YDL177C	-1.031	2.002	1.678
YDL178W	-0.981	0.923	1.017
YDL179W	0.263	-0.301	0.144
YDL180W	-1.574	1.920	1.702
YDL181W	-0.789	1.036	3.948
YDL182W	-2.320	4.112	4.706
YDL183C	0.505	-0.527	-1.728
YDL184C	2.497	-1.566	-1.662
YDL186W	0.140	-0.433	-1.247
YDL187C	-0.652	1.095	0.653
YDL188C	-0.879	0.442	0.295
YDL189W	-1.509	2.219	2.267
YDL190C	-0.379	0.079	0.404
YOR325W	0.119	0.984	-0.397
YOR333C	-2.614	-0.526	-0.351
YOR345C	-0.550	0.996	0.847
YOR366W	-0.418	-0.062	0.966
YOR379C	-2.054	2.336	1.751
YNL001W	-3.396	2.569	2.470
YNL004W	-0.172	-0.010	0.943
YNL005C	-4.586	2.034	4.645
YNL008C	-0.964	1.542	1.808
YNL009W	-1.850	2.209	3.648
YNL010W	-0.466	-0.099	0.795
YNL012W	-1.869	2.560	3.041
YNL013C	-1.383	0.849	2.461
YNL015W	0.958	0.252	1.981
YNL016W	-0.922	1.369	0.952
YNL020C	-0.403	0.579	1.733
YNL021W	-3.201	2.997	2.445
YNL022C	-1.507	1.665	2.766
YNL023C	-1.040	0.699	1.756
YNL024C	-0.339	1.000	2.928
YNL025C	-3.290	0.364	-2.359
YNL027W	-1.628	1.064	1.484
YNL028W	-0.499	-0.614	0.344
YNL029C	-2.040	2.411	3.053
YNL030W	-2.567	2.830	4.055
YNL031C	0.361	0.262	0.477
YNL032W	-4.331	5.306	4.768
YNL034W	0.037	0.689	1.587
YNL035C	-0.051	-0.102	0.429
YNL037C	-3.261	4.470	4.017
YNL040W	1.526	-0.067	2.364
YNL041C	0.319	-0.772	-3.563
YNL043C	-0.727	0.780	2.978
YNL044W	-0.299	0.247	1.716
YNL045W	-0.300	0.093	1.496
YNL046W	0.500	-0.449	1.356
YNL049C	0.202	-0.690	-0.390
YNL050C	0.181	-0.909	0.097
YNR001C	-0.630	0.960	1.006
YNR002C	-1.162	1.394	1.916
YNR004W	-1.857	2.691	2.725
YNR005C	0.506	-1.926	-1.662
YNR006W	1.152	-1.721	-2.178
YNR007C	-0.091	0.042	1.444
YNR008W	-0.948	1.560	2.228
YNR009W	0.350	0.769	2.521
YNR010W	-0.894	-3.483	-7.267
YNR012W	-1.488	1.641	3.169
YNR013C	0.023	0.053	0.777
YNR015W	-0.835	2.155	3.066
YNR018W	-4.666	5.036	2.959
YNR019W	0.111	1.819	2.648
YNR020C	-7.613	6.521	3.420
YNR021W	0.306	0.956	2.362
YNR022C	-0.596	1.404	2.205
YNR024W	-0.749	1.888	2.739
YNR025C	-1.511	2.390	2.705
YNR027W	-0.531	1.371	1.361
YNR028W	-0.807	0.554	1.451
YNR029C	0.093	0.807	1.646
YNR030W	-1.595	2.790	2.485
YNR031C	-1.106	1.982	1.631
YNR032W	-1.481	2.645	4.327
YNR034W	-1.913	3.013	3.356
YNR036C	-1.564	3.722	4.613
YNR037C	-11.916	0.670	7.102
YNR039C	0.791	-0.184	0.865
YNR040W	-0.351	0.431	1.135
YNR041C	-4.394	3.875	4.813
YNR042W	-1.724	2.040	3.053
YNR045W	-4.322	3.300	4.757
YNR047W	0.204	0.945	1.866
YNR048W	0.520	0.344	1.551
YNR049C	-1.533	2.410	3.386
YBL095W	-1.814	2.928	2.442
YBL096C	-1.321	2.205	2.130
YBL098W	-0.217	0.634	1.137
YBL099W	-10.971	16.341	9.911
YBL100C	-11.811	19.691	11.213
YBL101C	-1.765	2.974	3.222
YBL102W	-0.580	1.695	1.019
YBL103C	-3.886	-3.379	-5.083
YBL104C	-2.758	3.865	3.918
YBL106C	1.193	-0.216	-0.187
YBL107C	-0.177	1.172	0.438
YBR001C	-2.748	4.172	3.281
YBR003W	-2.521	3.023	3.882
YBR005W	-1.898	2.860	3.310
YBR006W	-1.930	4.115	3.577
YBR007C	-1.936	3.009	2.269
YBR008C	-1.044	1.887	2.319
YBR009C	-3.262	6.015	4.990
YBR010W	-2.362	4.457	4.278
YBR012C	-1.174	1.688	1.334
YBR013C	-1.145	2.576	2.588
YBR014C	-0.534	1.879	2.394
YBR015C	-2.564	3.696	3.523
YBR016W	-1.360	2.078	3.507
YBR018C	-3.288	3.883	3.496
YBR019C	-1.997	2.913	3.122
YBR020W	-2.046	2.271	2.397
YBR021W	-17.128	NaN	NaN
YBR022W	-0.966	2.295	3.222
YBR023C	-2.293	3.132	4.945
YBR024W	-1.060	1.611	1.891
YBR025C	-1.488	1.851	2.117
YBR026C	-4.331	2.925	2.440
YBR027C	-0.658	1.023	1.198
YBR028C	-2.032	2.516	1.449
YBR030W	-1.954	3.292	4.248
YBR031W	-2.521	2.918	3.443
YBR032W	-1.486	2.109	1.340
YBR033W	-1.349	1.642	2.598
YBR034C	-0.781	1.199	1.439
YBR036C	0.699	-0.982	-4.744
YBR037C	-5.170	2.877	4.197
YBR040W	-0.795	0.519	0.899
YBR041W	-2.287	2.685	3.763
YBR042C	0.318	-1.079	-0.953
YBR043C	-1.597	3.569	2.642
YBR044C	-3.112	3.827	3.408
YBR045C	-1.119	1.352	2.363
YBR046C	-2.148	2.209	2.357
YBR047W	-1.114	2.722	3.450
YBR048W	-2.848	4.114	5.252
YBR050C	-0.737	2.241	2.767
YBR051W	-1.606	1.602	2.737
YBR052C	-2.017	2.988	3.605
YBR053C	-1.607	2.386	2.558
YBR054W	-0.967	1.661	2.552
YBR056W	1.060	0.137	0.826
YBR057C	-0.516	2.880	2.366
YBR058C	-0.066	0.587	-0.787
YBR059C	-3.444	5.331	6.134
YBR061C	-2.123	3.444	2.984
YBR062C	-0.862	1.600	1.494
YBR063C	-0.721	1.586	2.142
YBR064W	-0.351	1.599	2.398
YBR065C	-1.248	3.057	2.565
YBR066C	-1.262	3.043	2.599
YBR067C	-1.759	3.092	2.483
YBR068C	-17.128	NaN	NaN
YBR069C	-17.128	NaN	NaN
YBR071W	-1.684	3.835	3.252
YBR072W	-2.928	5.489	4.452
YBR073W	-0.558	1.584	0.240
YBR074W	-1.253	2.249	1.449
YBR076W	-2.014	3.759	3.788
YBR077C	-1.118	1.479	-0.149
YNL146W	-2.155	3.572	2.563
YNL145W	-0.782	2.160	1.407
YNL144C	-1.255	2.631	2.006
YNL143C	0.648	0.276	-1.046
YNL141W	-4.239	0.942	5.514
YNL139C	-1.531	3.168	2.180
YNL136W	-7.113	8.272	7.252
YNL135C	-2.430	3.508	3.557
YNL134C	-2.084	3.509	3.112
YNL133C	-13.801	22.934	12.104
YNL129W	-1.728	2.110	1.862
YNL128W	-3.903	5.589	2.325
YNL127W	-2.459	3.286	3.467
YNL123W	-0.644	0.419	0.517
YNL122C	-0.751	1.726	0.769
YNL117W	-0.875	2.552	2.215
YNL116W	-0.886	4.256	3.816
YNL108C	-1.158	2.755	2.388
YNL101W	-1.306	3.673	3.071
YNL098C	-2.873	5.750	3.296
YNL094W	-2.812	1.686	1.032
YNL092W	-2.857	6.299	4.085
YNL081C	-2.911	6.862	5.081
YNL077W	-0.521	1.914	0.527
YNL069C	0.010	-0.568	-0.874
YNL064C	-12.764	12.603	3.394
YNL063W	-0.918	2.692	1.376
YNL057W	1.134	0.397	-0.057
YNL058C	-2.471	2.237	1.895
YNL054W	-3.457	5.659	4.343
YIL099W	-3.011	3.958	3.774
YIL100W	-3.167	4.690	3.569
YIL101C	-5.109	5.672	4.268
YIL103W	-2.764	3.092	2.210
YIL105C	-2.263	3.141	2.701
YIL107C	-2.639	3.521	1.980
YIL108W	-2.726	3.722	2.295
YIL110W	1.488	-0.342	0.471
YIL112W	-0.529	2.728	2.757
YIL113W	-1.711	2.895	1.289
YIL114C	-1.964	2.506	1.762
YIL116W	-3.363	3.276	1.452
YIL117C	-2.305	4.438	3.462
YIL119C	-4.165	4.155	4.054
YIL120W	-2.144	2.856	2.491
YIL121W	-1.932	3.816	1.524
YIL123W	-2.622	5.021	4.830
YIL124W	-2.637	3.174	1.319
YIL125W	-2.267	3.415	2.062
YIL128W	-1.545	-3.685	-8.048
YIL130W	0.568	0.876	1.047
YIL132C	-1.155	2.012	1.984
YIL133C	-1.653	3.825	4.823
YIL134W	-7.428	7.126	3.335
YIL135C	-5.559	7.245	6.134
YIL137C	-1.005	1.556	2.041
YIL138C	-1.422	2.801	1.379
YIL139C	-1.106	1.727	1.356
YIL140W	-3.196	3.789	2.864
YIL141W	-1.238	2.061	2.450
YIL145C	-1.043	3.081	2.875
YIL146C	0.191	1.592	1.342
YIL148W	-0.608	2.678	1.844
YIL149C	-2.192	2.795	2.832
YIL152W	-2.402	2.750	2.259
YIL153W	-0.309	2.093	3.282
YIL154C	-0.796	3.434	2.671
YIL155C	-1.603	3.692	2.983
YIL156W	-1.089	0.990	0.444
YIL157C	-1.031	2.061	0.376
YIL159W	-2.054	2.362	1.139
YIL160C	-1.580	2.319	1.153
YIL161W	-3.626	3.129	3.158
YIL162W	1.364	0.829	0.350
YIL163C	0.121	1.471	0.697
YIL164C	-1.912	3.332	2.706
YIL165C	-0.870	1.931	1.751
YIL166C	-0.785	1.461	1.585
YIL167W	-0.587	1.695	1.824
YIL168W	-1.125	1.872	2.496
YIL170W	-0.581	1.892	2.768
YIL173W	0.080	-0.136	0.966
YIR001C	-0.742	1.416	1.748
YIR002C	-0.572	1.647	1.253
YIR003W	0.421	0.903	0.774
YIR005W	-5.183	10.030	7.059
YIR007W	-0.352	0.751	0.933
YIR009W	0.291	1.425	0.220
YIR013C	-1.671	1.609	1.673
YIR014W	-1.226	1.130	1.269
YIR016W	0.230	0.271	1.114
YDL194W	-0.328	0.592	0.686
YDR007W	-0.653	1.491	2.666
YDR048C	-2.647	3.291	-0.760
YFR011C	-1.362	1.903	1.399
YFR013W	-2.390	3.615	3.202
YNL051W	-0.067	1.759	-1.691
YNL052W	-0.675	1.770	1.030
YNL056W	-6.432	11.221	9.115
YNL065W	-0.211	0.562	-0.085
YNL066W	-1.477	1.116	2.156
YNL067W	-5.239	5.338	4.906
YNL068C	1.631	-1.800	-3.709
YNL070W	-3.197	3.858	1.997
YNL071W	-8.283	9.363	6.861
YNL072W	-2.013	2.158	1.407
YNL073W	-2.420	3.244	4.572
YNL074C	-1.364	2.406	2.851
YNL076W	-1.115	-4.784	-7.507
YNL078W	-2.424	4.701	2.351
YNL079C	-0.920	-0.815	-1.721
YNL080C	-1.713	4.082	3.099
YNL082W	-0.608	1.381	0.730
YNL083W	-0.980	0.661	0.673
YNL085W	0.237	-0.088	0.566
YNL087W	-1.579	2.941	2.412
YNL090W	-2.204	3.530	2.844
YNL091W	-2.671	3.778	1.354
YNL093W	-1.023	1.309	1.227
YNL095C	1.196	0.606	0.990
YNL097C	-0.494	2.684	1.698
YNL099C	-5.531	7.983	6.297
YNL100W	-1.819	3.394	2.536
YNL104C	-3.105	6.265	4.884
YNL105W	0.005	1.494	1.554
YNL106C	-1.524	2.938	2.233
YNL107W	-5.154	8.168	4.033
YNL115C	-2.263	4.665	4.012
YNL119W	-2.856	2.416	1.582
YNL120C	-2.902	3.258	2.135
YNL121C	-3.983	4.619	3.689
YNL125C	-0.994	2.804	2.075
YNL130C	0.153	1.730	2.159
YBR189W	-14.472	46.911	23.130
YCR095C	-3.801	5.959	5.182
YCR102W-A	0.047	0.937	1.537
YDR058C	-1.382	3.446	3.960
YDR174W	-6.326	8.260	7.425
YDR202C	-0.257	1.325	1.577
YDR205W	-1.297	2.308	2.889
YDR445C	-1.810	2.883	2.517
YDR537C	-3.760	7.013	7.478
YFR039C	5.883	-9.395	-15.469
YGL219C	-10.289	15.074	11.649
YGR028W	-1.292	2.163	1.360
YGR032W	-1.758	2.769	1.813
YGR038W	-3.452	3.998	2.350
YGR040W	-2.234	4.006	3.740
YGR050C	-2.820	6.336	5.016
YGR053C	-1.832	2.538	1.909
YGR063C	-16.523	NaN	NaN
YGR086C	-1.358	2.793	2.531
YGR089W	1.056	-0.968	-1.101
YGR092W	-5.843	-3.870	-3.243
YGR093W	-0.412	1.493	1.897
YGR106C	-0.843	3.103	3.316
YGR110W	-0.736	2.090	2.360
YGR117C	-1.509	2.138	2.674
YGR238C	-3.828	5.575	5.140
YGR239C	-1.291	2.559	2.073
YGR248W	-4.868	6.378	5.463
YGR250C	-1.490	2.164	2.487
YJL136C	-3.873	8.084	6.712
YJL137C	-2.520	5.242	5.324
YOL125W	-1.694	3.427	2.427
YJL141C	-1.496	4.245	4.194
YJL160C	-1.253	1.183	1.609
YJL175W	-17.128	NaN	NaN
YJL177W	-0.699	1.966	1.861
YJL213W	-2.944	4.783	5.132
YKL096W-A	-0.591	1.709	2.198
YKL115C	-1.969	3.095	3.927
YKL139W	-12.822	11.165	7.110
YKL194C	-2.858	6.731	6.351
YKL202W	-1.751	3.000	2.505
YKL204W	-1.789	-7.034	-7.587
YKL215C	-1.443	4.392	3.554
YKL220C	-7.184	12.426	8.745
YKR010C	-2.050	2.524	2.332
YKR019C	-3.162	2.231	-1.104
YKR023W	-4.104	6.264	-0.165
YKR027W	-7.977	15.695	13.092
YKR028W	1.229	-1.664	0.509
YKR029C	-0.672	1.766	2.734
YKR034W	-3.491	4.940	3.796
YKR036C	-0.343	1.233	2.395
YKR039W	-1.840	3.887	3.102
YKR040C	0.386	1.904	2.264
YKR041W	-10.587	7.234	8.347
YKR046C	-1.162	1.719	2.889
YKR053C	-2.474	3.690	2.673
YAR002C-A	-2.226	2.925	2.606
YBR083W	-1.287	2.616	3.262
YBR084C-A	-4.819	4.095	5.703
YBR090C	-1.062	1.555	2.750
YBR098W	-2.703	-3.137	-3.496
YMR119W	-0.972	2.260	2.550
YBR125C	-1.274	1.831	1.475
YBR131W	0.148	1.682	1.089
YBR150C	0.516	0.595	0.948
YBR168W	-9.297	20.953	17.510
YBR169C	-1.197	1.663	2.549
YBR270C	-2.950	4.151	4.218
YBR272C	-1.527	1.234	2.743
YBR275C	-1.817	1.144	0.603
YBR276C	-2.628	3.940	3.929
YBR280C	-1.225	2.289	2.741
YBR287W	-1.990	2.566	3.407
YBR288C	-1.573	3.854	3.903
YBR289W	-17.112	NaN	NaN
YBR294W	-1.475	3.091	2.069
YBR301W	-1.461	3.516	3.095
YCL026C-A	-1.357	3.554	1.908
YCR028C-A	-10.201	-1.950	1.221
YCR030C	-1.189	3.188	2.317
YCR032W	-1.988	4.182	3.303
YCR033W	-3.067	6.750	5.153
YCR046C	-1.039	2.110	2.808
YCR047C	-16.911	NaN	NaN
YCR048W	0.137	1.874	0.959
YCR053W	-3.477	-10.354	-6.116
YCR060W	-0.002	2.183	1.593
YCR067C	-1.232	3.473	3.584
YCR069W	-2.492	4.276	3.580
YCR073C	-1.715	4.105	3.637
YCR075C	-1.476	3.198	2.277
YCR083W	-2.040	4.140	3.100
YCR084C	-7.930	9.478	8.820
YCR088W	0.350	1.319	1.243
YCR089W	-0.068	1.389	1.346
YBR191W	-13.086	17.555	7.858
YCL035C	-1.471	3.078	3.878
YDR071C	1.394	0.284	0.376
YDR074W	-5.359	6.969	1.046
YER027C	-1.906	3.661	2.097
YER037W	-0.767	1.971	0.588
YGR155W	-17.125	NaN	NaN
YLR192C	-5.034	-1.110	-1.883
YLR237W	-1.838	3.082	2.724
YLR246W	-0.000	0.405	0.867
YLR334C	-4.380	4.920	1.488
YLR346C	-0.652	2.555	2.387
YLR358C	-3.072	0.784	-5.001
YLR361C	-1.306	3.357	3.578
YLR370C	0.110	1.751	2.084
YLR382C	-5.341	6.767	7.681
YLR394W	-1.835	3.390	3.309
YLR406C	-1.687	3.369	4.310
YML022W	-4.079	1.649	-4.027
YML027W	-0.443	2.611	2.343
YML036W	-9.287	8.222	4.916
YML038C	-1.758	2.765	3.282
YML041C	-0.999	1.569	0.876
YML042W	0.649	0.510	1.408
YML047C	-1.265	3.159	3.391
YML075C	0.073	1.177	1.604
YML076C	-1.503	3.323	2.370
YMR048W	-1.192	2.398	-0.277
YMR135W-A	-2.238	4.696	6.156
YMR137C	-1.669	3.410	2.814
YMR138W	-1.210	1.763	1.982
YMR139W	-1.462	3.464	3.514
YMR160W	-1.714	3.759	2.308
YMR173W	0.203	1.438	1.219
YOR298C-A	-2.156	3.143	2.894
YOR364W	-0.040	0.556	1.675
YPL183C	-0.193	1.258	1.441
YPL183W-A	-7.839	7.999	7.698
YPL224C	-1.603	2.793	2.288
YGR295C	-0.361	1.285	1.284
YHR132W-A	-1.756	3.712	3.559
YIL030C	0.116	0.710	1.471
YIL058W	-0.790	1.746	2.376
YIR023W	-17.127	NaN	NaN
YIR030C	-0.304	1.570	1.834
YIR032C	0.317	0.914	-0.422
YIR043C	-0.230	2.813	1.950
YIR044C	-2.592	5.563	4.949
YJR003C	-0.241	1.847	2.266
YKL053C-A	-12.193	22.636	15.415
YKR106W	-0.960	2.714	3.213
YMR322C	-1.216	1.508	2.483
YNL138W	1.871	-0.608	-1.281
YNL140C	-1.142	2.952	3.442
YNL142W	-0.486	1.310	1.373
YNL315C	-8.628	15.302	10.936
YOL155C	-2.791	4.500	3.107
YOR265W	-0.093	1.448	1.293
YOR266W	-1.731	3.320	2.743
YOR267C	-2.765	5.299	3.969
YOR268C	-2.089	3.702	2.672
YOR269W	-1.572	2.805	2.564
YOR270C	-2.306	3.122	1.909
YOR271C	-2.124	3.880	1.596
YOR273C	0.434	0.655	0.247
YOR274W	-3.627	5.052	2.945
YOR275C	-1.697	0.840	1.414
YOR276W	-2.662	4.525	4.718
YPL004C	-2.284	2.558	3.807
YPL017C	-2.201	2.675	2.712
YPL027W	-2.349	3.180	3.198
YPL034W	-2.214	1.575	2.140
YPL036W	-1.421	1.346	2.133
YPL137C	-2.214	4.020	4.302
YHR005C	-1.415	2.828	3.698
YOR179C	-1.729	1.732	2.402
YOR180C	-2.486	2.839	2.655
YDL115C	-8.152	5.068	1.177
YFL012W-A	-1.410	1.904	2.461
YFL014W	-2.967	-0.076	-0.985
YFL019C	-1.672	2.254	2.988
YFR019W	-2.858	-0.018	-2.874
YFR025C	-1.667	2.334	2.410
YFR030W	-2.613	2.929	3.095
YHR146W	-2.327	2.389	2.409
YHR171W	-3.143	4.059	5.119
YJL042W	-0.964	0.919	1.183
YJL070C	-1.489	2.250	2.853
YJL078C	-0.839	0.816	1.512
YJL094C	-1.039	0.934	1.919
YJL101C	-17.127	NaN	NaN
YJL105W	-1.508	2.829	3.206
YJL128C	-1.545	1.150	-1.557
YLR455W	0.522	-1.378	-0.307
YKR094C	-2.569	3.620	4.668
YKR095W	-1.136	1.148	1.369
YKR096W	-0.963	2.224	3.668
YKR102W	-1.185	1.739	2.625
YLR110C	-4.387	7.113	5.519
YLR390W-A	-0.598	1.769	1.933
YLR439W	-5.196	6.972	8.543
YLR442C	-1.192	1.707	3.162
YML066C	-0.713	1.359	2.500
YML115C	-3.982	3.459	6.115
YMR037C	-1.091	1.753	1.909
YMR104C	-1.978	2.764	2.831
YNL109W	-2.831	4.489	4.797
YNR052C	-6.193	-7.597	-3.400
YNR055C	-1.336	1.739	2.105
YNR069C	-2.116	3.309	3.532
YNL111C	-1.939	-4.955	-4.974
YOL147C	-0.941	1.010	1.996
YPR007C	-2.354	3.555	4.128
YPR008W	1.090	-1.482	-0.098
YPR013C	-0.606	0.333	0.879
YPR022C	-0.642	-0.362	0.871
YPR023C	-0.917	1.884	2.983
YPR024W	-12.045	13.210	19.583
YPR026W	-1.104	1.371	2.102
YPR031W	-1.402	1.514	2.097
YPR037C	-1.913	1.499	2.635
YPR043W	-7.935	10.641	12.585
YPR050C	-1.252	2.911	3.447
YPR064W	-0.764	0.892	1.894
