orf	hap a | growth (colony size) | thiamethoxam [10 mM] | YPD | Mattiazzi Usaj M~Petrovic U, 2014	hap a | growth (colony size) | Actara | YPD | Mattiazzi Usaj M~Petrovic U, 2014	hap a | growth (colony size) | acetamiprid [15 mM] | YPD | Mattiazzi Usaj M~Petrovic U, 2014	hap a | growth (colony size) | Mospilan | YPD | Mattiazzi Usaj M~Petrovic U, 2014	hap a | growth (colony size) | N-methylpyrrolidin-2-one [0.9% v/v], dimethyl sulfoxide [0.8% v/v] | YPD | Mattiazzi Usaj M~Petrovic U, 2014	hap a | growth (colony size) | Confidor | YPD | Mattiazzi Usaj M~Petrovic U, 2014
YLR191W	-0.469	-1.742	-0.674	-0.392	-0.415	0.047
YLR192C	-0.376	0.5479999999999999	-0.6890000000000001	-2.338	0.397	-0.064
YLR193C	0.145	0.835	-0.449	0.047	0.594	0.19
YLR194C	0.091	0.28300000000000003	0.24	-1.071	0.449	0.42700000000000005
YLR199C	-0.23800000000000002	-0.249	-0.268	0.491	-0.29600000000000004	0.142
YLR200W	-0.073	0.7509999999999999	0.49	-1.0859999999999999	0.182	-0.337
YLR205C	-0.41	-0.327	0.239	-0.106	-0.006	0.37
YLR206W	-0.41700000000000004	0.049	0.506	-0.41	0.275	0.23199999999999998
YLR207W	0.254	-2.063	-0.855	-0.297	0.11699999999999999	0.408
YLR209C	0.099	0.436	0.278	-1.295	-0.195	-0.071
YLR210W	0.363	-0.04	-0.789	-0.264	-0.428	0.185
YLR211C	-0.73	-0.145	-0.256	-1.824	0.064	-0.111
YLR213C	-0.040999999999999995	-0.195	-0.066	-0.51	0.268	0.051
YLR214W	-0.086	-0.451	0.099	-1.9580000000000002	0.366	-0.40700000000000003
YLR216C	-0.187	0.243	0.248	-0.5329999999999999	-0.41100000000000003	-0.48
YLR217W	-0.317	-0.129	0.38	-1.9469999999999998	-0.588	-0.24
YLR218C	0.12	0.7509999999999999	0.696	0.373	-0.588	-0.887
YLR219W	0.32299999999999995	2.4219999999999997	1.252	-0.37799999999999995	0.285	-0.45799999999999996
YLR220W	0.28	3.3819999999999997	0.136	0.77	0.059000000000000004	0.006
YLR221C	0.47	0.7509999999999999	0.36	-0.231	0.071	0.218
YLR224W	-0.20800000000000002	3.68	-0.162	-0.049	0.235	-0.19699999999999998
YLR225C	-0.13	4.102	-0.19899999999999998	0.07200000000000001	0.138	-0.172
YLR227C	-0.147	-0.16699999999999998	0.451	0.069	-0.215	-0.152
YLR228C	-0.5770000000000001	2.9019999999999997	-0.237	0.079	0.105	-0.217
YLR231C	-0.742	0.7509999999999999	0.26899999999999996	-0.005	-0.457	-0.387
YLR232W	0.42100000000000004	3.103	0.204	0.424	-0.5539999999999999	0.19
YLR233C	0.034	0.7509999999999999	0.336	1.895	0.385	-0.48100000000000004
YLR234W	0.075	3.428	-0.067	0.243	-0.379	-0.451
YLR235C	0.07400000000000001	-0.424	0.38299999999999995	-0.125	-0.34700000000000003	-0.693
YLR236C	0.109	0.11699999999999999	-0.11599999999999999	0.12	-0.01	0.525
YLR237W	-0.772	0.134	-0.341	0.174	-0.127	-0.34299999999999997
YLR238W	-0.27399999999999997	-0.3	0.08900000000000001	-0.8290000000000001	-0.322	0.136
YLR239C	-0.528	0.7509999999999999	0.121	-1.371	-0.384	-0.107
YLR241W	0.183	-0.149	0.26899999999999996	0.03	0.414	-0.151
YLR242C	-0.396	0.7509999999999999	0.46799999999999997	-0.354	-0.483	-1.151
YLR246W	-0.39299999999999996	0.307	0.091	-0.777	-0.474	0.05
YLR247C	-1.062	-0.152	-0.23399999999999999	0.175	0.205	-0.302
YLR248W	-0.72	0.306	-0.11199999999999999	-5.218	0.457	0.065
YLR250W	-0.273	-0.053	-0.42100000000000004	0.222	0.06	-0.303
YLR251W	-0.157	0.228	-0.373	-0.099	0.136	0.37799999999999995
YLR252W	-0.033	-0.16399999999999998	-0.406	0.496	-0.292	0.022000000000000002
YLR253W	0.111	0.278	-0.078	0.29600000000000004	-0.257	-0.18600000000000003
YLR254C	0.11199999999999999	-2.235	0.107	-0.768	-0.107	-0.109
YLR255C	-0.071	0.741	-0.5539999999999999	-0.34700000000000003	0.11599999999999999	0.226
YLR257W	0.122	-2.129	-2.905	-0.08	0.23	0.455
YLR258W	-1.2329999999999999	0.9329999999999999	0.28800000000000003	-0.485	0.39	-0.075
YLR261C	-0.52	-0.27699999999999997	0.065	-5.003	-0.64	-4.532
YLR262C	-0.16399999999999998	-0.38799999999999996	-0.087	-1.9080000000000001	-0.5720000000000001	-4.591
YLR262C-A	-0.679	0.44799999999999995	-0.40299999999999997	-5.14	0.452	-0.53
YLR263W	0.124	-0.111	-0.15	-0.284	0.4	-0.451
YLR264W	0.022000000000000002	0.595	0.442	0.47200000000000003	0.147	1.083
YLR265C	-0.10800000000000001	0.753	-0.198	-5.261	-0.14	0.15
YLR266C	0.009000000000000001	0.205	0.175	-0.242	-0.095	-0.35100000000000003
YLR267W	-0.055	-2.0869999999999997	0.276	0.316	-0.192	-0.483
YLR268W	0.171	0.79	0.215	-0.23	-0.929	-5.202000000000001
YLR269C	-0.601	0.7509999999999999	0.11699999999999999	0.115	0.299	0.449
YLR271W	-0.6829999999999999	0.39299999999999996	-0.415	-0.025	0.131	0.429
YLR273C	-0.6679999999999999	0.564	0.096	0.11800000000000001	0.196	-0.271
YLR278C	0.18899999999999997	-1.963	0.183	0.077	-0.013000000000000001	-0.254
YLR279W	-0.001	-0.10800000000000001	-0.07	0.242	-0.006	-0.42100000000000004
YLR280C	-0.095	-0.018000000000000002	-0.898	0.168	-0.248	0.266
YLR281C	0.124	0.18	0.113	-0.9309999999999999	0.045	-0.196
YLR282C	0.025	-0.17	0.924	-0.255	-0.239	0.17
YLR283W	-0.044000000000000004	0.446	-0.162	-0.17300000000000001	0.064	0.14300000000000002
YLR284C	0.257	0.614	-0.177	-4.992	-0.045	0.23
YLR285W	-0.889	-0.09	0.157	-0.321	-0.061	-0.171
YLR286C	-0.863	0.063	0.046	-0.6659999999999999	0.07200000000000001	-0.327
YLR287C	-0.529	0.431	-0.376	-2.633	0.027999999999999997	0.006999999999999999
YLR287C-A	0.33	0.866	0.361	-1.5330000000000001	0.501	0.48
YLR289W	0.113	-2.231	-0.456	-0.46299999999999997	-0.006999999999999999	0.057999999999999996
YLR290C	0.021	0.332	0.29	-1.4040000000000001	0.21100000000000002	-0.08800000000000001
YLR292C	0.038	0.418	0.289	0.5429999999999999	-0.073	0.496
YLR294C	-0.43	-0.418	0.615	-0.469	-0.249	0.139
YLR296W	-0.679	-0.32899999999999996	-0.282	-0.48100000000000004	-0.142	-0.043
YLR297W	-0.33899999999999997	-2.2880000000000003	-0.525	0.342	0.16399999999999998	0.583
YLR299W	0.19	0.7509999999999999	-0.5	-0.113	-0.031	0.013000000000000001
YLR300W	-1.104	-0.258	0.11	-0.415	-0.223	0.03
YLR303W	0.135	0.062	-0.662	0.08199999999999999	-0.3	0.133
YLR306W	-0.753	-0.205	-0.54	0.324	-0.11900000000000001	0.37200000000000005
YLR307W	-0.36700000000000005	-0.021	-0.47600000000000003	-2.1319999999999997	0.163	-0.359
YLR308W	0.124	0.435	-0.42	-0.073	-0.467	-0.24600000000000002
YLR309C	0.2	0.33	0.272	-1.931	-0.161	0.17800000000000002
YLR311C	0.025	0.29	-0.963	-5.281000000000001	0.048	-0.015
YLR312C	-0.073	-2.112	0.307	-0.534	-0.233	-0.051
YLR313C	-0.019	0.064	0.204	-0.149	0.233	0.52
YLR315W	0.132	0.048	-2.181	-0.513	-0.614	-0.735
YLR318W	-0.499	-1.935	0.188	-0.259	-0.298	-0.23600000000000002
YLR319C	-0.564	0.5429999999999999	0.12300000000000001	-0.9790000000000001	-0.276	-0.252
YLR320W	-1.228	0.7509999999999999	-0.135	0.494	0.214	-0.973
YLR324W	-0.413	-0.006999999999999999	-0.92	-2.059	-0.379	0.7190000000000001
YLR325C	-0.746	-0.14400000000000002	-0.42100000000000004	0.032	-0.49	-0.094
YLR326W	0.063	-0.10099999999999999	0.218	-0.184	-0.5329999999999999	-0.062
YLR327C	-0.6829999999999999	-1.871	0.18	-0.2	-0.052000000000000005	-0.215
YLR328W	0.033	0.198	-0.125	-0.07200000000000001	-0.012	-0.021
YLR329W	0.005	-2.398	-0.225	-5.081	-0.125	-0.13
YLR330W	-0.228	-1.127	-0.41600000000000004	-5.445	0.09699999999999999	-1.011
YLR332W	0.5379999999999999	4.801	-0.41200000000000003	-5.0169999999999995	0.087	-0.619
YLR333C	0.418	4.189	-2.15	0.606	0.207	0.182
YLR334C	0.43799999999999994	4.41	0.133	0.084	-0.25	-0.83
YLR335W	-0.838	4.561	-0.629	-0.379	-0.07	-0.413
YLR337C	0.135	4.08	0.14400000000000002	-0.053	0.10400000000000001	0.536
YLR338W	-0.121	4.096	-0.098	-3.014	0.76	-0.174
YLR341W	0.556	3.3110000000000004	0.0	-0.45299999999999996	0.20199999999999999	-0.22899999999999998
YLR342W	-0.368	3.031	-0.289	0.525	0.122	-0.248
YLR343W	0.33299999999999996	1.8019999999999998	-1.595	-5.265	0.32	-0.495
YLR344W	0.106	4.2410000000000005	-0.08	0.723	0.293	0.196
YLR345W	0.132	3.617	0.191	0.36200000000000004	-0.19899999999999998	-0.244
YLR346C	-0.006	0.5579999999999999	0.599	-3.177	-0.115	-0.114
YLR348C	0.098	0.7509999999999999	-0.289	-0.679	-0.032	-0.006999999999999999
YLR349W	0.21	-0.076	-0.011000000000000001	0.099	-0.139	0.133
YLR350W	-0.28300000000000003	-2.104	0.742	-0.23600000000000002	-0.037000000000000005	-0.308
YLR351C	-1.025	-1.635	-3.179	-0.057	0.025	-0.34
YLR352W	0.23600000000000002	-0.41200000000000003	0.051	-0.295	-0.10400000000000001	0.332
YLR353W	0.071	0.542	0.253	-0.684	0.281	-0.034
YLR354C	0.33799999999999997	0.374	0.222	0.18899999999999997	0.35700000000000004	-0.415
YLR356W	-0.669	-0.32899999999999996	0.22	-0.433	0.128	-0.27399999999999997
YLR357W	0.248	0.7509999999999999	-0.207	-1.237	-0.815	-4.564
YLR360W	-0.018000000000000002	-0.306	0.166	-5.127000000000001	-0.24600000000000002	0.244
YLR361C	0.099	0.34299999999999997	-1.305	-5.182	-0.096	0.11699999999999999
YLR362W	-0.922	-0.168	3.295	-1.052	-0.21899999999999997	-0.14
YLR363C	0.149	0.639	-0.109	0.27699999999999997	-0.071	-0.27699999999999997
YLR364W	0.499	-2.016	-1.087	-0.134	0.162	-0.096
YLR365W	-0.397	-0.331	-0.8340000000000001	-0.425	-0.036000000000000004	0.022000000000000002
YLR366W	0.42	-0.006	-1.327	0.091	0.191	-0.08
YLR367W	0.214	-0.002	-0.496	0.41100000000000003	0.147	
YLR368W	-0.502	0.7509999999999999	0.015	-0.212	0.21100000000000002	0.193
YLR370C	0.293	-0.22399999999999998	-0.165	0.177	0.22899999999999998	-0.064
YLR371W	-0.765	0.7290000000000001	0.263	-1.114	0.374	0.9009999999999999
YLR372W	-0.012	0.7509999999999999	0.001	-4.404	-0.27899999999999997	-1.381
YLR373C	0.17300000000000001	0.7509999999999999	-0.799	-0.595	0.262	-1.261
YLR374C	0.032	0.7509999999999999	-0.11199999999999999	-0.452	0.43799999999999994	-0.529
YLR375W	-0.677	-2.254	-0.019	-0.579	-0.040999999999999995	-0.138
YLR376C	0.05	0.465	0.39799999999999996	-0.401	-0.14400000000000002	0.313
YLR377C	0.128	-2.823	0.614	-0.6940000000000001	0.003	0.23199999999999998
YLR380W	-0.6859999999999999	-1.97	0.07	0.02	0.114	0.414
YLR381W	0.19399999999999998	-2.359	0.371	-0.36	0.022000000000000002	-0.242
YLR384C	0.271	-0.156	0.28300000000000003	-0.894	0.159	-0.988
YLR385C	-0.265	-0.06	-0.003	-0.643	-0.124	-0.35200000000000004
YLR386W	0.141	0.5660000000000001	-0.081	-0.408	0.012	0.16
YLR387C	0.032	-0.2	0.047	-0.156	-0.201	0.71
YLR388W	0.293	1.306	0.039	0.022000000000000002	-0.11699999999999999	0.353
YLR389C	-0.054000000000000006	0.7509999999999999	-0.079	0.161	-0.285	0.295
YLR390W	-0.046	0.535	0.287	-0.045	0.077	0.191
YLR390W-A	-0.057499999999999996	-0.8245	-0.704	-3.0450000000000004	-0.055499999999999994	-0.1215
YLR392C	0.312	0.623	0.466	-5.268	0.272	0.38299999999999995
YLR393W	0.026000000000000002	0.7509999999999999	0.084	0.35600000000000004	-0.23600000000000002	0.09699999999999999
YLR394W	0.588	0.521	-0.581	-5.249	0.242	-0.16899999999999998
YLR395C	0.11900000000000001	-2.301	0.23600000000000002	0.297	-0.125	0.046
YLR398C	0.16399999999999998	-2.144	0.327	-0.7170000000000001	0.12	0.46
YLR400W	-0.125	-0.09300000000000001	-0.094	-0.335	-0.1	-0.27899999999999997
YLR401C	-0.027999999999999997	0.066	0.7929999999999999	-5.186	-0.052000000000000005	0.198
YLR402W	-0.168	0.812	-1.355	-0.107	-0.61	-0.804
YLR404W	0.198	0.507	0.325	-0.20800000000000002	0.025	0.26899999999999996
YLR405W	-0.91	0.49	0.155	-0.386	-0.302	0.096
YLR406C	-0.573	0.72	0.391	0.745	0.435	-0.02
YLR407W	-1.105	-2.088	-0.535	-1.742	-0.094	0.188
YLR408C	-0.706	-0.1	-0.38	0.105	-0.326	-0.18100000000000002
YLR410W	-0.657	-0.023	-0.43200000000000005	0.428	-0.07400000000000001	0.158
YLR412W	0.17600000000000002	-0.22899999999999998	0.293	0.012	-0.086	0.18
YLR413W	0.07400000000000001	0.266	-0.308	-0.2	-0.092	0.365
YLR414C	-0.08800000000000001	0.435	-0.355	-0.529	0.45899999999999996	0.105
YLR415C	-0.102	0.22699999999999998	-0.105	-0.31	0.1	-0.253
YLR416C	-0.40299999999999997	-0.428	0.06	0.043	-0.12	-0.19699999999999998
YLR418C	0.271	-1.7919999999999998	0.33799999999999997	0.475	-0.10400000000000001	-0.011000000000000001
YLR420W	-0.3	-0.737	0.32899999999999996	0.034	-0.087	0.022000000000000002
YLR421C	-0.256	0.145	0.34	-0.08800000000000001	-0.114	0.035
YLR422W	0.258	0.18	0.544	-0.092	0.099	-0.152
YLR423C	0.262	0.16	0.23	0.10300000000000001	0.14400000000000002	0.078
YLR425W	0.141	-0.226	0.65	-0.5920000000000001	-0.297	-1.558
YLR426W	-0.155	-0.34299999999999997	0.483	-0.071	0.379	-0.479
YLR427W	-0.177	0.6920000000000001	0.395	-0.496	0.43799999999999994	-0.235
YLR428C	0.054000000000000006	0.361	-0.672	-1.536	0.38799999999999996	-0.436
YLR429W	0.159	0.44299999999999995	-0.434	-0.713	0.057	-0.43799999999999994
YLR431C	0.159	0.183	-0.077	-0.41100000000000003	0.293	-0.293
YLR432W	0.11199999999999999	0.726	-0.268	-0.484	0.267	-0.3
YLR433C	0.271	-1.976	0.207	-0.14400000000000002	-0.034	-0.2
YLR434C	0.26899999999999996	0.096	0.045	0.248	0.195	0.127
YLR435W	-0.512	-0.115	0.37	-0.05	-0.185	0.191
YLR436C	0.084	0.33	-2.305	-0.14400000000000002	0.10800000000000001	0.29600000000000004
YLR437C	0.162	0.43	-0.1	-0.258	0.215	-0.075
YLR438W	0.057999999999999996	0.214	0.034	-0.225	0.032	0.040999999999999995
YLR441C	-0.114	0.975	0.522	-0.14300000000000002	0.257	0.413
YLR442C	-0.052000000000000005	0.133	-0.26	-0.244	-0.075	-0.782
YLR443W	0.165	0.636	-1.113	-0.604	-0.055999999999999994	-0.6559999999999999
YLR444C	0.125	0.042	0.075	0.032	-0.305	0.10400000000000001
YLR445W	0.156	0.18899999999999997	-0.42200000000000004	-0.29	0.08199999999999999	-0.478
YLR446W	0.106	0.264	-0.069	-0.775	0.36700000000000005	-0.375
YLR448W	0.159	-0.10400000000000001	0.66	-0.35100000000000003	0.14800000000000002	0.113
YLR449W	0.077	0.32799999999999996	0.12	-0.409	0.52	0.064
YLR450W	0.079	0.319	-0.02	-0.46	0.536	0.151
YLR451W	0.092	0.268	-0.373	-0.512	-0.5429999999999999	-0.465
YLR452C	0.282	0.20800000000000002	0.08800000000000001	-0.078	0.7959999999999999	0.816
YLR453C	0.193	0.652	-0.364	-0.43700000000000006	0.271	-0.19699999999999998
YLR454W	0.0	0.294	0.006999999999999999	-0.461	0.322	-0.29600000000000004
YLR455W	0.178	0.22150000000000003	0.07050000000000001	-0.28750000000000003	-0.3385	0.0445
YLR456W	0.16699999999999998	0.157	-0.498	-0.37	0.063	-0.507
YLR460C	-0.037000000000000005	0.23199999999999998	-0.408	-0.267	0.344	-0.456
YLR461W	0.15	0.503	-0.24600000000000002	-0.489	0.073	-0.35100000000000003
YML001W	0.23600000000000002	0.325	-0.341	-0.624	0.17	
YML002W	0.155	-0.065	0.499	-0.163	0.395	-0.107
YML003W	0.309	0.355	-0.26	-0.045	0.268	-0.193
YML004C	0.237	0.41200000000000003	0.044000000000000004	-0.23199999999999998	0.242	-0.18
YML005W	0.209	0.33	0.12	-0.27699999999999997	0.21100000000000002	0.16399999999999998
YML006C	0.078	0.605	-0.264	-0.265	0.261	-0.47600000000000003
YML007W	-0.027000000000000003	0.078	-0.765	-0.391	0.325	-0.039
YML008C	0.19399999999999998	-2.307	-4.8	-4.397	-0.332	-4.9719999999999995
YML009C	0.207	0.557	0.013999999999999999	0.32899999999999996	0.023	-0.18100000000000002
YML010C-B	0.068	0.248	0.354	0.08900000000000001	0.262	0.205
YML011C	0.222	-0.275	0.555	0.353	-0.289	-0.6779999999999999
YML012W	0.115	-0.29	0.278	0.07400000000000001	0.344	0.207
YML013C-A	0.08199999999999999	-3.392	-0.445	-0.299	0.043	-0.077
YML013W	0.415	0.221	0.523	0.182	0.305	0.183
YML016C	-0.588	-0.085	-0.39299999999999996	-0.106	-0.075	-1.207
YML017W	0.142	0.061	-0.024	-0.053	0.135	0.24
YML018C	-0.015	0.265	0.297	-0.043	0.233	0.091
YML019W	-0.065	0.043	-0.986	-0.45899999999999996	0.188	-0.083
YML020W	0.259	0.298	0.134	-0.015	-0.183	-0.158
YML021C	0.147	0.475	0.307	-0.722	0.17600000000000002	-0.628
YML022W	0.22899999999999998	0.212	0.35200000000000004	-0.099	0.07200000000000001	0.175
YML026C	0.426	0.284	0.586	0.27699999999999997	-0.033	0.43700000000000006
YML027W	-0.022000000000000002	0.23	0.124	-0.608	-0.326	-0.426
YML028W	0.251	0.77	-0.136	-0.14400000000000002	0.091	-0.39899999999999997
YML029W	-0.27399999999999997	0.152	0.039	-0.011000000000000001	-0.29600000000000004	-0.094
YML030W	-0.442	-0.07200000000000001	0.83	-0.085	-0.41200000000000003	-0.268
YML032C	0.258	0.436	0.517	-0.06	-0.1	-0.23600000000000002
YML034W	0.009499999999999995	-0.09849999999999999	0.053000000000000005	0.026499999999999996	-0.005499999999999977	0.020000000000000004
YML035C	0.41100000000000003	0.8759999999999999	-0.9359999999999999	-0.226	0.408	-0.28
YML035C-A	0.22899999999999998	0.213	0.43799999999999994	0.22399999999999998	-0.493	-0.032
YML036W	0.213	0.39399999999999996	0.011000000000000001	-0.455	0.126	-0.29
YML037C	0.129	0.036000000000000004	0.14	-0.025	-0.48100000000000004	-0.018000000000000002
YML038C	0.522	0.24100000000000002	-0.677	-0.387	0.23399999999999999	-0.39
YML041C	-0.535	0.292	-0.297	-0.18899999999999997	-4.838	-4.645
YML042W	-0.102	-0.032	-1.113	-2.352	-0.16699999999999998	-0.10800000000000001
YML047C	0.084	0.19699999999999998	0.20199999999999999	-0.802	-0.223	-0.23399999999999999
YML048W	0.2	0.024	-0.139	-0.39299999999999996	-0.509	0.205
YML048W-A	-0.099	-0.252	0.574	0.107	-0.825	-0.109
YML050W	-0.222	-0.715	-0.24600000000000002	0.168	-0.192	-0.09
YML051W	0.026000000000000002	0.131	-0.505	-0.299	-0.18899999999999997	-0.115
YML052W	0.205	0.564	-0.166	-0.26	0.049	-0.10300000000000001
YML053C	0.17	0.165	0.314	-0.11199999999999999	-0.159	-0.078
YML054C	0.17300000000000001	0.708	-0.011000000000000001	-0.275	0.10099999999999999	-0.233
YML055W	0.198	-0.003	-0.49	-0.354	0.092	-0.012
YML056C	0.21	-0.022000000000000002	0.223	0.027999999999999997	-0.055999999999999994	-0.11900000000000001
YML057W	-0.551	0.785	-0.469	-0.525	0.147	-1.012
YML058C-A	0.16699999999999998	0.165	-0.204	0.153	0.371	-0.045
YML058W	0.47700000000000004	-0.237	-1.295	-0.491	-0.231	
YML059C	-0.179	-0.179	0.225	0.01	0.281	-0.263
YML060W	0.281	0.455	-0.9329999999999999	-0.429	0.49	-0.297
YML062C	-0.21100000000000002	0.055999999999999994	-1.1320000000000001	-0.42700000000000005	-0.518	-2.753
YML063W	0.414	0.675	-0.191	0.32899999999999996	0.9129999999999999	0.44
YML066C	0.19	0.537	-1.7590000000000001	-0.337	0.198	-0.306
YML067C	0.191	0.235	0.218	0.11699999999999999	-0.109	-0.075
YML068W	-0.051	0.653	-0.299	-0.196	0.13699999999999998	-0.374
YML070W	0.301	-0.1	0.40700000000000003	-0.091	0.177	-0.003
YML071C	0.243	0.17300000000000001	-0.66	-0.7170000000000001	-0.457	-4.81
YML072C	0.183	0.345	0.11	-0.405	0.5489999999999999	-0.434
YML074C	-0.01	0.125	0.287	-0.075	0.149	-0.214
YML075C	0.244	0.377	0.114	-0.035	0.26899999999999996	0.24600000000000002
YML076C	0.01	0.231	-0.006	-0.605	0.302	-0.37200000000000005
YML081C-A	-0.157	-0.059000000000000004	-0.008	-0.721	0.23	-0.177
YML090W	-0.001	0.39	0.747	0.28	-0.07	0.214
YML094W	0.16399999999999998	0.13699999999999998	0.222	0.061	-0.129	-0.009000000000000001
YML095C	0.135	0.47700000000000004	-0.253	-0.192	0.23	0.017
YML096W	0.196	0.095	0.08900000000000001	0.18100000000000002	-0.302	-0.242
YML097C	0.17800000000000002	-0.305	-0.7609999999999999	-0.557	-0.32799999999999996	-0.851
YML099C	0.255	0.652	0.20600000000000002	0.292	0.263	-0.09699999999999999
YML100W	0.02	0.10800000000000001	0.08199999999999999	-0.552	0.106	-0.299
YML100W-A	-0.423	0.28	0.253	-0.001	0.19	-0.081
YML101C	-0.013000000000000001	-0.21100000000000002	0.10099999999999999	-0.151	0.327	-0.23600000000000002
YML102C-A	-0.122	0.575	0.504	-0.023	0.353	-0.22
YML102W	-0.162	0.597	0.17300000000000001	-0.092	0.285	-0.643
YML103C	-0.11900000000000001	0.46399999999999997	0.841	0.32899999999999996	-0.624	-0.8690000000000001
YML104C	0.171	0.268	-0.15	-0.473	-0.122	0.205
YML106W	0.20600000000000002	0.278	0.278	0.1	-0.318	-0.813
YML107C	0.172	0.126	0.564	0.138	0.22899999999999998	-0.32799999999999996
YML108W	0.23399999999999999	-0.139	0.10400000000000001	-0.02	-0.16	0.08800000000000001
YML109W	0.188	0.10300000000000001	-0.22699999999999998	-0.33799999999999997	-0.408	-0.174
YML111W	-0.182	0.165	0.299	-0.10800000000000001	-0.067	0.067
YML112W	-0.598	-1.085	0.517	-1.254	-0.332	0.036000000000000004
YML113W	-0.086	0.536	-0.271	-0.575	0.581	-0.8490000000000001
YML116W	0.22699999999999998	0.381	0.16	0.145	0.37	0.139
YML117W	0.004	0.207	-0.78	-0.24600000000000002	0.14400000000000002	-0.431
YML117W-A	-0.042	0.16699999999999998	-0.33	-0.34700000000000003	0.226	-0.39799999999999996
YML118W	0.174	0.217	0.136	-0.161	0.28300000000000003	0.11900000000000001
YML119W	0.006999999999999999	0.408	0.767	-0.434	-0.002	-0.48100000000000004
YML120C	-0.09699999999999999	-0.146	0.046	0.004	-0.284	-0.1
YML121W	0.212	-0.047	-0.105	-0.518	0.03	-0.3
YML122C	0.172	0.084	0.25	-0.069	0.10300000000000001	-0.38299999999999995
YML123C	0.142	0.006999999999999999	0.245	-0.22399999999999998	-0.466	0.055
YML124C	0.326	-0.003	-1.446	-0.223	-0.405	-0.124
YML128C	0.205	0.643	-0.267	-0.32	0.47200000000000003	-0.043
YML129C	-0.243	0.868	2.221	0.1	-0.001	2.761
YML131W	0.261	0.155	0.133	-0.015	0.37799999999999995	-0.22899999999999998
YMR002W	0.057	0.628	-0.08199999999999999	-0.031	0.312	-0.248
YMR003W	0.157	-0.327	-1.2209999999999999	-1.775	0.46399999999999997	-0.20199999999999999
YMR004W	0.125	0.66	-1.516	-0.99	0.64	-0.213
YMR006C	-0.025	0.182	0.9179999999999999	-0.001	-0.131	-0.23
YMR007W	-0.20800000000000002	0.297	-0.069	-0.165	-0.327	-0.11199999999999999
YMR008C	0.184	0.20199999999999999	-0.126	-0.027999999999999997	-0.48700000000000004	-0.066
YMR009W	0.243	0.547	0.047	-0.028999999999999998	-0.363	0.098
YMR010W	0.099	-2.23	0.725	0.16	-0.45299999999999996	0.061
YMR011W	-0.669	0.163	0.33299999999999996	-0.16899999999999998	-0.187	0.113
YMR012W	0.091	0.031	0.519	-0.016	-0.325	0.096
YMR015C	0.03	-2.5380000000000003	-1.58	-0.883	0.155	-0.026000000000000002
YMR016C	0.16399999999999998	0.71	0.057999999999999996	-0.722	-0.138	-0.198
YMR017W	0.049	-0.14400000000000002	-0.424	-0.002	-0.66	-0.805
YMR018W	-0.221	0.436	0.49	-0.102	0.218	-0.027999999999999997
YMR019W	-0.08	0.188	0.813	0.38	0.005	0.126
YMR020W	0.18899999999999997	0.284	0.21899999999999997	0.11	-0.106	0.185
YMR021C	0.258	1.095	-0.319	-0.168	-0.027000000000000003	-1.052
YMR022W	0.281	-0.07200000000000001	0.609	-0.07	0.22899999999999998	0.243
YMR023C	-0.22899999999999998	-0.428	0.41700000000000004	-0.301	0.239	0.061
YMR025W	0.008	0.006	0.653	0.027000000000000003	-0.46	0.214
YMR026C	-0.451	0.261	0.237	-0.008	0.341	
YMR027W	0.01	0.4	0.22699999999999998	-0.287	0.24600000000000002	0.254
YMR029C	0.27699999999999997	0.091	0.455	0.294	-0.272	0.027999999999999997
YMR030W	0.244	0.013999999999999999	-0.059000000000000004	0.151	-0.309	0.243
YMR031C	0.083	0.45299999999999996	-0.105	-0.983	-0.302	-0.287
YMR031W-A	0.0	-1.742	-1.11	-0.494	-4.511	-5.181
YMR034C	-0.126	-0.063	0.146	-0.15	-0.196	0.017
YMR035W	0.204	0.073	0.46299999999999997	-0.039	-0.209	0.009000000000000001
YMR036C	0.33	0.23	-0.174	-0.26	-0.087	-0.107
YMR037C	-0.239	-0.10800000000000001	0.061	0.13	0.047	0.037000000000000005
YMR038C	0.096	-0.011000000000000001	-0.42200000000000004	-0.166	0.669	-1.2770000000000001
YMR039C	0.079	0.061	0.8220000000000001	0.265	0.375	0.525
YMR040W	0.258	0.7340000000000001	0.40399999999999997	-0.313	-0.257	0.109
YMR041C	0.045	0.308	0.7190000000000001	-0.166	-0.171	-0.006999999999999999
YMR042W	0.028999999999999998	0.109	0.18600000000000003	-0.157	-0.39399999999999996	0.207
YMR044W	0.17	-0.11	-0.043	0.154	-0.17800000000000002	-0.136
YMR048W	0.068	4.265	-0.685	0.303	-0.466	-0.703
YMR052C-A	0.35100000000000003	3.952	-0.474	-0.13	-0.18899999999999997	-0.12300000000000001
