ORF	hom | growth (pooled culture) | Sodium pyrithione [8.35 uM] | YPD | Aiyar RS~Steinmetz LM, 2014	het | growth (pooled culture) | Sodium pyrithione [8.35 uM] | YPD | Aiyar RS~Steinmetz LM, 2014
YGL008C	NaN	-1.179
YGL009C	0.340	NaN
YGL010W	0.879	NaN
YGL011C	NaN	2.069
YGL012W	0.576	NaN
YGL013C	-0.725	NaN
YGL014W	0.923	NaN
YGL015C	0.086	NaN
YGL016W	0.242	NaN
YGL017W	-0.699	NaN
YGL018C	NaN	-19.216
YGL019W	-0.677	NaN
YGL020C	-0.296	NaN
YGL021W	0.962	NaN
YGL022W	NaN	-0.194
YGL023C	0.108	NaN
YGL024W	NaN	-1.501
YGL025C	1.773	NaN
YGL026C	0.423	NaN
YGL027C	0.976	NaN
YGL028C	0.496	NaN
YGL029W	NaN	0.107
YGL030W	NaN	1.163
YGL031C	0.626	NaN
YGL032C	0.590	NaN
YGL033W	1.084	NaN
YGL034C	0.480	NaN
YGL035C	0.556	NaN
YGL036W	NaN	NaN
YGL037C	0.802	NaN
YGL038C	NaN	NaN
YGL039W	0.861	NaN
YGL040C	NaN	-0.012
YGL041C	0.233	NaN
YGL041C-B	0.552	NaN
YGL042C	1.643	NaN
YGL043W	1.942	NaN
YGL044C	NaN	0.050
YGL045W	0.909	NaN
YGL047W	NaN	-2.361
YGL048C	NaN	0.020
YGL049C	-1.106	NaN
YGL050W	-0.746	NaN
YGL051W	-0.362	NaN
YGL053W	0.892	NaN
YGL054C	-1.224	NaN
YGL055W	NaN	0.670
YGL056C	0.360	NaN
YGL057C	0.529	NaN
YGL058W	NaN	NaN
YGL059W	0.182	NaN
YGL060W	-0.295	NaN
YGL061C	NaN	0.462
YGL062W	-0.641	NaN
YGL063W	0.604	NaN
YGL064C	-1.727	NaN
YGL065C	NaN	0.221
YGL066W	2.290	NaN
YGL067W	0.778	NaN
YGL068W	NaN	-0.476
YGL069C	NaN	-0.434
YGL070C	NaN	NaN
YGL071W	-4.432	NaN
YGL072C	1.428	NaN
YGL073W	NaN	-1.986
YGL074C	NaN	-2.618
YGL075C	NaN	-2.036
YGL076C	1.132	NaN
YGL077C	0.895	NaN
YGL078C	1.016	NaN
YGL079W	-0.420	NaN
YGL080W	1.252	NaN
YGL081W	0.943	NaN
YGL082W	1.604	NaN
YGL083W	0.473	NaN
YGL084C	1.075	NaN
YGL085W	-0.603	NaN
YGL086W	-0.416	NaN
YGL087C	-2.487	NaN
YGL088W	0.773	NaN
YGL089C	0.789	NaN
YGL090W	-0.044	NaN
YGL091C	NaN	-0.450
YGL092W	NaN	2.152
YGL093W	NaN	1.310
YGL094C	-0.873	NaN
YGL095C	-1.852	NaN
YGL096W	0.401	NaN
YGL098W	NaN	-0.577
YGL099W	NaN	0.955
YGL100W	1.208	NaN
YGL101W	0.196	NaN
YGL102C	NaN	1.059
YGL103W	NaN	-0.213
YGL104C	-0.372	NaN
YGL105W	1.351	NaN
YGL107C	-2.136	NaN
YGL108C	1.547	NaN
YGL109W	-0.254	NaN
YGL110C	0.579	NaN
YGL111W	NaN	-1.350
YGL112C	NaN	-0.995
YGL113W	NaN	-2.239
YGL114W	0.326	NaN
YGL115W	0.477	NaN
YGL116W	NaN	-3.547
YGL117W	-1.051	NaN
YGL118C	-0.556	NaN
YGL119W	0.038	NaN
YGL120C	NaN	-0.137
YGL121C	-0.571	NaN
YGL122C	NaN	0.558
YGL123W	NaN	3.536
YGL124C	0.580	NaN
YGL125W	0.334	NaN
YGL126W	-0.608	NaN
YGL127C	0.451	NaN
YGL128C	NaN	-1.310
YGL129C	-0.069	NaN
YGL130W	NaN	-1.996
YGL131C	-0.002	NaN
YGL132W	0.442	NaN
YGL133W	-1.225	NaN
YGL134W	-0.049	NaN
YGL135W	1.130	NaN
YGL136C	-0.869	NaN
YGL137W	NaN	-0.679
YGL138C	-0.091	NaN
YGL139W	0.493	NaN
YGL140C	1.286	NaN
YGL141W	0.700	NaN
YGL142C	NaN	-1.957
YGL143C	-0.008	NaN
YGL144C	0.232	NaN
YGL145W	NaN	-0.029
YGL146C	0.892	NaN
YGL147C	1.610	NaN
YGL148W	0.129	NaN
YGL149W	-0.695	NaN
YGL150C	NaN	1.953
YGL151W	0.798	NaN
YGL152C	-0.579	NaN
YGL153W	-1.864	NaN
YGL154C	1.040	NaN
YGL155W	NaN	-0.576
YGL156W	-0.963	NaN
YGL157W	-0.491	NaN
YGL158W	0.164	NaN
YGL159W	-1.141	NaN
YGL160W	0.506	NaN
YGL161C	-1.102	NaN
YGL162W	0.188	NaN
YGL163C	-0.060	NaN
YGL164C	-0.047	NaN
YGL165C	0.229	NaN
YGL166W	-0.047	NaN
YGL167C	1.620	NaN
YGL168W	1.130	NaN
YGL169W	NaN	3.659
YGL170C	0.897	NaN
YGL171W	NaN	-0.584
YGL172W	NaN	5.203
YGL175C	0.228	NaN
YGL176C	0.275	NaN
YGL177W	-0.134	NaN
YGL178W	0.212	NaN
YGL179C	0.449	NaN
YGL180W	-0.647	NaN
YGL181W	-1.165	NaN
YGL184C	0.183	NaN
YGL185C	0.416	NaN
YGL186C	1.482	NaN
YGL188C-A	1.331	NaN
YGL190C	NaN	NaN
YGL191W	0.842	NaN
YGL192W	-0.257	NaN
YGL194C	-0.236	NaN
YGL195W	NaN	NaN
YGL196W	-0.450	NaN
YGL197W	-0.624	NaN
YGL198W	0.683	NaN
YGL200C	-1.062	NaN
YGL201C	NaN	0.473
YGL202W	-0.001	NaN
YGL203C	0.039	NaN
YGL205W	1.117	NaN
YGL206C	NaN	NaN
YGL207W	NaN	0.574
YGL208W	-1.137	NaN
YGL209W	-1.453	NaN
YGL210W	0.242	NaN
YGL211W	0.596	NaN
YGL212W	0.781	NaN
YGL213C	-0.331	NaN
YGL215W	-0.699	NaN
YGL216W	0.623	NaN
YGL219C	0.625	NaN
YGL220W	-2.105	NaN
YGL221C	0.475	NaN
YGL222C	-0.279	NaN
YGL223C	0.840	NaN
YGL224C	-0.675	NaN
YGL225W	NaN	0.384
YGL226C-A	0.550	NaN
YGL226W	-0.688	NaN
YGL227W	-1.751	NaN
YGL228W	-0.266	NaN
YGL229C	-0.207	NaN
YGL230C	-0.660	NaN
YGL231C	0.447	NaN
YGL232W	1.485	NaN
YGL233W	NaN	-0.158
YGL234W	-0.540	NaN
YGL236C	0.727	NaN
YGL237C	-2.052	NaN
YGL238W	NaN	-2.482
YGL240W	-0.429	NaN
YGL241W	0.251	NaN
YGL242C	-0.426	NaN
YGL243W	-1.193	NaN
YGL244W	1.805	NaN
YGL245W	NaN	-0.063
YGL246C	0.006	NaN
YGL247W	NaN	-0.549
YGL248W	1.035	NaN
YGL249W	0.338	NaN
YGL250W	0.738	NaN
YGL251C	1.737	NaN
YGL252C	-1.185	NaN
YGL253W	0.497	NaN
YGL254W	-0.582	NaN
YGL255W	-0.623	NaN
YGL256W	0.230	NaN
YGL257C	-0.312	NaN
YGL258W	-0.067	NaN
YGL259W	-0.433	NaN
YGL260W	0.388	NaN
YGL261C	-0.293	NaN
YGL262W	0.229	NaN
YGL263W	-0.982	NaN
YGR001C	0.203	NaN
YGR002C	NaN	-2.949
YGR003W	1.883	NaN
YGR004W	-1.385	NaN
YGR005C	NaN	-2.522
YGR006W	NaN	NaN
YGR007W	-0.134	NaN
YGR008C	0.590	NaN
YGR009C	NaN	0.636
YGR010W	0.846	NaN
YGR012W	-1.055	NaN
YGR013W	NaN	0.243
YGR014W	-1.122	NaN
YGR015C	-0.639	NaN
YGR016W	NaN	NaN
YGR017W	-0.101	NaN
YGR019W	0.006	NaN
YGR020C	-0.900	NaN
YGR021W	1.905	NaN
YGR023W	0.202	NaN
YGR024C	NaN	-1.218
YGR026W	-0.008	NaN
YGR027C	0.306	NaN
YGR028W	-0.749	NaN
YGR029W	NaN	0.176
YGR030C	NaN	-0.697
YGR031W	-0.515	NaN
YGR032W	0.736	NaN
YGR033C	1.299	NaN
YGR034W	-1.104	NaN
YGR035C	0.221	NaN
YGR035W-A	0.129	NaN
YGR036C	NaN	NaN
YGR037C	-1.226	NaN
YGR038W	0.680	NaN
YGR039W	0.273	NaN
YGR040W	1.014	NaN
YGR041W	0.992	NaN
YGR042W	0.519	NaN
YGR043C	-0.041	NaN
YGR044C	0.514	NaN
YGR045C	0.740	NaN
YGR046W	NaN	0.250
YGR047C	NaN	0.263
YGR048W	NaN	-0.728
YGR049W	-0.435	NaN
YGR050C	-0.208	NaN
YGR051C	1.128	NaN
YGR052W	0.392	NaN
YGR053C	-0.570	NaN
YGR054W	0.238	NaN
YGR055W	-0.555	NaN
YGR056W	-1.419	NaN
YGR057C	-0.433	NaN
YGR058W	-0.508	NaN
YGR059W	0.290	NaN
YGR060W	NaN	-0.016
YGR061C	0.727	NaN
YGR062C	-0.420	NaN
YGR063C	0.584	NaN
YGR064W	0.406	NaN
YGR065C	NaN	0.156
YGR066C	0.238	NaN
YGR067C	0.176	NaN
YGR068C	-0.885	NaN
YGR069W	-0.416	NaN
YGR070W	-0.362	NaN
YGR071C	1.106	NaN
YGR072W	0.103	NaN
YGR073C	NaN	-0.129
YGR074W	NaN	0.199
YGR075C	NaN	0.354
YGR076C	-3.589	NaN
YGR077C	-0.051	NaN
YGR078C	-0.554	NaN
YGR079W	2.605	NaN
YGR080W	0.919	NaN
YGR081C	1.386	NaN
YGR082W	NaN	-0.897
YGR083C	NaN	1.004
YGR084C	-0.219	NaN
YGR085C	-0.047	NaN
YGR086C	0.481	NaN
YGR087C	0.217	NaN
YGR088W	-0.687	NaN
YGR089W	-0.402	NaN
YGR090W	NaN	1.551
YGR091W	NaN	0.769
YGR092W	-2.088	NaN
YGR093W	-1.538	NaN
YGR094W	NaN	0.146
YGR095C	NaN	3.071
YGR096W	0.232	NaN
YGR097W	0.006	NaN
YGR098C	NaN	6.853
YGR099W	NaN	0.482
YGR100W	-0.546	NaN
YGR101W	-1.840	NaN
YGR102C	-0.675	NaN
YGR103W	NaN	0.031
YGR104C	0.073	NaN
YGR105W	NaN	NaN
YGR106C	1.307	NaN
YGR107W	0.158	NaN
YGR108W	-0.603	NaN
YGR109C	0.288	NaN
YGR110W	-1.140	NaN
YGR111W	1.315	NaN
YGR112W	0.080	NaN
YGR113W	NaN	2.455
YGR114C	NaN	3.114
YGR115C	NaN	5.953
YGR116W	NaN	1.497
YGR117C	0.372	NaN
YGR118W	0.037	NaN
YGR119C	NaN	4.350
YGR120C	NaN	-0.163
YGR121C	-0.810	NaN
YGR121W-A	-2.101	NaN
YGR122C-A	2.116	NaN
YGR122W	1.698	NaN
YGR123C	-0.672	NaN
YGR124W	-1.225	NaN
YGR125W	-2.498	NaN
YGR126W	0.935	NaN
YGR127W	-0.283	NaN
YGR128C	NaN	-0.301
YGR129W	-1.537	NaN
YGR130C	-0.810	NaN
YGR131W	-0.664	NaN
YGR132C	-0.124	NaN
YGR133W	-1.762	NaN
YGR134W	-0.632	NaN
YGR135W	0.603	NaN
YGR136W	0.568	NaN
YGR137W	0.219	NaN
YGR138C	0.384	NaN
YGR139W	0.393	NaN
YGR140W	NaN	-0.561
YGR141W	-0.350	NaN
YGR142W	-0.529	NaN
YGR143W	-0.789	NaN
YGR144W	-0.292	NaN
YGR145W	NaN	-0.152
YGR146C	0.498	NaN
YGR146C-A	0.513	NaN
YGR147C	NaN	-1.762
YGR148C	-0.581	NaN
YGR149W	-0.459	NaN
YGR150C	-1.990	NaN
YGR151C	0.230	NaN
YGR152C	-0.122	NaN
YGR153W	0.329	NaN
YGR154C	0.653	NaN
YGR155W	0.390	NaN
YGR156W	NaN	0.300
YGR157W	0.882	NaN
YGR158C	NaN	2.365
YGR159C	0.831	NaN
YGR160W	0.978	NaN
YGR161C	-0.032	NaN
YGR161W-C	0.889	NaN
YGR162W	1.404	NaN
YGR163W	1.259	NaN
YGR164W	0.861	NaN
YGR165W	-0.440	NaN
YGR166W	0.344	NaN
YGR167W	0.368	NaN
YGR168C	0.927	NaN
YGR169C	0.473	NaN
YGR169C-A	0.961	NaN
YGR170W	1.255	NaN
YGR171C	-2.581	NaN
YGR172C	NaN	0.237
YGR173W	1.002	NaN
YGR174C	-0.262	NaN
YGR174W-A	0.132	NaN
YGR175C	NaN	-1.247
YGR176W	0.701	NaN
YGR177C	0.668	NaN
YGR178C	-1.706	NaN
YGR179C	NaN	-0.775
YGR180C	1.669	NaN
YGR181W	1.573	NaN
YGR182C	0.212	NaN
YGR183C	-0.401	NaN
YGR184C	0.394	NaN
YGR185C	NaN	0.122
YGR186W	NaN	-1.633
YGR187C	-0.502	NaN
YGR188C	NaN	NaN
YGR189C	0.580	NaN
YGR190C	NaN	-1.386
YGR191W	NaN	-0.063
YGR192C	-0.052	NaN
YGR193C	-0.065	NaN
YGR194C	0.369	NaN
YGR195W	NaN	0.049
YGR196C	-0.629	NaN
YGR197C	0.274	NaN
YGR198W	NaN	-1.646
YGR199W	-0.437	NaN
YGR200C	1.311	NaN
YGR201C	-0.621	NaN
YGR202C	0.122	NaN
YGR203W	-1.068	NaN
YGR204C-A	0.185	NaN
YGR204W	0.405	NaN
YGR205W	-1.007	NaN
YGR206W	0.136	NaN
YGR207C	0.205	NaN
YGR208W	-0.225	NaN
YGR209C	1.149	NaN
YGR210C	0.296	NaN
YGR211W	NaN	-0.612
YGR212W	-0.001	NaN
YGR213C	-0.010	NaN
YGR214W	0.586	NaN
YGR215W	-2.437	NaN
YGR216C	NaN	-1.314
YGR217W	1.385	NaN
YGR218W	NaN	0.494
YGR219W	0.299	NaN
YGR220C	-0.623	NaN
YGR221C	0.509	NaN
YGR222W	-0.378	NaN
YGR223C	-1.672	NaN
YGR224W	0.885	NaN
YGR225W	0.363	NaN
YGR226C	-1.221	NaN
YGR227W	-1.442	NaN
YGR228W	1.123	NaN
YGR229C	2.369	NaN
YGR230W	-0.398	NaN
YGR231C	-0.229	NaN
YGR232W	0.162	NaN
YGR233C	1.053	NaN
YGR234W	-1.072	NaN
YGR235C	1.348	NaN
YGR236C	-0.178	NaN
YGR237C	-0.361	NaN
YGR238C	0.849	NaN
YGR239C	0.690	NaN
YGR240C	2.144	NaN
YGR241C	-0.851	NaN
YGR242W	-0.581	NaN
YGR243W	-1.440	NaN
YGR244C	-0.101	NaN
YGR245C	NaN	-1.647
YGR246C	NaN	-0.323
YGR247W	-0.223	NaN
YGR248W	0.372	NaN
YGR249W	-1.133	NaN
YGR250C	-0.621	NaN
YGR251W	NaN	-2.388
YGR252W	1.121	NaN
YGR253C	NaN	2.935
YGR254W	-0.130	NaN
YGR255C	-1.015	NaN
YGR256W	0.146	NaN
YGR257C	-1.991	NaN
YGR258C	0.830	NaN
YGR259C	-1.507	NaN
YGR260W	-0.325	NaN
YGR261C	-0.364	NaN
YGR262C	NaN	NaN
YGR263C	0.086	NaN
YGR264C	NaN	-2.332
YGR265W	NaN	2.170
YGR266W	1.000	NaN
YGR267C	NaN	-0.899
YGR268C	-1.705	NaN
YGR269W	0.874	NaN
YGR270W	0.608	NaN
YGR271C-A	-0.647	NaN
YGR271W	-0.452	NaN
YGR273C	-0.623	NaN
YGR274C	NaN	-0.402
YGR275W	-1.193	NaN
YGR276C	0.971	NaN
YGR277C	NaN	-1.157
YGR278W	NaN	-1.582
YGR279C	-0.157	NaN
YGR280C	NaN	-0.750
YGR281W	1.692	NaN
YGR282C	0.451	NaN
YGR283C	-0.052	NaN
YGR284C	0.220	NaN
YGR285C	2.069	NaN
YGR286C	1.008	NaN
YGR287C	-1.062	NaN
YGR288W	-0.018	NaN
YGR289C	0.574	NaN
YGR290W	-0.712	NaN
YGR291C	-2.075	NaN
YGR292W	0.574	NaN
YGR295C	-0.261	NaN
YHL001W	1.542	NaN
YHL002W	-1.308	NaN
YHL003C	0.344	NaN
YHL004W	0.142	NaN
YHL005C	-0.566	NaN
YHL006C	0.349	NaN
YHL007C	1.501	NaN
YHL008C	-0.073	NaN
YHL009C	0.356	NaN
YHL010C	0.795	NaN
YHL011C	1.098	NaN
YHL012W	2.310	NaN
YHL013C	-2.682	NaN
YHL014C	0.756	NaN
YHL015W	NaN	3.446
YHL015W-A	0.458	NaN
YHL016C	0.164	NaN
YHL017W	-0.044	NaN
YHL019C	-4.886	NaN
YHL020C	0.458	NaN
YHL021C	-0.416	NaN
YHL022C	-1.310	NaN
YHL023C	1.161	NaN
YHL024W	0.485	NaN
YHL025W	NaN	NaN
YHL026C	-0.207	NaN
YHL027W	0.662	NaN
YHL028W	-0.781	NaN
YHL029C	-1.437	NaN
YHL030W	1.297	NaN
YHL031C	-0.367	NaN
YHL032C	-0.492	NaN
YHL033C	0.716	NaN
YHL034C	0.659	NaN
YHL035C	-0.881	NaN
YHL036W	-0.608	NaN
YHL037C	-0.656	NaN
YHL038C	0.231	NaN
YHL039W	-0.584	NaN
YHL040C	-1.436	NaN
YHL041W	0.157	NaN
YHL042W	-1.588	NaN
YHL043W	0.488	NaN
YHL044W	0.371	NaN
YHL045W	-1.721	NaN
YHL046C	1.196	NaN
YHL047C	0.551	NaN
YHR001W	-0.630	NaN
YHR001W-A	-0.808	NaN
YHR003C	-0.627	NaN
YHR004C	1.828	NaN
YHR005C-A	NaN	-1.867
YHR006W	0.295	NaN
YHR007C	NaN	-4.347
YHR007C-A	0.056	NaN
YHR008C	-3.046	NaN
YHR009C	-0.933	NaN
YHR010W	-0.337	NaN
YHR011W	2.120	NaN
YHR012W	2.096	NaN
YHR013C	0.974	NaN
YHR014W	0.435	NaN
YHR015W	-0.771	NaN
YHR016C	-1.299	NaN
YHR017W	-0.631	NaN
YHR018C	0.901	NaN
YHR019C	NaN	-0.096
YHR020W	NaN	-1.004
YHR021C	0.960	NaN
YHR021W-A	0.453	NaN
YHR022C	-0.425	NaN
YHR022C-A	-1.054	NaN
YHR023W	NaN	0.356
YHR024C	NaN	-6.141
YHR025W	-1.415	NaN
YHR026W	-2.979	NaN
YHR028C	0.826	NaN
YHR029C	0.756	NaN
YHR030C	0.208	NaN
YHR031C	1.534	NaN
YHR032W	0.117	NaN
YHR033W	-0.101	NaN
YHR034C	0.804	NaN
YHR035W	1.229	NaN
YHR036W	NaN	1.560
YHR037W	0.286	NaN
YHR038W	-0.752	NaN
YHR039C	0.561	NaN
YHR039C-A	NaN	NaN
YHR040W	NaN	-1.332
YHR041C	-0.365	NaN
YHR042W	NaN	1.340
YHR043C	-0.882	NaN
YHR044C	0.470	NaN
YHR045W	-0.869	NaN
YHR046C	-0.311	NaN
YHR047C	-0.616	NaN
YHR048W	0.830	NaN
YHR049C-A	-0.341	NaN
YHR049W	1.144	NaN
YHR050W	NaN	NaN
YHR050W-A	-0.076	NaN
YHR051W	-0.504	NaN
YHR057C	0.722	NaN
YHR058C	NaN	0.284
YHR059W	-1.249	NaN
YHR060W	-1.083	NaN
YHR061C	-0.925	NaN
YHR062C	NaN	3.544
YHR063C	0.148	NaN
YHR064C	0.272	NaN
YHR065C	NaN	-0.942
YHR066W	1.322	NaN
YHR067W	0.672	NaN
YHR068W	NaN	0.833
YHR069C	NaN	5.940
YHR070W	NaN	1.197
YHR071W	-0.572	NaN
YHR072W	NaN	0.539
YHR072W-A	NaN	-1.280
YHR073W	0.935	NaN
YHR074W	NaN	-3.235
YHR075C	-0.212	NaN
YHR076W	-1.483	NaN
YHR077C	0.642	NaN
YHR078W	-0.215	NaN
YHR079C	-0.428	NaN
YHR079C-A	-0.208	NaN
YHR080C	-1.562	NaN
YHR081W	0.684	NaN
YHR082C	0.107	NaN
YHR083W	NaN	-1.324
YHR084W	NaN	-4.090
YHR085W	NaN	-3.591
YHR086W	1.445	NaN
YHR086W-A	-1.025	NaN
YHR087W	0.000	NaN
YHR088W	NaN	0.317
YHR090C	NaN	NaN
YHR091C	-0.075	NaN
YHR092C	0.357	NaN
YHR093W	0.268	NaN
YHR094C	2.453	NaN
YHR095W	0.559	NaN
YHR096C	-1.465	NaN
YHR097C	0.716	NaN
YHR098C	-1.460	NaN
YHR100C	-1.931	NaN
YHR101C	NaN	0.583
YHR103W	1.218	NaN
YHR104W	-0.317	NaN
YHR105W	-1.741	NaN
YHR106W	-1.470	NaN
YHR107C	NaN	-0.277
YHR108W	-1.152	NaN
YHR109W	0.279	NaN
YHR110W	-0.441	NaN
YHR111W	0.235	NaN
YHR112C	-0.400	NaN
YHR113W	0.392	NaN
YHR114W	0.742	NaN
YHR115C	0.657	NaN
YHR116W	0.816	NaN
YHR117W	-0.016	NaN
YHR118C	NaN	-0.175
YHR120W	-0.806	NaN
YHR121W	-0.192	NaN
YHR122W	NaN	-1.621
YHR123W	-1.224	NaN
YHR124W	0.707	NaN
YHR125W	-0.470	NaN
YHR126C	-0.055	NaN
YHR127W	1.114	NaN
YHR129C	0.195	NaN
YHR130C	0.957	NaN
YHR131C	-0.578	NaN
YHR132C	1.295	NaN
YHR132W-A	-0.640	NaN
YHR133C	-0.511	NaN
YHR134W	0.657	NaN
YHR135C	-1.592	NaN
YHR136C	-0.033	NaN
YHR137W	-0.178	NaN
YHR138C	0.482	NaN
YHR139C	0.540	NaN
YHR139C-A	0.767	NaN
YHR140W	-1.265	NaN
YHR141C	-0.777	NaN
YHR142W	-2.428	NaN
YHR143W	-0.107	NaN
YHR143W-A	NaN	0.010
YHR146W	-0.881	NaN
YHR147C	-0.776	NaN
YHR148W	NaN	0.132
YHR149C	0.222	NaN
YHR150W	0.989	NaN
YHR151C	1.280	NaN
YHR152W	0.017	NaN
YHR153C	0.984	NaN
YHR154W	0.141	NaN
YHR155W	-0.154	NaN
YHR156C	-0.841	NaN
YHR157W	-0.350	NaN
YHR158C	1.008	NaN
YHR159W	-0.527	NaN
YHR160C	-1.337	NaN
YHR161C	-0.739	NaN
YHR162W	-1.015	NaN
YHR163W	-0.603	NaN
YHR164C	NaN	0.394
YHR166C	NaN	2.378
YHR167W	1.628	NaN
YHR168W	-0.516	NaN
YHR170W	NaN	2.349
YHR171W	-0.203	NaN
YHR172W	NaN	1.812
YHR175W-A	1.127	NaN
YHR176W	0.520	NaN
YHR177W	0.524	NaN
YHR178W	-0.470	NaN
YHR179W	0.383	NaN
YHR180W	0.320	NaN
YHR181W	0.804	NaN
YHR182W	-0.560	NaN
YHR183W	NaN	NaN
YHR184W	-0.969	NaN
YHR185C	0.106	NaN
YHR186C	NaN	-1.868
YHR187W	0.899	NaN
YHR188C	NaN	-1.146
YHR189W	-1.695	NaN
YHR190W	NaN	0.854
YHR191C	NaN	NaN
YHR192W	0.102	NaN
YHR193C	-1.067	NaN
YHR194W	-0.486	NaN
YHR195W	0.660	NaN
YHR196W	NaN	0.277
YHR197W	NaN	0.450
YHR198C	0.313	NaN
YHR199C	0.379	NaN
YHR200W	1.464	NaN
YHR202W	0.364	NaN
YHR203C	1.381	NaN
YHR204W	-0.032	NaN
YHR205W	-0.599	NaN
YHR206W	0.288	NaN
YHR207C	0.817	NaN
YHR209W	-0.613	NaN
YHR210C	-2.492	NaN
YIL001W	0.579	NaN
YIL002C	1.519	NaN
YIL002W-A	-0.957	NaN
YIL003W	NaN	5.512
YIL004C	NaN	0.923
YIL005W	0.828	NaN
YIL006W	-0.929	NaN
YIL007C	0.647	NaN
YIL008W	-1.105	NaN
YIL009C-A	1.359	NaN
YIL009W	0.573	NaN
YIL010W	-0.042	NaN
YIL011W	-0.239	NaN
YIL012W	-0.511	NaN
YIL013C	0.402	NaN
YIL014C-A	-0.783	NaN
YIL014W	-0.244	NaN
YIL015W	-1.318	NaN
YIL016W	-0.337	NaN
YIL017C	0.353	NaN
YIL018W	0.970	NaN
YIL019W	NaN	0.866
YIL020C	-0.313	NaN
YIL021W	NaN	-2.061
YIL022W	NaN	-4.694
YIL023C	0.104	NaN
YIL024C	0.105	NaN
YIL025C	-0.848	NaN
YIL026C	NaN	-13.873
YIL027C	-0.449	NaN
YIL028W	0.236	NaN
YIL029C	-1.349	NaN
YIL030C	0.368	NaN
YIL031W	NaN	0.723
YIL032C	1.224	NaN
YIL033C	NaN	NaN
YIL034C	0.359	NaN
YIL035C	-0.140	NaN
YIL036W	-1.285	NaN
YIL037C	0.357	NaN
YIL038C	-0.210	NaN
YIL039W	-1.090	NaN
YIL040W	NaN	NaN
YIL041W	0.586	NaN
YIL042C	0.993	NaN
YIL043C	0.795	NaN
YIL044C	0.662	NaN
YIL045W	-0.103	NaN
YIL046W	NaN	0.967
YIL046W-A	-0.751	NaN
YIL047C	1.075	NaN
YIL048W	NaN	-0.748
YIL049W	NaN	NaN
YIL050W	-0.441	NaN
YIL051C	NaN	-9.458
YIL052C	0.706	NaN
YIL053W	1.324	NaN
YIL054W	-1.416	NaN
YIL055C	0.399	NaN
YIL056W	0.473	NaN
YIL057C	0.699	NaN
YIL058W	2.605	NaN
YIL059C	0.972	NaN
YIL060W	-0.564	NaN
YIL061C	NaN	1.655
YIL062C	NaN	0.751
YIL063C	NaN	0.367
YIL064W	-0.225	NaN
YIL065C	0.384	NaN
YIL066C	0.228	NaN
YIL067C	0.021	NaN
YIL068C	NaN	3.318
YIL069C	-0.192	NaN
YIL070C	-0.680	NaN
YIL071C	1.129	NaN
YIL072W	0.465	NaN
YIL073C	1.184	NaN
YIL074C	-0.516	NaN
YIL075C	NaN	-0.303
YIL076W	-0.182	NaN
YIL077C	-0.988	NaN
YIL078W	NaN	-1.832
YIL079C	2.346	NaN
YIL083C	NaN	0.247
YIL084C	0.466	NaN
YIL085C	0.042	NaN
YIL086C	-1.480	NaN
YIL087C	1.077	NaN
YIL088C	1.169	NaN
YIL089W	0.093	NaN
YIL090W	-0.167	NaN
YIL091C	NaN	-0.293
YIL092W	-0.077	NaN
YIL093C	-2.276	NaN
YIL094C	0.514	NaN
YIL095W	-0.387	NaN
YIL096C	0.740	NaN
YIL097W	-1.026	NaN
YIL098C	-0.901	NaN
YIL099W	-0.320	NaN
YIL100W	-0.255	NaN
YIL101C	1.232	NaN
YIL102C	-0.168	NaN
YIL103W	1.151	NaN
YIL104C	NaN	2.491
YIL105C	-0.722	NaN
YIL106W	NaN	-0.750
YIL107C	0.954	NaN
YIL108W	-0.197	NaN
YIL109C	NaN	0.102
YIL110W	1.242	NaN
YIL111W	-0.669	NaN
YIL112W	-1.002	NaN
YIL113W	0.054	NaN
YIL114C	0.836	NaN
YIL115C	NaN	0.795
YIL116W	-0.186	NaN
YIL117C	1.562	NaN
YIL118W	NaN	0.396
YIL119C	0.940	NaN
YIL120W	-0.936	NaN
YIL121W	-0.049	NaN
YIL122W	NaN	NaN
YIL123W	-0.629	NaN
YIL124W	0.097	NaN
YIL125W	-0.654	NaN
YIL126W	NaN	-2.926
YIL127C	1.246	NaN
YIL128W	NaN	NaN
YIL129C	NaN	2.850
YIL130W	0.812	NaN
YIL131C	0.543	NaN
YIL132C	0.347	NaN
YIL133C	1.199	NaN
YIL134C-A	0.150	NaN
YIL134W	NaN	NaN
YIL135C	-0.428	NaN
YIL136W	-0.276	NaN
YIL137C	0.378	NaN
YIL138C	0.169	NaN
YIL139C	-1.927	NaN
YIL140W	-0.584	NaN
YIL141W	0.753	NaN
YIL142W	NaN	4.001
YIL143C	NaN	-1.269
YIL144W	NaN	0.693
YIL145C	-1.227	NaN
YIL146C	0.036	NaN
YIL147C	NaN	0.394
YIL148W	-1.151	NaN
YIL149C	0.522	NaN
YIL150C	NaN	-1.193
YIL152W	0.145	NaN
YIL153W	0.666	NaN
YIL154C	1.288	NaN
YIL155C	-0.119	NaN
YIL156W	0.768	NaN
YIL157C	0.126	NaN
YIL158W	-1.213	NaN
YIL159W	-0.084	NaN
YIL160C	1.307	NaN
YIL161W	1.526	NaN
YIL162W	-0.454	NaN
YIL163C	0.232	NaN
YIL164C	-4.335	NaN
YIL165C	0.009	NaN
YIL166C	1.740	NaN
YIL167W	0.278	NaN
