ORF	hom | growth (pooled culture) | Sodium pyrithione [8.35 uM] | YPD | Aiyar RS~Steinmetz LM, 2014	het | growth (pooled culture) | Sodium pyrithione [8.35 uM] | YPD | Aiyar RS~Steinmetz LM, 2014
YNL166C	0.513	NaN
YNL167C	NaN	-0.289
YNL168C	-1.217	NaN
YNL170W	0.484	NaN
YNL172W	NaN	-1.182
YNL173C	1.255	NaN
YNL175C	0.476	NaN
YNL176C	-0.383	NaN
YNL177C	0.070	NaN
YNL178W	NaN	4.068
YNL179C	1.311	NaN
YNL180C	0.605	NaN
YNL181W	NaN	-0.389
YNL182C	NaN	0.779
YNL183C	-0.489	NaN
YNL184C	-1.307	NaN
YNL187W	0.538	NaN
YNL188W	NaN	-2.009
YNL189W	NaN	-2.014
YNL190W	-0.585	NaN
YNL191W	0.266	NaN
YNL193W	0.459	NaN
YNL194C	-0.813	NaN
YNL195C	-0.633	NaN
YNL196C	-1.075	NaN
YNL197C	0.318	NaN
YNL198C	0.612	NaN
YNL199C	0.075	NaN
YNL200C	0.423	NaN
YNL201C	-0.132	NaN
YNL202W	-0.788	NaN
YNL203C	-0.400	NaN
YNL204C	-1.696	NaN
YNL205C	1.027	NaN
YNL206C	-0.786	NaN
YNL207W	NaN	-0.292
YNL209W	0.448	NaN
YNL211C	1.172	NaN
YNL212W	-0.188	NaN
YNL213C	-4.622	NaN
YNL214W	-0.884	NaN
YNL215W	-0.464	NaN
YNL216W	NaN	5.400
YNL217W	-1.448	NaN
YNL218W	0.447	NaN
YNL219C	0.298	NaN
YNL220W	NaN	NaN
YNL221C	NaN	0.766
YNL222W	NaN	1.078
YNL224C	0.671	NaN
YNL225C	-0.361	NaN
YNL226W	0.825	NaN
YNL227C	0.715	NaN
YNL228W	1.185	NaN
YNL229C	1.727	NaN
YNL230C	-1.210	NaN
YNL231C	0.542	NaN
YNL232W	NaN	4.812
YNL233W	-2.962	NaN
YNL235C	0.774	NaN
YNL236W	0.398	NaN
YNL237W	1.208	NaN
YNL238W	NaN	-1.950
YNL239W	-0.362	NaN
YNL240C	NaN	0.807
YNL241C	0.506	NaN
YNL242W	-0.897	NaN
YNL243W	NaN	NaN
YNL244C	NaN	1.508
YNL245C	NaN	1.747
YNL246W	0.460	NaN
YNL247W	NaN	0.062
YNL248C	2.592	NaN
YNL249C	-0.072	NaN
YNL250W	1.007	NaN
YNL251C	NaN	1.988
YNL252C	-3.820	NaN
YNL253W	0.364	NaN
YNL254C	-0.119	NaN
YNL255C	-0.155	NaN
YNL256W	NaN	0.292
YNL257C	-1.588	NaN
YNL258C	NaN	0.429
YNL259C	-0.158	NaN
YNL260C	NaN	1.409
YNL261W	NaN	0.146
YNL262W	NaN	-0.396
YNL263C	NaN	0.884
YNL264C	0.011	NaN
YNL265C	-0.074	NaN
YNL266W	1.351	NaN
YNL267W	NaN	-3.180
YNL268W	-7.775	NaN
YNL269W	-0.446	NaN
YNL270C	-0.098	NaN
YNL271C	-1.635	NaN
YNL272C	NaN	1.808
YNL273W	0.490	NaN
YNL274C	-0.281	NaN
YNL275W	-0.203	NaN
YNL276C	0.615	NaN
YNL277W	NaN	NaN
YNL277W-A	0.238	NaN
YNL278W	0.518	NaN
YNL279W	0.582	NaN
YNL280C	-0.505	NaN
YNL281W	-0.070	NaN
YNL282W	NaN	0.495
YNL283C	-0.047	NaN
YNL284C	-0.730	NaN
YNL285W	-0.996	NaN
YNL286W	-3.225	NaN
YNL287W	NaN	2.596
YNL288W	-0.627	NaN
YNL289W	0.359	NaN
YNL290W	NaN	-0.058
YNL291C	0.147	NaN
YNL292W	-1.153	NaN
YNL293W	1.191	NaN
YNL294C	0.229	NaN
YNL295W	1.039	NaN
YNL296W	NaN	NaN
YNL297C	NaN	NaN
YNL298W	1.696	NaN
YNL299W	-0.076	NaN
YNL300W	-0.229	NaN
YNL301C	-0.599	NaN
YNL303W	2.154	NaN
YNL304W	0.571	NaN
YNL305C	-0.120	NaN
YNL306W	NaN	-1.874
YNL307C	-1.247	NaN
YNL308C	NaN	0.381
YNL310C	NaN	-0.397
YNL311C	0.096	NaN
YNL312W	NaN	1.694
YNL313C	NaN	0.227
YNL314W	0.680	NaN
YNL315C	-1.271	NaN
YNL316C	0.439	NaN
YNL317W	NaN	0.598
YNL318C	0.628	NaN
YNL319W	0.800	NaN
YNL321W	0.782	NaN
YNL322C	0.427	NaN
YNL323W	-0.115	NaN
YNL324W	0.203	NaN
YNL325C	-0.702	NaN
YNL326C	-0.026	NaN
YNL327W	-0.398	NaN
YNL328C	-0.093	NaN
YNL329C	-0.964	NaN
YNL332W	0.148	NaN
YNL333W	-0.255	NaN
YNL334C	-1.748	NaN
YNL335W	-0.423	NaN
YNL336W	-0.686	NaN
YNL338W	-0.035	NaN
YNL339C	-0.516	NaN
YNR001C	1.107	NaN
YNR002C	0.099	NaN
YNR003C	NaN	1.321
YNR004W	0.398	NaN
YNR005C	-0.331	NaN
YNR006W	-0.387	NaN
YNR007C	-0.298	NaN
YNR008W	0.233	NaN
YNR009W	-0.125	NaN
YNR011C	NaN	0.696
YNR012W	-0.141	NaN
YNR013C	-1.055	NaN
YNR014W	-0.185	NaN
YNR015W	-0.937	NaN
YNR016C	NaN	-4.314
YNR017W	NaN	-23.412
YNR018W	1.152	NaN
YNR019W	1.323	NaN
YNR020C	-0.668	NaN
YNR021W	0.504	NaN
YNR023W	-0.311	NaN
YNR024W	-0.494	NaN
YNR025C	0.181	NaN
YNR026C	NaN	-2.559
YNR027W	1.227	NaN
YNR028W	0.283	NaN
YNR029C	1.017	NaN
YNR030W	-0.118	NaN
YNR031C	-0.926	NaN
YNR032C-A	0.389	NaN
YNR032W	-0.029	NaN
YNR033W	0.918	NaN
YNR034W	-0.073	NaN
YNR035C	NaN	-1.184
YNR036C	-1.753	NaN
YNR037C	-2.134	NaN
YNR038W	NaN	-0.539
YNR039C	0.433	NaN
YNR040W	-0.589	NaN
YNR041C	-0.310	NaN
YNR042W	-0.339	NaN
YNR043W	NaN	-0.838
YNR044W	0.173	NaN
YNR045W	-0.722	NaN
YNR046W	NaN	-0.737
YNR048W	-0.639	NaN
YNR049C	-0.181	NaN
YNR050C	1.117	NaN
YNR051C	1.159	NaN
YNR052C	-0.058	NaN
YNR053C	NaN	2.307
YNR054C	NaN	-0.458
YNR055C	-0.308	NaN
YNR056C	-0.595	NaN
YNR057C	-0.555	NaN
YNR058W	-0.716	NaN
YNR059W	0.515	NaN
YNR060W	-1.310	NaN
YNR061C	-0.181	NaN
YNR062C	1.215	NaN
YNR063W	0.898	NaN
YNR064C	-1.267	NaN
YNR065C	0.368	NaN
YNR066C	-0.124	NaN
YNR067C	-1.180	NaN
YNR068C	-0.304	NaN
YNR069C	0.983	NaN
YNR070W	-1.555	NaN
YNR071C	0.208	NaN
YNR072W	0.387	NaN
YNR073C	-0.393	NaN
YNR074C	0.274	NaN
YNR075W	-0.193	NaN
YOL001W	1.420	NaN
YOL002C	-0.410	NaN
YOL003C	-0.283	NaN
YOL004W	1.102	NaN
YOL005C	NaN	-2.035
YOL006C	1.923	NaN
YOL007C	0.444	NaN
YOL008W	-1.212	NaN
YOL009C	-0.704	NaN
YOL010W	NaN	2.106
YOL011W	0.011	NaN
YOL012C	-1.121	NaN
YOL013C	0.076	NaN
YOL013W-A	-0.059	NaN
YOL013W-B	-0.002	NaN
YOL014W	0.967	NaN
YOL015W	0.681	NaN
YOL016C	-0.862	NaN
YOL017W	-0.748	NaN
YOL018C	0.342	NaN
YOL019W	-1.211	NaN
YOL019W-A	0.356	NaN
YOL020W	-0.619	NaN
YOL021C	NaN	1.921
YOL022C	NaN	-0.462
YOL023W	-0.649	NaN
YOL024W	0.516	NaN
YOL025W	0.716	NaN
YOL026C	NaN	0.798
YOL027C	-0.938	NaN
YOL028C	-1.573	NaN
YOL029C	0.761	NaN
YOL030W	-0.147	NaN
YOL031C	0.524	NaN
YOL032W	1.161	NaN
YOL033W	-0.516	NaN
YOL034W	NaN	1.838
YOL035C	0.226	NaN
YOL036W	-0.606	NaN
YOL037C	-0.502	NaN
YOL038C-A	1.071	NaN
YOL038W	NaN	4.362
YOL039W	-0.092	NaN
YOL040C	NaN	2.346
YOL041C	0.963	NaN
YOL042W	0.458	NaN
YOL043C	0.960	NaN
YOL044W	-0.041	NaN
YOL045W	0.378	NaN
YOL046C	1.437	NaN
YOL047C	0.487	NaN
YOL048C	-0.629	NaN
YOL049W	1.541	NaN
YOL050C	0.226	NaN
YOL051W	1.276	NaN
YOL052C	0.570	NaN
YOL052C-A	0.627	NaN
YOL053W	0.175	NaN
YOL054W	1.502	NaN
YOL055C	-1.689	NaN
YOL056W	0.956	NaN
YOL057W	0.870	NaN
YOL058W	0.691	NaN
YOL059W	-0.970	NaN
YOL060C	1.206	NaN
YOL061W	-0.578	NaN
YOL062C	1.277	NaN
YOL063C	0.294	NaN
YOL064C	1.267	NaN
YOL065C	1.403	NaN
YOL066C	NaN	-0.871
YOL067C	0.768	NaN
YOL068C	0.267	NaN
YOL069W	NaN	-1.903
YOL070C	-0.002	NaN
YOL071W	1.701	NaN
YOL072W	0.165	NaN
YOL073C	0.524	NaN
YOL075C	0.412	NaN
YOL076W	-5.539	NaN
YOL077C	NaN	1.627
YOL077W-A	1.565	NaN
YOL078W	NaN	0.178
YOL079W	0.350	NaN
YOL080C	0.118	NaN
YOL081W	-0.170	NaN
YOL082W	-1.020	NaN
YOL083W	0.138	NaN
YOL084W	-1.225	NaN
YOL085C	0.020	NaN
YOL086C	NaN	NaN
YOL086W-A	-0.261	NaN
YOL087C	-0.246	NaN
YOL088C	0.109	NaN
YOL089C	0.784	NaN
YOL090W	-0.035	NaN
YOL091W	-1.043	NaN
YOL092W	0.257	NaN
YOL093W	-0.850	NaN
YOL094C	NaN	-0.846
YOL095C	0.207	NaN
YOL096C	0.112	NaN
YOL097C	NaN	1.207
YOL097W-A	-0.414	NaN
YOL098C	-0.419	NaN
YOL099C	-0.059	NaN
YOL100W	0.112	NaN
YOL101C	-0.278	NaN
YOL102C	NaN	1.227
YOL103W	-0.247	NaN
YOL104C	-0.298	NaN
YOL105C	-0.167	NaN
YOL106W	-0.208	NaN
YOL107W	0.332	NaN
YOL108C	-0.298	NaN
YOL109W	0.766	NaN
YOL110W	-0.938	NaN
YOL111C	0.514	NaN
YOL112W	0.390	NaN
YOL113W	1.815	NaN
YOL114C	-1.066	NaN
YOL115W	-0.975	NaN
YOL116W	0.253	NaN
YOL117W	0.585	NaN
YOL118C	-0.739	NaN
YOL119C	0.055	NaN
YOL120C	NaN	2.379
YOL121C	-0.803	NaN
YOL122C	0.945	NaN
YOL123W	NaN	-2.164
YOL124C	1.136	NaN
YOL125W	0.153	NaN
YOL126C	0.941	NaN
YOL127W	NaN	5.679
YOL128C	-0.750	NaN
YOL129W	-0.346	NaN
YOL130W	NaN	-1.683
YOL131W	-1.014	NaN
YOL132W	-0.736	NaN
YOL133W	NaN	-0.266
YOL134C	NaN	-1.096
YOL135C	NaN	2.967
YOL136C	1.140	NaN
YOL137W	0.466	NaN
YOL138C	0.401	NaN
YOL139C	NaN	0.884
YOL140W	0.754	NaN
YOL141W	0.318	NaN
YOL143C	-0.279	NaN
YOL144W	NaN	-6.059
YOL145C	1.234	NaN
YOL146W	NaN	0.968
YOL147C	-0.899	NaN
YOL148C	NaN	NaN
YOL149W	NaN	-1.005
YOL150C	-0.101	NaN
YOL151W	0.360	NaN
YOL152W	-0.906	NaN
YOL153C	-0.800	NaN
YOL154W	0.392	NaN
YOL155C	0.698	NaN
YOL158C	0.806	NaN
YOL159C	-0.339	NaN
YOL159C-A	-0.501	NaN
YOL160W	0.959	NaN
YOL162W	0.908	NaN
YOL163W	-1.395	NaN
YOL164W	0.512	NaN
YOL164W-A	-2.226	NaN
YOR001W	1.711	NaN
YOR002W	0.024	NaN
YOR003W	-0.596	NaN
YOR004W	NaN	0.234
YOR005C	1.793	NaN
YOR006C	-0.109	NaN
YOR007C	-0.249	NaN
YOR008C	-0.194	NaN
YOR008C-A	0.134	NaN
YOR009W	-2.533	NaN
YOR010C	1.155	NaN
YOR011W	0.464	NaN
YOR012W	-0.471	NaN
YOR013W	0.024	NaN
YOR014W	0.016	NaN
YOR015W	-0.274	NaN
YOR016C	0.381	NaN
YOR017W	-0.240	NaN
YOR018W	-1.887	NaN
YOR019W	0.670	NaN
YOR020C	NaN	-2.610
YOR020W-A	0.627	NaN
YOR021C	0.229	NaN
YOR022C	-1.578	NaN
YOR023C	-0.899	NaN
YOR024W	0.795	NaN
YOR025W	0.932	NaN
YOR026W	0.466	NaN
YOR027W	0.608	NaN
YOR028C	-0.042	NaN
YOR029W	-1.510	NaN
YOR030W	0.273	NaN
YOR031W	-0.356	NaN
YOR032C	-0.086	NaN
YOR033C	-1.634	NaN
YOR034C	0.437	NaN
YOR034C-A	-0.335	NaN
YOR035C	-1.774	NaN
YOR036W	-1.245	NaN
YOR037W	0.984	NaN
YOR038C	-0.010	NaN
YOR039W	0.215	NaN
YOR040W	-0.772	NaN
YOR041C	0.552	NaN
YOR042W	0.656	NaN
YOR043W	-1.179	NaN
YOR044W	-0.326	NaN
YOR045W	0.162	NaN
YOR046C	NaN	-2.239
YOR047C	0.079	NaN
YOR048C	NaN	-3.941
YOR049C	0.215	NaN
YOR050C	0.066	NaN
YOR051C	0.661	NaN
YOR052C	-0.523	NaN
YOR053W	-0.280	NaN
YOR054C	-1.050	NaN
YOR055W	-0.133	NaN
YOR056C	NaN	0.997
YOR057W	NaN	2.028
YOR058C	-3.448	NaN
YOR059C	0.323	NaN
YOR060C	NaN	1.128
YOR061W	0.691	NaN
YOR062C	0.241	NaN
YOR063W	NaN	1.696
YOR064C	-1.290	NaN
YOR065W	-1.579	NaN
YOR066W	0.929	NaN
YOR067C	-0.165	NaN
YOR068C	1.564	NaN
YOR069W	1.638	NaN
YOR070C	0.761	NaN
YOR071C	-0.283	NaN
YOR072W	-0.378	NaN
YOR073W	-1.100	NaN
YOR074C	NaN	-0.833
YOR075W	NaN	1.018
YOR076C	1.203	NaN
YOR077W	NaN	0.067
YOR078W	0.601	NaN
YOR079C	0.975	NaN
YOR080W	0.779	NaN
YOR081C	0.242	NaN
YOR082C	-0.061	NaN
YOR083W	0.498	NaN
YOR084W	0.030	NaN
YOR085W	2.224	NaN
YOR086C	0.114	NaN
YOR087W	0.157	NaN
YOR089C	-3.557	NaN
YOR090C	0.808	NaN
YOR091W	1.670	NaN
YOR092W	0.732	NaN
YOR093C	-1.115	NaN
YOR094W	-0.158	NaN
YOR095C	NaN	-0.720
YOR096W	NaN	NaN
YOR097C	0.583	NaN
YOR098C	NaN	-2.192
YOR099W	0.914	NaN
YOR100C	1.326	NaN
YOR101W	-0.004	NaN
YOR102W	NaN	-4.590
YOR103C	NaN	0.472
YOR104W	0.017	NaN
YOR105W	1.518	NaN
YOR106W	0.889	NaN
YOR107W	0.243	NaN
YOR108W	-1.063	NaN
YOR109W	-1.125	NaN
YOR110W	NaN	-2.076
YOR111W	-0.915	NaN
YOR112W	1.012	NaN
YOR113W	-0.880	NaN
YOR114W	0.479	NaN
YOR115C	-1.189	NaN
YOR116C	NaN	2.374
YOR117W	NaN	-0.718
YOR118W	0.164	NaN
YOR119C	NaN	-0.495
YOR120W	-0.870	NaN
YOR121C	-0.479	NaN
YOR122C	NaN	-1.924
YOR123C	-0.377	NaN
YOR124C	0.123	NaN
YOR125C	-1.592	NaN
YOR126C	0.408	NaN
YOR127W	-0.886	NaN
YOR128C	NaN	0.332
YOR129C	-0.487	NaN
YOR130C	-0.042	NaN
YOR131C	-0.197	NaN
YOR132W	-0.493	NaN
YOR133W	-1.677	NaN
YOR134W	-2.288	NaN
YOR135C	-0.068	NaN
YOR136W	-0.216	NaN
YOR137C	-1.849	NaN
YOR138C	1.236	NaN
YOR139C	-0.886	NaN
YOR140W	0.550	NaN
YOR141C	1.612	NaN
YOR142W	-0.038	NaN
YOR143C	NaN	-2.732
YOR144C	-0.639	NaN
YOR145C	NaN	3.648
YOR146W	NaN	4.920
YOR147W	-0.008	NaN
YOR148C	NaN	-0.546
YOR149C	NaN	-2.179
YOR150W	-1.938	NaN
YOR151C	NaN	-1.462
YOR152C	0.748	NaN
YOR153W	NaN	NaN
YOR154W	-0.099	NaN
YOR155C	1.070	NaN
YOR156C	-2.257	NaN
YOR157C	NaN	1.683
YOR158W	-2.003	NaN
YOR159C	NaN	-0.863
YOR160W	NaN	-0.053
YOR161C	-1.246	NaN
YOR161C-C	-0.236	NaN
YOR162C	-1.804	NaN
YOR163W	-1.907	NaN
YOR164C	-2.167	NaN
YOR165W	0.898	NaN
YOR166C	-1.424	NaN
YOR167C	2.065	NaN
YOR168W	NaN	-0.326
YOR169C	NaN	-1.434
YOR170W	-0.491	NaN
YOR171C	-0.414	NaN
YOR172W	-1.246	NaN
YOR173W	0.982	NaN
YOR174W	NaN	4.376
YOR175C	0.723	NaN
YOR176W	NaN	-0.552
YOR177C	-0.916	NaN
YOR178C	-1.999	NaN
YOR179C	0.721	NaN
YOR180C	-0.413	NaN
YOR181W	NaN	-2.112
YOR182C	0.909	NaN
YOR183W	0.701	NaN
YOR184W	-0.177	NaN
YOR185C	0.772	NaN
YOR186W	0.171	NaN
YOR187W	-0.085	NaN
YOR188W	-1.617	NaN
YOR189W	1.638	NaN
YOR190W	-0.034	NaN
YOR191W	1.247	NaN
YOR192C	-0.946	NaN
YOR193W	-1.846	NaN
YOR194C	NaN	-2.868
YOR195W	1.074	NaN
YOR196C	-0.702	NaN
YOR197W	-0.410	NaN
YOR198C	0.201	NaN
YOR199W	-3.307	NaN
YOR200W	-0.524	NaN
YOR201C	1.006	NaN
YOR202W	0.985	NaN
YOR203W	NaN	2.036
YOR204W	NaN	2.375
YOR205C	-1.712	NaN
YOR206W	NaN	0.883
YOR207C	NaN	2.789
YOR208W	0.527	NaN
YOR209C	1.032	NaN
YOR210W	NaN	1.605
YOR211C	-2.789	NaN
YOR212W	NaN	-0.916
YOR213C	0.349	NaN
YOR214C	-1.370	NaN
YOR215C	-0.015	NaN
YOR216C	0.276	NaN
YOR217W	NaN	0.471
YOR218C	NaN	0.728
YOR219C	-0.126	NaN
YOR220W	0.405	NaN
YOR221C	0.517	NaN
YOR222W	-0.115	NaN
YOR223W	0.954	NaN
YOR224C	NaN	0.231
YOR225W	1.033	NaN
YOR226C	-1.221	NaN
YOR227W	-0.249	NaN
YOR228C	0.224	NaN
YOR229W	1.217	NaN
YOR230W	0.520	NaN
YOR231W	-1.263	NaN
YOR232W	NaN	-17.796
YOR233W	-0.019	NaN
YOR234C	0.176	NaN
YOR235W	0.077	NaN
YOR236W	NaN	1.379
YOR237W	0.044	NaN
YOR238W	0.776	NaN
YOR239W	0.140	NaN
YOR241W	NaN	NaN
YOR242C	0.648	NaN
YOR243C	-2.455	NaN
YOR244W	NaN	-1.006
YOR245C	-1.557	NaN
YOR246C	0.361	NaN
YOR247W	1.067	NaN
YOR248W	-0.347	NaN
YOR249C	NaN	-2.364
YOR250C	NaN	1.198
YOR251C	2.036	NaN
YOR252W	0.519	NaN
YOR253W	-0.317	NaN
YOR254C	NaN	-0.041
YOR255W	-0.784	NaN
YOR256C	NaN	-2.053
YOR257W	NaN	-4.210
YOR258W	-0.245	NaN
YOR259C	NaN	-0.019
YOR260W	NaN	0.399
YOR261C	NaN	-0.590
YOR262W	NaN	-1.120
YOR263C	-0.089	NaN
YOR264W	1.018	NaN
YOR265W	-2.974	NaN
YOR266W	-0.871	NaN
YOR267C	0.880	NaN
YOR268C	-1.626	NaN
YOR269W	0.005	NaN
YOR270C	0.272	NaN
YOR271C	-0.108	NaN
YOR272W	NaN	1.082
YOR273C	-0.238	NaN
YOR274W	-1.112	NaN
YOR275C	0.229	NaN
YOR276W	-0.198	NaN
YOR277C	-0.228	NaN
YOR278W	NaN	2.853
YOR279C	1.335	NaN
YOR280C	-0.770	NaN
YOR281C	NaN	NaN
YOR282W	NaN	-3.414
YOR283W	0.838	NaN
YOR284W	1.478	NaN
YOR285W	-0.460	NaN
YOR286W	-0.661	NaN
YOR287C	NaN	-2.775
YOR288C	-0.670	NaN
YOR289W	0.286	NaN
YOR290C	0.465	NaN
YOR291W	-0.318	NaN
YOR292C	-1.311	NaN
YOR293C-A	-0.744	NaN
YOR293W	0.315	NaN
YOR294W	NaN	0.540
YOR295W	1.579	NaN
YOR296W	-0.702	NaN
YOR297C	0.558	NaN
YOR298C-A	-0.283	NaN
YOR298W	-0.692	NaN
YOR299W	0.684	NaN
YOR301W	0.767	NaN
YOR302W	0.221	NaN
YOR303W	0.042	NaN
YOR304C-A	0.005	NaN
YOR304W	0.699	NaN
YOR305W	-2.595	NaN
YOR307C	-0.584	NaN
YOR308C	0.567	NaN
YOR310C	NaN	1.616
YOR311C	-2.186	NaN
YOR312C	0.038	NaN
YOR313C	-0.990	NaN
YOR314W	-0.710	NaN
YOR315W	0.116	NaN
YOR316C	-1.328	NaN
YOR316C-A	0.729	NaN
YOR317W	-0.848	NaN
YOR318C	-0.835	NaN
YOR319W	NaN	-0.707
YOR320C	-0.535	NaN
YOR321W	-0.084	NaN
YOR322C	0.140	NaN
YOR323C	2.240	NaN
YOR324C	-0.836	NaN
YOR325W	-0.652	NaN
YOR326W	NaN	-0.821
YOR327C	0.981	NaN
YOR328W	-0.044	NaN
YOR329C	NaN	-1.685
YOR330C	-0.929	NaN
YOR331C	-0.343	NaN
YOR332W	-2.369	NaN
YOR333C	-0.965	NaN
YOR334W	-0.782	NaN
YOR335C	NaN	0.314
YOR336W	NaN	-0.848
YOR337W	-0.180	NaN
YOR338W	-0.507	NaN
YOR339C	-0.108	NaN
YOR340C	NaN	1.157
YOR341W	NaN	0.086
YOR342C	-1.354	NaN
YOR343C	-0.627	NaN
YOR344C	0.346	NaN
YOR345C	-2.787	NaN
YOR346W	1.446	NaN
YOR347C	0.293	NaN
YOR348C	-0.077	NaN
YOR349W	0.649	NaN
YOR350C	-0.179	NaN
YOR351C	-0.532	NaN
YOR352W	-0.333	NaN
YOR353C	NaN	-0.129
YOR354C	-0.126	NaN
YOR355W	-0.893	NaN
YOR356W	-0.310	NaN
YOR357C	0.186	NaN
YOR358W	0.409	NaN
YOR359W	0.361	NaN
YOR360C	0.041	NaN
YOR361C	NaN	-2.539
YOR362C	NaN	3.789
YOR363C	-0.368	NaN
YOR364W	0.860	NaN
YOR365C	0.019	NaN
YOR366W	1.039	NaN
YOR367W	-0.430	NaN
YOR368W	1.307	NaN
YOR369C	-1.435	NaN
YOR370C	NaN	-3.032
YOR371C	-0.351	NaN
YOR372C	NaN	-3.030
YOR373W	NaN	1.183
YOR374W	-0.282	NaN
YOR375C	0.745	NaN
YOR376W	0.491	NaN
YOR376W-A	-0.411	NaN
YOR377W	0.444	NaN
YOR378W	-1.203	NaN
YOR379C	-1.065	NaN
YOR380W	-1.246	NaN
YOR381W	1.310	NaN
YOR382W	0.664	NaN
YOR383C	NaN	NaN
YOR384W	0.784	NaN
YOR385W	0.258	NaN
YOR386W	0.492	NaN
YPL001W	-0.414	NaN
YPL002C	0.275	NaN
YPL003W	-1.046	NaN
YPL004C	-0.533	NaN
YPL005W	1.001	NaN
YPL006W	0.154	NaN
YPL007C	NaN	-0.837
YPL008W	0.515	NaN
YPL009C	0.402	NaN
YPL010W	NaN	1.288
YPL011C	NaN	-0.743
YPL012W	NaN	0.012
YPL013C	-7.083	NaN
YPL014W	-0.201	NaN
YPL015C	1.283	NaN
YPL016W	NaN	-0.529
YPL017C	-0.514	NaN
YPL018W	-0.072	NaN
YPL019C	0.244	NaN
YPL020C	NaN	-1.654
YPL021W	1.690	NaN
YPL022W	0.061	NaN
YPL023C	1.025	NaN
YPL024W	NaN	NaN
YPL025C	-1.152	NaN
YPL026C	0.554	NaN
YPL027W	1.003	NaN
YPL028W	NaN	-0.915
YPL029W	-0.186	NaN
YPL030W	0.021	NaN
YPL031C	0.430	NaN
YPL032C	-0.262	NaN
YPL033C	-0.588	NaN
YPL034W	-0.456	NaN
YPL035C	-0.121	NaN
YPL036W	-0.962	NaN
YPL037C	-1.072	NaN
YPL038W	-0.448	NaN
YPL038W-A	-2.068	NaN
YPL039W	0.288	NaN
YPL040C	-0.125	NaN
YPL041C	-0.144	NaN
YPL042C	0.577	NaN
YPL043W	NaN	-0.204
YPL044C	NaN	-0.547
YPL045W	NaN	NaN
YPL046C	0.554	NaN
YPL047W	-0.037	NaN
YPL048W	0.388	NaN
YPL049C	-0.435	NaN
YPL050C	NaN	NaN
YPL051W	-0.075	NaN
YPL052W	-1.279	NaN
YPL053C	0.702	NaN
YPL054W	0.208	NaN
YPL055C	0.203	NaN
YPL056C	0.162	NaN
YPL057C	-0.903	NaN
YPL058C	0.248	NaN
YPL059W	NaN	NaN
YPL060W	0.291	NaN
YPL061W	2.431	NaN
YPL062W	-0.015	NaN
YPL063W	NaN	-0.282
YPL064C	-0.996	NaN
YPL065W	0.961	NaN
YPL066W	-0.411	NaN
YPL067C	-0.818	NaN
YPL068C	-0.044	NaN
YPL069C	-0.299	NaN
YPL070W	0.394	NaN
YPL071C	0.323	NaN
YPL072W	-0.485	NaN
YPL073C	0.633	NaN
YPL074W	1.461	NaN
YPL075W	NaN	-0.631
YPL076W	NaN	0.205
YPL077C	0.026	NaN
YPL078C	-1.118	NaN
YPL079W	-0.030	NaN
YPL080C	0.168	NaN
YPL081W	-0.286	NaN
YPL082C	NaN	-0.936
YPL083C	NaN	0.157
YPL084W	-0.001	NaN
YPL085W	NaN	-0.998
YPL086C	-0.575	NaN
YPL087W	-0.926	NaN
YPL088W	1.227	NaN
YPL089C	-0.315	NaN
YPL090C	-0.232	NaN
YPL091W	0.431	NaN
YPL092W	0.557	NaN
YPL093W	NaN	1.629
YPL094C	NaN	-1.063
YPL095C	-0.928	NaN
YPL096C-A	NaN	NaN
YPL096W	0.814	NaN
YPL097W	-0.388	NaN
YPL098C	0.427	NaN
YPL099C	1.536	NaN
YPL100W	-0.315	NaN
YPL101W	0.007	NaN
YPL102C	-0.903	NaN
YPL103C	-2.468	NaN
YPL104W	-0.429	NaN
YPL105C	0.230	NaN
YPL106C	0.869	NaN
YPL107W	0.637	NaN
YPL108W	-0.626	NaN
YPL109C	-0.198	NaN
YPL110C	1.144	NaN
YPL111W	-0.394	NaN
YPL112C	-1.073	NaN
YPL113C	-1.597	NaN
YPL114W	1.303	NaN
YPL115C	0.430	NaN
YPL116W	-0.971	NaN
YPL117C	NaN	-3.099
YPL118W	0.119	NaN
YPL119C	0.046	NaN
YPL119C-A	0.369	NaN
YPL120W	-0.769	NaN
YPL121C	-0.743	NaN
YPL122C	NaN	-0.679
YPL123C	0.046	NaN
YPL124W	NaN	-1.696
YPL125W	0.534	NaN
YPL126W	NaN	-1.328
YPL127C	0.486	NaN
YPL128C	NaN	-2.000
YPL129W	NaN	NaN
YPL130W	-0.893	NaN
YPL131W	NaN	3.836
YPL132W	-0.782	NaN
YPL133C	0.517	NaN
YPL134C	-1.498	NaN
YPL135W	0.247	NaN
YPL136W	-2.140	NaN
YPL137C	-2.077	NaN
YPL138C	0.697	NaN
YPL139C	-0.711	NaN
YPL140C	-0.822	NaN
YPL141C	1.657	NaN
YPL142C	NaN	NaN
YPL143W	NaN	2.027
YPL144W	1.298	NaN
YPL145C	0.206	NaN
YPL146C	NaN	1.871
YPL147W	0.428	NaN
YPL148C	-3.688	NaN
YPL149W	-1.253	NaN
YPL150W	-0.006	NaN
YPL151C	NaN	-0.467
YPL152W	0.599	NaN
YPL152W-A	0.497	NaN
YPL153C	NaN	-4.331
YPL154C	0.232	NaN
YPL155C	-1.051	NaN
YPL156C	0.406	NaN
YPL157W	0.261	NaN
YPL158C	0.935	NaN
YPL159C	0.720	NaN
