orf	hom | growth (culture turbidity) | diarsenic trioxide [0.2-1.2 mM] | Dilda PJ~Hogg PJ, 2008
YDL075W	-2.0430945615367206
YDL082W	2.3477729861210905
YDL096C	1.503077570597677
YDL106C	-2.2306751592072938
YDL118W	-1.516951159331171
YDL119C	-1.3866570898340833
YDL133W	-2.5248204275970942
YDL151C	-5.012717046567037
YDL160C	-1.4312320122260305
YDL172C	-1.8090069454802078
YDL173W	-2.501328729867733
YDL198C	-1.1669984859727471
YDL202W	-1.0350472154364743
YDR001C	-1.401454709466729
YDR017C	-6.452457696667478
YDR027C	-3.6298879145172496
YDR028C	-6.9177545728584935
YDR057W	-1.1762777007160377
YDR065W	-1.9614549326557458
YDR067C	-2.0020454174704723
YDR074W	-2.5893601347291515
YDR083W	1.9024585328451018
YDR099W	-1.0484772144540693
YDR135C	-4.422316557297831
YDR149C	-2.630720853957207
YDR158W	-1.3768253907428787
YDR161W	3.0384701651262462
YDR173C	-8.368238259117122
YDR175C	-2.357046530345854
YDR176W	-8.758475676623803
YDR181C	-1.3621275530397003
YDR195W	-2.3059692657816964
YDR197W	-1.9384623837711876
YDR207C	-4.33261297261547
YDR231C	-1.625710561375008
YDR254W	1.725014043859304
YDR264C	-2.0549085901497026
YDR268W	-2.679577832759568
YDR293C	-7.2980031196881
YDR310C	-1.8535136044137634
YDR323C	-2.508025156827168
YDR329C	-0.9862243467310298
YDR332W	-1.8929093029281732
YDR334W	-1.1531239537791564
YDR337W	-2.0905829579775657
YDR347W	-1.0172174343851292
YDR349C	3.8095811798433012
YDR350C	-1.4262521477082462
YDR369C	-2.312314788088269
YDR388W	-1.842335716835355
YDR405W	-2.5147339502330697
YDR408C	-2.5756772161168673
YDR442W	-4.514291358432324
YDR443C	-2.822902558546109
YDR448W	-7.66686569939523
YDR469W	-1.3572414586960528
YDR484W	-1.1301168433350446
YDR485C	-2.8375510082197195
YDR486C	-0.9598676850719081
YDR495C	-2.274406855282894
YDR500C	-1.7269987091617636
YDR511W	1.4807903191180152
YDR516C	-1.241904451022462
YDR525W	-2.815600424234563
YEL003W	-3.8753138814150647
YEL031W	-3.281984886870901
YEL053C	-1.204258408466767
YEL062W	2.4859850177547553
YER002W	1.4085381307425808
YER007C-A	1.9714692218572951
YER007W	-3.4604746385877934
YER016W	-1.4612554111865441
YER017C	-1.1669984859727471
YER020W	1.011311482122378
YER030W	1.0163958924650787
YER044C	1.0417117482025675
YER052C	-1.5118524769547592
YER061C	-1.13470662360048
YER075C	1.413096237484671
YER077C	-1.3232215790734634
YER110C	-1.8090069454802078
YER113C	-1.4562342485394149
YER116C	-3.175730883599734
YER117W	-1.1393022100411079
YER141W	-1.609972729122051
YER151C	-4.479527355374757
YER166W	1.5208094452009446
YER177W	-2.363481980384611
YFL025C	-3.2654344682820944
YFR019W	-6.20314333141077
YFR030W	-1.5787001348837846
YFR032C-A	2.276643732015827
YFR040W	-2.402335940024371
YFR048W	-1.9904017837948214
YGL010W	1.0036714990818003
YGL012W	-3.703653100597988
YGL025C	-4.894459605296258
YGL026C	-1.6573922499342146
YGL031C	1.9518852898104695
YGL043W	1.7768973964149906
YGL058W	-4.377187895007417
YGL066W	-2.402335940024371
YGL070C	-8.046540538867523
YGL071W	-2.6936585116157055
YGL084C	-3.3829027817351256
YGL133W	-1.0890676992687955
YGL147C	2.4859850177547553
YGL148W	-1.6626994979151908
YGL168W	-3.5486539822804906
YGL203C	2.3688429954814403
YGL206C	-5.935247256722564
YGL211W	-1.0936058767444827
YGL213C	2.3828220818864114
YGL236C	-1.241904451022462
YGR057C	-5.333672846953575
YGR061C	-1.8200825961228706
YGR072W	4.065318447389683
YGR077C	-1.303923735038823
YGR078C	-10.503555884064172
YGR092W	-3.143652877408971
YGR097W	4.637840218854286
YGR104C	-4.830387210807281
YGR105W	-9.03057794267348
YGR133W	-1.148510860337869
YGR155W	-6.393386304134076
YGR163W	-7.425483238156144
YGR192C	-1.2324563037023848
YGR220C	-1.2136334087583436
YGR229C	-2.36992885092632
YGR255C	-1.678667921854105
YGR270W	-1.2703972292158987
YHL020C	-1.9441968926128583
YHL023C	2.2132422868919144
YHL029C	-1.4864658565450202
YHL031C	-1.3768253907428787
YHR012W	-2.0372019234290586
YHR013C	-2.1387003580728012
YHR039C-A	-9.943555660875157
YHR051W	-1.0439950293119322
YHR077C	3.9516096615380483
YHR081W	2.7867919556429377
YHR147C	-1.0664614620585844
YHR154W	-2.243116303547752
YHR178W	-3.2489591085388754
YHR183W	-1.8090069454802078
YHR203C	2.143130002674372
YHR204W	2.6758820151062013
YHR206W	-1.260874784453378
YIL002C	-1.1301168433350446
YIL008W	1.4016902293805535
YIL017C	-3.6298879145172496
YIL018W	-1.694706846789497
YIL029C	-1.0936058767444827
YIL053W	-2.764892374263546
YIL065C	-1.615211101474346
YIL069C	1.4807903191180152
YIL070C	-3.1676847881801904
YIL077C	-1.0936058767444827
YIL093C	-2.801040041629158
YIL098C	-2.2306751592072938
YIL133C	2.2712524711744777
YIL148W	-2.0372019234290586
YIL154C	-1.1902411154608687
YIR017C	-3.2737002525008134
YIR021W	-1.4763606745164441
YIR026C	2.2981291209918693
YJL047C	-1.3474889411695337
YJL053W	-1.9384623837711876
YJL062W	-3.002707202523994
YJL063C	-1.0083352524619207
YJL075C	-1.4864658565450202
YJL080C	-4.656772780791813
YJL101C	-2.4547962104477583
YJL120W	-4.4565348064901995
YJL121C	-3.3914405308983637
YJL128C	-4.491078432187338
YJL140W	-1.1209546427738895
YJL175W	-1.609972729122051
YJL176C	-2.441609950609487
YJL179W	-10.048861892005059
YJL201W	-2.3893383927181215
YJR014W	2.101911492860786
YJR060W	-3.6298879145172496
YJR073C	-2.0372019234290586
YJR074W	-1.2895173291257949
YJR083C	-1.2230326652225927
YJR102C	-1.8256331099556706
YJR104C	-6.412970236180902
YJR113C	-1.4362187125242953
YJR122W	-3.1918767350522175
YJR137C	-0.9467607174076166
YJR139C	-3.434432874046439
YKL001C	-1.6468009578932303
YKL016C	-2.801040041629158
YKL033W-A	-1.3426224828438693
YKL037W	-2.13265071371579
YKL048C	-4.9074108154371325
YKL051W	-1.185580677878976
YKL096W	2.7585940604073205
YKL097C	-1.1531239537791564
YKL130C	-2.243116303547752
YKL161C	-0.9424022158687816
YKL164C	-1.2895173291257949
YKL204W	-4.9334525799784865
YKL212W	-2.6168815587561123
YKR007W	-4.17016516683106
YKR029C	1.4016902293805535
YKR042W	2.8944158831073956
YKR073C	2.3600786713345547
YLL002W	-2.881854125546495
YLL040C	-1.887255121869476
YLR006C	-6.221725523316999
YLR024C	2.987148072047583
YLR027C	-4.014671648726679
YLR048W	1.735450163064159
YLR052W	-1.246637755401338
YLR056W	-2.3763871825772465
YLR067C	-2.686611350149037
YLR069C	-2.01958114225241
YLR087C	-2.36992885092632
YLR113W	-6.8066507883442675
YLR139C	-1.9270204511727949
YLR148W	-8.203829633618213
YLR192C	4.268082968388575
YLR200W	-3.3489510337053936
YLR232W	-1.148510860337869
YLR242C	-1.6362404545353264
YLR260W	-1.7324087036044113
YLR268W	-3.033559282620916
YLR303W	-1.6362404545353264
YLR304C	-2.078652534785811
YLR320W	-4.881554403103623
YLR322W	-7.1748452035108246
YLR330W	-2.3059692657816964
YLR374C	-2.1752113246633624
YLR396C	-5.482579372131952
YLR423C	-1.6204570382658778
YLR426W	-1.4864658565450202
YLR448W	2.4433559132888223
YLR455W	-1.3768253907428787
YML007W	-5.31911246434817
YML008C	-4.076072726116431
YML009C-A	3.117682255930353
YML012C-A	-2.859635031224777
YML016C	-3.7599768737414734
YML019W	-1.516951159331171
YML026C	1.8624271570113717
YML032C	-2.881854125546495
YML057C-A	1.7291920898596282
YML057W	2.04493995520459
YML061C	-2.672557906716517
YML094C-A	-13.021628306783184
YML094W	-4.656772780791813
YML106W	2.4036903667297795
YML117W	-2.274406855282894
YML121W	-2.01958114225241
YML124C	-2.3763871825772465
YMR016C	-2.6168815587561123
YMR021C	-5.176631041988681
YMR038C	-1.0936058767444827
YMR077C	-2.0020454174704723
YMR078C	-1.9270204511727949
YMR100W	2.9945243397530765
YMR188C	-2.441609950609487
YMR190C	-1.625710561375008
YMR193C-A	1.9024585328451018
YMR198W	-1.9099248403444324
YMR228W	-2.964506949412941
YMR263W	-2.534934987996973
YMR275C	-6.940388980016842
YMR294W	-2.481313193852614
YMR307W	-5.148793276676218
YMR311C	-3.257187448629384
YNL003C	-1.3719195012777228
YNL005C	-2.0254452445698887
YNL025C	-6.20314333141077
YNL032W	-2.0254452445698887
YNL046W	-1.8759730923147007
YNL064C	-8.470577719484462
YNL136W	2.671052219672626
YNL161W	-1.3329090797391567
YNL167C	-1.251377234999679
YNL175C	-1.1762777007160377
YNL179C	-1.3329090797391567
YNL186W	-3.119778899283923
YNL196C	-1.1762777007160377
YNL197C	-1.4262521477082462
YNL199C	-3.096060791550333
YNL203C	-1.3329090797391567
YNL204C	-0.999474734418567
YNL218W	-7.150706838311183
YNL225C	-6.057811527895355
YNL226W	2.7270042039884363
YNL227C	2.5481720519259956
YNL229C	-6.763143554599787
YNL248C	3.206343277656252
YNL250W	-3.3658872443188668
YNL271C	-1.6415168688207185
YNL280C	-6.763143554599787
YNL296W	-2.822902558546109
YNL307C	-3.183794839401119
YNL329C	-1.2895173291257949
YNR006W	-1.3965154692811685
YNR031C	-5.0801180633785
YNR036C	-1.7759811671481815
YNR037C	-1.6626994979151908
YNR042W	-1.5943027813313275
YNR045W	-1.694706846789497
YOL009C	-4.644683549679032
YOL012C	-2.859635031224777
YOL033W	-1.328062100238465
YOL041C	2.9649289777258643
YOL050C	-1.8479203614353328
YOL064C	-3.306952755578395
YOL089C	-1.9672258800120845
YOL121C	1.868460057257833
YOR024W	-1.0216666824573315
YOR082C	-5.701867262120131
YOR104W	-1.6573922499342146
YOR208W	2.2802334660992787
YOR213C	-1.678667921854105
YOR304W	-1.4562342485394149
YOR305W	-2.3059692657816964
YOR309C	2.7899115870899984
YOR322C	-2.0254452445698887
YOR349W	-3.89489781346189
YPL024W	-4.468012890594456
YPL031C	-9.413332740445439
YPL042C	-3.002707202523994
YPL079W	1.2020995535933279
YPL084W	-2.5893601347291515
YPL086C	2.04493995520459
YPL161C	-5.053007410715984
YPL173W	-1.7324087036044113
YPL183W-A	-1.9904017837948214
YPL193W	3.3185942835963376
YPL234C	-1.3621275530397003
YPL241C	-3.984355946260988
YPR036W	-9.458461402735855
YPR067W	-1.5528437225502747
YPR070W	-4.0967725576027965
YPR116W	-2.707793979243509
YPR119W	-1.303923735038823
YPR124W	-3.584533884777596
YPR129W	2.477499121355061
YPR135W	-3.6665832830568807
YPR167C	-1.6680145107094417
YPR199C	-6.3545323444943165
YPR200C	-4.537653564971422
YPR201W	-5.935247256722564
