orf	hap a | transport to/from cell surface (Msb2) | standard [standard] | Chavel CA~Cullen PJ, 2010
YBL102W	27.954224999999997
YBL104C	31.228755
YBL106C	28.814354999999995
YBL107C	35.23515
YBR001C	31.673909999999996
YBR003W	30.021554999999996
YBR005W	30.36108
YBR006W	31.726724999999995
YBR007C	30.481799999999996
YBR008C	30.730784999999994
YBR009C	32.75284499999999
YBR010W	32.337869999999995
YBR012C	29.176515
YBR013C	36.45744
YBR014C	30.833700000000004
YBR015C	35.8739
YBR016W	31.9239
YBR018C	31.2603
YBR019C	31.3472
YBR020W	37.30863
YBR021W	34.7916
YBR022W	30.3044
YBR023C	36.30050000000001
YBR024W	30.5335
YBR025C	32.1056
YBR026C	39.191900000000004
YBR027C	37.011500000000005
YBR028C	33.543400000000005
YBR030W	37.098400000000005
YBR031W	35.455200000000005
YBR032W	31.7185
YBR033W	32.1214
YBR034C	32.9983
YBR035C	7.655849999999999
YBR036C	36.1662
YBR037C	28.740200000000005
YBR040W	30.738899999999997
YBR041W	34.46635
YBR042C	32.0187
YBR043C	35.0997
YBR044C	39.5395
YBR045C	30.415
YBR046C	27.578899999999997
YBR047W	33.0852
YBR048W	28.961399999999998
YBR050C	29.640800000000002
YBR051W	30.6441
YBR052C	31.560500000000005
YBR053C	29.0009
YBR054W	30.5335
YBR056W	31.726399999999998
YBR057C	38.6863
YBR058C	38.1583
YBR059C	34.33595
YBR061C	25.6513
YBR062C	33.456500000000005
YBR063C	31.9871
YBR064W	34.1201
YBR065C	33.6698
YBR066C	31.6079
YBR067C	33.3064
YBR068C	36.186
YBR069C	40.139900000000004
YBR071W	35.0939
YBR072W	35.210300000000004
YBR073W	35.8107
YBR074W	33.65911333333333
YBR076W	36.182
YBR077C	34.69455
YBR078W	40.9596
YBR081C	1.53075
YBR082C	34.553999999999995
YBR083W	28.03904
YBR084C-A	33.2782
YBR084W	31.63875
YBR085W	14.7225
YBR089C-A	27.183
YBR090C	32.80604
YBR092C	30.54675
YBR093C	35.9385
YBR094W	32.76975
YBR095C	38.112750000000005
YBR097W	3.9643500000000005
YBR098W	29.4803
YBR099C	30.537
YBR101C	30.9765
YBR103W	37.245000000000005
YBR104W	26.012999999999998
YBR105C	38.54175
YBR106W	18.14475
YBR107C	36.26025
YBR108W	27.797250000000002
YBR111C	31.765499999999996
YBR112C	2.0
YBR113W	35.0415
YBR114W	33.12075
YBR115C	31.19025
YBR116C	34.56375
YBR119W	31.872749999999996
YBR120C	21.32325
YBR121C	31.8825
YBR122C	45.437549999999995
YBR125C	32.470079999999996
YBR126C	45.06975
YBR127C	2.5129799999999998
YBR128C	29.582145
YBR129C	31.15731
YBR130C	31.94034
YBR131W	35.85692
YBR132C	23.691209999999998
YBR133C	13.466294999999999
YBR134W	34.571684999999995
YBR137W	36.046695
YBR138C	30.119339999999998
YBR139W	33.897915
YBR141C	34.544369999999994
YBR144C	29.563934999999997
YBR145W	27.815775
YBR146W	25.839989999999997
YBR147W	34.671839999999996
YBR148W	24.201089999999997
YBR149W	30.13755
YBR150C	36.9102
YBR151W	28.689855
YBR156C	27.487995
YBR157C	24.638129999999997
YBR158W	22.908179999999998
YBR159W	32.932785
YBR161W	31.330304999999996
YBR162C	33.52461
YBR162W-A	30.082919999999998
YBR163W	21.915734999999998
YBR164C	35.099774999999994
YBR165W	27.00543
YBR166C	28.780904999999997
YBR168W	30.35444
YBR169C	30.71764
YBR170C	29.582145
YBR171W	39.998264999999996
YBR172C	24.01899
YBR173C	21.52296
YBR174C	28.75851
YBR175W	27.589650000000002
YBR176W	1.88232
YBR177C	38.89116
YBR178W	32.89506
YBR179C	27.27087
YBR180W	35.40735
YBR181C	25.768050000000002
YBR182C	31.67307
YBR183W	28.781280000000002
YBR184W	30.375180000000004
YBR185C	27.475800000000003
YBR186W	29.28295
YBR187W	33.243849999999995
YBR188C	34.556
YBR189W	30.5088
YBR191W	20.08072
YBR194W	39.12645
YBR195C	31.999439999999996
YBR197C	25.069770000000002
YBR199W	35.02055
YBR201W	31.66548
YBR203W	27.22533
YBR204C	18.18564
YBR205W	30.45867
YBR206W	28.424550000000004
YBR207W	29.28222
YBR208C	29.00139
YBR209W	32.06016
YBR210W	33.26697
YBR212W	33.91212
YBR213W	26.777520000000003
YBR214W	32.462430000000005
YBR215W	32.69013
YBR216C	30.36
YBR217W	29.38089
YBR218C	34.26885
YBR219C	31.01274
YBR220C	30.39036
YBR221C	32.75085
YBR222C	34.192949999999996
YBR223C	30.17025
YBR224W	32.03739
YBR225W	36.46236
YBR226C	30.36
YBR227C	33.44154
YBR228W	32.38653
YBR229C	35.30868
YBR230C	30.76227
YBR231C	28.39419
YBR232C	29.34
YBR233W	34.52691
YBR235W	30.215790000000002
YBR238C	33.90453
YBR239C	29.71485
YBR240C	26.686439999999997
YBR241C	28.310699999999997
YBR242W	31.10382
YBR244W	26.53464
YBR245C	35.210010000000004
YBR246W	28.87236
YBR248C	34.94436
YBR249C	34.95195
YBR250W	32.38653
YBR251W	25.48722
YBR255W	32.72049
YBR258C	28.766099999999998
YBR259W	33.191069999999996
YBR260C	31.946310000000004
YBR261C	32.8647
YBR262C	34.08669
YBR263W	30.58011
YBR264C	32.00703
YBR266C	30.337229999999998
YBR267W	29.752800000000004
YBR268W	24.56124
YBR269C	25.29384
YBR270C	29.301160000000003
YBR271W	35.61981
YBR272C	30.56328
YBR273C	31.963350000000002
YBR274W	32.84679
YBR275C	32.21584
YBR276C	32.007
YBR277C	39.61983
YBR278W	26.52774
YBR279W	36.77055
YBR280C	35.03972
YBR281C	28.122840000000004
YBR282W	40.30695000000001
YBR283C	28.983240000000002
YBR284W	40.184250000000006
YBR285W	35.22717
YBR286W	27.41118
YBR287W	35.10328
YBR288C	24.71576
YBR289W	25.859840000000002
YBR290W	28.441860000000002
YBR291C	28.674990000000005
YBR292C	25.975590000000004
YBR293W	31.791570000000004
YBR294W	43.88164
YBR295W	29.55843
YBR296C	35.04312
YBR297W	41.55849
YBR298C	44.57691
YBR299W	30.791580000000003
YBR300C	9.435630000000002
YBR301W	32.043879999999994
YCL001W	43.875
YCL001W-A	40.93272
YCL002C	2.7611999999999997
YCL005W	2.3868
YCL007C	1.51
YCL008C	27.5535
YCL009C	31.122
YCL011C	26.4069
YCL014W	27.2259
YCL016C	38.53979999999999
YCL022C	27.4144
YCL023C	29.68745
YCL024W	29.331899999999997
YCL025C	28.173599999999997
YCL026C-A	27.31212
YCL027W	28.208699999999997
YCL028W	27.5535
YCL029C	28.3023
YCL030C	33.579
YCL032W	12.9636
YCL033C	22.779899999999998
YCL034W	29.753099999999996
YCL035C	35.6136
YCL036W	28.220399999999998
YCL037C	13.8645
YCL038C	33.63008
YCL039W	30.7827
YCL040W	25.8102
YCL042W	26.0091
YCL044C	31.742099999999997
YCL045C	30.806099999999997
YCL046W	29.858399999999996
YCL047C	26.161199999999997
YCL048W	25.3188
YCL049C	29.507399999999997
YCL050C	24.7923
YCL051W	28.2672
YCL055W	29.016
YCL056C	12.589199999999998
YCL057W	32.3856
YCL061C	31.051799999999997
YCL063W	27.9513
YCL064C	25.7751
YCL069W	24.3945
YCL076W	35.5056
YCR001W	27.0504
YCR002C	4.4928
YCR003W	31.952699999999997
YCR004C	26.4654
YCR005C	26.8398
YCR006C	25.1667
YCR007C	29.9169
YCR008W	30.7944
YCR009C	10.670399999999999
YCR010C	33.2046
YCR011C	23.9148
YCR014C	32.596199999999996
YCR015C	33.1812
YCR016W	32.3739
YCR017C	33.4854
YCR019W	19.749599999999997
YCR020C	31.671899999999997
YCR020C-A	23.5053
YCR020W-B	4.5399
YCR021C	28.08
YCR022C	30.186
YCR023C	33.742799999999995
YCR024C	20.30685
YCR024C-A	27.39891
YCR025C	28.85454
YCR026C	25.24236
YCR027C	26.8125
YCR028C	14.44872
YCR028C-A	28.80856
YCR030C	27.28704
YCR031C	
YCR032W	33.75768
YCR033W	32.604
YCR034W	29.326439999999998
YCR036W	46.00023000000001
YCR037C	30.80997
YCR043C	40.760940000000005
YCR045C	35.22717
YCR046C	35.74735999999999
YCR047C	1.86428
YCR048W	33.04708
YCR049C	31.852920000000005
YCR050C	32.08605
YCR051W	37.227180000000004
YCR053W	38.23864
YCR059C	35.81613
YCR060W	33.74932
YCR061W	31.579405
YCR063W	40.17315
YCR065W	33.30078
YCR066W	36.22104
YCR067C	31.19952
YCR068W	49.49718000000001
YCR069W	26.68512
YCR071C	36.62595
YCR073C	37.561479999999996
YCR073W-A	28.846770000000003
YCR075C	28.975759999999998
YCR076C	30.3303
YCR077C	33.93882
YCR079W	38.6505
YCR081W	4.40493
YCR082W	38.54007
YCR083W	28.93396
YCR085W	23.53386
YCR086W	30.515490000000003
YCR087C-A	40.92045
YCR087W	30.072899999999997
YCR088W	25.40604
YCR089W	25.74044
YCR090C	33.938179999999996
YCR091W	39.168499999999995
YCR092C	30.261660000000003
YCR094W	37.67244
YCR095C	35.92956
YCR098C	39.08604
YCR099C	33.042899999999996
YCR100C	31.8649
YCR101C	25.562599999999996
YCR102C	23.60712
YCR102W-A	39.76132
YCR105W	29.8155
YCR106W	33.3333
YCR107W	23.509860000000003
YDL001W	24.774705
YDL002C	22.061415
YDL006W	32.368275
YDL009C	24.100935
YDL010W	28.33476
YDL011C	25.839989999999997
YDL012C	24.902175
YDL013W	28.061609999999998
YDL020C	34.007175000000004
YDL021W	9.43278
YDL022W	32.441115
YDL023C	29.199735
YDL024C	25.830885
YDL025C	29.946345
YDL026W	28.862849999999998
YDL027C	30.4107
YDL032W	29.900820000000003
YDL033C	24.656339999999997
YDL034W	24.446925
YDL035C	21.260175
YDL036C	29.308994999999996
YDL037C	32.43201
YDL039C	29.964554999999997
YDL040C	7.110149999999999
YDL041W	35.828175
YDL042C	30.583695000000002
YDL044C	25.58505
YDL046W	27.97056
YDL047W	3.7482600000000006
YDL048C	28.079819999999998
YDL049C	28.271025
YDL050C	23.390745
YDL051W	26.632125
YDL052C	34.47153
YDL053C	30.483539999999998
YDL054C	31.712715
YDL056W	29.636774999999997
YDL057W	24.69276
YDL059C	33.023835000000005
YDL061C	25.739835
YDL062W	30.574589999999997
YDL063C	29.263469999999998
YDL065C	34.85394
YDL066W	32.88726
YDL067C	37.25706
YDL068W	29.937240000000003
YDL069C	33.551925
YDL070W	31.21194
YDL071C	33.597449999999995
YDL072C	46.9944
YDL073W	33.03294
YDL074C	29.416860000000003
YDL075W	2.88906
YDL076C	37.42155
YDL077C	24.146459999999998
YDL078C	34.771995
YDL079C	34.844835
YDL080C	35.27277
YDL081C	44.113725
YDL082W	34.9632
YDL083C	34.79931
YDL085W	29.582145
YDL086W	37.039139999999996
YDL088C	37.66212
YDL089W	34.573
YDL090C	35.7404
YDL091C	29.8585
YDL093W	32.88476
YDL094C	34.079100000000004
YDL095W	30.558940000000003
YDL096C	30.23592
YDL099W	31.522920000000003
YDL100C	36.84928
YDL101C	32.07204
YDL104C	28.18904
YDL106C	36.83394
YDL107W	30.636319999999998
YDL109C	35.46972
YDL110C	41.27416
YDL112W	38.736239999999995
YDL113C	40.82096
YDL114W	29.136639999999996
YDL115C	33.12075
YDL116W	30.905160000000002
YDL117W	28.665779999999998
YDL118W	32.053599999999996
YDL119C	22.51992
YDL121C	36.22304
YDL122W	42.69968
YDL123W	28.06518
YDL124W	36.90696
YDL125C	41.68616
YDL127W	28.89744
YDL128W	34.28664
YDL129W	39.15648
YDL130W	43.1364
YDL130W-A	32.72484
YDL131W	27.85944
YDL133C-A	38.7791
YDL133W	17.06504
YDL134C	37.33544
YDL135C	35.48144
YDL136W	36.98936
YDL137W	37.42608
YDL138W	36.84104
YDL142C	36.700959999999995
YDL144C	33.25664
YDL146W	28.057199999999995
YDL149W	41.68616
YDL155W	25.305039999999998
YDL156W	30.619839999999996
YDL157C	35.04472
YDL159W	28.139599999999998
YDL160C	34.8606
YDL161W	35.258959999999995
YDL162C	34.96232
YDL167C	49.5945
YDL168W	29.227279999999997
YDL169C	35.29192
YDL170W	36.82456
YDL171C	42.889199999999995
YDL172C	28.114879999999996
YDL175C	25.44512
YDL177C	33.77576
YDL178W	34.8964
YDL179W	34.599759999999996
YDL180W	32.2184
YDL181W	29.77936
YDL182W	26.639919999999996
YDL183C	39.494319999999995
YDL184C	40.582
YDL185W	6.2595
YDL186W	35.49791999999999
YDL187C	29.383839999999996
YDL188C	29.433279999999996
YDL189W	23.16264
YDL190C	36.527919999999995
YDL191W	31.60948
YDL192W	50.75808000000001
YDL194W	2.5047200000000003
YDL197C	25.764870000000002
YDL198C	4.02978
YDL200C	40.39783
YDL201W	32.552620000000005
YDL202W	38.134800000000006
YDL203C	39.05457
YDL204W	28.522840000000002
YDL206W	41.91257
YDL210W	26.82233
YDL211C	35.667840000000005
YDL213C	36.39663
YDL214C	37.325480000000006
YDL215C	35.110530000000004
YDL216C	31.98102
YDL218W	28.66574
YDL219W	34.88189
YDL222C	26.322180000000003
YDL223C	36.82533
YDL224C	6.48766
YDL225W	26.23644
YDL226C	13.646950000000002
YDL227C	4.11552
YDL229W	49.85781
YDL230W	38.74019
YDL231C	41.75538
YDL232W	3.10093
YDL233W	38.4401
YDL234C	14.66154
YDL236W	23.80714
YDL237W	5.03008
YDL238C	30.5806
YDL239C	44.78486
YDL240W	43.59879
YDL241W	38.64016
YDL242W	4.32987
YDL243C	34.18168
YDR001C	39.76907
YDR003W	31.16649
YDR004W	4.0583599999999995
YDR005C	26.0078
YDR007W	36.334160000000004
YDR008C	23.592790000000004
YDR009W	31.323680000000003
YDR010C	51.70122
YDR011W	43.4416
YDR014W	46.07096000000001
YDR015C	34.25313
YDR017C	35.93935
YDR018C	39.82623
YDR019C	41.612480000000005
YDR020C	65.90548
YDR022C	37.5827
YDR024W	28.8658
YDR025W	34.03878
YDR026C	54.22113
YDR027C	4.42947
YDR028C	31.546170000000004
YDR029W	31.742490000000004
YDR030C	33.9879
YDR031W	33.77931
YDR032C	32.98176
YDR033W	35.76705
YDR034C	43.36218000000001
YDR035W	31.852920000000005
YDR036C	29.840640000000004
YDR042C	48.71190000000001
YDR043C	33.411210000000004
YDR046C	30.63819
YDR048C	33.9552
YDR049W	25.4265
YDR050C	29.752800000000004
YDR051C	35.5971
YDR055W	37.83615
YDR056C	32.98614
YDR057W	35.69577
YDR058C	30.536040000000003
YDR059C	34.17777
YDR061W	37.312439999999995
YDR063W	36.62175
YDR065W	27.49098
YDR066C	32.8647
YDR067C	32.99373
YDR068W	42.30950000000001
YDR069C	24.0685
YDR070C	28.8415
YDR071C	28.80856
YDR072C	30.488000000000003
YDR073W	26.492
YDR074W	15.28208
YDR075W	33.0225
YDR076W	35.779
YDR077W	27.398500000000002
YDR078C	7.603500000000001
YDR079W	26.381
YDR083W	36.297000000000004
YDR084C	33.485
YDR085C	45.214000000000006
YDR089W	34.9835
YDR090C	29.526000000000003
YDR092W	30.266000000000002
YDR093W	32.56
YDR094W	31.857
YDR095C	23.828000000000003
YDR096W	27.676000000000002
YDR097C	26.3625
YDR098C	24.753000000000004
YDR099W	31.08
YDR100W	36.26
YDR101C	35.908500000000004
YDR102C	31.968000000000004
YDR103W	14.1895
YDR104C	28.416
YDR105C	31.635
YDR107C	29.008
YDR108W	38.8315
YDR109C	26.122
YDR111C	32.671
YDR112W	38.9425
YDR114C	4.1255
YDR115W	3.7740000000000005
YDR116C	33.337
YDR117C	35.668000000000006
YDR119W	35.575500000000005
YDR120C	25.197
YDR121W	36.63
YDR122W	28.360500000000002
YDR123C	4.588
YDR124W	35.50150000000001
YDR125C	28.2495
YDR126W	40.2375
YDR127W	23.8835
YDR128W	34.225
YDR129C	26.694139999999997
YDR130C	38.1029
YDR131C	39.5345
YDR132C	28.5825
YDR133C	32.6155
YDR135C	25.308
YDR136C	40.6445
YDR137W	46.209900000000005
YDR138W	1.96
YDR139C	35.6495
YDR140W	29.433500000000002
YDR142C	33.115
YDR143C	35.89
YDR144C	28.7305
YDR146C	36.3155
YDR147W	36.967312
YDR148C	37.483086
YDR149C	20.504648
YDR150W	22.462484
YDR151C	30.325405999999997
YDR152W	43.80728
YDR153C	34.451598
YDR154C	42.05322
YDR155C	26.041324
YDR156W	45.35498
YDR157W	36.514694
YDR158W	35.883134000000005
YDR159W	3.9577759999999995
YDR161W	29.514903999999998
YDR162C	38.92514799999999
YDR163W	39.356714
YDR165W	33.883193999999996
YDR169C	33.304264
YDR171W	34.398967999999996
YDR173C	31.52537
YDR174W	30.899240000000002
YDR175C	36.609428
YDR176W	27.662328000000002
YDR178W	40.6824
YDR179C	35.598932
YDR179W-A	34.220026
YDR181C	33.009536
YDR183W	32.788489999999996
YDR184C	40.535626
YDR185C	35.41999
YDR186C	37.335722
YDR191W	36.767317999999996
YDR192C	37.188358
YDR193W	35.051579999999994
YDR194C	48.73044
YDR197W	35.893660000000004
YDR198C	36.651532
YDR199W	38.57779
YDR200C	56.970099999999995
YDR202C	2.23368
YDR203W	35.125262
YDR204W	37.27746
YDR205W	34.93984
YDR206W	33.451628
YDR207C	29.27364
YDR209C	35.409464
YDR210W	33.220056
YDR213W	39.661968
YDR214W	36.746266
YDR215C	35.198944
YDR216W	41.325075999999996
YDR217C	32.241138
YDR218C	38.10412
YDR219C	35.36736
YDR220C	34.777904
YDR221W	35.47262
YDR222W	36.062076
YDR223W	2.52624
YDR225W	40.335632
YDR226W	2.494662
YDR227W	40.89351
YDR229W	37.409403999999995
YDR230W	35.535776
YDR231C	39.556708
YDR233C	36.872578
YDR234W	34.89369
YDR237W	2.252564
YDR239C	31.84115
YDR241W	34.114765999999996
YDR242W	25.024200000000004
YDR244W	42.21282
YDR245W	46.94625
YDR248C	29.941860000000002
YDR249C	30.076410000000003
YDR250C	27.439230000000002
YDR252W	32.94681
YDR253C	29.753490000000003
YDR254W	34.663199999999996
YDR255C	38.23014
YDR256C	38.08662
YDR257C	40.26633
YDR258C	32.92887
YDR259C	40.060019999999994
YDR260C	2.73702
YDR261C	40.073748
YDR262W	46.963488
YDR263C	3.010722
YDR264C	46.642596
YDR265W	2.680392
YDR268W	3.3063000000000002
YDR269C	41.319564
YDR270W	38.950626
YDR271C	39.81892199999999
YDR272W	34.127807999999995
YDR273W	6.483906
YDR274C	40.960919999999994
YDR275W	34.02399
YDR276C	4.19991
YDR277C	35.72283
YDR278C	34.137246
YDR279W	3.190044
YDR281C	32.636604
YDR282C	29.861832
YDR284C	35.090484
YDR285W	33.5049
YDR286C	33.146255999999994
YDR287W	23.217480000000002
YDR290W	29.927898
YDR291W	34.769592
YDR293C	8.30544
YDR294C	31.107648
YDR295C	34.561955999999995
YDR296W	46.36845
YDR297W	31.872126
YDR298C	28.427256
YDR300C	3.3705000000000003
YDR304C	31.909878000000003
YDR305C	30.975516
YDR306C	23.179727999999997
YDR307W	32.664918
YDR309C	30.569682
YDR310C	33.335015999999996
YDR312W	33.55209
YDR313C	28.398941999999998
YDR314C	27.832662
YDR315C	36.326862
YDR316W	34.722401999999995
YDR317W	33.844668
YDR318W	43.093908
YDR319C	36.05316
YDR320C	7.248384
YDR321W	31.041582
YDR322W	35.524632
YDR323C	3.7374479999999997
YDR326C	27.04332
YDR329C	36.779886
YDR330W	28.804776
YDR332W	25.709111999999998
YDR333C	29.135106
YDR334W	33.231198
YDR335W	31.249218
YDR336W	28.682082
YDR337W	32.193017999999995
YDR338C	27.565
YDR344C	40.7925
YDR345C	25.0305
YDR347W	37.980500000000006
YDR348C	30.68868
YDR349C	37.2035
YDR350C	5.6240000000000006
YDR351W	30.414000000000005
YDR352W	27.158
YDR357C	26.6215
YDR358W	34.114000000000004
YDR359C	28.7305
YDR360W	49.062000000000005
YDR363W	32.8745
YDR363W-A	24.502399999999998
YDR364C	4.1625
YDR368W	41.07
YDR369C	31.006000000000004
YDR370C	29.082000000000004
YDR371W	31.875500000000002
YDR372C	37.94350000000001
YDR374C	31.6905
YDR375C	34.6135
YDR377W	4.662
YDR378C	48.7475
YDR380W	33.66415
YDR382W	36.79104
YDR383C	31.97441
YDR384C	36.46877
YDR385W	41.84284
YDR386W	36.730070000000005
YDR387C	29.343989999999998
YDR388W	34.65709
YDR389W	42.28705
YDR391C	32.51443
YDR392W	29.901429999999998
YDR393W	35.08388
YDR395W	25.61611
YDR399W	21.27853
YDR400W	26.94003
YDR401W	31.408260000000002
YDR402C	30.537260000000003
YDR403W	24.41413
YDR405W	2.6565499999999997
YDR406W	27.22746
YDR408C	30.162730000000003
YDR409W	27.096809999999998
YDR410C	24.96286
YDR411C	28.80397
YDR414C	44.06389
YDR415C	26.199679999999997
YDR417C	31.38018
YDR418W	24.44897
YDR419W	32.60153
YDR420W	32.26184
YDR421W	26.70486
YDR422C	29.04785
YDR423C	30.85953
YDR424C	29.95
YDR425W	28.795260000000003
YDR426C	27.41037
YDR428C	28.54267
YDR430C	29.30915
YDR431W	22.11469
YDR432W	1.99459
YDR433W	31.190510000000003
YDR435C	36.634260000000005
YDR436W	30.380480000000002
YDR438W	33.48642
YDR439W	36.0996
YDR440W	31.519800000000004
YDR441C	34.4832
YDR442W	38.3895
YDR443C	40.59858
YDR444W	26.334480000000003
YDR445C	30.00032
YDR446W	32.579440000000005
YDR447C	30.540979999999998
YDR450W	26.61672
YDR451C	33.17212
YDR452W	30.3075
YDR453C	30.199740000000002
YDR455C	31.519800000000004
YDR456W	34.079100000000004
YDR457W	33.99828
YDR458C	33.441520000000004
YDR459C	36.16246
YDR461W	30.11496
YDR462W	14.08962
YDR463W	29.822580000000002
YDR465C	26.55386
YDR466W	26.769379999999998
YDR467C	29.5442
YDR469W	26.1767
YDR470C	1.85886
YDR471W	23.294120000000003
YDR475C	27.99964
YDR476C	30.675679999999996
YDR479C	24.68602
YDR480W	28.50252
YDR481C	27.415940000000003
YDR482C	27.22736
YDR483W	26.39892
YDR484W	30.96304
YDR485C	24.43458
YDR488C	27.20042
YDR490C	32.96558
YDR491C	31.14264
YDR492W	31.86104
YDR493W	26.903700000000004
YDR494W	30.514039999999998
YDR495C	2.0654
YDR496C	29.66094
YDR497C	35.138740000000006
YDR500C	29.13407
YDR501W	29.4544
YDR502C	28.87986
YDR503C	30.76548
YDR504C	26.79632
YDR505C	27.95474
YDR506C	31.279519999999998
YDR507C	28.53844
YDR508C	37.931520000000006
YDR509W	40.69736
YDR511W	25.350540000000002
YDR512C	12.942060000000001
YDR513W	28.0176
YDR514C	26.4461
YDR515W	32.1663
YDR516C	28.35884
YDR517W	31.90594
YDR518W	25.21584
YDR519W	28.39476
YDR520C	29.993199999999998
YDR521W	25.947840000000003
YDR522C	31.2953
YDR523C	32.0052
YDR524C	31.025899999999996
YDR525W	38.87442
YDR525W-A	32.990100000000005
YDR528W	27.22736
YDR529C	25.46728
YDR530C	29.80462
YDR532C	2.10132
YDR533C	28.089440000000003
YDR534C	34.58198
YDR535C	33.2196
YDR536W	38.83866
YDR537C	28.88348
YDR538W	37.94934
YDR539W	43.37396
YDR540C	33.2196
YDR541C	26.58746
YEL001C	32.43604
YEL003W	29.718519999999998
YEL004W	28.699450000000002
YEL005C	31.32987
YEL006W	27.41908
YEL007W	23.464740000000003
YEL008W	40.44053
YEL009C	28.08975
YEL010W	28.02878
YEL011W	34.81
YEL012W	
YEL013W	34.9271
YEL014C	33.8819
YEL015W	34.299980000000005
YEL016C	35.25808
YEL017C-A	31.85247
YEL017W	32.00925
YEL020C	34.84871
YEL023C	26.870350000000002
YEL024W	30.11047
YEL025C	32.97606
YEL027W	1.6374799999999998
YEL028W	34.02997
YEL029C	26.94
YEL030W	34.55257
YEL031W	6.39314
YEL033W	32.68863
YEL036C	1.69
YEL037C	36.86072
YEL038W	33.34188
YEL039C	30.093049999999998
YEL040W	27.14036
YEL041W	32.47088
YEL042W	39.59566
YEL043W	29.814329999999998
YEL044W	2.22
YEL045C	2.22105
YEL046C	1.68103
YEL047C	37.566230000000004
YEL048C	32.97606
YEL049W	32.02667
YEL050C	34.90968
YEL051W	1.8465200000000002
YEL052W	26.15613
YEL053C	27.68909
YEL054C	35.214529999999996
YEL056W	30.35435
YEL057C	34.22159
YEL059W	31.373420000000003
YEL060C	33.24607
YEL061C	34.186749999999996
YEL062W	26.06032
YEL063C	33.46382
YEL064C	32.73218
YEL065W	26.0429
YEL066W	23.85669
YEL067C	31.492887600000003
YEL068C	31.733495400000002
YEL071W	39.5131476
YEL072W	30.993849200000003
YER001W	27.910504800000002
YER002W	28.373897600000003
YER004W	32.2770908
YER005W	44.9223674
YER007C-A	29.85319
YER007W	31.0918746
YER010C	29.051164000000004
