ORF	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], copper [50 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], iron [100 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], copper [50 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], iron [100 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], copper [50 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], iron [100 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], copper [50 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], iron [100 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], copper [50 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], iron [100 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], copper [50 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], iron [100 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], copper [50 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], iron [100 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], copper [50 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], iron [100 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], copper [50 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], copper [50 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], iron [100 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], iron [100 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004
YNL051W	1.000	2.000	2.000	1.000	1.000	2.000	1.000	1.000	1.000	3.000	3.000	3.000	1.000	1.000	1.000	0.000	1.000	2.000	1.000	1.000	0.000	1.000	2.000	2.000	1.000	1.000	1.000	1.000	2.000	1.000
YNL052W	2.000	4.000	4.000	3.000	4.000	5.000	2.000	2.000	2.000	1.000	1.000	1.000	2.000	4.000	4.000	3.000	4.000	4.000	4.000	3.000	3.000	0.000	0.000	0.000	4.000	3.000	4.000	3.000	4.000	4.000
YNL056W	2.000	4.000	4.000	3.000	3.000	5.000	3.000	3.000	3.000	4.000	5.000	4.000	2.000	4.000	4.000	3.000	4.000	4.000	4.000	4.000	4.000	2.000	3.000	3.000	4.000	3.000	4.000	4.000	4.000	4.000
YNL065W	2.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	5.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	4.000	4.000	4.000	2.000	3.000	2.000	4.000	3.000	4.000	4.000	4.000	4.000
YNL066W	2.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	5.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	4.000	4.000	4.000	1.000	3.000	3.000	4.000	3.000	4.000	4.000	4.000	4.000
YNL067W	1.000	4.000	4.000	2.000	3.000	4.000	2.000	2.000	2.000	3.000	3.000	3.000	1.000	4.000	3.000	2.000	3.000	3.000	2.000	2.000	2.000	1.000	2.000	3.000	3.000	2.000	3.000	3.000	4.000	3.000
YNL068C	2.000	5.000	4.000	3.000	4.000	5.000	3.000	4.000	3.000	4.000	5.000	4.000	2.000	5.000	3.000	3.000	3.000	4.000	3.000	4.000	4.000	1.000	2.000	3.000	4.000	2.000	4.000	3.000	4.000	3.000
YNL070W	2.000	4.000	4.000	2.000	4.000	5.000	3.000	3.000	3.000	4.000	5.000	4.000	1.000	3.000	3.000	2.000	3.000	3.000	1.000	2.000	1.000	0.000	0.000	1.000	4.000	1.000	4.000	2.000	4.000	2.000
YNL071W	1.000	2.000	2.000	1.000	1.000	2.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	2.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	1.000	2.000	1.000	2.000	1.000
YNL072W	2.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	4.000	4.000	2.000	4.000	4.000	3.000	3.000	4.000	4.000	4.000	4.000	1.000	3.000	3.000	4.000	3.000	4.000	3.000	4.000	4.000
YNL074C	2.000	4.000	4.000	2.000	3.000	5.000	3.000	3.000	3.000	4.000	4.000	4.000	2.000	3.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	2.000	3.000	3.000	4.000	3.000	4.000	3.000	4.000	4.000
YNL076W	2.000	5.000	4.000	3.000	4.000	5.000	2.000	2.000	2.000	4.000	3.000	3.000	2.000	3.000	4.000	3.000	3.000	4.000	3.000	3.000	3.000	2.000	3.000	2.000	4.000	2.000	3.000	3.000	4.000	3.000
YNL078W	2.000	4.000	4.000	3.000	4.000	3.000	3.000	3.000	2.000	3.000	4.000	3.000	2.000	3.000	4.000	3.000	4.000	4.000	3.000	4.000	4.000	2.000	3.000	2.000	4.000	3.000	3.000	3.000	4.000	3.000
YNL079C	1.000	2.000	2.000	1.000	1.000	2.000	1.000	1.000	1.000	3.000	3.000	3.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.000	1.000	1.000	1.000	1.000	2.000	1.000	2.000	1.000	2.000	1.000
YNL080C	0.000	1.000	2.000	1.000	1.000	2.000	1.000	1.000	1.000	1.000	1.000	1.000	0.000	3.000	2.000	1.000	2.000	3.000	1.000	1.000	1.000	0.000	0.000	0.000	1.000	1.000	2.000	2.000	1.000	2.000
YNL082W	2.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	5.000	4.000	1.000	5.000	4.000	3.000	4.000	4.000	4.000	4.000	4.000	0.000	3.000	3.000	4.000	3.000	4.000	4.000	4.000	3.000
YNL083W	2.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	5.000	4.000	1.000	4.000	3.000	3.000	4.000	4.000	4.000	4.000	4.000	2.000	3.000	3.000	4.000	3.000	4.000	3.000	4.000	4.000
YNL085W	2.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	5.000	4.000	1.000	5.000	4.000	3.000	4.000	4.000	3.000	4.000	4.000	2.000	3.000	3.000	4.000	3.000	4.000	3.000	4.000	4.000
YNL087W	2.000	5.000	4.000	3.000	4.000	5.000	3.000	4.000	3.000	4.000	5.000	4.000	1.000	5.000	3.000	3.000	3.000	4.000	4.000	4.000	4.000	2.000	3.000	3.000	4.000	3.000	4.000	3.000	4.000	4.000
YNL090W	2.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	5.000	4.000	1.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	4.000	2.000	3.000	3.000	4.000	3.000	4.000	3.000	4.000	4.000
YNL091W	2.000	3.000	4.000	2.000	3.000	4.000	2.000	2.000	2.000	4.000	5.000	4.000	1.000	3.000	3.000	3.000	2.000	4.000	2.000	3.000	3.000	1.000	3.000	2.000	3.000	2.000	3.000	3.000	4.000	3.000
YNL093W	2.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	3.000	4.000	4.000	4.000	4.000	2.000	3.000	3.000	4.000	3.000	4.000	3.000	4.000	4.000
YNL095C	2.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	4.000	4.000	2.000	4.000	4.000	3.000	3.000	4.000	4.000	4.000	4.000	2.000	3.000	3.000	4.000	3.000	4.000	3.000	4.000	4.000
YNL097C	1.000	3.000	3.000	2.000	3.000	4.000	0.000	0.000	0.000	3.000	2.000	3.000	1.000	2.000	3.000	2.000	2.000	3.000	1.000	1.000	1.000	0.000	0.000	0.000	3.000	1.000	3.000	2.000	3.000	2.000
YNL099C	3.000	4.000	4.000	3.000	4.000	5.000	3.000	3.000	2.000	4.000	4.000	4.000	2.000	4.000	4.000	3.000	4.000	4.000	4.000	4.000	4.000	2.000	3.000	3.000	4.000	3.000	4.000	3.000	4.000	4.000
YNL100W	2.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	5.000	4.000	2.000	4.000	4.000	3.000	4.000	4.000	4.000	4.000	4.000	2.000	3.000	3.000	4.000	3.000	4.000	4.000	4.000	4.000
YNL104C	2.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	5.000	4.000	2.000	4.000	4.000	3.000	4.000	4.000	4.000	4.000	4.000	2.000	3.000	3.000	4.000	3.000	4.000	4.000	4.000	4.000
YNL105W	2.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	5.000	4.000	1.000	4.000	4.000	3.000	3.000	4.000	4.000	4.000	4.000	2.000	2.000	3.000	4.000	3.000	4.000	4.000	4.000	4.000
YNL106C	2.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	5.000	4.000	1.000	4.000	4.000	3.000	3.000	4.000	4.000	4.000	4.000	2.000	2.000	3.000	4.000	3.000	4.000	3.000	4.000	4.000
YNL107W	2.000	4.000	3.000	2.000	3.000	4.000	1.000	1.000	1.000	3.000	4.000	3.000	1.000	2.000	2.000	3.000	2.000	3.000	1.000	1.000	1.000	0.000	1.000	0.000	3.000	2.000	3.000	2.000	4.000	2.000
YNL115C	2.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	5.000	4.000	1.000	4.000	3.000	3.000	3.000	4.000	2.000	3.000	3.000	1.000	1.000	1.000	4.000	2.000	4.000	3.000	4.000	3.000
YNL119W	2.000	4.000	3.000	2.000	2.000	4.000	1.000	1.000	1.000	3.000	4.000	3.000	1.000	2.000	2.000	2.000	2.000	2.000	1.000	1.000	1.000	0.000	1.000	0.000	2.000	1.000	3.000	2.000	3.000	2.000
YNL120C	2.000	4.000	3.000	2.000	2.000	4.000	1.000	1.000	1.000	3.000	3.000	3.000	1.000	2.000	2.000	2.000	2.000	3.000	1.000	1.000	1.000	0.000	1.000	0.000	2.000	1.000	3.000	2.000	3.000	2.000
YNL121C	2.000	4.000	3.000	3.000	3.000	5.000	3.000	3.000	2.000	3.000	4.000	3.000	1.000	1.000	1.000	1.000	2.000	2.000	1.000	1.000	1.000	0.000	0.000	0.000	3.000	1.000	3.000	1.000	4.000	1.000
YNL125C	2.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	4.000	4.000	2.000	4.000	4.000	3.000	4.000	4.000	4.000	4.000	4.000	2.000	3.000	3.000	4.000	3.000	4.000	3.000	4.000	4.000
YNL130C	2.000	5.000	4.000	3.000	3.000	5.000	3.000	3.000	3.000	4.000	4.000	4.000	2.000	4.000	4.000	3.000	4.000	4.000	4.000	4.000	4.000	2.000	2.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YBR189W	2.000	3.000	2.000	2.000	2.000	3.000	1.000	1.000	1.000	4.000	3.000	3.000	2.000	2.000	4.000	3.000	3.000	3.000	2.000	2.000	2.000	2.000	2.000	3.000	2.000	2.000	2.000	3.000	2.000	3.000
YCR095C	2.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	5.000	4.000	2.000	4.000	4.000	3.000	4.000	4.000	4.000	4.000	4.000	2.000	3.000	3.000	4.000	3.000	4.000	4.000	3.000	4.000
YCR102W	2.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	5.000	4.000	2.000	4.000	4.000	3.000	4.000	4.000	4.000	4.000	4.000	2.000	3.000	3.000	4.000	3.000	4.000	4.000	4.000	4.000
YDL133C	2.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	3.000	5.000	4.000	2.000	4.000	4.000	3.000	4.000	4.000	4.000	4.000	4.000	2.000	3.000	3.000	4.000	3.000	4.000	4.000	4.000	4.000
YDR058C	2.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	5.000	4.000	2.000	4.000	4.000	3.000	4.000	4.000	4.000	4.000	4.000	2.000	3.000	3.000	4.000	3.000	4.000	3.000	4.000	4.000
YDR174W	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	4.000	4.000	3.000	1.000	2.000	2.000	2.000	2.000	2.000	1.000	1.000	2.000	2.000	3.000	2.000	1.000	1.000	1.000	1.000	1.000	2.000
YDR202C	2.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	5.000	4.000	1.000	4.000	3.000	1.000	4.000	3.000	3.000	3.000	2.000	1.000	1.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YDR205W	3.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	5.000	4.000	2.000	3.000	4.000	3.000	4.000	4.000	4.000	4.000	4.000	2.000	3.000	3.000	4.000	3.000	4.000	3.000	4.000	4.000
YDR445C	3.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	4.000	4.000	2.000	4.000	4.000	3.000	4.000	4.000	4.000	4.000	4.000	2.000	3.000	3.000	4.000	3.000	4.000	3.000	4.000	4.000
YDR537C	3.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	4.000	4.000	2.000	4.000	4.000	3.000	4.000	4.000	4.000	4.000	4.000	2.000	2.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YFR039C	3.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	4.000	4.000	2.000	4.000	4.000	3.000	4.000	4.000	4.000	4.000	4.000	2.000	3.000	3.000	4.000	3.000	4.000	3.000	4.000	4.000
YGL219C	1.000	2.000	1.000	1.000	1.000	2.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	2.000	1.000	2.000	1.000
YGR028W	3.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	4.000	4.000	2.000	4.000	4.000	3.000	4.000	4.000	4.000	4.000	4.000	2.000	3.000	3.000	4.000	3.000	4.000	3.000	4.000	4.000
YGR032W	2.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	4.000	4.000	2.000	4.000	4.000	3.000	4.000	4.000	4.000	4.000	4.000	2.000	3.000	3.000	4.000	4.000	4.000	3.000	4.000	4.000
YGR038W	2.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	4.000	4.000	2.000	4.000	3.000	3.000	4.000	4.000	4.000	4.000	4.000	2.000	3.000	3.000	4.000	3.000	4.000	3.000	4.000	4.000
YGR040W	2.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	4.000	4.000	2.000	4.000	3.000	3.000	4.000	4.000	4.000	4.000	4.000	2.000	3.000	3.000	4.000	3.000	4.000	3.000	4.000	4.000
YGR050C	2.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	4.000	4.000	2.000	4.000	3.000	3.000	4.000	4.000	4.000	4.000	4.000	2.000	3.000	3.000	4.000	3.000	4.000	3.000	4.000	4.000
YGR053C	2.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	4.000	4.000	2.000	4.000	3.000	3.000	4.000	4.000	4.000	3.000	4.000	2.000	3.000	3.000	4.000	3.000	4.000	3.000	4.000	4.000
YGR063C	2.000	4.000	3.000	2.000	3.000	3.000	2.000	2.000	2.000	3.000	4.000	4.000	1.000	2.000	2.000	2.000	2.000	2.000	1.000	1.000	1.000	1.000	1.000	1.000	3.000	1.000	3.000	1.000	3.000	2.000
YGR086C	2.000	5.000	3.000	3.000	4.000	5.000	3.000	3.000	2.000	4.000	4.000	4.000	2.000	4.000	4.000	3.000	4.000	4.000	3.000	3.000	4.000	1.000	2.000	2.000	4.000	3.000	4.000	3.000	4.000	3.000
YGR089W	2.000	5.000	3.000	3.000	4.000	5.000	3.000	3.000	2.000	4.000	4.000	4.000	2.000	4.000	4.000	3.000	4.000	4.000	3.000	3.000	4.000	2.000	2.000	3.000	4.000	3.000	4.000	3.000	4.000	3.000
YGR092W	1.000	4.000	3.000	2.000	4.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	1.000	1.000	1.000	1.000	2.000	2.000	1.000	1.000	1.000	0.000	0.000	0.000	3.000	1.000	4.000	1.000	3.000	1.000
YGR093W	3.000	5.000	3.000	3.000	4.000	5.000	3.000	3.000	3.000	3.000	4.000	4.000	2.000	4.000	4.000	3.000	4.000	4.000	4.000	4.000	4.000	2.000	3.000	3.000	4.000	3.000	4.000	3.000	4.000	3.000
YGR106C	3.000	5.000	3.000	3.000	4.000	5.000	3.000	3.000	3.000	3.000	4.000	4.000	2.000	4.000	4.000	3.000	4.000	4.000	4.000	4.000	4.000	2.000	2.000	2.000	4.000	3.000	4.000	3.000	4.000	3.000
YGR110W	2.000	5.000	4.000	3.000	5.000	4.000	3.000	3.000	3.000	3.000	3.000	3.000	2.000	4.000	4.000	2.000	4.000	4.000	3.000	3.000	2.000	2.000	3.000	2.000	4.000	3.000	3.000	4.000	4.000	4.000
YGR117C	2.000	4.000	3.000	3.000	5.000	4.000	3.000	3.000	3.000	3.000	4.000	3.000	2.000	4.000	4.000	3.000	4.000	3.000	3.000	3.000	1.000	2.000	3.000	2.000	3.000	2.000	4.000	4.000	4.000	4.000
YGR238C	2.000	5.000	3.000	3.000	5.000	4.000	3.000	3.000	3.000	3.000	3.000	3.000	2.000	4.000	4.000	3.000	4.000	4.000	3.000	3.000	2.000	2.000	3.000	2.000	3.000	4.000	4.000	4.000	4.000	4.000
YGR239C	2.000	5.000	3.000	3.000	5.000	4.000	4.000	3.000	3.000	3.000	3.000	4.000	2.000	4.000	4.000	3.000	4.000	4.000	3.000	3.000	2.000	2.000	3.000	2.000	4.000	3.000	4.000	4.000	4.000	4.000
YGR248W	2.000	5.000	3.000	3.000	5.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	2.000	4.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	2.000	3.000	2.000	4.000	3.000	4.000	4.000	4.000	4.000
YGR250C	2.000	5.000	3.000	3.000	5.000	4.000	4.000	3.000	3.000	3.000	3.000	4.000	2.000	4.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	2.000	2.000	2.000	4.000	3.000	4.000	4.000	4.000	4.000
YJL129C	2.000	4.000	3.000	3.000	4.000	3.000	3.000	2.000	3.000	3.000	4.000	3.000	2.000	3.000	3.000	2.000	3.000	3.000	2.000	2.000	1.000	2.000	2.000	2.000	3.000	3.000	3.000	3.000	3.000	3.000
YJL136C	1.000	4.000	3.000	3.000	4.000	3.000	2.000	2.000	2.000	3.000	3.000	3.000	1.000	3.000	3.000	2.000	3.000	3.000	2.000	2.000	1.000	1.000	2.000	1.000	3.000	2.000	3.000	3.000	3.000	3.000
YJL137C	2.000	4.000	3.000	3.000	4.000	4.000	3.000	3.000	3.000	3.000	4.000	4.000	2.000	4.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	2.000	3.000	2.000	4.000	3.000	4.000	4.000	4.000	4.000
YJL139C	2.000	4.000	3.000	3.000	4.000	4.000	3.000	3.000	3.000	3.000	3.000	4.000	2.000	4.000	4.000	3.000	4.000	4.000	2.000	3.000	2.000	2.000	3.000	2.000	3.000	3.000	3.000	4.000	4.000	4.000
YJL140W	2.000	4.000	3.000	3.000	4.000	4.000	3.000	3.000	3.000	3.000	3.000	3.000	2.000	4.000	4.000	3.000	4.000	4.000	3.000	3.000	2.000	2.000	3.000	2.000	3.000	3.000	4.000	4.000	4.000	4.000
YJL141C	2.000	5.000	4.000	3.000	5.000	4.000	3.000	3.000	3.000	3.000	3.000	3.000	2.000	5.000	4.000	2.000	4.000	4.000	3.000	3.000	2.000	2.000	3.000	2.000	3.000	3.000	3.000	4.000	4.000	4.000
YJL151C	2.000	5.000	3.000	3.000	5.000	4.000	3.000	3.000	3.000	3.000	4.000	4.000	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	2.000	2.000	3.000	2.000	3.000	3.000	3.000	4.000	4.000	4.000
YJL160C	2.000	5.000	3.000	3.000	5.000	4.000	3.000	3.000	3.000	3.000	3.000	4.000	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	1.000	2.000	3.000	2.000	3.000	3.000	4.000	4.000	4.000	4.000
YJL161W	2.000	5.000	3.000	3.000	5.000	4.000	3.000	3.000	3.000	3.000	4.000	4.000	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	2.000	2.000	3.000	2.000	3.000	3.000	4.000	4.000	4.000	4.000
YJL163C	2.000	5.000	3.000	3.000	5.000	4.000	3.000	3.000	3.000	3.000	3.000	4.000	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	2.000	2.000	3.000	2.000	3.000	3.000	4.000	4.000	4.000	4.000
YJL165C	2.000	5.000	3.000	3.000	5.000	4.000	3.000	3.000	3.000	3.000	4.000	4.000	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	2.000	2.000	3.000	2.000	3.000	3.000	4.000	4.000	4.000	4.000
YJL172W	2.000	5.000	3.000	3.000	5.000	4.000	3.000	3.000	3.000	3.000	4.000	4.000	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	2.000	2.000	3.000	2.000	3.000	3.000	4.000	4.000	4.000	4.000
YJL175W	1.000	3.000	2.000	1.000	3.000	3.000	0.000	1.000	1.000	1.000	1.000	1.000	1.000	2.000	3.000	1.000	2.000	2.000	1.000	1.000	1.000	0.000	1.000	0.000	2.000	2.000	2.000	2.000	2.000	2.000
YJL177W	2.000	5.000	3.000	3.000	3.000	3.000	2.000	2.000	3.000	3.000	4.000	4.000	2.000	4.000	4.000	3.000	4.000	4.000	3.000	3.000	2.000	2.000	3.000	2.000	3.000	3.000	4.000	4.000	4.000	4.000
YJL184W	2.000	5.000	3.000	3.000	4.000	4.000	3.000	3.000	3.000	3.000	4.000	4.000	2.000	4.000	4.000	3.000	4.000	4.000	3.000	3.000	2.000	2.000	3.000	2.000	3.000	3.000	4.000	4.000	4.000	4.000
YJL189W	0.000	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000	1.000	1.000	1.000	1.000	1.000	2.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	2.000	1.000	0.000	1.000	1.000	1.000	1.000	1.000
YJL191W	2.000	5.000	3.000	3.000	4.000	4.000	3.000	3.000	3.000	3.000	4.000	3.000	2.000	4.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	2.000	3.000	2.000	3.000	3.000	4.000	4.000	4.000	4.000
YJL196C	2.000	4.000	3.000	3.000	5.000	4.000	3.000	3.000	3.000	3.000	3.000	4.000	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	2.000	2.000	3.000	2.000	3.000	3.000	4.000	4.000	4.000	4.000
YJL200C	2.000	5.000	3.000	3.000	5.000	4.000	3.000	3.000	3.000	3.000	4.000	4.000	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	2.000	2.000	3.000	2.000	3.000	3.000	4.000	4.000	4.000	4.000
YJL206C	2.000	5.000	3.000	3.000	5.000	4.000	3.000	3.000	3.000	3.000	4.000	4.000	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	2.000	2.000	3.000	2.000	3.000	3.000	4.000	4.000	4.000	4.000
YJL213W	2.000	5.000	3.000	3.000	5.000	4.000	3.000	3.000	3.000	3.000	4.000	4.000	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	2.000	2.000	3.000	2.000	3.000	3.000	4.000	4.000	4.000	4.000
YKL115C	2.000	5.000	3.000	3.000	5.000	4.000	3.000	3.000	3.000	3.000	4.000	4.000	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	2.000	2.000	3.000	2.000	3.000	3.000	4.000	4.000	4.000	4.000
YKL139W	1.000	1.000	1.000	1.000	2.000	1.000	0.000	0.000	0.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	1.000	1.000	1.000	1.000
YKL201C	2.000	4.000	3.000	3.000	5.000	4.000	3.000	3.000	3.000	3.000	4.000	4.000	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	2.000	2.000	3.000	2.000	3.000	3.000	4.000	4.000	4.000	4.000
YKL202W	2.000	4.000	3.000	3.000	5.000	4.000	3.000	3.000	3.000	3.000	4.000	4.000	2.000	4.000	4.000	3.000	4.000	4.000	3.000	3.000	2.000	2.000	3.000	2.000	3.000	3.000	4.000	4.000	4.000	4.000
YKL215C	2.000	4.000	3.000	3.000	4.000	4.000	3.000	3.000	3.000	3.000	4.000	4.000	2.000	4.000	4.000	3.000	4.000	4.000	3.000	3.000	2.000	2.000	2.000	2.000	3.000	3.000	4.000	4.000	4.000	4.000
