orf	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], copper [50 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], iron [100 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], copper [50 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], iron [100 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], copper [50 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], iron [100 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], copper [50 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], iron [100 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], copper [50 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], iron [100 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], copper [50 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], iron [100 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], copper [50 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], iron [100 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], copper [50 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], iron [100 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], copper [50 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], copper [50 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], iron [100 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], iron [100 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004
YBR251W	3.0	4.0	3.0	3.0	3.5	3.5	2.0	2.0	2.0	0.0	0.0	0.0	1.5	3.0	2.5	2.0	2.0	2.0	1.0	1.5	1.5	0.0	0.0	0.0	3.0	2.0	3.0	2.0	3.5	3.0
YBR255W	3.0	5.0	4.0	3.0	4.0	5.0	2.0	2.0	2.0	2.0	4.0	3.0	2.0	4.0	4.0	3.0	4.0	5.0	3.0	3.0	2.0	1.0	2.0	0.0	4.0	4.0	4.0	4.0	4.0	4.0
YBR258C	3.0	5.0	4.0	3.0	4.0	5.0	2.0	2.0	3.0	2.0	4.0	3.0	2.0	4.0	4.0	3.0	4.0	5.0	3.0	3.0	2.0	1.0	2.0	0.0	4.0	4.0	4.0	4.0	4.0	4.0
YBR259W	3.0	5.0	5.0	3.0	4.0	5.0	3.0	2.0	3.0	2.0	4.0	3.0	2.0	4.0	4.0	3.0	4.0	5.0	3.0	3.0	2.0	1.0	2.0	0.0	4.0	4.0	4.0	4.0	4.0	4.0
YBR260C	3.0	5.0	5.0	3.0	4.0	5.0	3.0	2.0	3.0	2.0	4.0	3.0	2.0	4.0	4.0	3.0	4.0	5.0	3.0	3.0	2.0	0.0	1.0	0.0	4.0	4.0	4.0	4.0	4.0	4.0
YBR261C	3.0	5.0	4.0	3.0	4.0	5.0	3.0	2.0	3.0	2.0	4.0	3.0	2.0	4.0	4.0	3.0	4.0	5.0	3.0	3.0	2.0	1.0	2.0	1.0	4.0	4.0	4.0	4.0	4.0	4.0
YBR262C	3.0	5.0	4.0	3.0	4.0	5.0	3.0	2.0	3.0	2.0	4.0	3.0	2.0	4.0	4.0	3.0	4.0	5.0	3.0	3.0	2.0	1.0	2.0	0.0	4.0	4.0	4.0	4.0	4.0	4.0
YBR263W	3.0	5.0	5.0	3.0	4.0	5.0	3.0	2.0	3.0	3.0	4.0	3.0	2.0	4.0	4.0	3.0	4.0	5.0	3.0	3.0	3.0	1.0	2.0	1.0	4.0	4.0	4.0	4.0	4.0	4.0
YBR264C	3.0	5.0	5.0	3.0	4.0	5.0	2.0	2.0	3.0	2.0	4.0	3.0	2.0	4.0	4.0	3.0	4.0	5.0	3.0	3.0	2.0	1.0	2.0	0.0	4.0	4.0	4.0	4.0	4.0	4.0
YBR266C	1.0	2.0	1.0	1.0	2.0	3.0	0.0	0.0	0.0	1.0	2.0	2.0	1.0	3.0	3.0	2.0	3.0	3.0	2.0	2.0	2.0	1.0	2.0	1.0	0.0	3.0	1.0	3.0	1.0	3.0
YBR267W	1.0	1.0	1.0	1.0	2.0	2.0	0.0	0.0	0.0	1.0	2.0	2.0	1.0	3.0	3.0	1.0	3.0	3.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	1.0	2.0	1.0	2.0
YBR268W	3.0	3.0	3.0	2.5	3.0	2.5	1.5	0.5	2.0	0.0	0.0	0.0	1.5	3.0	2.5	2.0	2.0	2.0	0.5	1.5	1.5	0.0	0.0	0.0	3.0	2.0	3.0	2.0	3.0	2.5
YBR269C	2.0	4.0	4.0	2.0	4.0	4.0	1.0	1.0	2.0	2.0	4.0	3.0	2.0	4.0	4.0	2.0	4.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	3.0	4.0	4.0	3.0	4.0	3.0
YBR270C	2.0	4.0	3.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	4.0	4.0	2.0	5.0	4.0	3.0	4.0	4.0	3.0	3.0	2.0	2.0	3.0	2.0	3.0	3.0	4.0	4.0	4.0	4.0
YBR271W	3.0	4.0	4.0	2.0	4.0	4.0	1.0	1.0	2.0	2.0	4.0	3.0	2.0	4.0	4.0	2.0	4.0	3.0	2.0	2.0	2.0	1.0	3.0	3.0	3.0	4.0	4.0	3.0	4.0	3.0
YBR272C	2.0	4.0	3.0	3.0	5.0	4.0	3.0	3.0	3.0	3.0	4.0	4.0	2.0	4.0	3.0	3.0	3.0	3.0	2.0	2.0	1.0	2.0	2.0	2.0	3.0	1.0	4.0	2.0	4.0	2.0
YBR273C	3.0	4.0	4.0	2.0	4.0	4.0	1.0	1.0	2.0	2.0	4.0	3.0	2.0	4.0	4.0	2.0	4.0	3.0	2.0	2.0	2.0	1.0	3.0	3.0	3.0	4.0	4.0	3.0	4.0	3.0
YBR274W	3.0	4.0	4.0	2.0	4.0	4.0	1.0	1.0	2.0	2.0	4.0	3.0	2.0	4.0	4.0	2.0	4.0	3.0	2.0	2.0	2.0	1.0	3.0	3.0	3.0	4.0	4.0	3.0	4.0	3.0
YBR275C	2.0	5.0	3.0	3.0	5.0	4.0	3.0	3.0	3.0	3.0	4.0	4.0	2.0	5.0	4.0	3.0	4.0	4.0	3.0	3.0	2.0	2.0	3.0	2.0	3.0	3.0	4.0	4.0	4.0	4.0
YBR276C	2.0	5.0	3.0	3.0	5.0	4.0	3.0	3.0	3.0	3.0	4.0	4.0	2.0	5.0	4.0	3.0	4.0	4.0	3.0	3.0	2.0	2.0	3.0	2.0	3.0	3.0	4.0	4.0	4.0	4.0
YBR277C	3.0	4.0	4.0	2.0	4.0	4.0	1.0	1.0	2.0	2.0	4.0	3.0	1.0	3.0	3.0	1.0	3.0	2.0	1.0	1.0	1.0	0.0	1.0	1.0	3.0	2.0	4.0	2.0	4.0	2.0
YBR278W	3.0	4.0	4.0	2.0	4.0	4.0	1.0	1.0	2.0	2.0	4.0	3.0	2.0	3.0	3.0	1.0	3.0	2.0	1.0	2.0	1.0	1.0	2.0	1.0	3.0	3.0	4.0	2.0	4.0	2.0
YBR279W	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0
YBR280C	2.0	5.0	3.0	3.0	5.0	4.0	3.0	3.0	3.0	3.0	4.0	4.0	2.0	5.0	4.0	3.0	4.0	4.0	3.0	3.0	2.0	2.0	3.0	2.0	3.0	3.0	4.0	4.0	4.0	4.0
YBR281C	3.0	4.0	4.0	2.0	4.0	4.0	1.0	1.0	2.0	2.0	4.0	3.0	2.0	4.0	4.0	2.0	4.0	3.0	2.0	2.0	2.0	1.0	2.0	3.0	4.0	4.0	4.0	3.0	4.0	3.0
YBR282W	2.5	3.0	2.5	2.0	2.0	2.5	1.0	0.5	1.0	0.0	0.0	0.0	0.5	1.5	1.0	1.5	1.0	1.0	0.5	0.5	0.5	0.0	0.0	0.0	2.5	0.5	3.0	1.0	3.0	1.0
YBR283C	1.0	2.0	2.0	1.0	1.0	2.0	0.0	0.0	1.0	1.0	2.0	2.0	0.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0
YBR284W	3.0	4.0	4.0	2.0	4.0	4.0	1.0	1.0	2.0	2.0	4.0	3.0	2.0	4.0	4.0	2.0	4.0	3.0	2.0	2.0	2.0	1.0	2.0	3.0	3.0	4.0	4.0	3.0	4.0	3.0
YBR285W	2.5	4.0	4.0	2.5	4.0	4.0	2.0	2.5	3.0	3.0	4.0	3.5	1.5	4.0	3.5	2.0	4.0	3.0	2.0	2.0	2.0	1.0	2.0	2.0	3.5	4.0	4.0	3.5	4.0	3.5
YBR286W	3.0	4.0	4.0	2.0	4.0	4.0	1.0	1.0	2.0	2.0	4.0	3.0	2.0	4.0	4.0	2.0	4.0	3.0	2.0	2.0	2.0	0.0	2.0	2.0	3.0	4.0	4.0	3.0	4.0	3.0
YBR287W	2.0	5.0	3.0	3.0	5.0	4.0	3.0	3.0	3.0	3.0	4.0	4.0	2.0	5.0	4.0	3.0	4.0	4.0	3.0	3.0	2.0	2.0	3.0	2.0	3.0	3.0	4.0	4.0	4.0	4.0
YBR288C	2.0	5.0	3.0	3.0	5.0	4.0	3.0	3.0	3.0	3.0	4.0	3.0	1.0	5.0	4.0	3.0	4.0	4.0	2.0	2.0	2.0	1.0	2.0	2.0	3.0	3.0	4.0	4.0	4.0	4.0
YBR289W																														
YBR290W	3.0	4.0	4.0	2.0	4.0	4.0	1.0	1.0	2.0	2.0	4.0	3.0	2.0	4.0	4.0	2.0	4.0	2.0	2.0	2.0	2.0	1.0	3.0	3.0	3.0	4.0	4.0	3.0	4.0	3.0
YBR291C	2.0	4.0	4.0	2.0	4.0	4.0	1.0	1.0	2.0	2.0	4.0	3.0	1.0	4.0	3.0	2.0	4.0	3.0	1.0	1.0	1.0	0.0	1.0	1.0	3.0	3.0	4.0	3.0	4.0	3.0
YBR292C	3.0	4.0	4.0	2.0	4.0	4.0	1.0	1.0	2.0	2.0	4.0	3.0	2.0	4.0	4.0	2.0	4.0	3.0	2.0	2.0	2.0	1.0	3.0	2.0	3.0	4.0	4.0	3.0	4.0	3.0
YBR293W	3.0	4.0	4.0	2.0	4.0	4.0	1.0	1.0	2.0	2.0	4.0	3.0	2.0	4.0	4.0	2.0	4.0	3.0	2.0	2.0	2.0	1.0	3.0	3.0	3.0	4.0	4.0	3.0	4.0	4.0
YBR294W	2.0	5.0	3.0	3.0	5.0	4.0	3.0	3.0	3.0	3.0	4.0	3.0	2.0	4.0	4.0	3.0	4.0	4.0	3.0	3.0	2.0	2.0	3.0	2.0	3.0	3.0	4.0	4.0	4.0	4.0
YBR295W	3.0	4.0	4.0	2.0	4.0	4.0	1.0	1.0	2.0	2.0	4.0	3.0	2.0	4.0	4.0	2.0	4.0	3.0	2.0	2.0	2.0	1.0	3.0	2.0	3.0	4.0	4.0	3.0	4.0	4.0
YBR296C	3.0	4.0	4.0	2.0	4.0	4.0	1.0	1.0	2.0	2.0	4.0	3.0	2.0	4.0	4.0	2.0	4.0	3.0	2.0	2.0	2.0	1.0	3.0	3.0	3.0	4.0	4.0	4.0	4.0	4.0
YBR297W	3.0	4.0	4.0	2.0	4.0	4.0	1.0	1.0	2.0	2.0	4.0	3.0	2.0	4.0	4.0	2.0	4.0	3.0	2.0	2.0	2.0	1.0	2.0	3.0	4.0	4.0	4.0	3.0	4.0	3.0
YBR298C	2.0	4.0	4.0	2.0	4.0	4.0	1.0	1.0	2.0	2.0	4.0	3.0	1.0	4.0	3.0	2.0	3.0	2.0	1.0	1.0	2.0	0.0	1.0	1.0	4.0	3.0	4.0	3.0	4.0	3.0
YBR299W	3.0	4.0	4.0	2.0	4.0	4.0	3.0	4.0	4.0	3.0	4.0	4.0	2.0	3.0	3.0	2.0	4.0	4.0	3.0	3.0	3.0	1.0	2.0	3.0	3.0	4.0	3.0	4.0	4.0	4.0
YBR300C	3.0	4.0	4.0	2.0	4.0	4.0	1.0	1.0	2.0	2.0	4.0	3.0	2.0	4.0	4.0	2.0	4.0	3.0	2.0	2.0	2.0	1.0	2.0	3.0	4.0	4.0	4.0	3.0	4.0	3.0
YBR301W	2.0	4.0	3.0	3.0	5.0	4.0	3.0	3.0	3.0	3.0	4.0	3.0	2.0	4.0	4.0	3.0	4.0	4.0	3.0	3.0	2.0	2.0	3.0	2.0	3.0	3.0	4.0	4.0	4.0	4.0
YCL001W	2.0	5.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	5.0	4.0	3.0	4.0	4.0	3.0	3.0	3.0	1.0	2.0	0.0	4.0	3.0	5.0	3.0	3.0	3.0
YCL001W-A	2.0	4.0	4.0	2.0	4.0	4.0	1.0	1.0	2.0	2.0	4.0	2.0	1.0	4.0	3.0	2.0	3.0	2.0	1.0	1.0	1.0	0.0	1.0	1.0	4.0	4.0	4.0	3.0	4.0	3.0
YCL002C	2.0	5.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	5.0	4.0	3.0	4.0	4.0	3.0	3.0	3.0	2.0	2.0	1.0	4.0	3.0	5.0	3.0	3.0	3.0
YCL005W	2.0	5.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	1.0	5.0	4.0	2.0	4.0	4.0	3.0	3.0	3.0	0.0	1.0	0.0	4.0	2.0	5.0	3.0	3.0	3.0
YCL007C	0.0	0.0	3.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0
YCL008C	1.0	4.0	5.0	3.0	4.0	4.0	3.0	2.0	2.0	1.0	2.0	2.0	1.0	3.0	3.0	2.0	3.0	3.0	1.0	1.0	1.0	0.0	0.0	0.0	4.0	2.0	4.0	2.0	3.0	2.0
YCL009C	2.0	4.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	5.0	4.0	3.0	4.0	4.0	3.0	3.0	3.0	1.0	2.0	1.0	4.0	2.0	5.0	3.0	3.0	3.0
YCL010C	2.0	4.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0	4.0	4.0	3.0	4.0	4.0	3.0	3.0	3.0	1.0	2.0	1.0	4.0	2.0	5.0	3.0	3.0	3.0
YCL011C	2.0	5.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	5.0	4.0	3.0	4.0	4.0	3.0	3.0	3.0	2.0	2.0	2.0	4.0	3.0	5.0	3.0	3.0	3.0
YCL014W	2.0	5.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	1.5	5.0	4.0	3.0	4.0	5.0	3.0	3.0	3.0	2.0	2.0	2.0	4.0	3.0	4.5	3.0	3.0	3.0
YCL016C	1.0	4.0	5.0	2.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	3.0	2.0	2.0	2.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	3.0	1.0	2.0	1.0
YCL022C	3.0	4.0	4.0	3.0	4.0	4.0	2.0	4.0	3.0	4.0	4.0	4.0	1.0	4.0	4.0	3.0	4.0	4.0	3.0	4.0	3.0	3.0	4.0	2.0	3.0	3.0	4.0	4.0	4.0	4.0
YCL023C	2.5	4.0	4.0	3.0	4.0	4.0	2.0	3.0	2.5	3.5	4.0	4.0	1.5	3.5	3.5	2.5	3.5	3.5	2.5	3.0	2.5	2.0	3.0	2.0	2.5	3.0	3.5	3.5	3.5	3.5
YCL024W	2.0	5.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	5.0	4.0	3.0	4.0	4.0	3.0	3.0	3.0	2.0	2.0	1.0	4.0	2.0	5.0	3.0	3.0	3.0
YCL025C	2.0	5.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	5.0	4.0	3.0	4.0	5.0	3.0	3.0	3.0	2.0	2.0	1.0	4.0	2.0	5.0	3.0	3.0	3.0
YCL027W	2.0	5.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	5.0	4.0	3.0	4.0	5.0	3.0	3.0	3.0	2.0	2.0	1.0	4.0	2.0	5.0	3.0	3.0	3.0
YCL028W	2.0	5.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	5.0	4.0	3.0	4.0	5.0	3.0	3.0	3.0	2.0	2.0	1.0	4.0	2.0	5.0	3.0	3.0	3.0
YCL029C	1.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	2.0	1.0	2.0	2.0	0.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0
YCL030C	2.0	4.0	4.0	3.0	4.0	4.0	2.0	2.0	2.0	3.0	4.0	4.0	2.0	3.0	3.0	2.0	3.0	3.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	3.0	3.0	3.0	3.0	3.0
YCL032W	2.0	4.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	5.0	4.0	3.0	4.0	4.0	3.0	3.0	3.0	2.0	2.0	1.0	4.0	2.0	4.0	3.0	3.0	3.0
YCL033C	2.0	5.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	4.0	4.0	2.0	5.0	4.0	3.0	4.0	5.0	3.0	3.0	3.0	2.0	2.0	2.0	4.0	2.0	5.0	3.0	3.0	3.0
YCL034W	2.0	5.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	5.0	4.0	3.0	4.0	5.0	3.0	3.0	3.0	2.0	2.0	2.0	4.0	3.0	5.0	3.0	3.0	3.0
YCL035C	2.0	4.0	3.0	4.0	5.0	4.0	3.0	3.0	3.0	3.0	4.0	4.0	2.0	4.0	4.0	3.0	4.0	4.0	3.0	3.0	3.0	2.0	3.0	2.0	3.0	3.0	4.0	4.0	4.0	4.0
YCL036W	2.0	5.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	5.0	4.0	3.0	4.0	5.0	3.0	3.0	3.0	2.0	2.0	1.0	4.0	2.0	4.0	3.0	3.0	3.0
YCL037C	2.0	5.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	5.0	4.0	3.0	4.0	5.0	3.0	3.0	3.0	2.0	2.0	1.0	4.0	2.0	4.0	3.0	3.0	3.0
YCL038C	2.5	4.0	4.0	3.0	4.0	4.0	1.5	3.0	2.5	3.5	4.0	4.0	1.5	3.5	3.5	2.5	3.5	3.5	2.5	3.0	2.5	2.0	2.5	2.0	2.5	3.0	3.5	3.5	3.5	3.5
YCL039W	2.0	5.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	5.0	4.0	3.0	4.0	5.0	2.0	3.0	3.0	2.0	2.0	1.0	4.0	2.0	5.0	3.0	3.0	3.0
YCL040W	2.0	5.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	5.0	4.0	3.0	4.0	5.0	3.0	3.0	3.0	2.0	2.0	1.0	4.0	2.0	5.0	3.0	3.0	3.0
YCL042W	2.0	5.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	5.0	4.0	3.0	4.0	5.0	3.0	3.0	3.0	2.0	2.0	1.0	4.0	2.0	5.0	3.0	3.0	3.0
YCL044C	2.0	5.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	5.0	4.0	3.0	4.0	5.0	3.0	3.0	3.0	1.0	1.0	1.0	4.0	2.0	5.0	3.0	3.0	3.0
YCL045C	2.0	5.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	5.0	4.0	3.0	4.0	4.0	3.0	3.0	3.0	2.0	2.0	1.0	4.0	2.0	5.0	3.0	3.0	3.0
YCL046W	2.0	5.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	5.0	4.0	3.0	4.0	4.0	2.0	3.0	3.0	2.0	2.0	1.0	4.0	2.0	5.0	3.0	3.0	3.0
YCL047C	2.0	5.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	5.0	4.0	3.0	4.0	4.0	3.0	3.0	3.0	1.0	2.0	1.0	4.0	2.0	5.0	3.0	3.0	3.0
YCL048W	2.0	5.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	5.0	4.0	3.0	4.0	4.0	3.0	3.0	3.0	2.0	2.0	1.0	4.0	2.0	5.0	3.0	3.0	3.0
YCL049C	2.0	5.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	4.0	4.0	2.0	5.0	4.0	3.0	4.0	5.0	3.0	3.0	3.0	2.0	2.0	2.0	4.0	2.0	5.0	3.0	3.0	4.0
YCL050C	2.0	5.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	5.0	4.0	3.0	4.0	5.0	3.0	3.0	3.0	2.0	2.0	2.0	4.0	3.0	5.0	3.0	3.0	3.0
YCL051W	2.0	5.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	5.0	4.0	3.0	4.0	5.0	3.0	3.0	3.0	2.0	2.0	1.0	4.0	2.0	5.0	3.0	3.0	3.0
YCL055W	2.0	5.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	5.0	4.0	3.0	4.0	5.0	3.0	3.0	3.0	1.0	2.0	1.0	4.0	3.0	5.0	3.0	3.0	3.0
YCL056C	2.0	5.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	5.0	4.0	3.0	4.0	5.0	3.0	3.0	3.0	2.0	2.0	1.0	4.0	2.0	4.0	3.0	3.0	3.0
YCL057W	2.0	5.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	5.0	4.0	3.0	4.0	5.0	3.0	3.0	3.0	2.0	2.0	1.0	4.0	2.0	5.0	3.0	3.0	3.0
YCL058C	2.0	3.0	3.0	1.0	2.0	2.0	0.0	1.0	1.0	3.0	3.0	3.0	1.0	3.0	3.0	2.0	3.0	3.0	2.0	2.0	2.0	3.0	3.0	2.0	1.0	3.0	1.0	3.0	2.0	3.0
YCL061C	2.0	4.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	4.0	3.0	3.0	4.0	5.0	3.0	3.0	3.0	1.5	2.0	1.0	4.0	1.0	4.0	3.0	3.0	2.5
YCL063W	2.0	4.5	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	4.0	3.0	3.0	4.0	4.0	3.0	3.0	3.0	2.0	2.0	1.0	4.0	2.0	4.0	3.0	3.0	2.0
YCL064C	2.0	5.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	5.0	4.0	3.0	4.0	5.0	3.0	3.0	3.0	2.0	2.0	1.0	4.0	2.0	5.0	3.0	3.0	3.0
YCL069W	2.0	5.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	5.0	4.0	3.0	4.0	5.0	3.0	3.0	3.0	2.0	2.0	1.0	4.0	2.0	5.0	3.0	3.0	3.0
YCL076W	3.0	4.0	4.0	3.0	4.0	4.0	2.0	4.0	3.0	4.0	4.0	4.0	1.0	4.0	4.0	3.0	4.0	4.0	3.0	4.0	3.0	3.0	4.0	2.0	3.0	3.0	4.0	4.0	4.0	4.0
YCR001W	2.0	5.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	4.0	4.0	2.0	5.0	4.0	3.0	4.0	5.0	3.0	3.0	3.0	2.0	3.0	2.0	4.0	3.0	5.0	3.0	3.0	4.0
