ORF	hap alpha | cell size | YPD [standard] | Cook~Ho, 2008
YAL058W	0.488
YHL005C	0.488
YML011C	0.489
YDR255C	0.489
YML054C	0.489
YDR078C	0.490
YPR167C	0.490
YPL214C	0.491
YPL194W	0.491
YGR273C	0.493
YJR003C	0.494
YDR085C	0.494
YBR025C	0.496
YER155C	0.496
YPL188W	0.499
YOR265W	0.499
YLR289W	0.502
YEL008W	0.502
YKL194C	0.503
YIL121W	0.503
YJL065C	0.505
YMR251W-A	0.506
YLR400W	0.508
YHR103W	0.510
YKL156W	0.510
YOR332W	0.511
YPL026C	0.511
YDR430C	0.519
YDR410C	0.524
YKL166C	0.526
YBL058W	0.527
YKR093W	0.528
YPR153W	0.529
YJL075C	0.529
YJR120W	0.533
YGR174C	0.534
YDL066W	0.535
YDL047W	0.536
YKL119C	0.542
YPL141C	0.542
YGR071C	0.542
YDR025W	0.543
YLL001W	0.544
YHL013C	0.545
YPL060W	0.546
YFL007W	0.547
YOR323C	0.548
YOR191W	0.548
YML106W	0.549
YOR068C	0.549
YCL037C	0.552
YLL010C	0.555
YKL184W	0.556
YER007C-A	0.559
YOR350C	0.560
YOL079W	0.562
YGL105W	0.565
YIL098C	0.567
YBR288C	0.569
YKL098W	0.573
YER131W	0.576
YOR344C	0.577
YLR039C	0.577
YLR344W	0.579
YNL117W	0.580
YLR024C	0.581
YBR276C	0.583
YOR308C	0.587
YGR076C	0.589
YKR060W	0.591
YHR026W	0.591
YPL259C	0.591
YKR031C	0.593
YEL003W	0.595
YDR136C	0.597
YLL024C	0.599
YGR231C	0.606
YKL081W	0.606
YDR329C	0.606
YMR123W	0.607
YKL087C	0.611
YLR371W	0.614
YBL103C	0.615
YOL027C	0.617
YBR226C	0.619
YBR003W	0.619
YJL064W	0.619
YHR203C	0.623
YMR092C	0.624
YKR065C	0.625
YDL088C	0.625
YBL045C	0.626
YOL076W	0.627
YGL115W	0.627
YFL042C	0.628
YJR049C	0.628
YMR234W	0.629
YMR084W	0.630
YDL070W	0.630
YLR244C	0.633
YCR051W	0.634
YOR132W	0.635
YML079W	0.635
YDR377W	0.636
YKR020W	0.637
YBL022C	0.637
YDR217C	0.638
YLR168C	0.638
YDL100C	0.643
YLR038C	0.643
YKR034W	0.643
YLR377C	0.645
YJR056C	0.647
YDR496C	0.648
YOL080C	0.652
YPR069C	0.653
YLR261C	0.655
YCR031C	0.655
YLR324W	0.657
YOR196C	0.657
YLR018C	0.659
YNL294C	0.660
YER156C	0.660
YHL027W	0.663
YER056C-A	0.665
YBR189W	0.669
YKL109W	0.671
YBR037C	0.674
YPR134W	0.676
YJL157C	0.677
YPL047W	0.677
YIL110W	0.678
YHR116W	0.678
YNL160W	0.679
YML108W	0.682
YKL056C	0.683
YOL087C	0.685
YPL212C	0.687
YLR303W	0.688
YPL118W	0.688
YLL028W	0.689
YLR087C	0.690
YBL042C	0.690
YER058W	0.690
YER059W	0.692
YLL029W	0.692
YMR126C	0.694
YMR063W	0.695
YLR183C	0.696
YKR072C	0.697
YOR106W	0.698
YNL215W	0.699
YML122C	0.701
YDL224C	0.701
YKL006W	0.703
YML027W	0.704
YBR083W	0.704
YFR031C-A	0.706
YML107C	0.707
YDL006W	0.708
YLR262C	0.709
YMR205C	0.711
YLR084C	0.713
YDR529C	0.714
YER002W	0.714
YDL185W	0.715
YBR255W	0.715
YLR375W	0.717
YLR239C	0.717
YDR490C	0.719
YDR485C	0.719
YBR034C	0.719
YPL215W	0.721
YDL035C	0.722
YER078C	0.726
YPR020W	0.726
YDR441C	0.727
YFR041C	0.732
YHR147C	0.737
YDR483W	0.737
YJL020C	0.741
YNL121C	0.742
YLR304C	0.743
YEL059W	0.744
YDR450W	0.744
YOR234C	0.748
YDR219C	0.751
YKL205W	0.757
YLR334C	0.760
YMR293C	0.761
YPR047W	0.762
YGL215W	0.762
YJR122W	0.763
YGR112W	0.764
YLR435W	0.764
YER020W	0.765
YJL046W	0.766
YDR162C	0.766
YJR082C	0.771
YOR355W	0.779
YBR225W	0.782
YPR133W-A	0.786
YPR191W	0.790
YPL195W	0.795
YLR436C	0.803
YPR074C	0.803
YLR180W	0.814
YCL062W	0.815
YML119W	0.815
YDL182W	0.819
YDR471W	0.824
YNL070W	0.825
YOR006C	0.825
YKL092C	0.827
YPL234C	0.833
YER072W	0.836
YDR089W	0.840
YGL043W	0.840
YJL024C	0.845
YPR057W	0.849
YGL124C	0.852
YPR194C	0.854
YNR004W	0.859
YML036W	0.860
YDR237W	0.863
YBR120C	0.865
YAL010C	0.865
YKL011C	0.866
YNL096C	0.867
YGR151C	0.868
YPL080C	0.868
YOR073W	0.872
YOR167C	0.872
YJL124C	0.872
YBL044W	0.874
YDL045W-A	0.875
YHR038W	0.882
YGR111W	0.887
YNL099C	0.888
YJL121C	0.891
YDR230W	0.892
YDL167C	0.895
YLL006W	0.898
YDR231C	0.901
YOL008W	0.905
YMR286W	0.907
YDR079W	0.908
YKL053C-A	0.909
YDR337W	0.912
YPL172C	0.912
YOR201C	0.913
YGR055W	0.914
YCR003W	0.915
YOR033C	0.919
YGL151W	0.921
YLL009C	0.921
YDR442W	0.923
YER083C	0.923
YML041C	0.925
YPL029W	0.925
YLL018C-A	0.931
YAL011W	0.934
YPR100W	0.934
YMR231W	0.935
YJL063C	0.943
YBL021C	0.948
YMR060C	0.949
YMR223W	0.949
YER178W	0.950
YMR151W	0.950
YBR238C	0.951
YDR405W	0.955
YCR063W	0.958
YML123C	0.961
YLR139C	0.963
YLR067C	0.963
YJL012C	0.964
YKL155C	0.965
YNL079C	0.966
YLR406C	0.968
YJL189W	0.972
YMR257C	0.972
YFR035C	0.975
YBR059C	0.979
YOL081W	0.980
YCR046C	0.983
YBR282W	0.983
YDR298C	0.983
YPL239W	0.987
YDL198C	0.991
YDL049C	0.992
YLR366W	0.996
YPL097W	1.001
YPR131C	1.002
YGL095C	1.008
YHR189W	1.012
YCR077C	1.012
YLR110C	1.014
YOL018C	1.014
YPL013C	1.019
YGR222W	1.021
YML081C-A	1.027
YNL307C	1.027
YOR221C	1.031
YDL069C	1.031
YGR081C	1.032
YDL118W	1.041
YLL027W	1.042
YKL037W	1.044
YLR315W	1.044
YLR114C	1.046
YJL120W	1.046
YOR235W	1.047
YDR175C	1.048
YDR484W	1.048
YBR231C	1.048
YDL099W	1.052
YPR116W	1.054
YNL032W	1.055
YPR099C	1.056
YLR287C-A	1.058
YOR125C	1.058
YKR055W	1.060
YJL052W	1.060
YEL046C	1.064
YJR004C	1.064
YGL003C	1.066
YDL146W	1.068
YLR374C	1.072
YJR059W	1.075
YDR518W	1.076
YKL016C	1.076
YML001W	1.077
YGR184C	1.078
YNL223W	1.081
YER061C	1.083
YLR202C	1.084
YDR184C	1.087
YFR032C-A	1.088
YPR070W	1.089
YER169W	1.089
YMR100W	1.091
YDR363W-A	1.093
YDR137W	1.097
YKR027W	1.102
YMR304W	1.102
YJR094W-A	1.103
YBR131W	1.103
YOR297C	1.108
YGR148C	1.110
YPR101W	1.112
YDL068W	1.114
YDR479C	1.115
YLL007C	1.118
YER014C-A	1.119
YDL107W	1.120
YOR065W	1.123
YPL068C	1.126
YDR067C	1.127
YMR230W	1.128
YGL219C	1.130
YMR256C	1.135
YDR257C	1.137
YNR041C	1.141
YPL173W	1.143
YLR203C	1.149
YLR148W	1.149
YDR512C	1.150
YAL039C	1.150
YDR024W	1.158
YER177W	1.159
YPL078C	1.159
YKL003C	1.160
YPL213W	1.163
YBL067C	1.164
YGR228W	1.164
YER074W	1.165
YLR138W	1.174
YDL057W	1.178
YCR095C	1.185
YJR121W	1.187
YOR306C	1.187
YPL132W	1.192
YJL166W	1.192
YNL016W	1.193
YPL090C	1.197
YLR221C	1.198
YDL104C	1.208
YGL016W	1.209
YNL198C	1.210
YDR241W	1.213
YPL148C	1.214
YNL056W	1.215
YNL067W	1.216
YHR194W	1.217
YHR067W	1.219
YOL121C	1.226
YLR373C	1.229
YBL012C	1.231
YNL162W	1.231
YBR267W	1.235
YDR140W	1.238
YMR150C	1.238
YOL039W	1.241
YJL187C	1.242
YMR282C	1.244
YBL080C	1.244
YMR097C	1.247
YNL199C	1.249
YOR082C	1.250
YER103W	1.252
YGR270W	1.252
YGL212W	1.252
YJR060W	1.254
YER153C	1.257
YHL029C	1.258
YDR197W	1.258
YML048W	1.259
YOR205C	1.263
YDL033C	1.268
YMR072W	1.274
YOR147W	1.277
YLR190W	1.278
YGL107C	1.279
YBR106W	1.286
YML088W	1.289
YOR008C	1.294
YNL284C	1.294
YKL127W	1.295
YMR098C	1.297
YPL040C	1.298
YOR315W	1.304
YIL133C	1.316
YBR031W	1.316
YBR168W	1.318
YHL033C	1.320
YJL209W	1.323
YJL148W	1.325
YGR229C	1.329
YDR042C	1.329
YLL033W	1.330
YGR118W	1.332
YBL002W	1.335
YOL033W	1.336
YLR090W	1.340
YPL226W	1.343
YKL208W	1.345
YGR162W	1.345
YDR204W	1.347
YKL055C	1.349
YBL087C	1.353
YGR150C	1.359
YJL177W	1.362
YEL029C	1.370
YGR171C	1.372
YIR021W	1.374
YNL003C	1.379
YLR342W	1.383
YMR316W	1.386
YDL142C	1.393
YLR204W	1.393
YDR332W	1.394
YDR080W	1.403
YNL169C	1.404
YDL181W	1.404
YKR078W	1.405
YGL064C	1.411
YMR021C	1.414
YGR085C	1.416
YDL090C	1.416
YNL326C	1.421
YGR252W	1.426
YLR091W	1.427
YGR240C	1.428
YPL005W	1.434
YGL078C	1.434
YKL134C	1.435
YBR181C	1.435
YGL143C	1.439
YGR062C	1.439
YLR368W	1.440
YKR085C	1.442
YBL090W	1.446
YDR295C	1.446
YML026C	1.447
YGR261C	1.447
YMR267W	1.449
YNL073W	1.453
YML035C	1.457
YJL188C	1.461
YBR191W	1.461
YLR085C	1.464
YER050C	1.465
YGR220C	1.466
YER154W	1.468
YNL213C	1.469
YMR066W	1.471
YLR193C	1.472
YPL104W	1.473
YLR441C	1.473
YDR194C	1.482
YPR166C	1.488
YGR215W	1.488
YKR024C	1.489
YDR393W	1.490
YNL147W	1.490
YOL096C	1.493
YLR264W	1.494
YPL098C	1.507
YHR120W	1.517
YMR287C	1.518
YNL069C	1.520
YKR057W	1.522
YJR144W	1.531
YGL220W	1.536
YHR168W	1.546
YBL038W	1.547
YDR536W	1.547
YCR062W	1.552
YGL246C	1.556
YGL088W	1.557
YMR326C	1.560
YKL074C	1.561
YDL044C	1.562
YOR083W	1.565
YDL136W	1.567
YGR214W	1.569
YBR268W	1.585
YLR048W	1.592
YCR071C	1.593
YDL191W	1.594
YDR457W	1.596
YBL100C	1.601
YGL029W	1.604
YJL096W	1.606
YDR101C	1.607
YHR010W	1.632
YKL170W	1.640
YGL129C	1.641
YGR257C	1.652
YNL184C	1.669
YOR199W	1.671
YOL041C	1.674
YOR150W	1.678
YFL036W	1.679
YGL218W	1.681
YGL076C	1.685
YKR006C	1.690
YKL169C	1.690
YLR388W	1.702
YCR004C	1.704
YHR034C	1.706
YLR192C	1.716
YBR251W	1.720
YJR077C	1.728
YDR296W	1.734
YML110C	1.738
YDL135C	1.742
YDR065W	1.743
YMR184W	1.749
YHR051W	1.755
YMR194W	1.763
YLR402W	1.768
YMR193W	1.770
YNL177C	1.771
YNL055C	1.773
YER017C	1.778
YBL072C	1.779
YKL138C	1.781
YCR047C	1.788
YOL023W	1.801
YBR163W	1.812
YBL099W	1.812
YMR071C	1.812
YNL109W	1.818
YMR143W	1.823
YDR382W	1.831
YGL031C	1.837
YDR083W	1.840
YNL315C	1.846
YNL252C	1.846
YMR193C-A	1.858
YDL151C	1.859
YPL205C	1.860
YDR500C	1.869
YNR020C	1.880
YNL302C	1.884
YER122C	1.885
YDR156W	1.890
YOR158W	1.893
YOR305W	1.896
YML129C	1.899
YGR255C	1.901
YOL006C	1.903
YLL045C	1.905
YHR100C	1.914
YDR268W	1.914
YHL025W	1.915
YGR285C	1.925
YDL082W	1.930
YLR393W	1.930
YPR024W	1.938
YMR083W	1.938
YNL226W	1.941
YNL227C	1.945
YGR219W	1.948
YER014W	1.955
YGR102C	1.957
YLR312W-A	1.972
YOR078W	1.973
YNL228W	1.978
YKR092C	1.992
YLR068W	1.993
YDL063C	1.997
YMR089C	2.000
YOL100W	2.005
YER141W	2.009
YDR322W	2.010
YBR179C	2.013
YDL202W	2.017
YPL059W	2.019
YNR037C	2.029
YGL135W	2.033
YOR096W	2.033
YLR260W	2.035
YOR211C	2.050
YAL048C	2.056
YLR382C	2.065
YDR174W	2.068
YPL178W	2.072
YLR448W	2.077
YOR270C	2.088
YDL130W	2.091
YDR115W	2.092
YLR061W	2.093
YIL052C	2.095
YGR160W	2.106
YPL193W	2.112
YOR304C-A	2.113
YJL102W	2.118
YDR114C	2.121
YOR309C	2.133
YIL017C	2.141
YMR064W	2.182
YEL050C	2.182
YLR062C	2.186
YLR069C	2.188
YLR074C	2.188
YDL113C	2.203
YOR312C	2.205
YOR330C	2.211
YMR158W	2.215
YAL009W	2.217
YDR418W	2.230
YMR269W	2.236
YJR113C	2.238
YBR084C-A	2.247
YBR126C	2.260
YBR266C	2.264
YHR091C	2.285
YFR001W	2.300
YMR228W	2.309
YCR028C-A	2.343
YKL009W	2.353
YGL147C	2.376
YDL032W	2.377
YEL013W	2.382
YGL253W	2.383
YMR216C	2.422
YLR184W	2.485
YJL180C	2.522
YLR052W	2.530
YDR417C	2.531
YBR132C	2.542
YHR064C	2.564
YML061C	2.583
YOL095C	2.585
YOR200W	2.607
YNL005C	2.620
YNL248C	2.655
YKL143W	2.671
YLR369W	2.695
YHL011C	2.723
YLR403W	2.728
YOR295W	2.738
YPL271W	2.883
YLR185W	2.932
YOR187W	2.958
YDL061C	2.997
YNL170W	3.040
YMR242C	3.126
YLR439W	3.258
YOR293W	3.689
YML024W	4.430
YIR026C	4.559
YGR272C	6.149
