Line,As75,Ca44,Cd111,Cl35,Co59,Cu65,Fe57,K39,Mg25,Mn55,Mo95,Na23,Ni60,P31,S34,Se82,Zn66
YAL012W_oe,-0.989934303,0.2278584,-0.603518035,0.015224208,1.169497845,0.230673376,-1.083833555,0.029474149,-0.285605076,0.457979803,0.671357788,-0.736592618,-0.593618092,-0.868615356,-0.429203998,-1.268498209,0.145198896
YAL016W_oe,0.271513781,1.256986681,0.349406283,-4.131844497,0.92564485,-0.954220597,-0.01268942,-0.091981754,1.298575046,1.230468585,.,.,1.950309573,0.570299117,0.194105703,-0.759174162,0.048004718
YAL018C_oe,-0.1064947,-0.344931852,1.106772691,-0.637021852,-0.467637877,0.741109538,-2.743002658,0.52512731,0.987228266,-0.089408473,.,-1.226801718,0.693318782,-0.020673508,-0.10058101,-0.958029683,-2.013631146
YAL019W_oe,-0.504236547,0.086516929,-0.97446534,.,3.501408624,-0.058469901,0.063387573,0.105518414,-0.644838888,-0.791968237,0.405501523,.,-0.322596537,0.196869215,-0.951564744,0.000669251,-0.749684438
YAL020C_oe,1.040968308,0.60447158,-0.577764626,-0.665769586,2.18229135,0.282570185,-0.173205672,0.134543241,-0.3747958,0.782353789,.,-0.002001749,0.433184591,1.023745738,-0.754028725,1.617447463,-0.15521538
YAL021C_oe,1.591054967,2.773216698,-0.550492562,0.460819345,1.028187902,-0.270146456,1.240499909,0.517480678,0.833408615,-0.527097367,-1.17631771,-0.367951856,0.705351437,0.755962504,0.793228374,0.746732169,0.602311861
YAL022C_oe,0.330888611,-0.225066242,1.838855513,-0.286580649,1.206283168,0.351022928,0.712264356,0.247835364,0.792759828,0.712009259,.,.,0.690124601,-0.008466816,0.957461139,-0.681001416,1.533768862
YAL024C_oe,-0.324733956,-0.936198088,0.401144374,0.086289688,-1.246287851,-1.67094382,0.286443198,-0.88138604,-0.028414143,0.415230147,.,.,-0.194627218,-0.725983529,-0.138042558,-0.945504928,0.677304344
YAL026C_oe,-0.133563639,0.095645885,-0.113960418,-0.118993022,-0.076983906,-1.279778,-0.044300867,0.364223164,0.349599832,-0.510819871,.,-0.451892682,-0.333549884,-0.266318304,0.415693121,-1.053256593,0.93132952
YAL027W_oe,-0.380431985,2.305321614,-0.341483123,-5.672670518,-0.566940566,0.132090596,-2.268893349,-1.40726305,0.015694546,-0.229959205,0.12528047,.,-0.845492944,-0.254762527,-0.696154596,-0.820806455,-0.101957252
YAL029C_oe,0.073415222,-0.042261734,0.637288333,0.581074815,-0.919764784,-1.629955399,-0.7986512,-0.660910684,-0.134406753,0.212448365,.,.,-0.087084469,-1.469208093,-0.117861473,-0.323837817,-0.293294071
YAL030W_oe,-0.374081349,2.515967354,2.470875281,1.656798037,1.883450643,2.581686767,1.645823399,0.575948404,2.130849793,0.08496918,.,0.865812814,0.825967746,1.388714459,-0.34945312,-0.249427154,-5.143342085
YAL033W_oe,0.281411801,0.634917062,0.68112674,.,-0.514248184,-0.022247241,-0.868060116,0.034037179,0.090064333,0.888074421,.,-0.323974844,0.223059065,-0.040727467,1.114550838,-0.530238051,-0.187687204
YAL034C_oe,0.646892715,-0.85304741,-0.61021164,-0.253443948,0.623978052,0.662662618,-0.252903447,-0.393113099,-0.421126169,-1.190967129,0.636515295,.,-0.169803975,-0.779913866,-0.95757384,0.163101064,0.013728467
YAL034W-A_oe,1.464563676,-0.489380733,-0.813715637,3.068766804,-0.699743374,-0.368881033,3.79220668,-0.08080588,1.578598819,-1.786790878,.,.,0.062147792,0.735830842,0.911731027,0.982537916,-5.476257046
YAL035C-A_oe,-1.210698814,-1.660527039,-0.968173758,.,0.046064921,-0.833932038,-0.283507604,-3.354753128,-2.867995825,-1.126001509,-2.158733513,-0.976750004,-0.716948909,-3.694330097,-3.69898996,0.192223968,-2.413789306
YAL035W_oe,1.703729278,0.643010759,0.430446386,0.966122439,1.984473977,1.10164236,0.478286791,1.741424994,0.731409618,3.033451314,-2.381776251,1.40633263,1.630202621,1.381831467,0.843039928,0.075328862,1.905677046
YAL036C_oe,0.349968007,0.01427662,-0.407944066,0.009829057,0.134567306,-0.638450482,-0.217158154,-1.124847021,-0.223551742,-0.377424865,-1.230038359,-0.647600224,0.322045823,-0.616861609,-1.870934645,-1.661078152,-1.274680134
YAL037W_oe,1.22765656,2.684593076,0.603493641,-1.079272701,-1.115815612,-0.849540445,-0.553963635,0.478432455,1.526626444,1.933626537,.,.,2.18227835,-0.285140958,0.712246953,-0.606770988,1.207039704
YAL038C-A_oe,2.038514884,-0.160902516,1.445322231,-0.324688471,-0.298646751,-0.252838223,-0.642793963,1.231371007,1.377167302,2.030818603,.,.,-0.376258608,0.758512696,0.849215126,0.631734879,1.084606869
YAL038W_oe,-0.109749076,0.664534462,0.54659678,0.21017296,0.460800695,-1.658985392,-0.496627895,-0.684804628,-0.666461462,0.760305462,.,0.134858442,0.452676569,-0.0687824,0.17874841,0.484268658,1.659729085
YAL039C_oe,2.175642322,0.096827429,0.571484661,0.430621708,0.703330418,0.287381342,-0.572867161,0.757887999,0.22766276,-1.233856418,.,-0.106828884,-0.14688484,1.413588103,-0.035689699,0.132302424,-0.683961927
YAL040C_oe,0.706410778,0.036264196,0.915134255,1.554587332,-0.576880109,-0.483352706,-0.922072773,0.260000037,-1.075901558,2.294331116,.,0.293087926,0.362805658,-0.254156081,-0.383784753,0.690847389,0.757532447
YAL041W_oe,-0.413398001,0.424188051,-0.048896715,-0.787290305,-0.675888652,0.117604088,0.028388086,-0.322739577,-0.21033949,0.445868296,.,.,-0.589140307,-0.427388993,-0.684480735,-0.46501641,-0.249323017
YAL042W_oe,0.371941179,-0.613087773,1.322134522,.,2.580632599,0.594435748,0.256693986,2.036099226,1.059378278,1.297021664,.,-0.347843853,0.348504557,1.118081027,1.146478563,-0.976125723,-0.138652862
YAL043C_oe,0.814140301,-0.474068128,1.69943213,0.165742115,1.655312579,2.856224689,0.613509333,0.634663482,0.200462882,0.880388741,.,0.940738594,0.687922859,0.678709206,0.334097565,-0.468671121,0.165748413
YAL043C-A_oe,-0.020025342,-0.204152677,0.401257498,-1.462493274,0.954318177,-3.039733294,0.541318953,1.891933977,1.767358172,0.878940048,.,.,1.7123885,1.525038984,1.322451725,-0.004872054,0.74241342
YAL044W-A_oe,-1.119895512,1.098568657,1.068373548,.,-0.102747176,0.713852275,-0.341977715,0.638179362,0.388420986,1.355581131,.,0.964827069,0.432694867,0.152861556,1.017336016,-0.855851447,1.676724789
YAL045C_oe,-0.663878112,-1.031970358,1.450062823,.,-1.113119991,-0.256420447,-0.784481771,-0.914305687,-0.39058208,0.630182087,.,0.469239426,-0.115581097,-0.311743496,0.702279641,-1.10310074,0.293568749
YAL046C_oe,-1.751947125,3.143278551,0.583741768,-0.300374932,1.736295217,0.104420358,-1.356226246,1.464826674,1.702288157,-0.49539534,.,.,1.111894141,1.651737857,0.789410342,2.215101756,0.678480154
YAL047C_oe,0.951715674,0.436361668,-0.303654759,-2.310855344,1.281220385,0.546685188,0.409734316,0.53028889,0.419859426,2.07044671,-0.273654617,.,0.133036015,1.038263394,1.171433358,1.051989455,1.063626117
YAL048C_oe,0.714994206,0.464223864,0.538365133,-1.991529016,1.600789637,-0.96608318,-1.01483048,0.796988622,0.769401466,2.012766185,.,.,-1.469110104,1.093089825,-0.587263505,0.41577937,-0.425104179
YAL049C_oe,-1.035545203,-0.526782768,-0.048970449,0.142528462,0.269729746,-1.998491255,-0.923320316,0.244376833,0.929622474,-1.259893644,.,.,0.475728313,0.499865067,-0.582977661,-0.79514981,-0.358648274
YAL054C_oe,-0.447324297,1.565476771,-1.05369899,0.185493759,1.024287606,-0.081812392,0.417543791,-0.528339709,-0.019269274,0.729809335,.,-0.116195128,1.97207988,0.492898458,-0.462200847,-0.417589661,-0.95240802
YAL055W_oe,-0.882390304,0.160570901,-1.140589768,-3.292815318,-0.391123866,-1.302152188,-1.001230502,-0.432086951,-0.246704294,-0.419552357,.,.,-0.668110815,-0.61358748,-0.229485241,-1.19131249,-1.164049654
YAL058C-A_oe,-1.854686796,-0.520185439,-0.134526678,0.300106464,1.576203914,1.200607137,0.475156444,0.168006002,-0.220692571,-2.262050618,-1.235639904,0.937917708,0.721574855,-0.887130147,-1.589699165,-1.377485322,-5.519827491
YAL060W_oe,-0.102524915,-1.016991469,0.369136443,0.512931298,-0.405533624,-1.20385522,-1.021685503,0.480746663,0.424318732,0.526340853,.,.,0.857027098,1.157013356,0.862022524,0.738880607,0.247322693
YAL061W_oe,1.578290581,3.459556478,-0.332074055,1.175262054,0.190085979,0.751359178,0.888530886,-0.05260318,0.331231718,0.414578509,0.811324291,1.062954248,-0.879477367,-0.050592503,0.67472562,-0.571771558,-1.227972629
YAL062W_oe,-0.242634794,0.015961258,-0.723264583,0.953938648,1.045416649,0.357469571,0.20137487,0.993258175,0.78906371,0.128978876,1.279678255,0.321939595,-0.04614717,-0.127882795,1.213331607,-0.251431147,0.22535196
YAL064C-A_oe,1.170549594,2.049102213,0.187298371,.,-0.758819399,0.446755972,0.278092535,-0.483612289,0.521651328,-0.158848235,-0.641955477,-0.806504091,1.044648228,-0.538766035,0.578533587,-0.967528991,0.486479201
YAL064W_oe,-0.765298375,1.934280879,0.724104433,-0.332613367,-1.180963031,-2.728170413,-2.951624072,-0.417385756,1.514773218,0.754869211,.,.,-0.113365951,-0.355481165,0.6630088,1.952078362,-0.294530393
YAL064W-B_oe,0.612419258,1.885318402,0.816101018,1.486246187,0.99460708,0.391208486,0.412757539,0.117986703,-0.465677524,-0.851147491,.,.,-1.050179552,0.215020322,1.294501058,-0.684636159,0.173065354
YAL066W_oe,-1.01629922,-2.440503253,-1.130078868,-2.377965718,0.293360005,-0.078375968,-2.531494431,0.199538074,-0.724099332,-1.65250243,.,.,-1.35064893,-1.139722456,-1.121479341,-0.202213607,-1.250024884
YAL067C_oe,-0.324808674,0.92454406,-3.136844131,0.436613869,-1.902688641,0.522357017,-0.035736223,-0.252353415,-1.857802596,-1.489561399,.,0.238735108,-0.960208751,1.332834158,0.2076959,0.975623443,0.055499036
YAL068C_oe,0.999813479,-2.400290256,2.149574843,.,3.488831022,-0.001534364,0.965310084,2.788049701,4.083043411,1.83203172,.,.,2.541238137,3.27639501,1.377732946,0.279506847,-2.7498419
YAL068W-A_oe,-0.914583719,-2.010631515,0.14499391,-1.27589377,-2.129786906,-1.094114699,-1.193476155,-0.708311192,-0.229616146,0.825555141,.,-3.031639636,-0.542857292,-1.778022204,-1.006513698,-1.060287126,-0.836806603
YAL069W_oe,0.469535609,-2.315719067,-0.392676456,.,1.336777216,1.723677916,1.06972785,0.50866177,0.488907708,-0.558285878,1.14564,.,0.742140643,0.274616402,0.113670724,0.463433475,0.542679538
YAR002C-A_oe,-0.336403055,4.724859447,-0.126000271,1.430185171,0.454942182,1.374006755,-0.890491248,-1.066342706,-0.491753137,0.519053548,-2.537442526,.,1.348875229,0.557475208,1.611643808,-0.271680103,2.171480901
YAR002W_oe,-0.801181655,-0.671299055,0.552134114,-0.128806499,-0.953048194,-0.318293614,-0.235290024,0.186859994,-0.668186983,-0.831940812,.,.,-0.098982928,-0.372957295,-0.144615357,0.418593667,-0.22743043
YAR003W_oe,0.178022974,-0.176554644,-1.666723101,-5.012079649,1.07519643,0.279430085,0.065035743,0.876859045,0.017257548,-0.238108471,.,-0.356673405,-0.331960278,2.916368534,0.732977272,0.053267982,1.066073226
YAR007C_oe,0.134690843,0.512215092,-1.053198693,.,0.802328401,2.116484234,0.718701668,0.209439541,-0.976814435,0.642302023,0.480715551,.,-0.598468885,-0.077407131,-0.755716069,0.76442098,0.013487215
YAR008W_oe,1.191942124,2.885561575,-0.309245696,1.238518005,-0.083674254,1.593169505,-0.353310324,-0.16816712,0.340729154,0.332331343,.,2.30027046,0.250165267,-0.048072771,0.546921134,1.984551094,1.082616973
YAR015W_oe,0.427942287,-0.711309362,-0.782136018,.,1.834695637,0.25500308,-1.142834538,-0.801541379,-0.120005554,0.081835044,.,.,-0.459530088,0.485232714,-0.671712921,-0.657667122,0.039781314
YAR018C_oe,-1.201393994,0.366476318,0.642030453,0.09481965,-0.094110789,-0.693428921,0.207185007,0.113015947,0.063642577,-0.381121465,.,-1.238372397,0.587080666,0.167794198,0.358850684,1.639587803,0.261302182
YAR020C_oe,0.832882521,0.039300203,0.607872674,1.412813256,0.134811044,0.054889408,1.057342437,1.200650808,2.005301964,0.180545114,.,.,-0.782329666,1.428350104,0.477568875,-0.329949851,1.957420701
YAR023C_oe,1.085346267,1.494387686,2.887782952,-5.841575906,3.408275009,2.454734804,0.273656309,2.516215611,3.131088212,2.310643217,.,.,2.058551358,2.708916764,1.940328337,2.209594516,5.818631282
YAR027W_oe,0.070218461,1.94238733,1.360230198,0.455939574,0.487395348,-0.202424986,-0.901408533,0.519308884,1.167676833,1.22858726,.,0.400034914,0.39775479,0.232892443,1.44824449,0.063869954,1.186935887
YAR028W_oe,-0.553421769,2.348707467,-0.293044162,0.42889328,0.445225741,-0.59799236,0.523120326,1.092643635,0.897584368,-0.764134666,.,.,0.541474022,1.14043197,0.26937563,-0.769854511,-0.656828367
YAR029W_oe,-0.223882637,0.342699121,1.867537505,-6.698845529,0.794329081,0.702739087,-1.71876956,0.93725879,0.096232884,2.056697956,.,.,-0.214410392,0.220791451,1.532665401,-1.085882701,1.267526971
YAR030C_oe,-2.623754819,0.369523707,-2.940675577,-2.18340389,-2.507633332,0.563564097,-0.441872781,0.989522009,-0.359767299,-1.260412651,0.058385955,.,-2.438336388,1.034616993,0.198514998,-0.331842648,0.451950304
