ORF	hap a | growth (colony volume) | expression of the phospholipase A2 Atx [GAL] | Mattiazzi M~Petrovic U, 2010	hap a | growth (colony size) | expression of the phospholipase A2 Atx [GAL] | Mattiazzi M~Petrovic U, 2010
YJL004C	0.822	NaN
YJL006C	NaN	-1.000
YJL007C	1.005	NaN
YJL012C	0.944	NaN
YJL013C	1.207	NaN
YJL016W	0.625	NaN
YJL020C	0.533	NaN
YJL022W	0.730	NaN
YJL023C	0.880	NaN
YJL024C	0.881	NaN
YJL027C	1.088	NaN
YJL028W	1.025	NaN
YJL029C	0.652	NaN
YJL030W	1.189	NaN
YJL036W	1.044	NaN
YJL037W	1.252	NaN
YJL038C	0.907	NaN
YJL042W	0.876	NaN
YJL043W	0.724	NaN
YJL044C	0.867	NaN
YJL045W	1.022	NaN
YJL046W	0.761	NaN
YJL047C	0.963	NaN
YJL048C	1.068	NaN
YJL049W	1.004	NaN
YJL051W	0.931	NaN
YJL053W	0.821	NaN
YJL055W	1.106	NaN
YJL057C	0.776	NaN
YJL058C	1.320	NaN
YJL059W	0.980	NaN
YJL060W	0.900	NaN
YJL062W	1.595	NaN
YJL064W	0.956	NaN
YJL065C	1.231	NaN
YJL066C	1.053	NaN
YJL067W	1.000	NaN
YJL068C	1.051	NaN
YJL070C	1.320	NaN
YJL073W	1.134	NaN
YJL077C	1.060	-2.000
YJL078C	1.377	NaN
YJL079C	0.867	NaN
YJL082W	NaN	-1.000
YJL083W	0.895	NaN
YJL084C	1.138	NaN
YJL089W	0.878	NaN
YJL092W	1.127	NaN
YJL093C	1.149	NaN
YJL094C	0.826	NaN
YJL095W	1.369	NaN
YJL098W	0.528	NaN
YJL099W	0.654	-3.000
YJL100W	0.827	NaN
YJL101C	0.190	NaN
YJL103C	1.014	NaN
YJL105W	0.799	NaN
YJL106W	1.038	NaN
YJL107C	1.233	NaN
YJL108C	1.197	NaN
YJL110C	1.230	NaN
YJL112W	1.229	NaN
YJL115W	1.092	NaN
YJL116C	1.031	NaN
YJL117W	1.383	NaN
YJL119C	1.153	NaN
YJL120W	1.317	NaN
YJL121C	1.107	NaN
YJL122W	0.725	NaN
YJL123C	0.947	NaN
YJL124C	1.201	NaN
YJL126W	1.024	NaN
YJL128C	0.967	NaN
YJL130C	0.630	NaN
YJL131C	0.816	NaN
YJL132W	0.942	NaN
YJL133W	0.951	NaN
YJL135W	0.900	NaN
YJL136C	1.094	NaN
YJL137C	0.970	NaN
YJL138C	1.232	NaN
YJL139C	0.893	NaN
YJL140W	NaN	-3.000
YJL141C	0.798	NaN
YJL142C	0.820	NaN
YJL144W	0.884	NaN
YJL145W	1.277	NaN
YJL146W	1.065	NaN
YJL147C	0.468	NaN
YJL148W	0.429	NaN
YJL149W	0.798	NaN
YJL150W	0.838	NaN
YJL151C	0.740	NaN
YJL152W	0.803	NaN
YJL153C	0.983	NaN
YJL154C	0.807	NaN
YJL155C	0.902	NaN
YJL157C	1.033	NaN
YJL158C	1.164	NaN
YJL159W	1.082	NaN
YJL160C	0.843	NaN
YJL161W	0.884	NaN
YJL162C	0.805	NaN
YJL163C	1.000	NaN
YJL164C	0.932	NaN
YJL165C	0.676	NaN
YJL168C	0.638	NaN
YJL169W	0.910	NaN
YJL170C	0.750	NaN
YJL171C	0.713	NaN
YJL172W	1.268	NaN
YJL175W	0.845	NaN
YJL176C	0.681	NaN
YJL177W	0.794	NaN
YJL178C	0.735	NaN
YJL181W	1.053	NaN
YJL182C	0.816	NaN
YJL183W	0.801	NaN
YJL185C	1.203	NaN
YJL186W	1.431	NaN
YJL187C	0.936	NaN
YJL188C	0.823	NaN
YJL190C	0.947	NaN
YJL191W	1.466	NaN
YJL192C	1.032	NaN
YJL193W	0.699	NaN
YJL196C	1.087	NaN
YJL197W	1.173	NaN
YJL198W	1.321	NaN
YJL199C	0.549	NaN
YJL201W	0.881	NaN
YJL205C	1.211	NaN
YJL206C	1.053	NaN
YJL207C	0.967	NaN
YJL208C	0.750	-3.000
YJL210W	0.845	NaN
YJL211C	0.858	NaN
YJL212C	1.065	NaN
YJL213W	0.865	NaN
YJL214W	1.071	NaN
YJL215C	0.788	NaN
YJL216C	0.887	NaN
YJL217W	1.105	NaN
YJL218W	0.904	NaN
YJR001W	1.313	NaN
YJR003C	0.972	NaN
YJR005W	1.125	NaN
YJR008W	0.864	NaN
YJR009C	0.842	NaN
YJR010C-A	1.190	NaN
YJR010W	1.051	NaN
YJR011C	0.843	NaN
YJR014W	1.218	NaN
YJR015W	0.691	NaN
YJR019C	1.053	NaN
YJR020W	0.923	NaN
YJR021C	1.136	NaN
YJR024C	0.931	NaN
YJR025C	1.243	NaN
YJR026W	0.860	NaN
YJR030C	1.110	NaN
YJR031C	0.998	NaN
YJR032W	1.057	NaN
YJR033C	0.913	NaN
YJR034W	1.527	NaN
YJR035W	0.980	NaN
YJR036C	0.737	NaN
YJR037W	0.891	NaN
YJR038C	1.606	NaN
YJR039W	1.200	NaN
YJR040W	1.253	NaN
YJR043C	0.612	NaN
YJR044C	1.220	NaN
YJR047C	0.899	NaN
YJR048W	0.764	NaN
YJR049C	0.907	NaN
YJR050W	1.060	NaN
YJR051W	0.930	NaN
YJR052W	0.848	NaN
YJR053W	0.841	NaN
YJR054W	0.516	NaN
YJR058C	0.733	NaN
YJR059W	1.890	NaN
YJR060W	0.739	NaN
YJR061W	0.814	NaN
YJR062C	0.931	NaN
YJR066W	0.678	NaN
YJR069C	1.140	NaN
YJR070C	0.777	NaN
YJR073C	0.863	NaN
YJR074W	0.791	NaN
YJR075W	0.641	NaN
YJR077C	0.830	NaN
YJR078W	1.064	NaN
YJR079W	0.762	NaN
YJR080C	1.068	NaN
YJR082C	1.032	NaN
YJR083C	0.762	NaN
YJR084W	0.784	-1.000
YJR087W	1.012	NaN
YJR088C	0.995	NaN
YJR091C	0.993	NaN
YJR092W	0.774	NaN
YJR094C	1.168	NaN
YJR094W-A	1.406	NaN
YJR095W	1.328	NaN
YJR096W	0.841	NaN
YJR097W	0.733	NaN
YJR098C	0.919	NaN
YJR099W	1.117	NaN
YJR100C	0.954	NaN
YJR102C	NaN	-3.000
YJR103W	0.903	NaN
YJR106W	0.946	NaN
YJR107W	0.922	NaN
YJR108W	0.863	NaN
YJR110W	0.977	NaN
YJR111C	0.897	-3.000
YJR115W	0.889	NaN
YJR116W	0.954	NaN
YJR117W	0.689	-3.000
YJR118C	0.909	NaN
YJR119C	0.755	NaN
YJR120W	1.124	NaN
YJR121W	0.835	NaN
YJR124C	0.930	NaN
YJR125C	1.104	NaN
YJR126C	1.045	NaN
YJR127C	1.069	NaN
YJR128W	1.071	NaN
YJR129C	1.081	NaN
YJR130C	1.063	NaN
YJR131W	1.228	NaN
YJR133W	0.902	NaN
YJR134C	0.954	NaN
YJR135C	0.957	NaN
YJR137C	0.701	NaN
YJR139C	0.665	NaN
YJR140C	1.371	NaN
YJR142W	0.805	NaN
YJR145C	1.342	NaN
YJR146W	1.082	NaN
YJR147W	1.087	NaN
YJR148W	0.918	NaN
YJR149W	1.009	NaN
YJR150C	0.932	NaN
YJR152W	0.778	NaN
YJR153W	1.006	NaN
YJR154W	0.911	NaN
YKL001C	0.918	NaN
YKL005C	0.986	NaN
YKL006W	1.034	NaN
YKL007W	1.162	NaN
YKL008C	0.786	NaN
YKL009W	0.508	NaN
YKL010C	0.939	NaN
YKL015W	0.927	NaN
YKL017C	0.921	NaN
YKL020C	0.952	NaN
YKL023W	1.331	NaN
YKL025C	0.919	NaN
YKL026C	0.877	NaN
YKL027W	1.111	NaN
YKL029C	0.925	NaN
YKL030W	0.976	NaN
YKL031W	0.893	NaN
YKL032C	0.714	NaN
YKL033W-A	1.008	NaN
YKL034W	1.045	NaN
YKL037W	0.505	NaN
YKL038W	1.069	NaN
YKL039W	0.886	NaN
YKL040C	0.930	NaN
YKL041W	0.406	NaN
YKL043W	1.026	NaN
YKL044W	0.915	NaN
YKL046C	0.896	NaN
YKL047W	0.943	NaN
YKL048C	0.817	NaN
YKL050C	0.986	NaN
YKL051W	0.909	NaN
YKL053C-A	0.810	NaN
YKL053W	0.769	NaN
YKL055C	0.691	NaN
YKL056C	0.889	NaN
YKL061W	0.790	NaN
YKL062W	0.968	NaN
YKL063C	0.784	NaN
YKL064W	0.891	NaN
YKL065C	0.867	NaN
YKL066W	1.204	NaN
YKL067W	1.306	NaN
YKL068W	1.202	NaN
YKL069W	0.545	-1.000
YKL070W	0.997	NaN
YKL071W	0.833	NaN
YKL072W	0.899	NaN
YKL073W	1.125	NaN
YKL074C	0.773	NaN
YKL075C	0.896	NaN
YKL076C	0.891	NaN
YKL077W	0.663	NaN
YKL079W	0.980	NaN
YKL081W	0.720	NaN
YKL084W	0.894	NaN
YKL085W	0.951	NaN
YKL086W	1.224	NaN
YKL087C	0.602	NaN
YKL090W	0.987	NaN
YKL091C	0.905	NaN
YKL092C	0.771	NaN
YKL093W	0.785	NaN
YKL094W	1.236	NaN
YKL096W	1.037	NaN
YKL096W-A	0.940	NaN
YKL097C	0.908	NaN
YKL098W	0.897	NaN
YKL100C	1.070	NaN
YKL101W	0.709	NaN
YKL102C	1.180	NaN
YKL103C	1.374	NaN
YKL105C	0.993	NaN
YKL106W	1.128	NaN
YKL107W	0.784	NaN
YKL109W	0.905	NaN
YKL110C	0.516	NaN
YKL113C	0.629	NaN
YKL114C	0.913	NaN
YKL115C	0.832	NaN
YKL116C	0.888	NaN
YKL117W	0.712	NaN
YKL120W	1.231	-3.000
YKL121W	0.994	NaN
YKL123W	1.007	NaN
YKL124W	1.011	NaN
YKL127W	1.099	NaN
YKL128C	1.076	-3.000
YKL129C	0.780	NaN
YKL130C	0.936	NaN
YKL131W	0.767	NaN
YKL132C	0.856	NaN
YKL133C	1.086	NaN
YKL136W	1.174	-1.000
YKL137W	1.044	-1.000
YKL139W	0.532	NaN
YKL140W	0.808	NaN
YKL142W	0.875	NaN
YKL146W	0.884	NaN
YKL147C	0.979	NaN
YKL148C	0.861	NaN
YKL149C	0.896	NaN
YKL150W	1.168	NaN
YKL151C	1.132	NaN
YKL156W	0.969	NaN
YKL157W	1.040	NaN
YKL159C	0.968	NaN
YKL160W	0.767	-3.000
YKL161C	0.987	-3.000
YKL162C	0.653	NaN
YKL163W	0.987	NaN
YKL164C	0.957	NaN
YKL166C	0.811	-2.000
YKL167C	1.592	NaN
YKL168C	1.201	NaN
YKL171W	0.847	NaN
YKL174C	0.883	NaN
YKL175W	0.954	NaN
YKL176C	0.666	NaN
YKL177W	1.275	NaN
YKL178C	1.106	NaN
YKL179C	0.596	NaN
YKL183W	0.697	NaN
YKL185W	0.729	NaN
YKL187C	1.006	NaN
YKL188C	1.220	NaN
YKL190W	1.231	NaN
YKL191W	0.925	NaN
YKL197C	1.224	NaN
YKL198C	1.142	NaN
YKL201C	0.815	NaN
YKL202W	1.336	NaN
YKL204W	1.178	NaN
YKL205W	1.250	NaN
YKL206C	0.469	NaN
YKL207W	0.811	NaN
YKL208W	1.027	NaN
YKL211C	0.983	NaN
YKL212W	0.761	NaN
YKL213C	0.709	NaN
YKL214C	0.844	NaN
YKL215C	0.854	NaN
YKL216W	1.071	NaN
YKL217W	1.050	NaN
YKL218C	1.160	NaN
YKL220C	0.598	NaN
YKL221W	1.082	-2.000
YKL222C	0.995	NaN
YKR001C	0.300	-1.000
YKR003W	1.062	NaN
YKR005C	0.980	NaN
YKR007W	0.740	NaN
YKR009C	1.706	NaN
YKR010C	0.823	NaN
YKR011C	1.328	NaN
YKR012C	0.974	NaN
YKR013W	0.949	NaN
YKR014C	1.006	NaN
YKR015C	0.801	NaN
YKR016W	0.910	NaN
YKR017C	0.996	NaN
YKR018C	0.832	NaN
YKR019C	0.885	NaN
YKR020W	0.883	NaN
YKR021W	1.005	NaN
YKR023W	0.998	NaN
YKR024C	0.942	NaN
YKR026C	0.792	NaN
YKR027W	0.632	NaN
YKR028W	1.169	NaN
YKR029C	1.095	NaN
YKR030W	0.964	NaN
YKR031C	0.919	NaN
YKR032W	0.991	NaN
YKR033C	0.951	NaN
YKR034W	1.006	NaN
YKR035C	1.156	NaN
YKR035W-A	0.821	NaN
YKR036C	0.754	NaN
YKR039W	1.031	NaN
YKR040C	0.773	NaN
YKR041W	0.958	NaN
YKR042W	0.671	NaN
YKR043C	0.925	-1.000
YKR044W	0.841	NaN
YKR045C	1.091	NaN
YKR046C	0.928	NaN
YKR047W	1.033	NaN
YKR048C	0.835	NaN
YKR049C	0.736	NaN
YKR050W	0.959	NaN
YKR051W	0.773	NaN
YKR052C	0.945	NaN
YKR053C	0.499	NaN
YKR054C	0.761	NaN
YKR055W	0.938	NaN
YKR056W	0.717	NaN
YKR057W	0.699	NaN
YKR058W	1.016	NaN
YKR059W	2.077	NaN
YKR060W	1.023	-2.000
YKR061W	1.330	NaN
YKR064W	0.947	NaN
YKR065C	0.997	NaN
YKR066C	1.180	NaN
YKR067W	1.190	NaN
YKR069W	1.284	NaN
YKR070W	0.916	NaN
YKR072C	0.910	NaN
YKR074W	1.756	NaN
YKR076W	1.217	NaN
YKR077W	1.061	NaN
YKR078W	0.759	NaN
YKR080W	0.611	NaN
YKR084C	1.133	NaN
YKR087C	1.074	NaN
YKR088C	1.151	NaN
YKR089C	1.018	NaN
YKR090W	1.189	NaN
YKR091W	0.884	NaN
YKR092C	1.292	NaN
YKR093W	0.930	NaN
YKR094C	0.947	NaN
YKR095W	0.887	NaN
YKR096W	0.816	NaN
YKR097W	0.725	NaN
YKR098C	0.906	NaN
YKR099W	0.689	-3.000
YKR100C	0.842	NaN
YKR101W	0.948	NaN
YKR102W	1.136	NaN
YKR103W	1.193	NaN
YKR104W	0.941	NaN
YKR105C	1.080	NaN
YKR106W	0.628	NaN
YLL001W	0.760	NaN
YLL002W	0.744	NaN
YLL005C	0.844	NaN
YLL007C	0.623	NaN
YLL010C	0.967	NaN
YLL012W	1.222	NaN
YLL013C	1.306	NaN
YLL014W	0.894	NaN
YLL015W	1.033	NaN
YLL016W	0.981	NaN
YLL017W	1.076	NaN
YLL019C	1.059	NaN
YLL020C	0.972	NaN
YLL021W	0.875	NaN
YLL023C	1.156	NaN
YLL024C	0.920	NaN
YLL025W	1.102	NaN
YLL026W	1.039	NaN
YLL028W	0.654	NaN
YLL029W	0.955	NaN
YLL032C	1.215	NaN
YLL038C	0.841	NaN
YLL039C	0.511	NaN
YLL040C	0.699	NaN
YLL041C	1.052	NaN
YLL042C	0.658	NaN
YLL043W	0.906	NaN
YLL044W	0.969	NaN
YLL045C	0.872	-1.000
YLL046C	0.775	NaN
YLL047W	0.992	NaN
YLL048C	1.092	NaN
YLL049W	1.225	NaN
YLL051C	0.851	NaN
YLL052C	0.980	NaN
YLL053C	0.928	NaN
YLL054C	0.692	NaN
YLL055W	0.628	NaN
YLL056C	0.814	NaN
YLL057C	1.017	NaN
YLL058W	1.172	NaN
YLL059C	0.783	NaN
YLL060C	1.012	NaN
YLL061W	0.889	NaN
YLL062C	0.593	NaN
YLL063C	0.725	NaN
YLR001C	0.842	NaN
YLR003C	1.261	NaN
YLR004C	0.807	NaN
YLR006C	0.816	NaN
YLR011W	0.750	NaN
YLR012C	1.073	NaN
YLR013W	1.056	NaN
YLR014C	0.820	NaN
YLR015W	0.540	NaN
YLR016C	1.215	NaN
YLR017W	1.134	NaN
YLR018C	0.984	NaN
YLR019W	0.773	NaN
YLR020C	0.738	NaN
YLR021W	0.735	NaN
YLR023C	1.328	NaN
YLR024C	1.034	NaN
YLR028C	0.871	NaN
YLR030W	0.920	NaN
YLR031W	0.804	-3.000
YLR032W	0.784	NaN
YLR034C	0.884	NaN
YLR035C	0.752	NaN
YLR036C	0.706	NaN
YLR037C	1.049	NaN
YLR039C	0.683	NaN
YLR040C	1.301	NaN
YLR041W	0.906	NaN
YLR042C	1.011	NaN
YLR043C	0.694	NaN
YLR044C	0.683	NaN
YLR046C	0.739	NaN
YLR047C	1.105	NaN
YLR048W	0.804	NaN
YLR049C	1.013	-1.000
YLR050C	0.972	NaN
YLR053C	1.152	-3.000
YLR054C	1.061	NaN
YLR055C	1.390	NaN
YLR056W	1.150	NaN
YLR057W	0.836	NaN
YLR058C	0.819	NaN
YLR059C	0.935	NaN
YLR061W	1.158	NaN
YLR062C	1.150	NaN
YLR063W	0.945	NaN
YLR064W	0.896	NaN
YLR065C	0.948	NaN
YLR070C	1.000	NaN
YLR072W	1.002	NaN
YLR073C	0.831	NaN
YLR077W	1.187	NaN
YLR079W	1.393	NaN
YLR080W	0.780	NaN
YLR082C	1.084	NaN
YLR083C	0.997	NaN
YLR084C	1.120	NaN
YLR085C	0.720	NaN
YLR087C	1.152	NaN
YLR089C	0.872	NaN
YLR090W	0.919	NaN
YLR091W	1.069	NaN
YLR092W	0.883	NaN
YLR093C	1.139	NaN
YLR094C	0.972	NaN
YLR095C	0.964	NaN
YLR096W	0.859	NaN
YLR097C	0.859	NaN
YLR098C	0.866	NaN
YLR099C	0.840	NaN
YLR102C	1.511	NaN
YLR104W	0.807	-3.000
YLR107W	0.742	NaN
YLR108C	0.795	NaN
YLR109W	0.848	NaN
YLR110C	0.744	NaN
YLR111W	1.084	NaN
YLR112W	0.950	NaN
YLR113W	0.765	NaN
YLR114C	0.889	NaN
YLR118C	0.924	NaN
YLR119W	0.481	NaN
YLR120C	0.892	NaN
YLR121C	0.829	NaN
YLR122C	0.902	NaN
YLR123C	0.755	NaN
YLR124W	0.740	NaN
YLR125W	0.842	NaN
YLR126C	1.145	NaN
YLR128W	0.987	NaN
YLR130C	0.942	NaN
YLR131C	1.381	NaN
YLR133W	0.803	NaN
YLR134W	1.212	NaN
YLR135W	0.894	NaN
YLR136C	0.776	NaN
YLR137W	0.885	NaN
YLR138W	0.865	NaN
YLR142W	0.788	NaN
YLR143W	0.835	NaN
YLR144C	0.793	NaN
YLR146C	0.748	NaN
YLR149C	1.231	NaN
YLR150W	0.938	NaN
YLR151C	0.814	NaN
YLR152C	0.778	NaN
YLR154C	0.650	NaN
YLR164W	0.661	NaN
YLR165C	0.888	NaN
YLR168C	0.931	-3.000
YLR169W	0.892	NaN
YLR170C	0.838	NaN
YLR171W	0.850	NaN
YLR172C	0.825	NaN
YLR173W	0.917	NaN
YLR174W	0.961	NaN
YLR176C	0.594	NaN
YLR177W	1.135	-2.000
YLR178C	0.846	NaN
YLR179C	0.784	NaN
YLR180W	0.793	NaN
YLR181C	2.082	NaN
YLR183C	0.884	NaN
YLR184W	1.072	NaN
YLR185W	1.257	NaN
YLR187W	1.190	NaN
YLR188W	1.061	NaN
YLR189C	0.794	NaN
YLR190W	0.942	NaN
YLR191W	1.058	NaN
YLR192C	1.028	NaN
YLR193C	0.958	NaN
YLR194C	1.238	NaN
YLR199C	1.239	NaN
YLR200W	1.478	NaN
YLR205C	1.033	NaN
YLR206W	1.145	NaN
YLR207W	1.005	NaN
YLR209C	1.013	NaN
YLR210W	0.928	NaN
YLR211C	1.686	NaN
YLR213C	0.772	NaN
YLR214W	0.860	NaN
YLR216C	0.819	NaN
YLR217W	1.474	NaN
YLR219W	0.950	NaN
YLR220W	1.124	NaN
YLR221C	1.244	NaN
YLR224W	1.106	NaN
YLR225C	1.093	NaN
YLR227C	0.677	NaN
YLR228C	0.924	NaN
YLR231C	0.868	NaN
YLR232W	1.163	NaN
YLR233C	0.864	NaN
YLR234W	0.788	NaN
YLR235C	2.592	NaN
YLR236C	0.860	NaN
YLR237W	0.849	NaN
YLR238W	1.027	NaN
YLR239C	1.291	NaN
YLR241W	1.025	NaN
YLR242C	1.026	NaN
YLR246W	0.933	NaN
YLR247C	0.696	-1.000
YLR248W	1.156	NaN
YLR250W	0.880	NaN
YLR251W	1.009	NaN
YLR252W	0.866	NaN
YLR253W	1.112	NaN
YLR254C	1.363	NaN
YLR255C	0.930	NaN
YLR257W	0.892	NaN
YLR258W	0.813	NaN
YLR261C	0.979	NaN
YLR262C	0.999	NaN
YLR262C-A	1.717	NaN
YLR263W	0.641	NaN
YLR264W	3.126	NaN
YLR265C	0.849	NaN
YLR266C	0.938	NaN
YLR267W	0.946	NaN
YLR268W	0.969	NaN
YLR269C	0.913	NaN
YLR271W	0.829	-3.000
YLR273C	0.958	NaN
YLR278C	1.296	NaN
YLR279W	0.817	NaN
YLR280C	0.878	NaN
YLR281C	0.900	NaN
YLR282C	0.970	NaN
YLR283W	0.807	NaN
YLR284C	1.677	NaN
YLR285W	1.113	NaN
YLR286C	0.755	NaN
YLR287C	1.154	NaN
YLR287C-A	0.984	NaN
YLR289W	0.973	-1.000
YLR290C	1.118	NaN
YLR292C	1.923	NaN
YLR294C	0.976	NaN
YLR296W	1.021	NaN
YLR297W	0.865	NaN
YLR299W	0.929	NaN
YLR300W	1.133	NaN
YLR303W	0.976	NaN
YLR306W	0.936	NaN
YLR307W	1.247	NaN
YLR308W	1.358	NaN
YLR309C	1.586	NaN
YLR311C	0.976	NaN
YLR312C	0.892	NaN
YLR313C	0.990	NaN
YLR315W	0.934	NaN
YLR318W	0.942	NaN
YLR319C	0.937	NaN
YLR324W	1.211	-1.000
YLR325C	0.944	NaN
YLR326W	0.926	NaN
YLR327C	1.036	NaN
YLR328W	1.109	NaN
YLR329W	1.263	NaN
YLR330W	0.523	NaN
YLR332W	1.010	NaN
YLR333C	1.237	NaN
YLR334C	1.207	NaN
YLR335W	0.978	NaN
YLR341W	1.996	-1.000
YLR342W	1.659	NaN
YLR343W	1.072	NaN
YLR344W	1.196	-3.000
YLR345W	0.873	NaN
YLR346C	0.752	NaN
YLR348C	0.839	NaN
YLR349W	1.707	NaN
YLR350W	0.749	NaN
YLR351C	0.779	NaN
YLR352W	0.943	NaN
YLR353W	0.812	NaN
YLR354C	0.788	NaN
YLR356W	0.732	NaN
YLR357W	2.110	NaN
YLR360W	0.917	NaN
YLR361C	0.908	NaN
YLR363C	0.788	NaN
YLR364W	0.754	NaN
YLR365W	0.759	NaN
YLR366W	0.763	NaN
YLR367W	1.001	NaN
YLR368W	0.988	NaN
YLR370C	0.743	NaN
YLR372W	0.949	NaN
YLR373C	2.707	NaN
YLR374C	1.556	NaN
YLR375W	1.038	NaN
YLR376C	0.866	-1.000
YLR377C	1.153	NaN
YLR380W	1.228	NaN
YLR381W	0.819	NaN
YLR384C	0.853	NaN
YLR385C	1.032	NaN
YLR386W	1.033	NaN
YLR387C	0.986	NaN
YLR388W	1.100	NaN
YLR389C	1.104	NaN
YLR390W	1.035	NaN
YLR390W-A	1.119	NaN
YLR392C	1.265	NaN
YLR394W	0.983	NaN
YLR395C	0.685	NaN
YLR398C	0.906	NaN
YLR400W	0.878	NaN
YLR401C	0.622	NaN
YLR402W	0.934	NaN
YLR404W	0.812	NaN
YLR405W	0.830	NaN
YLR406C	1.044	NaN
YLR407W	0.931	NaN
YLR408C	1.004	NaN
YLR410W	0.484	NaN
YLR412W	1.015	NaN
YLR413W	1.022	NaN
YLR414C	0.873	NaN
YLR415C	0.979	NaN
YLR416C	1.061	NaN
YLR418C	0.539	NaN
YLR420W	0.980	NaN
YLR421C	1.011	NaN
YLR422W	0.824	NaN
YLR423C	1.049	NaN
YLR425W	2.605	NaN
YLR426W	0.910	NaN
YLR427W	0.981	NaN
YLR428C	1.136	NaN
YLR429W	1.378	NaN
YLR431C	1.462	NaN
YLR432W	1.201	NaN
YLR433C	1.182	NaN
YLR434C	0.984	NaN
YLR435W	0.929	NaN
YLR436C	0.905	NaN
YLR437C	1.112	NaN
YLR438W	0.997	NaN
YLR441C	1.360	NaN
YLR443W	1.126	NaN
YLR444C	1.140	NaN
YLR445W	0.782	NaN
YLR446W	1.138	NaN
YLR448W	1.558	NaN
YLR449W	1.027	NaN
YLR450W	0.905	NaN
YLR451W	1.004	NaN
YLR452C	1.140	NaN
YLR453C	1.060	NaN
YLR454W	1.085	NaN
YLR455W	1.173	NaN
YLR456W	0.786	NaN
YLR460C	1.011	NaN
YLR461W	1.013	NaN
YML001W	0.564	NaN
YML002W	1.347	NaN
YML003W	0.545	NaN
YML004C	1.093	NaN
YML005W	1.064	NaN
YML006C	0.941	-2.000
YML007W	1.216	NaN
YML008C	1.494	NaN
YML009C	1.098	NaN
YML009C-A	1.057	NaN
YML011C	1.254	NaN
YML012C-A	0.936	NaN
YML012W	1.101	NaN
YML013W	1.051	NaN
YML016C	1.186	NaN
YML017W	0.726	NaN
YML018C	1.549	NaN
YML019W	1.274	NaN
YML020W	1.111	NaN
YML021C	1.056	NaN
YML022W	1.078	NaN
YML026C	1.481	NaN
YML027W	1.009	NaN
YML028W	0.899	NaN
YML029W	0.941	NaN
YML030W	1.210	NaN
YML032C	1.554	NaN
YML034C-A	0.944	NaN
YML034W	1.119	NaN
YML035C	0.936	NaN
YML036W	0.760	NaN
YML037C	0.753	NaN
YML038C	1.182	NaN
YML041C	0.650	NaN
YML042W	1.167	NaN
YML047C	1.071	NaN
YML047W-A	1.273	NaN
YML048W	0.576	NaN
YML050W	0.587	NaN
YML051W	1.170	NaN
YML052W	0.986	NaN
YML053C	1.258	NaN
YML054C	0.792	NaN
YML055W	0.932	NaN
YML056C	0.934	NaN
YML057C-A	0.816	NaN
YML057W	1.351	NaN
YML058W	1.407	NaN
YML059C	0.502	NaN
YML060W	0.716	NaN
YML062C	0.684	NaN
YML063W	0.970	NaN
YML066C	1.049	-3.000
YML067C	0.760	NaN
YML068W	1.033	NaN
YML070W	1.206	NaN
YML071C	0.867	NaN
YML072C	0.935	NaN
YML074C	1.097	NaN
YML075C	1.029	NaN
YML076C	1.121	NaN
YML081C-A	1.132	NaN
YML090W	0.688	NaN
YML094W	0.965	NaN
YML095C	1.348	NaN
YML096W	0.971	NaN
YML097C	0.953	NaN
YML099C	1.107	NaN
YML099W-A	1.203	NaN
YML100W	0.910	NaN
YML101C	1.029	NaN
YML101C-A	1.100	NaN
YML102W	1.026	NaN
YML103C	1.382	NaN
YML104C	0.902	NaN
YML106W	1.267	NaN
YML107C	0.755	NaN
YML108W	0.934	NaN
YML109W	1.080	NaN
YML111W	1.191	NaN
YML112W	1.297	NaN
YML113W	1.140	NaN
YML116W	1.015	NaN
YML116W-A	1.028	NaN
YML117W	0.771	NaN
YML118W	1.040	NaN
YML119W	1.346	NaN
YML120C	1.085	NaN
YML121W	1.182	NaN
YML122C	1.450	NaN
YML123C	0.885	NaN
YML124C	1.025	NaN
YML128C	1.964	NaN
YML131W	1.238	NaN
YMR002W	0.965	NaN
YMR003W	0.920	NaN
YMR004W	0.895	NaN
YMR006C	1.046	NaN
YMR007W	1.288	NaN
YMR008C	1.157	NaN
YMR009W	0.699	NaN
YMR010W	0.874	-3.000
YMR011W	1.188	NaN
YMR012W	0.967	NaN
YMR015C	1.389	NaN
YMR016C	0.857	NaN
YMR017W	0.934	NaN
YMR018W	1.257	NaN
YMR019W	0.902	NaN
YMR020W	1.047	NaN
YMR021C	NaN	-3.000
YMR022W	1.149	NaN
YMR023C	0.515	NaN
YMR025W	1.247	NaN
YMR026C	1.129	NaN
YMR027W	1.235	NaN
YMR029C	1.045	NaN
YMR030W	0.867	NaN
YMR031C	0.816	NaN
YMR031W-A	1.386	NaN
YMR034C	1.007	NaN
YMR035W	1.178	NaN
YMR036C	1.101	NaN
YMR037C	0.755	NaN
YMR039C	1.369	NaN
YMR040W	1.085	NaN
YMR041C	1.231	NaN
YMR042W	1.130	-3.000
YMR044W	0.818	NaN
YMR048W	1.461	NaN
YMR052C-A	1.167	NaN
YMR052W	0.884	NaN
YMR053C	1.507	NaN
YMR054W	0.964	NaN
YMR055C	1.035	NaN
YMR056C	1.135	-3.000
YMR057C	1.202	NaN
YMR058W	1.132	NaN
YMR060C	0.672	NaN
YMR062C	NaN	-3.000
YMR063W	0.995	NaN
YMR065W	0.984	NaN
YMR067C	0.975	NaN
