orf	hap a | growth (culture turbidity) | zymolyase [30 U/ml] | YPD | Garcia R~Arroyo J, 2015	hap a | growth (spot assay) | Congo Red [50 ug/ml] | YPD | García R~Arroyo J, 2015	hap a | growth (culture turbidity) | caspofungin [10-30 ng/ml] | YPD | Garcia R~Arroyo J, 2015	hap a | growth (culture turbidity) | caspofungin [60-120 ng/ml] | YPD | Garcia R~Arroyo J, 2015
YBL079W	0.861595547309833	0.0	0.0	0.0
YBL080C	1.0144712430426714	0.0	0.0	0.0
YBL081W	0.9543599257884972	0.0	0.0	0.0
YBL082C	1.032282003710575	0.0	0.0	0.0
YBL083C	0.6753246753246753	0.0	0.0	0.0
YBL085W	1.115398886827458	0.0	0.0	0.0
YBL086C	1.1465677179962892	0.0	0.0	0.0
YBL087C	1.0545454545454545	0.0	0.0	0.0
YBL088C	1.1539888682745825	0.0	0.0	0.0
YBL089W	0.9424860853432281	0.0	0.0	0.0
YBL090W	1.1057513914656771	0.0	0.0	0.0
YBL091C	1.1443413729128014	0.0	0.0	0.0
YBL091C-A	1.1027829313543598	0.0	0.0	0.0
YBL093C	0.07569573283858996	-2.0	-2.0	0.0
YBL094C	0.07421150278293136	0.0	-3.0	0.0
YBL095W	1.0857142857142856	0.0	0.0	0.0
YBL096C	1.1421150278293133	0.0	0.0	0.0
YBL098W	1.1413729128014842	0.0	0.0	0.0
YBL099W	1.122077922077922	0.0	0.0	0.0
YBL100C	1.1035250463821893	0.0	0.0	0.0
YBL101C	1.1443413729128014	0.0	0.0	0.0
YBL102W	1.1398886827458254	0.0	0.0	0.0
YBL103C	1.1020408163265305	0.0	0.0	0.0
YBL104C	1.1050092764378479	0.0	0.0	0.0
YBL106C	1.1139146567717995	0.0	0.0	0.0
YBL107C	1.115398886827458	0.0	0.0	0.0
YBR001C	1.1191094619666047	0.0	0.0	0.0
YBR003W	1.0664192949907234	0.0	0.0	0.0
YBR005W	1.119851576994434	0.0	0.0	0.0
YBR006W	1.1205936920222634	0.0	0.0	0.0
YBR007C	1.1183673469387754	0.0	0.0	0.0
YBR008C	1.0790352504638216	0.0	0.0	0.0
YBR009C	1.0337662337662337	0.0	0.0	0.0
YBR010W	1.0901669758812615	0.0	0.0	0.0
YBR012C	1.0812615955473097	0.0	0.0	0.0
YBR013C	1.0953617810760667	0.0	0.0	0.0
YBR014C	1.0768089053803338	0.0	0.0	0.0
YBR015C	1.0337662337662337	-3.0	0.0	0.0
YBR016W	1.1235621521335806	0.0	0.0	0.0
YBR018C	1.077551020408163	0.0	0.0	0.0
YBR019C	1.1087198515769943	0.0	0.0	0.0
YBR020W	1.0890538033395176	0.0	0.0	0.0
YBR021W	0.9677179962894248	0.0	0.0	0.0
YBR022W	1.119851576994434	0.0	0.0	0.0
YBR023C	0.6753246753246753	0.0	-2.0	0.0
YBR024W	1.122077922077922	0.0	0.0	0.0
YBR025C	1.0760667903525045	0.0	0.0	0.0
YBR026C	0.8467532467532467	0.0	0.0	1.0
YBR027C	1.131725417439703	0.0	0.0	0.0
YBR028C	1.1213358070500925	0.0	0.0	0.0
YBR030W	1.1131725417439702	0.0	0.0	0.0
YBR031W	1.1369202226345083	0.0	0.0	0.0
YBR032W	1.1213358070500925	0.0	0.0	0.0
YBR033W	1.1094619666048238	0.0	0.0	0.0
YBR034C	1.127272727272727	0.0	0.0	0.0
YBR035C	1.0523191094619664	0.0	-3.0	0.0
YBR036C	1.1168831168831166	0.0	0.0	1.0
YBR037C	1.100556586270872	0.0	0.0	0.0
YBR040W	1.1443413729128014	0.0	0.0	0.0
YBR041W	1.131725417439703	0.0	0.0	0.0
YBR042C	1.1228200371057513	0.0	0.0	0.0
YBR043C	1.1361781076066788	0.0	0.0	0.0
YBR044C	1.0983302411873839	0.0	0.0	0.0
YBR045C	1.107977736549165	0.0	0.0	0.0
YBR046C	1.110204081632653	0.0	0.0	0.0
YBR047W	1.0812615955473097	0.0	0.0	0.0
YBR048W	1.051576994434137	-1.0	0.0	1.0
YBR050C	1.1020408163265305	0.0	0.0	0.0
YBR051W	1.1035250463821893	0.0	0.0	0.0
YBR052C	1.1057513914656771	0.0	0.0	0.0
YBR053C	1.1183673469387754	0.0	0.0	0.0
YBR054W	1.1035250463821893	0.0	0.0	0.0
YBR056W	1.0990723562152134	0.0	0.0	0.0
YBR057C	1.0530612244897959	0.0	0.0	0.0
YBR058C	1.082003710575139	0.0	0.0	0.0
YBR059C	0.9862708719851576	0.0	0.0	0.0
YBR061C	1.084230055658627	0.0	0.0	0.0
YBR062C	1.0990723562152134	0.0	0.0	0.0
YBR063C	1.100556586270872	0.0	0.0	0.0
YBR064W	1.0834879406307976	0.0	0.0	0.0
YBR065C	1.1064935064935064	0.0	0.0	0.0
YBR066C	1.1146567717996287	0.0	0.0	0.0
YBR067C	1.1168831168831166	0.0	0.0	0.0
YBR068C	1.1332096474953617	0.0	0.0	0.0
YBR069C	0.2256029684601113	0.0	0.0	0.0
YBR071W	1.1406307977736547	0.0	0.0	1.0
YBR072W	1.086456400742115	0.0	0.0	0.0
YBR073W	1.127272727272727	0.0	0.0	0.0
YBR074W	1.1293135435992578	0.0	0.0	0.0
YBR076W	1.1235621521335806	0.0	0.0	0.0
YBR077C	1.1243042671614099	0.0	0.0	0.0
YBR078W	0.22337662337662334	0.0	0.0	0.0
YBR081C	0.5818181818181818	0.0	0.0	0.0
YBR082C	1.0478664192949905	0.0	0.0	0.0
YBR083W	1.0649350649350648	0.0	0.0	0.0
YBR084C-A	1.0137291280148422	0.0	0.0	0.0
YBR084W	1.1250463821892391	0.0	0.0	0.0
YBR085W	1.1116883116883116	0.0	-1.0	0.0
YBR089C-A	1.015213358070501	0.0	0.0	0.0
YBR090C	1.1213358070500925	0.0	0.0	0.0
YBR092C	0.9981447124304266	0.0	0.0	0.0
YBR093C	0.8719851576994434	-1.0	0.0	0.0
YBR094W	0.932838589981447	0.0	0.0	0.0
YBR095C	0.8979591836734693	0.0	0.0	0.0
YBR097W	0.10166975881261596	-2.0	0.0	0.0
YBR098W	1.0554730983302412	0.0	0.0	0.0
YBR099C	1.1064935064935064	0.0	0.0	0.0
YBR101C	0.07940630797773654	-2.0	0.0	0.0
YBR103W	0.9588126159554731	0.0	0.0	0.0
YBR104W	0.9313543599257883	0.0	0.0	0.0
YBR105C	0.9640074211502782	0.0	0.0	1.0
YBR106W	0.9128014842300556	0.0	-2.0	0.0
YBR107C	1.0530612244897959	0.0	0.0	0.0
YBR108W	1.0597402597402596	0.0	0.0	0.0
YBR111C	1.0671614100185527	0.0	0.0	0.0
YBR112C	0.07198515769944341	0.0	-2.0	0.0
YBR113W	1.1027829313543598	0.0	0.0	0.0
YBR114W	0.996660482374768	0.0	0.0	0.0
YBR115C	0.9855287569573283	0.0	0.0	0.0
YBR116C	1.0753246753246752	0.0	0.0	0.0
YBR119W	0.9699443413729126	0.0	0.0	0.0
YBR120C	1.0241187384044526	0.0	0.0	0.0
YBR121C	1.100556586270872	0.0	0.0	0.0
YBR122C	0.9840445269016697	0.0	0.0	0.0
YBR125C	1.0582560296846009	0.0	0.0	0.0
YBR126C	0.9959183673469387	0.0	0.0	0.0
YBR127C	0.2471243042671614	0.0	-2.0	0.0
YBR128C	0.9551020408163263	0.0	0.0	0.0
YBR129C	1.020408163265306	0.0	0.0	0.0
YBR130C	1.0552875695732837	0.0	0.0	0.0
YBR131W	1.1191094619666047	0.0	0.0	0.0
YBR132C	0.9654916512059369	0.0	0.0	0.0
YBR133C	0.9833024118738403	-1.0	-1.0	0.0
YBR134W	1.0589981447124304	0.0	0.0	0.0
YBR137W	1.1191094619666047	0.0	0.0	0.0
YBR138C	0.9840445269016697	0.0	0.0	0.0
YBR139W	0.9996289424860852	-1.0	0.0	0.0
YBR141C	0.9736549165120593	0.0	0.0	0.0
YBR144C	1.0753246753246752	0.0	0.0	0.0
YBR145W	0.9922077922077921	0.0	0.0	0.0
YBR146W	1.1168831168831166	0.0	0.0	0.0
YBR147W	1.0946196660482375	0.0	0.0	0.0
YBR148W	1.0901669758812615	0.0	0.0	0.0
YBR149W	1.126530612244898	0.0	0.0	0.0
YBR150C	0.9795918367346939	0.0	0.0	0.0
YBR151W	0.9513914656771799	0.0	0.0	0.0
YBR156C	1.0293135435992578	0.0	0.0	0.0
YBR157C	1.0975881261595546	0.0	0.0	0.0
YBR158W	1.0538033395176252	0.0	0.0	0.0
YBR159W	1.0315398886827456	0.0	0.0	0.0
YBR161W	1.072356215213358	0.0	0.0	0.0
YBR162C	1.0500927643784785	-1.0	0.0	0.0
YBR162W-A	1.1332096474953617	0.0	0.0	0.0
YBR163W	1.127272727272727	0.0	0.0	0.0
YBR164C	1.115398886827458	0.0	0.0	0.0
YBR165W	1.089424860853432	0.0	0.0	0.0
YBR166C	1.0857142857142856	0.0	0.0	0.0
YBR168W	0.6894248608534322	0.0	0.0	0.0
YBR169C	1.0018552875695732	0.0	0.0	0.0
YBR170C	1.110204081632653	0.0	0.0	0.0
YBR171W	0.06382189239332095	-3.0	0.0	0.0
YBR172C	1.133951762523191	0.0	0.0	0.0
YBR173C	0.5461966604823747	0.0	0.0	0.0
YBR174C	1.0730983302411872	0.0	0.0	0.0
YBR175W	1.0671614100185527	0.0	0.0	0.0
YBR176W	1.1324675324675324	0.0	0.0	0.0
YBR177C	1.133951762523191	0.0	0.0	0.0
YBR178W	1.133951762523191	0.0	0.0	0.0
YBR179C	1.1139146567717995	0.0	0.0	0.0
YBR180W	1.1398886827458254	0.0	0.0	0.0
YBR181C	1.1094619666048238	0.0	0.0	0.0
YBR182C	1.1473098330241187	0.0	0.0	0.0
YBR183W	1.1376623376623374	0.0	0.0	0.0
YBR184W	1.1205936920222634	0.0	0.0	0.0
YBR185C	1.0538033395176252	0.0	0.0	0.0
YBR186W	1.0619666048237475	0.0	0.0	0.0
YBR187W	1.0627087198515768	0.0	0.0	0.0
YBR188C	1.09165120593692	0.0	0.0	0.0
YBR189W	0.7384044526901669	0.0	0.0	0.0
YBR191W	0.3458256029684601	-3.0	0.0	0.0
YBR194W	1.0174397031539888	0.0	0.0	0.0
YBR195C	1.089424860853432	0.0	0.0	0.0
YBR197C	1.0330241187384042	0.0	0.0	0.0
YBR199W	0.9892393320964749	0.0	0.0	0.0
YBR200W	0.27977736549165116	0.0	-2.0	0.0
YBR201W	1.0923933209647494	0.0	0.0	0.0
YBR203W	1.1072356215213357	0.0	0.0	0.0
YBR204C	1.0857142857142856	0.0	0.0	0.0
YBR205W	1.1042671614100183	0.0	0.0	0.0
YBR206W	1.1027829313543598	0.0	0.0	0.0
YBR207W	1.1213358070500925	0.0	0.0	0.0
YBR208C	1.129499072356215	0.0	0.0	0.0
YBR209W	1.0493506493506493	0.0	0.0	0.0
YBR210W	1.060482374768089	0.0	0.0	0.0
YBR212W	1.0649350649350648	0.0	0.0	0.0
YBR213W	1.084230055658627	0.0	0.0	0.0
YBR214W	1.117625231910946	0.0	0.0	0.0
YBR215W	1.112430426716141	0.0	0.0	0.0
YBR216C	1.0849721706864563	0.0	0.0	0.0
YBR217W	1.129499072356215	0.0	0.0	0.0
YBR218C	1.1012987012987012	0.0	0.0	0.0
YBR219C	1.1109461966604823	0.0	0.0	0.0
YBR220C	1.1116883116883116	0.0	0.0	0.0
YBR221C	1.0582560296846009	0.0	0.0	0.0
YBR222C	1.0708719851576993	0.0	0.0	0.0
YBR223C	0.9543599257884972	0.0	0.0	0.0
YBR224W	1.0738404452690167	0.0	0.0	0.0
YBR225W	1.115398886827458	0.0	0.0	0.0
YBR226C	1.0805194805194804	0.0	0.0	0.0
YBR227C	1.1020408163265305	0.0	0.0	0.0
YBR228W	1.1287569573283858	0.0	0.0	0.0
YBR229C	1.093135435992579	0.0	0.0	0.0
YBR230C	1.086456400742115	0.0	0.0	0.0
YBR231C	1.1517625231910946	-3.0	0.0	0.0
YBR232C	0.8170686456400741	0.0	0.0	0.0
YBR233W	1.044155844155844	0.0	0.0	0.0
YBR235W	1.0582560296846009	0.0	0.0	0.0
YBR238C	1.112430426716141	0.0	0.0	0.0
YBR239C	1.0664192949907234	0.0	0.0	0.0
YBR240C	1.1131725417439702	0.0	0.0	0.0
YBR241C	1.1057513914656771	0.0	0.0	0.0
YBR242W	1.082003710575139	0.0	0.0	0.0
YBR244W	1.1109461966604823	0.0	0.0	0.0
YBR245C	1.100556586270872	0.0	0.0	0.0
YBR246W	0.8667903525046381	0.0	0.0	0.0
YBR248C	1.0411873840445267	0.0	0.0	0.0
YBR249C	1.077551020408163	0.0	0.0	0.0
YBR250W	1.0968460111317253	0.0	0.0	0.0
YBR251W	1.084230055658627	0.0	0.0	0.0
YBR255W	1.0582560296846009	0.0	0.0	0.0
YBR258C	1.131725417439703	0.0	0.0	0.0
YBR259W	1.1131725417439702	0.0	0.0	0.0
YBR260C	1.0582560296846009	0.0	0.0	0.0
YBR261C	1.1473098330241187	0.0	0.0	0.0
YBR262C	1.1510204081632651	0.0	0.0	0.0
YBR263W	1.1398886827458254	0.0	0.0	0.0
YBR264C	1.1309833024118738	0.0	0.0	0.0
YBR266C	1.001113172541744	-3.0	0.0	0.0
YBR267W	0.48089053803339515	0.0	0.0	0.0
YBR268W	1.0901669758812615	0.0	0.0	0.0
YBR269C	1.126530612244898	0.0	0.0	0.0
YBR270C	1.0144712430426714	0.0	0.0	0.0
YBR271W	1.1487940630797773	0.0	0.0	0.0
YBR272C	0.9781076066790352	0.0	0.0	0.0
YBR273C	1.1443413729128014	0.0	0.0	0.0
YBR274W	1.1332096474953617	0.0	0.0	0.0
YBR275C	1.0508348794063078	0.0	0.0	0.0
YBR276C	0.9788497217068645	-3.0	0.0	0.0
YBR277C	1.0871985157699442	0.0	0.0	0.0
YBR278W	1.0730983302411872	0.0	0.0	0.0
YBR279W	0.8296846011131725	-2.0	-1.0	0.0
YBR280C	1.0048237476808906	0.0	0.0	0.0
YBR281C	1.0270871985157697	0.0	0.0	0.0
YBR282W	0.996660482374768	0.0	0.0	0.0
YBR283C	1.0619666048237475	0.0	0.0	0.0
YBR284W	1.0649350649350648	0.0	0.0	0.0
YBR285W	1.088682745825603	0.0	0.0	0.0
YBR286W	0.8393320964749535	0.0	0.0	0.0
YBR287W	0.9884972170686456	0.0	0.0	0.0
YBR288C	0.8935064935064934	0.0	-1.0	0.0
YBR289W	0.82152133580705	0.0	0.0	0.0
YBR290W	1.1012987012987012	0.0	-2.0	0.0
YBR291C	1.0790352504638216	0.0	0.0	0.0
YBR292C	1.0812615955473097	0.0	0.0	0.0
YBR293W	1.126530612244898	0.0	0.0	0.0
YBR294W	0.9743970315398885	0.0	0.0	0.0
YBR295W	1.09165120593692	0.0	0.0	0.0
YBR296C	1.1257884972170684	0.0	0.0	0.0
YBR297W	1.0812615955473097	0.0	0.0	0.0
YBR298C	1.0612244897959182	0.0	0.0	0.0
YBR299W	1.0857142857142856	0.0	0.0	0.0
YBR300C	1.0923933209647494	0.0	0.0	0.0
YBR301W	0.9892393320964749	0.0	0.0	0.0
YCL001W	0.8771799628942485	0.0	0.0	0.0
YCL001W-A	1.0664192949907234	0.0	0.0	0.0
YCL002C	1.1324675324675324	0.0	0.0	0.0
YCL005W	1.0337662337662337	0.0	0.0	0.0
YCL006C	1.0263450834879406	0.0	0.0	0.0
YCL007C	0.08385899814471243	0.0	0.0	0.0
YCL008C	0.7554730983302411	0.0	0.0	0.0
YCL009C	1.122077922077922	0.0	0.0	0.0
YCL010C	1.127272727272727	0.0	0.0	0.0
YCL011C	1.1384044526901669	0.0	0.0	0.0
YCL013W	1.1213358070500925	0.0	0.0	0.0
YCL014W	1.1161410018552875	0.0	0.0	0.0
YCL016C	1.004081632653061	0.0	0.0	0.0
YCL022C	0.9113172541743969	0.0	0.0	0.0
YCL023C	1.01595547309833	0.0	0.0	0.0
YCL024W	1.126530612244898	0.0	0.0	0.0
YCL025C	1.1087198515769943	0.0	0.0	0.0
YCL026C	1.0070500927643784	0.0	0.0	0.0
YCL026C-A	0.9974025974025974	0.0	0.0	0.0
YCL027W	1.0812615955473097	0.0	0.0	0.0
YCL028W	1.1146567717996287	0.0	0.0	0.0
YCL029C	1.1012987012987012	0.0	0.0	0.0
YCL030C	1.1213358070500925	0.0	0.0	0.0
YCL032W	0.06382189239332095	0.0	0.0	0.0
YCL033C	1.034508348794063	0.0	0.0	0.0
YCL034W	1.1243042671614099	0.0	0.0	0.0
YCL035C	0.9120593692022262	0.0	0.0	0.0
YCL036W	1.032282003710575	0.0	0.0	0.0
YCL037C	1.0582560296846009	0.0	0.0	0.0
YCL038C	0.8942486085343228	0.0	0.0	0.0
YCL039W	1.1161410018552875	0.0	0.0	0.0
YCL040W	1.0812615955473097	0.0	0.0	0.0
YCL042W	1.115398886827458	0.0	0.0	0.0
YCL044C	1.1309833024118738	0.0	0.0	0.0
YCL045C	1.1287569573283858	0.0	0.0	0.0
YCL046W	1.1257884972170684	0.0	0.0	0.0
YCL047C	1.1473098330241187	0.0	0.0	0.0
YCL048W	1.1235621521335806	0.0	0.0	0.0
YCL049C	1.1205936920222634	0.0	0.0	0.0
YCL050C	1.046382189239332	0.0	0.0	0.0
YCL051W	1.1139146567717995	0.0	0.0	0.0
YCL055W	1.1146567717996287	0.0	0.0	0.0
YCL056C	1.0664192949907234	0.0	0.0	0.0
YCL057W	1.133951762523191	0.0	0.0	0.0
YCL058C	0.6486085343228198	0.0	0.0	0.0
YCL061C	0.9922077922077921	0.0	0.0	1.0
YCL063W	1.0834879406307976	0.0	0.0	0.0
YCL064C	1.107977736549165	0.0	0.0	0.0
YCL069W	1.1168831168831166	0.0	0.0	0.0
YCL074W	0.8148423005565861	0.0	0.0	0.0
YCL075W	0.8207792207792206	0.0	0.0	0.0
YCL076W	0.8207792207792206	0.0	0.0	0.0
YCR001W	1.093135435992579	0.0	0.0	0.0
YCR002C	0.2552875695732838	0.0	0.0	0.0
YCR003W	1.0664192949907234	0.0	0.0	0.0
YCR004C	1.0641929499072356	0.0	0.0	0.0
YCR005C	1.0990723562152134	0.0	0.0	0.0
YCR006C	1.1050092764378479	0.0	0.0	0.0
YCR007C	1.044155844155844	0.0	0.0	0.0
YCR008W	1.07012987012987	0.0	0.0	0.0
YCR009C	0.2211502782931354	0.0	0.0	0.0
YCR010C	0.9929499072356215	0.0	0.0	0.0
YCR011C	0.9677179962894248	0.0	0.0	0.0
YCR014C	1.14582560296846	0.0	0.0	0.0
YCR015C	1.1443413729128014	0.0	0.0	0.0
YCR016W	1.1406307977736547	0.0	0.0	0.0
YCR017C	1.074582560296846	0.0	0.0	0.0
YCR019W	1.0567717996289423	0.0	0.0	0.0
YCR020C	1.1369202226345083	0.0	0.0	0.0
YCR020C-A	1.127272727272727	0.0	0.0	0.0
YCR020W-B	0.08089053803339517	-3.0	-2.0	0.0
YCR021C	1.1443413729128014	0.0	0.0	0.0
YCR022C	1.086456400742115	0.0	0.0	0.0
YCR023C	1.126530612244898	0.0	0.0	0.0
YCR024C	1.020408163265306	0.0	0.0	0.0
YCR024C-A	1.0812615955473097	0.0	0.0	0.0
YCR025C	1.0649350649350648	0.0	0.0	0.0
YCR026C	0.9729128014842299	0.0	0.0	0.0
YCR027C	1.1050092764378479	0.0	0.0	0.0
YCR028C	1.093135435992579	0.0	-3.0	0.0
YCR028C-A	0.9721706864564007	-2.0	0.0	0.0
YCR030C	0.9862708719851576	0.0	0.0	0.0
YCR031C	1.1213358070500925	0.0	0.0	0.0
YCR032W	0.9840445269016697	0.0	0.0	0.0
YCR033W	1.020408163265306	0.0	0.0	0.0
YCR034W	1.0664192949907234	0.0	0.0	1.0
YCR036W	1.100556586270872	0.0	0.0	0.0
YCR037C	1.008534322820037	0.0	0.0	0.0
YCR043C	1.110204081632653	0.0	0.0	0.0
YCR044C	0.8935064935064934	0.0	0.0	0.0
YCR045C	1.1131725417439702	0.0	0.0	0.0
YCR046C	1.0352504638218922	0.0	0.0	0.0
