ORF	hap alpha | growth (culture turbidity) | Upshock (2-(N-morpholino)ethanesulfonic acid [20 mM], ethylene glycol bis(2-aminoethyl)tetraacetic acid [20 mM], sodium chloride [4 M]) | Loukin S~Saimi Y, 2008	hap alpha | abundance of calcium | Upshock (2-(N-morpholino)ethanesulfonic acid [20 mM], ethylene glycol bis(2-aminoethyl)tetraacetic acid [20 mM], sodium chloride [4 M]) | Loukin S~Saimi Y, 2008
YDL130W-A	4.000	1.165
YBL078C	4.000	1.165
YGL026C	4.000	1.165
YDR293C	4.000	1.164
YER054C	4.000	1.164
YDR057W	4.000	1.164
YOL012C	4.000	1.163
YNL054W	4.000	1.163
YML005W	4.000	1.163
YKR003W	4.000	1.162
YDR283C	4.000	1.162
YNL129W	4.000	1.162
YGR250C	4.000	1.162
YNR073C	4.000	1.162
YOR104W	4.000	1.161
YPL108W	4.000	1.161
YNR001C	4.000	1.161
YGR111W	4.000	1.161
YDR111C	4.000	1.160
YOR101W	4.000	1.160
YBL063W	4.000	1.160
YJL048C	4.000	1.159
YCR051W	4.000	1.158
YDR322C-A	4.000	1.158
YNL136W	4.000	1.158
YGR041W	4.000	1.158
YDL171C	4.000	1.158
YDL197C	4.000	1.156
YPL030W	4.000	1.156
YCL013W	4.000	1.156
YOR227W	4.000	1.156
YJL106W	4.000	1.155
YIR016W	4.000	1.155
YKL030W	4.000	1.154
YML109W	4.000	1.154
YLR211C	4.000	1.154
YDR352W	3.000	1.153
YCR048W	4.000	1.153
YJR147W	4.000	1.153
YMR002W	4.000	1.151
YNR044W	4.000	1.151
YDR135C	4.000	1.150
YOR258W	4.000	1.149
YJR111C	4.000	1.149
YLR242C	4.000	1.148
YJR058C	4.000	1.148
YER181C	4.000	1.147
YAL011W	4.000	1.147
YKR070W	4.000	1.146
YLR389C	4.000	1.146
YDR219C	4.000	1.145
YOL110W	4.000	1.145
YMR031W-A	4.000	1.144
YDR476C	4.000	1.144
YOR072W	4.000	1.143
YER065C	4.000	1.143
YNR024W	4.000	1.143
YDL155W	4.000	1.143
YER152C	4.000	1.143
YNL259C	4.000	1.143
YPL225W	4.000	1.143
YPR127W	4.000	1.142
YGR169C	4.000	1.142
YNR029C	4.000	1.142
YJR110W	4.000	1.141
YGR078C	4.000	1.140
YJL135W	4.000	1.140
YPL197C	4.000	1.140
YER185W	4.000	1.139
YNL120C	4.000	1.139
YML051W	4.000	1.138
YKL090W	4.000	1.137
YDR063W	4.000	1.137
YPL090C	4.000	1.136
YJR121W	4.000	1.136
YFR012W-A	4.000	1.136
YDL010W	4.000	1.135
YGL035C	4.000	1.135
YMR096W	4.000	1.134
YDL191W	4.000	1.134
YEL057C	4.000	1.134
YGR058W	4.000	1.134
YML080W	4.000	1.133
YLL018C-A	4.000	1.132
YLL030C	4.000	1.132
YNR064C	4.000	1.130
YER061C	4.000	1.130
YJR139C	4.000	1.130
YKR055W	4.000	1.128
YBR045C	4.000	1.128
YOL109W	4.000	1.128
YER119C	4.000	1.128
YER039C	4.000	1.128
YBL046W	4.000	1.127
YFL007W	4.000	1.127
YER187W	4.000	1.127
YIL045W	4.000	1.127
YLR406C	4.000	1.126
YDL177C	4.000	1.126
YJR069C	4.000	1.126
YPL150W	4.000	1.126
YBR200W	4.000	1.126
YGL176C	4.000	1.125
YIR020W-B	4.000	1.125
YOL124C	4.000	1.125
YGR236C	4.000	1.124
YMR206W	4.000	1.124
YOR213C	4.000	1.123
YOR264W	4.000	1.121
YNR002C	4.000	1.120
YDR209C	4.000	1.120
YML101C	4.000	1.120
YGL042C	4.000	1.119
YPL152W	4.000	1.119
YML027W	4.000	1.118
YML123C	4.000	1.118
YNR025C	4.000	1.117
YPL269W	4.000	1.117
YPR021C	4.000	1.117
YPR003C	4.000	1.116
YJR134C	4.000	1.116
YDL086W	4.000	1.116
YOR306C	4.000	1.051
YIL141W	4.000	1.115
YHR203C	4.000	1.115
YDL025C	4.000	1.115
YML003W	4.000	1.115
YIL010W	4.000	1.115
YLR185W	4.000	1.114
YDR072C	4.000	1.114
YHR079C-B	4.000	1.114
YHR132C	4.000	1.113
YNL231C	4.000	1.113
YDR492W	4.000	1.112
YLR313C	4.000	1.112
YGL023C	4.000	1.112
YGR122C-A	4.000	1.111
YMR305C	4.000	1.111
YGR209C	4.000	1.110
YGL010W	4.000	1.110
YMR110C	4.000	1.109
YDR220C	4.000	1.109
YMR172W	4.000	1.109
YLR193C	4.000	1.109
YDR263C	4.000	1.108
YDR483W	4.000	1.108
YBR042C	4.000	1.107
YOR279C	4.000	1.106
YNL226W	4.000	1.106
YBR165W	4.000	1.106
YOR222W	4.000	1.106
YDL066W	4.000	1.106
YIL040W	4.000	1.105
YBR172C	4.000	1.105
YDR155C	4.000	1.104
YKL053W	4.000	1.103
YMR263W	4.000	1.102
YNL082W	4.000	1.102
YGR018C	4.000	0.979
YML128C	4.000	1.102
YPL168W	4.000	1.101
YLR077W	4.000	1.101
YHR017W	4.000	1.101
YLR190W	4.000	1.101
YPL121C	4.000	1.099
YJL070C	4.000	1.099
YKL177W	4.000	1.098
YDR202C	4.000	1.098
YGR273C	4.000	1.098
YJR124C	4.000	1.098
YKL150W	4.000	1.098
YJL078C	4.000	1.097
YDR450W	4.000	1.097
YBR226C	4.000	1.097
YBR222C	4.000	1.096
YNL298W	4.000	1.096
YNL011C	4.000	1.051
YGR070W	4.000	1.094
YNR066C	4.000	1.094
YMR132C	4.000	1.093
YNR072W	4.000	1.093
YLR252W	4.000	1.093
YOR252W	4.000	1.092
YGR121W-A	4.000	1.092
YLR081W	4.000	1.092
YPR042C	4.000	1.091
YKL207W	4.000	1.091
YJL218W	4.000	1.091
YLR352W	4.000	1.091
YDL075W	4.000	1.090
YOL136C	4.000	1.090
YJL130C	4.000	1.090
YDR093W	4.000	1.090
YJL046W	4.000	1.090
YEL071W	4.000	1.089
YDR541C	4.000	1.089
YOR123C	4.000	1.089
YJR094W-A	4.000	1.088
YNL305C	4.000	1.087
YPR005C	4.000	1.086
YOR240W	4.000	1.086
YLR231C	4.000	1.086
YOR042W	4.000	1.086
YNL142W	4.000	1.085
YAR002W	4.000	1.084
YFR041C	4.000	1.084
YOR314W	4.000	1.084
YER075C	4.000	1.083
YPL159C	4.000	1.083
YHL026C	4.000	1.083
YDR005C	4.000	1.083
YNL229C	4.000	1.083
YML102W	4.000	1.082
YCR071C	4.000	1.082
YHR087W	4.000	1.082
YEL037C	4.000	1.081
YHL039W	4.000	1.080
YML035C	4.000	1.080
YER070W	3.000	1.079
YBL101W-C	4.000	1.079
YDL167C	4.000	1.079
YDL186W	4.000	1.079
YKL188C	4.000	1.079
YNL146W	4.000	1.078
YEL072W	4.000	1.078
YLR150W	4.000	1.078
YDL187C	4.000	1.078
YJL027C	4.000	1.077
YBR129C	4.000	1.077
YAR027W	4.000	1.077
YDL174C	4.000	1.076
YNL014W	4.000	0.804
YML117W	4.000	1.076
YDL024C	4.000	1.076
YFL028C	4.000	1.076
YPR134W	4.000	1.075
YPL004C	4.000	1.075
YDR530C	4.000	1.074
YDR261C	4.000	1.073
YKR049C	4.000	1.073
YDR535C	4.000	1.073
YMR279C	4.000	1.073
YKL068W-A	4.000	1.072
YGR014W	4.000	1.072
YDR539W	4.000	1.072
YGR290W	4.000	1.072
YDR423C	3.000	1.072
YDR441C	4.000	1.071
YNL318C	4.000	1.070
YER114C	4.000	1.070
YBR159W	4.000	1.070
YOL137W	4.000	1.070
YKL048C	4.000	1.069
YER140W	4.000	1.069
YOR333C	4.000	1.068
YGR087C	4.000	1.068
YOR269W	4.000	1.067
YDR372C	3.000	1.066
YAR020C	4.000	1.066
YHR057C	4.000	1.066
YLR402W	4.000	1.066
YDL158C	4.000	1.066
YDL046W	4.000	1.065
YOR097C	4.000	1.065
YLR380W	4.000	1.065
YNL042W	4.000	1.065
YNL086W	4.000	1.065
YBR148W	4.000	1.064
YBR101C	4.000	1.063
YKL208W	4.000	1.063
YDL002C	4.000	1.063
YGL108C	4.000	1.062
YDR173C	4.000	1.062
YLR364W	4.000	1.062
YCR099C	4.000	1.060
YDR154C	4.000	1.059
YCL064C	4.000	1.059
YER078C	4.000	1.059
YKL026C	4.000	1.059
YDR148C	4.000	1.059
YER132C	4.000	1.058
YBR047W	4.000	1.058
YDR194W-A	4.000	1.057
YNL200C	4.000	1.057
YEL036C	4.000	1.056
YMR210W	4.000	1.055
YOL155C	4.000	1.055
YKL037W	4.000	1.054
YGL228W	4.000	1.054
YKL055C	4.000	1.054
YAL065C	4.000	1.053
YLL032C	4.000	1.053
YJL127C	4.000	1.053
YNL143C	4.000	1.052
YNR068C	4.000	1.052
YPL171C	4.000	1.052
YBR058C-A	4.000	1.052
YPL189W	4.000	0.942
YDR274C	4.000	1.051
YPR164W	4.000	1.051
YJR034W	4.000	1.051
YPR061C	4.000	1.051
YGL109W	4.000	1.050
YDR075W	4.000	1.050
YFR057W	4.000	1.050
YGL205W	4.000	1.050
YOL007C	4.000	1.050
YIL017C	4.000	1.050
YMR057C	4.000	1.049
YOR022C	4.000	1.049
YML022W	4.000	1.049
YER121W	4.000	1.049
YDR217C	4.000	1.048
YJR005C-A	4.000	1.048
YOR230W	4.000	1.048
YLR233C	4.000	1.047
YJL148W	4.000	1.047
YBL090W	4.000	1.047
YJL127C-B	4.000	1.047
YLR168C	4.000	1.047
YPL194W	4.000	0.804
YOR376W	4.000	1.045
YDR425W	3.000	1.045
YJL193W	4.000	1.045
YBR132C	4.000	1.045
YHL031C	4.000	1.045
YDR326C	4.000	1.045
YKR043C	4.000	1.044
YMR138W	4.000	1.043
YHR086W	4.000	1.043
YLR412W	4.000	1.042
YKL017C	4.000	1.042
YGL133W	4.000	1.042
YER135C	4.000	1.041
YNL068C	4.000	1.041
YBR283C	4.000	1.041
YIR021W-A	4.000	1.040
YML038C	4.000	1.040
YLR294C	4.000	1.039
YKL109W	4.000	1.039
YIR036C	4.000	1.039
YHL015W-A	4.000	1.038
YDR447C	4.000	1.037
YML097C	4.000	1.037
YIL119C	4.000	1.037
YOR197W	4.000	1.037
YPR167C	4.000	1.037
YNR067C	4.000	1.037
YML110C	4.000	1.037
YOR083W	4.000	1.037
YMR156C	4.000	1.037
YBR225W	4.000	1.036
YKL151C	4.000	1.035
YML116W	4.000	1.035
YJL083W	4.000	1.035
YDL076C	4.000	1.034
YNL157W	4.000	1.034
YJR039W	4.000	1.034
YPL072W	4.000	1.034
YML067C	4.000	1.033
YGR266W	4.000	1.033
YER056C	4.000	1.032
YLR032W	4.000	1.032
YOR242C	4.000	1.032
YOR121C	4.000	1.032
YPR009W	4.000	1.032
YBR094W	4.000	1.031
YOL042W	4.000	1.031
YJR054W	4.000	1.030
YBL013W	4.000	1.030
YHR076W	4.000	1.030
YGL258W	4.000	1.030
YHR022C-A	4.000	1.030
YNR007C	4.000	1.030
YDR314C	4.000	1.029
YDL223C	4.000	1.029
YLR368W	4.000	1.029
YDR259C	4.000	1.029
YMR303C	4.000	1.028
YPL272C	4.000	1.028
YIL016W	4.000	1.027
YIR035C	4.000	1.027
YOR298C-A	4.000	1.024
YPR148C	4.000	1.027
YNL213C	4.000	1.026
YEL012W	4.000	1.026
YER162C	4.000	1.026
YCR102C	4.000	1.026
YIL007C	4.000	1.025
YIR023W	4.000	1.025
YNL008C	4.000	1.025
YGL195W	4.000	1.025
YDL183C	4.000	1.025
YDL023C	4.000	1.025
YGR154C	4.000	1.025
YPR125W	4.000	1.025
YBR072C-A	4.000	1.025
YPL198W	4.000	1.024
YDL211C	4.000	1.024
YNL032W	4.000	1.023
YNL275W	4.000	1.023
YNL273W	4.000	1.023
YDR222W	4.000	1.023
YKL185W	4.000	1.023
YKL063C	4.000	1.023
YPL032C	4.000	1.023
YJR150C	4.000	1.023
YGL077C	4.000	1.022
YNL050C	4.000	1.022
YJR079W	4.000	1.022
YML004C	4.000	1.022
YNL301C	4.000	1.021
YLR172C	4.000	1.021
YPL167C	4.000	1.020
YPR059C	4.000	1.020
YJL116C	4.000	1.018
YKL084W	4.000	1.018
YDR506C	4.000	0.839
YDR277C	4.000	1.018
YLR001C	4.000	1.018
YBR271W	4.000	1.018
YDR233C	4.000	1.017
YDR104C	4.000	1.017
YNR033W	4.000	0.935
YCR007C	4.000	1.015
YPR151C	4.000	1.015
YBR185C	4.000	1.015
YLR306W	4.000	1.014
YER002W	4.000	1.012
YJL151C	4.000	1.012
YIL077C	4.000	1.011
YDR152W	4.000	1.011
YMR129W	4.000	1.010
YGL118C	4.000	1.010
YNR050C	4.000	1.010
YGL062W	4.000	1.009
YDL013W	4.000	1.009
YBR013C	4.000	1.009
YDR505C	4.000	1.009
YPR101W	4.000	1.009
YPL188W	4.000	1.009
YLR425W	4.000	1.009
YGR168C	4.000	1.009
YHR177W	4.000	1.009
YNL307C	4.000	1.009
YKR051W	4.000	1.008
YLR438W	4.000	1.008
YKL212W	3.000	1.008
YMR316W	4.000	1.008
YDR428C	4.000	1.007
YOR285W	4.000	1.007
YDR071C	4.000	1.007
YNL077W	4.000	1.007
YKL106W	4.000	1.007
YPL119C	4.000	1.006
YLR214W	4.000	1.006
YGR134W	4.000	1.005
YLR102C	4.000	1.005
YHR143W	4.000	1.005
YPL036W	4.000	1.005
YFL020C	4.000	1.005
YMR137C	4.000	1.005
YDL214C	4.000	1.004
YER169W	4.000	1.004
YKR015C	4.000	1.004
YGL217C	4.000	0.756
YFL041W-A	4.000	1.004
YMR062C	4.000	1.004
YGR237C	4.000	1.003
YJR061W	4.000	1.003
YNL078W	4.000	1.003
YKR106W	4.000	1.003
YBR196C-B	4.000	1.003
YLR367W	4.000	1.002
YLR391W	4.000	1.002
YGR118W	4.000	1.002
YMR191W	4.000	1.002
YGL232W	4.000	1.001
YML131W	4.000	1.001
YAL066W	4.000	1.001
YDR169C	4.000	1.001
YLR414C	4.000	1.001
YML118W	4.000	1.000
YFL036W	4.000	1.000
YBR116C	4.000	1.000
YPR155C	4.000	1.000
YPR157W	4.000	1.000
YBR096W	4.000	1.000
YIL025C	4.000	1.000
YMR306W	4.000	1.000
YDR156W	4.000	0.999
YIL072W	4.000	0.999
YAR043C-A	4.000	0.999
YLR398C	4.000	0.999
YGL215W	4.000	0.999
YOR266W	4.000	0.998
YGR085C	4.000	0.998
YMR052W	4.000	0.998
YOR131C	4.000	0.997
YIR018C-A	4.000	0.997
YFL030W	4.000	0.997
YOR128C	4.000	0.997
YJR036C	4.000	0.997
YGR244C	4.000	0.997
YKR072C	4.000	0.996
YIL089W	4.000	0.996
YKR021W	4.000	0.996
YJR125C	4.000	0.996
YJR151W-A	4.000	0.995
YHR136C	4.000	0.995
YER175W-A	4.000	0.995
YLR017W	4.000	0.995
YML088W	4.000	0.995
YGR210C	4.000	0.995
YPL081W	4.000	0.994
YKL047W	4.000	0.994
YJL103C	4.000	0.994
YBR197C	4.000	0.994
YKL103C	4.000	0.993
YKR095W	4.000	0.993
YNL116W	4.000	0.993
YOR283W	4.000	0.993
YDR411C	4.000	0.993
YOR379C	4.000	0.992
YCR090C	4.000	0.992
YKR091W	4.000	0.992
YNR034W	4.000	0.992
YMR310C	4.000	0.991
YJL206C-A	4.000	0.991
YGR197C	4.000	0.991
YPL187W	4.000	0.991
YPR053C	4.000	0.991
YGL101W	4.000	0.991
YBR025C	4.000	0.991
YDL057W	4.000	0.991
YGL002W	4.000	0.991
YDR518W	4.000	0.991
YGL037C	4.000	0.990
YNL311C	4.000	0.989
YLR312W-A	4.000	0.989
YMR133W	4.000	0.989
YJL108C	4.000	0.989
YBL107C	4.000	0.989
YDR439W	4.000	0.988
YDR509W	4.000	0.988
YLL019C	4.000	0.988
YDR490C	4.000	0.988
YKR029C	4.000	0.988
YEL067C	4.000	0.988
YBR175W	4.000	0.988
YMR104C	4.000	0.988
YNL212W	4.000	0.986
YOR105W	4.000	0.986
YPL224C	4.000	0.986
YOL106W	4.000	0.985
YLR426W	4.000	0.985
YJR003C	4.000	0.985
YCR006C	4.000	0.985
YKL009W	4.000	0.984
YDR120C	4.000	0.983
YGL226W	4.000	0.983
YBR297W	4.000	0.982
YFR030W	4.000	0.982
YDR268W	4.000	0.982
YPR040W	4.000	0.982
YBR005W	4.000	0.982
YGL140C	4.000	0.982
YLR216C	4.000	0.981
YMR107W	4.000	0.981
YEL009C	4.000	0.981
YLL005C	4.000	0.981
YDR281C	4.000	0.980
YOL115W	4.000	0.980
YGL081W	4.000	0.979
YDL083C	4.000	0.979
YDR482C	4.000	0.979
YGL032C	4.000	0.979
YMR027W	4.000	0.978
YER031C	4.000	0.978
YLR395C	4.000	0.977
YOL112W	4.000	0.976
YDL077C	4.000	0.976
YBR168W	4.000	0.976
YLR390W	4.000	0.975
YMR183C	4.000	0.975
YLR187W	4.000	0.974
YMR067C	4.000	0.974
YPL096W	4.000	0.974
YLR234W	4.000	0.974
YER095W	4.000	0.973
YPR089W	4.000	0.973
YDR117C	4.000	0.973
YER110C	4.000	0.972
YML106W	4.000	0.972
YHR072W-A	4.000	0.972
YBL037W	4.000	0.972
YMR020W	4.000	0.972
YER059W	4.000	0.971
YMR215W	4.000	0.971
YKL106C-A	4.000	0.970
YGR258C	4.000	0.969
YKL077W	4.000	0.969
YOR374W	4.000	0.969
YNL119W	4.000	0.968
YDR521W	4.000	0.967
YDR383C	4.000	0.966
YGL170C	4.000	0.966
YML122C	4.000	0.966
YGL039W	4.000	0.966
YDL175C	4.000	0.965
YMR088C	4.000	0.965
YLR370C	4.000	0.964
YPR071W	4.000	0.964
YOR153W	4.000	0.964
YOR092W	4.000	0.963
YKL062W	4.000	0.963
YKL068W	4.000	0.963
YOR124C	4.000	0.963
YCL036W	4.000	0.962
YGR261C	4.000	0.962
YKR028W	4.000	0.962
YAL054C	4.000	0.962
YDR338C	4.000	0.962
YDR330W	4.000	0.962
YPL034W	4.000	0.961
YMR114C	4.000	0.961
YCL056C	4.000	0.961
YKR089C	4.000	0.961
YPR191W	4.000	0.961
YDR020C	4.000	0.961
YDR153C	4.000	0.960
YDR241W	4.000	0.960
YHR171W	4.000	0.960
YJL217W	4.000	0.960
YHR086W-A	4.000	0.959
YDR149C	4.000	0.959
YKR030W	4.000	0.958
YIL043C	4.000	0.958
YER066C-A	4.000	0.957
YGL041C-B	4.000	0.957
YIL085C	4.000	0.956
YML100W	4.000	0.955
YIL092W	4.000	0.939
YOR237W	4.000	0.954
YNR032W	4.000	0.954
YBR258C	4.000	0.954
YLR366W	4.000	0.953
YKR067W	4.000	0.953
YJR030C	4.000	0.953
YGR199W	4.000	0.952
YNL058C	4.000	0.951
YKR045C	4.000	0.950
YLR006C	4.000	0.950
YKL025C	4.000	0.949
YFR023W	4.000	0.949
YJL117W	4.000	0.949
YHL003C	4.000	0.949
YKL096C-B	4.000	0.949
YDL042C	4.000	0.949
YJL214W	4.000	0.949
YBL075C	4.000	0.948
YNL225C	3.000	0.948
YLR442C	4.000	0.948
YAR044W	4.000	0.947
YGL082W	4.000	0.946
YIL086C	4.000	0.946
YPL154C	4.000	0.946
YPR063C	4.000	0.945
YPL268W	4.000	0.945
YLR285W	4.000	0.945
YMR008C	4.000	0.944
YNL080C	4.000	0.944
YGL246C	4.000	0.944
YLR413W	4.000	0.943
YPL200W	4.000	0.943
YGR203W	4.000	0.943
YJL042W	4.000	0.942
YBR288C	4.000	0.941
YKL205W	4.000	0.940
YMR158C-B	4.000	0.940
YJR115W	4.000	0.940
YML014W	4.000	0.940
YPL025C	4.000	0.939
YBR289W	4.000	0.939
YAL015C	4.000	0.939
YLR072W	4.000	0.939
YBR074W	4.000	0.938
YKL011C	4.000	0.938
YBL102W	4.000	0.936
YIL160C	4.000	0.936
YNL027W	4.000	0.936
YCR014C	4.000	0.936
YER153C	4.000	0.936
YEL041W	4.000	0.935
YLR450W	4.000	0.935
YBL094C	4.000	0.935
YHR152W	4.000	0.934
YBL096C	4.000	0.934
YNR032C-A	4.000	0.934
YOR231W	4.000	0.933
YNL140C	4.000	0.933
YBR016W	4.000	0.933
YKL038W	4.000	0.933
YOR288C	4.000	0.933
YPL263C	4.000	0.933
YPR031W	4.000	0.932
YOR277C	4.000	0.932
YPL195W	4.000	0.932
YIL076W	4.000	0.931
YBR176W	4.000	0.931
YGR219W	4.000	0.931
YHR127W	4.000	0.931
YER063W	4.000	0.930
YJR094C	4.000	0.930
YHR047C	4.000	0.930
YLR237W	4.000	0.930
YDR210W	4.000	0.930
YCL076W	4.000	0.929
YPL246C	4.000	0.929
YOL116W	4.000	0.928
YDL130W	4.000	0.928
YGL196W	4.000	0.927
YGL221C	4.000	0.927
YIR030C	4.000	0.927
YCR107W	4.000	0.927
YOR185C	4.000	0.927
YLL046C	4.000	0.926
YBR009C	4.000	0.926
YDL222C	4.000	0.926
YBR111C	4.000	0.926
YHR185C	4.000	0.926
YGL248W	4.000	0.925
YOL084W	4.000	0.925
YPR196W	4.000	0.924
YGL031C	4.000	0.924
YLR248W	4.000	0.924
YER151C	4.000	0.924
YMR209C	4.000	0.924
YGL029W	4.000	0.924
YMR280C	4.000	0.923
YGL114W	4.000	0.923
YKR033C	4.000	0.923
YKL199C	4.000	0.922
YPL192C	4.000	0.921
YKR044W	4.000	0.921
YJR098C	4.000	0.920
YHL029C	4.000	0.920
YER167W	4.000	0.920
YKL187C	4.000	0.920
YGR176W	4.000	0.920
YFR013W	4.000	0.919
YEL065W	4.000	0.919
YDL027C	4.000	0.919
YHR139C	4.000	0.919
YBR233W	4.000	0.918
YPL216W	4.000	0.918
YDR474C	4.000	0.917
YDL180W	4.000	0.917
YDL224C	4.000	0.917
YPR093C	4.000	0.916
YPR150W	4.000	0.916
YGR276C	4.000	0.915
YJR077C	4.000	0.915
YOR023C	4.000	0.914
YIL046W-A	4.000	0.914
YBR027C	4.000	0.914
YDR257C	4.000	0.914
YLR356W	4.000	0.913
YFR056C	4.000	0.913
YNL230C	4.000	0.913
YGR026W	4.000	0.913
YOR380W	4.000	0.912
YCR005C	4.000	0.912
YOL131W	4.000	0.911
YFR024C	4.000	0.911
YDL033C	4.000	0.911
YOR147W	4.000	0.910
YLR083C	4.000	0.910
YNL083W	4.000	0.910
YMR226C	4.000	0.909
YJL131C	4.000	0.909
YNL108C	4.000	0.909
YJL196C	4.000	0.909
YJR148W	4.000	0.909
YLR039C	4.000	0.908
YBL019W	4.000	0.906
YDR471W	4.000	0.906
YDL240W	4.000	0.905
YDR289C	4.000	0.905
YCR001W	4.000	0.904
YJL077W-B	4.000	0.904
YKL168C	4.000	0.904
YHR096W	4.000	0.904
YJR135W-A	4.000	0.904
YLR184W	4.000	0.904
YER118C	4.000	0.903
YDR455C	4.000	0.903
YJL062W-A	4.000	0.903
YDR229W	4.000	0.903
YGL110C	4.000	0.902
YKR010C	4.000	0.902
YJL136C	4.000	0.902
YOR235W	4.000	0.902
YKL043W	4.000	0.902
YDR391C	4.000	0.901
YHR016C	4.000	0.900
YKL039W	4.000	0.900
YML100W-A	4.000	0.900
YMR294W	4.000	0.900
YJL084C	4.000	0.899
YJL066C	4.000	0.899
YJL067W	4.000	0.898
YGL105W	4.000	0.898
YGL177W	4.000	0.898
YIL094C	4.000	0.898
YGR051C	4.000	0.898
YPR023C	4.000	0.898
YAL007C	4.000	0.898
YML075C	4.000	0.898
YBR100W	4.000	0.783
YGR184C	4.000	0.897
YMR012W	4.000	0.896
YLR244C	4.000	0.896
YGL127C	4.000	0.896
YGR192C	4.000	0.896
YOL018C	4.000	0.896
YMR078C	4.000	0.896
YPL265W	4.000	0.894
YDR532C	4.000	0.894
YHR050W	4.000	0.894
YAR014C	4.000	0.892
YLR377C	4.000	0.892
YDR184C	4.000	0.892
YMR101C	4.000	0.892
YDR418W	4.000	0.892
YBL039W-A	4.000	0.891
YDR007W	4.000	0.891
YMR295C	4.000	0.891
YDR322W	4.000	0.891
YBL056W	4.000	0.891
YGL199C	4.000	0.786
YHR008C	4.000	0.891
YLR097C	4.000	0.890
YLR385C	4.000	0.890
YOL058W	4.000	0.890
YPR131C	4.000	0.890
YGR225W	4.000	0.889
YFR009W	4.000	0.889
YJR015W	4.000	0.889
YPL031C	4.000	0.889
YNL202W	4.000	0.888
YMR116C	4.000	0.888
YLR080W	4.000	0.888
YPL113C	4.000	0.888
YDR231C	4.000	0.888
YBR033W	4.000	0.887
YMR099C	4.000	0.886
YBR210W	4.000	0.886
YDR163W	4.000	0.886
YIL098C	4.000	0.886
YFR015C	4.000	0.885
YNL029C	4.000	0.885
YML083C	4.000	0.885
YHR157W	4.000	0.885
YGR188C	4.000	0.885
YAL005C	4.000	0.885
YER004W	4.000	0.884
YMR253C	4.000	0.883
YOR265W	4.000	0.883
YBL054W	4.000	0.883
YPL029W	4.000	0.883
YFL049W	4.000	0.882
YAL061W	4.000	0.882
YNL030W	4.000	0.880
YHR139C-A	4.000	0.880
YDR181C	4.000	0.879
YPL067C	4.000	0.879
YKR050W	4.000	0.879
YOR253W	4.000	0.879
YLR309C	4.000	0.878
YJL178C	4.000	0.877
YHR037W	4.000	0.877
YLR351C	4.000	0.876
YLR408C	4.000	0.876
YCR021C	4.000	0.876
YJL093C	4.000	0.876
YFR014C	4.000	0.875
YCL006C	4.000	0.859
YJR092W	4.000	0.875
YHR113W	4.000	0.875
YMR106C	4.000	0.875
YFR032C	4.000	0.875
YMR234W	4.000	0.874
YMR254C	4.000	0.874
YPL176C	4.000	0.874
YKL218C	4.000	0.874
YMR011W	4.000	0.874
YGR214W	4.000	0.874
YBR119W	4.000	0.873
YBR115C	4.000	0.873
YKR035C	4.000	0.873
YPR128C	4.000	0.873
YCL039W	4.000	0.873
YGR011W	4.000	0.788
YDR312W	4.000	0.872
YPL165C	4.000	0.872
YBR048W	4.000	0.872
YML020W	4.000	0.871
YCR101C	4.000	0.871
YCR075C	4.000	0.871
YDL081C	4.000	0.871
YKR047W	4.000	0.871
YKL133C	4.000	0.871
YLR307W	4.000	0.870
YML021C	4.000	0.870
YER090W	4.000	0.870
YDL006W	4.000	0.870
YER116C	4.000	0.869
YNR021W	4.000	0.868
YER173W	4.000	0.867
YDR399W	4.000	0.867
YLR189C	4.000	0.866
YJL092W	4.000	0.866
YDR169C-A	4.000	0.866
YOL048C	4.000	0.866
YMR142C	4.000	0.866
YBR018C	4.000	0.865
YKL204W	4.000	0.864
YNL278W	4.000	0.864
YML113W	4.000	0.863
YKL018C-A	4.000	0.863
YPL047W	4.000	0.862
YCR085W	4.000	0.862
YPR195C	4.000	0.862
YBR114W	4.000	0.861
YNL320W	4.000	0.861
YDR191W	4.000	0.861
YFL033C	4.000	0.693
YBR071W	4.000	0.860
YIL099W	4.000	0.859
YFL011W	4.000	0.859
YDR534C	4.000	0.859
YDR116C	4.000	0.859
YJR130C	4.000	0.859
YLL029W	4.000	0.859
YJR133W	4.000	0.858
YER089C	4.000	0.858
YEL003W	3.000	0.858
YGL161C	4.000	0.858
YOL068C	4.000	0.857
YKL107W	4.000	0.857
YMR291W	4.000	0.857
YBR092C	4.000	0.857
YIL055C	4.000	0.856
YPL103C	4.000	0.856
YMR320W	4.000	0.856
YKL175W	4.000	0.855
YER038W-A	4.000	0.855
YKR085C	4.000	0.855
YER182W	4.000	0.855
YJL068C	4.000	0.854
YER183C	4.000	0.854
YHR129C	4.000	0.854
YGR174W-A	4.000	0.854
YHR097C	4.000	0.854
YER109C	4.000	0.853
YKL033W-A	4.000	0.853
YER186C	4.000	0.852
YOR263C	4.000	0.851
YGL063W	4.000	0.851
YOR166C	4.000	0.851
YNL268W	4.000	0.851
YCL057C-A	4.000	0.850
YPR074C	4.000	0.850
YLR418C	4.000	0.849
YLR207W	4.000	0.849
YML081C-A	4.000	0.848
YKL065C	4.000	0.848
YGR187C	4.000	0.848
YJL153C	4.000	0.848
YBR138C	4.000	0.848
YLR376C	4.000	0.847
