ORF	hap alpha | growth (culture turbidity) | Upshock (2-(N-morpholino)ethanesulfonic acid [20 mM], ethylene glycol bis(2-aminoethyl)tetraacetic acid [20 mM], sodium chloride [4 M]) | Loukin S~Saimi Y, 2008	hap alpha | abundance of calcium | Upshock (2-(N-morpholino)ethanesulfonic acid [20 mM], ethylene glycol bis(2-aminoethyl)tetraacetic acid [20 mM], sodium chloride [4 M]) | Loukin S~Saimi Y, 2008
YLL063C	4.000	0.847
YNR065C	4.000	0.847
YOL160W	4.000	0.847
YER028C	3.000	0.847
YDR085C	4.000	0.846
YKL120W	4.000	0.845
YOR268C	4.000	0.845
YHR028C	4.000	0.845
YMR081C	4.000	0.844
YKL010C	4.000	0.844
YJL075C	4.000	0.843
YAL051W	4.000	0.843
YLR407W	4.000	0.842
YNL338W	4.000	0.842
YNL270C	4.000	0.842
YKL137W	4.000	0.842
YKL158W	4.000	0.842
YHR116W	4.000	0.842
YMR026C	4.000	0.842
YGR035C	4.000	0.841
YDR198C	4.000	0.841
YMR135C	4.000	0.841
YDR178W	4.000	0.841
YLR341W	4.000	0.840
YKR080W	4.000	0.840
YKL162C	4.000	0.840
YLR096W	4.000	0.840
YOL036W	4.000	0.840
YOL117W	4.000	0.839
YLR434C	4.000	0.839
YIR024C	4.000	0.839
YBR260C	4.000	0.839
YDL201W	4.000	0.839
YNL100W	4.000	0.838
YER053C	4.000	0.838
YDR515W	4.000	0.836
YBR117C	4.000	0.836
YPL208W	4.000	0.836
YNL217W	4.000	0.836
YDL062W	4.000	0.836
YKR096W	4.000	0.835
YDL047W	4.000	0.835
YNL237W	4.000	0.835
YMR017W	4.000	0.835
YMR018W	4.000	0.835
YLR435W	4.000	0.835
YLR058C	4.000	0.834
YPL134C	4.000	0.834
YBR144C	4.000	0.834
YML013W	4.000	0.833
YMR016C	4.000	0.833
YJR090C	4.000	0.833
YBR177C	4.000	0.832
YLR120C	4.000	0.832
YNL089C	4.000	0.832
YPL236C	4.000	0.831
YCR106W	4.000	0.831
YBR263W	4.000	0.831
YGR235C	4.000	0.831
YPR068C	4.000	0.831
YLR454W	4.000	0.830
YBR281C	4.000	0.830
YER067W	4.000	0.830
YDL050C	4.000	0.829
YKL124W	4.000	0.829
YDR185C	4.000	0.829
YPL158C	4.000	0.829
YDL073W	4.000	0.829
YML119W	4.000	0.828
YHR155W	4.000	0.828
YPR058W	4.000	0.828
YHR007C-A	4.000	0.828
YLL020C	4.000	0.827
YOR111W	4.000	0.827
YMR258C	4.000	0.827
YPL060W	4.000	0.826
YOL147C	4.000	0.826
YJR135C	4.000	0.826
YML006C	4.000	0.826
YMR019W	4.000	0.826
YGR161C	4.000	0.825
YIL001W	4.000	0.825
YOL055C	4.000	0.825
YDL040C	4.000	0.824
YER096W	4.000	0.824
YBR093C	4.000	0.823
YBR173C	4.000	0.823
YNL199C	4.000	0.822
YLR292C	4.000	0.822
YGR093W	4.000	0.821
YPR192W	4.000	0.821
YER184C	4.000	0.821
YDR333C	4.000	0.820
YGR286C	4.000	0.820
YPR091C	4.000	0.820
YPL015C	4.000	0.819
YLR393W	4.000	0.819
YCL040W	4.000	0.819
YDL059C	4.000	0.819
YFL026W	4.000	0.819
YHR189W	4.000	0.819
YLR227C	4.000	0.818
YDR336W	4.000	0.818
YOR179C	4.000	0.818
YPL057C	4.000	0.818
YDR329C	4.000	0.817
YIL101C	4.000	0.817
YPR095C	4.000	0.817
YDR426C	4.000	0.817
YDR520C	4.000	0.816
YML084W	4.000	0.816
YKL171W	4.000	0.816
YOR325W	4.000	0.816
YOR076C	4.000	0.816
YMR244C-A	4.000	0.815
YHR050W-A	4.000	0.815
YNL144C	4.000	0.815
YDR385W	4.000	0.814
YOL059W	4.000	0.814
YOR273C	4.000	0.812
YJL177W	4.000	0.812
YKR046C	4.000	0.811
YJL044C	4.000	0.811
YNL106C	4.000	0.811
YOR139C	4.000	0.811
YER066W	4.000	0.810
YDR421W	4.000	0.810
YEL001C	4.000	0.810
YDR183W	4.000	0.810
YOR304C-A	4.000	0.809
YLL021W	4.000	0.809
YMR102C	4.000	0.809
YLR031W	4.000	0.809
YHR105W	4.000	0.808
YDL199C	4.000	0.808
YGR126W	4.000	0.808
YNL012W	4.000	0.807
YKL070W	4.000	0.807
YBL095W	4.000	0.807
YOR038C	4.000	0.807
YGL197W	4.000	0.807
YNL201C	4.000	0.806
YJL171C	4.000	0.805
YNL242W	4.000	0.805
YLL039C	4.000	0.804
YBR266C	4.000	0.804
YLR235C	4.000	0.804
YPR130C	4.000	0.803
YOR248W	4.000	0.803
YNL228W	4.000	0.803
YMR322C	4.000	0.803
YOR141C	4.000	0.802
YKL191W	4.000	0.802
YLR004C	4.000	0.802
YOR013W	4.000	0.802
YMR158W-A	4.000	0.801
YDL054C	4.000	0.801
YIL123W	4.000	0.801
YPR083W	4.000	0.801
YJR052W	4.000	0.800
YLR312C	4.000	0.800
YER087C-B	4.000	0.800
YDR090C	4.000	0.799
YDR112W	4.000	0.799
YOL019W	4.000	0.798
YGL020C	4.000	0.798
YML108W	4.000	0.798
YDR174W	4.000	0.798
YDR282C	4.000	0.798
YJR010C-A	4.000	0.797
YBR250W	4.000	0.797
YGL087C	4.000	0.797
YGR008C	4.000	0.797
YER134C	4.000	0.796
YER068C-A	4.000	0.795
YOL031C	4.000	0.795
YJL186W	4.000	0.794
YDL112W	4.000	0.794
YLL028W	4.000	0.794
YGR043C	4.000	0.793
YKR069W	4.000	0.793
YER113C	4.000	0.793
YNL211C	4.000	0.792
YML081W	4.000	0.792
YMR025W	4.000	0.792
YKR075C	4.000	0.791
YJR049C	4.000	0.791
YDL079C	4.000	0.790
YCR016W	4.000	0.790
YKL174C	4.000	0.790
YJR062C	4.000	0.790
YPR076W	4.000	0.790
YPR156C	4.000	0.789
YPR141C	4.000	0.789
YPL214C	4.000	0.789
YLL023C	4.000	0.789
YBR104W	4.000	0.788
YGL249W	4.000	0.788
YDR176W	4.000	0.787
YGR240C-A	4.000	0.787
YBL031W	4.000	0.787
YJL172W	4.000	0.787
YDR452W	4.000	0.786
YLR247C	4.000	0.786
YDR523C	4.000	0.786
YDR223W	4.000	0.786
YPR118W	4.000	0.786
YJR152W	4.000	0.786
YLR108C	4.000	0.786
YLR333C	4.000	0.786
YBR188C	4.000	0.785
YLR420W	4.000	0.785
YDL078C	4.000	0.784
YOR142W	4.000	0.784
YBR076W	4.000	0.783
YLR290C	4.000	0.782
YKL005C	4.000	0.782
YMR232W	4.000	0.782
YHR175W-A	4.000	0.782
YIL047C	4.000	0.782
YJL169W	4.000	0.782
YJL089W	4.000	0.782
YDR444W	4.000	0.782
YOR130C	4.000	0.781
YOR291W	4.000	0.780
YFR011C	4.000	0.780
YDR003W	4.000	0.779
YDL229W	4.000	0.779
YBL080C	4.000	0.779
YFL032W	4.000	0.779
YFL056C	4.000	0.779
YER060W	4.000	0.778
YML082W	4.000	0.778
YJR105W	4.000	0.778
YLR220W	4.000	0.778
YKL051W	4.000	0.777
YFR006W	4.000	0.777
YDR318W	4.000	0.777
YDR392W	4.000	0.777
YMR130W	4.000	0.776
YMR034C	4.000	0.776
YER085C	4.000	0.776
YJR078W	4.000	0.775
YMR127C	4.000	0.775
YDL146W	4.000	0.775
YDR379C-A	4.000	0.775
YDL080C	4.000	0.775
YML095C	4.000	0.774
YJL164C	4.000	0.774
YNL293W	4.000	0.774
YML121W	4.000	0.774
YOR302W	4.000	0.707
YNL092W	4.000	0.773
YGR291C	4.000	0.772
YLR363C	4.000	0.772
YHR032W	4.000	0.772
YJL120W	4.000	0.771
YNL233W	4.000	0.770
YER179W	4.000	0.770
YBL059W	4.000	0.770
YPL182C	4.000	0.770
YDL113C	4.000	0.769
YOR381W	4.000	0.769
YKL198C	4.000	0.768
YJR048W	4.000	0.768
YGR039W	4.000	0.768
YNL214W	4.000	0.768
YPR022C	4.000	0.767
YJL216C	4.000	0.767
YMR153C-A	4.000	0.767
YLR387C	4.000	0.767
YJL060W	4.000	0.766
YDL198C	4.000	0.766
YLR011W	4.000	0.766
YNL127W	4.000	0.766
YNL235C	4.000	0.765
YKL200C	4.000	0.765
YKR053C	4.000	0.764
YER108C	4.000	0.764
YLR297W	4.000	0.764
YLL044W	4.000	0.764
YNL087W	4.000	0.764
YJR128W	4.000	0.764
YBL064C	4.000	0.764
YGL209W	4.000	0.764
YGL135W	4.000	0.763
YDR150W	4.000	0.762
YBL081W	4.000	0.762
YBR064W	4.000	0.762
YOR371C	4.000	0.761
YCR011C	4.000	0.760
YLR228C	4.000	0.760
YIL044C	4.000	0.760
YDR098C	4.000	0.760
YER098W	4.000	0.760
YLR329W	4.000	0.760
YKR020W	4.000	0.759
YDL230W	4.000	0.759
YCR028C	4.000	0.759
YNL253W	4.000	0.759
YBL051C	4.000	0.759
YBL003C	4.000	0.759
YBR068C	4.000	0.758
YMR022W	4.000	0.758
YNL045W	4.000	0.757
YNL128W	4.000	0.757
YPR146C	4.000	0.757
YOR009W	4.000	0.757
YER115C	4.000	0.757
YGL220W	4.000	0.756
YFL027C	4.000	0.756
YNL024C	4.000	0.756
YNL013C	4.000	0.756
YGL236C	4.000	0.755
YOL095C	4.000	0.755
YNL001W	4.000	0.755
YBR291C	4.000	0.755
YAR030C	4.000	0.755
YMR292W	4.000	0.755
YFL015C	4.000	0.755
YDL020C	4.000	0.754
YNR027W	4.000	0.754
YKL015W	4.000	0.753
YIL100W	4.000	0.753
YDR110W	4.000	0.753
YMR041C	4.000	0.753
YOL020W	4.000	0.753
YLR456W	4.000	0.752
YJL187C	4.000	0.752
YMR073C	4.000	0.752
YDR503C	4.000	0.752
YNL090W	4.000	0.751
YFL034W	4.000	0.751
YOL024W	4.000	0.751
YOR255W	4.000	0.750
YGR249W	4.000	0.750
YLR246W	4.000	0.750
YLR098C	4.000	0.750
YLL007C	4.000	0.749
YBR069C	4.000	0.749
YER145C	4.000	0.748
YJL123C	4.000	0.748
YKL032C	4.000	0.747
YAL017W	4.000	0.747
YLR224W	4.000	0.747
YDR109C	4.000	0.746
YPL046C	4.000	0.746
YER093C-A	4.000	0.746
YBL055C	4.000	0.745
YHL047C	4.000	0.745
YFL010W-A	4.000	0.745
YDL218W	4.000	0.745
YGL117W	4.000	0.745
YPL185W	4.000	0.745
YKL096W-A	4.000	0.745
YDR265W	4.000	0.744
YGR271W	4.000	0.744
YOR311C	4.000	0.743
YGL121C	4.000	0.743
YBR133C	4.000	0.743
YHR146W	4.000	0.743
YNR039C	4.000	0.742
YMR246W	4.000	0.742
YNL254C	4.000	0.742
YAR050W	4.000	0.742
YOR307C	4.000	0.742
YLL016W	4.000	0.742
YER047C	4.000	0.742
YNL105W	4.000	0.742
YOL151W	4.000	0.710
YBR107C	4.000	0.741
YHR181W	4.000	0.741
YJL208C	4.000	0.740
YIL042C	4.000	0.740
YOR015W	4.000	0.740
YJL134W	4.000	0.739
YPL196W	4.000	0.739
YOR173W	4.000	0.739
YDR307W	4.000	0.738
YKL031W	4.000	0.738
YHR161C	4.000	0.738
YOR322C	4.000	0.738
YMR122C	4.000	0.738
YOR220W	4.000	0.738
YPL212C	4.000	0.737
YAL024C	4.000	0.736
YBR066C	4.000	0.736
YJL140W	4.000	0.736
YIL020C	4.000	0.736
YCL075W	4.000	0.736
YLR448W	4.000	0.735
YGL043W	4.000	0.735
YPL123C	4.000	0.734
YMR181C	4.000	0.733
YNL044W	4.000	0.733
YOR357C	4.000	0.733
YBR287W	4.000	0.733
YER124C	4.000	0.732
YNL117W	4.000	0.732
YLR269C	4.000	0.732
YLL001W	4.000	0.732
YLR353W	4.000	0.731
YER122C	4.000	0.730
YKL221W	4.000	0.730
YLR048W	4.000	0.730
YLR107W	4.000	0.730
YDR401W	4.000	0.729
YBR206W	4.000	0.729
YLL025W	4.000	0.729
YBL015W	4.000	0.728
YNL010W	4.000	0.728
YDL063C	4.000	0.728
YBR084C-A	4.000	0.727
YNL052W	4.000	0.726
YDR504C	4.000	0.726
YML048W-A	4.000	0.726
YPR064W	4.000	0.726
YMR224C	4.000	0.726
YGL224C	4.000	0.724
YMR155W	4.000	0.724
YGR182C	4.000	0.723
YPR072W	4.000	0.722
YML026C	4.000	0.721
YPR062W	4.000	0.721
YGR224W	4.000	0.721
YIL065C	4.000	0.720
YHR154W	4.000	0.720
YLR257W	4.000	0.719
YNR060W	4.000	0.719
YDR332W	4.000	0.719
YNL241C	4.000	0.718
YBL104C	4.000	0.718
YBR156C	4.000	0.718
YKL140W	4.000	0.717
YPR073C	4.000	0.717
YDR056C	4.000	0.717
YOR084W	4.000	0.717
YIR037W	4.000	0.716
YNL187W	4.000	0.716
YLR118C	4.000	0.715
YDR513W	4.000	0.715
YBR182C-A	4.000	0.715
YDR461W	4.000	0.715
YDR101C	4.000	0.714
YPL230W	4.000	0.714
YER119C-A	4.000	0.713
YDL134C	4.000	0.713
YIL058W	4.000	0.713
YDR025W	4.000	0.713
YLR452C	4.000	0.713
YCR020C	4.000	0.713
YGR071C	4.000	0.713
YOR113W	4.000	0.713
YNL031C	4.000	0.713
YCR069W	4.000	0.712
YIL140W	4.000	0.712
YOR118W	4.000	0.712
YOR274W	4.000	0.712
YMR251W	4.000	0.711
YER111C	4.000	0.711
YJL118W	4.000	0.711
YKL053C-A	4.000	0.711
YCR076C	4.000	0.711
YJL212C	4.000	0.710
YLR405W	4.000	0.710
YDR528W	4.000	0.710
YGR035W-A	4.000	0.709
YHR135C	4.000	0.708
YFR022W	4.000	0.708
YCL050C	4.000	0.708
YKL217W	4.000	0.708
YDR179W-A	4.000	0.708
YHL024W	4.000	0.706
YLR415C	4.000	0.706
YLL010C	4.000	0.706
YGL115W	4.000	0.705
YOR137C	4.000	0.705
YPL140C	4.000	0.704
YBL087C	4.000	0.704
YNL285W	4.000	0.704
YDR309C	4.000	0.704
YGR206W	4.000	0.703
YIR027C	4.000	0.703
YLR303W	4.000	0.703
YDR484W	4.000	0.703
YKL167C	4.000	0.702
YJR014W	4.000	0.702
YHR006W	4.000	0.702
YOR186W	4.000	0.702
YNL046W	4.000	0.702
YBL066C	4.000	0.701
YLR221C	4.000	0.701
YMR023C	4.000	0.701
YMR042W	4.000	0.701
YER062C	4.000	0.700
YNL020C	4.000	0.700
YLR036C	4.000	0.700
YER139C	4.000	0.699
YOR059C	4.000	0.699
YOL043C	4.000	0.698
YDL144C	4.000	0.698
YBR073W	4.000	0.698
YJR001W	4.000	0.698
YAR047C	4.000	0.698
YCR022C	4.000	0.698
YJL098W	4.000	0.697
YPR199C	4.000	0.697
YLR254C	4.000	0.697
YIR032C	4.000	0.696
YLR318W	4.000	0.696
YIL120W	4.000	0.696
YDL131W	4.000	0.696
YKR036C	4.000	0.695
YML111W	4.000	0.695
YKR009C	4.000	0.695
YBR246W	4.000	0.694
YLR253W	4.000	0.694
YIL173W	4.000	0.694
YHL041W	4.000	0.693
YDL124W	4.000	0.693
YDR501W	4.000	0.693
YPR116W	4.000	0.693
YCR024C-A	4.000	0.692
YHR045W	4.000	0.692
YKR035W-A	4.000	0.691
YLL012W	4.000	0.690
YGR031W	4.000	0.690
YOR167C	4.000	0.690
YIL117C	4.000	0.690
YJR063W	4.000	0.689
YJL136W-A	4.000	0.689
YER154W	4.000	0.689
YMR124W	4.000	0.689
YKR054C	4.000	0.688
YLR109W	4.000	0.688
YNL043C	4.000	0.688
YDR151C	4.000	0.688
YOR051C	4.000	0.687
YPL058C	4.000	0.687
YOR382W	4.000	0.686
YDL202W	4.000	0.686
YMR194C-A	4.000	0.686
YPL038W	4.000	0.685
YDR319C	4.000	0.685
YNR061C	4.000	0.685
YMR300C	4.000	0.684
YDL227C	4.000	0.684
YOR126C	4.000	0.684
YLR348C	4.000	0.684
YDL188C	4.000	0.683
YDR517W	4.000	0.683
YIR029W	4.000	0.683
YOL015W	4.000	0.682
YDR304C	4.000	0.682
YDR321W	4.000	0.682
YPL041C	4.000	0.681
YML024W	4.000	0.680
YOL062C	4.000	0.679
YKL206C	4.000	0.679
YER044C-A	4.000	0.678
YMR271C	4.000	0.678
YDR108W	4.000	0.678
YOR090C	4.000	0.677
YAL056W	4.000	0.677
YFL046W	4.000	0.677
YNL085W	4.000	0.677
YGL076C	4.000	0.676
YLR225C	4.000	0.676
YLR192C	4.000	0.676
YNL005C	4.000	0.675
YKR104W	4.000	0.675
YAL034C	4.000	0.674
YDL238C	4.000	0.674
YNL035C	4.000	0.674
YFR017C	4.000	0.673
YPL080C	4.000	0.673
YFR016C	4.000	0.672
YGL072C	4.000	0.672
YMR040W	4.000	0.671
YLR401C	4.000	0.671
YIL116W	4.000	0.671
YHL022C	4.000	0.671
YGL004C	4.000	0.670
YBR275C	4.000	0.670
YOL054W	4.000	0.670
YOR276W	4.000	0.669
YBR090C-A	4.000	0.669
YDR126W	4.000	0.668
YGR045C	4.000	0.668
YER097W	4.000	0.668
YEL068C	4.000	0.668
YNL299W	4.000	0.667
YNL248C	4.000	0.667
YPL022W	4.000	0.667
YPR097W	4.000	0.667
YKL069W	4.000	0.666
YLR416C	4.000	0.666
YPL191C	4.000	0.666
YBR199W	4.000	0.665
YMR071C	4.000	0.665
YHL021C	4.000	0.665
YDL204W	4.000	0.665
YNL111C	4.000	0.664
YGR194C	4.000	0.664
YBR075W	4.000	0.580
YKR056W	4.000	0.663
YNL101W	4.000	0.663
YLR410W	4.000	0.663
YLR130C	4.000	0.663
YIL059C	4.000	0.662
YPL166W	4.000	0.662
YGL007W	4.000	0.662
YNL056W	4.000	0.662
YIR044C	4.000	0.662
YGL250W	4.000	0.662
YDR247W	4.000	0.662
YCR023C	4.000	0.662
YMR037C	4.000	0.662
YPR044C	4.000	0.661
YBR170C	4.000	0.661
YGR223C	4.000	0.661
YML068W	4.000	0.661
YLR037C	4.000	0.661
YPL068C	4.000	0.661
YFL063W	4.000	0.661
YKL054C	4.000	0.661
YGR033C	4.000	0.660
YJL088W	4.000	0.660
YMR259C	4.000	0.660
YGR123C	4.000	0.659
YOR069W	4.000	0.659
YNL047C	4.000	0.658
YPR194C	4.000	0.658
YBR270C	4.000	0.658
YPR188C	4.000	0.658
YOL045W	4.000	0.658
YOR280C	4.000	0.658
YPR189W	4.000	0.657
YER051W	4.000	0.657
YDL118W	4.000	0.656
YLR403W	4.000	0.656
YDR097C	3.000	0.656
YHL002W	4.000	0.655
YDR272W	4.000	0.655
YBR126C	4.000	0.654
YNR022C	4.000	0.654
YDR495C	4.000	0.654
YKR006C	4.000	0.652
YAR031W	4.000	0.651
YNL034W	4.000	0.651
YNL246W	4.000	0.650
YMR237W	4.000	0.650
YBR169C	4.000	0.650
YGL036W	4.000	0.650
YGL107C	4.000	0.650
YGL056C	4.000	0.649
YBR128C	4.000	0.648
YDR049W	4.000	0.648
YEL006W	3.000	0.648
YMR205C	4.000	0.648
YGL210W	4.000	0.647
YLR432W	4.000	0.647
YFR018C	4.000	0.647
YLR135W	4.000	0.646
YPR160W	4.000	0.646
YPR174C	4.000	0.645
YOR106W	4.000	0.645
YOR129C	4.000	0.645
YBR001C	4.000	0.644
YER188W	4.000	0.644
YOR017W	4.000	0.644
YBR221C	4.000	0.644
YER137C	4.000	0.642
YDR073W	4.000	0.642
YDR420W	4.000	0.642
YLR121C	4.000	0.641
YPR197C	4.000	0.641
YPR149W	4.000	0.640
YJR129C	4.000	0.640
YDL138W	4.000	0.640
YER064C	4.000	0.640
YBL044W	4.000	0.640
YML072C	4.000	0.640
YNL160W	4.000	0.639
YCR065W	4.000	0.639
YHL008C	4.000	0.639
YJL182C	4.000	0.639
YHR138C	4.000	0.639
YPL053C	4.000	0.639
YMR233W	4.000	0.638
YNR040W	4.000	0.638
YBR008C	4.000	0.638
YFL052W	4.000	0.638
YBR056W-A	4.000	0.637
YLR241W	4.000	0.637
YML120C	4.000	0.636
YBR090C	4.000	0.635
YFR020W	4.000	0.635
YKL008C	4.000	0.635
YEL054C	4.000	0.635
YOL039W	4.000	0.634
YLR404W	4.000	0.634
YOR091W	4.000	0.634
YGL213C	4.000	0.633
YOL096C	4.000	0.633
YAR042W	4.000	0.633
YCL057W	4.000	0.633
YMR091C	4.000	0.632
YMR119W-A	4.000	0.632
YGL251C	4.000	0.632
YKL121W	4.000	0.631
YNL081C	4.000	0.630
YIL114C	4.000	0.628
YDR285W	4.000	0.627
YDR130C	4.000	0.627
YMR297W	4.000	0.627
YJL080C	4.000	0.627
YDR533C	4.000	0.626
YER143W	4.000	0.626
YHL032C	4.000	0.626
YFL010C	4.000	0.626
YGL148W	4.000	0.626
YNR042W	4.000	0.626
YKR034W	4.000	0.626
YHR013C	4.000	0.625
YBR238C	4.000	0.625
YDL110C	4.000	0.624
YER007C-A	4.000	0.624
YPR026W	4.000	0.624
YKR092C	4.000	0.624
YFR007W	4.000	0.623
YFL047W	4.000	0.622
YLR206W	4.000	0.622
YMR216C	4.000	0.622
YIL105C	4.000	0.622
YCR082W	4.000	0.621
YPR173C	4.000	0.621
YLR122C	4.000	0.620
YMR144W	4.000	0.619
YHR163W	4.000	0.619
YIL070C	4.000	0.619
YJL142C	4.000	0.619
YHL045W	4.000	0.619
YOL063C	4.000	0.619
YCR020W-B	4.000	0.618
YFL034C-A	4.000	0.618
YLR453C	4.000	0.618
YPR198W	4.000	0.618
YJL065C	4.000	0.617
YLR264W	4.000	0.617
YKL075C	4.000	0.617
YGR173W	4.000	0.617
YGR054W	4.000	0.617
YCR105W	4.000	0.617
YEL033W	4.000	0.616
YJL170C	4.000	0.616
YOR003W	4.000	0.616
YJL045W	4.000	0.616
YLR128W	4.000	0.615
YER068W	4.000	0.614
YGL003C	4.000	0.614
YGL230C	4.000	0.614
YPL035C	4.000	0.614
YER046W	4.000	0.614
YKL156W	4.000	0.613
YLL049W	4.000	0.613
YIR020C	4.000	0.612
YDL104C	4.000	0.611
YMR024W	4.000	0.610
YBR120C	4.000	0.610
YJL198W	4.000	0.610
YLR350W	4.000	0.609
YDL065C	4.000	0.609
YJL210W	4.000	0.608
YOR180C	4.000	0.607
YMR084W	4.000	0.607
YER141W	4.000	0.607
YFL055W	4.000	0.606
YER117W	3.000	0.606
YGL067W	4.000	0.605
YOR094W	4.000	0.605
YOL072W	4.000	0.605
YDR034C	4.000	0.604
YNL281W	4.000	0.603
YKL176C	4.000	0.603
YLR345W	4.000	0.603
YMR261C	4.000	0.603
YBR184W	4.000	0.602
YDL052C	4.000	0.602
YAR015W	4.000	0.602
YLR112W	4.000	0.602
YBL010C	4.000	0.601
YDR171W	4.000	0.600
YLR050C	4.000	0.600
YMR111C	4.000	0.599
YHR132W-A	4.000	0.599
YBR207W	4.000	0.599
YMR243C	4.000	0.598
YMR255W	4.000	0.598
YLR095C	4.000	0.598
YOR320C	4.000	0.598
YKR077W	4.000	0.597
YGL086W	4.000	0.597
YFL054C	4.000	0.597
YIL157C	4.000	0.597
YKR076W	4.000	0.597
YHR133C	4.000	0.597
YHR003C	4.000	0.596
YCL032W	4.000	0.596
YOR162C	4.000	0.596
YDR107C	4.000	0.596
YDR134C	4.000	0.595
YAR029W	4.000	0.594
YKL157W	4.000	0.594
YOR350C	4.000	0.593
YER019C-A	4.000	0.593
YIL052C	4.000	0.592
YPL174C	4.000	0.592
YPR122W	4.000	0.592
YOL057W	4.000	0.592
YOL064C	4.000	0.592
YMR251W-A	4.000	0.591
YLL062C	4.000	0.591
YJR120W	4.000	0.591
YBR186W	4.000	0.591
YNL154C	4.000	0.590
YOR175C	4.000	0.589
YBL106C	4.000	0.588
YJR074W	4.000	0.587
YPL077C	4.000	0.587
YER174C	4.000	0.587
YLR238W	4.000	0.586
YDR244W	4.000	0.586
YER084W	4.000	0.586
YDL041W	4.000	0.585
YJL138C	4.000	0.585
YCR034W	4.000	0.584
YOR043W	4.000	0.584
YNL074C	4.000	0.583
YHR064C	4.000	0.583
YDL019C	4.000	0.582
YMR153W	4.000	0.582
YNL167C	4.000	0.582
YDR519W	4.000	0.582
YBR208C	4.000	0.582
YKR040C	4.000	0.582
YNL224C	4.000	0.582
YLR315W	4.000	0.581
YHR150W	4.000	0.581
YDR195W	4.000	0.579
YJR127C	4.000	0.579
YDL189W	4.000	0.578
YIL066C	4.000	0.577
YHR167W	4.000	0.577
YDR179C	4.000	0.576
YOR315W	4.000	0.576
YDL200C	4.000	0.576
YOR006C	4.000	0.576
YER073W	4.000	0.575
YKL041W	4.000	0.574
YPL074W	4.000	0.574
YDR340W	4.000	0.573
YMR274C	4.000	0.572
YDL134C-A	4.000	0.572
YDR270W	4.000	0.570
YOR212W	4.000	0.569
YLR236C	4.000	0.569
YDR092W	4.000	0.569
YIL054W	4.000	0.569
YML094W	4.000	0.569
YDR502C	4.000	0.569
YDR305C	4.000	0.568
YDL241W	4.000	0.567
YIL030C	4.000	0.566
YDL231C	4.000	0.566
YLR421C	4.000	0.565
YBR083W	4.000	0.565
YPR011C	4.000	0.564
YBL028C	4.000	0.564
YIL050W	4.000	0.564
YOR132W	4.000	0.563
YBR077C	3.000	0.562
YMR115W	4.000	0.562
YDR122W	4.000	0.562
YDR133C	4.000	0.561
YCR031C	4.000	0.561
YDR514C	4.000	0.561
YFL019C	4.000	0.560
YPR002W	4.000	0.560
YNL095C	4.000	0.558
YGL083W	4.000	0.558
YKL161C	4.000	0.557
YLR126C	4.000	0.557
YDL067C	4.000	0.557
YDR256C	4.000	0.557
YMR068W	4.000	0.557
YKR023W	4.000	0.557
YOR301W	4.000	0.556
YDR493W	4.000	0.556
YOR164C	4.000	0.556
YMR087W	4.000	0.556
YGR122W	4.000	0.556
YLR199C	4.000	0.555
YEL011W	4.000	0.553
YLL043W	4.000	0.553
YOR014W	4.000	0.552
YBR067C	4.000	0.552
YKR105C	4.000	0.551
YDL203C	4.000	0.551
YMR148W	4.000	0.551
YHR121W	4.000	0.550
YCR010C	4.000	0.550
YFR012W	4.000	0.550
YOR163W	4.000	0.549
YBR280C	4.000	0.548
YGL089C	4.000	0.548
YER161C	4.000	0.547
YDR291W	4.000	0.546
YOR304W	4.000	0.546
YCR092C	4.000	0.545
YBR278W	4.000	0.544
YMR007W	4.000	0.544
YOR172W	4.000	0.543
YDR422C	4.000	0.542
YMR039C	4.000	0.542
YBL048W	4.000	0.541
YDR010C	4.000	0.541
YKL179C	4.000	0.541
YPL023C	4.000	0.541
YER188C-A	2.000	0.541
YLR270W	4.000	0.540
YHL009C	4.000	0.540
YNL003C	4.000	0.539
YJL163C	4.000	0.539
YML063W	4.000	0.539
YMR141C	4.000	0.539
YLR209C	4.000	0.539
YKR014C	4.000	0.538
YPL039W	4.000	0.538
YER180C-A	4.000	0.537
YDR131C	4.000	0.536
YBL086C	4.000	0.536
YJR083C	4.000	0.535
YDR286C	4.000	0.534
YGL071W	4.000	0.533
YPL170W	4.000	0.533
YHL046C	4.000	0.533
YGR052W	4.000	0.533
YPR057W	4.000	0.533
YOR284W	4.000	0.532
YDL038C	4.000	0.532
YMR247C	4.000	0.532
YJR140C	4.000	0.532
YGL214W	4.000	0.484
YDR124W	4.000	0.532
YER091C	4.000	0.532
YJL211C	4.000	0.531
YDR320C	4.000	0.531
YDL234C	4.000	0.531
YNL115C	4.000	0.530
YMR265C	4.000	0.530
YKL136W	4.000	0.530
YBR150C	4.000	0.530
YPL186C	4.000	0.529
YMR118C	4.000	0.528
YMR278W	4.000	0.528
YDR028C	4.000	0.527
YKR078W	4.000	0.527
YER046W-A	4.000	0.526
YIL002C	4.000	0.526
YJL191W	4.000	0.524
YGL229C	4.000	0.524
YBR182C	4.000	0.524
YEL030W	4.000	0.523
YBR204C	4.000	0.523
YLL045C	4.000	0.521
YLR232W	4.000	0.520
YDR306C	4.000	0.520
YKL071W	4.000	0.520
YLR287C-A	4.000	0.519
YML013C-A	4.000	0.519
YER120W	4.000	0.518
