orf	hap alpha | growth (culture turbidity) | Upshock (2-(N-morpholino)ethanesulfonic acid [20 mM], ethylene glycol bis(2-aminoethyl)tetraacetic acid [20 mM], sodium chloride [4 M]) | Loukin S~Saimi Y, 2008	hap alpha | abundance of calcium | Upshock (2-(N-morpholino)ethanesulfonic acid [20 mM], ethylene glycol bis(2-aminoethyl)tetraacetic acid [20 mM], sodium chloride [4 M]) | Loukin S~Saimi Y, 2008
YAL065C	4.0	1.053177691309987
YAL066W	4.0	1.0012970168612192
YAL067C	4.0	0.35797665369649806
YAL067W-A	4.0	0.2697210090025849
YAL068C	4.0	0.20752269779507135
YAR002C-A	4.0	0.505073678637607
YAR002W	4.0	1.0843060959792477
YAR003W	4.0	1.5382619974059664
YAR014C	4.0	0.8923476005188068
YAR015W	4.0	0.6018158236057068
YAR018C	4.0	1.4630350194552528
YAR020C	4.0	1.066147859922179
YAR023C	4.0	2.166018158236057
YAR027W	4.0	1.0765239948119325
YAR028W	4.0	1.2710765239948119
YAR029W	4.0	0.5940337224383917
YAR030C	4.0	0.754863813229572
YAR031W	4.0	0.6511024643320363
YAR035C-A	4.0	0.37953471788929494
YAR035W	4.0	0.383916990920882
YAR042W	4.0	0.7898832684824902
YAR047C	4.0	0.6977950713359273
YAR050W	4.0	0.7420032110658269
YBL001C	4.0	1.3401529446816962
YBL002W	4.0	1.7391995232893038
YBL003C	4.0	0.7585658953222763
YBL005W	4.0	0.19008839010825304
YBL006C	4.0	1.5399741781706227
YBL007C	4.0	3.553282351772768
YBL008W	4.0	2.198629456748436
YBL008W-A	4.0	0.2517158392013548
YBL009W	4.0	1.3435296454464196
YBL010C	4.0	0.6008541066640183
YBL011W	4.0	0.5055119674247691
YBL012C	4.0	2.101301022941702
YBL013W	4.0	1.0300923626973881
YBL015W	4.0	0.728374217896514
YBL016W	4.0	0.4540669381269242
YBL017C	4.0	2.5652994339060484
YBL019W	4.0	0.9059489522296157
YBL021C	4.0	0.3241632734134472
YBL022C	4.0	1.5608302711292084
YBL024W	4.0	2.5845664912106465
YBL025W	4.0	0.16009534213923926
YBL027W	4.0	0.2053828582778826
YBL028C	4.0	0.5639090277088092
YBL029C-A	4.0	0.4519119351100811
YBL029W	4.0	0.39706028404012317
YBL031W	4.0	0.7865726487238057
YBL032W	4.0	0.16108848942298143
YBL036C	4.0	0.31006058198430825
YBL037W	4.0	0.9716953024133479
YBL038W	4.0	0.22882113417419803
YBL039C	4.0	0.27589631542357734
YBL039W-B	4.0	0.8913450396648542
YBL042C	4.0	0.3835534809812295
YBL043W	4.0	1.2015095838712881
YBL044W	4.0	0.6397854801867117
YBL045C	4.0	0.33389611679412057
YBL046W	4.0	1.1274207965041216
YBL047C	4.0	1.5230906743470056
YBL048W	4.0	0.5414638990962359
YBL049W	4.0	0.4028205382858278
YBL051C	4.0	0.7587645247790247
YBL052C	4.0	0.3911014003376701
YBL053W	4.0	0.4272519614658854
YBL054W	4.0	0.8827093057900487
YBL055C	4.0	0.7454563511768796
YBL056W	4.0	0.891015537041207
YBL057C	4.0	0.06575095699166854
YBL058W	2.0	0.06867822562485927
YBL059W	4.0	0.7698716505291601
YBL060W	4.0	1.174960594460707
YBL061C	4.0	1.4145462733618555
YBL062W	0.0	0.0015762215717180816
YBL063W	4.0	1.159648727764017
YBL064C	4.0	0.7637919387525333
YBL065W	4.0	1.2873226750731817
YBL066C	4.0	0.7011934249043008
YBL067C	4.0	3.003152443143436
YBL068W	4.0	1.697140283719883
YBL069W	4.0	1.331456879081288
YBL070C	4.0	1.3510470614726413
YBL071C	4.0	1.6487277640171132
YBL071C-B	4.0	1.290311079418843
YBL071W-A	4.0	5.537748462429807
YBL072C	4.0	1.7676199054267057
YBL075C	4.0	0.9484350371537942
YBL078C	4.0	1.1648277414996622
YBL079W	4.0	1.2053591533438415
YBL080C	4.0	0.7788786309389777
YBL081W	4.0	0.7622157171808152
YBL082C	0.0	0.003152443143436163
YBL083C	4.0	5.620580950236433
YBL085W	4.0	1.1875703670344517
YBL086C	4.0	0.5356901598739022
YBL087C	4.0	0.7036703445170007
YBL088C	4.0	1.6340914208511597
YBL089W	4.0	1.2717856338662463
YBL090W	4.0	1.047061472641297
YBL091C	4.0	1.3395631614501238
YBL091C-A	4.0	1.3936170212765957
YBL093C	0.0	0.0013120131201312013
YBL094C	4.0	0.9351497410493133
YBL095W	4.0	0.8070668070668071
YBL096C	4.0	0.9338949338949339
YBL098W	4.0	0.47338247338247336
YBL099W	4.0	0.288990288990289
YBL100C	4.0	0.1294021294021294
YBL100W-C	4.0	1.0792405740262054
YBL101C	4.0	0.4453024453024453
YBL102W	4.0	0.9364689364689365
YBL103C	4.0	1.6335556335556336
YBL104C	4.0	0.7181467181467182
YBL106C	4.0	0.5882765882765882
YBL107C	4.0	0.9888849888849889
YBR001C	4.0	0.6442026442026442
YBR003W	4.0	0.4555984555984556
YBR005W	4.0	0.9816309816309816
YBR006W	4.0	2.8980852378011117
YBR007C	4.0	0.06068560840024707
YBR008C	4.0	0.6380481778875849
YBR009C	4.0	0.9258801729462631
YBR010W	4.0	1.3092958616429895
YBR012C	0.0	0.002007411982705374
YBR013C	4.0	1.009110562075355
YBR014C	4.0	1.2794935145151327
YBR015C	4.0	1.3128474366893144
YBR016W	4.0	0.932983323038913
YBR018C	4.0	0.8645768993205682
YBR019C	4.0	0.14823965410747375
YBR020W	4.0	2.0292837437996964
YBR021W	4.0	0.27547869054972207
YBR022W	4.0	1.4508956145768994
YBR023C	4.0	1.224521309450278
YBR024W	4.0	4.21602841260037
YBR025C	4.0	0.9908894379246448
YBR026C	4.0	1.6903953057442866
YBR027C	4.0	0.9139901173563928
YBR028C	4.0	1.2753242742433601
YBR030W	4.0	1.5596046942557134
YBR031W	4.0	1.3747683755404572
YBR032W	4.0	1.2005867819641753
YBR033W	4.0	0.8866584311303274
YBR034C	4.0	2.386658431130327
YBR035C	3.0	0.11256948733786287
YBR036C	4.0	0.023008029647930823
YBR037C	4.0	2.0659357628165536
YBR039W	4.0	1.5378433784337844
YBR040W	4.0	1.2893761581222978
YBR041W	4.0	1.5060222359481161
YBR042C	4.0	1.1065472513897467
YBR043C	4.0	1.487183446571958
YBR044C	4.0	1.8996294008647314
YBR045C	4.0	1.128319950586782
YBR046C	4.0	1.5262507720815317
YBR047W	4.0	1.0579061148857318
YBR048W	4.0	0.87183446571958
YBR050C	4.0	0.397467572575664
YBR051W	4.0	1.3378628783199507
YBR052C	4.0	0.36905497220506484
YBR053C	4.0	1.990889437924645
YBR054W	4.0	1.3567016676961088
YBR056W	4.0	2.618900555898703
YBR056W-A	4.0	0.6374899723683037
YBR057C	4.0	2.607782581840642
YBR058C	4.0	0.23023471278567018
YBR058C-A	4.0	1.051608877796595
YBR059C	4.0	2.025478690549722
YBR062C	4.0	1.1701667696108708
YBR063C	4.0	1.3191785052501543
YBR064W	4.0	0.7615812229771464
YBR065C	4.0	1.3579369981470044
YBR066C	4.0	0.7357936998147004
YBR067C	4.0	0.5518838789376158
YBR068C	4.0	0.7581840642371834
YBR069C	4.0	0.7490735021618283
YBR071W	4.0	0.8599444101297097
YBR072C-A	4.0	1.0246902575987165
YBR072W	4.0	2.273471278567017
YBR073W	4.0	0.6981161210623842
YBR074W	4.0	0.6992664402034329
YBR076W	4.0	0.7827362569487338
YBR077C	3.0	0.5622297714638665
YBR078W	4.0	2.366584311303274
YBR081C	4.0	1.3000529661016949
YBR083W	4.0	0.565075443395394
YBR084C-A	4.0	0.7274331597988176
YBR084W	4.0	1.3095868644067796
YBR085C-A	4.0	1.229699616721633
YBR085W	4.0	1.2944915254237288
YBR089C-A	4.0	0.6689618644067796
YBR090C	4.0	0.6353128033177446
YBR092C	4.0	0.8569915254237288
YBR093C	4.0	0.8228283898305084
YBR094W	4.0	1.03125
YBR095C	4.0	3.0002648305084745
YBR096W	4.0	0.9997351694915254
YBR097W	0.0	0.0018040180401804019
YBR098W	4.0	0.6002134799203964
YBR099C	4.0	1.3342161016949152
YBR101C	4.0	1.0632944915254237
YBR103W	4.0	0.10884533898305085
YBR104W	4.0	0.7878707627118644
YBR105C	4.0	1.3797669491525424
YBR106W	4.0	1.614936440677966
YBR107C	4.0	0.7409957627118644
YBR108W	4.0	2.0717690677966103
YBR111C	4.0	0.9258474576271186
YBR111W-A	4.0	1.479454496835725
YBR112C	4.0	0.4127768463778346
YBR113W	4.0	1.2547669491525424
YBR114W	4.0	0.8614936440677966
YBR115C	4.0	0.8728813559322034
YBR116C	4.0	1.0002648305084745
YBR117C	4.0	0.8358050847457628
YBR119W	4.0	0.873146186440678
YBR120C	4.0	0.6096398305084746
YBR125C	4.0	0.2760081178858202
YBR126C	4.0	0.6536016949152542
YBR127C	4.0	0.04591104734576758
YBR128C	4.0	0.6483142037302726
YBR129C	4.0	1.0765781922525108
YBR130C	4.0	0.020444763271162122
YBR131W	4.0	0.042883614223947764
YBR132C	4.0	1.0450143472022955
YBR133C	4.0	0.7431850789096126
YBR134W	4.0	1.6366571018651364
YBR137W	4.0	1.4937230989956958
YBR138C	4.0	0.8477403156384505
YBR139W	4.0	1.1739598278335726
YBR141C	4.0	3.063486370157819
YBR144C	4.0	0.8339311334289814
YBR145W	4.0	1.651542324246772
YBR146W	4.0	0.050932568149210905
YBR147W	4.0	1.8138450502152081
YBR148W	4.0	1.0640243902439024
YBR149W	4.0	1.50448350071736
YBR150C	4.0	0.5296038118768199
YBR151W	4.0	1.2261477761836441
YBR156C	4.0	0.7180774748923959
YBR157C	4.0	1.6413199426111909
YBR158W	4.0	1.4619799139167862
YBR159W	4.0	1.0699426111908177
YBR161W	4.0	1.684899569583931
YBR162C	4.0	1.4483500717360114
YBR162W-A	4.0	1.6784433285509326
YBR163W	4.0	1.7033715925394548
YBR164C	4.0	4.158536585365853
YBR165W	4.0	1.106348637015782
YBR166C	4.0	1.6615853658536586
YBR168W	4.0	0.9755581046501368
YBR169C	4.0	0.6499602929497926
YBR170C	4.0	0.6610473457675753
YBR171W	4.0	3.9119440459110475
YBR172C	4.0	1.1047345767575323
YBR173C	4.0	0.822533566841798
YBR174C	4.0	0.03269118505545826
YBR175W	4.0	0.9877408056042032
YBR176W	4.0	0.9311150029188558
YBR177C	4.0	0.8324576765907764
YBR178W	4.0	0.5102159953298308
YBR180W	4.0	1.8569760653823701
YBR181C	4.0	0.3520140105078809
YBR182C	4.0	0.5242265032107414
YBR182C-A	4.0	0.7150369908191461
YBR183W	4.0	1.2597781669585522
YBR184W	4.0	0.6018680677174547
YBR185C	4.0	1.0145942790426152
YBR186W	4.0	0.5907764156450671
YBR187W	4.0	0.02276707530647986
YBR188C	4.0	0.7851722124927029
YBR189W	4.0	0.10517956410482661
YBR191W	4.0	2.125494795484533
YBR194W	4.0	2.718622300058377
YBR195C	4.0	2.0274372446001165
YBR196C-A	4.0	2.21962741777342
YBR196C-B	4.0	1.002584900615028
YBR197C	4.0	0.9935785172212492
YBR199W	4.0	0.6654991243432574
YBR200W	4.0	1.1255107997664915
YBR200W-A	4.0	1.338621980568678
YBR201W	4.0	0.514302393461763
YBR203W	4.0	0.4892002335084647
YBR204C	4.0	0.5230589608873322
YBR205W	4.0	1.1891418563922942
YBR206W	4.0	0.7291301809690601
YBR207W	4.0	0.5989492119089317
YBR208C	4.0	0.5820198482194979
YBR209W	4.0	1.333917104495038
YBR210W	4.0	0.8861646234676007
YBR212W	4.0	0.3327495621716287
YBR213W	4.0	0.30589608873321655
YBR214W	4.0	0.4308231173380035
YBR215W	4.0	0.26970227670753066
YBR216C	4.0	0.31932282545242263
YBR217W	4.0	0.43315820198482197
YBR218C	4.0	0.24810274372446
YBR219C	4.0	0.3216579100992411
YBR220C	4.0	0.4220665499124343
YBR221C	4.0	0.6438995913601868
YBR221W-A	4.0	1.2377217220786165
YBR222C	4.0	1.096322241681261
YBR223C	4.0	1.5353877412800543
YBR224W	4.0	1.3877412800541822
YBR225W	4.0	1.0355570606163225
YBR226C	4.0	1.096512021672875
YBR227C	4.0	1.5028784287165595
YBR228W	4.0	1.560447003047748
YBR229C	4.0	5.742634608872333
YBR230C	4.0	3.8862174060277686
YBR231C	4.0	4.828310193024043
YBR232C	4.0	0.34770961693008307
YBR233W	4.0	0.9183880799187267
YBR233W-A	0.0	0.0021392280951956504
YBR235W	4.0	0.09888249238062986
YBR238C	4.0	0.6251269895022011
YBR239C	4.0	1.3897731120894006
YBR240C	4.0	1.8211987809007788
YBR241C	4.0	1.9478496444293938
YBR242W	4.0	2.046054859464951
YBR244W	4.0	1.3525228581103963
YBR245C	4.0	1.2109718929901794
YBR246W	4.0	0.6942092786996275
YBR248C	4.0	1.5990518117168981
YBR249C	4.0	1.4466644090755165
YBR250W	4.0	0.7971554351506942
YBR255W	4.0	0.45309854385370807
YBR258C	4.0	0.9536065018625127
YBR259W	4.0	1.519133084998307
YBR260C	4.0	0.8391466305452082
YBR261C	4.0	1.8794446325770402
YBR262C	4.0	2.0189637656620385
YBR263W	4.0	0.8310193024043345
YBR264C	4.0	2.062986793091771
YBR266C	4.0	0.8039282086014223
YBR267W	4.0	0.04334575008465967
YBR269C	4.0	1.7460348162475823
YBR270C	4.0	0.6580781787699638
YBR271W	4.0	1.0177949709864604
YBR272C	4.0	0.4916615194564546
YBR273C	4.0	1.2934235976789168
YBR274W	4.0	1.3762088974854931
YBR275C	4.0	0.6700785317215212
YBR276C	4.0	0.47860231183270097
YBR277C	4.0	1.5272727272727273
YBR278W	4.0	0.544100580270793
YBR279W	2.0	0.07427466150870406
YBR280C	4.0	0.5483102444189535
YBR281C	4.0	0.8299806576402321
YBR282W	4.0	1.2756286266924566
YBR283C	4.0	1.0406189555125724
YBR284W	4.0	1.7924564796905222
YBR285W	4.0	1.744294003868472
YBR286W	4.0	1.5027079303675048
YBR287W	4.0	0.7327274331597988
YBR288C	4.0	0.9409177539950154
YBR289W	4.0	0.9394516933001026
YBR290W	4.0	1.7176015473887813
YBR291C	4.0	0.7549323017408124
YBR292C	4.0	0.297678916827853
YBR293W	4.0	1.788394584139265
YBR294W	4.0	2.2222548013487757
YBR295W	4.0	1.1899419729206964
YBR296C	4.0	0.4435203094777563
YBR296C-A	4.0	1.3120598983866654
YBR297W	4.0	0.9822050290135397
YBR298C	4.0	0.5102514506769826
YBR299W	4.0	0.4279017438589912
YBR300C	4.0	0.30193423597678914
YBR301W	4.0	2.118457704148952
YCL001W	4.0	5.6397389412617835
YCL001W-A	4.0	0.44119922630560926
YCL001W-B	4.0	1.2067029146982797
YCL002C	4.0	2.096881798404641
YCL004W	4.0	2.484408992023205
YCL005W	4.0	2.207396664249456
YCL007C	4.0	0.33792603335750543
YCL008C	4.0	0.27411167512690354
YCL009C	4.0	2.160116026105874
YCL011C	4.0	2.496881798404641
YCL014W	4.0	1.646120377084844
YCL016C	4.0	3.4871646120377084
YCL022C	4.0	0.37767074225021613
YCL023C	4.0	1.7246905750055064
YCL024W	4.0	1.594778825235678
YCL025C	4.0	1.7467730239303842
YCL026C-A	4.0	1.5842251869227386
YCL027W	4.0	1.5451776649746194
YCL028W	4.0	1.5912980420594633
YCL029C	4.0	2.0504713560551124
YCL030C	4.0	1.7094606863991284
YCL032W	4.0	0.596331941165789
YCL033C	4.0	1.3792603335750544
YCL034W	4.0	1.3270485859318346
YCL035C	4.0	1.8862336900747692
YCL036W	4.0	0.9624365482233502
YCL037C	4.0	2.557505438723713
YCL038C	4.0	0.23934500222014116
YCL039W	4.0	0.8725163161711385
YCL040W	4.0	0.818854242204496
YCL042W	4.0	1.4442349528643945
YCL044C	3.0	0.012762871646120376
YCL045C	4.0	0.4295866569978245
YCL046W	4.0	0.38723712835387963
YCL047C	4.0	1.8474256707759247
YCL048W	4.0	2.200145032632342
YCL049C	4.0	1.4877447425670776
YCL050C	4.0	0.7080493110949964
YCL051W	4.0	1.8352429296591732
YCL055W	4.0	1.4558375634517766
YCL056C	4.0	0.9606961566352429
YCL057C-A	4.0	0.850164898832338
YCL057W	4.0	0.6329224075416969
YCL058C	4.0	0.2603433370384093
YCL061C	4.0	0.9589557650471356
YCL063W	4.0	2.025090645395214
YCL064C	4.0	1.0593183466279914
YCL069W	4.0	1.4851341551849166
YCL076W	4.0	0.9289860442139064
YCR001W	4.0	0.9044234952864394
YCR002C	4.0	2.020337751952061
YCR004C	4.0	0.4075416968817984
YCR005C	4.0	0.9119651921682379
YCR006C	4.0	0.9847715736040609
YCR007C	4.0	1.015228426395939
YCR008W	4.0	1.328788977519942
YCR009C	4.0	1.8248005801305294
YCR010C	4.0	0.5499637418419144
YCR011C	4.0	0.7602610587382161
YCR014C	4.0	0.9360406091370559
YCR015C	4.0	0.4835387962291516
YCR016W	4.0	0.7901377810007252
YCR017C	4.0	2.137781000725163
YCR019W	4.0	0.3335750543872371
YCR020C	4.0	0.7129804205946338
YCR020C-A	4.0	0.06613488034807832
YCR020W-B	4.0	0.6183752417794971
YCR021C	4.0	0.8757070340826686
YCR022C	4.0	0.6976069615663524
YCR023C	4.0	0.6616388687454677
YCR024C	4.0	1.2626692456479691
YCR024C-A	4.0	0.6918762088974855
YCR024C-B	0.0	0.0014261520634637668
YCR025C	4.0	0.3781431334622824
YCR026C	4.0	0.26866537717601546
YCR027C	4.0	1.7990328820116055
YCR028C	4.0	0.7591876208897486
YCR028C-A	4.0	0.016713091922005572
YCR030C	4.0	2.164785222108195
YCR031C	4.0	0.5611218568665377
YCR032W	4.0	1.9132092068611641
YCR033W	4.0	3.8774373259052926
YCR034W	4.0	0.5839458413926499
YCR036W	4.0	0.4367504835589942
YCR037C	4.0	2.5054158607350097
YCR043C	4.0	1.393036750483559
YCR044C	4.0	1.290328820116054
YCR045C	4.0	0.39264990328820115
YCR046C	3.0	0.002932121389825539
YCR047C	4.0	0.033426183844011144
YCR048W	4.0	1.1532033426183843
YCR049C	4.0	0.12437137330754353
YCR050C	4.0	0.1402321083172147
YCR051W	4.0	1.158413926499033
YCR053W	3.0	0.02433660753555197
YCR059C	4.0	0.23558994197292069
YCR060W	4.0	1.3203342618384402
YCR061W	3.0	0.7493477164190574
YCR063W	2.0	0.022823984526112187
YCR065W	4.0	0.6392649903288201
YCR066W	4.0	1.983752417794971
YCR067C	2.0	1.5378976689634951
YCR068W	4.0	0.15299806576402322
YCR069W	4.0	0.7122122855886234
YCR071C	4.0	1.081624758220503
YCR073C	1.0	1.3587450520451547
YCR073W-A	4.0	1.6044487427466152
YCR075C	4.0	0.8714264770561502
YCR075W-A	4.0	1.7994473660754078
YCR076C	4.0	0.7110251450676982
YCR077C	4.0	0.27214700193423597
YCR079W	4.0	0.2206963249516441
YCR081W	4.0	0.014506769825918761
YCR082W	4.0	0.620889748549323
YCR083W	4.0	1.1848702536285003
YCR084C	4.0	0.10848849142354494
YCR085W	4.0	0.8618955512572534
YCR086W	4.0	0.2841392649903288
YCR087C-A	4.0	0.15512572533849128
YCR087W	4.0	0.1183752417794971
YCR088W	4.0	1.8038410790206714
YCR089W	4.0	1.480721301861897
YCR090C	4.0	0.9923640330372449
YCR091W	4.0	1.4003428393330217
YCR092C	4.0	0.5451145395044413
YCR094W	4.0	0.13251332513325134
YCR095C	4.0	0.008117885820171181
YCR098C	4.0	1.4137447405329593
YCR099C	4.0	1.0596852111578619
YCR100C	4.0	0.4569113292815958
YCR101C	4.0	0.8714352501168771
YCR102C	4.0	1.0257129499766247
YCR102W-A	4.0	1.6099885290743845
YCR105W	4.0	0.6167991273180614
YCR106W	4.0	0.831229546517064
YCR107W	4.0	0.9266829176823551
YDL001W	4.0	1.353658536585366
YDL002C	4.0	1.0627690100430416
YDL005C	4.0	0.3699784791965567
YDL006W	4.0	0.8696197991391679
YDL009C	4.0	1.5529053084648494
YDL010W	4.0	1.1354017216642756
YDL011C	4.0	1.5686872309899569
YDL012C	4.0	2.0538020086083213
YDL013W	4.0	1.0091463414634145
YDL018C	4.0	1.1700143472022955
YDL019C	4.0	0.5824964131994261
YDL020C	4.0	0.7544835007173601
YDL021W	4.0	1.327116212338594
YDL022W	4.0	1.2611190817790532
YDL023C	4.0	1.0251076040172167
YDL024C	4.0	1.076219512195122
YDL025C	4.0	1.1149569583931134
YDL026W	4.0	1.232783357245337
YDL027C	4.0	0.9187589670014347
YDL032W	4.0	0.1441893830703013
YDL033C	4.0	0.9108680057388809
YDL034W	4.0	1.3446915351506457
YDL035C	4.0	1.8133070301291248
YDL036C	4.0	1.2430057388809181
YDL037C	4.0	0.18113342898134863
YDL039C	2.0	0.26712697274031566
YDL040C	4.0	0.8242467718794835
YDL041W	4.0	0.5848278335724534
YDL042C	4.0	0.9487087517934003
YDL044C	4.0	0.25215208034433284
YDL045W-A	0.0	0.001255380200860832
YDL046W	4.0	1.0652797704447632
YDL047W	4.0	0.8351771985749109
YDL048C	4.0	1.873206599713056
YDL049C	4.0	1.384684361549498
YDL050C	4.0	0.8292682926829268
YDL051W	4.0	0.5005380200860832
YDL052C	4.0	0.6018651362984218
YDL053C	4.0	0.3746413199426112
YDL054C	4.0	0.8009325681492109
YDL056W	4.0	1.5112984218077474
YDL057W	4.0	0.9908536585365854
YDL059C	4.0	0.818687230989957
YDL062W	4.0	0.835545193687231
YDL063C	4.0	0.7277618364418939
YDL065C	4.0	0.6092180774748924
YDL066W	4.0	1.1061692969870875
YDL067C	4.0	0.5572094691535151
YDL068W	4.0	0.40387374461979914
YDL069C	4.0	0.4214490674318508
YDL070W	4.0	1.2399569583931134
YDL071C	1.0	0.003048780487804878
YDL072C	4.0	0.5039454806312769
YDL073W	4.0	0.8285509325681492
YDL074C	4.0	1.2306312769010044
YDL075W	4.0	1.0903806487905494
YDL076C	4.0	1.0342539454806312
YDL077C	4.0	0.9761477761836442
YDL078C	4.0	0.7842539454806313
YDL079C	4.0	0.7901721664275466
YDL080C	4.0	0.7745695839311334
YDL081C	4.0	0.8712338593974175
YDL082W	1.0	0.00824964131994261
YDL083C	4.0	0.9791717716246018
YDL085C-A	4.0	1.1699794990640877
YDL085W	4.0	1.2185738789512375
YDL086W	4.0	1.1159029649595686
YDL088C	4.0	3.694192599852977
YDL089W	4.0	1.5601568243077677
YDL090C	4.0	0.22543494241607448
YDL091C	4.0	0.21489830923793188
YDL093W	4.0	1.5067385444743935
YDL094C	4.0	1.6410193580004901
YDL095W	4.0	1.1925998529772115
YDL096C	4.0	2.13310251971533
YDL099W	4.0	0.07135987689940373
YDL100C	4.0	1.9172917868820927
YDL101C	4.0	1.7149451817657242
YDL104C	4.0	0.6110790536641661
YDL106C	4.0	2.4579726870552028
YDL107W	4.0	0.5095210617426428
YDL109C	4.0	0.460088478553568
YDL110C	4.0	0.6243508366993653
YDL112W	4.0	0.7938065012502404
YDL113C	4.0	0.7693787266782074
YDL114W	4.0	0.32410078861319486
YDL115C	4.0	1.1829197922677437
YDL116W	1.0	0.015387574533564147
YDL117W	4.0	2.089247932294672
YDL118W	4.0	0.6564723985381804
YDL119C	4.0	0.025966532025389497
YDL121C	4.0	0.3387189844200808
YDL122W	4.0	0.4537411040584728
YDL123W	4.0	0.4252740911713791
YDL124W	4.0	0.6928255433737257
YDL125C	4.0	1.376803231390652
YDL127W	4.0	0.47066743604539335
YDL128W	4.0	0.4591267551452202
YDL129W	4.0	0.2296595499134449
YDL130W	4.0	0.9276783996922485
YDL130W-A	4.0	1.1650303880317905
YDL131W	4.0	0.695710713598769
YDL133C-A	4.0	1.6647494316344493
YDL133W	4.0	0.23466051163685325
YDL134C	4.0	0.7134064243123678
YDL135C	4.0	0.4412386997499519
YDL136W	4.0	0.07597614925947298
YDL137W	2.0	0.002308136180034622
YDL138W	4.0	0.640315445277938
YDL142C	4.0	0.3410271206001154
YDL144C	4.0	0.6982111944604732
YDL146W	4.0	0.7751490671282939
YDL149W	4.0	1.7875277875277875
YDL151C	4.0	2.2354042354042356
YDL154W	4.0	0.15186615186615188
YDL155W	4.0	1.143091143091143
YDL156W	4.0	1.8865098865098866
YDL157C	4.0	0.14086814086814087
YDL158C	4.0	1.0656370656370657
YDL159W	4.0	1.2596232596232597
YDL159W-A	4.0	1.1940458151350388
YDL160C	4.0	0.07792207792207792
YDL160C-A	4.0	1.3910330689009716
YDL161W	4.0	2.085878085878086
YDL162C	4.0	1.8041418041418043
YDL167C	4.0	1.0792090792090792
YDL168W	4.0	2.1981981981981984
YDL169C	4.0	1.531999531999532
YDL170W	4.0	2.2215982215982217
YDL171C	4.0	1.1575991575991575
YDL172C	4.0	0.3521703521703522
YDL173W	4.0	0.22534222534222534
YDL174C	4.0	1.0764010764010763
YDL175C	4.0	0.9652509652509652
YDL176W	4.0	1.6192816192816193
YDL177C	4.0	1.1257751257751258
YDL178W	4.0	1.244179244179244
YDL179W	4.0	1.4065754065754066
YDL180W	4.0	0.9170469170469171
YDL181W	4.0	1.1667251667251668
YDL182W	4.0	1.564057564057564
YDL183C	4.0	1.0251550251550252
YDL184C	4.0	1.498069498069498
YDL185W	0.0	0.002106002106002106
YDL186W	4.0	1.0792090792090792
YDL187C	4.0	1.0775710775710776
YDL188C	4.0	0.6832806832806833
YDL189W	4.0	0.5782145782145782
YDL190C	4.0	1.9822159822159822
YDL191W	4.0	1.1338953632531614
YDL192W	0.0	0.0022315893875526904
YDL194W	4.0	0.33265457238059976
YDL197C	4.0	1.1564592115050831
YDL198C	4.0	0.7659310686833622
