orf	hom | growth (pooled culture, microarray) | monomethylarsonous acid [37.5 uM], time [5 gen] | YPD | Jo WJ~Vulpe CD, 2009	hom | growth (pooled culture, microarray) | monomethylarsonous acid [75 uM], time [5 gen] | YPD | Jo WJ~Vulpe CD, 2009	hom | growth (pooled culture, microarray) | monomethylarsonous acid [150 uM], time [5 gen] | YPD | Jo WJ~Vulpe CD, 2009	hom | growth (pooled culture, microarray) | monomethylarsonous acid [37.5 uM], time [15 gen] | YPD | Jo WJ~Vulpe CD, 2009	hom | growth (pooled culture, microarray) | monomethylarsonous acid [75 uM], time [15 gen] | YPD | Jo WJ~Vulpe CD, 2009	hom | growth (pooled culture, microarray) | monomethylarsonous acid [150 uM], time [15 gen] | YPD | Jo WJ~Vulpe CD, 2009	hom | growth (pooled culture, microarray) | sodium arsenite [75 uM], time [5 gen] | YPD | Jo WJ~Vulpe CD, 2009	hom | growth (pooled culture, microarray) | sodium arsenite [150 uM], time [5 gen] | YPD | Jo WJ~Vulpe CD, 2009	hom | growth (pooled culture, microarray) | sodium arsenite [300 uM], time [5 gen] | YPD | Jo WJ~Vulpe CD, 2009	hom | growth (pooled culture, microarray) | sodium arsenite [75 uM], time [15 gen] | YPD | Jo WJ~Vulpe CD, 2009	hom | growth (pooled culture, microarray) | sodium arsenite [150 uM], time [15 gen] | YPD | Jo WJ~Vulpe CD, 2009	hom | growth (pooled culture, microarray) | sodium arsenite [300 uM], time [15 gen] | YPD | Jo WJ~Vulpe CD, 2009
YBR290W	0.0	0.0	0.0	0.0	0.0	-1.1	0.0	0.0	0.0	0.0	0.0	0.0
YBR291C	0.0	0.0	0.0	-1.9	-2.55	-3.2	0.0	0.0	-1.3	0.0	-1.2	-2.45
YBR292C	0.0	0.0	0.0	-1.0	-1.1	-1.9	0.0	0.0	0.0	0.0	0.0	-1.3
YBR295W	0.0	0.0	0.0	0.0	-1.5	-1.8	0.0	0.0	0.0	0.0	0.0	-1.5
YBR296C	0.0	0.0	0.0	-1.2	-1.65	-2.2	0.0	0.0	-1.2	0.0	0.0	-1.65
YBR297W	0.0	0.0	0.0	0.0	-1.15	-1.4	0.0	0.0	-1.1	0.0	0.0	-1.75
YBR298C	0.0	0.0	0.0	-1.6	-1.95	-2.65	0.0	-1.0	-2.1	0.0	-1.8	-2.85
YBR300C	0.0	0.0	0.0	-0.8	-1.5	-1.65	-1.3	0.0	-1.3	0.0	0.0	-1.45
YCL001W-A	0.0	0.0	0.0	-1.7	-2.55	-2.5	0.0	0.0	-2.0	0.0	-1.6	-2.25
YCL005W	0.0	0.0	0.0	0.0	-1.4	-2.3	0.0	0.0	-1.55	0.0	2.4	-2.3
YCL009C	0.0	0.0	0.0	0.0	0.0	-1.2	0.0	0.0	0.0	0.0	0.0	0.0
YCL010C	0.0	0.0	0.0	-1.65	-1.95	-2.8	0.0	-1.1	-2.05	-1.3	-1.95	-2.9
YCL016C	0.0	0.0	0.0	0.0	0.0	2.2	0.0	0.0	0.0	0.0	0.0	0.0
YCL037C	0.0	0.0	0.0	0.7	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCL045C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5	0.0	0.0	0.0
YCL055W	0.0	0.0	0.0	-1.0	-1.0	-1.85	0.0	0.0	-1.35	0.0	0.0	-1.45
YCL058C	0.0	0.0	0.0	0.0	2.35	2.6	0.0	0.0	0.0	0.0	0.0	1.7
YCL063W	0.0	0.0	0.0	0.0	-1.1	-1.775	0.0	0.0	0.0	0.0	0.0	0.0
YCR007C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
YCR009C	0.0	0.0	0.0	0.0	0.0	-3.4	0.0	0.0	0.0	0.0	0.0	-2.25
YCR017C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.3	0.0	0.0	-1.1
YCR020C-A	0.0	0.0	0.0	0.0	-1.45	-1.9	0.0	0.0	-1.0	0.0	0.0	-1.55
YCR020W-B	0.0	0.0	0.0	0.0	2.8	3.1	0.0	0.0	0.0	0.0	0.0	0.0
YCR024C	0.0	0.0	-1.0	0.0	-1.3	-1.5	0.0	-0.7	-1.55	0.0	-1.0	-1.75
YCR025C	0.0	0.0	0.0	-1.2	0.0	-1.5	0.0	0.0	0.0	0.0	0.0	-1.7
YCR026C	0.0	0.0	0.0	-1.9	-2.3	-3.2	0.0	0.0	-2.0	0.0	-1.8	-3.1
YCR027C	0.0	0.0	0.0	-1.2	-1.5	0.0	0.0	0.0	0.0	0.0	0.0	-1.9
YCR028C	0.0	0.0	0.0	0.0	1.8	0.0	0.0	0.0	0.0	0.0	1.35	0.0
YCR028C-A	0.0	0.0	0.0	0.0	0.0	2.55	0.0	0.0	0.0	0.0	0.0	1.3
YCR031C	0.0	0.0	0.0	0.0	1.1	1.45	0.0	0.0	0.0	0.0	0.7	0.95
YCR034W	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.0
YCR036W	0.0	0.0	0.0	-1.8	-2.5	-3.15	0.0	0.0	-1.7	0.0	-1.6	-3.4
YCR045C	0.0	0.0	-1.2	-1.45	-1.65	-2.0	0.0	0.0	-1.75	0.0	-0.8	-2.05
YCR049C	0.0	0.0	0.0	-1.4	-1.55	-1.9	0.0	0.0	-1.2	0.0	0.0	-2.0
YCR050C	0.0	0.0	-1.9	-2.6	-2.6	-3.05	0.0	0.0	-1.9	0.0	-1.4	-2.45
YCR053W	0.0	0.0	0.0	0.0	-3.5	-2.8	0.0	0.0	0.0	0.0	0.0	0.0
YCR059C	0.0	0.0	0.0	-1.1	-1.2	-1.6	0.0	0.0	0.0	0.0	0.0	-1.8
YCR060W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.2	0.0	0.0	0.0
YCR063W	0.0	0.0	1.2	1.9	3.1	5.9	0.0	0.0	0.0	0.0	0.0	0.0
YCR065W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.7
YCR067C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.8	0.0
YCR068W	0.0	-1.05	-1.75	-1.75	-3.05	-3.8	0.0	-1.0	-2.3	-1.3	-2.05	-3.35
YCR071C	0.0	0.0	0.0	-1.7	0.0	-2.5	0.0	0.0	-1.9	0.0	0.0	-2.2
YCR073W-A	0.0	0.0	0.0	0.0	0.0	0.0	-1.9	0.0	0.0	0.0	0.0	0.0
YCR077C	0.0	0.0	0.0	0.0	0.0	2.75	0.0	0.0	0.0	0.0	0.0	0.0
YCR079W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9
YCR081W	0.0	0.0	0.0	0.0	-2.4	-2.55	0.0	-1.3	-2.85	-1.5	-2.25	-2.6
YCR082W	0.0	0.0	0.0	0.0	0.0	-2.7	0.0	0.0	0.0	0.0	0.0	-1.2
YCR084C	0.0	0.0	-2.6	-2.2	0.0	0.0	-1.95	-3.0	-3.05	0.0	0.0	-2.2
YCR085W	0.0	0.0	0.0	0.0	-1.25	-1.45	0.0	0.0	0.0	0.0	0.0	-1.4
YCR086W	0.0	0.0	0.0	-1.1	-1.85	-3.0	0.0	0.0	-1.7	-1.5	-1.6	-2.7
YCR087C-A	0.0	0.0	0.0	-1.2	-2.0	-2.4	0.0	0.0	-1.7	0.0	-1.3	-2.15
YCR087W	0.0	0.0	0.0	-1.3	-1.8	-2.25	0.0	-0.7	-1.0	0.0	-1.1	-1.7
YCR094W	0.0	0.0	0.0	0.0	0.0	-1.9	0.0	0.0	0.0	0.0	0.0	0.0
YCR095C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.85
YCR098C	0.0	0.0	0.0	0.0	0.0	1.9	0.0	0.0	0.0	0.0	0.0	0.0
YCR101C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
YCR102C	-1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL002C	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0
YDL010W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2	0.0
YDL013W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.35	-1.5	0.0	0.0	0.0
YDL020C	0.0	0.0	-1.55	0.0	-3.2	-3.45	0.0	0.0	-1.5	0.0	-1.4	-3.95
YDL021W	0.0	0.0	0.0	0.0	-0.9	-1.7	0.0	0.0	0.0	0.0	0.0	-0.9
YDL023C	0.0	0.0	0.0	0.0	0.7	1.15	0.0	0.0	0.0	0.0	0.0	0.0
YDL025C	0.0	0.0	0.0	-1.2	-1.4	-1.8	0.0	0.0	0.0	0.0	0.0	-2.3
YDL040C	0.0	0.0	0.0	-2.0	0.0	-2.6	0.0	-0.9	0.0	-1.55	-2.8	-2.75
YDL041W	0.0	0.0	0.0	0.0	1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL044C	0.0	0.0	0.0	1.9	1.4	3.1	0.0	0.0	0.0	0.0	0.0	0.0
YDL048C	0.0	0.0	0.0	0.0	1.3	1.25	0.0	0.0	0.0	0.0	0.0	0.0
YDL056W	0.0	0.0	0.0	1.75	1.75	3.85	0.0	0.0	0.0	0.0	0.0	1.85
YDL062W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2
YDL065C	0.0	0.0	-0.9	0.0	-1.35	-2.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL066W	0.0	0.0	0.0	0.0	-1.75	-2.7	0.0	0.0	0.0	0.0	0.0	-1.85
YDL070W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1	0.0
YDL074C	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0
YDL081C	0.0	0.0	1.15	0.0	1.9	3.7	0.0	0.0	0.0	0.0	0.0	0.0
YDL082W	0.0	0.0	0.0	0.0	1.4	2.8	0.0	0.7	1.3	1.3	1.7	2.2
YDL083C	0.0	0.0	0.0	0.0	0.0	2.15	0.0	0.0	0.0	0.0	0.0	0.0
YDL090C	0.0	0.0	0.0	0.0	0.0	1.95	0.0	0.0	0.0	0.0	0.0	0.0
YDL094C	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0
YDL095W	0.0	0.0	0.0	0.0	0.0	1.8	0.0	0.0	0.0	0.0	0.0	0.0
YDL096C	0.0	0.0	0.0	0.0	1.45	2.4	0.0	0.0	0.0	0.0	0.0	1.9
YDL117W	0.0	0.0	0.0	1.4	1.95	3.3	0.0	0.0	0.0	0.0	0.0	1.6
YDL118W	0.0	0.0	0.0	0.0	-2.5	-3.5	0.0	0.0	0.0	0.0	0.0	0.0
YDL122W	0.0	0.0	0.0	0.0	0.0	1.25	0.0	0.0	0.0	0.0	0.0	0.0
YDL130W	0.0	0.0	0.0	0.0	1.3	1.6	0.0	0.0	0.0	0.0	0.0	0.0
YDL133W	0.0	0.0	0.0	-1.85	-2.15	-2.8	0.0	0.0	0.0	-1.3	-2.15	-3.8
YDL136W	0.0	0.0	0.0	0.0	1.2	1.6	0.0	0.0	0.0	0.0	0.0	1.3
YDL142C	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL160C	0.0	0.0	-2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL172C	-0.9	0.0	0.0	0.0	0.0	-2.8	0.0	0.0	0.0	0.0	0.0	0.0
YDL173W	0.0	0.0	0.0	-1.25	-1.1	-2.15	0.0	0.0	0.0	0.0	0.0	0.0
YDL182W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.0	0.0	0.0	0.0
YDL188C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0
YDL189W	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL190C	0.0	0.0	0.0	0.0	0.0	-1.9	0.0	0.0	0.0	0.0	0.0	0.0
YDL191W	0.0	0.0	1.5	0.0	2.45	3.65	0.0	0.0	0.0	0.0	0.0	0.0
YDL192W	0.0	0.0	0.0	0.0	0.0	1.7	0.0	0.0	0.0	0.0	0.0	1.3
YDL194W	0.0	0.0	0.0	0.0	1.55	1.9	0.0	0.0	0.0	0.0	0.0	0.0
YDL198C	0.0	0.0	0.0	0.0	0.0	1.9	0.0	0.0	0.0	0.0	1.2	0.0
YDL202W	0.0	0.0	0.0	1.5	0.0	3.05	0.0	0.0	0.0	0.0	0.0	0.0
YDL203C	0.0	0.0	0.0	0.0	0.0	-1.3	0.0	0.0	-1.35	0.0	0.0	-1.7
YDL213C	0.0	0.0	0.0	0.0	0.0	-1.9	0.0	0.0	0.0	0.0	0.0	-1.45
YDL223C	-1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL225W	0.0	0.0	0.0	1.2	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0
YDL226C	-1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL236W	0.0	0.0	0.0	0.0	-0.9	-1.2	0.0	0.0	0.0	0.0	0.0	-0.7
YDL240W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7
YDR001C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	-1.95
YDR005C	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR006C	0.0	0.0	0.0	0.0	-0.7	-2.1	0.0	0.0	0.0	0.0	0.0	0.0
YDR007W	0.0	0.0	0.0	0.0	0.0	-1.2	0.0	0.0	0.0	0.0	0.0	0.0
YDR008C	0.0	0.0	0.0	0.0	-2.1	-2.5	0.0	0.0	0.0	0.0	-1.2	-1.7
YDR011W	0.0	0.0	0.0	0.0	-1.0	-1.8	0.0	0.0	0.0	0.0	0.0	0.0
YDR017C	0.0	0.0	0.0	0.0	0.0	-3.7	0.0	0.0	0.0	0.0	0.0	0.0
YDR024W	0.0	0.0	0.0	0.0	1.3	1.7	0.0	0.0	0.0	0.0	0.0	1.4
YDR025W	0.0	0.0	0.0	0.0	0.0	1.6	0.0	0.0	2.7	0.0	0.0	0.0
YDR028C	-1.7	-1.85	-3.3	0.0	0.0	0.0	0.0	-0.7	-1.8	0.0	0.0	0.0
YDR032C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7
YDR035W	0.0	0.0	0.0	0.0	-0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR048C	0.0	0.0	0.0	0.0	0.0	1.6	0.0	0.0	0.0	0.0	0.0	1.2
YDR049W	0.0	0.0	1.1	1.0	1.4	2.05	0.0	0.0	0.0	0.0	0.0	1.2
YDR065W	0.0	0.0	0.0	1.9	0.0	2.85	0.0	0.0	0.0	0.0	0.0	0.0
YDR071C	0.0	0.0	0.0	0.0	-1.15	-2.35	0.0	0.0	0.0	0.0	0.0	0.0
YDR072C	0.0	0.0	0.0	-0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR073W	0.0	0.0	0.0	0.0	-1.5	-2.8	0.0	0.0	0.0	0.0	0.0	0.0
YDR074W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.9
YDR080W	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	1.7
YDR083W	0.0	0.0	0.0	0.0	1.8	2.7	0.0	0.0	0.0	0.0	0.0	1.6
YDR098C	0.0	0.0	0.0	0.0	0.0	-1.6	0.0	0.0	0.0	0.0	0.0	0.0
YDR101C	0.0	0.0	0.0	0.0	0.0	1.95	0.0	0.0	0.0	0.0	0.0	1.75
YDR114C	0.0	0.0	0.0	1.8	0.0	2.6	0.0	0.0	0.0	0.0	0.0	0.0
YDR115W	0.0	0.0	0.0	0.0	0.0	2.75	0.0	0.0	0.0	0.0	0.0	0.0
YDR121W	0.0	0.0	0.0	1.0	1.1	1.2	0.0	0.0	0.0	0.0	0.8	1.2
YDR124W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0
