ORF	hap a | growth (relative abundance in pooled culture) | MMS + time [10 generations] (methyl methanesulfonate [unknown], time [10 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | BCNU + time [10 generation] (carmustine [unknown], time [10 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | DMSO + time [10 generations] (dimethyl sulfoxide [unknown], time [10 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | ENU + time [10 generations] (N-ethyl-N-nitrosourea [unknown], time [10 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | MC + time [10 generations] (methyl carbamate [unknown], time [10 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | Menadione + time [10 generations (menadione [unknown], time [10 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | HQ + time [10 generation] (hydroquinone [unknown], time [10 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | MNU + time [10 generations] (N-methyl-N-nitrosourea [unknown], time [10 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | MMS + time [20 generations] (methyl methanesulfonate [unknown], time [20 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | BCNU + time [20 generation] (carmustine [unknown], time [20 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | DMSO + time [20 generations] (dimethyl sulfoxide [unknown], time [20 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | ENU + time [20 generations] (N-ethyl-N-nitrosourea [unknown], time [20 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | MC + time [20 generations] (methyl carbamate [unknown], time [20 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | Menadione + time [20 generations] (menadione [unknown], time [20 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | HQ + time [20 generation] (hydroquinone [unknown], time [20 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | MNU + time [20 generations] (N-methyl-N-nitrosourea [unknown], time [20 generations]) | Svensson JP~Samson LD, 2013
YOR037W	0.000	0.000	0.000	-0.100	0.000	0.000	-0.193	-0.052	0.000	-0.206	0.000	-0.069	0.000	0.000	0.000	-0.137
YOR038C	-0.589	0.000	-3.595	-0.033	-1.317	-0.853	-0.077	0.000	-0.110	0.000	-4.073	-0.134	-1.771	-0.638	-0.014	-0.071
YOR039W	-2.067	-0.418	-4.042	-0.311	-1.199	-0.285	-0.261	-1.379	-0.436	-0.581	-2.748	-0.849	-3.368	-0.065	-0.251	-0.589
YOR040W	-0.387	0.000	-0.105	0.000	-0.003	-0.082	0.000	0.000	-0.030	-0.018	-0.420	-0.031	0.000	-0.107	0.000	0.000
YOR041C	-0.383	0.000	-0.003	-0.166	0.000	0.000	0.000	0.000	-0.869	-0.074	0.000	0.000	0.000	0.000	0.000	0.000
YOR042W	-0.138	0.000	-0.051	-0.092	0.000	0.000	0.000	0.000	0.000	0.000	-0.132	-0.039	0.000	-0.293	0.000	0.000
YOR043W	-0.578	-1.954	-3.570	0.000	-3.196	-6.093	-7.583	-1.991	-0.314	-1.246	-2.920	-0.278	-2.712	-3.292	-4.304	-1.598
YOR044W	0.000	-0.199	-0.165	-0.004	-0.048	0.000	-0.251	-0.001	0.000	0.000	-0.161	-0.024	-0.039	0.000	0.000	-0.056
YOR045W	-1.127	0.000	-0.075	-0.023	0.000	0.000	0.000	-0.017	-1.718	-0.185	0.000	0.000	0.000	0.000	0.000	-0.046
YOR047C	-0.461	0.000	-0.139	-0.013	-0.301	-0.407	-0.388	-0.075	-0.756	-0.859	-0.024	0.000	0.000	-0.304	0.000	0.000
YOR049C	0.000	0.000	0.000	-0.035	-0.165	0.000	-0.022	0.000	0.000	0.000	0.000	-0.039	0.000	0.000	0.000	0.000
YOR050C	-0.301	0.000	-0.494	-0.016	-0.071	-0.004	0.000	-0.158	-0.083	-0.131	-0.517	-0.017	0.000	-0.138	0.000	-0.207
YOR051C	-0.489	-0.349	-0.652	-1.235	0.000	-0.343	0.000	-0.290	0.000	0.000	-0.645	-0.861	-0.395	-0.303	0.000	-0.155
YOR052C	-0.053	0.000	-0.330	0.000	-0.100	-0.394	-0.044	0.000	-0.321	-0.334	-0.671	0.000	-0.176	-0.279	-0.407	0.000
YOR053W	0.000	0.000	-0.297	0.000	-0.160	-0.265	0.000	0.000	0.000	0.000	-0.317	0.000	-0.008	-0.120	-0.117	-0.068
YOR054C	-0.234	0.000	-0.851	-0.034	-0.208	-0.239	-0.527	0.000	0.000	0.000	-0.690	0.000	-0.123	-0.152	-0.388	0.000
YOR055W	0.000	0.000	0.000	-0.052	0.000	-0.010	0.000	0.000	0.000	0.000	-0.203	0.000	0.000	0.000	0.000	0.000
YOR058C	0.000	0.000	-0.127	-0.042	-0.249	-0.182	-0.411	0.000	0.000	-0.005	0.000	-0.037	-0.214	-0.082	-0.204	0.000
YOR059C	0.000	-0.190	-0.152	-0.068	-0.316	-0.325	0.000	-0.155	0.000	-0.137	-0.213	-0.162	-0.109	-0.183	-0.171	0.000
YOR061W	0.000	0.000	0.000	0.000	0.000	0.000	-0.051	0.000	0.000	0.000	-0.465	-0.227	-1.026	0.000	0.000	0.000
YOR062C	-0.114	-0.050	-0.300	-0.115	0.000	-0.109	0.000	-0.001	0.000	0.000	-0.200	-0.096	0.000	-0.092	-0.001	-0.001
YOR064C	0.000	-0.203	-0.305	0.000	-0.025	-0.269	-0.130	0.000	-0.025	0.000	-0.491	0.000	0.000	-0.269	0.000	-0.050
YOR065W	0.000	-0.471	-0.087	-0.068	-0.235	0.000	-0.273	0.000	0.000	-0.925	-0.114	-0.021	-0.959	0.000	-0.018	0.000
YOR067C	0.000	0.000	0.000	0.000	-3.810	-0.869	-5.249	0.000	-0.159	0.000	-0.010	-0.182	-6.032	-0.452	-5.988	0.000
YOR068C	0.000	0.000	-0.099	-0.685	-1.729	-0.906	-1.090	-0.530	0.000	-0.611	-0.837	-0.650	-2.046	-0.031	-1.420	-0.354
YOR069W	0.000	0.000	0.000	-0.201	-0.598	-0.236	-0.652	0.000	0.000	-0.076	-0.336	-0.215	-0.903	-0.240	-0.576	0.000
YOR070C	0.000	0.000	-0.125	-0.087	-0.470	-1.425	-4.826	-0.442	0.000	-0.039	-0.938	-0.196	-0.496	-1.471	-4.020	-1.095
YOR071C	-0.050	0.000	-0.092	-0.073	-0.036	-0.145	0.000	0.000	-0.013	-0.034	-0.320	-0.215	-0.117	-0.220	-0.067	-0.015
YOR076C	-0.249	0.000	0.000	-0.147	-0.231	-0.177	0.000	0.000	-0.142	0.000	-0.195	-0.368	-0.288	-0.109	0.000	0.000
YOR078W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YOR079C	-0.164	0.000	-0.161	0.000	0.000	-0.047	0.000	0.000	0.000	0.000	-0.234	0.000	0.000	0.000	0.000	0.000
YOR081C	0.000	0.000	-0.903	-0.147	-0.042	-0.997	-0.564	0.000	-0.206	-0.027	-1.028	-0.338	0.000	-0.794	-0.813	0.000
YOR082C	-0.045	0.000	0.000	0.000	-0.501	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.505	0.000	0.000	0.000
YOR083W	0.000	0.000	0.000	-0.073	-0.216	0.000	0.000	-0.208	0.000	0.000	0.000	0.000	-0.174	0.000	0.000	-0.174
YOR084W	-0.118	-1.878	-1.010	-0.144	-0.989	-5.511	-6.867	-0.309	-0.070	-1.416	-1.378	-0.145	-0.829	-4.098	-5.965	-0.163
YOR085W	0.000	0.000	0.000	0.000	-0.148	0.000	0.000	-0.006	0.000	0.000	0.000	0.000	-2.026	0.000	-0.567	-0.288
YOR086C	0.000	0.000	-0.412	0.000	-0.021	-0.191	0.000	0.000	0.000	-0.018	-0.888	-0.263	-0.270	0.000	-0.045	-0.014
YOR087W	0.000	-0.433	-0.095	0.000	0.000	0.000	0.000	0.000	-0.094	-0.175	-0.293	-0.073	-0.129	-0.034	0.000	0.000
YOR088W	-0.020	0.000	-0.097	-0.001	-0.006	0.000	-0.064	-0.051	-0.349	0.000	-0.024	0.000	-0.075	0.000	0.000	0.000
YOR089C	-0.221	-0.053	-2.852	-0.170	-1.814	-0.012	-1.275	-0.186	-0.066	-0.171	-2.407	0.000	-1.763	0.000	-1.829	0.000
YOR090C	-0.234	0.000	-0.259	0.000	-0.037	-0.047	-0.115	-0.153	-0.030	0.000	-0.284	-0.132	0.000	0.000	-0.001	-0.083
YOR091W	-0.097	0.000	0.000	-0.031	0.000	0.000	-0.022	-0.155	-0.009	-0.024	0.000	-0.025	-0.081	0.000	0.000	-0.054
YOR092W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YOR093C	-0.025	0.000	0.000	-0.012	0.000	0.000	-0.030	0.000	0.000	0.000	0.000	-0.016	-0.129	0.000	-0.049	-0.066
YOR094W	-0.689	0.000	-0.009	-0.031	0.000	-0.026	-0.125	-0.338	-0.814	-0.297	-0.020	0.000	0.000	0.000	0.000	-0.088
YOR096W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.025	0.000	-0.035
YOR097C	-0.197	0.000	-0.187	-0.017	-0.129	-0.213	-0.198	-0.085	0.000	0.000	-0.283	-0.115	-0.292	-0.136	-0.171	-0.248
YOR099W	0.000	0.000	0.000	0.000	-0.053	-0.000	0.000	0.000	0.000	-0.135	0.000	-0.238	0.000	-0.008	-0.025	0.000
YOR100C	-0.171	-0.025	-0.080	0.000	-0.059	-0.066	0.000	-0.040	-0.172	0.000	-0.339	0.000	-0.026	0.000	0.000	-0.108
YOR105W	-0.138	-0.006	0.000	0.000	-0.031	-0.021	0.000	0.000	-0.094	0.000	0.000	-0.044	-0.062	-0.078	0.000	0.000
YOR106W	0.000	-0.024	0.000	0.000	-0.243	-0.663	-1.265	0.000	0.000	-0.048	-0.032	-0.291	-0.970	-0.260	-1.205	0.000
YOR107W	-0.220	0.000	-0.114	-0.053	-0.000	-0.000	-0.261	-0.251	0.000	-0.022	0.000	-0.101	0.000	0.000	0.000	-0.056
YOR109W	-0.428	0.000	0.000	-0.087	-0.488	-0.619	-1.483	-0.705	-0.091	-0.002	-0.002	-0.151	-0.715	-0.842	-1.631	-0.448
YOR111W	-0.343	0.000	-0.137	-0.092	0.000	-0.002	-0.009	0.000	-0.214	0.000	-0.078	-0.110	0.000	0.000	-0.081	-0.091
YOR112W	0.000	0.000	0.000	0.000	0.000	0.000	-0.010	-0.046	-0.204	0.000	0.000	-0.126	-0.005	0.000	-0.029	-0.005
YOR113W	-0.506	-0.024	-0.944	0.000	0.000	-0.208	-1.215	0.000	0.000	0.000	-1.031	-0.101	-0.204	-0.062	-1.618	0.000
YOR114W	-6.056	0.000	-6.285	-0.291	-0.992	-2.497	-2.975	-3.249	-2.706	-2.950	-2.786	-0.627	0.000	-0.210	-0.211	-1.405
YOR115C	-0.358	-0.356	-0.019	-0.210	-0.813	-0.004	0.000	-0.117	-0.573	-0.016	-0.168	-0.356	-0.343	-0.003	0.000	-0.201
YOR118W	-0.222	-0.186	-0.115	0.000	-0.105	-0.016	-0.487	-0.336	-0.044	0.000	-0.208	-0.072	0.000	0.000	-0.121	-0.169
YOR120W	0.000	0.000	0.000	0.000	0.000	0.000	-0.140	-0.051	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YOR121C	0.000	0.000	0.000	-0.069	0.000	0.000	-0.254	-0.097	0.000	-0.004	0.000	-0.125	0.000	0.000	0.000	-0.030
YOR123C	-0.929	-0.215	-0.719	-0.692	-0.226	-0.865	-0.758	-1.089	-1.012	-0.623	-0.851	-0.387	-0.271	-0.427	-0.413	-1.502
YOR124C	-0.224	-0.760	0.000	0.000	-0.061	-0.051	0.000	0.000	-0.022	-3.373	-0.193	0.000	-2.200	-0.018	-1.007	-0.032
YOR125C	0.000	-1.051	-0.578	-0.390	-0.656	-2.797	-4.624	-0.063	0.000	-1.195	-2.542	-0.114	-0.857	-2.433	-2.766	0.000
YOR126C	-0.306	0.000	0.000	-0.019	0.000	0.000	-0.278	-0.058	-0.314	0.000	0.000	-0.008	-0.143	-0.006	0.000	-0.009
YOR127W	-0.130	-0.580	-0.597	-0.500	0.000	-0.160	-0.249	-0.156	0.000	-0.005	-1.612	-0.645	-0.335	-0.053	-0.799	-0.230
YOR129C	-0.370	-0.405	-0.035	-0.005	-0.129	-0.241	-0.268	-0.187	-0.315	-0.033	-0.023	-0.117	0.000	-0.206	0.000	-0.022
YOR131C	-0.145	-0.315	-0.707	-0.175	0.000	-0.051	0.000	-0.113	-0.072	-0.009	-0.829	-0.062	-0.108	0.000	0.000	-0.004
YOR132W	-0.357	-0.566	-0.730	-0.417	-0.877	-0.466	-0.930	-1.471	0.000	-0.123	-0.676	-0.434	-1.281	-0.148	-0.290	-0.917
YOR133W	0.000	-0.024	0.000	0.000	-0.119	-0.234	-0.152	-0.046	0.000	0.000	0.000	0.000	-0.102	-0.044	0.000	0.000
YOR134W	-0.101	-0.075	-0.291	-0.070	-0.315	-0.072	0.000	0.000	-0.178	-0.132	-0.427	-0.097	-0.026	-0.137	-0.168	-0.174
YOR138C	-0.161	-0.549	-0.457	-0.056	-0.284	-0.314	0.000	0.000	-0.103	-0.209	-0.435	-0.428	-0.293	-0.032	0.000	0.000
YOR140W	-0.563	-0.067	-0.013	-0.051	-0.053	0.000	-0.191	-0.315	-0.152	0.000	-0.779	-0.219	-0.940	0.000	-0.895	-0.070
YOR142W	0.000	-0.456	-0.238	-0.158	0.000	0.000	-0.873	0.000	0.000	-0.136	-0.345	-0.231	0.000	-0.249	-0.747	-0.074
YOR144C	-4.126	0.000	-2.347	-3.838	-0.061	0.000	0.000	-1.097	-3.045	0.000	-3.433	-4.243	-0.586	-0.113	-0.590	-0.449
YOR152C	-0.613	-0.023	-0.292	-0.421	0.000	-0.061	-0.331	-0.387	-0.266	-0.180	-0.667	-0.258	-0.087	-0.164	-0.471	-0.414
YOR153W	0.000	-0.081	-0.405	-0.418	-0.179	-0.375	-0.100	-0.075	-0.228	-0.040	-1.067	-1.000	-0.108	-0.417	0.000	0.000
YOR155C	0.000	-0.312	-0.222	0.000	-0.170	0.000	0.000	-0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.050
YOR156C	-0.356	-0.053	-0.472	-0.181	-0.051	-0.150	-0.082	-0.224	-0.553	0.000	-0.883	-0.508	-0.527	-0.133	-0.017	-0.075
YOR162C	-0.332	-0.352	0.000	0.000	0.000	0.000	0.000	0.000	-0.276	-0.040	-0.025	-0.025	-0.059	-0.009	0.000	0.000
YOR163W	-0.080	-0.325	-0.119	0.000	0.000	-0.072	-0.109	-0.067	-0.157	0.000	0.000	0.000	0.000	-0.030	0.000	-0.229
YOR164C	-0.547	-0.476	0.000	-0.170	-0.948	-0.964	-1.848	-0.094	-0.458	-0.282	0.000	-0.049	-0.656	-0.792	-1.562	-0.212
YOR165W	-0.076	-0.093	0.000	0.000	-0.186	0.000	-0.249	0.000	-0.132	0.000	0.000	-0.072	-0.321	0.000	-0.017	-0.099
YOR166C	-0.045	0.000	0.000	0.000	-0.053	0.000	0.000	-0.049	-0.019	0.000	0.000	-0.122	-0.152	-0.058	-0.021	-0.230
YOR167C	0.000	0.000	-0.322	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.207	0.000	0.000	0.000	0.000
YOR170W	-0.365	0.000	-0.287	-0.172	-0.135	-0.161	-1.018	-0.034	0.000	-0.021	-0.228	-0.035	-0.031	-0.044	-0.653	0.000
YOR171C	-0.004	-0.059	0.000	-0.050	0.000	-1.155	-2.950	-0.748	0.000	-0.017	-0.208	-0.157	-0.453	-0.745	-2.790	-0.533
YOR172W	-0.523	-0.410	-0.168	-0.190	-0.121	-1.196	-2.403	-0.254	-0.111	-0.241	-0.396	-0.197	-0.188	-0.704	-2.361	-0.255
YOR173W	-0.212	-0.454	-0.248	-0.279	-0.375	-0.106	-0.017	-0.017	-0.002	-0.008	-0.143	-0.061	0.000	-0.118	0.000	-0.043
YOR175C	-0.112	-0.111	0.000	0.000	0.000	-0.814	-0.312	-0.185	-0.131	0.000	0.000	-0.042	0.000	-0.571	-0.231	-0.192
YOR177C	-0.492	-0.905	-0.456	-0.075	-0.353	-0.335	-0.852	-0.566	-0.099	-0.140	-0.530	-0.302	-0.170	-0.200	-0.429	-0.332
YOR178C	-0.098	-0.182	0.000	-0.041	0.000	-0.004	-0.343	-0.124	-0.204	-0.339	0.000	-0.017	0.000	-0.076	0.000	0.000
YOR179C	0.000	0.000	0.000	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YOR182C	-0.015	-0.031	-0.050	0.000	0.000	-0.120	0.000	-0.247	-0.334	-0.545	0.000	-0.142	-0.032	-0.083	-0.051	-0.293
YOR184W	-0.133	-1.595	-0.050	-0.070	-0.015	-0.087	-0.008	-0.020	-0.058	-0.597	-0.224	-0.152	-0.088	-0.131	-0.099	-0.052
YOR185C	-0.101	-0.005	-0.004	0.000	-0.229	-0.355	-0.559	-0.130	-0.103	0.000	-0.440	-0.088	-0.022	-0.177	-0.766	-0.082
YOR187W	0.000	-0.454	0.000	-0.183	-0.044	-0.002	-0.313	0.000	0.000	-0.077	-0.058	-0.258	-0.148	0.000	-1.525	0.000
YOR189W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.085	0.000	0.000	-0.007	0.000
YOR190W	-0.127	-0.456	-0.499	0.000	0.000	0.000	0.000	-0.139	-0.068	0.000	-0.547	-0.115	0.000	0.000	0.000	-0.174
YOR191W	-0.159	-0.092	-0.050	0.000	0.000	-0.068	-0.012	-0.052	-0.025	0.000	-0.055	-0.228	0.000	-0.286	-0.037	-0.104
YOR192C	-0.295	-0.519	-0.115	-0.118	0.000	-0.210	-0.378	-0.221	-0.124	-0.239	-0.294	-0.036	0.000	-0.108	-0.046	-0.016
YOR193W	-0.465	-1.151	-0.430	-0.031	-0.043	-0.884	-1.162	-0.385	-0.059	0.000	-0.543	-0.186	-0.052	-0.316	-0.795	-0.031
YOR195W	-0.601	-1.124	-1.097	-0.447	-1.855	-0.918	-1.222	-0.457	-0.825	-0.004	-0.728	-0.876	-1.161	-0.273	-1.686	-0.125
YOR196C	0.000	0.000	0.000	-0.030	0.000	-0.140	0.000	0.000	-0.202	-0.167	0.000	0.000	-0.463	-0.659	-0.218	-0.083
YOR197W	-0.098	-0.831	-0.184	0.000	0.000	0.000	0.000	0.000	-0.214	-0.053	0.000	0.000	0.000	0.000	0.000	0.000
YOR198C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.343	0.000	-0.176	0.000
YOR201C	0.000	-0.002	-0.341	0.000	-0.191	0.000	0.000	0.000	0.000	0.000	0.000	-0.038	0.000	0.000	0.000	0.000
YOR202W	-0.093	-0.240	-0.720	-0.040	-0.137	-0.168	-0.352	-0.185	0.000	-0.163	-0.630	-0.060	0.000	-0.176	-0.036	-0.326
YOR205C	-0.183	-0.399	-0.397	-0.035	0.000	0.000	0.000	0.000	0.000	0.000	-0.063	-0.635	0.000	0.000	0.000	0.000
YOR209C	-0.321	-0.950	-2.487	-0.327	-0.253	-3.293	-3.245	0.000	0.000	-0.802	-2.429	-0.744	0.000	-3.447	-3.454	0.000
YOR212W	-0.546	0.000	0.000	0.000	-0.574	-0.208	-0.016	-0.105	-1.329	0.000	0.000	0.000	-0.021	-0.034	0.000	0.000
YOR213C	-0.098	0.000	0.000	-0.049	-0.357	-0.649	-0.259	-0.103	0.000	-0.185	0.000	-0.187	-0.108	-1.095	0.000	-0.136
YOR215C	0.000	-0.084	-0.243	-0.078	-0.124	0.000	-0.069	-0.041	0.000	-0.257	-0.250	0.000	0.000	-0.052	-0.070	0.000
YOR216C	-0.039	-0.622	-5.404	-0.378	-0.656	-2.825	-7.307	-0.548	0.000	-0.360	-5.678	-0.649	-0.957	-1.698	-5.799	-0.025
YOR219C	0.000	-0.084	0.000	0.000	-0.186	-0.081	-0.007	0.000	0.000	-0.074	-0.178	-0.157	0.000	-0.330	-0.027	-0.092
YOR220W	-0.206	-0.059	-0.349	-0.167	-0.144	-0.295	-0.515	-0.619	-0.025	-0.260	-0.570	-0.281	-0.039	-0.175	-0.235	-0.415
YOR223W	-2.478	-0.017	-0.327	-1.435	-0.045	0.000	-2.226	-1.988	-1.858	-1.212	-0.848	-1.299	0.000	0.000	-0.923	-1.727
YOR225W	-0.176	-1.185	-0.971	-0.007	-0.063	-0.135	-0.004	-0.102	-0.020	-0.246	-0.719	-0.171	0.000	0.000	-0.002	0.000
YOR227W	-0.071	-0.484	-0.139	0.000	-0.025	-0.184	-0.145	0.000	0.000	-0.329	-0.127	-0.018	-0.421	-0.130	-0.529	0.000
YOR229W	-0.015	-0.929	-0.246	-0.057	-0.019	-0.149	-0.185	-0.219	0.000	-0.141	-0.269	-0.066	-0.159	-0.181	-0.147	-0.054
YOR230W	0.000	-0.285	-0.243	-0.056	0.000	0.000	0.000	0.000	0.000	0.000	-0.132	-0.080	0.000	0.000	0.000	-0.161
YOR231W	-1.154	-0.888	-0.221	-0.228	-0.095	-0.105	0.000	0.000	-0.216	-0.266	0.000	-0.366	-0.357	0.000	0.000	0.000
YOR233W	0.000	-0.086	-0.030	0.000	0.000	0.000	0.000	-0.028	-0.021	0.000	-0.183	-0.020	-0.108	0.000	0.000	0.000
YOR235W	0.000	0.000	-0.042	0.000	0.000	0.000	0.000	-0.072	0.000	0.000	-0.156	0.000	0.000	0.000	0.000	0.000
YOR237W	-0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.096	0.000	-0.025	0.000	0.000	0.000
YOR238W	0.000	0.000	-0.075	-0.001	-0.020	0.000	0.000	-0.023	0.000	0.000	0.000	-0.042	0.000	0.000	0.000	-0.062
YOR239W	-0.050	-0.036	0.000	0.000	-0.062	-0.031	-0.114	0.000	0.000	-0.005	0.000	0.000	0.000	-0.059	-0.190	-0.033
YOR240W	-0.298	0.000	0.000	-0.048	-0.433	-0.204	-0.670	-0.055	0.000	0.000	0.000	-0.085	-0.607	-0.334	-0.081	0.000
YOR241W	0.000	-0.134	0.000	-0.365	0.000	0.000	0.000	0.000	-0.059	-0.089	0.000	0.000	0.000	0.000	0.000	0.000
YOR242C	0.000	-0.032	0.000	0.000	0.000	-0.064	-0.324	-0.328	0.000	0.000	0.000	-0.019	0.000	0.000	0.000	0.000
YOR243C	-0.133	-0.147	0.000	0.000	-0.160	0.000	0.000	0.000	0.000	-0.061	-0.014	0.000	-0.817	0.000	-0.141	0.000
YOR245C	-0.025	0.000	-0.620	-0.487	-0.458	-0.056	0.000	-0.007	-0.462	-0.049	-0.431	-0.432	0.000	-0.042	0.000	-0.023
YOR246C	0.000	0.000	0.000	-0.031	-0.435	-0.329	-0.615	-0.695	0.000	-0.049	0.000	0.000	0.000	-0.069	-0.151	-0.143
YOR247W	0.000	-0.206	-0.022	-0.137	0.000	-0.083	-0.455	-0.039	0.000	-0.033	-0.366	-0.215	-0.049	-0.127	-0.971	-0.024
YOR248W	0.000	0.000	-0.009	-0.051	0.000	0.000	-0.129	-0.021	0.000	-0.014	-0.144	-0.078	-0.022	0.000	-0.255	0.000
YOR251C	0.000	0.000	-0.203	0.000	0.000	-0.046	-0.025	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.060
YOR252W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YOR253W	0.000	-0.191	0.000	0.000	-0.033	-0.347	-1.088	-0.000	0.000	0.000	-0.198	-0.011	-0.288	-0.389	-0.759	-0.152
YOR255W	0.000	-0.144	-0.816	0.000	-0.058	0.000	0.000	-0.010	0.000	0.000	-0.798	-0.054	0.000	0.000	0.000	0.000
YOR258W	-0.768	-2.664	-0.919	0.000	-2.960	-2.830	-3.358	0.000	-0.961	-0.747	-2.479	-0.040	-3.999	-3.427	-4.000	0.000
YOR263C	0.000	-0.345	-0.311	0.000	-0.127	0.000	0.000	0.000	0.000	-0.276	-0.223	0.000	0.000	0.000	0.000	0.000
YOR264W	-0.419	-1.353	-1.093	-0.121	-0.180	-0.138	-0.026	-0.084	-0.090	-0.267	-0.738	-0.333	-0.043	-0.188	-0.032	-0.080
YOR265W	-0.273	-0.066	-1.081	-0.068	-0.106	-0.226	0.000	-0.189	0.000	-0.039	-1.163	0.000	0.000	0.000	0.000	-0.249
YOR266W	-0.041	0.000	-0.256	0.000	-0.001	-0.065	-0.164	0.000	-0.214	-0.000	-0.167	0.000	0.000	0.000	-0.054	0.000
YOR267C	-0.202	0.000	-1.164	-0.063	-0.414	-0.652	-1.782	0.000	-0.121	-0.670	-1.671	-0.018	-1.219	-0.542	-1.710	-0.012
YOR269W	-0.027	-0.566	-0.013	0.000	-0.157	-0.163	-0.798	-0.268	0.000	0.000	-0.176	-0.121	-0.035	-0.291	-0.186	-0.073
YOR270C	0.000	-0.087	0.000	-0.377	0.000	-0.049	-1.939	-0.086	0.000	-0.346	0.000	-0.403	0.000	-0.135	-0.710	-0.370
YOR271C	-0.292	-0.577	-0.229	-0.038	-0.230	0.000	-0.195	-0.100	-1.360	-1.317	0.000	0.000	0.000	0.000	0.000	0.000
YOR273C	-0.665	-1.289	-0.701	-0.011	-0.433	-0.139	-0.900	-0.290	-0.201	-0.154	-0.450	0.000	-0.094	-0.028	-0.169	-0.199
YOR275C	-2.717	-1.895	0.000	-0.058	-0.955	-3.984	-2.931	-0.453	-4.731	-1.155	0.000	0.000	-0.010	-2.040	-0.483	-0.530
YOR276W	-0.517	-0.243	-2.854	-0.098	-0.776	-0.275	-0.991	-0.160	-1.194	-0.428	-2.543	0.000	-0.422	-0.037	-0.032	-0.139
YOR277C	0.000	-0.732	-2.122	-0.234	-0.530	-0.224	-0.295	-0.374	-0.244	-0.440	-1.970	-0.017	-0.509	-0.234	-0.186	-0.223
YOR279C	-0.431	-0.691	0.000	-0.048	-0.041	-0.138	0.000	0.000	-0.203	0.000	0.000	-0.081	0.000	-0.308	-0.283	-0.078
YOR280C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.026	0.000	0.000	-0.052	-0.051	-0.053	0.000	0.000
YOR283W	0.000	-0.025	0.000	0.000	0.000	-0.050	-0.080	0.000	-0.075	0.000	0.000	0.000	0.000	-0.059	0.000	0.000
YOR284W	0.000	-0.017	-0.117	-0.180	-0.015	-0.071	0.000	0.000	0.000	0.000	-0.056	-0.075	0.000	0.000	0.000	0.000
YOR285W	-0.169	-0.131	-0.338	0.000	-0.229	-0.110	-0.065	-0.038	-0.101	-0.175	-0.485	-0.064	-0.222	-0.007	-0.695	0.000
YOR286W	-0.593	-0.536	0.000	0.000	0.000	-0.028	0.000	0.000	-1.334	0.000	0.000	0.000	0.000	0.000	0.000	-0.079
YOR288C	-0.141	-1.278	0.000	-0.142	0.000	-0.180	-0.182	-0.547	0.000	-0.166	-0.205	-0.070	0.000	-0.000	-0.063	-0.295
YOR289W	-0.559	0.000	-0.010	-0.063	-0.119	0.000	-0.501	0.000	-0.243	0.000	-0.019	0.000	-0.251	-0.136	-0.752	0.000
