orf	gene	5-fluorouracil_19.2_1	5-fluorouracil_19.2_2	5-fluorouracil_19.2_3	5-fluorouracil_19.2_4	5-fluorouracil_19.2_5	5-fluorouracil_38.5_1	5-fluorouracil_38.5_2	5-fluorouracil_4.8_1	5-fluorouracil_76.9_1	5-fluorouracil_76.9_2	5-fluorouracil_9.6_1	alverine-citrate_500_1	alverine-citrate_500_2	alverine-citrate_500_3	alverine-citrate_500_4	atorvastatin_125_1	atorvastatin_125_2	atorvastatin_62.5_1	atorvastatin_62.5_2	atorvastatin_62.5_3	cisplatin_125_1	cisplatin_125_2	cisplatin_125_3	cisplatin_31.25_1	cisplatin_31.25_2	cisplatin_62.5_1	cisplatin_62.5_2	dyclonine_250_1	dyclonine_500_1	dyclonine_500_2	dyclonine_500_3	dyclonine_500_4	fenpropimorph_1.17_1	fenpropimorph_2.34_1	fenpropimorph_2.34_2	fenpropimorph_4.69_1	fenpropimorph_4.69_2	fluconazole_130.6_1	fluconazole_130.6_2	fluconazole_16.3_1	fluconazole_32.6_1	fluconazole_32.6_2	fluconazole_65.3_1	fluconazole_65.3_2	lovastatin_154.5_1	lovastatin_154.5_2	lovastatin_154.5_3	lovastatin_77.2_1	methotrexate_125_1	methotrexate_125_2	methotrexate_125_3	methotrexate_250_1	methotrexate_250_2	methotrexate_250_3	methotrexate_250_4	methotrexate_250_5	methotrexate_250_6	methotrexate_250_7	methotrexate_250_8	methotrexate_250_9	methotrexate_500_1	miconazole_0.025_1	miconazole_0.025_2	miconazole_0.05_1	miconazole_0.05_2	miconazole_0.05_3	miconazole_0.05_4	miconazole_0.1_1	miconazole_0.1_2	miconazole_0.2_1	miconazole_0.2_2
YBR078W	ECM33	8.706855	4.983139	5.555325	7.79866	4.967897	8.295122	7.151383	7.894492	7.036533	8.400375	6.145764	1.265837	7.619034	0.393421	8.808423	8.848596	6.071229	5.090922	8.895723	8.569062	1.118329	7.124756	7.553654	3.961778	8.736567	5.524917	7.705511	8.594715	8.210702	7.599498	7.397841	2.956831	5.661508	7.493056	8.6307	7.266913	7.63769	8.905741	8.878229	4.705462	7.988423	8.118777	8.430385	8.633421	8.891704	3.208208	8.882192	8.615647	0	0	0	0	8.390162	0	0	3.56179	8.486098	0	0	0	0	8.039956	8.760571	8.593474	8.906321	8.904184	8.904491	8.250136	7.616272	8.891494	8.752676
YHL043W	ECM34	0	8.976364	1.903401	8.485958	9.33201	2.235927	10.132236	9.405007	4.709424	6.485884	9.151708	9.451833	9.352682	10.201475	5.593849	6.576362	8.385002	8.230505	10.195312	9.788153	9.180027	8.279986	9.783835	8.729362	9.853252	8.876097	9.884964	9.964407	9.98807	9.844932	9.785944	9.390158	10.04066	9.916883	5.341583	10.215389	10.170306	26.03965	7.769849	10.20358	9.689805	8.177113	30.750029	1.868365	7.106037	2.205879	0	4.253542	10.143365	7.868733	9.719436	8.823842	8.830055	9.679139	10.181713	10.21656	9.184007	10.217121	0	10.019967	5.484767	9.637166	9.994484	7.359146	9.201189	10.131107	7.37048	10.194825	10.006628	7.702014	9.825419
YIL146C	ECM37	8.341653	7.58478	6.474914	8.805785	3.459565	8.74357	6.64699	7.179121	8.317197	7.628464	8.618632	7.924575	8.381852	8.773706	7.534951	8.951577	8.295841	8.281666	7.383699	7.361804	7.429584	8.344757	8.680517	8.113671	7.038686	7.734904	8.236205	8.937062	8.972845	8.902136	8.979785	6.890418	0.732551	3.343383	7.549639	8.506666	5.920888	8.973584	8.454982	8.397879	8.494135	6.951597	16.063615	3.201508	3.15312	3.958828	7.868157	8.78802	8.979227	8.405559	8.595151	8.897335	4.435682	6.189103	7.674251	7.976883	3.954517	8.459829	8.963426	8.896949	5.15492	8.959115	8.956879	8.288727	7.101822	8.900172	8.963777	8.671715	8.113042	8.338129	8.979471
YLR299W	ECM38	9.306488	8.654024	3.865998	9.700419	8.60525	9.673278	7.386711	8.410821	9.72067	8.651735	9.652928	9.716234	9.257857	9.631022	7.642471	24.365874	38.781518	2.805037	9.720822	0	9.620474	5.362689	7.230316	9.618836	9.617472	6.091944	7.860239	8.554285	7.577842	8.830901	8.514331	9.545323	9.618035	9.687703	9.689717	61.018616	25.317623	52.810773	36.699595	9.018568	9.704186	9.678254	55.585373	5.382082	9.564119	9.231217	4.620833	8.696763	1.95689	1.556818	6.914809	6.927926	1.074573	9.319993	7.452478	18.229026	2.730102	7.399599	7.67884	0	3.823412	9.632543	9.129779	8.610712	9.311679	9.618844	9.278428	9.625228	9.058088	7.405687	7.741038
YNR030W	ECM39	4.620784	4.050906	5.102134	0	0	6.40916	0	0	8.546529	9.692119	0	10.116505	8.318218	9.194983	10.885816	5.855176	3.821849	0	1.417901	0.98181	9.259838	9.556199	3.956811	10.213129	10.884725	6.501218	7.016264	3.072546	0	0	0	6.362764	9.937399	10.344027	8.154583	9.133321	10.414361	10.223026	10.632625	7.442825	10.357524	7.29295	10.895942	0	7.66218	10.206849	10.669116	10.906965	0	5.117292	0	0	0	9.246171	3.791334	0	0	0	7.568731	0	0	7.816465	10.679922	9.469284	10.138818	8.181951	8.227728	8.022292	8.57623	10.884555	10.393496
YKR076W	ECM4	7.654356	9.243103	6.597668	7.776506	10.096601	4.609465	8.950167	9.695923	6.003161	8.400425	10.103975	10.031956	8.316909	10.078083	9.925849	9.618801	9.477453	9.005658	7.62821	6.849363	9.814583	9.584515	10.064273	9.380879	9.448553	9.80225	10.107063	9.487544	9.840623	9.607522	8.717872	10.100832	9.906512	8.738443	8.215518	10.079955	4.701343	7.055943	7.166813	7.515883	8.721571	2.15504	1.331271	5.669501	9.168395	9.933027	1.735381	5.79654	10.10309	7.036886	10.023005	9.963377	6.421964	9.097212	8.718524	9.849982	7.399248	9.095958	6.589741	8.042845	9.789116	9.921274	8.723393	8.331301	7.979859	9.541443	3.991451	10.00349	10.007831	1.160977	6.009013
YMR062C	ECM40	10.279139	10.14522	10.285261	9.884362	8.617083	10.054563	4.619384	10.295202	9.733646	10.258657	10.054379	5.609972	10.25318	10.19094	7.749249	8.587823	10.000489	10.149113	10.090943	9.227953	10.274964	9.959996	0	8.771061	8.069917	10.065703	10.266849	9.128396	10.286809	9.744159	8.842466	9.657291	10.289898	7.810714	10.262461	7.620324	9.839802	10.016819	9.939005	8.477255	9.17064	8.72624	10.260828	9.233827	10.263742	6.873644	10.29465	9.964187	7.824874	7.604772	10.128211	9.433299	9.517025	9.566296	10.190499	8.32933	9.611736	10.126459	9.62466	10.093789	8.654109	10.28514	10.052439	10.067669	6.56734	10.295214	5.37708	10.285003	9.940166	9.631788	7.679513
YMR176W	ECM5	7.875026	7.66427	7.669602	7.899629	8.09551	5.937814	7.910279	8.238664	7.793697	7.709469	8.077181	7.742398	5.087009	7.710139	8.312799	8.183572	6.524949	8.33627	8.310153	7.809279	7.146673	7.950498	7.951637	7.398185	7.821196	8.175834	8.114638	8.177988	8.230132	7.993395	7.373157	8.199122	8.304354	6.231673	7.891957	7.610557	8.242815	13.02551	10.711015	8.021565	8.28494	6.988757	3.479982	17.963851	8.326688	6.06705	1.904822	6.646475	7.479313	6.026727	8.217534	8.133184	8.094036	8.317059	7.648634	7.93278	8.051262	7.700657	8.33033	8.314409	5.696921	8.323531	8.142932	7.676956	6.936088	8.301714	7.449416	8.338302	1.546846	2.463365	3.671427
YLR443W	ECM7	6.706021	8.472765	8.239323	9.102288	8.472067	6.712781	9.092678	8.966325	3.966632	2.245096	8.951777	9.04665	6.309832	9.290166	8.522729	9.287776	0.765643	9.027997	7.821363	8.766207	8.711854	9.206077	9.286613	8.942068	9.26479	9.308521	7.626062	5.986194	6.876451	8.457736	9.225501	9.028396	7.876769	8.983958	9.172175	9.199151	8.368417	19.114156	12.213972	9.263903	9.258412	8.978276	5.133391	7.198328	8.936593	8.497659	6.654462	6.877663	8.87286	8.009496	8.908878	7.397058	8.683095	8.939565	9.299	8.498885	9.061015	8.928858	3.364796	9.210076	6.092353	9.229593	8.224757	7.026659	8.017767	9.268435	7.738593	9.180405	9.318107	4.684102	0.82347
YBR076W	ECM8	9.461376	9.291431	9.050174	7.862535	8.231105	5.701539	9.385921	8.427876	1.338941	6.879082	7.71809	9.424601	9.50756	8.008815	7.831126	7.377695	8.536685	9.282813	9.50016	9.085391	9.339305	0	3.867878	9.51137	9.296235	9.442036	5.332789	9.478724	9.510373	9.474641	9.377463	7.727041	9.511977	8.910299	9.476607	5.87294	4.043936	8.535766	9.466468	9.149371	7.545815	9.406425	3.800155	0	1.950565	8.500959	2.332587	4.396235	8.377751	6.672297	9.421229	9.086641	8.548874	7.34157	9.494563	9.275069	8.199945	9.490236	8.500821	4.115961	9.177004	9.511184	9.185373	9.346842	7.789992	9.511497	6.297203	9.407062	4.658549	3.376755	9.441757
YKR004C	ECM9	7.942767	8.941422	8.955925	5.107042	8.416308	2.688142	5.474987	8.066346	3.086698	6.133476	8.933576	8.198605	7.468919	8.783692	8.381274	8.664169	9.144893	9.159475	9.1156	9.166835	9.171464	7.162638	9.168587	9.012791	8.965658	7.591458	9.168471	8.722055	8.970918	8.338934	7.05	9.160896	9.086294	8.925666	8.25112	9.168875	9.150096	8.915262	9.168517	9.127101	3.392683	9.136683	3.208462	9.1716	7.249673	6.869942	5.541342	4.322703	4.048003	2.367879	8.960847	1.040594	3.71734	9.162078	8.958414	9.139325	4.550667	8.983577	3.324112	9.169332	8.68368	6.798631	8.93111	6.572837	8.857716	7.223559	5.476086	4.947461	2.148704	14.81906	17.767822
YFR027W	ECO1	9.967723	9.76674	10.06365	10.064768	9.932934	9.923387	10.001557	9.528107	9.388782	10.085842	9.071944	8.208969	10.008846	9.322288	8.473208	8.695601	6.024474	8.9634	4.195149	8.75797	10.005786	10.087279	9.931809	9.984592	9.830069	6.981493	8.8874	9.781507	9.975117	10.088863	9.98341	9.366541	9.614401	5.332916	10.059476	9.987922	7.777726	4.873428	4.04838	1.721153	9.242831	9.195852	4.180413	17.362155	9.204729	10.085215	4.829372	7.98235	7.634818	10.032425	10.061952	6.920768	5.926184	9.932079	9.840799	9.778746	6.617193	10.057787	10.008835	9.411494	9.978115	9.757047	9.91291	10.026915	7.960439	10.000171	10.03456	7.710851	10.00319	5.220322	0
YGL222C	EDC1	7.0651	9.111356	10.01721	3.03752	10.621898	3.227101	10.606915	10.419731	2.071396	2.790639	10.352167	8.092835	6.303603	10.036865	5.214108	10.127366	8.706862	10.632065	10.372317	10.471796	10.431845	10.563043	10.34204	10.435407	9.990731	10.524708	10.538533	10.070407	8.620144	10.457806	9.017748	8.918041	9.819376	9.552729	10.316214	0	4.369242	10.165061	10.625349	10.543201	10.463143	10.468754	8.106917	0	10.631606	10.505922	10.603664	10.580651	10.608916	9.856101	10.614138	10.630102	10.60341	5.83103	6.779589	9.470577	10.075428	9.747612	8.115838	9.952196	9.678484	10.548967	10.558046	9.601473	6.14753	10.500439	10.426254	10.622978	9.091872	8.711392	9.103348
YER035W	EDC2	9.279851	8.797026	8.60137	6.237305	9.17436	4.103307	9.237169	9.290999	1.499389	4.449128	9.288442	8.921537	8.366941	7.762612	8.164427	9.293147	2.782648	8.134363	9.281791	8.085089	8.743805	7.832852	8.25109	9.300821	8.730671	9.177619	8.783171	9.24062	7.295542	8.238428	9.219307	9.091185	8.999233	9.201784	7.884927	9.083041	8.250417	5.01651	8.694421	9.272729	4.841077	7.945403	0	71.436427	8.854264	8.481856	6.631714	5.91099	9.096057	3.957998	9.246206	9.301106	7.630482	8.515698	8.651167	8.386896	7.566152	8.373366	8.558007	8.313299	6.39555	8.86581	8.425642	9.207202	8.935082	9.224665	9.291752	9.223826	9.237076	19.333412	15.65086
YBL047C	EDE1	4.77562	8.746273	9.001147	6.508211	9.00556	0	7.359355	7.841896	1.520604	0	8.857829	8.527891	8.638843	8.202123	5.861103	8.220573	0	8.955709	8.387721	8.322661	8.085306	9.071956	6.920844	9.07193	8.573524	9.070723	9.067503	6.713234	8.594746	7.966146	9.038411	7.418228	8.868654	9.072102	9.048016	8.45946	8.735972	0	0	4.845317	1.66037	8.995937	0	0	0	9.0487	5.132429	7.989108	9.038201	0.603209	7.117892	9.001661	8.650821	0	8.690755	1.825715	8.475709	8.912148	7.054533	8.955889	0	8.913067	8.928848	6.437511	5.763696	8.844448	2.133325	7.748711	0	0	0
YBR033W	EDS1	5.512953	11.118348	9.913822	10.118397	9.229409	8.878275	11.187547	11.042753	5.153749	3.045003	10.410634	11.166774	8.972211	8.260004	7.87573	9.531856	10.75209	7.328997	11.167922	11.189309	10.152089	11.185853	11.14371	10.000354	10.931739	9.29954	11.183898	9.628989	11.186958	11.122785	11.187761	11.01289	9.63607	10.842265	11.069717	9.047711	10.919657	3.435329	6.118253	8.950293	10.847846	11.032554	14.293073	10.672873	11.162056	9.825074	6.572829	7.411611	9.47633	10.659796	10.647481	10.090365	10.614413	8.607698	11.140018	9.165415	9.108808	11.136402	5.529812	10.956068	10.079869	11.159824	10.797769	8.835614	9.941794	10.974112	10.45759	10.734573	10.694568	2.572828	4.760128
YAL003W	EFB1	32.275401	11.744276	4.023029	12.268221	11.950828	12.226112	10.973361	11.431457	12.32357	12.294047	11.093273	10.682529	12.033449	11.590685	12.196774	8.933112	12.391994	10.327776	12.148744	11.964034	10.901518	10.749941	11.653462	8.924112	11.559012	9.405097	9.58887	12.559666	11.356577	12.205346	10.389731	11.674529	9.511714	4.629933	5.81596	0	0	10.397097	9.413389	12.44766	11.610833	12.317744	12.549177	20.868108	9.496717	8.430623	11.58116	12.55194	9.762397	12.500259	11.935453	8.10006	11.62924	12.145067	12.001007	11.178996	10.940149	11.997575	11.910674	12.553219	11.846263	12.46855	11.460934	11.230655	12.498017	12.539319	11.025326	12.559677	10.690045	11.15946	12.553354
YOR133W	EFT1	6.543891	5.465652	5.124539	8.111318	8.115256	7.95269	6.694999	7.502026	7.863703	7.979534	7.650956	3.916791	7.170532	8.126856	8.103458	7.270372	8.070167	6.280878	8.064941	7.852779	7.423139	8.118213	6.708384	7.903218	7.429084	7.987814	8.084926	6.171875	7.850288	8.12089	5.257497	7.84816	8.105003	8.081705	7.545059	8.092545	8.121352	7.877054	8.027451	8.123985	7.866476	8.124132	8.125684	7.691259	5.430748	6.417051	7.913685	7.606064	5.746966	8.118017	8.008148	5.720116	4.828626	7.294519	7.063438	8.112649	4.41331	7.34769	7.901442	7.602527	8.078955	6.885605	7.837942	7.959248	7.918931	6.524172	8.103836	6.59075	8.091183	8.080449	7.967693
YDR385W	EFT2	8.925079	8.3608	8.333255	9.000776	8.248898	8.91211	8.828014	8.707467	7.34617	7.870112	8.879012	8.997587	8.999059	6.400886	8.929672	8.069199	19.285714	8.253508	8.826289	9.001537	8.414132	8.913664	9.000609	8.45321	7.405005	8.477628	8.842829	8.517367	8.941174	8.08392	8.633431	8.379288	5.543642	4.056448	7.996461	1.94428	6.296389	3.10568	0.870746	7.989119	8.984429	8.671385	0.846022	13.735233	8.968684	5.254556	8.03355	8.828375	8.188911	8.926449	8.979765	8.650097	8.543294	8.721507	8.714717	8.388125	8.353884	8.416253	8.404298	8.434952	8.62901	8.952521	8.753432	8.666075	9.001566	8.792407	7.39921	7.608572	5.353455	2.032142	1.681034
YPL037C	EGD1	9.449441	9.103635	8.513515	3.619785	7.971207	7.356675	7.28318	8.326564	2.561994	5.841661	8.412591	8.057525	9.46344	7.728041	8.865176	8.593554	3.082653	5.396011	8.406526	9.42147	8.839836	9.414774	8.481429	9.253852	9.445522	9.432662	9.467073	9.141203	8.982013	9.232378	5.753016	9.016994	9.453805	9.430972	9.158882	3.965108	9.42005	20.105667	11.104919	7.848233	8.470668	9.40625	9.029362	5.57411	9.472182	9.399497	8.853717	6.850618	9.465828	6.113682	8.931642	8.059627	7.24216	9.189911	9.323077	9.155387	6.328389	9.464823	6.183176	6.78592	8.855408	9.44077	8.738591	8.513874	7.859946	8.955022	5.821394	9.33965	1.917635	3.955713	2.439523
YHR193C	EGD2	9.164139	9.440178	7.853928	5.372359	7.449158	4.837596	7.445611	8.460347	8.260878	6.801689	9.497936	7.940339	9.095136	8.829235	9.010878	7.968875	9.392321	6.469863	9.481222	9.443068	9.241445	8.579721	9.51816	9.163607	9.451273	8.438219	7.602527	9.466635	5.230041	9.869695	9.418202	9.387959	6.76327	9.136326	7.425663	5.062826	5.41987	29.67268	20.483804	8.953791	9.735896	4.335538	37.872927	90.64221	7.289388	9.498134	5.966807	3.786418	5.579613	7.077358	9.522132	2.014552	9.177596	6.35487	9.401469	7.347167	9.499584	9.502788	8.217847	8.474579	6.348659	9.459258	6.315312	9.497062	2.769515	9.491185	8.520441	9.505337	15.510762	19.343176	14.346894
YNL327W	EGT2	8.933549	7.764405	7.125732	5.917915	6.496372	6.297145	8.560885	8.285356	8.143813	8.260899	8.975454	7.229188	8.740375	7.925111	8.950364	5.858472	0	8.130839	8.182078	8.536475	5.750879	8.876249	6.483485	4.292241	8.300808	7.432822	6.785232	8.126954	5.719862	8.932725	8.663781	8.04151	8.873613	8.742628	8.800473	6.547155	1.097473	6.763164	8.416203	8.820272	8.185007	7.15498	5.862777	1.238724	5.993368	8.503056	3.594038	7.085941	5.968573	8.916194	8.31003	8.869126	8.813773	8.973364	8.911566	8.982282	8.834783	8.976962	8.952694	6.205208	8.469078	8.872946	8.444487	8.750971	7.722579	8.286672	8.590371	8.903578	7.855131	6.271499	6.378593
YDR036C	EHD3	6.257855	7.796116	7.268015	8.716049	9.270755	3.80692	9.1376	8.602432	6.483406	7.679979	9.107729	8.726897	8.572974	7.849988	9.278635	4.369828	8.662587	8.667268	8.638467	8.099928	9.287402	9.266296	9.254174	8.97492	7.082829	9.028757	9.240946	6.659087	8.669967	9.239211	8.249055	9.233824	6.791494	9.287137	7.639913	9.28358	9.20716	4.923147	9.128666	7.746669	8.839629	9.278746	8.274742	4.073047	4.660068	6.105634	8.394987	9.250738	5.347164	9.268867	8.536288	2.659734	8.455867	9.250611	8.51981	9.236271	9.024309	8.766239	8.972567	9.264554	9.233733	9.155704	8.774433	0.41373	8.602412	8.40269	6.778608	8.722913	8.645888	7.765883	8.373426
YBR177C	EHT1	8.885801	8.926984	8.623658	8.493077	8.885878	8.956997	7.542108	8.918169	8.956427	7.337332	8.850269	8.618827	7.692151	8.825323	8.846193	8.019983	8.272589	8.544866	8.863933	8.946869	8.941842	7.67701	7.128772	8.324489	6.895238	8.534732	4.712481	7.890921	8.938652	8.940928	8.123379	8.807603	7.745014	5.440095	1.748237	8.331571	8.804855	8.281219	6.870231	8.142665	8.830426	7.177469	8.769384	0	8.953621	1.610931	6.494426	3.723954	8.447395	8.892322	8.601503	8.733727	8.951386	7.610645	8.859912	8.956875	8.957143	8.734151	7.959421	8.612554	8.957141	8.913603	8.569686	8.892198	8.773394	8.709368	8.91171	8.955043	8.878357	8.504034	8.933351
YDR147W	EKI1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YNL230C	ELA1	9.222658	9.093377	8.921005	5.639023	9.202002	3.702401	9.281662	9.17105	4.374198	3.316855	7.799507	8.911035	7.668482	8.894078	9.185501	9.171486	7.958821	8.427686	8.639311	9.312249	9.282523	9.286993	8.716873	9.100649	9.134396	7.16733	9.236979	9.250504	8.581723	5.95552	6.240106	8.645407	8.320436	9.069573	9.293427	8.633055	7.477512	3.685393	7.149828	9.118187	9.170292	0.270748	6.372712	29.190045	9.222964	8.553352	8.565332	7.483711	7.297096	3.767832	9.27731	7.524461	1.221058	9.075266	9.289924	8.998436	0.318443	9.271545	7.738089	8.705432	7.620417	9.311109	9.006408	8.716114	5.947208	9.286898	8.272086	9.240733	2.911486	1.913068	2.489707
YPL046C	ELC1	8.963248	10.358333	8.062881	6.179766	2.907563	1.266597	8.853437	10.233489	0	3.264022	10.286659	8.223656	8.358013	9.946328	8.530492	10.368551	8.562844	9.612088	10.141723	10.322117	8.718432	7.874691	7.212613	10.329057	10.243261	9.769396	10.346221	10.317938	9.2765	10.260508	7.217659	10.06561	10.223925	10.256657	10.377335	10.315973	10.048324	8.392173	10.322815	10.366306	6.071041	9.978281	6.010461	0	5.940654	9.829038	4.254511	9.448205	9.092848	6.077929	10.276126	6.997188	4.178937	9.30234	9.265531	10.373522	3.736893	9.752954	6.130036	10.022349	16.358603	10.36786	7.486447	8.720807	9.735745	9.906986	9.327973	10.046416	4.481221	9.042143	10.357307
YKL160W	ELF1	4.33862	9.960341	5.935044	10.246942	7.615749	6.251347	7.202591	8.401152	8.733497	9.8148	9.760556	9.138042	7.266409	7.034325	10.228334	0	0.788961	7.257873	6.964722	6.981754	10.125401	5.985521	8.053773	6.692796	9.29633	7.878595	7.820505	7.222267	9.824553	10.155977	9.720666	9.20772	6.316788	9.45407	7.869869	3.103386	10.248746	17.673941	2.133083	8.384726	10.246853	10.233428	1.72403	53.268336	8.674629	0	9.77221	8.16331	0	7.148061	6.437312	5.167485	9.271736	6.857732	0	1.666903	9.413823	4.291195	9.990402	8.611566	5.703346	10.250463	9.640868	3.587711	5.363412	9.7222	9.75385	3.328324	7.171619	4.963917	1.521471
YOR144C	ELG1	8.987132	8.498425	6.216438	6.846587	9.891013	4.903219	9.881321	9.888694	0	6.397447	9.676414	9.695811	9.740512	9.205614	6.769141	8.890678	9.548013	9.887359	9.878051	9.475275	9.688995	9.291527	8.729662	9.812707	9.718365	9.706841	9.874777	9.876921	9.885736	9.673893	5.694396	9.678159	9.012943	9.851931	9.569167	8.188789	7.890909	9.891029	9.524943	9.592462	9.82794	9.752804	6.64542	8.824826	9.803427	9.890408	9.212153	9.383298	9.85721	7.385033	9.631441	9.654815	8.215314	9.602733	8.896708	9.878849	8.004448	9.522251	8.911963	8.520794	8.873284	9.841031	9.782187	9.696955	9.880881	9.824027	9.885586	9.784373	9.446944	9.675943	7.213236
YKL048C	ELM1	8.185972	8.5678	7.229772	8.919752	7.345452	9.077865	7.28574	7.904065	8.098504	8.857746	8.757046	7.594667	9.086167	6.125809	7.033267	4.447536	8.711145	7.579594	8.800037	8.57379	9.012053	8.555527	9.076573	8.077096	9.015438	8.520196	8.824975	8.484298	8.994399	7.639136	8.509639	7.527177	8.555517	8.634711	6.868698	8.886724	6.900367	8.802771	9.007331	8.845651	8.769061	8.787904	7.080973	61.894226	0.288358	5.022927	7.084494	8.985212	3.54987	9.090248	8.896134	5.331667	11.895913	8.033066	8.801429	7.633394	9.441036	9.052211	8.761527	8.834096	8.933028	8.207172	9.093596	8.561111	5.920535	7.747896	8.135004	8.039388	6.654469	8.107932	7.843043
YJL196C	ELO1	5.783719	8.669986	5.932851	3.393504	9.470934	10.64644	10.180379	9.930569	3.671255	0	10.180771	10.005294	9.885863	10.05809	8.567167	8.373818	8.050932	9.576105	8.598616	9.641015	10.057753	10.17593	10.08642	8.985133	0.017466	7.489145	9.346033	7.933452	6.908062	9.505396	10.180847	9.054158	7.225014	9.415308	8.035658	0	10.164263	48.411108	33.222514	9.146452	3.519579	9.596873	9.197044	8.012501	1.296547	4.0401	1.205622	5.758584	8.259973	7.225011	10.043633	0	9.362665	10.17399	9.580065	6.766263	9.713816	10.108211	0	9.784364	10.135184	10.180737	7.653939	0.068494	9.111383	9.66933	6.993696	9.430638	2.201882	4.359869	2.943055
YGR200C	ELP2	8.705052	10.439314	10.776575	11.652935	10.841058	11.60039	10.959185	11.983233	11.817155	11.971507	11.612362	9.289972	7.895178	10.603125	11.742174	11.991028	6.827622	10.234917	11.458366	11.692878	11.822119	11.349375	11.362043	11.989642	9.669589	10.814082	10.283596	9.535328	11.574121	7.905091	11.97807	9.517877	8.634857	10.620132	8.785107	11.022777	3.239341	8.6467	10.632964	10.786651	11.89695	9.731092	5.9975	9.444138	12.006255	11.918564	11.657914	11.287245	11.05317	10.53951	11.919113	9.76936	10.618787	8.77064	11.933883	11.937228	10.137122	11.451326	9.656443	12.005313	5.740122	11.696557	10.532682	11.027205	11.419272	11.91277	11.908606	11.766456	11.933813	11.925026	10.955093
YPL086C	ELP3	12.855376	12.547557	12.68421	6.967086	12.863596	0	12.273299	9.593692	8.089096	10.221606	12.912351	10.539727	9.266279	12.917833	12.062625	12.50018	12.792317	12.949805	12.57222	12.942346	10.996791	12.917683	12.203959	11.211123	10.584157	12.38631	12.874217	12.359137	12.155034	12.519235	12.740598	12.938721	12.283084	10.554932	12.192474	0	9.324753	11.973458	12.15263	11.582149	12.921346	12.946979	6.005766	12.266142	11.024895	11.424548	10.822709	12.67002	11.619852	11.032813	12.133393	12.941782	12.720299	7.491271	10.248396	9.398268	12.150584	11.266158	12.101406	8.604699	9.823792	11.028501	12.859982	12.627136	12.585738	11.122372	12.949229	11.318982	11.858242	0	2.077529
YPL101W	ELP4	8.510073	9.599539	7.067807	7.990804	7.046596	4.07444	1.994253	9.522903	1.729614	2.658356	9.615287	9.108951	9.272275	9.898716	9.807062	9.614954	7.517723	9.120093	9.907158	9.648254	7.831068	8.110792	9.907651	7.694618	9.918795	9.895272	7.069002	9.09827	8.968674	8.817257	9.489896	9.57181	9.660603	6.2973	9.64897	9.916161	6.386699	53.804308	32.379083	9.443015	9.899755	9.825175	48.19705	13.8614	8.195935	7.139432	2.867046	5.300856	9.083967	6.653192	9.509493	9.550214	8.915778	8.075879	9.897159	9.881314	9.379728	9.023173	0.3756	9.892948	7.75603	9.893965	9.91889	1.905442	7.739639	9.870392	9.751783	9.899854	7.637778	8.334101	6.01813
YMR312W	ELP6	8.737676	7.578412	7.672093	5.762099	8.666465	8.739836	7.439339	8.154797	7.585199	8.71453	8.29229	7.88057	7.263075	8.03779	5.394175	2.831951	7.648497	8.650307	8.544662	7.557243	8.465883	8.668264	8.806829	4.981846	8.589585	8.018884	8.091483	8.805835	7.781598	6.341191	8.187074	8.774721	7.64934	7.608445	8.127548	6.685277	3.753675	17.25471	19.063798	8.760161	6.865433	3.606642	4.012805	12.188476	8.663541	8.064251	8.017986	4.770853	8.103269	7.98463	8.438131	7.499244	8.049512	8.780121	8.723231	5.454863	8.303804	8.817426	8.691098	5.808092	5.777378	8.811228	8.699281	8.250394	5.229888	8.72776	0.875072	8.804342	6.817834	2.36703	1.81139
YLR186W	EMG1	8.312395	10.342631	7.439418	10.612808	9.546608	2.998807	9.686538	10.060213	6.392411	7.845561	10.156071	8.680651	9.301579	4.954558	5.318586	1.452797	9.248004	8.244838	10.528672	10.132627	10.272976	9.652287	10.536888	10.357103	2.390419	9.768147	10.625709	4.674027	10.624598	10.548086	10.053094	9.07034	0	2.468023	8.627364	129.259522	52.592016	22.630971	12.177192	7.204393	10.320937	9.432415	14.965325	8.626385	10.298338	7.133931	10.554655	8.87435	8.369653	8.962353	10.532014	5.496983	6.221938	5.906764	9.244795	10.510507	7.305529	10.602048	9.051366	9.706499	1.915931	10.321888	6.769354	6.135874	10.62507	10.040348	10.602603	8.464107	8.489142	9.215091	2.46342
YDR512C	EMI1	8.685312	8.68933	8.429108	9.100459	8.0081	5.896793	3.350705	8.87663	6.677519	7.943732	9.195338	9.09536	8.997569	9.225145	8.499681	6.580987	9.221469	8.494492	9.030797	7.636024	8.747334	6.712311	8.232973	8.030224	9.11586	8.399363	5.920627	9.052418	9.207906	9.123551	8.916831	8.844166	9.044326	8.893296	9.203172	9.225473	8.983409	6.422126	8.859183	8.017093	9.116653	9.209582	1.008886	0	9.226347	8.968553	5.489314	8.16115	9.219832	9.209013	9.057299	9.180236	8.573225	9.17223	7.49126	9.158613	8.020843	6.347808	6.858195	8.733687	9.224938	7.627601	9.223132	7.425126	9.002669	9.082332	9.134568	8.804918	9.225707	8.668463	8.658257
