orf	gene	cisplatin_125_1	cisplatin_125_2	cisplatin_125_3	cisplatin_250_1	cisplatin_250_2	cisplatin_500_1	cisplatin_500_2	cisplatin_66_1	cisplatin_66_2
YIL025C	YIL025C	8.280522	7.352087	9.231282	7.579763	9.086996	9.281958	9.305626	6.805595	8.005437
YIL026C	IRR1	0	0	0	0	0	0	0	0	0
YIL027C	KRE27	4.944882	8.53345	8.907167	8.674593	8.458385	8.872577	8.788641	8.411403	8.232535
YIL028W	YIL028W	9.51283	9.122844	8.47557	8.666951	9.496205	9.529383	9.455093	6.540435	9.488592
YIL029C	YIL029C	9.513086	5.600572	9.524247	9.42561	9.155492	8.38648	3.045186	9.413089	9.326401
YIL030C	SSM4	3.270879	9.631183	9.598374	7.236441	5.175724	9.691694	8.307587	9.41149	8.828781
YIL031W	ULP2	0	0	0	0	0	0	0	0	0
YIL032C	YIL032C	9.536284	9.437811	9.52962	9.344724	9.446139	9.240593	9.203202	9.224731	9.539053
YIL033C	BCY1	0	0	0	0	0	0	0	0	0
YIL034C	CAP2	9.021202	9.602186	9.605951	9.554418	9.134731	7.53454	1.447828	9.529356	9.283723
YIL035C	CKA1	7.804301	5.706557	8.466099	5.446987	6.728155	15.846142	0.132127	4.546054	3.197326
YIL036W	CST6	7.254928	5.650155	6.927184	6.695077	6.914412	7.190565	7.261355	6.527443	6.167979
YIL037C	PRM2	8.961746	7.653015	9.569513	9.601264	9.340578	9.177918	9.403931	9.542992	9.536233
YIL038C	NOT3	6.626798	5.794288	8.555041	4.418791	6.599635	3.634678	0.882005	2.192398	2.343772
YIL039W	YIL039W	8.001496	7.702241	7.40927	7.707908	5.512407	7.757235	7.309568	6.713708	7.420521
YIL040W	YIL040W	7.432024	7.851238	8.819569	8.188159	7.840735	7.761918	7.994766	8.74484	7.649005
YIL041W	YIL041W	3.551272	6.447033	8.477361	8.593805	8.457128	7.002594	4.2831	5.143887	6.810605
YIL042C	YIL042C	10.027795	10.163599	9.906901	9.90933	10.015609	10.088893	10.113738	9.715934	9.851591
YIL043C	CBR1	8.468273	8.211999	8.556836	8.323398	8.500091	8.300813	3.919181	6.846557	8.48664
YIL044C	AGE2	8.770085	8.808072	8.454382	8.797062	8.485911	8.372179	8.796222	8.819543	6.847298
YIL045W	PIG2	8.786425	8.424228	8.777274	7.844187	8.941886	8.688304	8.982902	8.972448	8.974691
YIL046W	MET30	0	0	0	0	0	0	0	0	0
YIL047C	SYG1	7.603199	7.791138	8.269812	7.684284	7.33976	7.855187	7.449231	7.566539	7.953369
YIL048W	NEO1	0	0	0	0	0	0	0	0	0
YIL049W	DFG10	8.112939	8.132124	8.37339	8.379112	8.097863	7.996657	8.443427	8.062226	8.069751
YIL050W	PCL7	7.316911	7.117519	9.569805	7.31222	8.413196	8.242282	8.024476	9.478523	8.410873
YIL051C	MMF1	0	0	0	0	0	0	0	0	0
YIL052C	RPL34B	8.358961	8.452167	7.616809	8.133931	8.007724	6.971152	8.169756	7.320262	8.101093
YIL053W	RHR2	5.001872	1.5843	9.073805	0.296297	3.485972	17.116514	10.635277	24.486964	1.276474
YIL054W	FYV2	7.68222	7.982404	8.213456	7.996721	7.323665	8.010327	7.729852	8.179775	7.967347
YIL055C	YIL055C	8.237105	8.107069	8.744749	8.095987	8.10868	7.995117	8.216409	8.220866	8.539565
YIL056W	YIL056W	7.233895	7.099403	9.772817	7.024525	5.946811	7.44315	6.458578	6.377481	8.080394
YIL057C	YIL057C	6.931308	7.090736	8.409261	6.500098	7.504073	8.410747	8.363841	7.926405	7.990713
YIL058W	YIL058W	6.066063	8.619433	9.396282	6.633065	1.750838	9.285795	2.404176	7.793116	9.389338
YIL059C	YIL059C	6.975091	6.879655	9.510836	6.572898	5.589346	7.366349	5.998597	7.57066	8.499725
YIL060W	YIL060W	8.649261	8.465054	8.685743	8.572215	7.513035	8.549831	8.353862	8.316574	8.686103
YIL061C	SNP1	0	0	0	0	0	0	0	0	0
YIL062C	ARC15	0	0	0	0	0	0	0	0	0
YIL063C	YRB2	0	0	0	0	0	0	0	0	0
YIL064W	YIL064W	7.902359	8.227577	8.837418	7.791614	6.973324	8.570807	8.203184	8.364712	8.875131
YIL065C	FIS1	21.41851	5.295977	6.383471	6.788261	19.798195	10.63765	49.6203	45.615098	1.948439
YIL066C	RNR3	8.12651	8.845342	9.311056	7.032632	7.547969	8.910342	9.321396	8.129387	8.830559
YIL067C	YIL067C	7.796555	8.181889	8.157007	7.530664	8.145594	8.009395	7.548476	7.958311	8.041756
YIL068C	SEC6	0	0	0	0	0	0	0	0	0
YIL069C	RPS24B	8.51561	8.719927	8.738281	8.741153	8.58044	8.343598	7.81571	8.005674	8.42399
YIL070C	MAM33	4.249416	6.430298	5.974668	7.10547	7.236702	6.428628	6.982561	2.666334	7.208178
YIL071C	PCI8	8.435362	8.02637	9.009938	8.248318	8.044653	7.873273	7.703286	7.980946	8.556701
YIL072W	HOP1	6.630831	7.997242	9.4305	6.047906	1.585464	8.310295	7.226814	5.812859	5.600147
YIL073C	SPO22	9.365661	5.510086	9.352208	9.047057	9.358417	3.792041	9.452453	8.850857	8.829783
YIL074C	SER33	8.440725	8.43904	8.314342	8.436665	8.314872	8.424099	8.381734	8.117624	8.440291
YIL075C	RPN2	0	0	0	0	0	0	0	0	0
YIL076W	SEC28	9.269939	7.363098	7.335726	9.244887	9.059173	9.029647	3.445756	7.07232	9.239418
YIL077C	YIL077C	2.988926	6.377058	7.890229	2.253189	6.654617	5.64038	7.16528	5.423871	8.718118
YIL078W	THS1	0	0	0	0	0	0	0	0	0
YIL079C	YIL079C	7.793045	8.630977	8.61593	2.807794	8.143134	8.235036	1.845354	8.655464	8.666473
YIL083C	YIL083C	0	0	0	0	0	0	0	0	0
YIL084C	SDS3	8.723273	8.511478	8.725851	8.323504	8.602391	8.49995	8.727348	8.454594	8.489161
YIL085C	KTR7	8.130832	7.872418	8.750231	7.534067	7.553738	7.418057	6.710254	7.739705	8.499812
YIL086C	YIL086C	7.7537	7.862134	9.680482	8.497909	9.33556	6.583409	5.505541	7.679504	7.469144
YIL087C	YIL087C	8.546536	9.654427	9.707932	8.67066	9.708703	5.457162	7.396694	9.050691	9.625517
YIL088C	YIL088C	5.228679	4.608478	9.226412	5.081317	6.003098	9.059536	6.091172	8.352675	7.44224
YIL089W	YIL089W	9.211754	9.240698	9.30873	7.645063	8.507779	9.104692	8.409928	8.678971	9.267697
YIL090W	YIL090W	8.886552	7.537818	8.895454	8.34551	6.272587	7.764367	6.195501	6.596023	8.904343
YIL091C	YIL091C	0	0	0	0	0	0	0	0	0
YIL092W	YIL092W	4.071066	8.920559	9.244636	9.314015	3.849283	7.539042	5.4703	9.351482	8.575379
YIL093C	RSM25	7.544412	7.74271	7.868714	7.921629	7.615523	7.539813	7.911914	7.920573	7.82973
YIL094C	LYS12	8.656146	8.603464	8.445518	8.316678	8.434191	7.90771	8.302237	8.450103	8.153184
YIL095W	PRK1	9.011765	9.048022	8.949563	7.700968	8.985584	6.78423	8.51973	8.822391	8.211365
YIL096C	YIL096C	6.777987	9.112446	9.039948	4.933051	8.605101	5.808743	5.794496	9.118211	6.925714
YIL097W	FYV10	7.891802	5.600409	7.705186	4.857008	7.444403	2.695346	5.808357	7.71117	6.081855
YIL098C	FMC1	4.818798	4.701041	5.549245	3.713685	4.940662	4.258259	3.625741	5.504289	4.698802
YIL099W	SGA1	8.947751	6.233257	8.653166	9.116963	5.952467	7.654041	8.713898	8.925908	8.75549
YIL100W	YIL100W	8.740217	8.117776	8.428584	7.968757	8.395917	8.52033	8.605308	7.855389	8.7457
YIL101C	XBP1	8.839831	8.497274	8.446044	8.814285	7.958455	6.946351	5.079982	6.09398	8.593422
YIL102C	YIL102C	8.025743	6.575842	8.421728	8.450677	8.488038	7.725333	8.413978	8.18774	8.483189
YIL103W	YIL103W	5.830105	6.299187	7.962369	3.750667	5.326008	3.948466	5.558023	7.862094	0.155212
YIL104C	YIL104C	0	0	0	0	0	0	0	0	0
YIL105C	YIL105C	9.651414	10.661484	11.269586	2.561509	11.351426	11.373335	7.311453	8.457608	10.051364
YIL106W	MOB1	0	0	0	0	0	0	0	0	0
YIL107C	PFK26	8.708832	8.645836	9.044168	8.261806	6.985058	8.213276	8.943228	9.065069	8.203663
YIL108W	YIL108W	7.91333	7.806242	8.684582	8.868174	8.860899	5.701576	8.467744	7.47822	8.713579
YIL109C	SEC24	0	0	0	0	0	0	0	0	0
YIL110W	YIL110W	8.019574	7.605465	8.198019	8.52236	2.960576	8.514705	5.126433	8.229077	7.277548
YIL111W	COX5B	8.092213	8.80776	9.314482	7.869064	8.034498	8.255102	7.155745	8.508313	8.847007
YIL112W	YIL112W	2.163039	8.25336	9.089246	8.243437	8.985423	7.600111	9.025225	8.727058	8.671819
YIL113W	YIL113W	8.109581	8.134022	7.78857	6.855361	7.474609	7.401923	7.749683	7.235285	7.545006
YIL114C	POR2	9.244177	9.53604	9.073064	2.639084	9.36405	23.032035	6.585305	9.48323	8.886066
YIL115C	NUP159	0	0	0	0	0	0	0	0	0
YIL116W	HIS5	3.760337	6.550358	9.146764	8.708829	5.469301	6.723443	6.634088	9.755503	6.183066
YIL117C	PRM5	8.880853	8.879132	8.528	8.254986	7.877335	7.520473	8.294507	8.723476	8.742626
YIL118W	RHO3	0	0	0	0	0	0	0	0	0
YIL119C	RPI1	3.364849	6.724379	8.325003	5.516478	8.412404	5.253289	5.527217	6.514485	3.762118
YIL120W	QDR1	9.843307	9.410398	9.541563	10.059447	9.035423	9.925855	8.704412	10.080458	7.295287
YIL121W	YIL121W	7.307048	6.342713	7.936452	6.088693	7.973878	5.099339	7.924791	6.895261	7.362751
YIL122W	YIL122W	6.822448	7.755064	7.860025	7.057838	7.56426	7.107864	7.684846	7.400655	7.271838
YIL123W	SIM1	8.47199	8.874296	8.524008	8.891208	5.613507	8.873817	2.719988	7.069695	8.896925
YIL124W	AYR1	18.207571	2.215081	9.08887	-0.037616	5.369214	7.33018	8.730126	0.855553	9.097756
YIL125W	KGD1	5.753108	7.151554	7.15535	6.072305	3.692678	4.824503	7.393719	7.439948	6.732298
YIL126W	STH1	0	0	0	0	0	0	0	0	0
YIL128W	MET18	9.878529	10.367706	9.94407	10.158356	10.256777	10.364569	10.272297	10.360113	10.282079
YIL129C	TAO3	0	0	0	0	0	0	0	0	0
YIL130W	YIL130W	8.036475	6.625351	7.970644	8.00218	8.161853	7.82775	7.594284	7.265644	7.584112
YIL131C	FKH1	7.480752	7.382139	8.614667	6.48293	6.387586	6.025075	7.35932	8.328781	8.132084
YIL132C	CSM2	6.697219	5.463921	3.744765	77.660534	29.349758	159.140385	164.104488	105.596142	198.499976
YIL133C	RPL16A	7.939372	6.07206	6.90299	8.194325	7.927748	6.379542	7.624633	8.262081	7.649416
YIL134W	FLX1	8.360997	7.748593	7.462188	7.349025	7.769561	8.262846	4.900581	4.642829	8.359413
YIL135C	YIL135C	9.719469	8.715357	9.748776	9.754664	9.266856	9.454638	9.76918	7.241332	8.497238
YIL136W	OM45	8.568021	7.45784	8.465236	8.2928	7.228985	6.559629	6.62795	7.405181	8.435318
YIL137C	YIL137C	8.804154	7.796207	8.719716	7.090914	7.902001	5.486643	7.939713	8.885081	8.247049
YIL138C	TPM2	8.931643	8.932658	8.589309	7.518356	8.456082	7.594562	8.283238	7.504685	8.910594
YIL139C	REV7	5.887015	5.657345	7.019216	4.776649	5.120689	3.085876	1.301368	2.021613	2.983002
YIL140W	AXL2	9.358317	9.796267	9.352501	9.805984	1.588566	8.941693	9.817314	9.785543	9.771947
YIL141W	YIL141W	7.877841	8.662195	6.924031	8.156744	8.690747	3.815004	4.904157	4.58085	6.274937
YIL142W	CCT2	0	0	0	0	0	0	0	0	0
YIL143C	SSL2	0	0	0	0	0	0	0	0	0
YIL144W	TID3	0	0	0	0	0	0	0	0	0
YIL145C	PAN6	-0.105097	2.938264	8.754277	4.654639	3.220247	5.463765	6.784104	9.280571	19.265779
YIL146C	ECM37	7.97378	10.136863	10.166059	7.450553	8.797366	10.170186	9.764657	8.930259	9.613942
YIL147C	SLN1	0	0	0	0	0	0	0	0	0
YIL148W	RPL40A	7.54843	6.893214	6.271912	7.63581	4.911471	7.235685	5.422904	7.29425	7.402762
YIL149C	MLP2	9.711376	10.380468	9.831818	10.51963	10.277246	10.534222	9.814867	8.840364	10.388675
YIL150C	DNA43	0	0	0	0	0	0	0	0	0
YIL152W	YIL152W	7.022596	6.728758	8.634037	8.243511	8.675302	6.475362	4.772282	5.320975	5.814516
YIL153W	RRD1	2.738282	7.986466	8.249085	9.145337	6.017245	7.71515	25.632147	0.631237	19.008933
YIL154C	IMP2'	5.839805	7.304001	-1.071067	8.941494	2.8234	24.931386	21.880577	17.591909	19.772749
YIL155C	GUT2	8.140556	6.974377	8.645368	6.617773	8.748925	8.581564	7.972837	5.220531	3.810998
YIL156W	UBP7	4.829421	8.223222	8.991131	0.975206	9.534097	6.803201	0.949598	8.184427	6.578198
YIL157C	YIL157C	6.2325	5.37617	7.682936	8.534605	5.498619	8.533556	0.907776	32.302032	15.563932
YIL158W	YIL158W	7.417309	7.871224	8.072189	7.463472	6.92226	7.932036	8.003944	7.875416	8.101036
YIL159W	BNR1	7.815304	3.894834	9.26946	7.831575	5.969272	9.286408	4.904555	7.087542	8.950846
YIL160C	POT1	9.632708	9.96356	9.968508	9.000896	9.992768	4.917359	9.947552	9.74614	7.588662
YIL161W	YIL161W	2.076448	9.797794	8.54364	7.850682	2.062546	9.52347	5.198416	9.589896	7.577916
YIL162W	SUC2	7.87119	7.559242	7.444592	8.066105	8.075401	8.033081	8.080683	2.323941	8.082409
YIL163C	YIL163C	8.825593	9.216128	9.126147	9.112794	8.620504	9.212688	9.214661	9.009712	8.963482
YIL164C	NIT1	8.079158	8.184786	7.473999	7.166042	8.297749	8.295956	8.321234	8.29214	8.038026
YIL165C	YIL165C	9.592958	9.277148	9.146076	8.034311	9.677757	7.775017	9.603645	8.966002	6.930426
YIL166C	YIL166C	5.51294	9.855822	9.479878	9.661878	9.574134	8.073728	9.77917	9.735621	9.861245
YIL167W	YIL167W	7.890975	8.072862	7.567088	8.02303	7.897292	7.830539	8.077961	8.07917	7.962986
YIL168W	SDL1	7.333878	9.738336	9.758354	8.909733	6.077278	-0.707856	22.780158	2.003205	5.635961
YIL170W	HXT12	9.420883	8.940462	9.182782	9.15482	9.426675	8.746219	5.237092	9.221546	9.413837
YIL171W	HXT12	0	0	0	0	0	0	0	0	0
YIL173W	VTH1	8.754463	9.210491	9.591759	5.00874	9.536013	9.53427	9.224443	9.253943	6.984932
YIR001C	SGN1	7.665969	8.401121	7.976786	8.291437	8.320369	8.440741	6.601592	5.862682	8.434533
YIR002C	MPH1	7.656606	5.529773	6.30314	-0.306891	3.61947	37.435109	42.672481	34.884295	44.943441
YIR003W	YIR003W	9.365748	9.318386	9.453022	8.730744	9.643034	2.723716	8.087552	9.641809	9.120681
YIR004W	DJP1	9.180516	9.741234	9.769396	9.991285	9.543084	9.733231	9.707965	9.806167	10.027563
YIR005W	IST3	5.481241	7.493162	7.274149	7.520165	6.032749	5.792638	6.196356	7.515398	5.666197
YIR006C	PAN1	0	0	0	0	0	0	0	0	0
YIR007W	YIR007W	8.42558	8.996291	9.329847	8.478785	8.358754	9.468649	6.026877	8.32879	4.501653
YIR008C	PRI1	0	0	0	0	0	0	0	0	0
YIR009W	MSL1	4.15019	6.229738	6.880581	4.441147	4.614162	4.515835	4.98734	5.8424	4.163605
YIR010W	YIR010W	0	0	0	0	0	0	0	0	0
YIR011C	STS1	0	0	0	0	0	0	0	0	0
YIR012W	SQT1	0	0	0	0	0	0	0	0	0
YIR013C	GAT4	8.617865	9.933621	9.850701	8.69858	8.425406	7.120627	9.704789	5.635106	7.748408
YIR014W	YIR014W	8.141568	9.40768	9.370212	8.217309	8.303931	8.255076	8.738564	8.450131	9.394126
YIR015W	RPR2	0	0	0	0	0	0	0	0	0
YIR016W	YIR016W	8.932474	9.826275	10.019112	6.307978	8.820646	7.75157	9.998577	9.945178	9.741576
YIR017C	MET28	8.74966	8.751038	8.716625	8.341541	8.698884	8.683759	7.580601	5.798968	8.569462
YIR018W	YAP5	8.685845	9.098272	9.32599	8.906818	7.18198	8.784173	9.344775	8.457825	6.751589
YIR019C	MUC1	6.594002	5.485032	10.115589	1.283879	3.370076	8.872599	4.084666	5.879804	2.231982
YIR020C	YIR020C	4.602093	8.545094	9.039085	9.017178	8.342149	7.387238	6.869211	6.664085	5.597884
YIR020W-B	YIR020W-B	8.785529	8.708996	8.855755	6.328776	6.703535	8.622568	8.842942	8.498138	8.804034
YIR021W	MRS1	5.273407	7.233408	6.986838	6.942296	0.705835	6.480177	4.067575	7.205248	1.979928
YIR022W	SEC11	0	0	0	0	0	0	0	0	0
YIR023W	DAL81	9.191075	6.754462	9.636249	9.862934	6.157003	8.594212	9.402313	8.808835	9.743926
YIR024C	GIF1	2.916384	3.786295	8.05452	0.845538	4.657191	1.11096	6.854667	7.78845	5.94931
YIR025W	MND2	9.099421	8.758699	9.183211	8.143382	9.423076	4.590898	9.157429	9.251386	8.80547
YIR026C	YVH1	7.846431	7.833494	8.306884	8.318968	7.709851	7.75444	8.0614	7.417355	7.484819
YIR027C	DAL1	8.698489	8.921546	8.460465	4.799226	8.860514	8.820055	8.716291	8.141375	7.259948
YIR028W	DAL4	9.73148	8.154593	9.436079	5.847407	7.910405	8.307522	6.884471	3.190106	8.411163
YIR029W	DAL2	8.658332	8.64628	8.936361	6.747474	7.695947	8.04513	8.835616	8.767209	8.264481
YIR030C	DCG1	8.989848	4.118423	8.991401	8.861304	8.853249	8.759542	8.983641	8.942565	1.254954
YIR031C	DAL7	8.183557	8.300774	8.825222	7.125997	8.843272	7.844847	7.827536	8.206293	8.852004
YIR032C	DAL3	7.834916	8.134713	8.121537	7.806841	8.145853	7.491431	8.104979	8.098697	7.065805
YIR033W	MGA2	7.062881	7.107764	2.833938	5.843151	6.26125	6.965533	7.105901	7.547672	7.9877
YIR034C	LYS1	8.395798	8.33781	8.265593	7.907719	8.281043	8.254106	8.239909	7.924403	8.299909
YIR035C	YIR035C	9.166443	8.884031	8.953951	4.552449	8.534163	8.584991	7.243219	8.733536	8.377573
YIR036C	YIR036C	9.639061	6.908867	9.534437	9.120556	8.814358	8.575509	9.426244	8.598745	7.687075
YIR037W	HYR1	7.972413	6.265864	8.390035	8.798315	8.958278	3.756757	5.248688	8.332016	5.716181
YIR038C	GTT1	8.022488	9.674161	9.608788	9.659377	9.185845	8.829116	9.352845	9.360312	8.637785
YIR039C	YPS6	7.84184	8.704733	8.953767	6.742452	7.140446	8.648277	7.518587	8.447246	8.901049
YIR042C	YIR042C	7.561938	8.83948	9.526578	2.96591	6.463958	3.989006	5.445278	9.752474	8.960385
YIR043C	YIR043C	8.975375	9.06791	9.155937	8.859138	8.682291	9.208951	8.420848	9.246441	8.335719
YIR044C	YIR044C	10.331182	10.191846	10.29679	8.344725	8.651569	9.952198	9.710645	9.437084	8.809179
YJL001W	PRE3	0	0	0	0	0	0	0	0	0
YJL002C	OST1	0	0	0	0	0	0	0	0	0
YJL003W	YJL003W	7.011419	7.027991	7.091927	0.008225	7.066129	7.067381	7.12578	5.692409	4.121918
YJL004C	SYS1	7.132661	9.33454	9.738106	3.958222	9.916755	4.004391	3.95304	3.212088	9.396002
YJL005W	CYR1	0	0	0	0	0	0	0	0	0
YJL006C	CTK2	10.71707	10.715288	11.395644	10.865307	10.926149	10.829059	10.982958	11.391319	10.393372
YJL007C	YJL007C	8.314452	8.921351	8.907557	8.838134	8.931282	6.033212	7.151018	8.7935	6.957186
YJL008C	CCT8	0	0	0	0	0	0	0	0	0
YJL009W	YJL009W	0	0	0	0	0	0	0	0	0
YJL010C	YJL010C	0	0	0	0	0	0	0	0	0
YJL011C	YJL011C	0	0	0	0	0	0	0	0	0
YJL012C	VTC4	9.260226	7.574378	9.202066	9.087922	8.513607	8.551719	7.233742	9.233664	9.149554
YJL013C	MAD3	8.69895	8.218695	8.558058	8.521987	6.891072	7.74563	6.326977	7.119223	8.068783
YJL014W	CCT3	0	0	0	0	0	0	0	0	0
YJL015C	YJL015C	0	0	0	0	0	0	0	0	0
YJL016W	YJL016W	5.57016	6.865445	10.078898	4.032014	5.685858	6.719635	5.359551	6.949038	8.354003
YJL017W	YJL017W	7.499205	10.000252	10.088642	9.263072	9.293741	10.307208	10.176949	10.302231	7.331055
YJL018W	YJL018W	0	0	0	0	0	0	0	0	0
YJL019W	YJL019W	0	0	0	0	0	0	0	0	0
YJL020C	BBC1	7.463686	7.695123	9.126564	6.029093	7.483664	8.020983	8.352916	8.094423	8.552183
YJL021C		9.229528	7.697358	9.499699	6.611113	7.275946	8.118641	9.142474	8.964376	7.990279
YJL022W	YJL022W	7.324678	7.362549	6.910426	7.361364	7.313084	7.362181	7.233299	7.142391	7.321385
YJL023C	PET130	6.622508	6.017068	6.019336	6.310464	6.485214	5.919298	6.335522	5.960641	6.620727
YJL024C	APS3	6.717093	6.701465	7.478319	7.478897	6.748249	6.199105	7.522441	7.149546	7.089863
YJL025W	RRN7	0	0	0	0	0	0	0	0	0
YJL026W	RNR2	0	0	0	0	0	0	0	0	0
YJL027C	YJL027C	9.584167	9.1146	9.69512	9.45968	9.645504	9.318789	9.288486	9.291348	9.671588
YJL028W	YJL028W	11.095963	11.117113	11.162561	10.439801	11.19003	11.06268	11.089826	11.150928	11.180749
YJL029C	VPS53	10.640566	10.648452	10.706237	10.638147	10.689722	10.386307	10.839748	10.076353	10.622749
YJL030W	MAD2	6.182726	6.613174	10.047125	6.410743	6.114831	5.355903	5.610226	6.538043	7.978337
YJL031C	BET4	0	0	0	0	0	0	0	0	0
YJL032W	YJL032W	0	0	0	0	0	0	0	0	0
YJL033W	HCA4	0	0	0	0	0	0	0	0	0
YJL034W	KAR2	0	0	0	0	0	0	0	0	0
YJL035C	TAD2	0	0	0	0	0	0	0	0	0
YJL036W	SNX4	7.807186	8.288505	8.343769	7.63673	7.968222	7.518321	8.403892	8.083386	8.370022
YJL037W	YJL037W	8.629768	8.415314	8.892463	8.058504	8.138891	6.363216	8.636228	8.3746	7.894175
YJL038C	YJL038C	7.727467	7.878679	7.721447	6.969425	7.492941	7.082559	7.732161	7.893689	6.470659
YJL039C	NUP192	0	0	0	0	0	0	0	0	0
YJL041W	NSP1	0	0	0	0	0	0	0	0	0
YJL042W	MHP1	9.801766	9.758021	9.489404	9.684587	9.515557	8.012951	9.744715	9.414723	9.813622
YJL043W	YJL043W	8.107227	7.987267	9.253728	8.563089	8.430742	8.143919	7.046353	8.168873	8.906711
YJL044C	GYP6	7.807229	7.943107	7.704883	7.643067	7.332116	5.769509	7.381759	7.767637	7.525835
YJL045W	YJL045W	7.487557	8.16929	8.709146	7.165592	7.2638	7.669364	7.441416	6.731027	7.960394
YJL046W	YJL046W	7.919181	8.319909	8.460432	8.296756	8.226149	8.05462	8.546365	8.351099	8.306105
YJL047C	RTT101	7.644449	7.965606	2.473275	5.774174	7.978151	4.693888	6.444667	6.045555	6.698463
YJL048C	YJL048C	7.407512	7.282849	9.12531	6.713922	6.58012	7.585167	6.937203	7.454536	7.7559
YJL049W	YJL049W	6.948605	7.214341	8.668165	6.69504	7.746228	7.287157	7.897469	7.884819	7.553466
YJL050W	MTR4	0	0	0	0	0	0	0	0	0
YJL051W	YJL051W	7.220357	7.492417	8.538612	6.969896	7.368238	7.333875	6.820443	7.936917	7.942051
YJL052W	TDH1	8.278162	8.399579	8.372679	8.0146	7.814922	8.210044	8.410482	8.091985	8.323082
YJL053W	PEP8	7.842014	7.909314	8.364596	7.185431	7.521082	6.035319	6.588731	7.280969	6.662834
YJL054W	TIM54	0	0	0	0	0	0	0	0	0
YJL055W	YJL055W	7.515726	7.487998	9.424622	6.776736	6.306835	6.394	6.81643	7.408011	9.008844
YJL056C	ZAP1	6.344192	6.118262	5.764005	5.855994	5.656817	5.866147	6.291375	5.979697	5.447004
YJL057C	IKS1	7.075508	7.134277	8.877022	5.972718	6.682619	6.289009	6.639373	6.54916	7.401597
YJL058C	YJL058C	7.799896	8.04503	8.37146	7.361975	6.770686	7.771699	8.056379	7.608352	7.184782
YJL059W	YHC3	0	0	0	0	0	0	0	0	0
YJL060W	YJL060W	6.065483	8.154198	9.068791	7.435405	6.511621	6.266456	7.76886	7.394674	7.027032
YJL061W	NUP82	0	0	0	0	0	0	0	0	0
YJL062W	LAS21	6.108756	7.511974	7.503153	6.190379	6.432502	6.432715	7.14498	6.984524	6.021642
YJL063C	MRPL8	9.693652	9.67776	9.619828	9.870674	9.720396	9.734157	9.923951	9.91152	9.566486
YJL064W	YJL064W	6.877221	7.032834	8.590529	6.79243	6.778949	6.051919	7.381896	7.747662	7.246253
YJL065C	YJL065C	7.654592	9.109718	9.074369	8.851717	8.693783	8.574681	9.108812	9.077653	8.424016
YJL066C	MPM1	6.779654	7.658668	8.199298	6.54249	6.138398	6.701106	7.903298	7.049607	7.586143
YJL067W	YJL067W	6.995807	7.103677	8.392433	6.796192	5.620876	6.857362	7.628888	7.70707	7.370063
YJL068C	YJL068C	7.326992	7.037787	9.163057	5.846042	5.461614	5.929982	6.097376	6.690403	7.707613
YJL069C	YJL069C	0	0	0	0	0	0	0	0	0
YJL070C	YJL070C	6.803685	9.827151	10.248093	10.182826	8.276259	9.700977	10.215803	9.841026	9.982376
YJL071W	ARG2	7.859649	7.56368	8.769407	7.186268	7.029835	7.045975	8.276727	7.34228	7.289173
YJL072C	YJL072C	0	0	0	0	0	0	0	0	0
YJL073W	JEM1	7.905759	7.754201	8.593875	7.798387	7.432764	8.956381	8.336629	8.906572	9.081043
YJL074C	SMC3	0	0	0	0	0	0	0	0	0
YJL075C	YJL075C	9.427337	9.431912	9.569848	9.574207	9.609332	9.247273	9.587688	9.587858	9.303147
YJL076W	NET1	0	0	0	0	0	0	0	0	0
YJL077C	ICS3	7.427319	7.14315	9.9508	8.049298	6.528924	7.264306	7.597051	7.421553	8.083243
YJL078C	PRY3	9.536012	8.589881	9.583815	9.473323	9.345275	7.957355	-0.541861	9.455964	9.318228
YJL079C	PRY1	7.473961	7.123652	9.465822	6.019176	6.37732	7.108339	5.138042	7.360135	8.552392
YJL080C	SCP160	5.81315	7.765329	7.74898	3.938926	1.062956	8.105582	21.082927	8.304462	8.275242
YJL081C	ARP4	0	0	0	0	0	0	0	0	0
YJL082W	IML2	7.127693	7.221977	9.026581	6.570136	6.955252	7.986738	6.748342	8.23656	7.973879
YJL083W	YJL083W	7.93205	8.270022	8.931032	7.341939	7.006588	6.982322	6.607734	7.075373	8.608567
YJL084C	YJL084C	6.784207	6.510204	9.358439	5.046383	5.40727	5.919939	3.530822	7.191293	8.257511
YJL085W	EXO70	0	0	0	0	0	0	0	0	0
YJL086C	YJL086C	0	0	0	0	0	0	0	0	0
YJL087C	TRL1	0	0	0	0	0	0	0	0	0
YJL088W	ARG3	8.782514	8.660774	10.155943	7.441353	7.295385	7.178736	6.831196	8.050252	9.72771
YJL089W	SIP4	7.008292	6.745355	7.934386	5.427793	6.508603	6.616126	6.766844	7.336142	7.222929
YJL090C	DPB11	0	0	0	0	0	0	0	0	0
YJL091C	YJL091C	0	0	0	0	0	0	0	0	0
YJL092W	HPR5	2.364649	1.337121	3.304507	1.85512	1.513075	1.0024	1.492119	4.212443	1.875738
YJL093C	TOK1	5.893359	6.449869	7.479616	5.606452	5.593438	6.423834	6.379844	6.893063	6.232785
YJL094C	KHA1	9.724044	8.782239	9.519332	9.905712	9.819549	9.822643	9.578067	9.264221	7.302999
YJL095W	BCK1	7.881775	6.501771	9.204044	6.977058	7.099317	8.184765	6.960843	8.720741	8.394359
