orf	hom | growth (culture turbidity) | freeze-thaw | YP4D, YPD | Ando A~Shima J, 2007
YBL058W	-0.9078584139150985
YBL059W	0.011182602366796246
YBL060W	0.018964100617296697
YBL061C	0.006199262807000894
YBL062W	-0.008455124221540267
YBL063W	0.006246780382254347
YBL064C	-0.012506581386686921
YBL065W	-0.010220232071462498
YBL066C	-0.01552736219440376
YBL067C	0.021018711566784365
YBL068W	-0.005322386683814351
YBL069W	-0.0025725743563247416
YBL070C	-0.01188838396730385
YBL071C	0.06872557958479586
YBL072C	0.33077207164680367
YBL075C	-0.012829119600243688
YBL078C	0.00895318754128116
YBL079W	-0.4644563218246567
YBL080C	
YBL081W	-0.005716656547950505
YBL082C	-0.024437282609649946
YBL083C	-0.06195927757530073
YBL085W	-0.002994715826767469
YBL086C	-0.009082729125281186
YBL087C	-0.008769331967368732
YBL088C	-0.01236126248466074
YBL089W	0.02344942791307769
YBL090W	
YBL091C	-0.01171482119572198
YBL091C-A	0.017224138749009965
YBL093C	
YBL094C	-0.01922801703030541
YBL095W	0.016409698478534462
YBL096C	0.013930791113798913
YBL098W	0.05121842589828529
YBL099W	
YBL100C	
YBL101C	0.0031871507669900545
YBL102W	0.009988168240091522
YBL104C	0.004536799049660534
YBL106C	0.03577687057866208
YBL107C	0.04627756954261275
YBR001C	0.08631854202931
YBR003W	
YBR005W	0.013489359525030942
YBR006W	0.03642965138507104
YBR007C	0.05640881955100108
YBR008C	-0.009527196550957573
YBR009C	-0.02310425362706059
YBR010W	0.015910122216241662
YBR012C	0.03976841884952664
YBR013C	0.010687929099850946
YBR014C	0.0133634802828273
YBR015C	0.024260254339742104
YBR016W	0.005184812532434968
YBR018C	-0.00022623367015051077
YBR019C	-0.006104727080462946
YBR020W	
YBR022W	0.026829023478986525
YBR023C	0.06554408276631696
YBR024W	-0.0063313632082568905
YBR025C	0.007951297012325442
YBR026C	-0.07807606100795728
YBR027C	-0.005244431557218654
YBR028C	-0.0003399855342480773
YBR030W	-0.01499380990425414
YBR031W	-0.027612780771804624
YBR032W	-0.0007579407921232129
YBR033W	0.032823942738105405
YBR034C	0.030481450213097006
YBR035C	-0.04385192977018937
YBR036C	-0.0024761312676100378
YBR037C	
YBR038W	-0.0014338872057459984
YBR040W	0.005170501697623786
YBR041W	-0.01336350096996164
YBR042C	-0.013779743418408374
YBR043C	0.02259670200227859
YBR044C	0.06150586703901517
YBR045C	-0.006219847249920418
YBR046C	0.007546231109572421
YBR047W	0.0156365704084398
YBR048W	0.11573620397849282
YBR050C	-0.020658992995908565
YBR051W	-0.004273558340522232
YBR052C	0.01408680659669459
YBR053C	0.003823082147767831
YBR054W	-0.002856366831268886
YBR056W	-0.012862938518587885
YBR057C	0.026185071677745864
YBR058C	0.031239170556957685
YBR059C	-0.015828379174495533
YBR062C	-0.023471072223882006
YBR063C	-0.006694241315096994
YBR064W	0.012944800754391528
YBR065C	-0.014345697336416108
YBR066C	-0.019479909524120043
YBR067C	-0.011397023555882235
YBR068C	0.020293376648409023
YBR069C	0.02705058008269723
YBR071W	0.03302416074160108
YBR072W	0.017331109169064662
YBR073W	-0.01541193842370503
YBR074W	-0.0016909591311797811
YBR076W	0.0044674303239709
YBR077C	0.1616022091239555
YBR078W	-0.001725208917082055
YBR083W	0.01642254090161943
YBR084C-A	0.1069260177464586
YBR084W	-0.01201272191679692
YBR089C-A	-0.029208797086443195
YBR090C	0.003503141539682675
YBR092C	-0.014962412422795612
YBR093C	-0.0122861492293449
YBR094W	-0.018961144850457856
YBR098W	0.029557530812364452
YBR099C	0.0532887102860391
YBR101C	0.006284620227636317
YBR103W	-0.02094721836071667
YBR104W	-0.013578701770526336
YBR105C	-0.02375077749433574
YBR106W	0.05427350165473799
YBR107C	-0.0043333054334391274
YBR108W	-0.006826596636122728
YBR112C	
YBR113W	-0.02859401213964763
YBR114W	-0.03039737040328272
YBR116C	-0.020208210637115753
YBR119W	-0.030717129671635535
YBR120C	-0.01525223585144131
YBR125C	-0.007207359349479026
YBR126C	-0.15942484342555296
YBR127C	-0.9874377647329461
YBR128C	-0.024463018790599644
YBR129C	-0.03187004349337774
YBR130C	-0.030491043460515455
YBR131W	-0.014194783960794544
YBR133C	-0.11479960299003245
YBR134W	
YBR137W	-0.020035169884463522
YBR138C	-0.032377445862774135
YBR139W	-0.03453393804199445
YBR141C	-0.03333731278276286
YBR144C	-0.01934110032097691
YBR145W	-0.022422761891796705
YBR146W	-0.031163017124281378
YBR147W	-0.014286997524120881
YBR148W	-0.021369050810870815
YBR149W	-0.022046494724010435
YBR150C	0.002143402064052058
YBR151W	-0.038669576284346086
YBR156C	-0.007021917626564345
YBR157C	-0.029793621563020123
YBR158W	-0.025979467150959334
YBR159W	-0.02061799110914686
YBR161W	-0.010850968623641322
YBR162C	-0.03257682357437064
YBR162W-A	-0.04292307358037473
YBR163W	
YBR164C	-0.027784202382732825
YBR168W	-0.37923624275241163
YBR169C	0.0021259401938231726
YBR170C	-0.025989937121294826
YBR171W	-0.85287165318864
YBR172C	-0.025085671390310482
YBR173C	0.08804332172921847
YBR174C	-0.004860428941345085
YBR175W	-0.005196872014060494
YBR176W	0.013507259420724615
YBR177C	0.011431715121681396
YBR178W	0.014552775426579734
YBR179C	
YBR180W	0.010312372163150396
YBR181C	0.11621010855639757
YBR182C	0.011299279383699012
YBR183W	-0.0034178358446501633
YBR184W	0.016795566557479713
YBR185C	-0.00706728523956035
YBR186W	0.011507560837803243
YBR187W	0.0038166262812822094
YBR188C	0.03782583314816956
YBR189W	-0.0964181945559317
YBR191W	0.010271687013450492
YBR194W	-0.6757447518571418
YBR195C	0.007936386673152995
YBR197C	-0.020550255177542942
YBR199W	0.007260971152525109
YBR200W	-0.1758251341117144
YBR201W	-0.013452388556745909
YBR203W	0.0019277694535391188
YBR204C	0.0012318983145385154
YBR205W	0.010820907083387787
YBR206W	0.0008313811092128809
YBR207W	0.016832637579123233
YBR208C	0.023276056723820826
YBR210W	-0.009563171862122188
YBR212W	0.014210000638597453
YBR213W	-0.009452400001061845
YBR214W	-0.027477967398300218
YBR215W	-0.012469901719034282
YBR216C	-0.010790623593633142
YBR217W	0.005180520473248462
YBR218C	0.007925316728344622
YBR219C	0.012870581192455877
YBR220C	0.007317610950554387
YBR221C	-0.052958747166615305
YBR222C	-0.011286828270347105
YBR223C	0.011725578214302868
YBR224W	0.033334560854526796
YBR225W	0.030924439506510026
YBR226C	0.007308808729857175
YBR227C	-0.004551458264078212
YBR228W	0.004453159966372633
YBR229C	0.019391273879823423
YBR230C	0.004347252530358059
YBR231C	0.017155590410858013
YBR232C	
YBR233W	-0.009754185230700152
YBR235W	-0.007310876347963791
YBR238C	0.024042987750077405
YBR239C	-0.009225426472540987
YBR240C	-0.009229567858100474
YBR241C	0.0040896948234303565
YBR242W	0.01895298508141252
YBR244W	-0.0036622583108463225
YBR245C	-0.03793620306719836
YBR246W	-0.013608761904528088
YBR248C	0.003916636651045247
YBR249C	0.04239480519188987
YBR250W	-0.003162791073169302
YBR251W	-0.017123768057607958
YBR255W	0.005239797613454833
YBR258C	-0.007212972722349997
YBR259W	-0.0006585306413551262
YBR260C	0.009973630336139072
YBR261C	0.008361163574531982
YBR262C	0.00275838643704307
YBR263W	-0.012269239762660922
YBR264C	-0.005273106532134975
YBR266C	0.23389264918801933
YBR267W	0.15644614306848803
YBR268W	
YBR269C	0.021187704239981286
YBR270C	0.01671870777386797
YBR271W	0.026901076813442337
YBR272C	0.010386417018489968
YBR273C	0.040092013874840626
YBR274W	0.02492300955582749
YBR275C	0.008971821829197646
YBR276C	0.011669315941800651
YBR277C	0.024874857003640116
YBR278W	0.04160398973154189
YBR279W	
YBR280C	0.004849122836160902
YBR281C	0.02941140538731246
YBR282W	
YBR283C	-0.3656040771715867
YBR284W	0.04079235740182563
YBR285W	-0.009677846932050205
YBR286W	0.030885792150266766
YBR287W	0.0008328766503089557
YBR288C	0.009668070183026511
YBR289W	-0.6221209339131811
YBR290W	0.024874857003637896
YBR291C	0.02058468542146996
YBR292C	0.03019736026167852
YBR293W	0.01854578991706779
YBR294W	-0.009911121408381796
YBR295W	0.022619835428295154
YBR296C	0.019022104360867598
YBR297W	0.02292881674991687
YBR298C	0.03732135299074013
YBR299W	-0.012523125015111103
YBR300C	0.019071921949426418
YBR301W	-0.007277432752840207
YCL001W	-0.003610652624175703
YCL001W-A	0.015237324318542855
YCL002C	-0.002830721282472526
YCL005W	-0.017123731384059537
YCL007C	-0.9772683009206217
YCL008C	0.010881512296351259
YCL009C	0.012343664317474135
YCL010C	-0.014624393997670126
YCL011C	0.01609628461302659
YCL014W	-0.002368700530551049
YCL016C	0.30865728202965537
YCL022C	0.0023549179614730242
YCL023C	-0.00969153169692527
YCL024W	0.00792204118616091
YCL025C	-0.033736497588133796
YCL026C-A	0.006878513708812761
YCL027W	-0.004949746602467164
YCL028W	0.002578151702953946
YCL029C	0.02047283193187388
YCL030C	-0.014119214650742395
YCL032W	-0.009871568697717437
YCL033C	-0.009725013725864318
YCL034W	0.00648794787576934
YCL035C	-0.004895837541477044
YCL036W	-0.002443804077245315
YCL037C	0.006113015578987024
YCL038C	-0.010620666318912342
YCL039W	0.0011129733001475905
YCL040W	-0.004360388060685283
YCL042W	-0.010967666999286196
YCL044C	-0.006842015411404168
YCL045C	0.003404466493966085
YCL046W	
YCL047C	0.005152221304045135
YCL048W	0.002041834053513325
YCL049C	-0.009575361426826134
YCL050C	-0.03760252072881276
YCL051W	-0.007865645083854567
YCL055W	-0.011734978501343751
YCL056C	0.012641512614168793
YCL057W	0.009232383705768399
YCL058C	-0.03726658758750667
YCL061C	-0.0015245213851665107
YCL063W	0.007305550349701928
YCL064C	0.009500402267790475
YCL069W	0.013310924220776066
YCL076W	0.017248440461420156
YCR001W	-0.010525241456287415
YCR002C	0.04528755191177947
YCR003W	-0.9342067871074383
YCR004C	0.016403331872825833
YCR005C	0.007945237537735128
YCR006C	-0.0026725690288538217
YCR007C	-0.0007959748865800087
YCR008W	0.01946645568656269
YCR009C	0.10585041647316418
YCR010C	0.0024720425215214448
YCR011C	-0.003318947040803044
YCR014C	0.0019265607637999338
YCR015C	-0.015276546222106058
YCR016W	-0.0014741121788526268
YCR017C	0.00027006723614264594
YCR019W	0.007860440430973448
YCR020C	0.004094572506677219
YCR020C-A	0.03127486372617572
YCR020W-B	0.1797063150018261
YCR021C	0.003918758344745532
YCR022C	0.010573599526379152
YCR023C	0.015483821939771047
YCR024C	
YCR024C-A	0.021975820813479263
YCR025C	0.010550905446836456
YCR026C	0.013784019660844749
YCR027C	0.01755939989874067
YCR028C	-0.0673124124475113
YCR028C-A	
YCR030C	0.0021282029256277646
YCR031C	0.0378996568075487
YCR032W	-0.003714000951718144
YCR033W	0.020312771600459856
YCR034W	-0.0126637138718797
YCR036W	0.007835954777892118
YCR037C	-0.022620856022154134
YCR043C	0.02299367211600245
YCR044C	-0.07912937159708822
YCR045C	0.04596918290900387
YCR046C	
YCR047C	
YCR048W	0.00013589825547288825
YCR049C	0.013283225927125164
YCR050C	0.013744886634910358
YCR051W	0.02247083039788489
YCR053W	-0.007365774539428327
YCR059C	0.02314708572760682
YCR060W	-0.009256478242509303
YCR061W	0.016169726860213007
YCR063W	0.1254814663469559
YCR065W	0.0023727444900223382
YCR066W	0.007082488969616385
YCR067C	0.0007796153069221656
YCR068W	0.004073097343683774
YCR069W	0.004932815127707935
YCR071C	
YCR073C	0.019219474116366708
YCR073W-A	0.01047661540180922
YCR075C	0.007651445649947242
YCR076C	0.015825290503575173
YCR077C	-0.08214661853147498
YCR079W	-0.0011964088094794656
YCR081W	-0.1971027265888159
YCR082W	0.011216313607955497
YCR083W	-0.0018917763114740804
YCR084C	0.0014949435883209183
YCR085W	0.009155033202462137
YCR086W	0.009963639475125463
YCR087C-A	0.0063549674646383725
YCR087W	0.00780689252528699
YCR088W	-0.004612555370562266
YCR089W	-0.012640833493095194
YCR090C	-0.004911577786563814
YCR091W	0.0009893749499547688
YCR092C	-0.0036636300019252666
YCR094W	-0.01455687755824786
YCR095C	-0.0059934087812612
YCR098C	-0.004990903624898402
YCR099C	-0.0064940167591551745
YCR100C	-0.005902103065993813
YCR101C	-0.006421705144088574
YCR102C	-0.004260145652072556
YCR102W-A	0.018428807462610663
YCR105W	-0.0029786715258126595
YCR106W	-0.005644812602936922
YCR107W	
YDL001W	0.009286240553209701
YDL002C	0.03676884397011948
YDL005C	-0.4356583151894061
YDL006W	0.05008212922763855
YDL009C	0.011404539331909769
YDL010W	0.007919652396379373
YDL011C	0.0011324560244934112
YDL012C	-0.0010249596333655742
YDL013W	-0.21012811296424094
YDL018C	0.013543750384662934
YDL019C	-0.013808557350675432
YDL020C	0.06637762392426172
YDL021W	-0.004468378286364261
YDL022W	0.00036163549043566334
YDL023C	-0.039819484283366346
YDL024C	0.00043560582196611186
YDL025C	-0.007228943202817417
YDL026W	0.024580346079764226
YDL027C	0.006181398230880708
YDL032W	
YDL033C	0.027321377152247805
YDL034W	0.015131733369059708
YDL035C	0.04670608678811616
YDL036C	-0.004325660984338953
YDL037C	-0.000511323018010712
YDL039C	-0.0035208327777069837
YDL040C	-0.008890775399865825
YDL041W	0.13290002227811581
YDL042C	0.0033926633886385282
YDL044C	
YDL045W-A	
YDL046W	-0.0171073402857449
YDL047W	-0.2590003389117047
YDL048C	0.008444599191972157
YDL049C	0.01688706202420409
YDL050C	0.006765465171179708
YDL051W	-0.014540076157392168
YDL052C	0.08230518967857092
YDL053C	-0.006122602235467456
YDL054C	0.05090917945038953
YDL056W	
YDL057W	-0.017095149031635004
YDL059C	0.00933391570936326
YDL061C	-0.5848485785383188
YDL062W	0.017513623761462593
YDL063C	-0.04388253941637821
YDL065C	-0.012337635897503363
YDL066W	-0.01842125482944401
YDL067C	
YDL068W	
YDL069C	
YDL070W	-0.010445158059668946
YDL071C	-0.010701253817563261
YDL072C	-0.0040367738051488855
YDL073W	0.01436226473737956
YDL074C	-0.6273081891846948
YDL075W	
YDL076C	-0.010115613415652147
YDL077C	0.0032878452495923582
YDL078C	-0.011443598623155804
YDL079C	-0.01794354213255067
YDL080C	-0.022048922694504536
YDL081C	0.07231703011338109
YDL082W	0.07710050800695978
YDL083C	0.007751154737785093
YDL085W	-0.0007404219267510559
YDL086W	-0.0005659341946839813
YDL088C	0.002540134906255931
YDL089W	-0.009306360885951381
YDL090C	-0.3532027017504884
YDL091C	-0.014646927435689072
YDL093W	-0.016631027170407542
YDL094C	-0.021957249617919117
YDL095W	-0.012971099040507417
YDL096C	
YDL099W	-0.002110219251296286
YDL100C	
YDL101C	
YDL104C	-0.013889645570058562
YDL106C	-0.6228812396632479
YDL107W	
YDL109C	-0.0034029692094459385
YDL110C	-0.007637642882697193
YDL112W	-0.0020693799561881665
YDL113C	
YDL114W	0.0072509310406507765
YDL115C	0.10706640295972902
YDL116W	
YDL117W	0.18624973741550832
YDL118W	-0.05609384368253445
YDL119C	-0.032657945805216415
YDL121C	-0.007978158185494189
YDL122W	0.0006027058167639154
YDL123W	-0.0080884097227365
YDL124W	0.003916827996414796
YDL125C	
YDL127W	0.025397895532855763
YDL128W	-0.002661158788211715
YDL129W	0.02605251208179915
YDL130W	0.012659210325159265
YDL130W-A	-0.003735270795068857
YDL131W	0.0024424561489542196
YDL133C-A	0.012171380710952029
YDL133W	
YDL134C	
YDL135C	0.0018648604994728757
YDL136W	0.025587865390288567
YDL137W	0.03480204233427919
YDL138W	0.016057242366867674
YDL142C	0.006795832920921674
YDL144C	-0.006572870454832569
YDL146W	0.024121411465761966
YDL149W	0.03158397691149206
YDL151C	-0.38146487835881215
YDL154W	0.015069316923024934
YDL155W	-0.002714319063953363
YDL156W	-0.022429790700373875
YDL157C	-0.01866310079114375
YDL160C	
YDL161W	0.020121618408196706
YDL162C	0.03762240588591559
YDL167C	0.018113686951604535
YDL168W	-0.009283779799273528
YDL169C	-0.011991767610286752
YDL170W	-0.0024760169716272484
YDL171C	-0.00858860063379785
YDL172C	
YDL173W	0.017211543852057698
YDL174C	0.00861633514037985
YDL175C	0.02083793705187542
YDL176W	0.00872002804309946
YDL177C	0.00801977739124271
YDL178W	0.014756940590972878
YDL179W	-0.007209862591102567
YDL180W	0.002858746199497997
YDL182W	-0.03293337610895075
YDL183C	
YDL184C	
YDL185W	-0.9741526604919247
YDL186W	0.0253365279344151
YDL187C	0.001199325547039276
YDL188C	-0.0021344167212264953
YDL189W	0.014724496372669815
YDL190C	0.014542553460085816
YDL191W	-0.7137927669828643
YDL192W	0.03824467637557172
YDL194W	-0.005251927485258823
YDL197C	-0.00015378742365568243
YDL198C	
YDL199C	-0.0030010922353236325
YDL200C	-0.0155681728250614
YDL201W	-0.012269097942411156
YDL202W	
YDL203C	0.00030523183470076987
YDL204W	-9.974204869311887e-05
YDL206W	0.009939697310196838
YDL210W	-0.0068945986693458305
YDL211C	0.0032466230705465726
YDL213C	-0.011997513320231135
YDL214C	-0.0015423988924466725
YDL215C	-0.0015226684508546917
YDL216C	0.0004850267399332253
YDL218W	0.0031149994970736117
YDL219W	0.0025579108460176414
YDL222C	-0.008021034627401669
YDL223C	-0.022088551327262396
YDL224C	0.00266419974748211
YDL225W	0.010965221531912261
YDL226C	-0.026499062081660307
YDL227C	-0.0069564494233235186
YDL229W	-0.005014921498218028
YDL230W	-0.019861269965532946
YDL231C	0.0018163618545796734
YDL232W	0.00933493609903957
YDL233W	0.0013087579696484664
YDL234C	-0.0012765076108357531
YDL236W	-0.026857059510118075
YDL237W	-0.007497763693431692
YDL238C	-0.003414592717390419
YDL239C	-0.007125767221039303
YDL240W	0.000123001925878663
YDL241W	-0.003510488604454798
YDL242W	0.011375514392746755
YDL243C	-0.0034946970683180645
YDR001C	0.0031809933832680493
YDR003W	-0.010652465717383208
YDR004W	0.005226020873249082
YDR005C	0.005973976140641657
YDR006C	0.00910592110912889
YDR007W	0.3414278593922011
YDR008C	0.13561928399491152
YDR009W	0.01520832397224181
YDR010C	0.0012407647038910063
YDR011W	-0.016636689045902764
YDR014W	0.017781529232446358
YDR015C	0.0018631013149330578
YDR017C	
YDR018C	0.004984968313714866
YDR019C	0.0033946241395181875
YDR020C	0.017956164566024224
YDR022C	-0.01808518786353397
YDR024W	-0.16039243328177855
YDR025W	-0.24902448073101446
YDR026C	-0.014332112051064438
YDR027C	-0.16242536481258085
YDR028C	-0.04222267457503137
YDR029W	-0.006097964865670491
YDR030C	-0.005423549665193761
YDR031W	0.002088948784358724
YDR032C	0.006764722198615791
YDR033W	0.0144084506104174
YDR034C	-0.034113609579220494
YDR035W	-0.0016133143093580715
YDR036C	-0.012013158263278312
YDR042C	0.005906882496189425
YDR043C	-0.020870311765260663
YDR046C	-0.00600353673321341
YDR048C	0.018410063982027935
YDR049W	-0.04678386024835235
YDR051C	-0.014643635475243055
YDR055W	-0.022035970085493295
YDR056C	-0.012995620841350197
YDR057W	-0.02632504553055881
YDR058C	0.005645649932842112
YDR059C	0.022223545692849234
YDR061W	-0.01634014700262787
YDR063W	-0.01974707894526717
YDR065W	
YDR066C	-0.007336300702718956
YDR067C	-0.06424413747341862
YDR068W	-0.005502500898019069
YDR069C	
YDR070C	-0.00903609769234448
YDR071C	-0.01719273656616327
YDR072C	-0.00249871005409541
YDR073W	0.009962982156174194
YDR074W	0.021950648368416648
YDR075W	-0.022207026040771072
YDR076W	0.010179223909911217
YDR077W	-0.021510077592355792
YDR078C	-0.03072947138378268
YDR079W	
YDR080W	0.004865219037367918
YDR083W	0.09926983809709444
YDR084C	0.015024385670680651
YDR085C	0.012286287836190457
YDR089W	-0.003914063881354624
YDR090C	-0.0073191287865606025
YDR092W	-0.017965599740172422
YDR093W	0.03737052405208097
YDR094W	0.016112820102001546
YDR095C	0.02231239878013569
YDR096W	0.0004481946461807329
YDR097C	0.007925904588365729
YDR098C	-0.02177804413615303
YDR099W	-0.005619061930482339
YDR100W	-0.04786169953317487
YDR101C	0.015080113511417359
YDR102C	-0.014708877352724414
YDR104C	-0.017880785570034363
YDR105C	0.0005294845145751292
YDR107C	-0.11109324690313815
YDR108W	-0.0012658328408770014
YDR109C	0.01757630234948926
YDR110W	0.002380877372482715
YDR111C	-0.013170497662284064
YDR112W	-0.010574115404148876
YDR114C	
YDR115W	
YDR116C	-0.04239004300258442
YDR117C	0.007474866868933505
YDR119W	0.054316023145749126
YDR120C	0.002054544365451161
YDR121W	0.031473069027823986
YDR122W	0.03334302077813556
YDR123C	-0.028548475432445874
YDR124W	-0.00905262237738469
YDR125C	-0.006623422079642061
YDR126W	-0.7086209994066198
YDR127W	0.7459851204131689
YDR128W	0.004532714015654804
YDR129C	
YDR130C	0.007995493718016
YDR131C	0.016195142058469614
YDR132C	0.021727045778981324
YDR133C	0.01069099034472476
YDR135C	-0.00800769249934552
YDR136C	-0.1668175867306343
YDR137W	0.030860326892309997
YDR138W	
YDR139C	-0.007884607101419916
YDR140W	-0.5448980877237248
YDR142C	0.022371078786295406
YDR143C	0.0008367800086508392
YDR144C	0.01697489039523692
YDR146C	0.028533804947377117
YDR147W	-0.0020923770544004627
YDR148C	-0.025782138017304668
YDR149C	0.007759321493688409
YDR150W	0.012650725358060555
YDR151C	0.005859808258651622
YDR152W	-0.01068061405556553
YDR153C	-0.0019966812800088496
YDR154C	-0.002966431533162228
YDR155C	-0.010876913543341082
YDR156W	0.033237077741929744
YDR157W	-0.0015787716927393447
YDR158W	-0.0046344758092620175
YDR159W	0.13450552774130942
YDR161W	-0.754885914792264
YDR162C	-0.012769233428107096
YDR163W	-0.0025517607974572254
YDR165W	-0.01465729304874297
YDR169C	-0.0041285531673151965
YDR171W	-0.02048471939170926
YDR173C	-0.46051817129723904
YDR174W	-0.5553905337123848
YDR175C	
YDR176W	0.09967779637067276
YDR178W	-0.006866264655556842
YDR179C	0.004472904027851499
YDR179W-A	0.005844918866660942
YDR181C	-0.0035202348835394748
YDR183W	-0.020515518720596093
YDR184C	-0.017710961788471202
YDR185C	-0.006877426761560779
YDR186C	0.02552051070145378
YDR191W	
YDR192C	-0.0015439918898004779
YDR193W	0.007226016324378692
YDR194C	
YDR195W	-0.031277631864120026
YDR197W	
YDR198C	-0.0006101071881677855
YDR199W	-0.023019694590930673
YDR200C	0.011877355743251439
YDR202C	0.015837905979904532
YDR203W	0.017234415092423294
YDR204W	
YDR205W	-0.0007779663075373477
YDR206W	0.001166220516004346
YDR207C	-0.03490623994434783
YDR209C	-0.0366034505511289
YDR210W	-0.012586745271276012
YDR213W	0.009185368989903075
YDR214W	0.0011960463311606606
YDR215C	0.01629968021340522
YDR216W	-0.003501763672288938
YDR217C	0.009241047089749488
YDR218C	-0.019929282309605556
YDR219C	-0.005819300023965468
YDR220C	-0.002084672232164908
YDR221W	0.00047455168916199497
YDR222W	-0.012562921445546937
YDR223W	-0.028283913122442605
YDR225W	0.04424352558517919
YDR226W	0.15986090719743973
YDR229W	-0.01985719781144435
YDR230W	
YDR231C	
YDR233C	0.010550915778421155
YDR234W	0.004407239463571244
YDR237W	
YDR239C	0.0011619288928785831
YDR241W	0.4681707702143785
YDR242W	
YDR244W	0.0025218913567770507
YDR245W	-0.8981693225757238
YDR247W	-0.0009018621464773613
YDR248C	-0.031026319058317986
YDR249C	-0.013648214274548542
YDR250C	-0.023665671476876926
YDR251W	-0.010841872061053248
YDR252W	-0.016765895572462552
YDR253C	-0.030556426569528283
YDR254W	0.03650460174308123
YDR255C	0.007242177013574436
YDR256C	0.005037086969460258
YDR257C	0.026319533672922724
YDR258C	-0.003070239926569407
YDR259C	-0.017496345943933234
YDR260C	-0.014497579565430074
YDR261C	-0.014338480965075506
YDR262W	0.00519448022987401
YDR263C	-0.013417056442368125
YDR264C	-0.7286026591062078
YDR265W	-0.015951748311200054
YDR266C	-0.03810869982041809
YDR268W	
YDR269C	-0.018575371027286458
YDR270W	-0.00493220015776219
YDR271C	-0.008135608116420778
YDR272W	-0.008086674360634705
YDR273W	-0.019488602190441018
YDR274C	-0.028629629990499117
YDR275W	-0.00968320345325191
YDR276C	0.01661442222791676
YDR277C	-0.01483807444490326
YDR278C	0.015258205392961965
YDR279W	-0.013255477888934664
YDR281C	-0.021939078776896048
YDR282C	0.003835027477272712
YDR283C	0.055779760358305897
YDR284C	0.0005431944105187547
