orf	hom | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyridine [9 uM] | Yu L~Bellaoui M, 2008	hom | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyrimidine [9 uM] | Yu L~Bellaoui M, 2008	het | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyridine [9 uM] | Yu L~Bellaoui M, 2008	het | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyrimidine [9 uM] | Yu L~Bellaoui M, 2008	hap a | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyridine [9 uM] | Yu L~Bellaoui M, 2008	hap a | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyrimidine [9 uM] | Yu L~Bellaoui M, 2008
YOR222W	-0.380766	-0.423198			-0.0	-0.0
YOR223W	0.538248	0.616931			-0.0	-0.682673343586476
YOR225W	0.946168	0.850931				
YOR226C	-1.03197	-0.239808			-0.0	-0.0
YOR227W	1.75429	-2.25099			-0.0	-0.0
YOR228C	1.02317	0.596645			-0.0	-0.0
YOR229W	0.684127	1.2194				
YOR230W	0.14377	0.830032			-0.0	-0.0
YOR231W	-0.217615	-0.368049			-0.0	-1.817542198743155
YOR233W	0.140381	-0.459086			-0.0	-0.0
YOR234C	1.45931	0.86586			-0.0	-0.0
YOR235W	3.96514	2.88572				
YOR237W	0.336025	1.48856			-0.0	-0.0
YOR238W	1.38535	0.464474				
YOR239W	0.2620895	0.330564			-0.0	-0.0
YOR241W					-0.0	-0.0
YOR242C	1.3777	0.992948			-0.9695270939879914	-0.0
YOR243C	1.22849	3.06598			-0.0	-0.0
YOR245C	0.740733	-0.481378				
YOR246C	-8.15938	-1.41793			-0.96999727407588	-0.0
YOR247W	0.345059	0.082778			-0.0	-0.0
YOR248W	0.388177	-0.127968				
YOR251C	1.14383	0.992077			-0.0	-0.0
YOR252W	1.12638	0.952137				
YOR253W	-0.785311	-0.908663			-0.0	-0.0
YOR255W	0.87608	1.08204			-0.624308995270618	-0.0
YOR258W	-0.207005	-2.40175			-0.0	-0.0
YOR263C	0.972349	0.626813				
YOR264W	0.0699885	-0.763537			-0.0	-0.0
YOR265W	0.558484	-2.31071			-0.0	-0.0
YOR266W	-0.509335	-1.52524			-0.0	-0.0
YOR267C	0.406431	0.124345			-0.0	-0.0
YOR268C	-0.0106259	-0.0139678			-0.0	-0.0
YOR269W	0.669004	0.296959			-0.0	-0.0
YOR270C					-0.0	-0.0
YOR271C	0.106358	0.126422				
YOR273C	0.492974	0.897305				
YOR274W	-0.489421	1.1636				
YOR275C	-1.42557	-1.51352				
YOR276W	-1.9552	-3.40551			-0.0	-0.0
YOR277C	1.24014	-0.995405				
YOR279C	0.26875	-0.204044			-0.0	-0.0
YOR280C	0.228827	-0.03458			-0.0	-0.0
YOR283W	-0.138536	-0.0615476				
YOR284W	-0.403049	-0.0919311			-0.0	-0.0
YOR285W	0.630141	-0.0145379			-0.0	-0.0
YOR286W	0.316709	0.00749547			-0.0	-0.0
YOR288C	0.0274855	-0.624735				
YOR289W	-1.0014	-1.19685			-0.0	-0.0
YOR290C	-2.34135	-2.27644			-0.0	-0.0
YOR291W	-0.628735	-0.685552			-0.0	-0.0
YOR292C	1.34444	-0.391975			-0.0	-0.0
YOR293W						
YOR295W	1.79562	1.18933			-0.0	-0.0
YOR296W	0.47837	-1.12146			-0.0	-0.0
YOR297C	-0.0522986	0.249651			-0.0	-0.0
YOR298C-A	-0.3771055	-0.148289			-0.0	-0.0
YOR298W	-0.00137008	-0.577858			-0.0	-0.0
YOR299W	-0.406747	-1.36653			-0.0	-0.0
YOR300W	0.232258	-0.0323265				
YOR301W	0.362117	0.317549			-0.0	-0.0
YOR302W	0.124067	-0.143053				
YOR303W	-0.76609	-0.0541208			-0.0	-0.0
YOR304C-A	-1.00377	-0.913451			-0.6299994271237119	-0.0
YOR304W	1.32631	0.661712			-0.0	-0.0
YOR305W	-5.43054	0.150994			-1.62148257159105	-0.0
YOR306C	-0.949537	-0.444242			-0.0	-0.0
YOR307C	0.305724	-0.311824				
YOR308C	0.669506	0.909155			-0.0	-0.0
YOR309C	2.09907	1.65789				
YOR311C	-1.36972	-0.986922			-0.7235893710331756	-0.0
YOR312C	1.44517	1.19324			-0.0	-0.0
YOR313C	1.07962	0.569083			-0.0	-0.0
YOR314W	0.512451	0.217121				
YOR315W					-0.0	-0.0
YOR316C	0.422093	0.179622			-0.0	-0.0
YOR317W	-3.44438	-0.171475			-0.0	-0.0
YOR318C	0.0136876	-0.0154203				
YOR320C	0.742366	0.355927			-0.0	-0.0
YOR321W	0.973248	0.413042			-0.0	-0.0
YOR322C	1.10603	0.304765			-0.0	-0.0
YOR323C	-2.54286	2.14771			-0.544658925627603	-0.0
YOR324C	-1.01348	-0.491884			-0.0	-0.0
YOR325W	0.978416	2.39355				
YOR327C	0.467512	-1.63083			-0.0	-0.0
YOR328W	0.971663	0.979269			-0.0	-0.0
YOR330C	-15.0968	1.02884			-0.7556556102731885	-0.0
YOR331C						
YOR332W					-0.0	-0.0
YOR333C	-1.06007	0.776218				
YOR334W	-0.183555	0.988372			-0.0	-0.0
YOR337W	1.13737	0.500332			-0.0	-0.0
YOR338W	0.205746	0.225594			-0.0	-0.0
YOR339C	0.771295	0.973273			-0.0	-0.0
YOR342C	1.17045	0.383677			-0.0	-0.0
YOR343C	0.635009	0.292978				
YOR344C	-0.480337	-0.9152			-0.0	-0.0
YOR345C	-0.0735672	-2.44097				
YOR346W	0.64787	-6.40846			-0.0	-2.98177185179975
YOR347C	0.194223	0.248064			-0.0	-0.0
YOR348C	-0.918672	-0.883479			-0.0	-0.0
YOR349W	-0.506383	-1.02774			-0.0	-0.0
YOR350C	-1.55545	0.122901			-0.6627345706814575	-0.0
YOR351C	-0.659116	-1.23245				
YOR352W	1.3246	0.727356			-0.0	-0.0
YOR354C	0.0622833	-0.0739513			-0.0	-0.0
YOR355W	0.736314	-0.047943			-0.0	-0.0
YOR356W	-0.838907	-0.62291				
YOR357C	1.15072	0.180438			-0.0	-0.0
YOR358W	-2.33349	-1.4565			-0.0	-0.0
YOR359W	-0.263867	1.6359			-0.0	-0.0
YOR360C	-1.61841	-2.49772			-0.0	-0.0
YOR363C	0.526242	0.348533				
YOR364W	-0.7516	-1.3155785				
YOR365C	0.767685	0.740068			-0.0	-0.0
YOR366W	1.69614	1.54717				
YOR367W	1.41598	1.36442				
YOR368W	1.05569	0.101776			-0.0	-0.744444893843571
YOR369C	0.261763	-0.217893			-0.0	-0.0
YOR371C	0.538808	-0.359886			-0.6690978689187855	-0.0
YOR374W	1.45722	0.125618			-0.0	-0.0
YOR375C	0.158507	-0.061267			-0.5298838790268394	-0.0
YOR376W	-0.118039	0.395278				
YOR377W	1.49007	0.0649408			-0.0	-0.0
YOR378W	0.0993394	-0.888754			-0.0	-0.0
YOR379C	0.00907656	0.939621				
YOR380W	0.538633	-0.113976			-0.0	-0.0
YOR381W	0.672709	0.659366			-0.0	-0.0
YOR382W	0.31467	-0.0785808			-0.0	-0.0
YOR383C					-0.0	-0.0
YOR384W	0.519678	0.169388			-0.0	-0.0
YOR385W	0.594801	0.0357315			-0.0	-0.0
YOR386W	0.283059	0.125804			-0.0	-0.0
YPL001W	0.819106	0.304577				
YPL002C	0.657298	1.46746			-0.0	-0.0
YPL003W	-0.737242	-0.855685			-0.0	-0.0
YPL004C	0.196334	0.341052				
YPL005W					-0.8978697725913055	-0.0
YPL006W	0.233629	0.390202			-0.0	-0.0
YPL008W	0.20104	-1.34256				
YPL009C	0.938	0.2392			-0.0	-0.0
YPL013C	-7.44852	1.15387			-2.028838460476345	-0.0
YPL014W	0.927899	0.530435			-0.0	-0.0
YPL015C	0.770569	1.10777				
YPL017C	0.82608	-0.174975			-0.0	-0.0
YPL018W	0.567391	-0.113315			-0.0	-0.0
YPL019C	0.85581	1.21959				
YPL021W	-0.0964803	-0.113043			-0.0	-0.0
YPL022W	1.02408	-13.2486			-0.0	-1.585784276442585
YPL023C	0.963502	-0.945837			-0.0	-0.0
YPL024W					-0.0	-0.0
YPL025C	0.118124	-0.562054				
YPL026C	0.3997	0.509099			-0.0	-0.0
YPL027W	0.76514	1.55244			-0.0	-0.0
YPL029W					-1.2095894186022615	-0.0
YPL030W	1.41927	1.55327				
YPL031C						
YPL032C	0.295045	0.239627			-0.0	-0.0
YPL033C	1.64039	0.836754			-0.0	-0.0
YPL034W	0.439031	-0.180777			-0.0	-0.0
YPL035C	0.686591	0.964136				
YPL036W	-0.534262	-0.837604			-0.0	-0.0
YPL037C	1.20347	1.1843			-0.0	-0.0
YPL038W	0.397911	-0.64525			-0.0	-0.0
YPL039W	0.275833	-0.141667			-0.0	-0.0
YPL040C	-6.02955	0.60693			-0.627717383808809	-0.0
YPL041C					-0.0	-0.0
YPL042C	0.461066	3.16393			-0.0	-0.0
YPL045W					-0.0	-0.0
YPL046C	-0.102386	-2.21314			-0.0	-0.560742804531595
YPL047W	0.223899	-3.00931			-0.0	-0.0
YPL048W	-0.55922	-0.696986			-0.0	-0.0
YPL049C	-0.921474	0.143655			-0.0	-0.0
YPL050C					-0.0	-0.0
YPL051W	0.0327641	0.158186				
YPL052W	0.192371	-0.804007				
YPL053C	0.504222	-0.249353			-0.0	-0.0
YPL054W	-0.351733	-1.21233				
YPL055C	-0.510108	-0.830573			-0.867438722257624	-0.0
YPL056C	-0.338708	-1.01429			-0.0	-0.0
YPL057C	0.58738	0.629011			-0.0	-0.0
YPL058C	1.38021	-1.03569				
YPL059W					-0.0	-0.0
YPL060W	0.368634	0.984568				
YPL061W	-1.35916	0.0273645			-0.7513332135978206	-0.0
YPL062W	-0.792691	0.101595				
YPL064C	1.69767	1.78179			-0.0	-0.0
YPL065W	-1.13128	-0.561166				
YPL066W	-1.6975	-3.14474			-0.0	-0.0
YPL067C	-0.341663	-1.0178				
YPL068C	0.630431	0.0564972			-0.0	-0.0
YPL069C					-0.0	-0.0
YPL070W	0.446344	1.73884			-0.0	-0.0
YPL071C	-0.712946	-0.532407				
YPL072W	-0.670945	0.185938			-0.0	-0.0
YPL073C	0.592275	0.944206				
YPL074W	-0.250114	-0.0363415			-0.0	-0.0
YPL077C	1.18163	0.864195			-0.0	-0.0
YPL078C	-5.57859	1.45766			-1.607489842511285	-0.0
YPL079W	-0.458548	-0.449425			-0.0	-0.0
YPL080C						
YPL081W	-0.348091	-1.22468				
YPL084W	0.187663	-1.08398			-0.0	-0.0
YPL086C					-0.0	-0.0
YPL087W	-0.171645	-0.731636			-0.0	-0.0
YPL088W	0.213513	0.333186			-0.0	-0.0
YPL089C	0.297713	0.192773			-0.0	-0.0
YPL090C					-0.0	-0.0
YPL091W	-1.15979	-0.783505			-0.0	-0.0
YPL092W	-1.23034	-0.754879			-0.0	-0.0
YPL095C	0.364033	0.143369			-0.0	-0.0
YPL096W	-0.44854	-0.0189458				
YPL097W	-4.12419	0.638188			-1.6229055066871099	-0.0
YPL098C	-0.433806	-0.0664894			-1.3817470846198334	-0.0
YPL099C	-1.31824	-1.02133			-0.0	-0.0
YPL100W	-0.63097	-0.700184			-0.0	-0.0
YPL101W	-1.3304	0.384209			-0.0	-0.0
YPL102C	-1.17849	0.394527				
YPL103C	-0.974449	-0.169037			-0.0	-0.0
YPL104W	-4.83357	-0.122554			-1.09663435998314	-0.0
YPL105C	-0.0232261	-0.996247			-0.0	-0.0
YPL106C	0.466667	0.283388			-0.0	-0.0
YPL107W	-0.288235	0.321061				
YPL108W	-0.719764	-0.544593				
YPL109C	-0.227819	-0.269664			-0.0	-0.0
YPL110C	-0.120158	-1.08705			-0.0	-0.0
YPL111W	0.104337	-0.58801				
YPL112C	0.00547282	0.248963				
YPL113C	0.250892	0.483948				
YPL114W	-0.0462985	-0.27198				
YPL115C	-0.550789	-2.94688			-0.0	-0.0
YPL116W	-0.951581	0.0431954				
YPL118W	-3.03051	0.399969			-1.8282147862941551	-0.0
YPL119C	0.806554	0.631289			-0.0	-0.0
YPL120W	0.881905	0.359386				
YPL121C	-0.862089	-0.7591				
YPL123C	-0.172586	-0.0294118			-0.0	-0.0
YPL125W	3.94861	2.82686			-0.0	-0.0
YPL127C	0.253876	-0.0255976			-0.0	-0.0
YPL129W					-0.0	-0.0
YPL130W	0.365141	0.909984				
YPL132W	-6.98403	-0.834501			-0.91935887501314	-0.0
YPL133C	0.90006	1.06974			-0.0	-0.0
YPL134C	-0.0162385	-0.585912			-0.0	-0.0
YPL135W	-0.372984	0.112634			-0.0	-0.0
YPL136W	-0.0645163	-0.163072				
YPL137C	-0.145858	-0.0343716			-0.0	-0.0
YPL138C	0.349432	0.661593			-0.0	-0.0
YPL139C	-0.497392	-1.84685			-0.0	-0.0
YPL140C	-0.0586785	-0.287722			-0.0	-0.0
YPL141C	-0.266286	0.0172637			-0.0	-0.0
YPL144W	-0.498975	-0.472753			-1.0153403156184986	-0.0
YPL145C	0.281351	0.708169			-0.0	-0.0
YPL147W	0.126737	-0.169621			-0.0	-0.0
YPL148C	-6.69239	0.545922			-1.31196550392641	-0.0
YPL149W	-0.778975	-0.876683			-0.0	-0.0
YPL150W	-0.81222	-1.45509			-0.0	-0.0
YPL152W	0.147642	-0.11393			-0.0	-0.0
YPL154C	-1.59204	-1.28446			-0.0	-0.0
YPL155C	0.267255	0.114159			-0.0	-0.0
YPL156C	0.380753	1.41109			-0.0	-0.0
YPL157W					-0.0	-0.0
YPL158C	0.376839	-2.06462			-0.0	-0.0
YPL159C	-0.460079	0.0919239			-0.0	-0.0
YPL161C					-0.0	-0.0
YPL162C	-0.301828	0.226639			-0.0	-0.0
YPL163C	0.0834971	0.942534			-0.0	-0.0
YPL164C	-0.183984	0.181145			-0.0	-0.0
YPL165C	0.571149	1.0558			-0.0	-0.0
YPL166W	-0.631211	-0.248347				
YPL167C	0.520783	-7.31539			-0.524222303466786	-2.033032470276965
YPL168W	1.18407	0.747848				
YPL170W	-1.86867	-0.460975			-0.0	-0.0
YPL171C	-0.108564	0.168143				
YPL172C	-8.33055	-1.94652			-0.6704122326950595	-0.0
YPL173W	-4.71882	0.767823			-1.68568168902598	-0.0
YPL174C	-0.893054	-1.33805			-0.5330351710667075	-0.0
YPL176C	0.0593293	1.00516			-0.0	-0.0
YPL177C	-0.385155	-1.01789			-0.0	-0.0
YPL178W	-0.125144	0.916032			-0.0	-0.0
YPL179W	-0.360968	0.779453			-0.0	-0.0
YPL180W					-0.0	-0.0
YPL181W	0.302362	0.941501			-0.0	-0.0
YPL182C	-1.22902	0.560487				
YPL183C	-0.629008	0.644981			-0.0	-0.0
YPL183W-A	-1.5457045	0.13129350000000006			-0.0	-0.0
YPL184C	0.130665	-3.12624			-0.0	-0.0
YPL185W	-0.141942	0.229675				
YPL186C					-0.0	-0.0
YPL187W	0.724355	0.902664			-0.0	-0.0
YPL188W					-1.0152487635939205	-0.0
YPL189W	-0.186088	0.205538			-0.0	-0.0
YPL191C	2.38485	0.918182			-0.0	-0.0
YPL192C	-0.0195972	0.422096			-0.0	-0.0
YPL193W					-0.0	-0.0
YPL194W	0.00389789	-0.782166			-0.0	-0.823175247023744
YPL195W	0.598344	1.83989			-0.0	-0.0
YPL196W	-0.143742	-0.534398			-0.0	-0.0
YPL197C	0.670876	0.75296				
YPL198W	-0.328284	0.86226			-0.0	-0.0
YPL199C	-0.533938	-1.07282			-0.0	-0.0
YPL200W	0.894776	0.346129				
YPL201C	0.524057	-0.0985219				
YPL202C	1.51934	2.32262				
YPL203W	0.689685	-0.440863			-0.0	-0.0
YPL205C	0.30371	0.911052				
YPL206C	1.07772	0.368939			-0.0	-0.0
YPL207W	-1.43395	-1.60705			-0.0	-0.0
YPL208W	-0.699863	0.609354				
YPL212C	-0.155735	0.672958			-0.0	-0.0
YPL213W					-0.0	-0.0
YPL214C	0.231565	0.719972			-0.0	-0.0
YPL215W	-5.74333	2.22121			-0.64389470562482	-0.0
YPL216W	0.662472	0.521836			-0.0	-0.0
YPL219W	-0.392569	-1.40145			-0.0	-0.0
YPL220W	0.344697	-0.133069			-0.0	-0.0
YPL221W	0.508314	0.28266			-0.0	-0.0
YPL222W	0.146221	-0.923879			-0.0	-0.0
YPL223C	-0.0231952	-0.540738				
YPL224C	1.78378	0.487299			-0.0	-0.0
YPL225W	1.01959	1.57097			-0.0	-0.0
YPL226W	1.14657	0.587909			-0.0	-0.0
YPL227C	-0.108079	-0.198631				
YPL229W	0.947619	0.786607			-0.0	-0.0
YPL230W	-0.161522	-0.179412			-0.0	-0.0
YPL232W	0.80653	-0.905093			-0.0	-0.0
YPL234C					-0.0	-0.5271165005496725
YPL236C	0.635219	-0.859837				
YPL239W	2.12051	2.58824			-0.0	-0.0
YPL240C	1.01632	-1.34773			-0.0	-0.0
YPL241C	1.83259	0.50557			-0.0	-0.0
YPL244C	-0.0210319	-0.543378			-0.0	-0.0
YPL245W	-1.00296	-0.487488			-0.0	-0.0
YPL246C	0.517536	-0.0481114			-0.0	-0.0
YPL247C	-0.26904	-1.29539			-0.0	-0.0
YPL248C	-0.195943	-0.0141961			-0.0	-0.0
YPL249C	0.987381	0.0971969			-0.0	-0.0
YPL250C	0.0299194	0.666053				
YPL253C					-0.0	-0.0
YPL254W						
YPL256C	-0.421019	-1.1131			-0.0	-0.0
YPL257W	-0.151217	-1.1113			-0.0	-0.0
YPL258C	0.475831	0.39314			-0.0	-0.0
YPL259C					-0.0	-0.0
YPL260W	0.529919	0.5422			-0.0	-0.0
YPL261C	-0.601736	-0.589046				
YPL262W	-0.62066	0.204861			-0.0	-0.0
YPL263C	1.03736	0.929217			-0.0	-0.0
YPL264C	0.849556	1.14457			-0.0	-0.0
YPL265W	0.0438842	0.0144725			-0.0	-0.0
YPL267W	0.281957	-0.119909			-0.0	-0.0
YPL268W					-0.0	-0.0
YPL269W	1.03691	-0.988596			-0.0	-0.0
YPL270W	-1.95562	-0.370396			-0.0	-0.0
YPL271W					-0.0	-0.0
YPL272C	-0.560303	-0.707006			-0.0	-0.0
YPL273W	-1.89798	-2.49288			-0.0	-0.0
YPL274W	0.675893	0.196372			-0.0	-0.0
YPR001W	1.86661	-0.405656				
YPR002W	0.317848	0.535452			-0.0	-0.0
YPR003C	1.93252	0.0542872				
YPR004C	0.0934319	0.0494253			-0.0	-0.0
YPR005C	0.0471503	-0.531989			-0.0	-0.0
YPR006C	-0.912226	-0.97139				
YPR007C	0.571831	0.234529				
YPR008W	0.880375	0.518536			-0.0	-0.0
YPR009W	0.274772	-0.110061				
YPR011C	-0.207756	0.320406				
YPR012W	0.424375	0.0397957				
YPR013C	1.27051	-0.510422			-0.0	-0.0
YPR014C	0.00381937	-0.507003				
YPR015C	0.21637	-0.559993				
YPR017C	-0.0545785	0.0741916			-0.0	-0.0
YPR018W	-0.0205021	-1.6009			-0.0	-0.0
YPR020W	-0.445337	-0.207455			-0.957375347227094	-0.0
YPR021C	0.363682	0.831891				
YPR022C	1.41696	0.594434				
YPR023C	-0.415615	-3.40374			-0.0	-0.0
YPR024W	-2.03549	0.203337				
YPR026W	0.0556682	-1.61128			-0.5352222445047354	-0.0
YPR027C	1.1255	-0.00346951			-0.0	-0.0
YPR028W	-0.772851	-1.14692			-0.0	-0.0
YPR029C	-0.333599	-1.85218			-0.0	-0.0
YPR030W	-0.712736	-0.929724			-0.0	-0.0
YPR031W	-0.525173	-0.526281			-0.0	-0.0
YPR032W	-0.401942	0.43122				
YPR036W					-0.0	-0.0
YPR037C	-0.538399	-1.92474			-0.0	-0.0
YPR038W	0.390089	-0.658257				
YPR039W	0.4518	-0.657645				
YPR040W	-0.459187	-1.5009			-0.0	-0.634061711136314
YPR042C	-0.641059	-0.397308			-0.0	-0.0
YPR043W	-0.88698	-0.467109			-0.0	-0.0
YPR044C	-0.0786689	-0.00612011				
YPR045C	-0.0944414	0.252388				
YPR046W	0.565161	0.888679			-0.0	-0.0
YPR047W	-5.9311	0.0749052			-0.966507328413077	-0.0
YPR049C	0.535297	-0.0777739			-1.10196498647792	-0.0
YPR050C	0.641826	0.470902				
YPR051W	0.666352	-0.437294			-0.0	-0.0
YPR052C	-2.11928	-0.923717			-0.0	-0.0
YPR053C	-0.273869	-1.54328				
YPR054W						
YPR057W	0.401904	-0.320113			-0.0	-0.0
YPR058W	-0.0957242	-0.176927			-0.0	-0.0
YPR059C	0.674924	0.620324				
YPR060C	0.223626	0.540761			-0.0	-0.0
YPR061C	-1.77713	-5.72009				
YPR062W	0.77209	0.717528			-0.0	-0.0
YPR063C	-1.10319	-1.16479			-0.0	-0.0
YPR064W	-0.211909	-2.26472				
YPR065W	0.325513	-1.79587			-0.0	-0.0
YPR066W	-0.381131	0.279296			-0.0	-0.0
YPR067W	-3.02446	1.80352			-1.1520649966616134	-0.0
YPR068C	-1.09416	-0.822778			-0.0	-0.0
YPR069C	1.53423	1.77255			-0.0	-0.0
YPR070W					-0.0	-0.0
YPR071W	0.52551	-0.454496			-0.0	-0.0
YPR072W					-0.0	-0.0
YPR073C	1.07907	-0.512202			-0.0	-0.0
YPR074C	-1.49658	0.430935			-0.0	-0.0
YPR075C	0.886351	-1.49698				
YPR076W	0.318911	-0.655636				
YPR077C	-0.97895	-1.4639				
YPR078C	0.148211	0.395041			-0.5150850341837635	-0.0
YPR079W	0.933966	0.385266			-0.0	-0.0
YPR083W	0.129412	-0.22291			-0.0	-0.0
YPR084W					-0.0	-0.0
YPR087W	1.16467	3.95518				
YPR089W	1.257939	0.25623399999999996			-0.0	-0.0
YPR091C	-0.0175739	0.065855			-0.0	-0.0
YPR092W	1.32558	0.0434793				
YPR093C	-0.765388	-0.34472			-0.0	-0.0
YPR095C	0.785046	-0.61248			-0.0	-0.0
YPR096C	0.179974	0.00217042				
YPR097W	0.247387	-0.144162			-0.5190680361897435	-0.0
YPR098C	0.776496	-0.549493				
YPR099C						
YPR100W	-4.28845	2.28544			-1.668392050452435	-0.0
YPR101W					-0.0	-0.0
YPR106W	2.71781	2.83382			-0.739600728744346	-0.0
YPR109W	1.87539	0.823681			-0.546090187391731	-0.0
YPR111W	2.88166	1.66685				
YPR114W	1.20764	1.09801			-0.0	-0.0
YPR115W	2.38104	-0.241568			-0.0	-0.0
YPR116W					-0.8919217965521075	-0.0
YPR117W	1.0901	-0.548526			-0.0	-0.0
YPR118W	-0.237104	-0.509989			-0.0	-0.0
YPR119W	-0.304984	-1.68617			-0.0	-0.0
YPR120C	0.907563	-1.06597			-0.0	-0.0
YPR121W	-0.275563	-0.165911			-0.0	-0.0
YPR122W	-0.544619	-0.990853			-0.0	-0.0
YPR123C	-5.78603	0.317312				
YPR124W	-4.86845	-0.285824			-0.9508770803408191	-0.0
YPR125W					-0.0	-0.0
YPR126C	-0.524915	-0.914449				
YPR127W	2.14628	2.10444			-0.0	-0.0
YPR128C	0.699571	1.49969				
YPR129W						
YPR130C	0.7462	1.15615				
YPR131C					-0.0	-0.0
YPR132W					-0.0	-0.0
YPR133W-A	-2.57588	0.0828295			-0.0	-0.0
YPR134W	-3.7096	1.31916			-0.0	-0.0
YPR135W					-0.0	-0.987161460048321
YPR138C	-0.452411	0.135787			-0.0	-0.0
YPR139C					-0.0	-0.0
YPR140W	-1.29465	-1.12538			-0.0	-0.0
YPR145W	0.542899	0.483937			-0.0	-0.0
YPR146C	-2.30797	-2.67957				
YPR147C	1.15385	0.936849				
YPR148C	-0.208463	-0.382588			-0.0	-0.582234604671475
YPR149W	-0.505114	-0.388889			-0.0	-0.0
YPR150W	0.918058	0.650228				
YPR151C	0.512507	-1.29859				
YPR152C	0.978397	0.34069			-0.0	-0.0
YPR153W	1.26364	-0.0377593				
YPR154W	0.506503	1.86561			-0.0	-0.0
YPR155C	-0.196419	0.231814			-0.0	-0.0
YPR156C	-0.894901	-0.602758			-0.0	-0.0
YPR157W	0.939782	0.629953			-0.0	-0.0
YPR158W	0.520157	0.535234				
YPR159W					-0.0	-0.0
YPR160W	-0.287837	1.20675				
YPR163C						
YPR164W	-0.0370197	-1.34724			-0.0	-0.6053212560812965
YPR166C	-10.5129	0.0536544			-1.3543783364920499	-0.0
YPR167C	1.36708	1.13599			-0.0	-0.0
YPR170C	0.96743	0.595293				
YPR171W	-0.682967	-0.730764			-0.0	-0.0
YPR172W	0.443762	-0.504025			-0.0	-0.0
YPR173C	-1.40902	1.41466				
YPR174C	0.170034	0.290787				
YPR179C	0.724359	0.0914629			-0.0	-0.0
YPR184W	1.38446	1.54499			-0.0	-0.0
YPR185W	-0.310378	-0.0473062			-0.0	-0.0
YPR188C	1.17939	0.102515			-0.0	-0.0
YPR189W	0.650066	1.18208			-0.0	-0.0
YPR191W	-1.40327	0.967138			-1.123870058061285	-0.0
YPR192W	1.57266	0.670433			-0.0	-0.0
YPR193C	1.46933	0.152881			-0.0	-0.0
YPR194C	-0.588284	-0.0531016			-0.0	-0.0
YPR195C	-0.125139	-0.399441				
YPR196W	0.844514	0.118093			-0.0	-0.0
YPR197C	-0.881456	0.74668				
YPR198W	0.491953	0.624639			-0.0	-0.0
YPR199C	-0.587059	-0.155257			-0.0	-0.0
YPR200C	0.405758	0.91472			-0.0	-0.0
YPR201W	-1.06808	-1.22375			-0.0	-0.0
YAL001C			0.0685737	-2.84091		
YAL003W			-0.903757	-0.588691		
YAL025C			0.702551	1.04951		
YAL032C			-0.544838	0.4059		
YAL033W			1.26598	0.641987		
YAL034C-B						
YAL034W-A						
YAL038W			1.53272	1.00218		
YAL041W						
YAL043C			-1.28836	-0.4382		
YAR007C			-2.07053	-2.11123		
YAR008W			-0.484274	-0.161568		
YAR019C			1.31813	0.971136		
YBL004W			0.499742	-0.363267		
YBL014C			-0.853947	0.0341538		
YBL016W			2.02143	0.0265906	-0.0	-0.0
YBL018C			-0.64266	-0.0131331		
YBL020W			0.159659	0.782243		
YBL023C			-0.32019	-0.0322964		
YBL025W			1.65881	0.6067940000000001		
YBL026W			-1.56367	-2.30676		
YBL030C			-0.916629	-2.40206		
YBL034C			-2.62337	-1.43519		
YBL035C			-0.610529	0.454272		
YBL040C			-2.68777	-0.694005		
YBL041W			1.23922	-0.604967		
YBL050W			-2.58462	0.854615		
YBL073W			-1.0474	0.460918		
YBL074C			-0.75536	0.222357		
YBL076C			-0.114653	1.0801		
YBL077W			-1.05339	-0.0338339		
YBL084C			1.03324	0.0959799		
YBL092W			-1.25701	-1.02477		
YBL097W			-0.586127	-2.78439		
YBL105C			-8.83429	-5.19707		
YBR002C						
YBR004C						
YBR011C			-0.869421	0.818182		
YBR029C						
YBR038W			0.491162	0.673822		
YBR049C						
YBR055C			0.68173	1.78674		
YBR060C			-1.11441	-0.28173		
YBR070C			-0.617813	0.0789177		
YBR079C						
YBR080C			0.784256	0.88125		
YBR087W			2.14236	0.117738		
YBR088C			0.89431	0.262728		
YBR089W			-0.223619	0.111131		
YBR091C			-3.06853	-1.38954		
YBR102C			-8.53603	-0.988124		
YBR109C			-0.677165	3.62992		
YBR110W			-0.799417	0.677486		
YBR121C			0.273491	-0.162746		
YBR123C			-1.24019	0.320251		
YBR124W			0.906195	0.376079		
YBR135W			-2.0969	-0.894638		
YBR136W			0.40481	1.14525		
YBR140C						
YBR142W			1.13103	-0.154969		
YBR143C			-2.81083	-2.46456		
YBR152W			0.326547	-1.5		
YBR153W			-1.09759	0.00288262		
YBR154C						
YBR155W			0.296523	0.584966		
YBR160W			1.03267	0.667381		
YBR167C						
YBR190W			11.6821	5.00683		
YBR192W			-3.58232	-0.228325		
YBR193C			0.121823	1.19829		
YBR196C						
YBR198C			3.05214	0.534762		
YBR202W						
YBR209W			2.18047	0.125388		
YBR211C			-0.708556	0.113046		
YBR233W-A			0.764226	-0.315959		
