ORF	hom | rDNA copy number | standard | None | Puddu F~Jackson SP, 2019	hom | genome instability (CUP1 copy number) | standard | None | Puddu F~Jackson SP, 2019	hom | mtDNA copy number | standard | None | Puddu F~Jackson SP, 2019	hom | 2micron copy number | standard | None | Puddu F~Jackson SP, 2019	hom | transposable element copy number (Ty1) | standard | None | Puddu F~Jackson SP, 2019	hom | transposable element copy number (Ty2) | standard | None | Puddu F~Jackson SP, 2019	hom | transposable element copy number (Ty3) | standard | None | Puddu F~Jackson SP, 2019	hom | transposable element copy number (Ty4) | standard | None | Puddu F~Jackson SP, 2019	hom | transposable element copy number (Ty5) | standard | None | Puddu F~Jackson SP, 2019	hom | telomere length | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 1) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 2) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 3) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 4) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 5) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 6) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 7) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 8) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 9) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 10) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 11) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 12) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 13) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 14) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 15) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 16) | standard | None | Puddu F~Jackson SP, 2019	hom | genome instability (number of subchromosomal deletions/amplifications) | standard | None | Puddu F~Jackson SP, 2019
YBR284W	108.853	14.140	13.725	51.500	37.359	11.271	1.934	3.102	1.050	780.761	1.690	2.000	2.000	2.000	2.000	1.692	2.000	2.000	2.000	2.000	3.000	2.000	2.000	2.000	2.000	2.000	0.000
YBR286W	119.623	14.161	17.757	26.852	37.180	11.538	1.908	2.967	1.113	677.828	1.789	2.000	2.000	2.000	2.000	1.830	2.000	2.000	2.000	2.000	3.447	2.217	2.000	2.000	2.000	2.000	0.000
YBR290W	157.909	14.784	17.062	45.453	37.688	11.582	1.869	3.024	1.053	677.215	1.880	2.000	1.896	2.000	2.000	1.815	2.000	2.000	1.898	2.000	2.000	2.383	2.000	2.000	2.000	2.000	0.000
YBR292C	121.304	14.543	15.723	36.134	36.931	11.466	1.896	2.954	1.084	677.030	1.812	2.000	1.869	2.000	2.000	1.730	2.000	1.945	1.936	2.000	2.933	2.193	2.000	2.000	2.000	2.000	0.000
YBR293W	117.764	14.422	14.211	36.103	37.690	11.791	1.964	3.010	1.171	650.031	1.863	2.000	2.000	2.000	2.000	1.764	2.000	2.000	2.000	2.000	2.000	2.168	2.000	2.000	2.000	2.000	0.000
YBR295W	89.219	18.897	19.199	33.861	37.071	11.454	1.887	2.874	1.125	757.126	1.885	2.000	2.000	2.000	2.000	1.776	2.000	2.000	2.000	2.000	3.000	2.279	2.000	2.000	2.000	2.000	0.000
YBR296C	111.667	14.230	14.141	28.296	37.602	11.127	1.989	3.002	1.132	678.961	1.856	2.000	2.000	2.000	2.899	1.692	2.000	2.000	2.000	2.000	3.000	2.114	2.000	2.000	2.000	2.000	0.000
YBR297W	105.912	14.499	16.567	31.876	36.826	11.685	1.907	2.900	1.021	801.801	1.736	2.000	1.898	2.109	2.000	1.712	2.000	2.000	2.000	2.000	3.000	2.304	2.000	2.000	2.000	2.000	0.000
YBR298C	99.792	15.422	23.622	43.628	37.605	11.503	1.907	2.969	0.986	775.508	1.741	2.000	2.000	2.000	2.000	1.731	2.000	1.895	1.894	2.000	4.000	2.387	2.000	2.000	2.000	2.000	0.000
YCL001W	124.037	13.816	17.322	29.067	37.790	11.378	1.967	3.011	1.058	701.782	1.712	2.000	1.841	2.000	2.000	1.707	2.000	2.000	2.000	2.000	3.333	2.290	2.000	2.000	2.000	2.000	0.000
YCR020W-B	94.016	13.651	11.458	19.111	38.783	11.612	2.025	2.973	1.224	988.390	2.000	2.000	2.166	2.000	2.000	1.364	2.000	2.000	2.000	2.000	1.469	2.507	2.000	2.000	2.000	2.000	0.000
YCR024C	145.140	13.485	0.284	33.495	37.354	11.364	2.023	2.923	1.102	758.773	1.783	2.000	2.000	2.000	2.000	1.728	2.000	2.000	1.852	2.000	2.880	2.124	2.000	2.000	2.000	2.000	0.000
YCR024C-A	109.943	9.573	17.295	35.488	38.646	11.619	2.012	2.988	1.000	819.774	1.742	2.000	1.857	2.000	2.000	1.706	2.000	2.000	2.000	2.000	2.872	2.644	2.000	2.000	2.000	2.000	0.000
YCR025C	101.463	13.451	15.966	33.272	36.882	11.502	1.932	2.965	1.047	745.509	1.748	2.000	1.886	2.000	2.000	1.720	2.000	2.000	1.888	2.000	3.000	2.254	2.000	2.000	2.000	2.000	0.000
YCR026C	118.318	12.775	19.906	30.088	37.682	11.568	1.983	2.956	1.042	900.372	1.679	2.000	1.713	2.000	2.000	1.613	2.000	1.884	1.880	2.000	3.681	2.352	2.000	2.000	2.000	2.000	0.000
YCR027C	86.993	14.300	16.375	38.214	37.080	11.588	1.911	2.908	1.088	744.313	1.609	2.000	1.880	2.000	2.000	1.638	2.000	2.000	2.000	2.000	2.893	2.430	2.000	2.000	2.000	2.000	0.000
YCR028C	102.632	14.705	11.196	35.473	37.033	11.599	2.003	2.911	1.068	763.215	1.623	2.000	1.734	2.000	2.000	1.630	2.000	1.897	1.745	2.000	3.000	2.222	2.000	2.000	2.000	2.000	0.000
YCR031C	113.106	14.116	16.566	40.908	37.881	11.456	2.013	3.076	1.064	823.976	1.752	2.000	2.000	2.000	2.000	1.760	2.000	2.000	2.000	2.000	2.000	2.110	2.000	2.000	2.000	2.000	0.000
YCR034W	86.552	15.731	16.965	159.737	38.909	11.848	2.088	3.100	1.192	715.106	2.000	2.000	2.000	2.000	2.000	1.885	2.000	2.000	2.000	2.000	2.000	2.500	2.000	2.000	2.000	2.000	0.000
YCR037C	91.305	14.349	14.392	67.028	38.975	11.580	1.841	3.038	1.039	731.691	1.864	2.000	2.000	2.000	2.000	1.786	2.000	2.000	2.000	2.000	2.000	2.311	2.000	2.000	2.000	2.000	0.000
YCR043C	131.849	13.963	12.730	36.470	37.102	11.317	1.969	3.029	1.166	602.084	1.898	2.000	2.000	2.000	2.000	1.844	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YCR044C	105.164	13.528	17.766	39.909	37.479	11.477	1.997	3.014	1.067	731.342	1.391	2.000	2.000	2.000	2.000	1.750	2.000	2.000	2.000	2.000	2.000	2.117	2.000	2.000	2.000	2.000	0.000
YCR045C	120.498	13.447	19.154	35.815	36.950	11.625	1.838	2.909	1.067	879.733	1.703	2.000	1.899	2.000	2.000	1.606	2.000	2.000	1.780	2.000	3.784	2.146	2.000	2.000	2.000	2.000	0.000
YCR049C	99.201	13.431	16.909	41.113	36.920	11.395	1.937	3.109	1.066	751.208	1.712	2.000	1.886	2.000	2.000	1.690	2.000	2.000	2.000	2.000	3.000	2.130	2.000	2.000	2.000	2.000	0.000
YCR050C	114.232	18.837	21.492	26.754	37.068	11.583	1.934	3.034	1.034	706.969	1.686	2.000	1.868	2.000	2.000	1.715	2.000	2.000	1.855	2.000	3.812	2.340	2.000	2.000	2.000	2.000	0.000
YCR051W	84.557	13.854	17.604	48.861	37.416	11.469	1.943	3.009	0.946	732.827	1.733	2.000	2.000	2.000	2.000	1.746	2.000	2.000	2.000	2.000	3.000	2.365	2.000	2.000	2.000	2.000	0.000
YCR059C	138.542	14.399	20.067	40.687	36.611	11.540	1.856	2.915	1.027	679.472	1.775	2.000	2.000	2.000	2.000	1.865	2.000	2.000	2.000	2.000	3.000	2.129	2.000	2.000	2.000	2.000	0.000
YCR061W	122.065	13.861	20.607	32.548	36.583	11.343	1.938	3.022	1.035	673.727	1.882	2.000	2.000	2.000	2.000	1.754	2.000	2.000	2.000	2.000	4.000	2.171	2.000	2.000	2.000	2.000	0.000
YCR063W	110.467	13.216	27.356	71.160	42.604	12.360	1.860	2.920	1.089	687.047	2.000	2.000	1.891	2.000	2.000	1.891	2.000	2.000	2.000	2.000	2.000	3.000	3.779	2.876	2.000	2.000	0.000
YCR065W	122.679	13.465	13.633	100.922	39.822	12.890	1.914	2.887	0.921	875.862	1.361	2.000	1.896	2.500	2.000	1.699	2.000	2.000	2.000	2.000	2.000	3.198	2.000	2.000	2.000	2.000	0.000
YCR066W	109.716	14.425	24.284	54.810	36.600	11.618	2.365	3.065	1.088	688.227	1.888	2.000	2.000	2.000	2.000	1.764	2.000	2.000	2.705	2.000	2.000	2.313	2.000	2.000	2.000	2.000	0.500
YCR068W	113.599	13.859	26.617	38.567	37.578	11.716	1.956	2.922	1.050	759.646	1.740	2.000	1.886	2.110	2.000	1.825	2.000	2.000	2.000	2.000	4.000	2.440	2.000	2.000	2.000	2.000	0.000
YCR071C	144.174	12.460	0.236	31.458	38.262	11.641	1.949	2.883	1.038	783.912	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	3.000	2.000	2.000	2.000	2.500	2.000	0.000
YCR076C	117.372	9.579	16.815	47.107	36.396	11.263	1.849	3.022	1.393	899.634	1.877	2.000	2.000	2.000	2.000	1.691	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YCR077C	94.080	12.925	17.350	40.812	36.104	11.407	1.841	2.997	1.278	926.732	1.143	1.895	2.000	2.000	2.000	1.894	2.000	2.000	2.000	2.000	2.000	2.133	2.000	2.000	2.000	2.000	0.000
YCR079W	118.691	13.204	16.381	39.370	35.885	11.325	1.970	3.143	1.302	934.333	1.789	2.000	2.000	2.000	2.000	1.703	2.000	2.000	2.000	2.000	3.000	2.000	2.000	2.000	2.000	2.000	0.000
YCR081W	139.203	12.397	18.718	29.736	37.950	11.487	1.911	2.876	1.191	1008.582	1.899	2.000	2.000	2.000	2.000	1.733	2.000	2.000	2.000	2.000	2.874	2.500	2.000	2.000	2.000	2.000	0.000
YCR082W	165.433	15.538	15.405	44.414	37.090	11.505	1.929	2.956	1.050	793.115	2.000	2.000	2.000	2.000	2.000	1.881	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YCR085W	117.745	13.318	17.708	26.208	36.560	11.298	1.796	3.121	1.215	874.850	2.000	2.000	2.000	2.000	2.000	1.745	2.000	2.000	2.000	2.000	3.000	2.000	2.000	2.000	2.000	2.000	0.000
YCR086W	164.683	13.892	22.005	58.879	38.458	11.424	1.913	2.888	1.094	834.628	1.845	2.000	1.888	2.000	2.000	1.712	2.000	2.000	2.000	2.000	3.000	2.102	2.000	2.000	2.000	2.000	0.000
YCR087C	223.192	11.927	29.191	30.498	37.918	11.964	1.978	2.954	1.058	784.754	2.000	2.000	2.000	2.000	2.000	1.887	2.000	2.000	2.000	2.000	3.887	2.000	2.000	2.000	2.000	2.000	0.000
YCR087W	178.242	14.375	24.150	56.882	37.337	11.368	1.944	3.050	1.231	755.512	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	4.000	2.000	2.000	2.000	2.000	2.000	0.000
YCR090C	121.870	17.743	13.697	36.332	37.852	11.491	1.962	3.070	1.033	675.930	1.753	2.000	2.000	2.000	2.000	1.825	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YCR091W	125.771	13.575	13.646	43.585	37.157	11.426	1.966	2.886	1.047	714.221	1.750	2.000	2.000	2.000	2.000	1.789	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YCR092C	127.734	15.465	17.253	33.127	37.552	10.775	1.903	2.966	1.046	765.046	1.767	2.000	1.895	2.000	2.000	1.829	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YCR094W	146.094	17.034	23.753	35.982	39.057	13.009	1.872	2.913	1.104	787.777	1.589	2.000	1.687	3.000	2.000	1.546	2.000	2.000	1.751	2.000	2.000	2.149	2.000	3.000	2.000	2.000	0.000
YCR099C	130.376	13.706	17.852	43.799	36.537	11.275	1.831	3.021	1.116	758.146	2.000	2.000	2.000	2.000	2.000	1.761	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YCR100C	131.812	11.337	14.969	49.803	36.760	11.014	1.865	3.048	1.104	768.906	1.894	2.000	2.000	2.000	2.000	1.892	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YCR101C	138.729	12.304	13.932	43.751	37.684	11.555	1.929	3.022	1.099	738.885	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YCR102C	137.762	12.605	17.102	44.553	36.726	11.462	1.872	2.986	1.069	701.892	1.762	2.000	2.000	2.000	2.000	1.690	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YCR105W	124.876	14.036	14.457	34.657	37.006	11.540	1.951	3.015	0.992	688.619	1.900	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YCR106W	115.425	14.379	15.415	39.794	36.866	11.491	2.169	3.092	1.099	641.425	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YDL130W-A	166.186	16.752	15.331	22.278	38.087	11.271	2.016	2.997	0.985	637.597	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YDR363W-A	110.045	16.183	7.882	10.194	38.394	11.662	1.919	3.027	0.916	588.869	1.773	2.000	2.000	2.000	2.000	1.868	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YDR525W-A	130.341	15.305	15.744	48.899	37.033	11.515	1.916	2.920	0.971	679.748	1.894	2.000	2.000	2.000	2.000	1.841	2.000	2.000	1.889	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YDR535C	107.415	13.690	17.869	55.597	38.480	11.647	1.978	3.087	1.111	665.910	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YDR536W	134.054	10.760	14.451	48.811	39.003	11.540	2.035	3.049	1.029	682.844	1.898	2.000	2.000	2.000	2.000	1.886	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YDR538W	101.969	13.706	12.785	30.669	37.090	11.344	2.053	2.947	1.101	750.634	1.896	2.000	2.000	2.000	2.000	1.885	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YDR539W	102.944	13.512	13.616	35.857	37.534	11.392	2.020	2.980	1.056	707.136	1.857	2.000	1.876	2.000	2.000	1.830	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YDR540C	111.690	14.628	16.448	28.219	37.909	11.425	1.860	2.956	0.966	676.540	1.765	3.000	1.895	2.000	2.000	1.748	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000
YDR541C	104.638	14.241	14.551	46.926	37.111	11.592	2.006	2.997	1.042	682.816	1.883	2.000	2.000	2.000	2.000	1.879	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YER039C	113.426	14.297	14.844	40.999	37.552	11.455	1.949	2.978	1.041	752.744	2.000	2.000	2.000	2.000	2.000	1.924	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YER091C	120.847	13.776	17.174	34.606	37.753	11.574	1.942	3.059	1.070	708.718	1.847	2.000	1.950	2.000	2.000	1.835	2.000	1.944	2.000	2.000	2.000	2.189	2.000	2.000	2.000	2.000	0.000
YER144C	129.028	17.692	17.642	33.953	38.046	11.617	2.037	3.012	0.996	702.436	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YER188W	111.035	14.725	16.824	34.632	38.278	11.732	1.977	3.037	1.018	707.964	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YFL034C-A	125.450	14.395	19.753	37.440	37.811	11.649	1.966	3.127	1.030	692.629	1.937	2.000	2.000	2.000	2.000	1.942	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YFR032C	108.477	14.851	18.095	62.851	38.269	11.569	2.056	3.002	0.913	588.009	1.895	2.000	2.000	2.000	2.000	1.885	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YFR032C-A	176.367	15.066	20.556	40.140	37.636	11.864	2.035	3.015	1.173	643.375	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YFR033C	115.380	14.264	13.980	42.974	37.373	11.495	2.019	3.085	1.123	626.661	2.000	2.000	2.000	2.000	2.000	1.887	2.000	2.000	2.000	2.000	2.000	2.101	2.000	2.000	2.000	2.000	0.000
YFR034C	136.305	14.153	13.326	25.706	36.979	11.201	2.047	2.934	1.027	804.192	2.000	2.000	2.000	2.000	2.000	1.833	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YFR035C	114.150	14.581	20.984	54.885	37.393	11.047	1.946	2.973	1.076	714.183	1.868	2.000	2.000	2.000	2.000	1.896	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YFR036W	132.573	19.245	21.253	46.340	37.119	11.359	1.919	2.999	1.081	643.006	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YFR038W	98.064	14.064	18.403	43.804	36.826	11.481	2.021	3.018	1.021	724.966	1.758	2.000	2.000	2.000	2.000	1.688	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YFR040W	133.955	14.445	22.051	22.337	38.512	11.664	2.009	3.019	0.977	728.126	2.000	2.000	2.000	2.000	2.000	1.881	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YFR041C	111.561	13.197	17.105	35.389	36.556	11.461	1.955	3.072	1.118	645.077	2.000	2.000	2.000	2.000	2.000	1.898	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YFR043C	110.674	13.801	14.339	62.269	36.056	11.548	1.889	3.029	1.056	765.709	1.877	2.000	1.893	2.000	2.000	1.849	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YFR044C	117.473	13.328	13.911	86.207	37.049	11.536	1.895	2.900	1.088	877.166	1.748	2.000	1.899	2.000	2.000	1.710	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YFR045W	100.819	13.508	14.761	37.942	37.825	11.577	2.057	3.076	0.978	692.132	2.000	2.000	2.000	2.000	2.000	1.879	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YFR046C	102.699	16.808	20.255	37.926	37.679	11.680	1.959	3.021	0.963	705.051	2.000	2.000	2.000	2.000	2.000	1.780	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YFR047C	113.533	14.215	16.308	54.322	38.345	11.040	1.943	2.950	1.042	700.680	1.896	2.000	2.000	2.000	2.000	1.731	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YFR048W	128.773	14.038	19.914	66.969	36.942	11.033	1.915	2.982	0.988	650.984	1.868	2.000	2.000	2.000	2.000	1.869	2.000	2.000	2.000	2.000	2.000	2.133	2.000	2.000	2.000	2.000	0.000
YFR049W	97.609	8.362	16.521	33.163	36.908	11.433	2.004	2.857	1.008	726.951	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YFR053C	110.438	14.296	14.699	23.853	37.189	11.000	1.949	2.940	0.907	799.515	1.775	2.000	1.896	2.000	2.120	1.731	2.000	2.000	2.000	2.000	2.000	2.103	2.000	2.000	2.000	2.000	0.000
YFR054C	109.329	11.980	15.771	22.773	37.694	11.672	1.983	3.043	0.879	693.958	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YFR055W	144.689	15.130	17.166	55.950	37.907	11.578	1.947	2.993	0.846	608.881	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YFR056C	98.334	14.457	12.551	31.804	37.346	11.617	1.940	2.990	0.962	723.960	1.764	2.000	2.000	2.000	2.000	1.726	2.000	2.000	2.000	2.000	2.000	2.137	2.000	2.000	2.000	2.000	0.000
YFR057W	122.881	12.974	15.977	36.880	37.080	11.341	1.885	2.970	1.071	711.720	1.732	2.000	1.874	2.000	2.000	1.687	2.000	2.000	2.000	2.000	2.000	2.240	2.000	2.000	2.000	2.000	0.000
YGR219W	110.035	12.145	0.245	38.159	38.269	11.691	2.006	2.998	0.920	654.344	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YGR220C	120.328	12.362	0.266	45.115	37.605	11.869	1.998	2.897	0.960	699.191	1.743	2.000	1.883	2.000	2.000	1.862	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YGR221C	130.565	14.288	15.983	35.515	36.525	11.523	1.900	2.958	1.097	691.653	1.898	2.000	2.000	2.000	2.000	1.845	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YGR222W	130.188	14.911	12.976	30.468	37.694	11.571	1.972	2.943	1.093	711.991	1.853	2.000	2.000	2.000	2.000	1.896	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
