orf	hap a | growth (MIC) | gliotoxin [0.03-16 ug/ml] | Chamilos G~Kontoyiannis DP, 2008
YCL010C	-0.10092548576082351
YCL011C	-0.10092548576082351
YCL014W	-0.10092548576082351
YCL016C	-0.10092548576082351
YCL022C	-0.10092548576082351
YCL023C	-0.10092548576082351
YCL024W	-0.10092548576082351
YCL025C	-0.10092548576082351
YCL026C-A	-0.10092548576082351
YCL027W	-0.10092548576082351
YCL028W	-0.10092548576082351
YCL029C	-0.10092548576082351
YCL030C	-0.10092548576082351
YCL032W	-0.10092548576082351
YCL033C	-0.10092548576082351
YCL034W	-0.10092548576082351
YCL035C	-0.10092548576082351
YCL036W	-0.10092548576082351
YCL037C	-0.10092548576082351
YCL038C	-0.10092548576082351
YCL039W	-0.10092548576082351
YCL040W	-0.10092548576082351
YCL042W	-0.10092548576082351
YCL044C	-0.10092548576082351
YCL045C	-0.10092548576082351
YCL046W	-0.10092548576082351
YCL047C	-0.10092548576082351
YCL048W	-0.10092548576082351
YCL049C	-0.10092548576082351
YCL050C	-0.10092548576082351
YCL051W	-0.10092548576082351
YCL055W	-0.10092548576082351
YCL056C	-0.10092548576082351
YCL057W	-0.10092548576082351
YCL058C	-0.10092548576082351
YCL061C	-0.10092548576082351
YCL063W	-0.10092548576082351
YCL064C	-0.10092548576082351
YCL069W	-0.10092548576082351
YCL076W	-0.10092548576082351
YCR001W	-0.10092548576082351
YCR002C	-0.10092548576082351
YCR003W	-0.10092548576082351
YCR004C	-0.10092548576082351
YCR005C	-0.10092548576082351
YCR006C	-0.10092548576082351
YCR007C	-0.10092548576082351
YCR008W	-0.10092548576082351
YCR009C	-0.10092548576082351
YCR010C	-0.10092548576082351
YCR011C	-0.10092548576082351
YCR014C	-0.10092548576082351
YCR015C	-0.10092548576082351
YCR016W	-0.10092548576082351
YCR017C	-0.10092548576082351
YCR019W	-0.10092548576082351
YCR020C	-0.10092548576082351
YCR020C-A	-0.10092548576082351
YCR020W-B	-0.10092548576082351
YCR021C	-0.10092548576082351
YCR022C	-0.10092548576082351
YCR023C	-0.10092548576082351
YCR024C	-0.10092548576082351
YCR024C-A	-0.10092548576082351
YCR025C	-0.10092548576082351
YCR026C	-0.10092548576082351
YCR027C	-0.10092548576082351
YCR028C	-0.10092548576082351
YCR028C-A	-0.10092548576082351
YCR030C	-0.10092548576082351
YCR031C	-0.10092548576082351
YCR032W	-0.10092548576082351
YCR033W	-0.10092548576082351
YCR034W	-0.10092548576082351
YCR036W	-0.10092548576082351
YCR037C	-0.10092548576082351
YCR043C	-0.10092548576082351
YCR044C	-0.10092548576082351
YCR045C	-0.10092548576082351
YCR046C	-0.10092548576082351
YCR047C	-0.10092548576082351
YCR048W	-0.10092548576082351
YCR049C	-0.10092548576082351
YCR050C	-0.10092548576082351
YCR051W	-0.10092548576082351
YCR053W	-0.10092548576082351
YCR059C	-0.10092548576082351
YCR060W	-0.10092548576082351
YCR061W	-0.10092548576082351
YCR063W	-0.10092548576082351
YCR065W	-0.10092548576082351
YCR066W	17.489960236636254
YCR067C	-0.10092548576082351
YCR068W	-0.10092548576082351
YCR069W	-0.10092548576082351
YCR071C	-0.10092548576082351
YCR073C	-0.10092548576082351
YCR073W-A	-0.10092548576082351
YCR075C	-0.10092548576082351
YCR076C	-0.10092548576082351
YCR077C	-0.10092548576082351
YCR079W	-0.10092548576082351
YCR081W	-0.10092548576082351
YCR082W	-0.10092548576082351
YCR083W	-0.10092548576082351
YCR084C	-0.10092548576082351
YCR085W	-0.10092548576082351
YCR086W	-0.10092548576082351
YCR087C-A	-0.10092548576082351
YCR087W	-0.10092548576082351
YCR088W	-0.10092548576082351
YCR089W	-0.10092548576082351
YCR090C	-0.10092548576082351
YCR091W	-0.10092548576082351
YCR092C	-0.10092548576082351
YCR094W	-0.10092548576082351
YCR095C	-0.10092548576082351
YCR098C	-0.10092548576082351
YCR099C	-0.10092548576082351
YCR100C	-0.10092548576082351
YCR101C	-0.10092548576082351
YCR102C	-0.10092548576082351
YCR102W-A	-0.10092548576082351
YCR105W	-0.10092548576082351
YCR106W	-0.10092548576082351
YCR107W	-0.10092548576082351
YDL001W	-0.10092548576082351
YDL002C	-0.10092548576082351
YDL006W	-0.10092548576082351
YDL009C	-0.10092548576082351
YDL010W	-0.10092548576082351
YDL011C	-0.10092548576082351
YDL012C	-0.10092548576082351
YDL013W	-0.10092548576082351
YDL018C	-0.10092548576082351
YDL019C	-0.10092548576082351
YDL020C	-0.10092548576082351
YDL021W	-0.10092548576082351
YDL022W	-0.10092548576082351
YDL023C	-0.10092548576082351
YDL024C	-0.10092548576082351
YDL025C	-0.10092548576082351
YDL026W	-0.10092548576082351
YDL027C	-0.10092548576082351
YDL032W	-0.10092548576082351
YDL033C	-0.10092548576082351
YDL034W	-0.10092548576082351
YDL035C	-0.10092548576082351
YDL036C	-0.10092548576082351
YDL037C	-0.10092548576082351
YDL039C	-0.10092548576082351
YDL040C	-0.10092548576082351
YDL041W	-0.10092548576082351
YDL042C	-0.10092548576082351
YDL044C	-0.10092548576082351
YDL045W-A	-0.10092548576082351
YDL046W	-0.10092548576082351
YDL047W	-0.10092548576082351
YDL048C	-0.10092548576082351
YDL049C	-0.10092548576082351
YDL050C	-0.10092548576082351
YDL051W	-0.10092548576082351
YDL052C	-0.10092548576082351
YDL053C	-0.10092548576082351
YDL054C	-0.10092548576082351
YDL056W	-0.10092548576082351
YDL057W	-0.10092548576082351
YDL059C	-0.10092548576082351
YDL061C	-0.10092548576082351
YDL062W	-0.10092548576082351
YDL065C	-0.10092548576082351
YDL066W	-0.10092548576082351
YDL068W	-0.10092548576082351
YDL069C	-0.10092548576082351
YDL070W	-0.10092548576082351
YDL071C	-0.10092548576082351
YDL072C	-0.10092548576082351
YDL073W	-0.10092548576082351
YDL076C	-0.10092548576082351
YDL077C	-0.10092548576082351
YDL078C	-0.10092548576082351
YDL079C	-0.10092548576082351
YDL080C	-0.10092548576082351
YDL081C	-0.10092548576082351
YDL082W	-0.10092548576082351
YDL083C	-0.10092548576082351
YDL085W	-0.10092548576082351
YDL086W	-0.10092548576082351
YDL088C	-0.10092548576082351
YDL089W	-0.10092548576082351
YDL090C	-0.10092548576082351
YDL091C	-0.10092548576082351
YDL093W	-0.10092548576082351
YDL094C	-0.10092548576082351
YDL095W	-0.10092548576082351
YDL099W	-0.10092548576082351
YDL100C	-0.10092548576082351
YDL104C	-0.10092548576082351
YDL106C	-0.10092548576082351
YDL107W	-0.10092548576082351
YDL109C	-0.10092548576082351
YDL110C	-0.10092548576082351
YDL112W	-0.10092548576082351
YDL113C	-0.10092548576082351
YDL114W	-0.10092548576082351
YDL115C	-0.10092548576082351
YDL116W	-0.10092548576082351
YDL117W	-0.10092548576082351
YDL118W	-0.10092548576082351
YDL119C	-0.10092548576082351
YDL121C	-0.10092548576082351
YDL122W	-0.10092548576082351
YDL123W	-0.10092548576082351
YDL124W	-0.10092548576082351
YDL125C	-0.10092548576082351
YDL127W	-0.10092548576082351
YDL128W	-0.10092548576082351
YDL129W	-0.10092548576082351
YDL130W	-0.10092548576082351
YDL130W-A	-0.10092548576082351
YDL131W	-0.10092548576082351
YDL133C-A	-0.10092548576082351
YDL133W	-0.10092548576082351
YDL134C	-0.10092548576082351
YDL135C	-0.10092548576082351
YDL136W	-0.10092548576082351
YDL137W	-0.10092548576082351
YDL138W	-0.10092548576082351
YDL142C	-0.10092548576082351
YDL144C	-0.10092548576082351
YDL146W	-0.10092548576082351
YDL149W	-0.10092548576082351
YDL151C	-0.10092548576082351
YDL154W	-0.10092548576082351
YDL156W	-0.10092548576082351
YDL157C	-0.10092548576082351
YDL159W	-0.10092548576082351
YDL160C	-0.10092548576082351
YDL161W	-0.10092548576082351
YDL162C	-0.10092548576082351
YDL168W	-0.10092548576082351
YDL169C	-0.10092548576082351
YDL170W	-0.10092548576082351
YDL171C	-0.10092548576082351
YDL172C	-0.10092548576082351
YDL173W	-0.10092548576082351
YDL174C	-0.10092548576082351
YDL175C	-0.10092548576082351
YDL176W	-0.10092548576082351
YDL177C	-0.10092548576082351
YDL178W	-0.10092548576082351
YDL180W	-0.10092548576082351
YDL181W	-0.10092548576082351
YDL182W	-0.10092548576082351
YDL183C	-0.10092548576082351
YDL184C	-0.10092548576082351
YDL185W	-0.10092548576082351
YDL186W	-0.10092548576082351
YDL187C	-0.10092548576082351
YDL188C	-0.10092548576082351
YDL189W	-0.10092548576082351
YDL190C	-0.10092548576082351
YDL194W	-0.10092548576082351
YDR007W	-0.10092548576082351
YDR048C	-0.10092548576082351
YDR049W	-0.10092548576082351
YDR050C	-0.10092548576082351
YDR051C	-0.10092548576082351
YDR055W	-0.10092548576082351
YDR056C	-0.10092548576082351
YDR057W	-0.10092548576082351
YDR058C	-0.10092548576082351
YDR059C	-0.10092548576082351
YDR061W	-0.10092548576082351
YDR063W	-0.10092548576082351
YDR065W	-0.10092548576082351
YDR066C	-0.10092548576082351
YDR067C	-0.10092548576082351
YDR068W	-0.10092548576082351
YDR069C	-0.10092548576082351
YDR070C	-0.10092548576082351
YDR071C	-0.10092548576082351
YDR072C	-0.10092548576082351
YDR073W	-0.10092548576082351
YDR074W	-0.10092548576082351
YDR075W	-0.10092548576082351
YDR076W	-0.10092548576082351
YDR077W	-0.10092548576082351
YDR078C	-0.10092548576082351
YDR079W	-0.10092548576082351
YDR080W	-0.10092548576082351
YDR083W	-0.10092548576082351
YDR084C	-0.10092548576082351
YDR085C	-0.10092548576082351
YDR089W	-0.10092548576082351
YDR090C	-0.10092548576082351
YDR092W	-0.10092548576082351
YDR093W	-0.10092548576082351
YDR094W	-0.10092548576082351
YDR095C	-0.10092548576082351
YDR096W	-0.10092548576082351
YDR097C	-0.10092548576082351
YDR098C	-0.10092548576082351
YDR099W	-0.10092548576082351
YDR100W	-0.10092548576082351
YDR101C	-0.10092548576082351
YDR102C	-0.10092548576082351
YDR103W	-0.10092548576082351
YDR104C	-0.10092548576082351
YDR105C	-0.10092548576082351
YDR107C	-0.10092548576082351
YDR108W	-0.10092548576082351
YDR109C	-0.10092548576082351
YDR110W	-0.10092548576082351
YDR111C	-0.10092548576082351
YDR112W	-0.10092548576082351
YDR114C	-0.10092548576082351
YDR115W	-0.10092548576082351
YDR116C	-0.10092548576082351
YDR117C	-0.10092548576082351
YDR119W	-0.10092548576082351
YDR120C	-0.10092548576082351
YDR121W	-0.10092548576082351
YDR122W	-0.10092548576082351
YDR123C	-0.10092548576082351
YDR124W	-0.10092548576082351
YDR126W	-0.10092548576082351
YDR127W	-0.10092548576082351
YDR128W	-0.10092548576082351
YDR129C	-0.10092548576082351
YDR130C	-0.10092548576082351
YDR131C	-0.10092548576082351
YDR132C	-0.10092548576082351
YDR133C	-0.10092548576082351
YDR135C	-0.10092548576082351
YDR136C	-0.10092548576082351
YDR138W	-0.10092548576082351
YDR139C	-0.10092548576082351
YDR140W	-0.10092548576082351
YDR142C	-0.10092548576082351
YDR143C	-0.10092548576082351
YDR144C	-0.10092548576082351
YDR146C	-0.10092548576082351
YDR147W	-0.10092548576082351
YDR148C	-0.10092548576082351
YDR149C	-0.10092548576082351
YDR150W	-0.10092548576082351
YDR151C	-0.10092548576082351
YDR152W	-0.10092548576082351
YDR153C	-0.10092548576082351
YDR154C	-0.10092548576082351
YDR155C	-0.10092548576082351
YDR156W	-0.10092548576082351
YDR157W	-0.10092548576082351
YDR158W	-0.10092548576082351
YDR159W	-0.10092548576082351
YDR161W	-0.10092548576082351
YDR162C	-0.10092548576082351
YDR163W	-0.10092548576082351
YDR165W	-0.10092548576082351
YDR169C	-0.10092548576082351
YDR171W	-0.10092548576082351
YDR173C	-0.10092548576082351
YDR174W	-0.10092548576082351
YDR175C	-0.10092548576082351
YDR176W	-0.10092548576082351
YDR178W	-0.10092548576082351
YDR179C	-0.10092548576082351
YDR179W-A	-0.10092548576082351
YDR181C	-0.10092548576082351
YDR183W	-0.10092548576082351
YDR184C	-0.10092548576082351
YDR185C	-0.10092548576082351
YDR186C	-0.10092548576082351
YDR191W	-0.10092548576082351
YDR192C	-0.10092548576082351
YDR193W	-0.10092548576082351
YDR194C	-0.10092548576082351
YDR195W	-0.10092548576082351
YDR197W	-0.10092548576082351
YDR198C	-0.10092548576082351
YDR199W	-0.10092548576082351
YDR200C	-0.10092548576082351
YDR202C	-0.10092548576082351
YDR203W	-0.10092548576082351
YDR204W	-0.10092548576082351
YDR205W	-0.10092548576082351
YDR206W	-0.10092548576082351
YDR207C	-0.10092548576082351
YDR209C	-0.10092548576082351
YDR210W	-0.10092548576082351
YDR213W	-0.10092548576082351
YDR214W	-0.10092548576082351
YDR215C	-0.10092548576082351
YDR216W	-0.10092548576082351
YDR217C	-0.10092548576082351
YDR218C	-0.10092548576082351
YDR219C	-0.10092548576082351
YDR220C	-0.10092548576082351
YDR221W	-0.10092548576082351
YDR222W	-0.10092548576082351
YDR223W	-0.10092548576082351
YDR225W	-0.10092548576082351
YDR226W	-0.10092548576082351
YDR227W	-0.10092548576082351
YDR229W	-0.10092548576082351
YDR230W	-0.10092548576082351
YDR231C	-0.10092548576082351
YDR233C	-0.10092548576082351
YDR234W	-0.10092548576082351
YDR237W	-0.10092548576082351
YDR239C	-0.10092548576082351
YDR241W	-0.10092548576082351
YDR242W	-0.10092548576082351
YDR244W	-0.10092548576082351
YDR245W	-0.10092548576082351
YDR247W	-0.10092548576082351
YDR248C	-0.10092548576082351
YDR249C	-0.10092548576082351
YDR250C	-0.10092548576082351
YDR251W	-0.10092548576082351
YDR252W	-0.10092548576082351
YDR253C	-0.10092548576082351
YDR254W	-0.10092548576082351
YDR255C	-0.10092548576082351
YDR256C	-0.10092548576082351
YDR257C	-0.10092548576082351
YDR258C	-0.10092548576082351
YDR259C	-0.10092548576082351
YDR260C	-0.10092548576082351
YDR261C	-0.10092548576082351
YDR262W	-0.10092548576082351
YDR263C	-0.10092548576082351
YDR264C	-0.10092548576082351
YDR265W	-0.10092548576082351
YDR266C	-0.10092548576082351
YDR268W	-0.10092548576082351
YDR270W	-0.10092548576082351
YDR272W	-0.10092548576082351
YDR273W	-0.10092548576082351
YDR274C	-0.10092548576082351
YDR275W	-0.10092548576082351
YDR276C	-0.10092548576082351
YDR277C	-0.10092548576082351
YDR278C	-0.10092548576082351
YDR279W	-0.10092548576082351
YDR281C	-0.10092548576082351
YDR282C	-0.10092548576082351
YDR283C	-0.10092548576082351
YDR284C	-0.10092548576082351
