orf	hap alpha | chronological lifespan | phosphate starvation | phosphate limiting | Gresham D~Botstein D, 2011	hap alpha | chronological lifespan | leucine starvation | leucine limiting | Gresham D~Botstein D, 2011
YDR420W	-0.10148698283237739	-0.3563476366990144
YDR421W	-0.10407646030552682	-0.35634755757398595
YDR422C	-0.1096684692964669	-0.35634746402723977
YDR423C	-0.10401349832034143	-0.35634759400197397
YDR424C	-0.10402893644544749	-0.35634752662111363
YDR425W	-0.12787076866001684	-0.3563473304998138
YDR426C	-0.11429441297296737	-0.3563472330477553
YDR428C	-0.09956452474245749	-0.3563476281411828
YDR430C	-0.12168633492942746	-0.35634757671491435
YDR431W	-0.1277316712260273	-0.35634776014113717
YDR432W	-0.1675306194999211	-0.35634794912836987
YDR433W	-0.1685838025647507	-0.3563474960361274
YDR435C	-0.1345810829448001	-0.35639790425494794
YDR436W	-0.12146782791308841	-0.35634760695216017
YDR438W	-0.1125732454838508	-0.35634754629315224
YDR439W	-0.12682013797078756	-0.3563475625374361
YDR440W	-0.0894873759028841	-0.35634741826841587
YDR441C	0.08788790300481332	-0.35634762297376565
YDR443C	-0.11087670146549965	-0.35634697448777974
YDR444W	-0.11131058053784708	-0.3563475775339323
YDR446W	-0.11034704649674122	-0.35634758352420237
YDR447C	-0.09152343214832355	-0.356347551959012
YDR451C	-0.08137680011530896	-0.3563473963208169
YDR452W	-0.16431630428222424	
YDR453C	-0.2826090904397399	-0.35634754422028275
YDR455C	-0.14812981531294467	-0.3563477290094749
YDR456W	-0.14295413346654107	-0.35634717120139325
YDR457W	-0.06728743135478323	-0.35634784244515666
YDR458C	-0.14300264757911232	-0.3563480315518807
YDR461W	-0.12499360905925093	-0.3563463441472016
YDR463W	-0.1112702204158183	-0.35634682112049426
YDR465C	-0.07319854633700475	-0.35634758805839045
YDR466W	0.3169045534818074	-0.35634743595803337
YDR467C	-0.08355697308445614	-0.3563474180317448
YDR469W	-0.13593260574810442	-0.3563473751948799
YDR471W	-0.1103607490865453	-0.3563476844949719
YDR475C	-0.09582925395346394	-0.35634748739768535
YDR476C	-0.10509047776833226	-0.35634740580266566
YDR479C	-0.11994298998333768	-0.35634781026138285
YDR480W	-0.09999243118820197	-0.35634758255899346
YDR481C	-0.2342450413694839	-0.356347538173547
YDR482C	-0.09241207957797548	-0.3563475591154529
YDR483W	-0.09579775688910538	-0.35634743865183716
YDR485C	-0.06040922990518497	-0.3563474091385452
YDR486C	-0.13747691722132202	-0.35634712571476884
YDR488C	-0.12001991003125624	-0.35634757869811934
YDR490C	-0.1095001198137216	-0.35634750262746656
YDR491C	-0.1430642302234976	-0.3563477569920695
YDR492W	-0.10004019574738686	-0.3563475739442694
YDR493W	-0.1457435008203476	-0.35634783001629966
YDR495C	-0.1587071999925702	-0.3563478544227402
YDR496C	-0.5299001467093355	-0.3563472286757228
YDR497C	-0.10649169520154121	-0.35634687901576
YDR500C	-0.10914717059497471	-0.3563476580493641
YDR501W	-0.12285135449866498	-0.35634759574989944
YDR502C	-0.07712968824408513	-0.3563475931669765
YDR505C	-0.11353484683883693	-0.3563474186357611
YDR506C	-4.047780223845769	-0.35634797796575907
YDR508C	-0.08060364727810501	-0.35634757360540636
YDR509W	-0.009167743195654186	-0.35634755894609393
YDR512C	-0.14434775120057627	-0.3563478776354936
YDR513W	-0.11434226083410072	-0.35634777122220007
YDR514C	-0.1103956720788233	-0.3563477929589372
YDR515W	-0.06826750716910983	-0.35634769459135973
YDR516C	-0.10824136973810312	-0.35634759758381296
YDR517W	-0.10277953715588507	-0.3563475183322126
YDR519W	-0.12102635390477971	-0.35634741338049447
YDR520C	-0.08880448846613655	-0.35634763452349
YDR521W	-0.11253858938170178	-0.35634787048381594
YDR524C	-0.14035581168727668	-0.35634779301441516
YDR525W	-0.09687163487504358	-0.3563474556940255
YDR525W-A	-0.14234687323001025	-0.35634767012053536
YDR528W	-0.15484871597281594	-0.356347679873095
YDR529C	-0.15207604346262352	-0.3563478359701357
YDR530C	-0.09183693409315688	-0.35634484108130904
YDR532C	-0.14666159441126966	-0.35634732228700977
YDR534C	-0.1015751407722094	-0.3563475669069365
YDR536W	-0.123145950788528	-0.35634769132321253
YDR537C	-0.11011460004820131	-0.3563476054778176
YDR538W	-0.10933772766642044	-0.35634777707200405
YDR539W	-0.0981696293020301	-0.3563476517123736
YDR540C	-0.1101178826204408	-0.3563477293494547
YDR541C	-0.10199126436719322	-0.35634772851556634
YEL001C	-0.10250050545049959	-0.3563476744181891
YEL003W	-0.12312515300071308	-0.3563478816300668
YEL004W	-0.13219895414373245	-0.3563478213560744
YEL005C	-0.13604609550605057	-0.3563474295409493
YEL006W	-0.07306519633294747	-0.35634759417712847
YEL007W	-0.1411317375028011	-0.3563470374289161
YEL008W	-0.1259893663558711	-0.35634780209127376
YEL009C	-0.16189573431389553	
YEL010W	-0.10336713332707345	-0.3563476655371539
YEL011W	-0.09395814703257323	-0.3563475933892393
YEL012W	-0.15917146881612493	-0.3563476473870113
YEL013W	-0.1628090646549164	-0.3563479656417511
YEL014C	-0.11708915306356468	-0.35634729616186217
YEL015W	-0.11516220762632282	-0.356347308357531
YEL016C	-0.09813126077746348	-0.356347620926585
YEL017C-A	-0.10405477120047545	-0.35634764597407326
YEL017W	-0.1178836975603871	-0.3563476701295366
YEL018W	-0.15296502807709336	-0.35634744964769854
YEL020C	-0.12683668277373333	-0.3563476787825634
YEL023C	-0.06929478381632032	-0.3563476355343823
YEL024W	-0.1439138693195999	-0.35634809547126656
YEL025C	-0.1083025655823798	-0.35634764045510825
YEL027W	-0.17178401770817314	-0.35634777024707237
YEL028W	-0.07326990610529799	-0.35634772211299565
YEL029C	-0.1388756111150214	-0.3563477802204732
YEL030W	-0.1112113187528691	-0.35634767497624614
YEL031W	-0.11565652653742019	-0.3563475730595961
YEL033W	-0.16165896753344733	-0.35634772287618427
YEL036C	-0.10365437895469541	-0.35634800276463
YEL037C	-0.08269082542709556	-0.35634781013783984
YEL038W	-0.13764205253116088	-0.356347712402317
YEL039C	-0.11219669051280096	-0.3563475035487184
YEL041W	-0.12326632782474764	-0.35634771556147343
YEL042W	-0.08888686050610507	-0.35634749546606437
YEL043W	-0.13481770760763553	-0.35634760985499536
YEL044W	-0.16594003158913057	-0.35634781484489686
YEL045C	-0.13596530865582554	-0.35634768416737617
YEL046C	-0.16843732871295952	-0.356347964455042
YEL047C	-0.10708508407541216	-0.35634765182637035
YEL048C	-0.10865816693421675	-0.35634761269561366
YEL049W	-0.13303912358456982	-0.3563475895834001
YEL050C	-0.1478081456671403	-0.3563481245477915
YEL051W	-0.1699401950152123	-0.35634770570167335
YEL052W	-0.12013637713925084	-0.3563475746214225
YEL053C	-0.12264114082506378	-0.356347338969981
YEL054C	-0.08132879134044833	-0.35634758183001747
YEL056W	0.7473741805388479	-0.3563475791510706
YEL057C	-0.1091058904059635	-0.3563474725384402
YEL059W	-0.10964319063693209	-0.3563471410548543
YEL060C	-0.14026871593302911	-0.35634769250643283
YEL061C	-0.1441382322044636	-0.35634559936638455
YEL062W	-0.08947258338713857	-0.35634814503173673
YEL063C	-0.11813704995627373	-0.3563476982659646
YEL064C	-0.12300729226276853	-0.356347709704308
YEL065W	-0.18746727973508095	-0.3563476594417846
YEL066W	-0.10456115927295297	-0.3563476609918326
YEL067C	-0.0915119463551413	-0.35634767221794905
YEL068C	-0.09958082136376645	-0.35634758297100977
YEL071W	-0.10469325387368857	-0.3563476580503316
YEL072W	-0.12664030375529478	-0.3563478480322604
YER001W	-0.10504426595443524	-0.3563476033523993
YER002W	-0.10936420837092145	-0.35634757462883193
YER005W	-0.07203282420622495	-0.35634782573289486
YER007W	-0.09853161264480512	-0.3563476166631939
YER010C	-0.10696429031795149	-0.35634751270757875
YER011W	-0.11827169170305112	-0.35634750807325594
YER017C	-0.15059497044909484	-0.35634819027635034
YER019C-A	-0.09919503989019941	-0.3563476374332448
YER019W	-0.1349329581184351	-0.3563476538410521
YER020W	-0.13816245217593276	-0.3563475749401776
YER024W	0.14831163771641115	-0.3563474976091334
YER027C	5.70977821206378	-0.3563470458723994
YER028C	-0.1027498538890112	-0.3563475231175957
YER030W	-0.11831433228681978	-0.3563476949468893
YER031C	-0.1108515390464535	-0.3563476442693029
YER032W	-0.04745681021675829	-0.3563476167310555
YER033C	-0.12005190015580765	-0.35634759238395647
YER034W	-0.10099748525674085	-0.3563475301723009
YER035W	-0.1117110204942509	-0.35634764620432746
YER037W	-0.2519459690647947	-0.3563463432339703
YER038W-A	-0.11179282917986828	-0.3563473822686449
YER039C	-0.08619631858084509	-0.35634763496072613
YER039C-A	-0.10782722194811853	-0.35634765472844454
YER040W	-0.09846095893760946	-0.35634683800090683
YER041W	10.191003587810219	-0.35634789394306565
YER042W	-0.11437393086831966	-0.3563475735799671
YER044C-A	-0.1126989240037317	-0.35634763264070785
YER045C	-0.10689137046514585	-0.35634766185516725
YER046W	-0.10442908884528986	-0.3563475953291966
YER046W-A	-0.10275658333596682	-0.3563475381508544
YER047C	-0.1056020809074297	-0.35634765232780136
YER048C	-0.12530718279969444	-0.3563479734262249
YER049W	-0.07691296077019025	-0.3563476547620559
YER050C	-0.14914055757904296	-0.3563481678544528
YER051W	-0.11470032683773695	-0.35634758134476335
YER053C	-0.10726304065836206	-0.3563476087792501
YER054C	-0.11348199432995104	-0.35634767583577937
YER055C	-0.10843128356938023	-0.35634772837687334
YER056C	-0.08920074930853483	-0.3563476560313947
YER056C-A	-0.13651508397734974	-0.3563477410778003
YER057C	-0.1289611668635211	-0.3563478859983919
YER058W	-0.14267786801062565	-0.35634770471980853
YER059W	-0.10944480482418473	-0.3563476245724545
YER060W	-3.5965750851087988	-0.3563476967895081
YER060W-A	-0.12193563746187407	-0.35634790289387597
YER061C	-0.15466895468192382	-0.3563480844574363
YER062C	-0.11223141329890438	-0.35634766667349055
YER063W	-0.08569715155590445	-0.35634772651275537
YER064C	-0.11076894524821446	-0.3563475485882671
YER065C	-0.10085297975391053	-0.3563476223659186
YER066C-A	-0.10867171418059074	-0.3563476385257055
YER066W	-0.0978654231060326	-0.35634748417242695
YER067C-A	-0.10697704672415574	-0.35634766401821266
YER067W	-0.11633157023016176	-0.35634765768722343
YER068W	-0.1290224577361623	-0.3563477050493994
YER069W	-0.16116012034066055	-0.35634793419234123
YER070W	-0.12915979218108695	
YER071C	-0.11167905654750938	-0.356347700368
YER072W	-0.09186485578365075	-0.35634784621054544
YER073W	-0.10994232636723468	-0.3563477112679174
YER074W	-0.13102118853023115	-0.3563476555578534
YER075C	-0.08618582207155032	-0.3563477939007369
YER079W	-0.09872371656959254	-0.3563473010433722
YER080W	-0.10928341736036302	-0.3563476588113442
YER081W	-0.11356864443239208	-0.356347624696917
YER083C	-0.09958139984195834	-0.3563479746106181
YER084W	-0.11734390874314538	-0.3563478515992125
YER085C	-0.11692642636228932	-0.35634772537900905
YER087C-B	-0.10794256303435608	-0.3563477266993398
YER087W	-0.1459669073740954	-0.3563481889818601
YER088C	-0.12131231520947615	-0.3563474699191897
YER089C	-0.08449802839050323	-0.35634779742738526
YER091C-A	-0.12630151039089824	-0.3563471965161523
YER092W	-0.15864647293719042	-0.35634755876215496
YER093C-A	-0.21765221841375582	-0.35634749209248434
YER095W	-0.04008788760605392	-0.35634742806479386
YER096W	-0.10782233244667094	-0.3563476519335227
YER097W	-0.1114791166848531	-0.35634757619897567
YER098W	-0.1153088013991384	-0.3563476456140802
YER101C	-0.09506025504177866	-0.35634771094109235
YER103W	-0.12632653250259804	-0.3563477078715282
YER106W	-0.09995837992226372	-0.3563476310999884
YER110C	-0.15116072335897618	-0.35634779134528055
YER111C	-0.10563463622093815	-0.3563466401866999
YER113C	-0.08335789616561458	-0.35634748601649524
YER114C	-0.13158997274498124	-0.35634798341315743
YER115C	0.004159152214475651	-0.35634745757600333
YER117W	-0.14786684537657402	34.92214600204839
YER118C	-0.10824995094759268	-0.3563476632921625
YER119C	-0.1187230560827191	-0.3563476064830384
YER120W	0.1448754660485199	-0.35634785116169476
YER121W	-0.09785212165449332	-0.3563475319976461
YER123W	-0.12100973976157199	-0.35634775204383057
YER124C	-0.10991259514953727	-0.3563475643003447
YER128W	-0.09950953491483426	-0.356347663249701
YER129W	-0.916156883727537	-0.35634777802480383
YER130C	-0.10781227645658636	-0.3563474469639999
YER131W	-0.13438983025932077	-0.3563479571136492
YER132C	-0.10856802518775938	-0.35634738092782087
YER134C	-0.10748599517121113	-0.35634763033789313
YER139C	-0.10768252492009	-0.3563478767920612
YER140W	-0.07548949123200076	-0.35634759190125415
YER141W	-0.1357643515053107	-0.3563462972079385
YER142C	-0.11421765776193925	-0.35634758487928475
YER143W	-0.10727363233831697	-0.35634744447598043
YER144C	-0.1156878522063278	-0.35634769874406835
YER145C	-0.14390425414470057	-0.35634609748676466
YER149C	-0.11025944495317454	-0.35634749091355605
YER150W	-0.09735391693224542	-0.35634749131807764
YER151C	-0.02140208120735296	-0.3563476514158577
YER152C	-0.1093012643171539	-0.3563474784770228
YER154W	-0.1448115565731428	-0.3563475027111398
YER155C	-0.15821876201213853	-0.35634816698810035
YER156C	-0.10368445529068665	-0.3563477192017105
YER158C	-0.10429222291910412	-0.35634761850186786
YER161C	-0.1571077428517239	-0.3563475447237086
YER162C	-0.138404204492794	-0.3563472746171463
YER163C	-0.08966849939161937	-0.35634762248860086
YER164W	-0.03307139261794461	-0.35634739170625995
YER166W	-0.14104525139937932	-0.35634773103971384
YER167W	-0.07565498203993835	-0.35634721114323903
YER169W	-0.13577895614470495	-0.3563474280735003
YER170W	-0.11040674593641973	-0.3563476626046094
YER173W	-0.130332268846242	-0.3563475189309761
YER175C	-0.11427399876858939	-0.3563476743606562
YER176W	-0.10570065516812635	-0.3563476497160966
YER177W	-0.10776384432795424	-0.3563476682173386
YER178W	-0.1255152175944499	-0.35634800859902344
YER179W	-0.10159321899583029	-0.35634771545128235
YER180C	-0.1019293398155369	-0.3563462339406845
YER181C	-0.10878389949588681	-0.3563475233277015
YER182W	-0.1781510134811807	-0.35634766416320557
YER183C	-0.11948201325749014	-0.35634774123199103
YER184C	-0.1057362448874686	-0.3563476460119924
YER185W	-0.11434562134447701	-0.3563475839269222
YER186C	-0.10435154721981606	-0.35634768513745124
YER187W	-0.1063118009799094	-0.35634765771123855
YER188W	-0.10563000557823324	-0.3563475659893273
YFL003C	-0.09267413187764888	-0.35634758935902694
YFL007W	-0.11877545965430561	-0.35634747721662785
YFL010C	-0.09599409930205015	-0.35634752366498473
YFL010W-A	-0.09676487829914579	-0.35634755422873177
YFL011W	-0.07963890324120187	-0.3563475720387128
YFL012W	-0.09787149716726236	-0.3563476483676931
YFL012W-A	-0.16587195270257535	-0.3563478967838465
YFL013C	-0.1642194371281282	-0.35634747593225397
YFL014W	-0.09554825500548235	-0.35634750991428293
YFL015C	-0.09671623201387937	-0.3563474770431486
YFL016C	-0.16154212593464948	-0.35634816901490546
YFL019C	-0.08291155966649745	-0.35634754354824993
YFL020C	-0.09303984831249852	-0.3563475101103523
YFL021W	0.2774138884052757	-0.3563472040282113
YFL023W	-0.10748044207954494	-0.3563478498417362
YFL025C	-0.13888273729570072	-0.356344931596499
YFL026W	-0.09774409998134018	-0.35634749100378116
YFL027C	-0.10164092751835457	-0.3563475206471769
YFL028C	-0.10106024613708048	-0.3563471223043283
YFL031W	-0.1146896210129548	-0.3563476864176136
YFL032W	-0.10015456450422429	-0.356347627728799
YFL033C	-0.028640717214917427	-0.3563480948594091
YFL034C-A	-0.09068557900830151	-0.3563476305999122
YFL034W	-0.10714763796944354	-0.35634759435186625
YFL036W	-0.13885903570161678	
YFL041W	-0.11775980645006602	-0.3563471061644956
YFL042C	-0.05009766712599156	-0.35634747460995325
YFL044C	-0.08579609848778422	-0.3563477621981322
YFL046W	-0.09052758772044762	-0.35634758116908144
YFL047W	0.02482884227621447	-0.3563476317058722
YFL048C	-0.10715916150204506	-0.35634744403066315
YFL049W	-0.06025044070055446	-0.35634759582792774
YFL050C	-0.0638689171125039	-0.35634766855645317
YFL051C	-0.11639069897903276	-0.3563471037514225
YFL052W	-0.0969632446228167	-0.3563476110742657
YFL053W	-0.09093354059782809	-0.356347596578156
YFL054C	-0.099782000941542	-0.35634755980621524
YFL055W	-0.08908476091182872	-0.356347466375338
YFL063W	-0.08574964529703641	-0.35634753944151265
YFR001W	-0.11360971456429918	
YFR006W	-0.08845967842660095	-0.35634772974270706
YFR007W	1.0768451485408181	-0.35634786261106244
YFR008W	-0.03654597027854907	-0.35634742396051217
YFR009W	-0.10495980235362665	-0.35634806370445105
YFR011C	-0.08098098513708808	-0.3563476857333526
YFR012W	-0.5629398846965077	-0.35634755963087184
YFR013W	-0.4758620243951116	-0.35634775407301794
YFR014C	-0.09500271914765387	-0.35634762270040926
YFR017C	-0.06559256843850426	-0.35634742535934666
YFR018C	-0.07801327337893459	-0.35634763269271896
YFR019W	-0.1663526731299099	-0.35634798406478346
YFR021W	-0.16051058213280547	-0.3563478852739788
YFR022W	-0.09153790243346753	-0.35634776236715165
YFR023W	-0.11361133621697313	-0.35634768591589744
YFR024C-A	-0.1105684074340086	-0.35634754118181483
YFR025C	-0.11409409293607135	-0.3563476654833335
YFR026C	0.02376917629934095	-0.35634764660883445
YFR030W	-0.08875790442646182	-0.35634808102082305
YFR031C-A	-0.09261088662962588	-0.3563476150783792
YFR032C	-0.09496769802713066	-0.3563475997748811
YFR032C-A	-0.09298162161157905	-0.35634756299991877
YFR033C	-0.11984869472321942	-0.3563479101720689
YFR034C	-0.16450823735300613	-0.3563476200752919
YFR035C	-0.06716801481200446	-0.35634766992179207
YFR036W	0.4071336547487503	-0.3563476603935139
YFR039C	0.03900965730582395	-0.35634783156338684
YFR040W	-0.13576779906951064	-0.3563477535526737
YFR041C	-0.10572129246926609	-0.35634758570063324
YFR043C	-0.10786972271407737	-0.35634766545701557
YFR044C	-0.11920072328459884	-0.3563473286524618
YFR045W	-0.11001099663616078	-0.35634762634207373
YFR046C	-0.028373351453319342	-0.3563473980534079
YFR047C	-0.09692505067993823	-0.35634754959131765
YFR048W	-0.12158773727295685	-0.3563477148800242
YFR049W	-0.09749422465477517	-0.3563478537504121
YFR053C	-0.08677804163274211	-0.35634757068947265
YFR054C	-0.0944719777948241	-0.3563476568103568
YFR055W	-0.09339971009492655	-0.3563476116086861
YFR056C	-0.0770960492671636	-0.35634757993450483
YGL002W	-0.11988004365868762	-0.3563476536403207
YGL004C	-0.12430718094619626	-0.35634774085540094
YGL006W	-0.12386393136783456	-0.35634752897513383
YGL007W	-0.08483493082226083	-0.3563476411089211
YGL010W	-0.11212745874182699	-0.3563476793561623
YGL012W	-0.13537043505861868	-0.35634789010843515
YGL013C	-0.1605091544872211	-0.35634757622256724
YGL014W	-0.1260157939829807	-0.356347688986877
YGL015C	-0.10389030047296663	-0.35634760992071296
YGL016W	-0.05062439642043662	-0.3563477658579645
YGL017W	-0.1383257352543193	-0.35634814364942974
YGL019W	-0.16194785103030074	-0.35634766536709145
YGL020C	-0.11913347583771422	-0.3563480469650783
YGL021W	-0.10250576021917195	-0.35634757537052125
YGL023C	-0.1432106939115884	-0.3563640929771979
YGL024W	-0.15615155199395592	-0.3563480621286845
YGL025C	-0.15072320826889482	-0.35634804568401357
YGL027C	-0.06812575760958511	-0.3563469622605564
YGL028C	-0.10442655163966941	-0.3563476262313302
YGL029W	-0.13162851501437645	-0.35634779371659875
YGL031C	-0.1225917697814929	-0.3563475847232252
YGL032C	-0.1067860094326255	-0.35634703883250907
YGL033W	-0.10670253930171913	-0.35634766984885335
YGL035C	-0.11873048088666878	-0.35634804477696264
YGL036W	-0.10782217461160924	-0.35634767011418894
YGL037C	-0.13335294332954464	-0.35634752525237506
YGL038C	-0.14281934388113887	-0.35634783310902135
YGL039W	-0.11064917722839336	-0.35634758252708515
YGL042C	0.054439006149345784	-0.3563478215097066
YGL043W	-0.0558348267086028	-0.35634771257881526
YGL045W	-0.16370683051327406	-0.356347674597004
YGL049C	-0.12548594703838115	-0.3563474349140511
YGL050W	-0.11558597510856414	-0.35634783142103105
YGL051W	-0.11247228448438316	-0.3563475872487883
YGL053W	-0.10601063704324624	-0.3563474192412121
YGL054C	-0.14770506849858542	-0.35634770159636764
YGL056C	-0.16025106681352522	-0.356347655199605
YGL057C	-0.09704880903205948	-0.3563477651668538
YGL058W	-0.16210386446640063	-0.35634778890531604
YGL059W	-0.17766891322845163	-0.3563475752359705
YGL060W	-0.0951751236912996	-0.35634741780970086
YGL062W	-0.13673790065350103	-0.3563478262971112
YGL063W	-0.10971409736791342	-0.3563476551824145
YGL064C	-0.004274333079306416	-0.3563478741202713
YGL066W	-0.1700822412737861	-0.35634783909280554
YGL067W	-0.10561585058769642	-0.3563477512947674
YGL071W	-0.16039531280723765	-0.3563478090347955
YGL072C	-0.14694061617639995	-0.3563463636129447
YGL076C	-0.10212022769295866	-0.3563477925173485
YGL077C	-0.112503195449705	-0.3563474886764504
YGL078C	-0.10223353106659354	-0.35634752583275625
YGL079W	-0.12184593627891346	-0.3563477437952125
YGL081W	-0.1037695323878095	-0.3563476811079623
YGL082W	-0.09994340799388046	-0.35634760339667415
YGL083W	-0.11822338697204389	-0.35634763847169126
YGL084C	-0.14335061476504568	-0.3563462112684643
YGL085W	-0.1017527739708722	-0.35634757701492703
YGL086W	-0.11840546779472962	-0.35634769816984996
YGL087C	-0.17253637308937245	-0.3563445530794924
YGL088W	-0.12976412364589676	-0.3563476367558652
YGL089C	-0.26525139159555383	-0.3563477578601049
YGL090W	-0.08930096305679038	-0.3563478155210569
YGL094C	-0.14360517727748146	-0.3563475512117078
YGL095C	-0.14629999984337863	-0.3563477385472737
YGL096W	-0.11807477738950019	-0.356347585289468
YGL101W	-0.1389398832933131	-0.35634740953285043
YGL104C	-0.16161946181770448	-0.35634675063502996
YGL108C	-0.09977827388854049	-0.35634758272791883
YGL109W	-0.11156105647986257	-0.356347465815236
YGL110C	-0.09777809326638516	-0.3563476589109569
YGL114W	-0.11710304101645345	-0.3563476424416639
YGL117W	-0.10058023852717665	-0.35634769600190414
YGL118C	-0.11390473396864538	-0.35634765883796127
YGL121C	-0.11264675184008367	-0.3563474531104233
YGL126W	-0.0037974832482921333	-0.35634768986318366
YGL129C	-0.14504685583441715	-0.35634811128614513
YGL131C	-0.09633315460205902	-0.3563474394377164
YGL132W	-0.1264825117411999	-0.3563476747608071
YGL136C	-0.15521482670902007	-0.356347777827581
YGL138C	-0.08135841913909511	-0.3563476495066461
YGL139W	-0.1716969018600344	-0.35634757703263875
YGL140C	-0.09935361173643854	-0.35634767353171126
YGL141W	-0.1122934149169717	-0.3563473076646192
YGL143C	-0.1366150778138523	-0.35634827474439074
YGL144C	-0.10105529303610872	-0.35634765311346617
YGL146C	-0.09094115094605519	-0.3563476738137256
YGL147C	-0.08047123368460907	-0.3563476123889209
YGL149W	-0.14848906495852718	-0.35634763726649477
YGL151W	-0.13448595344935285	-0.35634772621162086
YGL152C	-0.1381265672525823	-0.35634697754006134
YGL153W	-0.1282276071114367	-0.3563474351985956
YGL154C	-0.11374036495662379	-0.3563475660709884
YGL156W	-0.11883514798797043	-0.3563477030527539
YGL157W	-0.14467925052556507	-0.3563476631061974
YGL158W	-0.11001154134989119	-0.3563476420159894
YGL159W	-0.092152446385831	-0.35634761066727355
YGL160W	-0.12495461381797852	-0.35634773605093323
YGL161C	-0.12262683522184853	-0.3563476821883718
YGL162W	-0.07667191243108303	-0.3563475648553342
YGL163C	-0.09602754492885637	-0.3563472910590389
YGL164C	-0.07824317080207684	-0.356347705862815
YGL165C	-0.1325771926799218	-0.3563457503992291
YGL166W	-0.11373596228535687	-0.35634769309604153
YGL167C	-0.11931031651551666	-0.35634685442813574
YGL168W	-0.16233876986861012	-0.35634761503542384
YGL170C	-0.09736555114398497	-0.35634762448430923
YGL173C	-0.173069417708136	-0.3563477601741743
YGL174W	-0.12414968134002086	-0.3563479156454612
YGL175C	-0.11550840335088089	-0.3563475527622635
YGL176C	-0.10735639500103489	-0.35634757150611995
YGL177W	-0.12448730048030407	-0.35634742250849066
YGL179C	-0.07881322338489342	-0.35634759140094996
YGL180W	-0.15774326168692918	-0.35634782268865905
YGL181W	-0.09620132612489998	-0.3563404828901924
YGL194C	-0.1402128616604424	-0.35634711513214096
YGL195W	-0.1607637352548702	
YGL196W	-0.11370758290503992	-0.356347594730515
YGL197W	-0.2541256792587278	-0.3563479957220314
YGL198W	-0.10898612450530737	-0.3563477613603986
YGL199C	-0.12108006702715696	-0.35634743155751847
YGL202W	-0.12005200082450136	-0.35634761293262784
YGL203C	-0.1409096166540212	-0.35634739880913346
YGL205W	-0.11314557218569936	-0.35634750225534295
YGL209W	-0.10819481887082388	-0.3563475218041251
YGL210W	-0.10956687432907851	-0.35634765354651465
YGL211W	-0.07714280458419027	-0.35634770255476356
YGL212W	-0.1739131712254454	-0.35634770589506054
YGL213C	-0.09588824878026998	-0.3563476975731639
YGL214W	-0.06211038988994392	-0.35634770576877817
YGL215W	-0.12982864006864084	-0.35634767984214794
YGL216W	-0.10294571603571183	-0.35634757402021916
YGL217C	-0.10064555482402003	-0.3563480872721722
YGL218W	-0.14924991081408906	-0.35634782269587423
YGL219C	-0.1424048933100282	-0.35634802824685424
YGL220W	-0.05370882094448848	-0.3563471560518286
YGL221C	-0.09817664527939221	-0.3563476067689964
YGL222C	-0.18405154728261294	-0.3563470044968078
YGL223C	-0.12696876700263926	-0.3563475359817087
YGL224C	-0.11334203015357894	-0.35634770592818804
YGL226C-A	-0.1299121861295637	-0.35634732162897115
YGL226W	-0.11351918413988743	-0.3563475083890604
YGL227W	-0.16117946883666828	-0.35634698838775203
YGL228W	-0.05154849216391588	-0.3563475660865973
YGL229C	-0.11331027186810165	-0.3563475637156993
YGL230C	-0.11608119906858039	-0.3563476455573327
YGL231C	-0.08137366139371066	-0.3563473433759796
YGL232W	-0.451959606854156	-0.35634810249638776
YGL234W	-0.05224338627867593	
YGL235W	-0.058058619881581446	-0.35634772227942774
YGL236C	-0.12584444977214626	-0.3563476580464029
YGL237C	-0.143191292398064	-0.35634766906501586
YGL240W	-0.1175126718966481	-0.35634756264294604
YGL241W	-0.09603655317460523	-0.35634758815165113
YGL242C	-0.10444135834698168	-0.3563471245159033
YGL243W	-0.09450676363313222	-0.3563476030684185
YGL244W	-0.160776744787302	-0.35634787544163804
YGL246C	-0.15616722557088863	-0.3563472724965682
YGL248W	-0.10079004619623398	-0.35634759239715524
YGL250W	-0.13444120427890816	-0.3563475740219869
YGL251C	-0.11848620964532822	-0.3563468624936098
YGL252C	-0.12761606774717482	-0.35634796537834235
YGL253W	-0.10663428230142777	-0.35634776202431434
YGL254W	-0.11033076147349116	-0.3563474849799023
YGL255W	-0.04616474855522292	-0.3563475053992585
YGL256W	-0.10464733623937375	-0.35634756891909397
YGL257C	-0.0849434165667839	-0.3563475485788934
YGL258W	-0.10783259678322794	-0.3563476517002954
YGL259W	-0.1095099115752019	-0.3563476082211133
YGL260W	-0.10887821685717705	-0.3563476207917575
YGL261C	-0.10680223904577078	-0.3563476179481539
YGL262W	-0.09714937012067694	-0.3563476051372199
YGL263W	-0.11059333894226445	-0.35634759211303363
YGR001C	-0.11087151685211745	-0.3563473944522186
YGR003W	-0.13485389069859147	-0.35634760613332367
YGR004W	-0.125000278413551	-0.35634760737400983
YGR007W	-0.11159519419416433	-0.3563473296197077
YGR008C	-0.10576598669885369	-0.35634765699932763
YGR010W	-0.11450320391904276	-0.35634763633844874
YGR011W	-0.3949836170664013	-0.3563476600180073
YGR012W	-0.12545405505057927	-0.35634734125227013
YGR014W	-0.1134402744517396	-0.35634757115817134
YGR015C	-0.1001648513280223	-0.35634757716969867
YGR016W	-0.09429630164648442	-0.3563480353875612
