orf	hap ? | growth (colony size) | expression of MELK | SC - Leu, Gal [2%] | Zhou L~Foijer F, 2021	hap ? | growth (colony size) | expression of MELK-kd | SC - Leu, Gal [2%] | Zhou L~Foijer F, 2021
YDL069C	-0.015763952183514843	0.026177816196278125
YDL071C	-0.09083854829781983	-0.018086230436018237
YDL074C	-0.030663725451173393	-0.021261985203596342
YDL083C	-0.07142164717746428	-0.060414668225644196
YDL085C-A	-0.011401445029074026	0.01578109968669789
YDL085W	0.023867483379546164	-0.006914598322064762
YDL088C	-0.007195206741537032	0.021676837812702722
YDL089W	-0.00738043155022429	0.006014663225867909
YDL090C	0.022839306269113013	0.12553337233437883
YDL091C	-0.05831591812184096	-0.049136118497687016
YDL093W	-0.060652648474121315	-0.04092877242890795
YDL094C	-0.05691154825414411	-0.038597635771960466
YDL095W	-0.05130763502614179	-0.032824582361518785
YDL096C	0.0005155862012783815	-0.017050703760822565
YDL099W	-0.04284620133887047	-0.00017759031063127866
