ORF	hap a | growth (lag phase) | sodium chloride [0.85 M] | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (exponential growth rate) | sodium chloride [0.85 M] | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (stationary phase cell density) | sodium chloride [0.85 M] | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (lag phase) | standard | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (exponential growth rate) | standard | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (stationary phase cell density) | standard | minimal complete | Warringer J~Blomberg A, 2003
YIR029W	0.031	-0.038	0.042	0.038	-0.013	0.015
YIR030C	0.060	-0.073	0.089	0.077	0.028	-0.015
YIR031C	-0.120	0.029	0.036	0.002	-0.014	-0.010
YIR033W	-0.015	0.157	0.013	0.200	-0.292	-0.036
YIR034C	-0.016	0.052	-0.044	0.079	-0.005	-0.005
YIR035C	-0.053	0.006	0.499	0.071	-0.037	-0.298
YIR036C	-0.073	-0.008	0.052	0.069	-0.025	-0.012
YIR037W	-0.115	-0.014	-0.054	0.060	-0.034	0.013
YIR038C	0.078	-0.079	-0.093	-0.049	-0.033	0.056
YIR039C	0.007	-0.065	0.147	0.035	-0.034	-0.164
YIR042C	-0.030	0.026	-0.031	0.153	-0.029	-0.027
YIR043C	0.124	0.002	0.095	0.283	0.033	-0.081
YIR044C	0.057	0.035	0.275	0.259	0.040	-0.230
YJL003W	-0.199	0.097	-0.061	-0.067	-0.130	-0.025
YJL004C	0.010	-0.009	0.018	0.142	0.035	0.077
YJL007C	-0.004	0.028	0.120	0.115	0.015	0.009
YJL012C	0.059	-0.011	0.088	0.061	0.062	0.040
YJL013C	0.109	-0.007	0.229	0.183	0.031	-0.103
YJL016W	0.130	0.024	0.074	0.125	0.056	0.069
YJL017W	0.067	-0.037	0.094	0.030	0.044	0.016
YJL020C	0.140	-0.057	0.107	0.089	0.011	0.023
YJL021C	-0.025	-0.059	0.053	0.118	0.029	0.003
YJL022W	0.016	-0.032	0.187	0.089	0.020	-0.035
YJL023C	-0.047	-0.010	0.028	0.116	0.041	0.037
YJL024C	0.057	-0.024	0.155	0.122	0.044	0.019
YJL027C	-0.211	0.109	0.132	-0.004	-0.322	-0.212
YJL028W	0.164	-0.066	0.141	0.079	0.022	-0.030
YJL029C	0.133	-0.045	0.081	0.101	0.066	-0.096
YJL030W	0.044	-0.051	0.018	0.036	-0.007	0.071
YJL036W	-0.252	-0.193	-0.020	-0.374	-0.084	0.086
YJL037W	-0.044	0.034	-0.016	0.021	-0.024	0.056
YJL038C	-0.007	-0.010	0.020	0.026	-0.019	-0.015
YJL042W	-0.047	0.005	0.046	0.216	0.061	0.053
YJL043W	0.058	-0.154	0.052	0.059	-0.025	-0.019
YJL044C	0.006	-0.028	0.004	0.031	-0.006	0.003
YJL045W	0.026	-0.139	0.071	0.036	-0.007	0.049
YJL046W	0.157	-0.099	0.103	0.036	-0.070	-0.056
YJL047C	0.118	-0.056	0.081	-0.006	-0.086	0.009
YJL048C	0.210	-0.035	-0.113	-0.071	-0.009	0.142
YJL049W	0.110	-0.040	-0.051	-0.043	-0.025	0.108
YJL051W	-0.036	-0.043	0.164	0.032	0.013	-0.079
YJL052W	-0.345	0.042	-0.181	-0.004	-0.094	0.016
YJL053W	-0.094	0.004	-0.117	-0.171	-0.066	-0.026
YJL055W	-0.016	-0.024	-0.158	0.111	0.011	0.152
YJL056C	-0.265	0.148	0.015	0.128	-0.257	0.014
YJL057C	0.054	-0.063	-0.058	-0.024	-0.006	0.061
YJL058C	0.073	0.015	-0.056	-0.057	0.008	0.053
YJL059W	0.088	-0.064	0.030	0.031	0.007	0.008
YJL060W	0.061	0.022	0.046	-0.019	-0.007	0.027
YJL062W	0.167	0.135	-0.047	0.106	-0.004	-0.088
YJL063C	-0.137	0.167	-0.187	0.012	-0.175	0.070
YJL064W	0.151	-0.136	-0.024	-0.027	-0.053	0.001
YJL065C	-0.138	-0.007	-0.116	-0.128	-0.042	0.073
YJL066C	0.128	-0.071	-0.010	0.009	0.000	-0.005
YJL067W	0.098	0.016	-0.059	0.033	-0.014	0.037
YJL068C	0.022	0.041	-0.000	0.015	-0.003	0.023
YJL070C	-0.102	0.012	-0.059	0.300	0.054	0.164
YJL071W	0.070	-0.125	-0.079	-0.576	-0.335	0.067
YJL073W	0.039	-0.010	-0.014	-0.057	0.018	0.008
YJL075C	0.266	-0.264	-0.050	-0.614	-0.538	0.050
YJL077C	0.126	-0.008	0.058	0.030	0.008	0.007
YJL078C	-0.016	-0.025	0.223	0.268	0.074	-0.074
YJL079C	-0.109	0.069	-0.994	0.054	-0.014	0.038
YJL080C	-0.093	-0.012	-0.106	0.084	-0.030	-0.124
YJL082W	-0.033	0.014	0.051	0.064	-0.036	-0.045
YJL083W	-0.140	0.013	-0.084	0.049	0.026	0.090
YJL084C	-0.008	-0.086	0.148	-0.085	0.021	0.048
YJL088W	-0.073	0.089	-0.051	-0.053	-0.009	0.061
YJL089W	-0.001	0.050	0.015	-0.080	0.021	0.022
YJL092W	-0.084	0.042	0.049	-0.046	-0.031	-0.003
YJL093C	0.021	0.006	0.078	-0.013	0.001	0.016
YJL094C	-0.033	0.046	0.122	0.160	0.036	-0.077
YJL095W	0.075	-0.073	0.001	-0.124	-0.018	0.011
YJL096W	-0.052	0.105	0.146	0.034	-0.210	-0.077
YJL098W	-0.002	0.044	-0.071	-0.052	-0.030	-0.021
YJL099W	0.110	-0.018	-0.014	0.028	-0.039	-0.068
YJL100W	-0.064	0.020	0.095	0.105	-0.006	-0.045
YJL101C	-0.705	-0.194	0.151	-0.747	-0.296	-0.151
YJL102W	-0.093	0.090	-0.137	-0.114	-0.076	-0.000
YJL103C	-0.067	0.033	0.066	0.031	-0.000	-0.058
YJL105W	-0.116	-0.025	0.019	0.227	0.093	-0.026
YJL106W	0.018	-0.019	-0.039	0.066	-0.006	0.028
YJL107C	0.122	0.064	-0.093	-0.053	-0.016	0.020
YJL108C	0.174	0.021	0.030	-0.090	0.000	-0.012
YJL110C	0.079	0.112	0.058	-0.029	-0.004	-0.036
YJL112W	0.184	-0.029	0.026	0.008	0.015	0.016
YJL115W	0.274	-0.047	-0.063	0.010	-0.238	-0.087
YJL116C	-0.080	0.024	0.018	0.083	0.010	0.049
YJL117W	0.303	-0.215	0.088	-0.396	-0.182	-0.055
YJL118W	-0.105	0.028	-0.023	0.006	0.015	0.094
YJL119C	0.000	-0.020	0.003	0.052	0.000	0.056
YJL120W	0.289	-0.013	0.180	-0.571	-0.123	-0.028
YJL121C	0.156	0.010	0.023	-0.135	-0.043	0.010
YJL122W	-0.110	0.054	-0.090	-0.023	0.013	0.050
YJL123C	0.238	0.122	0.143	-0.135	-0.063	-0.097
YJL124C	0.100	0.086	-0.005	-0.362	-0.184	-0.015
YJL126W	0.077	0.030	0.006	0.069	-0.018	-0.034
YJL127C	-0.073	0.103	0.019	0.468	-0.215	-0.009
YJL128C	-0.117	-0.995	-1.268	0.369	-0.030	-0.118
YJL129C	0.037	-0.313	-1.243	0.064	-0.323	-0.039
YJL130C	-0.072	0.055	0.148	0.030	-0.002	-0.107
YJL131C	-0.060	0.076	0.070	0.093	0.008	-0.028
YJL132W	0.055	0.023	0.103	-0.022	-0.003	-0.027
YJL133W	0.036	0.038	0.020	-0.008	-0.000	0.009
YJL134W	-0.130	0.014	0.109	-0.023	-0.029	-0.011
YJL135W	-0.029	0.051	0.007	-0.018	-0.017	0.025
YJL136C	0.247	-0.098	-0.094	-0.048	-0.045	-0.120
YJL137C	0.139	-0.042	0.200	-0.074	0.003	-0.054
YJL138C	-0.038	0.039	-0.015	-0.064	-0.001	-0.048
YJL139C	0.293	0.100	0.007	-0.136	-0.053	0.046
YJL140W	-0.439	0.417	0.110	-0.437	-0.501	-0.098
YJL141C	0.338	-0.026	-0.239	0.074	0.020	0.205
YJL142C	-0.081	0.074	0.093	0.005	-0.000	0.002
YJL144W	0.059	0.036	-0.000	0.102	0.008	-0.011
YJL145W	0.059	-0.046	0.089	0.120	-0.006	-0.065
YJL146W	-0.066	0.012	-0.019	0.089	-0.005	0.021
YJL147C	0.047	0.067	0.006	0.073	-0.029	0.009
YJL148W	0.075	-0.091	0.029	0.041	-0.074	0.025
YJL149W	0.009	0.053	0.029	0.038	-0.043	-0.022
YJL150W	-0.038	0.014	-0.020	0.023	-0.003	-0.016
YJL151C	0.238	-0.053	0.088	-0.059	0.018	0.039
YJL152W	-0.005	-0.077	0.138	0.022	0.008	-0.009
YJL153C	-0.257	0.170	-0.087	-0.462	-0.509	-0.050
YJL154C	-0.068	-0.018	-0.029	0.021	-0.083	-0.019
YJL155C	0.092	0.082	-0.043	0.106	-0.052	-0.024
YJL157C	-0.127	0.035	0.004	0.164	-0.016	-0.075
YJL158C	-0.078	-0.024	0.054	0.181	0.043	-0.078
YJL159W	0.038	-0.026	-0.001	0.096	0.030	-0.030
YJL160C	0.160	-0.022	0.045	-0.034	0.016	0.067
YJL161W	0.175	-0.011	0.112	0.004	0.014	-0.056
YJL162C	0.010	-0.004	0.077	0.011	0.005	-0.068
YJL163C	0.038	0.025	0.091	0.055	0.006	0.008
YJL164C	0.088	-0.028	-0.037	-0.256	-0.015	-0.009
YJL165C	0.220	-0.234	-0.039	0.134	-0.013	0.008
YJL166W	-0.113	-0.000	0.075	0.194	-0.067	-0.198
YJL168C	-0.051	-0.006	-0.038	0.083	-0.059	-0.082
YJL169W	0.396	-0.102	0.092	-0.307	0.067	-0.212
YJL170C	-0.185	-0.023	0.090	0.392	0.015	-0.106
YJL171C	-0.047	0.047	-0.053	0.164	-0.043	0.077
YJL172W	-0.192	-0.366	-0.049	-0.572	-0.040	0.062
YJL175W	-0.162	0.021	-0.064	-0.495	-0.256	0.002
YJL176C	-0.084	-0.124	-0.013	-0.835	-0.205	-0.209
YJL177W	0.200	0.033	0.066	-0.033	-0.098	0.073
YJL178C	0.024	-0.033	-0.087	-0.059	0.014	0.053
YJL179W	0.074	-0.168	0.041	-0.156	-0.079	-0.040
YJL180C	0.006	-0.041	0.020	-0.245	-0.004	0.008
YJL181W	-0.078	0.046	0.259	0.094	0.031	-0.253
YJL182C	-0.095	0.062	0.140	0.104	0.024	-0.139
YJL183W	0.119	0.034	0.216	-0.175	-0.056	-0.252
YJL184W	-1.542	-0.146	-0.042	-0.433	-0.580	0.042
YJL185C	-0.017	-0.000	0.101	0.139	-0.007	-0.072
YJL186W	-0.010	0.003	0.031	0.097	0.006	-0.069
YJL187C	-0.144	0.065	0.018	0.146	0.004	-0.060
YJL188C	-0.008	0.228	-0.022	-0.159	-0.393	-0.020
YJL189W	0.280	0.183	0.046	-0.366	-0.415	0.063
YJL190C	0.043	-0.007	-0.103	-0.028	0.017	0.104
YJL191W	0.226	-0.044	-0.028	-0.077	-0.009	0.070
YJL192C	-0.029	0.022	0.034	-0.105	0.031	-0.016
YJL193W	0.002	0.037	-0.016	-0.032	0.024	0.016
YJL196C	0.299	-0.020	0.022	-0.063	0.032	-0.026
YJL197W	-0.076	0.018	-0.013	0.020	0.041	-0.034
YJL198W	-0.030	-0.079	0.015	-0.051	0.035	0.005
YJL199C	0.018	-0.006	0.023	0.049	0.039	-0.018
YJL200C	0.048	0.052	0.070	0.104	-0.002	-0.097
YJL201W	-0.026	-0.023	-0.002	0.066	0.028	-0.027
YJL204C	0.091	-0.225	-0.017	-0.378	-0.254	-0.324
YJL206C	-0.061	0.082	0.035	-0.030	-0.012	-0.058
YJL206C-A	-0.061	-0.019	-0.070	-0.164	0.015	0.094
YJL207C	0.125	-0.087	-0.049	-0.111	0.015	0.024
YJL208C	-0.001	-0.062	-0.010	-0.239	0.001	-0.039
YJL209W	-0.257	0.061	0.052	0.012	-0.029	-0.127
YJL210W	-0.095	0.021	0.103	0.070	0.049	-0.125
YJL211C	-0.093	-0.010	0.113	0.062	0.058	-0.117
YJL212C	0.044	-0.060	-0.034	0.036	0.041	0.010
YJL213W	0.052	0.012	-0.161	0.074	-0.008	0.015
YJL214W	0.113	-0.069	0.030	-0.038	0.029	-0.104
YJL215C	-0.094	0.025	0.067	0.037	-0.007	-0.117
YJL216C	-0.138	0.012	0.046	0.138	0.029	-0.049
YJL217W	-0.045	-0.004	-0.035	0.034	0.026	0.045
YJL218W	-0.076	0.044	-0.089	0.056	0.054	0.032
YJR001W	0.028	0.042	-0.109	0.141	0.051	-0.028
YJR003C	-0.031	0.053	0.128	0.355	0.013	-0.090
YJR004C	-0.218	0.147	0.186	0.031	-0.006	-0.141
YJR005W	0.054	-0.012	0.098	0.145	0.036	0.014
YJR008W	-0.035	0.039	0.219	0.095	0.056	-0.096
YJR009C	0.017	-0.002	0.142	0.130	0.041	-0.020
YJR010C-A	-0.005	-0.002	0.217	0.098	0.047	-0.112
YJR010W	-0.019	0.004	0.085	0.106	0.047	0.044
YJR011C	0.028	0.049	0.089	0.085	0.051	-0.002
YJR014W	0.085	0.063	0.086	0.036	-0.055	-0.063
YJR015W	0.085	-0.029	0.155	0.151	0.042	-0.049
YJR019C	0.084	-0.017	0.201	0.205	0.026	-0.099
YJR020W	0.126	-0.068	0.157	0.186	0.024	-0.048
YJR021C	0.011	-0.049	0.341	0.196	0.032	-0.220
YJR024C	0.045	-0.027	0.131	0.133	0.008	-0.010
YJR025C	0.094	-0.007	0.169	0.174	0.038	-0.096
YJR026W	0.121	-0.028	0.167	0.244	0.043	-0.066
YJR030C	0.104	-0.010	0.111	0.206	0.035	-0.027
YJR031C	0.047	-0.042	0.179	0.092	0.007	-0.090
YJR032W	0.044	0.129	-0.014	-0.075	-0.300	-0.077
YJR033C	-0.127	0.058	0.087	0.075	-0.010	-0.064
YJR034W	-0.176	-0.055	-0.026	0.037	-0.027	-0.082
YJR035W	-0.093	-0.001	0.102	0.097	0.016	-0.053
YJR036C	0.068	-0.052	0.039	0.022	0.014	-0.013
YJR037W	0.073	-0.060	0.055	0.073	0.037	-0.023
YJR038C	0.060	-0.054	0.007	0.044	0.033	0.029
YJR039W	0.042	-0.080	-0.203	-0.003	0.013	0.021
YJR040W	-0.364	0.047	0.085	-0.074	-0.032	-0.065
YJR043C	-0.042	-0.120	-0.171	0.179	-0.025	-0.003
YJR044C	-0.121	0.031	0.008	0.027	-0.052	-0.081
YJR047C	-0.012	-0.032	0.103	0.085	0.009	-0.004
YJR048W	-0.007	-0.005	0.118	0.044	0.005	0.002
YJR049C	0.015	-0.049	-0.040	0.018	0.034	0.115
YJR050W	-0.038	-0.040	-0.024	-0.124	-0.006	0.070
YJR051W	-0.141	-0.008	-0.236	0.033	0.031	0.069
YJR052W	-0.306	-0.012	-0.396	-0.042	0.021	0.083
YJR053W	0.065	0.002	0.058	-0.004	0.036	0.014
YJR054W	0.271	-0.048	-0.154	-0.162	-0.100	0.120
YJR055W	0.129	0.106	0.112	-0.084	-0.284	-0.154
YJR056C	0.088	0.012	0.116	0.131	0.007	0.001
YJR058C	0.103	-0.052	0.062	0.137	0.011	-0.001
YJR059W	-0.108	-0.146	0.127	-0.235	-0.039	0.054
YJR060W	-0.287	0.052	-0.007	0.109	-0.234	0.008
YJR061W	-0.084	0.036	-0.072	-0.012	0.005	0.122
YJR062C	0.056	-0.021	-0.387	-0.008	0.041	0.166
YJR063W	0.039	-0.059	-0.029	0.264	0.131	0.023
YJR066W	0.163	-0.011	-0.140	-0.126	-0.060	0.098
YJR069C	-0.020	0.010	0.165	0.183	0.059	-0.053
YJR070C	0.146	0.054	0.131	0.052	0.022	-0.052
YJR073C	-0.420	0.028	-0.261	-1.011	-0.550	-0.067
YJR074W	0.248	-0.009	0.109	-0.295	-0.088	-0.056
YJR075W	0.137	0.059	0.182	0.116	-0.011	-0.132
YJR077C	-0.034	0.010	-0.223	0.098	0.025	-0.056
YJR078W	0.025	-0.007	-0.046	0.032	0.011	0.057
YJR079W	-0.051	0.003	-0.130	0.056	-0.023	0.081
YJR080C	-0.074	0.006	0.169	0.111	0.064	-0.036
YJR082C	-0.037	-0.053	-0.003	0.053	-0.034	0.010
YJR083C	-0.147	0.045	0.022	0.067	-0.000	-0.035
YJR084W	0.011	0.038	0.163	0.139	0.068	-0.095
YJR087W	0.027	0.025	0.138	0.152	0.039	-0.047
YJR088C	0.001	-0.004	-0.010	0.064	-0.029	0.030
YJR090C	-1.499	-0.424	-0.202	0.101	-0.317	0.202
YJR091C	0.085	-0.044	0.112	0.114	0.061	-0.015
YJR092W	0.062	0.066	0.155	0.027	0.031	-0.035
YJR094C	0.074	-0.033	0.145	0.164	0.059	-0.028
YJR094W-A	0.107	0.007	-0.016	0.125	-0.045	0.141
YJR095W	0.211	-0.016	0.128	0.083	0.035	-0.056
YJR096W	0.043	0.046	0.125	0.015	0.057	-0.002
YJR097W	0.017	0.000	0.171	0.080	0.023	-0.064
YJR098C	0.010	0.033	0.160	0.093	0.058	-0.058
YJR099W	0.029	0.035	0.148	0.105	0.060	0.005
YJR100C	-0.029	0.013	0.061	0.109	0.066	0.058
YJR102C	0.411	-0.537	-0.208	-0.722	-0.203	-0.043
YJR103W	-0.042	-0.014	0.042	-0.193	-0.048	-0.025
YJR104C	-0.091	-0.047	0.020	0.046	0.004	-0.177
YJR105W	-0.127	0.021	-0.249	-0.941	-0.471	0.099
YJR106W	0.080	-0.036	0.100	0.125	0.055	0.008
YJR107W	0.102	-0.025	0.091	0.154	0.077	0.005
YJR108W	0.105	-0.088	0.049	-0.041	-0.011	-0.004
YJR109C	-0.170	0.094	0.101	0.061	0.043	-0.029
YJR110W	-0.134	-0.035	0.040	0.076	-0.004	-0.013
YJR111C	-0.195	-0.080	0.005	0.113	-0.018	-0.062
YJR113C	-0.255	0.181	0.207	-0.048	-0.326	-0.157
YJR115W	-0.092	-0.105	0.039	0.096	-0.018	-0.034
YJR116W	-0.004	0.024	0.121	0.005	0.048	-0.009
YJR117W	-0.101	0.051	0.103	0.027	0.061	-0.014
YJR118C	-0.331	0.160	0.119	0.140	-0.241	-0.094
YJR119C	0.014	-0.141	0.201	0.052	0.057	-0.005
YJR120W	-0.185	0.051	0.095	0.175	0.068	0.009
YJR121W	-0.057	0.015	0.100	0.105	0.075	0.033
YJR122W	-0.129	-0.021	0.167	0.070	0.041	-0.029
YJR124C	0.003	-0.013	0.158	0.095	0.056	-0.037
YJR125C	-0.118	0.125	0.093	0.136	0.047	-0.048
YJR126C	-0.052	0.046	0.115	0.067	0.058	-0.033
YJR127C	-0.135	0.058	0.028	0.205	0.015	0.005
YJR128W	-0.273	0.107	0.046	0.266	0.035	-0.041
YJR129C	-0.409	0.020	0.145	0.350	0.054	-0.102
YJR130C	-0.341	0.034	0.044	0.338	0.054	-0.017
YJR131W	0.067	0.044	0.112	0.028	0.030	0.033
YJR133W	0.109	-0.018	0.142	0.124	0.057	-0.029
YJR134C	0.017	0.033	0.115	0.087	0.053	-0.042
YJR135C	-0.071	0.006	0.042	0.201	0.023	-0.019
YJR137C	-0.219	-0.005	0.030	0.197	-0.024	0.074
YJR139C	0.088	-0.004	0.040	0.043	-0.023	0.066
YJR140C	-0.017	-0.089	0.158	0.077	0.019	-0.083
YJR142W	0.034	-0.002	0.107	0.086	0.066	0.012
YJR144W	-0.237	0.103	0.168	0.017	-0.289	-0.212
YJR145C	-0.068	0.111	0.149	0.085	-0.216	-0.009
YJR146W	-0.167	-0.031	0.282	0.291	0.056	-0.230
YJR147W	-0.249	0.007	-0.005	0.366	0.059	-0.027
YJR148W	-0.045	0.054	0.041	0.106	0.042	0.068
YJR149W	-0.268	0.007	0.072	0.334	0.040	-0.061
YJR150C	-0.031	-0.003	0.076	0.103	0.053	0.004
YJR152W	-0.175	-0.130	0.140	0.282	-0.041	-0.101
YJR153W	-0.157	0.035	0.051	0.089	0.060	0.075
YJR154W	-0.272	-0.039	0.243	0.323	0.045	-0.106
YKL001C	-0.547	-0.007	0.023	0.161	0.031	0.122
YKL002W	0.154	-0.097	-0.238	-0.376	-0.122	-0.043
YKL003C	-0.183	0.155	0.004	0.260	-0.110	-0.059
YKL005C	0.104	-0.014	0.001	0.101	0.054	0.146
YKL006W	-0.088	0.151	0.062	0.226	-0.158	-0.122
YKL007W	0.371	-0.139	-0.036	-0.205	-0.046	0.011
YKL008C	-0.267	0.014	0.050	0.338	0.048	-0.027
YKL009W	-0.180	0.246	0.000	0.142	-0.401	-0.005
YKL010C	-0.051	-0.052	0.022	0.056	-0.009	-0.011
YKL011C	-0.255	0.072	0.067	0.272	-0.089	-0.113
YKL015W	-0.212	0.015	-0.032	0.307	0.036	0.089
YKL016C	-0.062	0.115	0.109	0.165	-0.115	-0.079
YKL017C	-0.273	0.051	0.098	0.266	0.058	-0.057
YKL020C	-0.302	0.043	0.313	0.252	0.055	-0.240
YKL023W	0.044	-0.210	-0.182	0.178	0.022	-0.125
YKL025C	-0.201	0.027	-0.077	0.184	0.097	0.162
YKL026C	-0.288	0.017	0.046	0.272	0.053	-0.018
YKL027W	-0.411	-0.092	0.144	0.374	0.008	-0.047
YKL029C	-0.063	-0.026	0.079	0.282	-0.017	-0.040
YKL030W	-0.363	-0.338	0.038	0.350	0.199	0.021
YKL031W	-0.189	0.033	0.084	0.306	0.048	-0.067
YKL032C	-0.191	0.104	-0.070	0.176	-0.041	-0.040
YKL034W	-0.129	0.003	0.109	0.145	0.063	-0.036
YKL036C	-0.108	0.074	0.027	0.060	-0.008	-0.074
YKL037W	-0.012	0.008	0.008	0.283	0.019	0.026
YKL038W	-0.076	-0.026	0.055	0.188	0.045	-0.030
YKL039W	-0.113	-0.006	-0.072	0.250	0.033	0.044
YKL040C	-0.021	-0.082	0.077	0.164	0.050	-0.008
YKL041W	0.124	-0.137	-0.243	-0.351	-0.109	-0.013
YKL043W	1.009	-0.129	0.041	-0.722	0.056	-0.024
YKL044W	-0.333	0.016	0.101	0.250	0.034	-0.094
YKL046C	-0.223	0.074	0.087	0.154	0.071	-0.111
YKL047W	-0.280	-0.008	-0.086	0.231	0.060	0.046
YKL048C	-0.191	-0.049	0.066	-0.103	0.004	-0.020
YKL050C	-0.103	-0.009	-0.008	0.143	0.052	0.007
YKL051W	0.032	-0.115	0.048	0.119	0.045	-0.001
YKL053C-A	-0.162	0.079	0.046	-0.001	-0.042	-0.027
YKL053W	0.063	-0.133	-0.167	0.092	0.057	0.017
YKL054C	0.126	-0.113	-0.203	-0.167	-0.193	-0.257
YKL055C	-0.239	0.051	-0.093	0.134	-0.047	0.003
YKL056C	-0.114	0.023	0.014	0.170	-0.066	-0.016
YKL057C	0.096	-0.036	0.053	0.101	-0.075	-0.044
YKL061W	0.074	-0.048	0.047	0.113	0.049	-0.003
YKL062W	-0.012	-0.037	0.042	0.175	0.063	-0.021
YKL063C	0.063	-0.047	0.117	0.093	0.060	-0.060
YKL064W	0.144	-0.061	0.089	0.043	0.048	-0.041
YKL065C	0.009	-0.129	0.181	-0.054	-0.010	-0.140
YKL066W	0.068	-0.071	0.014	0.124	0.044	-0.016
YKL067W	0.126	-0.105	0.065	0.113	0.070	-0.023
YKL068W	-0.056	-0.050	-0.129	0.209	0.055	0.053
YKL069W	0.072	-0.099	-0.043	0.194	0.027	0.030
YKL070W	-0.332	0.041	0.123	0.330	0.016	-0.110
YKL071W	-0.323	0.062	0.173	0.312	0.027	-0.101
YKL072W	-0.401	-0.175	-0.059	0.301	0.258	0.059
YKL073W	-0.358	0.176	0.031	0.504	-0.193	-0.011
YKL074C	-0.025	0.058	0.072	0.211	-0.034	0.015
YKL075C	-0.236	-0.083	0.121	0.186	0.004	-0.002
YKL076C	-0.161	-0.047	0.019	0.178	0.016	0.018
YKL077W	-0.217	0.039	-0.011	0.186	0.025	0.033
YKL079W	-0.172	-0.047	-0.092	0.196	0.035	-0.004
YKL080W	0.244	0.244	-0.084	-0.554	-0.322	-0.175
YKL081W	0.027	0.051	0.083	0.056	-0.019	-0.092
YKL084W	0.015	-0.074	-0.030	0.247	0.056	0.073
YKL085W	-0.145	-0.009	-0.019	0.260	0.043	0.049
YKL086W	-0.232	0.011	-0.009	0.295	0.036	0.052
YKL087C	-0.238	-0.017	-0.022	0.271	-0.003	0.012
YKL090W	-0.258	-0.019	0.003	0.332	0.040	0.038
YKL091C	-0.144	-0.049	0.027	0.315	0.040	0.020
YKL092C	-0.142	-0.041	0.052	0.359	0.052	0.001
YKL093W	-0.146	-0.069	0.092	0.342	0.026	-0.075
YKL094W	0.056	-0.040	0.180	0.113	0.034	-0.158
YKL096W	-0.361	-0.053	0.127	0.274	0.048	-0.014
YKL096W-A	0.147	-0.012	0.132	0.038	0.004	-0.038
YKL097C	-0.241	0.042	0.128	0.256	0.034	-0.052
YKL098W	-0.247	-0.088	0.114	0.319	0.036	-0.138
YKL100C	-0.164	-0.057	0.054	0.280	0.029	0.014
YKL101W	0.008	-0.153	0.144	0.165	0.050	-0.004
YKL102C	-0.648	0.039	-0.167	0.353	0.035	0.022
YKL103C	0.148	0.059	0.022	-0.075	-0.009	0.008
YKL105C	-0.368	-0.005	-0.040	0.283	0.061	0.044
YKL106W	-0.113	-0.070	0.078	0.329	0.018	-0.080
YKL107W	NaN	NaN	NaN	0.287	0.039	-0.059
YKL109W	-0.682	-0.035	0.021	0.357	-0.002	-0.021
YKL110C	-0.245	0.062	0.060	0.186	-0.115	-0.091
YKL113C	-0.091	-0.064	0.045	-0.056	-0.314	-0.106
YKL114C	-0.183	-0.082	0.110	0.331	0.018	-0.051
YKL115C	0.105	-0.035	0.100	0.004	-0.006	0.072
YKL116C	-0.073	-0.060	0.076	0.159	-0.001	-0.074
YKL117W	0.293	-0.044	0.020	0.025	-0.051	-0.034
YKL118W	0.192	0.216	0.135	-0.430	-0.299	-0.151
YKL119C	0.656	0.045	-0.274	-0.434	-0.132	0.032
YKL120W	0.157	-0.059	0.104	0.068	0.067	-0.072
YKL121W	-0.088	-0.041	0.100	0.037	0.055	-0.050
YKL123W	-0.077	-0.083	-0.010	0.176	0.099	0.057
YKL124W	-0.108	-0.006	-0.064	0.057	0.067	0.080
YKL126W	-0.669	-0.043	-0.444	-0.136	-0.017	-0.049
YKL127W	-0.042	-0.032	0.087	0.139	0.077	-0.005
YKL128C	-0.015	-0.020	-0.091	0.074	0.081	0.050
YKL129C	-0.038	0.022	-0.082	0.019	0.065	0.001
YKL130C	0.105	0.019	-0.025	0.090	0.063	-0.018
YKL131W	0.237	-0.004	0.001	0.012	0.068	0.063
YKL132C	0.053	0.016	0.083	0.106	0.086	-0.018
YKL133C	0.093	0.008	0.138	0.048	0.098	0.006
YKL134C	-0.014	-0.090	0.187	-0.323	-0.047	-0.045
YKL135C	0.102	-0.059	0.109	-0.604	-0.077	0.014
YKL136W	-0.105	-0.020	0.139	0.120	0.077	-0.008
YKL137W	0.120	0.071	0.051	0.055	0.028	0.022
YKL138C	-0.100	0.067	0.031	0.088	-0.111	-0.012
YKL139W	0.023	-0.214	-0.039	-0.389	-0.235	-0.143
YKL140W	0.046	-0.021	0.076	-0.003	0.085	-0.022
YKL142W	0.148	-0.075	0.056	0.127	0.041	-0.037
YKL143W	0.128	0.134	-0.044	-0.392	-0.309	0.042
YKL146W	-0.028	0.008	-0.010	0.078	0.092	0.053
YKL147C	0.067	0.021	0.092	0.125	0.083	0.038
YKL148C	-0.072	-0.001	0.151	-0.005	0.075	0.012
YKL149C	0.005	0.016	0.113	-0.173	0.005	0.029
YKL150W	0.006	0.037	0.094	0.041	0.061	0.016
YKL151C	0.033	-0.117	0.200	-0.112	0.110	0.026
YKL155C	0.052	0.148	0.063	-0.019	-0.264	-0.121
YKL156W	0.057	0.009	0.084	0.033	0.037	0.033
YKL157W	0.107	-0.016	0.078	-0.086	0.137	-0.065
YKL158W	0.078	-0.044	0.088	-0.011	0.126	-0.039
YKL159C	0.140	-0.092	0.094	-0.052	0.115	0.022
