ORF	hap a | growth (lag phase) | sodium chloride [0.85 M] | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (exponential growth rate) | sodium chloride [0.85 M] | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (stationary phase cell density) | sodium chloride [0.85 M] | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (lag phase) | standard | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (exponential growth rate) | standard | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (stationary phase cell density) | standard | minimal complete | Warringer J~Blomberg A, 2003
YGL024W	0.480	0.361	0.115	-0.820	-0.404	-0.251
YGL025C	0.764	0.413	0.068	-0.690	-0.347	-0.160
YGL026C	-0.097	0.038	0.058	0.191	0.039	-0.069
YGL027C	-0.126	-0.033	0.240	-0.026	0.058	-0.094
YGL028C	-0.176	-0.034	0.224	0.107	0.105	-0.187
YGL029W	0.051	-0.038	0.126	0.018	0.004	-0.051
YGL031C	-0.312	-0.039	0.048	0.061	-0.035	-0.036
YGL032C	-0.181	-0.026	0.083	0.179	0.055	-0.108
YGL033W	0.044	-0.063	0.102	0.210	0.141	-0.209
YGL034C	0.139	-0.206	-0.019	0.234	0.073	-0.094
YGL035C	0.478	-0.368	0.120	0.148	0.077	-0.198
YGL036W	0.031	-0.064	-0.015	0.100	0.051	-0.078
YGL037C	-0.083	-0.069	0.180	0.254	0.066	-0.165
YGL038C	0.448	0.055	0.189	-0.327	-0.223	-0.268
YGL039W	-0.113	-0.016	0.188	0.163	0.058	-0.138
YGL041C	-0.104	-0.059	-0.075	0.110	0.062	0.062
YGL042C	-0.143	0.007	0.207	-0.098	-0.051	-0.172
YGL043W	-0.244	0.045	0.027	-0.139	-0.117	-0.123
YGL045W	0.244	-0.258	0.137	0.103	-0.005	-0.157
YGL046W	0.098	-0.304	0.042	0.116	0.013	-0.108
YGL049C	0.059	-0.049	0.215	0.209	0.053	-0.175
YGL050W	-0.257	-0.033	0.103	0.150	0.051	-0.141
YGL051W	-0.151	0.001	0.315	0.134	0.044	-0.269
YGL053W	-0.097	-0.060	-0.051	0.197	0.065	0.083
YGL054C	-0.103	-0.095	0.230	-0.081	0.065	-0.157
YGL056C	-0.267	-0.014	-0.055	0.122	0.071	0.027
YGL057C	-0.045	-0.097	0.170	0.160	0.079	-0.158
YGL058W	-0.025	0.270	0.175	0.054	-0.417	-0.360
YGL059W	-0.019	-0.011	0.056	0.071	0.048	-0.129
YGL060W	-0.022	-0.037	0.161	0.214	0.037	-0.143
YGL062W	0.013	0.008	-0.001	0.004	0.002	-0.028
YGL063W	-0.182	0.055	-0.043	0.163	0.037	-0.007
YGL064C	-0.348	0.204	0.108	0.124	-0.253	-0.091
YGL066W	-0.797	0.143	0.240	0.047	-0.168	-0.281
YGL067W	-0.209	-0.033	0.025	0.132	0.071	-0.124
YGL070C	0.380	0.330	0.131	-0.229	-0.253	-0.153
YGL071W	0.279	-0.111	-0.197	-0.415	-0.203	-0.148
YGL072C	-0.319	-0.070	0.198	0.096	-0.154	-0.158
YGL076C	-0.340	0.168	0.070	-0.072	-0.327	-0.020
YGL077C	-0.301	-0.071	0.068	0.196	0.075	-0.069
YGL078C	-0.459	0.204	0.206	0.089	-0.047	-0.087
YGL079W	-0.242	-0.040	0.093	0.020	0.064	-0.083
YGL080W	-0.171	-0.329	0.335	0.009	0.000	-0.072
YGL081W	-0.216	-0.112	0.087	0.153	0.066	-0.050
YGL082W	-0.100	-0.165	0.085	0.118	0.060	-0.042
YGL083W	-0.447	-0.182	0.318	0.200	0.063	-0.162
YGL084C	0.243	-0.026	0.171	-0.437	-0.091	-0.076
YGL085W	-0.057	-0.110	0.133	0.154	0.049	-0.095
YGL086W	-0.069	-0.194	0.134	0.171	0.046	-0.010
YGL087C	-0.037	-0.180	0.101	0.121	0.036	-0.162
YGL088W	-0.313	0.074	0.017	-0.039	-0.152	-0.094
YGL089C	-0.187	-0.010	-0.089	0.148	0.068	-0.008
YGL090W	-0.197	-0.021	0.068	0.150	0.074	-0.033
YGL094C	-0.284	-0.006	0.068	0.202	0.117	0.006
YGL095C	0.526	0.003	0.240	-0.219	0.034	-0.140
YGL096W	-0.261	-0.014	0.059	0.059	0.029	0.011
YGL101W	-0.141	-0.029	0.028	0.136	0.054	-0.009
YGL104C	-0.153	-0.056	0.003	0.204	0.058	-0.067
YGL105W	-0.399	-0.038	0.053	0.034	-0.252	-0.071
YGL107C	-0.319	0.184	-0.120	0.210	-0.240	-0.052
YGL108C	-0.166	-0.083	-0.023	0.151	0.075	-0.049
YGL109W	-0.187	-0.018	0.018	0.141	0.058	-0.027
YGL110C	-0.118	-0.120	0.065	0.146	0.056	-0.067
YGL114W	-0.290	-0.107	-0.023	0.105	0.055	-0.004
YGL115W	0.665	0.215	-0.090	-0.682	-0.257	-0.048
YGL117W	-0.036	-0.067	-0.017	0.141	0.049	0.007
YGL118C	-0.175	-0.078	-0.012	0.229	0.049	-0.016
YGL121C	-0.092	-0.071	0.099	0.192	0.044	-0.123
YGL124C	-0.294	-0.193	0.061	-0.233	0.001	-0.107
YGL125W	0.005	-0.127	-0.192	-1.008	-0.086	0.007
YGL126W	0.101	0.022	-0.033	-0.133	-0.033	-0.039
YGL127C	-0.238	0.202	-0.149	-0.508	-0.306	-0.072
YGL129C	-0.378	0.182	-0.056	0.231	-0.267	-0.033
YGL131C	-0.178	0.089	0.073	0.084	0.022	-0.054
YGL132W	-0.271	0.107	-0.001	0.111	0.038	-0.002
YGL133W	-0.149	-0.001	-0.062	-0.078	0.009	0.076
YGL135W	-0.057	0.095	-0.035	0.021	-0.024	-0.002
YGL136C	-0.136	0.070	0.020	0.087	-0.027	-0.036
YGL138C	-0.225	0.087	-0.033	0.165	0.037	0.042
YGL139W	-0.157	0.065	0.141	0.112	0.044	-0.029
YGL140C	-0.090	0.060	0.102	0.095	0.042	0.060
YGL141W	-0.083	0.026	0.169	0.037	0.015	0.006
YGL143C	-0.236	0.252	-0.088	0.022	-0.298	-0.040
YGL144C	-0.108	0.040	0.232	0.081	0.028	-0.127
YGL146C	-0.145	0.037	0.019	0.081	0.036	0.066
YGL147C	-0.097	0.217	0.077	-0.017	-0.164	0.035
YGL148W	0.095	0.095	0.082	0.094	-0.011	0.033
YGL149W	0.052	0.078	0.170	-0.033	-0.057	-0.142
YGL151W	0.024	-0.156	0.089	-0.053	-0.036	-0.040
YGL152C	-0.139	0.047	0.125	0.145	0.054	-0.064
YGL153W	-0.084	0.021	0.071	0.097	0.071	0.029
YGL154C	-0.255	0.052	-0.019	-0.639	-0.038	-0.029
YGL156W	-0.117	0.100	0.035	0.062	0.028	-0.009
YGL157W	-0.065	0.045	0.031	0.006	0.035	0.059
YGL158W	-0.056	0.095	0.052	0.136	0.020	0.062
YGL159W	-0.065	-0.120	0.005	0.120	0.033	0.005
YGL160W	-0.074	0.039	-0.073	0.082	-0.008	0.122
YGL161C	-0.111	0.061	0.145	0.072	0.029	-0.049
YGL162W	-0.113	-0.007	0.146	0.107	0.051	0.015
YGL163C	-0.106	-0.016	0.171	0.077	-0.064	-0.062
YGL164C	-0.068	0.002	0.158	0.048	0.036	-0.036
YGL165C	-0.079	0.030	0.115	0.090	0.043	0.034
YGL166W	-0.024	0.031	0.180	0.061	0.032	-0.021
YGL167C	0.017	0.208	0.221	-0.248	-0.267	-0.238
YGL168W	-0.223	0.320	0.230	-0.238	-0.280	-0.242
YGL170C	-0.088	-0.068	0.094	0.122	0.020	-0.002
YGL173C	-0.094	0.037	0.375	-0.393	-0.366	-0.383
YGL174W	-0.072	0.155	0.102	-0.191	-0.204	-0.085
YGL175C	-0.074	0.027	0.113	0.073	0.011	-0.045
YGL176C	-0.080	0.063	0.012	0.011	0.026	0.039
YGL177W	-0.082	0.041	0.205	0.011	0.059	-0.038
YGL179C	-0.040	0.046	-0.000	-0.005	0.026	-0.006
YGL180W	0.062	-0.029	-0.007	0.023	0.045	0.012
YGL181W	-0.069	0.066	-0.060	0.046	0.007	0.044
YGL194C	-0.219	0.155	0.140	0.122	-0.042	-0.075
YGL195W	-0.312	-0.019	-0.050	-0.596	-0.341	0.054
YGL196W	-0.049	0.033	-0.164	0.144	-0.007	0.082
YGL197W	-0.178	-0.196	0.063	-0.423	0.002	0.067
YGL198W	-0.087	-0.066	0.155	0.034	0.032	-0.006
YGL199C	0.172	-0.049	0.118	0.026	0.008	-0.118
YGL200C	0.011	-0.006	0.031	-0.017	0.021	0.046
YGL202W	-0.061	-0.009	0.142	-0.041	-0.023	0.006
YGL203C	-0.130	0.072	-0.074	-0.101	0.017	0.045
YGL205W	-0.036	-0.020	0.112	0.044	0.025	-0.021
YGL206C	-0.031	0.056	0.081	0.073	-0.023	-0.017
YGL208W	-0.098	0.009	0.010	0.077	0.012	0.012
YGL209W	-0.116	-0.055	0.020	0.123	0.009	-0.002
YGL210W	-0.216	0.033	0.200	0.131	-0.017	-0.125
YGL211W	-0.067	0.066	-0.073	-0.191	-0.171	-0.144
YGL212W	-0.251	-0.189	0.018	-0.516	-0.139	-0.004
YGL213C	0.031	0.000	0.163	-0.118	-0.057	-0.069
YGL214W	0.240	-0.069	0.143	-0.011	-0.025	-0.114
YGL215W	-0.099	0.044	0.213	0.114	0.004	-0.066
YGL216W	-0.106	0.002	0.070	0.010	0.012	0.040
YGL217C	0.044	0.059	0.128	0.106	0.044	-0.044
YGL218W	-0.301	0.237	0.072	0.029	-0.401	-0.202
YGL219C	-0.080	0.075	-0.128	-0.337	-0.298	-0.023
YGL220W	-0.073	0.115	0.182	-0.030	-0.264	-0.069
YGL221C	-0.071	0.021	0.138	0.067	0.007	-0.020
YGL222C	-0.074	0.034	0.157	0.082	0.012	-0.017
YGL223C	-0.054	0.168	-0.190	0.069	-0.016	0.027
YGL224C	-0.050	0.040	0.143	0.149	0.033	-0.048
YGL226C-A	-0.044	-0.019	0.129	0.060	0.023	0.029
YGL226W	-0.061	0.012	0.133	0.057	0.051	-0.023
YGL227W	-0.092	0.065	0.203	0.113	0.022	-0.136
YGL228W	0.018	-0.015	0.110	0.018	-0.011	-0.008
YGL229C	-0.040	-0.000	0.064	0.025	0.014	0.024
YGL230C	-0.018	0.040	0.071	0.039	0.001	-0.005
YGL231C	-0.084	-0.067	0.105	0.142	0.021	0.021
YGL232W	-0.040	-0.057	-0.103	-0.277	-0.030	0.154
YGL234W	-0.060	0.081	0.128	0.123	-0.054	-0.140
YGL235W	0.020	0.036	0.100	-0.024	0.040	-0.058
YGL236C	0.034	0.018	-0.037	0.045	0.015	-0.043
YGL237C	-0.010	0.072	-0.092	-0.134	-0.074	-0.047
YGL240W	0.014	0.123	-0.107	-0.394	-0.355	-0.013
YGL241W	-0.036	0.007	0.135	0.019	0.004	-0.032
YGL242C	0.058	0.027	0.031	0.052	-0.072	0.010
YGL243W	-0.060	0.018	0.066	0.049	0.014	-0.007
YGL244W	-0.473	0.148	-0.032	-0.334	-0.314	-0.161
YGL246C	-0.159	0.220	0.016	-0.370	-0.454	0.013
YGL248W	-0.487	-0.017	0.016	0.080	0.036	-0.012
YGL249W	-0.106	0.034	0.000	0.006	0.005	0.039
YGL250W	-0.062	-0.009	0.077	0.036	-0.007	-0.038
YGL251C	0.079	-0.028	0.111	0.004	0.002	-0.051
YGL252C	0.203	-0.217	0.248	-0.838	-0.539	-0.248
YGL253W	0.142	0.039	-0.109	-0.076	-0.135	0.076
YGL254W	-0.275	-0.093	0.146	0.037	-0.006	-0.085
YGL255W	0.116	-0.012	0.079	0.084	-0.007	-0.038
YGL256W	-0.085	-0.048	0.059	0.130	0.009	-0.071
YGL257C	-0.491	-0.108	0.154	0.139	-0.009	-0.164
YGL258W	-0.473	-0.080	-0.031	0.125	-0.021	-0.020
YGL259W	-0.390	-0.037	-0.083	0.013	-0.023	0.014
YGL260W	-0.154	0.015	-0.037	0.112	0.012	0.012
YGL261C	-0.140	0.054	-0.022	0.031	0.000	0.072
YGL262W	-0.075	0.060	-0.047	0.047	0.000	0.035
YGL263W	0.016	0.025	-0.057	0.033	0.004	0.025
YGR001C	-0.238	0.068	0.075	0.090	-0.016	-0.082
YGR003W	-0.125	0.011	-0.003	0.059	0.010	-0.021
YGR004W	-0.015	0.052	0.022	0.033	-0.004	0.004
YGR006W	0.259	0.048	0.014	0.059	-0.045	0.029
YGR007W	-0.084	0.005	0.009	0.071	0.006	0.040
YGR008C	-0.108	0.030	-0.104	0.052	0.011	0.094
YGR010W	-0.058	0.006	0.054	-0.003	0.030	0.081
YGR011W	-0.025	0.062	0.106	0.156	0.057	-0.030
YGR012W	-0.184	0.034	0.099	0.047	-0.001	-0.012
YGR014W	-0.080	0.020	-0.069	-0.003	0.004	0.098
YGR015C	-0.104	0.040	-0.028	0.042	0.005	0.040
YGR016W	0.065	0.027	-0.024	0.038	-0.009	0.036
YGR017W	-0.159	0.069	0.092	0.062	-0.007	-0.059
YGR018C	-0.003	0.037	0.184	0.140	0.046	-0.100
YGR019W	0.068	-0.004	-0.038	0.054	-0.004	0.056
YGR020C	0.360	0.001	0.075	0.077	-0.060	-0.045
YGR021W	-0.148	0.045	0.015	0.036	-0.018	-0.021
YGR022C	0.007	0.020	0.140	0.161	0.063	-0.070
YGR023W	-0.196	0.113	0.007	0.105	0.016	0.007
YGR025W	0.033	-0.023	0.197	0.119	0.065	-0.085
YGR026W	-0.107	0.005	-0.046	0.020	0.003	0.100
YGR027C	-0.143	0.015	0.121	-0.309	-0.037	0.014
YGR028W	0.030	-0.048	0.092	0.016	0.009	-0.010
YGR031W	-0.153	0.024	-0.066	-0.001	0.023	0.044
YGR032W	0.088	-0.027	0.421	-0.020	0.020	-0.313
YGR033C	-0.076	0.070	-0.187	0.023	0.013	0.175
YGR034W	0.029	0.093	-0.044	-0.050	-0.079	0.046
YGR035C	0.090	0.046	-0.090	0.040	-0.018	0.066
YGR036C	-0.225	0.118	0.125	0.022	-0.397	-0.151
YGR037C	-0.361	0.140	0.029	0.119	-0.040	-0.062
YGR038W	0.059	-0.026	0.073	-0.111	-0.012	0.048
YGR039W	-0.107	0.021	0.086	0.061	0.002	-0.003
YGR040W	0.051	-0.018	-0.192	-0.217	-0.018	0.088
YGR041W	-0.086	0.017	-0.049	-0.022	0.022	0.080
YGR042W	-0.084	0.052	0.197	0.048	0.006	-0.148
YGR043C	-0.010	0.001	-0.012	0.001	0.016	0.059
YGR044C	-0.101	0.065	-0.058	0.047	0.007	0.029
YGR045C	0.169	-0.016	0.029	-0.001	-0.007	-0.004
YGR049W	0.019	0.009	0.061	0.073	-0.005	-0.017
YGR050C	0.210	-0.071	-0.011	-0.224	-0.017	0.051
YGR051C	0.290	0.087	-0.041	0.198	-0.030	0.009
YGR052W	0.327	-0.001	0.052	0.129	-0.029	-0.070
YGR053C	0.127	-0.031	-0.032	-0.092	0.024	0.078
YGR055W	-0.013	0.035	-0.038	-0.256	-0.080	0.063
YGR056W	-0.043	-0.084	-0.293	0.013	-0.215	-0.125
YGR057C	0.009	-0.018	-0.219	-0.468	-0.156	0.241
YGR058W	-0.107	0.054	-0.025	0.002	0.002	0.035
YGR059W	-0.048	0.013	-0.026	-0.008	0.021	0.043
YGR061C	0.218	-0.005	-0.022	-0.040	-0.062	0.057
YGR062C	-0.015	0.134	-0.110	-0.004	-0.090	-0.006
YGR063C	-0.099	-0.024	-0.020	-0.371	-0.041	0.064
YGR064W	-0.128	0.055	-0.008	-0.327	-0.177	0.015
YGR066C	0.088	0.025	0.020	0.099	-0.013	-0.032
YGR067C	-0.199	0.054	0.055	0.079	-0.003	-0.023
YGR068C	-0.219	0.100	0.013	0.057	0.000	0.053
YGR069W	-0.146	0.067	-0.077	0.008	0.009	0.113
YGR070W	-0.142	0.043	0.005	0.050	-0.012	0.039
YGR071C	0.086	0.050	0.006	0.046	-0.024	-0.023
YGR072W	-0.008	-0.026	0.070	-0.032	-0.023	-0.075
YGR076C	-0.125	0.131	-0.158	0.020	-0.132	0.001
YGR077C	-0.039	-0.032	0.023	0.091	0.017	-0.025
YGR078C	-0.432	-0.444	-0.070	-0.099	-0.135	-0.115
YGR079W	0.020	0.034	0.014	0.084	-0.057	-0.021
YGR080W	-0.122	0.026	-0.012	0.016	-0.003	-0.010
YGR081C	-0.224	0.128	-0.022	0.042	-0.071	-0.001
YGR084C	-0.128	0.048	-0.107	-0.012	-0.009	0.169
YGR085C	0.080	0.004	-0.027	-0.150	-0.111	0.059
YGR086C	0.032	-0.045	-0.304	0.010	-0.041	0.020
YGR087C	-0.178	0.041	-0.026	0.019	0.012	0.049
YGR088W	-0.145	0.046	-0.014	0.032	0.009	0.043
YGR089W	-0.093	-0.000	-0.014	-0.013	-0.046	0.018
YGR092W	-0.287	-0.091	-0.140	-0.278	-0.145	-0.123
YGR093W	0.013	0.003	0.068	0.013	-0.003	-0.010
YGR096W	-0.058	0.036	0.014	0.046	-0.002	0.005
YGR097W	-0.063	0.045	-0.005	0.067	0.017	0.052
YGR100W	-0.008	-0.021	-0.002	0.056	0.013	0.043
YGR101W	-0.056	0.047	0.018	0.150	-0.050	-0.035
YGR102C	-0.045	0.105	-0.131	0.188	-0.270	0.070
YGR104C	-0.493	-0.026	-0.121	-0.685	-0.475	-0.011
YGR105W	0.136	0.010	0.121	0.170	0.014	-0.043
YGR106C	0.020	-0.004	0.008	0.015	0.036	0.059
YGR107W	0.087	-0.036	0.017	0.065	0.001	0.050
YGR108W	0.026	-0.006	-0.011	0.058	0.007	0.057
YGR109C	0.112	-0.043	-0.010	0.111	-0.004	0.059
YGR110W	0.099	-0.008	0.054	-0.126	-0.003	0.017
YGR111W	0.029	-0.010	-0.015	0.051	-0.075	0.051
YGR112W	0.012	0.080	-0.055	0.119	-0.100	0.054
YGR117C	0.034	0.005	0.052	-0.102	0.001	0.000
YGR118W	-0.050	0.058	-0.012	-0.047	-0.191	0.006
YGR121C	-0.030	-0.045	0.012	0.041	-0.034	-0.081
YGR122C-A	0.026	0.018	0.106	0.039	0.062	-0.024
YGR122W	0.516	-0.244	-0.124	-0.005	-0.059	0.039
YGR123C	-0.120	0.016	-0.046	0.038	-0.005	0.076
YGR124W	0.002	-0.011	-0.025	0.062	-0.014	0.059
YGR125W	0.186	-0.096	-0.011	0.064	0.004	0.026
YGR126W	-0.027	-0.021	-0.008	0.046	-0.014	0.063
YGR127W	0.139	-0.051	-0.200	0.052	-0.028	0.019
YGR129W	0.084	-0.047	-0.031	0.060	-0.002	0.089
YGR130C	-0.020	-0.050	-0.001	0.125	-0.017	0.036
YGR131W	-0.166	-0.010	-0.017	0.103	-0.018	0.020
YGR132C	-0.188	0.048	0.039	0.133	-0.057	-0.057
YGR133W	-0.040	-0.048	0.050	0.171	-0.010	-0.069
YGR134W	0.195	-0.019	-0.101	0.039	-0.062	0.002
YGR135W	-0.279	0.031	0.002	-0.440	-0.240	-0.115
YGR136W	0.213	-0.081	-0.006	0.111	-0.024	0.006
YGR137W	-0.139	-0.028	0.033	0.085	-0.025	-0.008
YGR138C	-0.016	-0.010	0.016	0.090	-0.030	-0.036
YGR139W	-0.174	0.051	-0.008	0.140	-0.020	-0.063
YGR141W	-0.262	-0.003	-0.006	0.206	-0.016	-0.028
YGR142W	0.281	0.021	0.036	0.144	-0.059	-0.059
YGR143W	-0.074	0.013	0.088	0.005	0.004	-0.128
YGR144W	-0.058	0.022	0.060	0.073	0.029	-0.073
YGR146C	-0.123	0.005	0.091	0.091	0.034	-0.114
YGR148C	-0.188	0.054	0.064	0.049	-0.028	-0.101
YGR149W	-0.051	0.001	0.044	0.051	0.036	-0.030
YGR150C	-0.270	0.119	-0.077	0.089	-0.175	-0.106
YGR151C	-0.208	-0.036	-0.009	0.143	0.050	0.048
YGR152C	-0.176	-0.032	0.056	0.137	0.063	-0.026
YGR153W	-0.033	-0.054	0.019	0.093	0.016	-0.060
YGR154C	-0.284	0.050	0.078	0.160	0.028	-0.088
YGR155W	0.077	0.029	0.041	-0.001	-0.016	0.092
YGR157W	-0.245	-0.001	0.075	-0.568	-0.414	-0.120
YGR159C	-0.003	0.196	-0.101	-0.260	-0.330	0.160
YGR160W	0.057	0.050	0.029	-0.317	-0.262	0.016
YGR161C	-0.121	0.049	-0.011	0.061	0.048	0.021
YGR162W	-0.164	0.054	-0.094	-0.295	-0.465	0.064
YGR163W	-0.075	-0.020	-0.162	-0.114	-0.126	0.158
YGR164W	-0.144	-0.031	-0.324	0.162	0.048	0.075
YGR165W	-0.141	-0.060	0.023	-0.342	-0.350	-0.161
YGR166W	0.053	0.013	0.036	-0.033	0.056	-0.025
YGR167W	0.209	-0.121	0.085	-0.103	0.041	-0.067
YGR168C	-0.383	0.049	-0.236	-0.351	-0.042	-0.502
YGR169C	-0.073	0.077	0.040	0.083	0.018	-0.050
YGR170W	-0.054	-0.015	-0.014	0.005	0.019	0.024
YGR171C	-0.299	0.156	-0.217	0.020	-0.119	-0.268
YGR173W	-0.052	0.022	0.006	0.027	0.032	-0.052
YGR174C	-0.088	0.057	-0.202	0.006	-0.005	0.040
YGR176W	0.446	-0.054	0.023	-0.421	0.081	0.015
YGR177C	-0.051	-0.007	-0.013	0.085	0.016	0.020
YGR178C	0.121	-0.097	-0.024	0.003	0.022	-0.004
YGR180C	-0.145	0.080	-0.097	-0.171	-0.256	-0.186
YGR181W	-0.107	0.054	0.023	0.070	0.028	-0.032
YGR182C	-0.110	0.054	-0.080	0.088	-0.002	0.067
YGR183C	-0.151	0.118	0.193	-0.007	-0.009	-0.221
YGR184C	-0.095	0.051	0.086	0.031	0.017	-0.066
YGR187C	-0.111	0.124	-0.049	-0.012	0.000	0.020
YGR188C	-0.165	0.021	0.095	0.036	-0.172	-0.088
YGR189C	-0.072	-0.010	0.008	-0.043	0.048	-0.004
YGR192C	-0.084	0.107	0.004	0.042	-0.028	-0.029
YGR193C	-0.044	0.100	-0.106	0.011	0.044	0.079
YGR194C	-0.036	0.024	0.026	0.071	-0.003	-0.084
YGR196C	0.175	-0.063	0.050	0.012	0.023	-0.032
YGR197C	-0.012	0.066	0.036	0.199	0.066	-0.069
YGR199W	-0.041	-0.006	0.003	0.006	0.039	0.027
YGR200C	0.504	0.015	0.002	-0.694	-0.048	-0.072
YGR201C	-0.184	0.042	0.015	0.106	0.033	0.027
YGR202C	-0.006	-0.002	0.118	-0.065	0.047	-0.117
YGR203W	-0.034	-0.012	0.035	-0.019	0.043	-0.002
YGR204W	-0.082	0.014	0.022	0.102	0.004	0.033
YGR205W	-0.001	0.046	-0.106	-0.055	0.041	0.093
YGR206W	0.076	-0.061	-0.180	-0.169	-0.027	0.082
YGR207C	-0.094	-0.004	0.051	0.086	0.038	-0.038
YGR208W	-0.417	0.046	-0.020	0.357	0.006	-0.017
YGR209C	-0.065	0.044	0.123	0.082	0.033	-0.150
YGR210C	-0.088	0.073	-0.029	-0.016	-0.028	-0.026
YGR212W	-0.013	-0.015	0.024	0.071	0.041	-0.019
YGR213C	-0.066	-0.003	-0.021	0.028	0.043	0.031
YGR214W	0.032	0.094	0.020	-0.040	-0.126	-0.013
YGR215W	-0.295	0.115	0.183	0.017	-0.078	-0.283
YGR217W	-0.077	0.012	-0.058	-0.007	0.030	0.012
YGR219W	-0.236	0.179	0.007	-0.083	-0.364	-0.162
YGR220C	-0.161	0.030	-0.049	-0.097	-0.195	-0.145
YGR221C	-0.192	0.116	0.053	-0.003	-0.017	-0.093
YGR222W	-0.190	0.151	0.056	-0.076	-0.086	-0.120
YGR223C	-0.066	-0.047	-0.016	-0.193	-0.073	0.019
YGR224W	-0.019	0.038	0.067	-0.074	0.002	-0.029
YGR225W	-0.087	0.037	0.099	-0.027	0.019	-0.055
YGR226C	0.064	-0.025	0.113	-0.165	-0.003	-0.050
YGR227W	0.008	0.054	0.085	-0.130	-0.006	-0.046
YGR228W	-0.025	0.029	-0.008	-0.030	-0.064	0.007
YGR229C	-0.181	0.146	0.186	0.065	-0.119	-0.211
YGR230W	0.003	-0.006	-0.038	0.026	-0.024	0.051
YGR231C	-0.152	0.088	0.045	0.010	-0.031	-0.074
YGR232W	-0.010	0.087	0.038	-0.088	-0.010	-0.035
YGR233C	0.008	-0.043	0.075	-0.018	0.009	-0.045
YGR234W	0.001	-0.011	0.092	-0.043	0.002	-0.010
YGR235C	-0.035	-0.003	0.077	-0.011	0.004	-0.061
YGR236C	-0.001	0.007	0.037	-0.119	-0.028	-0.010
YGR237C	-0.051	-0.087	0.022	-0.118	-0.018	-0.089
YGR238C	0.090	-0.023	0.038	-0.167	-0.013	0.060
YGR239C	0.264	-0.065	-0.062	-0.144	-0.003	0.097
YGR240C	-0.230	-0.059	-0.052	-0.310	-0.218	0.030
YGR241C	-0.031	0.009	0.122	-0.063	-0.043	-0.034
YGR242W	0.005	-0.024	-0.002	0.012	-0.053	0.019
YGR243W	-0.109	0.053	0.034	-0.023	-0.020	-0.067
YGR244C	-0.123	0.077	0.039	-0.040	0.004	-0.012
YGR247W	-0.163	0.056	0.031	-0.021	0.032	-0.001
YGR248W	0.158	-0.010	-0.029	-0.167	-0.001	0.062
YGR249W	-0.044	-0.018	0.051	-0.097	-0.013	-0.022
YGR250C	0.374	-0.027	0.002	-0.177	0.012	-0.041
YGR252W	-0.699	0.192	0.339	-0.937	-0.524	-0.339
YGR254W	-0.074	-0.002	0.044	0.010	0.031	-0.007
YGR255C	-0.196	0.050	0.082	-0.201	-0.139	-0.074
YGR256W	-0.112	0.069	0.078	-0.041	-0.008	-0.049
YGR257C	-0.170	0.146	0.073	-0.119	-0.229	-0.167
YGR258C	0.036	0.068	0.050	0.167	0.003	-0.013
YGR259C	-0.065	0.017	0.130	-0.101	-0.026	-0.085
YGR260W	-0.157	0.068	0.057	-0.074	-0.047	0.031
YGR261C	-0.025	0.059	0.094	-0.092	-0.027	-0.010
YGR262C	-0.034	-0.003	0.004	0.025	-0.062	0.017
YGR263C	-0.013	0.001	0.075	-0.024	-0.041	-0.023
YGR266W	-0.010	0.012	0.084	0.035	-0.003	-0.062
YGR268C	0.179	-0.178	0.105	-0.057	-0.024	-0.033
YGR269W	0.193	-0.093	0.082	-0.055	-0.018	-0.036
YGR270W	0.016	-0.070	0.099	-0.148	-0.140	-0.069
YGR271W	-0.004	0.101	0.096	0.165	-0.019	-0.068
YGR272C	0.074	0.352	0.173	-0.261	-0.597	-0.098
YGR273C	-0.141	0.099	0.149	0.148	0.034	-0.040
YGR275W	0.010	-0.024	0.053	-0.039	-0.017	-0.032
YGR276C	-0.071	0.057	0.152	0.171	0.054	-0.030
YGR279C	0.171	-0.099	0.032	0.048	-0.047	-0.003
YGR281W	0.143	-0.143	0.067	-0.020	-0.046	-0.017
YGR282C	-0.064	0.084	0.064	0.094	-0.073	0.030
YGR283C	0.210	-0.067	-0.038	0.003	-0.064	-0.006
YGR284C	-0.103	0.062	0.046	0.001	-0.017	-0.087
YGR285C	0.275	-0.508	-0.065	-0.610	-0.419	0.065
YGR286C	-0.078	0.025	0.099	0.058	-0.014	-0.058
YGR287C	0.092	-0.052	0.032	0.009	-0.031	-0.008
YGR288W	-0.034	0.005	0.077	0.019	-0.019	-0.036
YGR289C	0.075	-0.042	0.017	-0.251	-0.052	0.037
YGR290W	-0.005	0.008	0.071	-0.021	-0.035	-0.046
YGR291C	0.204	-0.056	0.108	0.343	0.048	-0.014
YGR292W	-0.074	0.115	0.032	0.179	-0.036	0.023
YGR295C	0.044	0.048	-0.275	0.183	0.034	-0.008
YHL002W	-0.276	0.117	-0.098	0.540	0.028	-0.015
YHL003C	0.025	-0.057	-0.192	-0.251	-0.044	0.036
YHL005C	0.089	-0.043	-0.132	-0.345	-0.058	-0.019
YHL006C	0.188	-0.099	-0.032	0.008	-0.041	-0.006
YHL007C	0.074	-0.091	0.134	0.031	-0.028	-0.134
