orf	het | loss of heterozygosity at MAT locus (diploid mating) | standard | YPD + G418 [200 ug/ml] | Hoffert KM~Strome ED, 2019
YML013C-A	7.0
YML013W	6.0
YML014W	8.0
YML015C	6.0
YML016C	9.0
YML017W	8.0
YML018C	8.0
YML019W	10.0
YML020W	6.0
YML021C	6.0
YML022W	4.0
YML023C	7.0
YML024W	8.0
YML025C	8.0
YML026C	7.0
YML027W	7.0
YML028W	7.0
YML029W	11.0
YML030W	5.0
YML031W	7.0
YML032C	4.0
YML034W	8.0
YML035C	12.0
YML035C-A	7.0
YML036W	7.0
YML037C	16.0
YML038C	5.0
YML041C	7.0
YML042W	7.0
YML043C	7.0
YML046W	7.0
YML047C	7.0
YML048W	11.0
YML048W-A	6.0
YML049C	6.0
YML050W	7.0
YML051W	6.0
YML052W	9.0
YML053C	6.0
YML054C	8.0
YML054C-A	3.0
YML055W	8.0
YML056C	6.0
YML057W	5.0
YML058C-A	6.0
YML058W	7.0
YML058W-A	5.0
YML059C	8.0
YML060W	8.0
YML061C	7.0
YML062C	7.0
YML063W	7.0
YML064C	8.0
YML065W	7.0
YML066C	6.0
YML067C	7.0
YML068W	7.0
YML069W	7.0
YML070W	5.0
YML071C	9.0
YML072C	5.0
YML073C	10.0
YML074C	6.0
YML075C	6.0
YML076C	4.0
YML077W	6.0
YML081C-A	5.0
YML085C	21.0
YML086C	6.0
YML090W	6.0
YML091C	7.0
YML092C	6.5
YML093W	8.0
YML094W	9.0
YML095C	6.0
YML095C-A	17.0
YML096W	9.0
YML097C	18.0
YML098W	9.0
YML099C	10.0
YML100W	8.0
YML100W-A	8.0
YML101C	6.0
YML102C-A	7.0
YML102W	6.0
YML103C	6.0
YML104C	5.0
YML105C	6.0
YML106W	7.0
YML107C	5.0
YML108W	7.0
YML109W	6.0
YML110C	7.0
YML111W	9.0
YML112W	6.0
YML113W	8.0
YML114C	6.0
YML115C	9.0
YML116W	8.0
YML117W	4.0
YML117W-A	8.0
YML118W	4.0
YML119W	7.0
YML120C	5.0
YML121W	11.0
YML122C	11.0
YML123C	9.0
YML124C	6.0
YML125C	8.0
YML126C	4.0
YML127W	7.0
YML128C	8.0
YML129C	9.0
YML130C	9.0
YML131W	7.0
YMR001C	6.0
YMR001C-A	6.0
YMR002W	6.0
YMR003W	6.0
YMR004W	6.0
YMR005W	8.0
YMR006C	7.0
YMR007W	8.0
YMR008C	6.0
YMR009W	6.0
YMR010W	6.0
YMR011W	6.0
YMR012W	13.0
YMR013C	6.0
YMR013W-A	5.0
YMR014W	8.0
YMR015C	7.0
YMR016C	4.0
YMR017W	6.0
YMR018W	8.0
YMR019W	6.0
YMR020W	8.0
YMR021C	8.0
YMR022W	6.0
YMR023C	6.0
YMR024W	6.0
YMR025W	6.0
YMR026C	5.0
YMR027W	3.0
YMR028W	7.0
YMR029C	11.0
YMR030W	7.0
YMR031C	6.0
YMR031W-A	5.0
YMR032W	6.0
YMR033W	4.5
YMR034C	7.0
YMR035W	6.0
YMR036C	6.0
YMR037C	12.0
YMR038C	5.0
YMR039C	5.0
YMR040W	6.0
YMR041C	7.0
YMR042W	4.0
YMR043W	4.0
YMR044W	11.0
YMR047C	4.5
YMR048W	5.0
YMR049C	13.0
YMR052C-A	13.0
YMR052W	11.0
YMR053C	7.0
YMR054W	8.0
YMR055C	9.0
YMR056C	6.0
YMR057C	6.0
YMR058W	5.0
YMR059W	7.0
YMR060C	6.0
YMR061W	6.0
YMR062C	8.0
YMR063W	6.0
YMR064W	8.0
YMR065W	10.0
YMR066W	9.0
YMR067C	7.0
YMR068W	5.0
YMR069W	5.0
YMR070W	7.0
YMR071C	5.0
YMR072W	5.0
YMR073C	6.0
YMR074C	9.0
YMR075C-A	7.0
YMR075W	15.0
YMR076C	7.0
YMR077C	5.0
YMR078C	5.0
YMR079W	7.0
YMR080C	7.0
YMR081C	4.0
YMR082C	11.0
YMR083W	14.0
YMR084W	7.0
YMR085W	7.0
YMR086C-A	7.0
YMR086W	7.0
YMR087W	12.0
YMR088C	10.0
YMR089C	8.0
YMR090W	8.0
YMR091C	5.0
YMR092C	13.0
YMR093W	7.0
YMR094W	5.0
YMR095C	11.0
YMR096W	7.0
YMR097C	7.0
YMR098C	10.0
YMR099C	7.0
YMR100W	8.0
YMR101C	7.0
YMR102C	8.0
YMR103C	11.0
YMR104C	7.0
YMR105C	8.0
YMR105W-A	17.0
YMR106C	6.0
YMR107W	10.0
YMR108W	6.5
YMR109W	9.0
YMR110C	7.0
YMR111C	6.0
YMR112C	5.0
YMR113W	11.0
YMR114C	5.0
YMR115W	8.0
YMR116C	6.0
YMR117C	8.0
YMR118C	7.0
YMR119W-A	17.0
YMR120C	7.0
YMR121C	9.0
YMR122C	19.0
YMR123W	9.0
YMR124W	6.0
YMR125W	7.0
YMR126C	7.0
YMR127C	8.0
YMR128W	7.0
YMR129W	8.0
YMR130W	13.0
YMR131C	4.0
YMR132C	6.0
YMR133W	6.0
YMR134W	11.0
YMR135C	6.0
YMR135W-A	6.0
YMR136W	8.0
YMR137C	7.0
YMR138W	5.0
YMR139W	7.0
YMR140W	6.0
YMR141C	5.0
YMR142C	6.0
YMR143W	6.5
YMR144W	8.0
YMR145C	6.0
YMR146C	7.0
YMR147W	6.0
YMR148W	5.0
YMR149W	13.0
YMR150C	5.0
YMR151W	5.0
YMR152W	7.0
YMR153C-A	14.0
YMR153W	4.0
YMR154C	8.0
YMR155W	5.0
YMR156C	5.0
YMR157C	7.0
YMR158C-A	7.0
YMR158W	9.0
YMR158W-A	6.0
YMR159C	6.0
YMR160W	9.5
YMR161W	6.0
YMR162C	5.0
YMR163C	7.0
YMR164C	7.0
YMR165C	6.0
YMR166C	7.0
YMR167W	8.0
YMR168C	6.0
YMR169C	7.0
YMR170C	8.0
YMR171C	5.0
YMR172C-A	4.0
YMR172W	5.0
YMR173W	5.5
YMR173W-A	5.0
YMR174C	5.5
YMR175W	6.5
YMR175W-A	5.0
YMR176W	6.0
YMR177W	5.0
YMR178W	7.0
YMR179W	5.0
YMR180C	10.0
YMR181C	11.0
YMR182C	4.0
YMR182W-A	5.0
YMR183C	6.0
YMR184W	8.0
YMR185W	6.0
YMR186W	11.0
YMR187C	5.0
YMR188C	10.0
YMR189W	3.0
YMR190C	6.0
YMR191W	8.5
YMR192W	7.0
YMR193C-A	6.0
YMR193W	8.0
YMR194C-A	3.0
YMR194C-B	5.0
YMR194W	12.0
YMR195W	7.0
YMR196W	7.0
YMR197C	4.0
YMR198W	4.0
YMR199W	6.0
YMR200W	6.0
YMR201C	7.0
YMR202W	6.0
YMR203W	11.0
YMR204C	7.0
YMR205C	8.0
YMR206W	4.0
YMR207C	5.0
YMR208W	3.0
YMR209C	4.0
YMR210W	3.0
YMR211W	5.0
YMR213W	11.0
YMR214W	6.0
YMR215W	5.0
YMR216C	4.0
YMR217W	6.0
YMR218C	7.0
YMR219W	8.0
YMR220W	4.0
YMR221C	6.0
YMR222C	5.0
YMR223W	4.0
YMR224C	9.0
YMR225C	7.0
YMR226C	5.0
YMR227C	10.0
YMR228W	7.0
YMR229C	9.0
YMR230W	6.0
YMR230W-A	6.0
YMR231W	7.0
YMR232W	7.0
YMR233W	5.0
YMR234W	6.0
YMR235C	5.0
YMR236W	8.0
YMR237W	4.0
YMR238W	11.0
YMR239C	6.0
YMR240C	8.0
YMR241W	8.0
YMR242C	6.0
YMR242W-A	4.0
YMR243C	14.0
YMR244C-A	13.0
YMR244W	7.0
YMR245W	6.0
YMR246W	5.0
YMR247C	5.0
YMR247W-A	2.0
YMR250W	14.0
YMR251W	5.0
YMR251W-A	4.0
YMR252C	7.0
YMR253C	2.0
YMR254C	9.0
YMR255W	8.0
YMR256C	6.0
YMR257C	10.0
YMR258C	4.0
YMR259C	6.0
YMR260C	7.0
YMR261C	6.0
YMR262W	6.0
YMR263W	6.0
YMR264W	5.0
YMR265C	6.0
YMR266W	16.0
YMR267W	6.0
YMR268C	11.0
YMR269W	5.0
YMR270C	5.0
YMR271C	7.0
YMR272C	6.0
YMR272W-B	5.0
YMR273C	9.0
YMR274C	6.0
YMR275C	7.0
YMR276W	6.0
YMR277W	10.0
YMR278W	8.0
YMR279C	8.0
YMR280C	7.0
YMR281W	5.0
YMR282C	5.0
YMR283C	11.0
YMR284W	4.0
YMR285C	5.0
YMR286W	6.0
YMR287C	7.0
YMR288W	9.0
YMR289W	14.0
YMR290C	7.0
YMR290W-A	7.0
YMR291W	6.0
YMR292W	8.0
YMR293C	13.0
YMR294W	3.0
YMR294W-A	5.0
YMR295C	8.0
YMR296C	6.0
YMR297W	7.0
YMR298W	6.0
YMR299C	6.0
YMR300C	15.0
YMR301C	6.0
YMR302C	5.0
YMR303C	4.0
YMR304C-A	5.0
YMR304W	4.0
YMR305C	6.0
YMR306C-A	6.0
YMR306W	7.0
YMR307W	18.0
YMR308C	11.0
YMR309C	14.0
YMR310C	8.0
YMR311C	5.0
YMR312W	5.0
YMR313C	5.0
YMR314W	6.0
YMR315W	7.0
YMR315W-A	16.0
YMR316C-A	3.0
YMR316C-B	6.0
YMR316W	6.0
YMR317W	5.0
YMR318C	10.0
YMR319C	7.0
YMR320W	6.0
YMR322C	6.0
YMR326C	6.0
YNL001W	7.0
YNL002C	7.0
YNL003C	7.0
YNL004W	16.0
YNL005C	6.0
YNL006W	7.0
YNL007C	6.0
YNL008C	9.0
YNL009W	6.0
YNL010W	13.0
YNL011C	5.0
YNL012W	5.0
YNL013C	6.0
YNL014W	9.0
YNL015W	7.0
YNL016W	5.0
YNL018C	7.0
YNL020C	7.0
YNL021W	7.0
YNL022C	7.0
YNL023C	7.0
YNL024C	4.0
YNL024C-A	5.0
YNL025C	8.0
YNL026W	9.0
YNL027W	8.0
YNL028W	4.0
YNL029C	6.0
YNL030W	5.0
YNL031C	5.0
YNL032W	7.0
YNL034W	5.0
YNL035C	5.0
YNL036W	6.0
YNL037C	4.0
YNL038W	7.0
YNL039W	5.0
YNL040W	7.0
YNL041C	5.0
YNL042W	5.0
YNL042W-B	6.0
YNL043C	8.0
YNL044W	5.0
YNL045W	7.0
YNL046W	6.0
YNL047C	8.0
YNL049C	6.0
YNL050C	3.0
YNL051W	7.0
YNL052W	8.0
YNL053W	7.0
YNL054W	6.0
YNL055C	5.0
YNL056W	4.0
YNL057W	5.0
YNL058C	6.0
YNL059C	10.0
YNL061W	4.0
YNL062C	6.0
YNL063W	5.0
YNL064C	16.0
YNL065W	6.0
YNL066W	5.0
YNL067W	3.0
YNL067W-B	9.0
YNL068C	4.0
YNL069C	8.5
YNL070W	6.0
YNL071W	7.0
YNL072W	6.0
YNL073W	9.0
YNL074C	7.0
YNL075W	8.0
YNL076W	5.0
YNL077W	7.0
YNL078W	6.0
YNL079C	6.0
YNL080C	14.0
YNL081C	6.0
YNL082W	9.0
YNL083W	4.0
YNL084C	6.0
YNL085W	7.0
YNL086W	7.0
YNL087W	7.0
YNL088W	7.0
YNL089C	9.5
YNL090W	6.0
YNL091W	5.0
YNL092W	8.0
YNL093W	6.0
YNL094W	7.0
YNL095C	4.0
YNL096C	5.0
YNL097C	5.0
YNL097C-B	7.0
YNL098C	17.0
YNL099C	5.0
YNL100W	8.0
YNL101W	6.0
YNL102W	7.0
YNL103W	10.0
YNL104C	7.0
YNL105W	6.0
YNL106C	7.0
YNL107W	7.0
YNL108C	17.0
YNL109W	8.0
YNL110C	5.0
YNL111C	7.0
YNL112W	8.5
YNL113W	6.0
YNL114C	8.0
YNL115C	9.0
YNL116W	8.0
YNL117W	5.0
YNL118C	8.0
YNL119W	5.0
YNL120C	5.0
YNL121C	7.0
YNL122C	8.0
YNL123W	8.0
YNL124W	8.0
YNL125C	5.0
YNL126W	7.5
YNL127W	12.0
YNL128W	6.0
YNL129W	9.0
YNL130C	6.0
YNL130C-A	6.0
YNL131W	6.0
YNL132W	12.0
YNL133C	12.0
YNL134C	12.0
YNL135C	8.0
YNL136W	7.0
YNL137C	5.0
YNL138W	7.0
YNL138W-A	8.0
YNL139C	8.0
YNL140C	5.0
YNL141W	7.0
YNL142W	6.0
YNL144C	6.0
YNL145W	8.0
YNL146C-A	17.0
YNL146W	17.0
YNL147W	6.0
YNL148C	4.0
YNL149C	11.0
YNL150W	7.0
YNL151C	3.0
YNL152W	3.0
YNL153C	5.0
YNL154C	7.0
YNL155W	4.0
YNL156C	5.0
YNL157W	10.0
YNL158W	4.0
YNL159C	6.0
YNL160W	7.0
YNL161W	7.0
YNL162W	7.0
YNL162W-A	6.0
YNL163C	6.0
YNL164C	4.0
YNL165W	6.0
YNL166C	7.0
YNL167C	5.0
YNL168C	6.0
YNL169C	16.0
YNL170W	8.0
YNL171C	5.0
YNL172W	7.0
YNL173C	6.0
YNL175C	7.0
YNL176C	5.0
YNL177C	15.0
YNL178W	4.0
YNL179C	11.0
YNL180C	6.0
YNL181W	7.0
YNL182C	10.0
YNL183C	7.0
YNL184C	5.0
YNL185C	13.0
YNL187W	6.0
YNL188W	7.0
YNL189W	13.0
YNL190W	6.0
YNL191W	12.0
YNL192W	5.0
YNL193W	6.0
YNL194C	6.0
YNL195C	6.0
YNL196C	7.0
YNL197C	7.0
YNL198C	8.0
YNL199C	4.0
YNL200C	7.0
YNL201C	7.0
YNL202W	5.0
YNL203C	8.0
YNL204C	4.0
YNL205C	7.0
YNL206C	6.0
YNL207W	4.0
YNL209W	6.0
YNL210W	6.0
YNL211C	7.0
YNL212W	16.0
YNL213C	5.0
YNL214W	6.0
YNL215W	6.0
YNL216W	6.0
YNL217W	5.0
YNL218W	4.0
YNL219C	6.0
YNL220W	10.0
YNL221C	9.0
YNL222W	6.0
YNL223W	1.0
YNL224C	4.0
YNL225C	15.0
YNL226W	8.0
YNL227C	7.0
YNL228W	4.0
YNL229C	5.0
YNL230C	5.0
YNL231C	7.0
YNL232W	7.0
YNL233W	5.0
YNL234W	5.0
YNL235C	8.0
YNL236W	6.0
YNL237W	6.0
YNL238W	15.0
YNL239W	7.0
YNL240C	7.0
YNL241C	6.0
YNL242W	5.0
YNL243W	5.0
YNL244C	6.0
YNL245C	2.0
YNL246W	6.0
YNL247W	4.0
YNL248C	7.0
YNL249C	4.0
YNL250W	6.0
YNL251C	6.0
YNL252C	5.0
YNL253W	5.0
YNL254C	17.0
YNL255C	5.0
YNL256W	6.0
YNL257C	8.0
YNL258C	6.0
YNL259C	11.0
YNL260C	7.0
YNL261W	6.0
YNL262W	13.0
YNL263C	6.0
YNL264C	6.0
YNL265C	12.0
YNL266W	4.0
YNL267W	8.0
YNL268W	8.5
YNL269W	7.0
YNL270C	11.0
YNL271C	13.0
YNL272C	4.0
YNL273W	6.0
YNL274C	8.0
YNL275W	10.0
YNL276C	5.0
YNL277W	5.0
YNL277W-A	14.0
YNL278W	5.0
YNL279W	6.0
YNL280C	8.0
YNL281W	4.0
YNL282W	4.0
YNL283C	5.0
YNL284C	8.0
YNL285W	7.0
YNL286W	10.0
YNL287W	7.0
YNL288W	9.0
YNL289W	5.0
YNL290W	8.0
YNL291C	8.0
YNL292W	9.0
YNL293W	13.0
YNL294C	9.0
YNL295W	8.0
YNL296W	8.0
YNL297C	8.0
YNL298W	5.0
YNL299W	6.0
YNL300W	9.0
YNL301C	5.0
YNL302C	14.0
YNL303W	9.0
YNL304W	4.0
YNL305C	5.0
YNL306W	6.0
YNL307C	12.0
YNL308C	8.0
YNL309W	8.0
YNL310C	4.0
YNL311C	6.0
YNL312W	8.0
YNL313C	7.0
YNL314W	5.0
YNL315C	7.5
YNL316C	6.0
YNL317W	15.0
YNL318C	9.0
YNL319W	5.0
YNL320W	6.0
YNL321W	6.0
YNL322C	8.0
YNL323W	6.0
YNL324W	12.0
YNL325C	6.0
YNL326C	13.0
YNL327W	6.0
YNL328C	6.0
YNL329C	7.0
YNL330C	8.0
YNL331C	17.0
YNL332W	11.0
YNL333W	4.0
YNL334C	5.0
YNL335W	7.0
YNL336W	15.0
YNL338W	6.0
YNL339C	5.0
YNR001C	10.0
YNR002C	7.0
YNR003C	5.0
YNR004W	6.0
YNR005C	5.0
YNR006W	7.0
YNR007C	7.0
YNR008W	5.0
YNR009W	4.0
YNR010W	7.0
YNR011C	9.0
YNR012W	8.0
YNR013C	7.0
YNR014W	7.0
YNR015W	3.0
YNR016C	4.0
YNR017W	7.0
YNR018W	6.0
YNR019W	5.0
YNR020C	5.0
YNR021W	6.0
YNR022C	5.0
YNR023W	3.0
YNR024W	8.0
YNR025C	6.0
YNR026C	6.0
YNR027W	5.0
YNR028W	6.0
YNR029C	8.0
YNR030W	8.0
YNR031C	7.0
YNR032C-A	6.0
YNR032W	6.0
YNR033W	11.0
YNR034W	6.0
YNR035C	10.0
YNR036C	6.0
YNR037C	3.0
YNR038W	6.0
YNR039C	3.0
YNR040W	6.0
YNR041C	6.0
YNR042W	6.0
YNR043W	16.0
YNR044W	2.0
YNR045W	5.0
YNR046W	8.0
YNR047W	7.0
YNR048W	7.0
YNR049C	6.0
YNR050C	5.0
YNR051C	14.0
YNR052C	5.5
YNR053C	7.0
YNR054C	6.0
YNR055C	7.0
YNR056C	4.0
YNR057C	6.0
YNR058W	10.0
YNR059W	10.0
YNR060W	6.0
YNR061C	6.0
YNR062C	12.0
YNR063W	5.0
YNR064C	5.0
YNR065C	6.0
YNR066C	5.0
YNR067C	4.0
YNR068C	7.0
YNR069C	18.0
YNR070W	9.0
YNR071C	6.0
YNR072W	7.0
YNR073C	8.0
YNR074C	6.0
YNR075W	7.0
YOL001W	8.0
YOL002C	6.0
YOL003C	7.0
YOL004W	11.0
YOL005C	7.0
YOL006C	7.0
YOL007C	8.0
YOL008W	9.0
YOL009C	8.0
YOL010W	8.0
YOL011W	15.0
YOL012C	8.0
YOL013C	9.0
YOL013W-A	7.0
YOL014W	5.0
YOL015W	8.0
YOL016C	9.0
YOL017W	6.0
YOL018C	4.0
YOL019W	6.0
YOL019W-A	9.0
YOL020W	7.0
YOL021C	8.0
YOL022C	8.0
YOL023W	7.0
YOL024W	9.0
YOL025W	12.0
YOL026C	8.0
YOL027C	6.0
YOL028C	8.0
YOL029C	17.0
YOL030W	8.0
YOL031C	6.0
YOL032W	7.0
YOL033W	7.0
YOL034W	6.0
YOL035C	17.0
YOL036W	6.0
YOL037C	10.0
YOL038C-A	6.0
YOL038W	7.0
YOL039W	9.0
YOL040C	8.0
YOL041C	8.0
YOL042W	7.0
YOL043C	8.0
YOL044W	11.0
YOL045W	7.0
YOL046C	4.0
YOL047C	6.0
YOL048C	7.5
YOL049W	15.0
YOL050C	5.0
YOL051W	6.0
YOL052C	4.0
YOL052C-A	7.0
YOL053W	7.0
YOL054W	8.0
YOL055C	6.0
YOL056W	7.0
YOL057W	7.0
YOL058W	15.0
YOL059W	10.0
YOL060C	8.0
YOL061W	8.0
YOL062C	8.0
YOL063C	6.0
YOL064C	6.0
YOL065C	7.0
YOL066C	7.0
YOL067C	16.0
YOL068C	8.0
YOL069W	8.0
YOL070C	6.0
YOL071W	8.0
YOL072W	7.0
YOL073C	5.0
YOL075C	5.0
YOL076W	9.0
YOL077C	6.0
YOL077W-A	8.0
YOL078W	7.0
YOL079W	10.0
YOL080C	8.0
YOL081W	15.0
YOL082W	7.0
YOL083W	8.0
YOL084W	7.0
YOL085C	6.0
YOL086C	7.0
YOL086W-A	7.0
YOL087C	13.0
YOL088C	6.0
YOL089C	7.0
YOL090W	9.0
YOL091W	6.0
YOL092W	11.0
YOL093W	12.0
YOL094C	13.0
YOL095C	11.0
YOL096C	18.0
YOL097C	15.0
YOL097W-A	5.0
YOL098C	11.0
YOL099C	7.0
YOL100W	7.0
YOL101C	14.0
YOL102C	7.0
YOL103W	10.0
YOL104C	17.0
YOL105C	16.0
YOL106W	9.0
YOL107W	5.0
YOL108C	4.0
YOL109W	16.0
YOL110W	7.0
YOL111C	13.0
YOL112W	5.0
YOL113W	8.0
YOL114C	5.0
YOL115W	17.0
YOL116W	4.0
YOL117W	5.0
YOL118C	10.0
YOL119C	4.0
YOL120C	6.0
YOL121C	15.0
YOL122C	7.0
YOL123W	17.0
YOL124C	4.0
YOL125W	7.0
YOL126C	14.0
YOL127W	7.0
YOL128C	9.0
YOL129W	7.0
YOL130W	7.0
YOL131W	11.0
YOL132W	6.0
YOL133W	11.0
YOL134C	17.0
YOL135C	16.0
YOL136C	6.0
YOL137W	4.0
YOL138C	8.0
YOL139C	6.0
YOL140W	6.0
YOL141W	7.0
YOL142W	8.0
YOL143C	10.0
YOL144W	14.0
YOL145C	9.0
YOL146W	7.0
YOL147C	7.0
YOL148C	10.0
YOL149C	6.0
YOL149W	5.0
YOL150C	6.0
YOL151W	8.0
YOL152W	10.0
YOL154W	8.0
YOL155C	8.0
YOL158C	10.0
YOL159C	5.0
YOL159C-A	8.0
YOL160W	6.0
YOL162W	5.0
YOL163W	4.0
YOL164W	7.0
YOL164W-A	5.0
YOL166C	9.0
YOR001W	13.0
YOR002W	6.0
YOR003W	4.0
YOR004W	9.0
YOR005C	6.0
YOR006C	4.0
YOR007C	6.0
YOR008C	3.0
YOR008C-A	6.0
YOR009W	4.0
YOR010C	5.0
YOR011W	4.0
YOR012W	5.0
YOR013W	6.0
YOR014W	8.0
YOR015W	7.0
YOR016C	7.0
YOR017W	7.0
YOR018W	6.0
YOR019W	6.0
YOR020C	9.0
YOR020W-A	6.0
YOR021C	6.0
YOR022C	5.0
YOR023C	10.0
YOR024W	5.0
YOR025W	5.0
YOR026W	4.0
YOR027W	8.0
YOR028C	3.0
YOR029W	5.0
YOR030W	6.0
YOR031W	7.0
YOR032C	7.0
YOR033C	5.0
YOR034C	3.0
YOR034C-A	7.0
YOR035C	13.0
YOR036W	5.0
YOR037W	7.0
YOR038C	6.0
YOR039W	4.0
YOR040W	5.0
YOR041C	7.0
YOR042W	12.0
YOR043W	6.0
YOR044W	9.0
YOR045W	16.0
YOR046C	7.0
YOR047C	6.0
YOR048C	6.0
YOR049C	5.0
YOR050C	5.0
YOR051C	5.0
YOR052C	9.0
YOR053W	7.0
YOR054C	5.0
YOR055W	10.0
YOR056C	8.0
YOR057W	5.0
YOR058C	6.0
YOR059C	5.0
YOR060C	5.0
YOR061W	5.0
YOR062C	7.0
YOR063W	8.0
YOR064C	7.0
YOR065W	6.0
YOR066W	4.0
YOR067C	5.0
YOR068C	5.0
YOR069W	5.0
YOR070C	13.0
YOR071C	7.0
YOR072W	17.0
YOR073W	17.0
YOR074C	9.0
YOR075W	11.0
YOR076C	6.0
YOR077W	7.0
YOR078W	7.0
YOR079C	6.0
YOR080W	6.0
YOR081C	9.0
YOR082C	5.0
YOR083W	12.0
YOR084W	6.0
YOR085W	5.0
YOR086C	5.0
YOR087W	7.666666666666667
YOR089C	6.0
YOR090C	8.0
YOR091W	9.0
YOR092W	5.0
YOR093C	9.0
YOR094W	8.0
YOR095C	18.0
YOR096W	9.0
YOR097C	7.0
YOR098C	7.0
YOR099W	7.0
YOR100C	7.0
YOR101W	7.0
YOR102W	7.0
YOR103C	5.0
YOR104W	11.0
YOR105W	6.0
YOR106W	7.0
YOR107W	8.0
YOR108W	5.0
YOR109W	6.0
YOR110W	4.0
YOR111W	3.0
YOR112W	9.0
YOR113W	5.0
YOR114W	8.0
YOR115C	5.0
YOR116C	5.0
YOR117W	6.0
YOR118W	10.0
YOR119C	10.0
YOR120W	7.0
YOR121C	4.0
YOR122C	4.0
YOR123C	4.0
YOR124C	4.0
YOR125C	6.0
YOR126C	6.0
YOR127W	7.0
YOR128C	5.0
YOR129C	7.0
YOR130C	9.0
YOR131C	5.0
YOR132W	7.0
YOR133W	5.0
YOR134W	7.0
YOR135C	7.0
YOR136W	5.0
YOR137C	6.0
YOR138C	13.0
YOR139C	6.0
YOR140W	5.0
YOR141C	7.0
YOR142W	3.0
YOR143C	13.0
YOR144C	8.0
YOR145C	6.0
YOR146W	5.0
YOR147W	8.0
YOR148C	5.0
YOR149C	7.0
YOR150W	5.0
YOR151C	7.0
YOR152C	4.0
YOR153W	6.0
YOR154W	11.0
YOR155C	8.0
YOR156C	6.0
YOR157C	6.0
YOR158W	4.0
YOR159C	8.0
YOR160W	5.0
YOR161C	9.0
YOR161C-C	8.0
YOR163W	5.0
YOR164C	5.0
YOR165W	10.0
YOR166C	6.0
YOR167C	9.0
YOR168W	6.0
YOR169C	7.0
YOR170W	6.0
YOR171C	7.0
YOR172W	4.0
YOR173W	6.0
YOR174W	12.0
YOR175C	4.0
YOR176W	5.0
YOR177C	7.0
YOR178C	5.0
YOR179C	6.0
YOR181W	7.0
YOR182C	4.0
YOR183W	5.0
YOR184W	4.0
YOR185C	5.0
YOR186W	9.0
YOR187W	8.0
YOR188W	6.0
YOR189W	5.0
YOR190W	7.0
YOR191W	6.0
YOR192C	6.0
YOR193W	5.0
YOR194C	12.0
YOR195W	11.0
YOR196C	5.0
YOR197W	9.0
YOR198C	6.0
YOR199W	6.0
YOR200W	6.0
YOR201C	3.0
YOR202W	6.0
YOR203W	5.0
YOR204W	6.0
YOR205C	8.0
YOR206W	10.0
YOR207C	17.0
YOR208W	6.0
YOR209C	6.0
YOR210W	6.0
YOR211C	4.0
YOR212W	10.0
YOR213C	6.0
YOR214C	5.0
YOR215C	15.0
YOR216C	4.0
YOR217W	10.0
YOR218C	6.0
YOR219C	4.0
YOR220W	3.0
YOR221C	5.0
YOR222W	5.0
YOR223W	7.0
YOR224C	19.0
YOR225W	6.0
YOR226C	11.0
YOR227W	5.0
YOR228C	9.0
YOR229W	9.0
YOR230W	8.0
YOR231W	5.0
YOR232W	11.0
YOR233W	15.0
YOR234C	9.0
YOR235W	10.0
YOR236W	5.0
YOR237W	7.0
YOR238W	4.0
YOR239W	9.333333333333334
YOR241W	3.0
YOR242C	6.0
YOR243C	4.0
YOR244W	7.0
YOR245C	6.0
YOR246C	5.0
YOR247W	6.0
YOR248W	9.0
YOR249C	7.0
YOR250C	5.0
YOR251C	7.0
YOR252W	6.0
YOR253W	5.0
YOR254C	7.0
YOR255W	4.0
YOR256C	6.0
YOR257W	6.0
YOR258W	9.0
YOR259C	6.0
YOR260W	7.0
YOR261C	7.0
YOR262W	15.0
YOR263C	5.0
YOR264W	7.0
YOR265W	8.0
YOR266W	7.0
YOR267C	14.0
YOR268C	5.0
YOR269W	6.0
YOR270C	6.0
YOR271C	10.0
YOR272W	5.0
YOR273C	6.0
YOR274W	8.0
YOR275C	4.0
YOR276W	7.0
YOR277C	5.0
YOR278W	17.0
YOR279C	4.0
YOR280C	5.0
YOR281C	7.0
YOR282W	5.0
YOR283W	4.0
YOR284W	9.0
YOR285W	9.0
YOR286W	8.0
YOR287C	8.0
YOR288C	5.0
YOR289W	13.0
YOR290C	7.0
YOR291W	6.0
YOR292C	6.0
YOR293C-A	6.0
YOR293W	7.0
YOR294W	5.0
YOR295W	15.0
YOR296W	11.0
YOR297C	5.0
YOR298C-A	5.666666666666667
YOR298W	18.0
YOR299W	6.0
YOR300W	7.0
YOR301W	7.0
YOR302W	9.5
YOR303W	9.0
YOR304C-A	12.0
YOR304W	10.0
YOR305W	7.0
YOR306C	4.5
YOR307C	10.0
YOR308C	7.0
YOR309C	6.0
YOR310C	4.0
YOR311C	7.0
YOR312C	8.0
YOR313C	8.0
YOR314W	7.0
YOR315W	3.0
YOR316C	9.0
YOR316C-A	7.0
YOR317W	12.0
YOR318C	9.0
YOR319W	10.0
YOR320C	10.0
YOR321W	6.0
YOR322C	6.0
YOR323C	6.0
YOR324C	9.0
YOR325W	3.0
YOR326W	8.0
YOR327C	5.0
YOR328W	8.0
YOR329C	7.0
YOR330C	8.0
YOR331C	2.0
YOR332W	8.0
YOR333C	1.0
YOR334W	7.0
YOR335C	13.0
YOR336W	7.0
YOR337W	7.0
YOR338W	15.0
YOR339C	6.0
YOR340C	9.0
