ORF     	TAG          	PreSpo1	Spore1	Germ1_0	Germ1_1	Germ1_2	Germ1_3	Germ1_4	PreSpo2	Spore2	Germ2_0	Germ2_1	Germ2_2	Germ2_3	HomDip1	HomDip2	HomDip3	HomDip4	HomDip5
YNL338W  	tag_1302_at    	25058.5	22758.8	35703.6	26941.6	23489.3	26545.1	11866.8	41469.3	54266.8	47815.8	42075	44223.4	54417.5	32101.3	55497	33610.9	46715.1	37560.8
YNL338W  	tag_1398_at    	4419.8	4968.28	7794.14	10365.4	10260.3	8975.11	8712.34	19515.8	23035.8	20297.4	18284.5	17141.9	17482.4	11196.5	4890.38	10296.8	9916.53	12868.4
YNL338W  	tag_1302_st    	16275.5	18835.3	29548.4	25032.6	24023.3	25242.4	25911.9	30040.3	42841.4	37748.6	22570.5	21194.3	27538.9	28368.8	27988.5	27366.5	36360.1	33742.2
YNL338W  	tag_1398_st    	9353.8	10264.8	16103.1	21240.4	21675	20920.1	19534.1	33113	40189.9	35412.3	35413.5	35340.3	38579	21251	8867.28	20921.9	20877.2	24928.4
YNL339C  	tag_1301_at    	14511.3	11973.9	18784.4	22613.8	20094.8	21585.1	8461.29	33834.5	40630.9	35800.9	38433.5	35573.8	44427	22012	29534.3	27676.1	34303.2	31587.6
YNL339C  	tag_1397_at    	10420.3	12357.6	19386.4	18580.5	18581.8	16947.3	15574.5	31627	34592.6	30480.4	26971	28199.3	26706.3	22284	13790	20229.9	23807.8	24035.7
YNL339C  	tag_1301_st    	7690.3	8170.39	12817.5	17296.8	16348.8	17385.5	15708.6	19716.8	28358.2	24987.1	19906.3	17434.3	21673.7	14231.3	9421.3	14739.5	16298	19189.7
YNL339C  	tag_1397_st    	24413	26456.1	41503.7	33071.7	32622	33550.6	32940.8	43646	54823.9	48306.7	43875.3	46150.3	55678.3	40148.8	40739.5	44688.7	50499.6	50672.3
YNR001C  	tag_11144_at   	5161.8	1843.77	2892.46	2166.81	1887.5	1673.5	1802.15	19841	6573.89	5792.41	2157.5	1891.7	1513.52	7581.5	8925.04	9198.67	6453.26	6102.69
YNR001C  	tag_11144_st   	8068	4075.82	6394.07	3593.31	3182	2316.77	3319.9	26820	10712.5	9439.05	2543	1947.58	1724.12	10811.5	12672.4	12658.6	8049.47	8177.25
YNR001C  	tag_11240_at   	4134.3	2960.77	4644.79	2165.79	1432.8	1688.67	1550.84	10461.5	5225.88	4604.65	1441.3	1347.26	1272.75	8558.8	7479.28	8464.1	7499.63	8024.95
YNR001C  	tag_11240_st   	6300.8	3792.43	5949.49	2808.59	1776.8	2102.35	2022.72	18471.3	8654.62	7625.8	1558.3	1813.06	1335.29	10673.3	8612.7	10482.5	10748.9	10000.1
YNR002C  	tag_11145_at   	4229.8	2995.39	4699.11	5805.3	7643.3	6989.6	7311.1	20934.5	14520.7	12794.6	21585	22223.3	19277.8	8767.5	5372.96	11287.1	5737.01	8274.8
YNR002C  	tag_11145_st   	3223	2875.41	4510.88	7666.88	11509.3	8336.43	11416.6	14834.3	14898.6	13127.5	14944.8	13890.7	12180.2	6909.5	3547.22	8046.02	4004.95	6486.58
YNR002C  	tag_11241_at   	1525.3	1741.49	2732.02	4243.11	4439.5	4497.06	3862.23	6981	7146.36	6296.83	10334.5	9573.91	9009.85	4134.8	2501.81	3671.23	3458.68	4460.02
YNR002C  	tag_11241_st   	3807.8	3761.58	5901.09	8225.28	8857.8	9212.78	8150.29	15512.5	14968.9	13189.4	19282	19372.4	16359.1	7880.5	4036.64	7766.02	7740.42	8866.01
YNR003C  	tag_11146_at   	490.3	486.224	762.778	568.082	496	567.198	572.562	598.3	817.242	720.092	579.5	618.8	764.232	503.5	883.081	453.15	735.274	603.559
YNR003C  	tag_11146_st   	472	501.993	787.516	570.882	483	561.605	576.455	594.5	810.532	714.179	538.5	591.437	743.061	513	924.119	444.931	732.388	641.457
YNR003C  	tag_11242_at   	494.3	538.217	844.344	635.162	478	601.009	593.581	612	874.441	770.492	629.3	723.03	823.732	544.8	949.654	570.958	802.859	699.708
YNR003C  	tag_11242_st   	473.8	556.501	873.026	632.616	508.5	644.515	661.437	654	913.106	804.561	694.8	893.997	845.456	625.3	920.015	661.369	849.896	741.817
YNR004W  	tag_11147_at   	3688.3	1933.81	3033.72	4656.16	5665.5	5377.76	6267.31	9438.5	6399.41	5638.68	9623	10453.1	10385.3	5920.5	6101.77	3023.34	1534.23	1094.13
YNR004W  	tag_11147_st   	4669.5	3801.23	5963.29	6852.24	9596.5	8380.56	10059.5	12501.5	9991.13	8803.43	8324.8	8466.86	8643.44	8757.5	6213.18	3816.98	1706.58	1212.45
YNR004W  	tag_11243_at   	3156.3	2294.91	3600.2	6121.87	6221.3	5796.04	4856.98	4433.8	3405.26	3000.45	6076.5	6451.19	6387	4263.5	2979.07	1852.38	1407.72	1078.69
YNR004W  	tag_11243_st   	3587.8	2867.41	4498.33	6878.97	6545	6834.22	6095.14	5029.8	4333.06	3817.97	5680	6489.83	5814.83	3799.8	3937.38	1751.23	1381.06	1091.04
YNR005C  	tag_11148_at   	2356.3	1269.9	1992.19	3434.58	5090.3	4333.6	4865.81	9859	6893.43	6073.97	13162.3	15463.2	13254	2338	3766.09	2817.31	2372.75	1932.79
YNR005C  	tag_11148_st   	1420.8	1112.2	1744.8	2581.76	3499	2952.22	3964.08	5155	4456.57	3926.79	5902.5	6595.32	5885.68	1666.8	1943.23	1749.04	1498.23	1395.2
YNR005C  	tag_11244_at   	6637.5	7105.95	11147.7	10270.8	10645.5	10241.4	9708.52	17553	15755.3	13882.4	18786	18272.6	17980.1	12077.8	10295.3	12706.8	11483.9	11588.3
YNR005C  	tag_11244_st   	11134.5	12326.4	19337.4	19451.4	20319.5	21614.6	19723.1	30142.3	34126.5	30069.7	31747.5	34324.2	30811.4	17695.5	18421.6	23530.4	23101.7	21176.5
YNR006W  	tag_11149_at   	4485.3	1775.2	2784.9	1093.78	560.8	641.408	658.453	9642.3	1753.2	1544.78	729.5	759.271	874.238	9707.3	8836.89	9428.26	5154.22	5669.25
YNR006W  	tag_11149_st   	5166.5	2766.85	4340.57	1157.42	526	576.148	675.709	9544.3	1805.12	1590.54	640.8	668.931	795.642	11899	9279.64	10447.4	5352.9	6427.21
YNR006W  	tag_11245_at   	840	687.341	1078.29	673.73	475.8	553.152	587.743	1323.3	951.452	838.348	604.3	695.354	805.743	2253.3	1853.56	1617.86	1843.79	1369.94
YNR006W  	tag_11245_st   	1804	1075.06	1686.54	820.746	486.3	566.825	636.137	3613.3	1227.54	1081.62	613.8	738.383	756.206	4873.3	4320.41	4160.87	4514.89	2914.35
YNR007C  	tag_11150_at   	4377.3	1655.22	2596.67	1444.45	487.5	568.068	585.148	19265	5881.75	5182.55	626.8	670.498	795.642	9182.3	6801.7	11970.4	6749.58	9510.27
YNR007C  	tag_11150_st   	2240.5	1190.13	1867.06	913.029	511	593.924	602.404	8132.8	2855.16	2515.75	585.3	669.767	781.805	5294.3	3476.54	5850.4	3177.64	4518.69
YNR007C  	tag_11246_at   	5468.5	2775.99	4354.91	1078.5	548.8	584.601	615.378	11697	2578.43	2271.92	811	923.24	937.197	11039.8	16634.9	14100.8	15698	14043
YNR007C  	tag_11246_st   	9614.3	4318.88	6775.37	1512.17	684.5	735.257	729.813	20616.8	4339.13	3823.32	1038	1272.59	1137.42	16103.5	34486.2	22476.7	25969.8	21457.2
YNR008W  	tag_11151_at   	4231.3	2396.61	3759.75	5982.87	7353.3	6692.27	6885.54	17847	9281.73	8178.36	17568	19048.1	17083.2	5952	12491.6	8416.76	4566.68	4703.27
YNR008W  	tag_11151_st   	1576.3	1339.26	2101	2888.52	3336.5	3172.85	3755.19	4900.8	3382.09	2980.04	4722.5	4961.37	4396.79	2476.8	3825.67	2856.22	2069.64	2012.52
YNR008W  	tag_11247_at   	2044.8	2117.79	3322.34	6322.09	6254.5	6530.3	5470.68	10388.8	9436.23	8314.5	11340.8	10779.1	9302.51	5063.3	3064.64	4915.94	5178.85	5384.03
YNR008W  	tag_11247_st   	4751	4340.93	6809.96	12046.2	12248.5	13346.9	11467.2	19894.3	18901.2	16654.3	22467	23591.7	19791.4	10297.8	5555.35	11520	9826.02	11421.3
YNR009W  	tag_11152_at   	3609.3	2597.73	4075.26	5559.64	6988.5	6733.29	6060.75	15946.5	12349.4	10881.3	17484.3	17798	14744.3	7183	4828.06	9658.95	5028.9	7098.56
YNR009W  	tag_11152_st   	3878.8	3659.31	5740.64	7520.11	10940.3	9074.55	9079.91	14579.8	13083.5	11528.2	13451.5	12823	11227.3	7648.3	4329.98	9218.4	4093.25	6939.53
YNR009W  	tag_11248_at   	6347	6079	9536.6	10925	11637.3	11575.5	10071.4	23252	21934.5	19327	20562.5	21605.1	19836.1	14230.3	10139.2	15674.5	12634.7	13408.8
YNR009W  	tag_11248_st   	12030.8	12027.4	18868.3	21370	23143.3	21970.7	20773.4	40556.5	45800.7	40356.1	38117.3	40260.5	38931.8	23338.5	16927.9	28946.8	24068.4	26620.9
YNR010W  	tag_11153_at   	492.5	514.22	806.698	627.525	520	626.864	640.03	671.8	1519.45	1338.82	644.5	733.683	830.235	523.8	950.414	526.903	742.576	668.547
YNR010W  	tag_11153_st   	525.8	532.275	835.022	661.638	621.8	647.623	679.861	812.8	1281.86	1129.48	839.3	896.921	972.759	589	965.613	526.027	816.443	703.919
YNR010W  	tag_11249_at   	468	544.845	854.741	619.633	449.3	577.143	585.148	621.5	880.353	775.701	608.3	627.991	804.636	553.3	894.176	615.342	785.029	697.322
YNR010W  	tag_11249_st   	474.5	520.505	816.558	602.067	519.5	618.411	652.615	632	881.152	776.404	630	730.863	788.723	566.5	963.333	623.89	842.764	766.38
YNR011C  	tag_12519_at   	580	617.636	968.934	768.813	641.5	753.903	751.61	1069	1283.78	1131.17	1351.5	1325.64	1436.31	701	1138.43	743.889	1017.67	948.571
YNR011C  	tag_12555_at   	445.3	510.564	800.961	571.518	449.3	564.339	545.316	585.5	823.633	725.723	561.3	1448.57	755.929	506.5	901.32	574.794	849.047	664.617
YNR011C  	tag_12519_st   	486.3	547.93	859.581	640.635	523	637.679	586.186	655.3	928.285	817.935	663	689.819	778.069	570.3	1019.11	617.314	842.764	754.87
YNR011C  	tag_12555_st   	476.3	550.216	863.167	620.269	511.3	572.792	629.65	618.5	908.793	800.759	6647.8	1156.97	864.552	537.3	1004.68	561.095	779.085	683.566
YNR012W  	tag_11155_at   	478.5	509.421	799.169	597.358	485.5	583.606	622.774	583	882.749	777.812	634.3	680.733	795.642	517.8	953.757	449.095	723.897	643.282
YNR012W  	tag_11155_st   	488	523.705	821.577	601.176	494.8	563.469	596.176	555.3	855.268	753.598	623	701.62	804.636	530.3	912.719	438.356	758.708	645.387
YNR012W  	tag_11251_at   	1354	1652.93	2593.09	3031.34	2626.8	2736.55	2392.23	5563.5	4497.63	3962.97	3951.5	4069.77	3874.43	5903.3	3375.47	4974.24	3913.26	3849.87
YNR012W  	tag_11251_st   	2811.3	2852.78	4475.38	6140.96	5837.8	5875.84	4983.87	8610	5926	5221.55	7193.5	7002.94	7624.05	9354.5	6359.4	10216.4	8133.53	7429.82
YNR013C  	tag_11156_at   	4351.3	2884.55	4525.22	7474.93	9385.5	9234.9	7656.22	20729	14273.9	12577	19660.8	22146.1	11964.4	7640	5182.97	10605.8	5378.71	7654.4
YNR013C  	tag_11156_st   	2965	2372.27	3721.57	5445.34	7470.3	6530.92	6203.47	12585.3	10064.6	8868.19	10119.8	10063.2	6885.42	5312.8	2961.28	6546.29	3110.91	4842.93
YNR013C  	tag_11252_at   	8023	6411.76	10058.6	9218.5	9306.8	9909.5	9310.85	12117.8	7939.63	6995.8	14356.3	14929.5	14740.5	9795.5	15475.9	13308.5	14352.8	13001.8
YNR013C  	tag_11252_st   	11017.8	9683.91	15191.9	13136	13246.3	14712.3	14036.1	29080.3	21243.2	18717.9	18956	23827.7	21807.2	10713.3	18357.7	14260.8	16948.3	14869
YNR014W  	tag_11157_at   	2966.8	2226.92	3493.54	4368.49	5777.5	5871.24	5144.76	13307.3	9222.61	8126.27	14050.8	16096.6	10047	5519.5	4068.1	6994.84	3925.65	5365.78
YNR014W  	tag_11157_st   	5244.5	4692.89	7362.1	9344.14	14002.8	12218.8	12236.2	20577	20571.3	18125.9	17005.8	17830.6	11570.4	9418.3	5519.33	11662.2	5315.54	9164
YNR014W  	tag_11253_at   	3797	4214.66	6611.88	6067.13	6547.8	6531.92	6047.13	11369	10522.4	9271.52	12230.8	12982.8	11621.2	7173.5	5544.71	7855.66	7233.03	7923.89
YNR014W  	tag_11253_st   	2065.3	1947.18	3054.7	4405.15	4427.8	4868.73	4355.52	8373.3	7148.75	6298.94	9224.5	9938.72	8455.25	3620.8	2537.22	3823.88	4138.76	4414.83
YNR015W  	tag_11158_at   	4930.8	3360.14	5271.32	7964.35	10413.8	10043.1	9215.75	22247	17832	15712.2	23173.5	25962.5	17811	9805.5	7823.55	13625.5	7275.48	10325.5
YNR015W  	tag_11158_st   	2974.8	2622.3	4113.8	6458.54	9024.3	7991.86	8103.58	11621.3	10700.8	9428.77	11847.8	12927.4	9230.56	5649.8	3836.76	6127.11	3521.51	5331.68
YNR015W  	tag_11254_at   	5880.8	6080.94	9539.65	11199.1	12371.5	12614.7	11429.2	21569.5	19753.3	17405.1	19207.5	20244.4	18894.8	12727.3	7212.08	14444.4	11457.9	13447.2
YNR015W  	tag_11254_st   	10125	10054.5	15773.3	16324.3	16898.8	18132.2	16694.9	27589.8	29350.4	25861.4	29452.8	32095.1	29331.9	17636.5	15233.2	22446	19241.6	20671.9
YNR016C  	tag_11159_at   	494.8	557.986	875.357	637.708	551.3	630.593	682.196	677	977.815	861.577	650.3	732.43	820.549	504	935.214	547.396	730.69	636.545
YNR016C  	tag_11159_st   	537.5	546.216	856.892	583.356	518.3	565.582	603.312	601	871.246	767.676	638.5	645.432	789.139	550	921.839	472.109	764.651	622.228
YNR016C  	tag_11255_at   	505.5	554.215	869.441	610.977	518.5	586.714	606.945	671	908.313	800.337	698.5	744.649	833.003	568.3	908.159	627.177	858.896	710.235
YNR016C  	tag_11255_st   	492	550.559	863.705	644.708	534.8	632.085	642.624	678	949.854	836.94	746.8	859.532	894.994	560.3	939.774	672.657	876.726	728.903
YNR017W  	tag_11160_at   	524	557.415	874.461	666.093	640.8	749.552	713.335	832.8	1423.58	1254.35	1633.8	1773.69	1568.45	550.3	968.653	561.972	790.123	705.322
YNR017W  	tag_11160_st   	575.5	533.989	837.711	625.361	568	607.224	686.348	680.5	1293.37	1139.62	760.3	817.548	905.648	550	973.213	535.123	745.972	673.741
YNR017W  	tag_11256_at   	475	509.992	800.065	588.066	473.5	537.987	582.942	561.3	792.957	698.694	530.5	644.701	737.526	500.3	876.697	593.972	767.538	662.933
YNR017W  	tag_11256_st   	473.3	526.219	825.521	553.698	480	541.965	554.398	541.3	817.242	720.092	588.8	766.895	764.232	521.3	965.613	592.109	820.689	759.362
YNR018W  	tag_11161_at   	2994.8	2208.29	3464.32	6067.52	8052.3	7199.68	7063.68	14580	11966.2	10543.8	16961	16394.3	14199.1	6407.3	3951.82	8016.21	4201.59	5658.02
YNR018W  	tag_11161_st   	4192.8	3596.11	5641.51	7777.23	11396	9582.33	10904.1	14646.8	15970.7	14072.1	13884.8	13721.7	10250.6	8635	5157.13	10876.7	4414.19	7580.99
YNR018W  	tag_11257_at   	1278.8	1427.59	2239.57	3773.8	4209.8	4177.85	3658.15	5513	4268.35	3760.95	6063	5670.82	5166.83	3322	2010.57	2961.64	2710.67	2830.41
YNR018W  	tag_11257_st   	3692	3750.72	5884.05	10228.1	10836.8	10695.1	10163.9	13397.3	11020.1	9710.05	17052.3	17196.7	15074	8562.8	5184.94	9037.58	8088.53	8214.72
YNR019W  	tag_11162_at   	4353.5	2805.36	4400.99	6570.94	8015.5	7392.1	7641.69	20124.3	15368.3	13541.4	19363.5	19335.1	15719.5	7440.8	6158	9775.11	4826.83	6691.79
YNR019W  	tag_11162_st   	6484.8	5359.32	8407.59	8704.9	12394.5	11572.1	12892.4	22210	20084.3	17696.8	16161.8	18087.6	13111.9	11719.3	9522.37	14604.9	6797.47	10119.9
YNR019W  	tag_11258_at   	5737.5	4943.14	7754.7	9627.35	10727	10147.5	10272.9	16963	11328.8	9982.04	18127	17084.6	16212.1	10958.5	5277.66	11568	9706.81	10151
YNR019W  	tag_11258_st   	16291.8	15041.9	23597.3	22243.8	24100	24561.6	24633.7	42415	45980.1	40514.2	37448.5	39901.7	38168.4	21871.8	23479.2	30543.5	24947.5	26983.7
YNR020C  	tag_11163_at   	710.5	561.071	880.197	593.157	471	581.12	615.378	1679.8	836.415	736.986	665	642.612	798.133	3039	1657.49	1905.2	1032.95	914.463
YNR020C  	tag_11163_st   	727	585.64	918.739	614.796	483	579.007	621.865	1363.5	839.611	739.801	651.3	660.367	825.392	2402.3	1442.42	1280	924.272	813.121
YNR020C  	tag_11259_at   	551.3	593.41	930.929	631.98	445.5	560.983	610.448	845.3	837.214	737.69	593.8	602.926	747.904	1751.8	1275.98	915.944	984.045	901.83
YNR020C  	tag_11259_st   	744	661.059	1037.06	708.097	505	611.575	641.976	1322.5	920.776	811.318	684.8	724.075	838.261	2967.8	1436.34	1444.38	1363.23	1195.89
YNR021W  	tag_11164_at   	510.3	558.786	876.612	670.802	610.5	706.419	708.145	776	1158.36	1020.66	1533.5	1643.66	1463.01	559	1006.96	564.712	759.557	745.747
YNR021W  	tag_11164_st   	555.3	569.07	892.746	662.529	575.8	697.096	662.086	921.5	1093.65	963.642	925.8	1010.24	1124	588.8	980.812	597.588	798.613	717.253
YNR021W  	tag_11260_at   	6480.5	7675.6	12041.3	11986.6	13098.8	13775.7	13003.4	18325.8	15498	13655.7	19154	19822.5	18144.1	12293.8	11707	14837.6	13153.1	13579.8
YNR021W  	tag_11260_st   	13326.3	13513.7	21200	20033.1	21556.8	23430.6	22745.9	31913	27431.5	24170.6	32099.3	36033.5	31855.2	19916	27904.1	26035.4	25185.8	23692.9
YNR022C  	tag_11165_at   	483	522.791	820.143	608.814	485	607.846	636.397	618.5	942.665	830.605	606.3	679.375	779.729	522.8	939.774	533.479	761.595	663.214
YNR022C  	tag_11165_st   	529.3	500.508	785.186	596.085	492.3	579.629	624.071	630.3	969.027	853.834	630.5	664.231	788.723	481.5	929.134	512.328	753.954	651.704
YNR022C  	tag_11261_at   	463.5	495.937	778.015	617.342	440.8	578.013	585.148	599.8	879.234	774.715	603.3	914.885	764.508	479.3	935.214	581.369	817.292	747.852
YNR022C  	tag_11261_st   	480.3	529.076	830.003	635.162	453	598.274	604.999	663.3	955.446	841.867	625.3	1097.13	778.069	559	976.556	577.862	829.179	738.308
YNR023W  	tag_11166_at   	486.8	513.992	806.339	569.355	479	573.041	612.394	602.8	896.011	789.497	577	676.764	752.055	522.3	973.972	515.068	764.651	687.777
YNR023W  	tag_11166_st   	567.5	538.217	844.344	587.175	484.5	582.736	620.179	607.3	916.302	807.376	584.3	676.033	781.528	500.8	917.279	492.931	708.614	666.021
YNR023W  	tag_11262_at   	466.3	520.505	816.558	603.34	446.8	566.204	572.562	602	884.028	778.938	622	732.639	789.415	530.8	981.876	553.753	847.349	705.322
YNR023W  	tag_11262_st   	497.3	518.563	813.51	637.453	494.5	602.003	647.425	671.8	966.311	851.44	766.5	888.566	927.788	671.5	1024.89	684.163	878.763	762.169
YNR024W  	tag_11167_at   	11913.5	8319.86	13052	13186.9	18022.5	16676.6	16896	38034.5	26764.5	23582.8	32836.3	39053.4	32292	16482.8	26777.1	25885.2	12940	15230
YNR024W  	tag_11167_st   	17677	12861.6	20176.9	15210.2	22588.5	21246.4	24977.8	37377	30232.4	26638.5	26803.8	34078.2	27017	20685.8	32093.1	30185.2	14925.4	19003.7
YNR024W  	tag_11263_at   	1985	2157.78	3385.08	3495.3	3986.3	3991.4	3819.42	4799.8	4812.06	4240.03	6353.3	6174.43	5869.49	4491.5	4721.37	5441.42	4759.76	4727.84
YNR024W  	tag_11263_st   	7393	7124.01	11176	11142.1	11670.8	12028	12340.4	23224.5	18936.4	16685.3	20847	23099.3	20853.2	12871.5	16080.9	17457	16454.5	14950
YNR025C  	tag_11168_at   	2495	1734.07	2720.36	5018.29	6106.3	5375.52	5157.34	12368.8	8217.16	7240.34	11148.5	11501.1	9048.18	6299.3	4095.46	8421.91	3953.16	5470.63
YNR025C  	tag_11168_st   	3501.5	2708.23	4248.61	6169.34	9102.5	7689.43	8441.18	12923.8	9893.66	8717.55	10910.3	11443.7	9108.37	6934.5	4147.59	8527.11	3608.96	6119.11
YNR025C  	tag_11264_at   	671.3	767.102	1203.41	1402.07	1292.8	1384.12	1236.85	2123.5	1705.58	1502.83	1790.3	1617.55	1721.77	1522.3	1388.46	1532.6	1644.6	1653.89
YNR025C  	tag_11264_st   	2186	2108.07	3307.1	5999.42	5446.8	6034.7	5346.77	11120.8	7761.48	6838.83	9105	8880.96	8035.02	6147	3381.54	6763.06	6118.23	6721.69
YNR026C  	tag_11169_at   	487	530.561	832.333	582.083	463.5	579.877	590.337	601.3	852.073	750.782	587	769.715	756.898	517	932.174	575.342	744.274	663.915
YNR026C  	tag_11169_st   	530	532.847	835.918	621.797	540	609.089	653.912	654	925.569	815.541	625.5	694.519	864.552	532.8	939.318	566.903	754.463	653.388
YNR026C  	tag_11265_at   	494.3	535.703	840.4	553.698	460	556.26	586.445	581.8	816.443	719.388	611.8	588.513	771.842	538.3	916.519	549.04	809.142	676.548
YNR026C  	tag_11265_st   	499.5	507.135	795.583	587.429	506	565.334	590.337	632	911.988	803.575	646	684.075	811.278	565.3	923.815	572.602	792.161	666.442
YNR027W  	tag_11170_at   	617.3	595.924	934.873	1197.77	1297.3	1377.66	1178.08	1920.8	1809.92	1594.76	2794	2581.73	2174.52	1428.3	1343.32	1748.82	1146.72	1403.63
YNR027W  	tag_11170_st   	617.3	580.269	910.314	998.566	1145	1133.65	1095.69	1397.5	1505.87	1326.86	1622.3	1662.67	1533.17	1141.3	1049.97	1048.55	897.952	1152.1
YNR027W  	tag_11266_at   	906.5	945.365	1483.07	1871.12	1933.5	1946.97	1654.63	2354.5	2528.42	2227.85	3084	2392.49	2456.11	5057.5	3312.39	5548.81	4387.53	5651.7
YNR027W  	tag_11266_st   	3329.3	3270.78	5131.14	8379.94	8327.3	8964.17	7811.01	11228.5	10977.7	9672.75	15032.3	12618.3	11663.8	15671.8	10262.6	19850.7	15721.5	18797.1
YNR028W  	tag_11171_at   	5104	4098.11	6429.02	7237.28	9562	9182.7	8800.96	23564.8	19530.7	17209	22350.3	23577.1	18675.9	10071.5	6087.33	14821.9	6220.12	9329.62
YNR028W  	tag_11171_st   	6492	5799.83	9098.66	9907.38	15778.8	13257	15546	23622	19531.2	17209.4	19329.3	21781.6	17954.3	10125.3	6576.75	13240	5616.44	9165.4
YNR028W  	tag_11267_at   	1941.3	2294.91	3600.2	4967.76	4748.8	4850.71	4417.54	7415.3	5742.74	5060.07	6045	5420.9	5216.64	3662.5	4417.68	4600.54	4470.23	4367.38
YNR028W  	tag_11267_st   	10796.8	10583	16602.4	19010.1	19138	19932.5	19118.9	28406	22941.1	20214	27163.3	27778.4	25218.8	14374.3	25225.2	22790.4	20605.2	20648.7
YNR029C  	tag_11172_at   	2814.3	2295.71	3601.46	5965.69	7851.8	7207.51	6853.49	13755.3	10608.7	9347.54	15626	17281.8	13327.4	5550.3	3575.64	7620.81	3256.6	4681.09
YNR029C  	tag_11172_st   	4192.3	3851.85	6042.71	6780.96	10014.5	8108.09	9358.47	11799.8	9202.96	8108.96	12331.8	13610.8	11338	5655.3	7095.8	7680.54	3301.09	4650.21
YNR029C  	tag_11268_at   	1395.5	1719.55	2697.6	3960.28	4466.3	4372.39	3761.29	6271.5	5314.07	4682.36	5628.8	5053.28	5372.04	3183.3	2527.34	3016.43	2778.08	3231.57
YNR029C  	tag_11268_st   	2810.3	2852.55	4475.02	6243.17	6076.8	6813.46	5984.46	9557	6839.11	6026.11	9643	9744.46	9208.69	4922.5	5094.05	5854.24	6066.44	6181.29
YNR030W  	tag_11173_at   	1657	1246.47	1955.44	6461.09	8614	8047.8	8887.24	25331.3	15037.1	13249.6	12406	15077.1	11908.3	8545.8	9479.06	12940.8	6310.62	7811.88
YNR030W  	tag_11173_st   	2756.8	2427.69	3808.51	7007.53	9804	9195.75	10228.8	23055	16647.3	14668.3	9504.8	10843.4	8371.54	9426.3	7547.68	11995.9	5874.21	7950.56
YNR030W  	tag_11269_at   	662.8	726.536	1139.77	1031.66	992	1118.49	965.948	2439.5	1669.63	1471.16	1027.8	959.271	1111.13	987.5	1187.07	938.958	1055.37	1100.44
YNR030W  	tag_11269_st   	834.3	805.383	1263.47	1309.53	1098.5	1331.67	1141.49	2019.3	1515.93	1335.73	1142	1175.25	1184.88	979.3	1250.6	1311.78	1484.13	1423.98
YNR031C  	tag_11174_at   	5051.3	4298.65	6743.64	7152.64	9515.5	9329	9207.06	24845	19162.1	16884.2	22201.8	25688.1	20095.8	8271.5	8031.02	13006	6273.61	8304.28
YNR031C  	tag_11174_st   	7250.8	7860.71	12331.7	10320.4	16072.8	13960.9	15851.9	28191.5	23691.2	20874.9	21533.3	23418.3	19076	9375.5	10085.5	12203.1	5902.57	8330.24
YNR031C  	tag_11270_at   	4701.8	6376.33	10003.1	7779.78	8616	8360.43	8626.06	18004.5	20174.6	17776.4	16256.5	16233.8	14953.6	7398	7100.36	9125.47	7011.94	7793.64
YNR031C  	tag_11270_st   	11574.5	13642.3	21401.7	18729.4	20092.5	20918.2	20516.5	37797.5	41024.8	36147.9	32087.5	36434	31813.9	14153.8	18937.3	20397.8	17934.1	16397.2
YNR032C-A	tag_11556_at   	9725	8127.54	12750.3	13988.8	17245.3	16209.8	15552.2	34658	32378.9	28529.9	36116.5	36766.1	31747.2	17704	13525.1	25622.2	14678	18729
YNR032C-A	tag_11652_at   	3075.8	2874.26	4509.08	3777.62	5304.3	4902.29	5047.71	8649.3	8763.27	7721.53	10251.3	10339.2	9108.79	5476	4790.07	6376.98	3344.9	4309.84
YNR032C-A	tag_11556_st   	5718.5	5872.17	9212.13	13684	17493.3	14848.5	14880.4	19149.3	22020.5	19402.8	18778.8	18112.8	15127.3	12299.5	6250.42	14376.4	8093.11	11996.1
YNR032C-A	tag_11652_st   	6964.8	5995.01	9404.84	9483.52	12283.8	12001.5	13138.3	24944.5	22714.7	20014.5	21362.8	23979.2	20110.8	10202.5	7756.97	14724.1	8071.89	9069.53
YNR032W  	tag_11175_at   	1023	843.893	1323.88	1503.64	2023.5	1978.3	1688.36	4399.3	4111.46	3622.7	3394.3	3532.96	2846.05	2330.3	1795.04	2878.13	1668.04	2313.6
YNR032W  	tag_11175_st   	1029	895.315	1404.55	2280.09	3297.8	3014.74	2779.78	3229.8	3157.61	2782.24	2682.5	2845.23	2257.96	1804.8	1398.03	2011.28	1221.78	1633.54
YNR032W  	tag_11271_at   	854.5	901.942	1414.95	1496	1404.5	1566.6	1408.12	2242.5	2127.87	1874.91	1401.8	1491.7	1390.37	1460.5	1474.03	1412.93	1685.36	1567.85
YNR032W  	tag_11271_st   	1306.8	1216.42	1908.29	2567.38	2558.5	2698.01	2548.57	5080.8	3762.35	3315.1	2358.5	2910.19	2434.39	2089.5	1804.92	2374.02	2795.91	2738.9
YNR033W  	tag_11176_at   	518.3	531.704	834.126	579.156	493	568.068	607.853	576.8	854.789	753.176	583	689.297	824.7	525.3	943.574	569.095	763.293	640.054
YNR033W  	tag_11176_st   	495	526.219	825.521	604.613	471.3	587.087	625.758	613.3	877.956	773.589	587	631.646	792.183	493	936.278	517.04	755.312	636.966
