orf	hom | growth (pooled culture, microarray) | dessication [3 rounds] | YPD | Ratnakumar S~Oliver SG, 2011
YER153C	-2.0834664911364813
YER154W	-1.5495580113133567
YER164W	-0.9528170075250895
YFL007W	-2.01959355781731
YFL012W-A	-2.223810692893006
YFL015C	-1.4456319999677851
YFL018C	-2.980899640643017
YFL033C	-5.080435346092765
YFL049W	-1.3948881947927039
YFR007W	-2.671143151891278
YFR010W	-2.5265140861730058
YFR021W	-2.734510739821809
YFR031C-A	-2.889933842637229
YFR033C	-5.331355362893477
YFR040W	-2.0296941492951253
YFR048W	-1.8514908137415955
YGL020C	-1.600462683485085
YGL031C	-1.1493486868006366
YGL054C	-1.9813026983588078
YGL064C	-2.002234901560813
YGL129C	-4.927514310123248
YGL136C	-3.3385515642525827
YGL147C	-1.494546974090543
YGL180W	-1.903596819419461
YGL212W	-1.9158002132884506
YGL232W	-3.5366480144621213
YGL235W	-4.099548292062159
YGL237C	-4.289091969445451
YGL244W	-3.3079630205119623
YGL250W	-4.389442161792557
YGR056W	-2.524035621391104
YGR062C	-3.961552275538225
YGR063C	-2.553768913265322
YGR076C	-2.2721205253404464
YGR077C	-1.141046272214709
YGR081C	-1.6226830137639845
YGR085C	-2.442878917376482
YGR102C	-1.7519807006475612
YGR106C	-1.611856449972302
YGR112W	-4.6022902814533
YGR118W	-1.5304702262619516
YGR135W	-2.7554071954332393
YGR150C	-2.1111711692558663
YGR171C	-2.2313262658393906
YGR174C	-3.5157368589637987
YGR192C	-1.0379180462930429
YGR214W	-1.7634396499969658
YGR220C	-1.8952812000387131
YGR222W	-3.9647242527693116
YGR227W	-1.8500892472539636
YGR233C	-3.1742294379369387
YGR255C	-2.165447675585508
YGR257C	-3.2345750971120673
YGR289C	-2.4393077477671006
YHL005C	-3.838513783730184
YHL009C	-3.7901602111653694
YHL023C	-2.7760079388657135
YHL033C	-1.7441645575315379
YHL038C	-3.653264296763647
YHL044W	-1.6299622599050396
YHR004C	-2.846644367726803
YHR012W	-1.4328564959832135
YHR021C	-1.4614649535658248
YHR030C	-3.171212352171562
YHR034C	-1.4077066835893637
YHR041C	-3.3450692432254843
YHR049W	-0.9913949078392592
YHR051W	-2.897636454212862
YHR067W	-1.4459534617693979
YHR081W	-1.3415775590188015
YHR082C	-3.3398806380505226
YHR100C	-2.061740893091756
YHR111W	-1.7923373113438046
YHR116W	-3.6690004398419913
YHR129C	-1.7769827843805817
YHR132C	-1.7485316745408954
YHR133C	-1.198335651918018
YHR134W	-2.1456126438341334
YHR142W	-1.5475192310061892
YHR154W	-1.9543519096369875
YHR171W	-2.184360344591636
YHR179W	-3.134705296348463
YHR189W	-6.217984039101118
YHR191C	-1.7440191277363717
YHR195W	-1.0452111975797957
YHR198C	-2.224753030663526
YHR200W	-2.213093315797648
YHR206W	-1.8766029514381046
YHR207C	-1.9727976957870534
YIL006W	-1.3755753335014569
YIL053W	-3.495001140885535
YIL065C	-3.4825674073120427
YIL067C	-1.8468062749209662
YIL070C	-2.969781384987918
YIL077C	-5.3243943238550555
YIL098C	-5.493233484489365
YIL110W	-2.376650355274967
YIL133C	-1.4015276864384476
YIL148W	-2.009131853813439
YIL154C	-2.205044852636497
YIL157C	-4.430546339854779
YIR009W	-2.2265324409327714
YIR021W	-2.405774726740511
YJL003W	-5.6810330598279775
YJL012C	-2.332754936451577
YJL022W	-3.0519859732262207
YJL023C	-2.0111690646059626
YJL024C	-2.3474486873510627
YJL046W	-3.5614485826831097
YJL047C	-1.6115449772906505
YJL052W	-1.0705602064934148
YJL053W	-3.204960896948859
YJL062W	-1.9140090194358321
YJL080C	-2.2478793761219347
YJL095W	-3.5962805562890168
YJL101C	-2.599204191594894
YJL120W	-2.39601464987004
YJL121C	-2.1035396422043484
YJL128C	-3.022192259620264
YJL141C	-4.661202382594352
YJL144W	-2.6031514808382594
YJL154C	-3.1917459594568314
YJL155C	-4.6601069777601
YJL159W	-1.399200453646895
YJL166W	-3.8597523220474184
YJL178C	-1.7086396423070742
YJL185C	-1.5929391361139933
YJL192C	-1.2392463830627716
YJL193W	-3.098885626197904
YJL198W	-1.6490910275592499
YJL204C	-2.5809368221412448
YJL209W	-3.4035264902200506
YJL217W	-2.0529716683852652
YJR034W	-3.4330194296929073
YJR043C	-1.57773551628674
YJR048W	-1.4401013196856647
YJR050W	-3.3123677061636334
YJR059W	-4.522648492688105
YJR070C	-2.7542581069754215
YJR073C	-2.6962656825653064
YJR075W	-3.719279912742563
YJR077C	-2.632033429505251
YJR095W	-1.4252694978836655
YJR102C	-2.347740141089419
YJR120W	-2.9127346229433515
YJR121W	-1.4290947270977115
YJR129C	-2.9759957970864392
YJR140C	-1.2772753807534138
YJR144W	-4.841976356294402
YKL002W	-2.4169235211622557
YKL010C	-1.6047906430498908
YKL011C	-3.60992354949456
YKL037W	-5.450792348911631
YKL041W	-3.4743555556495624
YKL055C	-3.414090556265754
YKL056C	-1.3713603931188818
YKL062W	-1.242258239278975
YKL064W	-3.079889039764422
YKL074C	-2.9259905885518163
YKL076C	-2.688471127980163
YKL085W	-1.09549400367848
YKL087C	-3.9776979353933566
YKL109W	-3.617083337167277
YKL121W	-0.8292548424548553
YKL137W	-3.636890047697635
YKL138C	-2.0239126866163875
YKL149C	-2.1436876697936986
YKL155C	-3.7152286396801295
YKL167C	-3.1191444367791754
YKL208W	-3.676948393998459
YKR006C	-3.5327731485580327
YKR028W	-1.0166168820310337
YKR035W-A	-0.9811916133793345
YKR042W	-0.8570754959291642
YKR074W	-2.1541739806531948
YKR084C	-1.7346892214004606
YKR092C	-1.504989325691248
YKR099W	-1.5390723044994803
YLL001W	-1.7187490589151884
YLL009C	-4.069229076831477
YLL018C-A	-1.6214881203593057
YLL039C	-4.0680856665846035
YLL041C	-2.8827755063473517
YLL043W	-2.917633646384297
YLL045C	-1.9110503178828386
YLR006C	-1.2852097225945995
YLR015W	-3.253451483404166
YLR021W	-2.212156287611899
YLR025W	-2.4767800317595827
YLR038C	-3.404670561392843
YLR055C	-2.781847083181546
YLR059C	-1.4980659551605313
YLR067C	-4.3999455694939575
YLR068W	-1.9748749031979573
YLR069C	-2.278649888240573
YLR083C	-2.091430333765131
YLR085C	-1.4871806157064025
YLR087C	-1.9574050856161491
YLR110C	-2.5301215907654946
YLR111W	-2.2647813606133904
YLR113W	-2.9057040784320565
YLR114C	-2.1694941264875616
YLR119W	-1.0573746351594082
YLR131C	-2.6783687034807637
YLR168C	-2.316643213054373
YLR169W	-0.937698710728056
YLR192C	-1.7845548274097704
YLR201C	-3.6083765096267304
YLR202C	-1.034303650542847
YLR203C	-2.4324887705207074
YLR204W	-3.10984187048816
YLR218C	-2.470566761687986
YLR232W	-3.7053441017758137
YLR239C	-3.052377714637292
YLR262C	-2.70972052692663
YLR269C	-2.382126604704721
YLR292C	-0.9701791960061711
YLR304C	-1.748791122382432
YLR384C	-1.2281512049366865
YLR386W	-2.3925337487645275
YLR393W	-3.291601763534721
YLR395C	-2.842075516783213
YLR402W	-1.8957154722577367
YLR410W	-2.3960597357413613
YLR412W	-1.361313217936169
YLR417W	-1.3474655446313113
YLR420W	-1.6877999577210305
YLR423C	-3.2380314463777062
YLR425W	-1.4585166593229815
YLR427W	-1.9138777228971666
YLR431C	-1.767622060609461
YML009C	-1.807517012595816
YML012W	-2.0262723369606084
YML013W	-2.848189785923437
YML014W	-2.5268051371511047
YML030W	-3.464887062726927
YML034W	-2.4716717621903896
YML071C	-1.8672363982001972
YML072C	-1.6741499624995297
YML073C	-1.9686053842500952
YML081C-A	-2.9754012334063877
YML090W	-2.550114151806788
YML097C	-2.5412857017982238
YML110C	-4.033792078999871
YML113W	-1.1490223253645082
YML115C	-2.6021926653616543
YML117W	-3.7101149552055284
YML128C	-1.6740846512912935
YML129C	-4.24108385963616
YMR023C	-4.571090302268986
YMR037C	-0.9680385815786895
YMR039C	-2.1798657516991926
YMR064W	-1.7537756712239558
YMR072W	-2.7425228190846274
YMR083W	-1.9487527837228942
YMR098C	-3.441720249884169
YMR121C	-3.5009171976255327
YMR138W	-4.1360933785935545
YMR150C	-2.1297241583589743
YMR151W	-3.8922821385964443
YMR156C	-2.4017116783956536
YMR157C	-2.48668140120836
YMR158W	-4.002450315411791
YMR158W-B	-2.3730211470971763
YMR159C	-2.117259067861772
YMR167W	-2.6878294491863057
YMR179W	-2.648648939028781
YMR190C	-2.6190831902132974
YMR193C-A	-1.8746411758885257
YMR193W	-2.3714411094594214
YMR207C	-3.052585512975786
YMR214W	-1.9305463438245491
YMR216C	-2.5957745619673362
YMR223W	-1.554236969846395
YMR230W	-1.4470106514064682
YMR242C	-1.6192200331470763
YMR244C-A	-4.116399601243632
YMR245W	-2.968670009912307
YMR257C	-1.683673720630122
YMR263W	-3.6290891732640316
YMR275C	-2.969496163600405
YMR280C	-1.9308937315116095
YMR287C	-1.512668281359232
YMR294W	-3.0006751347364733
YMR315W	-3.5185108396659586
YNL001W	-3.4778187629131865
YNL003C	-1.4858971485292751
YNL041C	-1.7060382969361307
YNL051W	-1.2273505874456976
YNL052W	-2.926278552818064
YNL054W	-3.1972430362610256
YNL070W	-5.1516926492161454
YNL071W	-1.6373559502535853
YNL079C	-1.2580232045090385
YNL089C	-0.8124750708163053
YNL090W	-1.4875426123604008
YNL091W	-2.0014806767465534
YNL094W	-2.5013393242309756
YNL097C	-2.442543794892837
YNL098C	-3.3691546462924666
YNL107W	-2.7086583035751217
YNL119W	-1.6397488172347647
YNL120C	-2.7599320700634866
YNL121C	-2.2444774857965597
YNL123W	-1.063216273913865
YNL135C	-2.328931822809009
YNL136W	-4.575854014531366
YNL148C	-2.345617918772956
YNL170W	-4.923970215286098
YNL177C	-1.8633448331276197
YNL184C	-2.6126612880886033
YNL197C	-1.47456346010975
YNL198C	-1.0263634962405923
YNL206C	-1.1148737388992567
YNL219C	-1.1640448343360712
YNL224C	-3.4906684723134234
YNL229C	-1.172101971020763
YNL236W	-1.7851553117214056
YNL237W	-2.1788850658644603
YNL242W	-1.9802923158174728
YNL252C	-2.877225838563614
YNL257C	-1.5738936309635385
YNL307C	-2.3820798898338893
YNL315C	-1.9535692584113657
YNL322C	-2.176179378922017
YNL323W	-1.658151757291773
YNR001C	-2.008248947001047
YNR004W	-1.9373182681699521
YNR006W	-3.226375147209494
YNR007C	-3.5658200453261473
YNR020C	-2.768619698567407
YNR031C	-2.7009215054345894
YNR036C	-4.317071113318711
YNR037C	-2.7432311245253063
YNR040W	-2.2452640113601685
YNR041C	-4.157279035897775
YNR042W	-3.9593292909324873
YNR045W	-3.451799574497772
YOL001W	-1.7135975380743207
YOL004W	-1.4429116342505826
YOL006C	-1.4980168309937865
YOL008W	-1.634408458503169
YOL027C	-5.10266224090338
YOL041C	-1.7189691829864608
YOL050C	-1.671227717108834
YOL064C	-1.5158235789725898
YOL067C	-3.063448753057705
YOL071W	-2.360207494100795
YOL072W	-3.452578902219246
YOL081W	-2.3101794357338457
YOL087C	-3.9236538339442606
YOL088C	-1.2376301066174384
YOL089C	-3.2563992481910082
YOL093W	-1.0913252567643055
YOL096C	-4.185000395715815
YOL110W	-1.8375745694544225
YOL111C	-1.391108599901907
YOL116W	-1.723275692543779
YOR002W	-3.10756760357448
YOR036W	-3.9003787080515977
YOR037W	-3.403603151484536
YOR039W	-1.5816195869208685
YOR043W	-1.6673123684917392
YOR051C	-3.441464905137394
YOR066W	-2.004133398331652
YOR067C	-2.787107838434635
YOR078W	-3.3514281400540638
YOR085W	-1.8076491444525078
YOR086C	-1.2646490817266114
YOR089C	-1.329776432624046
YOR091W	-1.9507958021949352
YOR106W	-2.207955164872274
YOR123C	-1.6672670379554633
YOR124C	-1.2041699455902146
YOR125C	-4.342065600666859
YOR141C	-2.324712934487865
YOR150W	-2.6599494630489104
YOR158W	-2.7623513996236486
YOR182C	-1.9158150193645562
YOR191W	-1.0778096849508203
YOR200W	-3.0884053250811707
YOR201C	-1.8908877007375584
YOR216C	-3.362800065541122
YOR266W	-3.24972185818848
YOR277C	-1.024989494151655
YOR286W	-0.9831120014650959
YOR297C	-1.20569908501304
YOR309C	-1.7564124531392233
YOR322C	-2.255655508377416
YOR330C	-3.5332369248157294
YOR333C	-3.7970567831703317
YOR334W	-4.099766198047051
YOR350C	-3.5086650583131607
YOR354C	-5.491005595973817
YOR355W	-1.2092120065054486
YOR358W	-0.8540342941965943
YOR360C	-2.50355078404023
YOR371C	-1.5025400978751495
YPL002C	-2.1897732517131687
YPL003W	-1.0994070988774176
YPL005W	-1.924145088682901
YPL008W	-2.3959278237083095
YPL013C	-5.364762662759147
YPL017C	-3.0631435137562755
YPL042C	-2.343556395610708
YPL047W	-1.657610419108307
YPL055C	-2.1852368462973626
YPL056C	-0.935596204578796
YPL057C	-1.740179164883893
YPL060W	-3.3603969619259324
YPL065W	-2.4097090336616414
YPL078C	-1.409805568291471
YPL084W	-2.0886772132067377
YPL098C	-3.577480075661293
YPL100W	-2.3289116601559807
YPL120W	-1.3697409015924547
YPL132W	-3.705029091906974
YPL139C	-2.507518123510237
YPL144W	-2.3941266660108256
YPL148C	-2.032916976983774
YPL149W	-2.4503972681125314
YPL154C	-1.5104340176525077
YPL159C	-1.5427609710638268
YPL161C	-1.627524275320551
YPL172C	-3.005361885289061
YPL173W	-1.6469355549816602
YPL174C	-3.5587787414169574
YPL195W	-1.8694007856938357
YPL202C	-4.484185708383956
YPL205C	-3.4522617079176414
YPL214C	-1.4070991094321275
YPL215W	-5.009042258799037
YPL225W	-1.5394038348915542
YPL227C	-2.8684123215581696
YPL253C	-1.6434749879064918
YPL269W	-1.570210849971274
YPL270W	-1.3527387176792127
YPR046W	-1.0707808479807879
YPR049C	-1.5521749621287502
YPR050C	-2.154367472848364
YPR051W	-2.556012158402505
YPR061C	-3.1398267625446286
YPR066W	-2.6844176778898903
YPR070W	-2.3126588556999965
YPR083W	-2.1354842152891074
YPR084W	-2.941176545974775
YPR100W	-2.071564407669242
YPR106W	-1.414477458319087
YPR119W	-1.385517331762716
YPR129W	-1.7751812940493266
YPR130C	-1.2791572143770116
YPR134W	-5.594780282918203
YPR146C	-3.0604542959908008
YPR149W	-4.09955370436632
YPR164W	-1.9436414663109993
YPR166C	-1.6066353462079828
YPR173C	-3.042521855059168
YPR185W	-1.7711175468299571
YPR191W	-3.1285916829369222
YPR197C	-3.4343978089482445
