ORF	hap a | abundance of calcium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of cadmium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of cobalt | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of copper | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of iron | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of potassium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of magnesium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of manganese | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of molybdenum | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of sodium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of nickel | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of phosphorus | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of sulphur | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of zinc | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of calcium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of cadmium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of cobalt | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of copper | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of iron | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of potassium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of magnesium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of manganese | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of molybdenum | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of sodium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of nickel | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of phosphorus | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of sulphur | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of zinc | minimal + element supplement [standard] | Yu D~Vitek O, 2011
YFL045C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.476	0.004	0.049	-0.024	0.007	0.033	0.003	0.002	-0.106	-0.065	0.071	0.019	-0.002	-0.015
YFL046W	-0.065	-0.003	0.026	0.001	0.057	-0.011	0.006	-0.024	-0.112	0.087	0.066	-0.001	-0.008	-0.006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFL047W	-0.035	-0.006	0.027	0.036	-0.030	0.023	0.012	0.006	0.029	0.050	0.034	0.023	0.014	-0.023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFL048C	-0.037	-0.034	-0.000	0.003	-0.045	0.094	0.012	0.018	0.030	0.055	-0.001	0.014	-0.005	-0.026	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFL049W	0.009	0.182	0.062	0.064	-0.032	0.025	0.019	0.093	0.051	0.059	0.153	0.004	0.006	-0.002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFL050C	0.046	0.007	0.035	0.059	-0.007	0.060	0.042	0.048	0.024	0.143	0.063	0.037	0.263	0.002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFL051C	-0.058	-0.004	0.011	0.033	-0.016	0.104	0.012	0.025	0.115	0.006	0.028	0.030	-0.012	0.016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFL052W	0.009	-0.009	-0.017	0.031	-0.016	0.065	-0.029	0.022	0.062	-0.043	0.012	-0.030	-0.046	0.022	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFL053W	0.036	0.040	0.038	0.061	0.076	0.045	0.007	0.033	-0.135	0.030	0.036	0.024	0.057	0.066	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFL054C	-0.007	0.008	-0.014	0.035	0.176	-0.060	-0.008	-0.012	-0.060	0.109	0.003	-0.022	-0.047	0.030	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFL055W	0.024	-0.033	-0.037	0.006	0.051	0.009	-0.063	0.004	-0.006	-0.014	-0.049	-0.055	-0.073	0.029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFL056C	0.027	-0.042	-0.030	0.028	0.047	0.059	-0.042	0.023	-0.054	-0.033	-0.027	-0.028	-0.071	0.018	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFL063W	0.292	-0.025	-0.003	0.011	-0.028	0.099	0.056	0.116	0.033	0.358	-0.106	0.028	0.032	0.076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR001W	0.330	-0.122	-0.117	0.025	0.030	0.008	-0.136	-0.085	-0.174	-0.052	-0.133	-0.096	-0.060	0.056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR003C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.128	-0.008	0.042	-0.010	0.012	0.034	0.021	0.041	0.006	0.015	0.027	0.019	0.023	0.011
YFR004W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.131	-0.028	0.023	-0.011	-0.012	0.024	0.024	0.011	-0.030	0.002	0.009	0.031	0.043	0.019
YFR005C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.023	-0.008	0.041	-0.021	-0.056	-0.260	-0.025	0.008	-0.090	0.051	0.037	-0.043	0.058	-0.039
YFR006W	0.023	-0.012	0.001	0.035	0.062	-0.005	-0.002	-0.008	-0.118	0.025	0.019	-0.009	-0.053	0.042	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR007W	0.047	-0.007	-0.008	0.441	0.118	0.049	-0.019	0.030	0.017	-0.038	0.026	-0.007	-0.043	0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR008W	0.073	-0.042	-0.065	0.034	0.057	0.009	0.021	0.130	-0.043	0.174	-0.046	0.016	-0.024	0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR009W	0.079	0.021	0.015	0.069	0.050	0.031	0.026	0.064	0.001	0.197	0.063	-0.001	0.205	0.040	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR010W	0.016	-0.023	-0.009	0.042	0.049	0.097	-0.021	0.035	0.002	-0.033	-0.014	0.004	-0.011	0.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR011C	-0.061	-0.079	-0.026	-0.001	0.031	-0.076	0.003	-0.028	-0.133	0.041	-0.036	-0.017	-0.027	-0.039	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR012W	-0.012	0.256	0.106	0.047	0.154	-0.067	0.105	0.029	0.180	0.693	0.098	0.082	-0.001	0.052	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR012W-A	-0.044	-0.029	0.001	-0.035	-0.066	0.119	-0.006	0.011	0.145	-0.054	-0.025	-0.013	-0.006	-0.014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR013W	0.104	0.105	0.018	-0.001	-0.031	-0.032	0.041	0.079	0.234	-0.188	0.073	0.035	0.030	0.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR014C	0.018	0.001	0.010	0.034	0.075	0.074	0.005	0.044	0.059	-0.015	-0.008	0.015	0.002	0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR015C	-0.021	0.029	0.045	0.053	0.068	0.051	0.026	-0.042	-0.005	0.099	0.061	0.043	-0.016	0.056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR016C	0.100	-0.011	0.034	0.043	0.038	-0.004	0.015	-0.072	-0.176	0.067	0.026	0.010	-0.035	0.038	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR017C	0.115	-0.005	0.000	0.074	0.052	0.077	-0.002	0.046	-0.047	0.041	0.011	0.020	-0.001	0.052	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR018C	0.067	-0.029	0.009	0.058	0.405	0.075	0.026	0.016	-0.073	0.010	0.018	0.010	-0.017	0.047	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR019W	0.316	-0.064	-0.058	-0.102	-0.002	0.113	-0.086	-0.056	-0.189	0.164	-0.026	-0.077	0.016	-0.049	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR020W	0.027	0.017	0.041	0.059	0.096	0.074	0.036	0.038	0.018	0.034	0.056	0.036	0.006	0.077	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR021W	-0.097	0.046	0.065	-0.024	0.013	0.005	0.065	-0.064	-0.121	0.273	0.086	0.002	-0.022	0.028	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR022W	0.037	0.015	0.011	0.084	0.096	0.098	-0.012	0.079	0.042	-0.025	0.056	0.010	-0.019	0.044	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR023W	-0.015	-0.046	-0.055	0.006	0.011	0.005	-0.034	-0.002	0.127	-0.056	-0.065	-0.048	-0.096	0.016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR024C	0.275	0.025	-0.011	-0.115	-0.013	0.005	-0.026	-0.010	-0.322	-0.058	-0.001	-0.032	0.040	-0.018	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR024C-A	-0.032	-0.027	-0.045	0.016	0.003	0.019	-0.039	0.006	-0.018	-0.018	-0.090	-0.049	-0.093	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR025C	0.202	0.127	0.015	-0.119	-0.003	-0.029	-0.047	0.106	0.251	-0.250	0.065	-0.025	0.044	-0.020	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR026C	0.007	-0.023	-0.023	0.048	0.003	0.000	-0.006	0.001	0.103	0.000	-0.055	-0.014	-0.074	0.036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR027W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.042	-0.018	0.024	-0.034	-0.005	0.007	-0.023	0.008	0.028	-0.031	0.031	-0.022	-0.007	-0.013
YFR028C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.029	-0.003	0.015	-0.007	0.117	-0.108	-0.021	-0.049	-0.117	0.082	-0.001	-0.043	0.041	0.012
YFR029W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.078	0.071	0.037	-0.014	0.023	-0.178	-0.007	-0.095	0.271	-0.014	-0.004	-0.015	-0.145	-0.017
YFR030W	0.077	0.062	-0.005	-0.094	0.000	0.207	0.003	0.210	-0.378	-0.182	0.051	0.044	0.025	0.005	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR031C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.010	-0.001	0.010	-0.012	0.025	-0.127	-0.016	-0.027	-0.042	0.086	0.000	-0.042	0.077	-0.011
YFR031C-A	0.053	-0.009	-0.035	0.075	0.013	-0.143	-0.043	0.092	-0.057	0.143	-0.112	-0.038	-0.066	0.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR032C	-0.112	0.002	0.002	0.041	0.092	0.062	0.015	0.002	-0.022	-0.004	0.009	0.019	-0.015	-0.024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR032C-A	-0.080	-0.034	-0.026	0.042	0.067	0.028	-0.011	0.033	0.000	0.017	-0.038	-0.004	-0.009	-0.022	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR032C-B	-0.051	-0.063	-0.036	0.017	-0.053	-0.001	-0.033	0.002	0.141	0.002	0.278	-0.055	-0.016	0.008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR033C	0.026	0.029	0.048	0.067	0.075	0.009	0.054	-0.021	-0.096	0.108	0.079	0.042	0.010	0.039	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR034C	-0.037	0.003	-0.001	0.027	0.023	-0.013	-0.013	-0.046	-0.197	0.064	0.034	-0.002	-0.008	0.113	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR035C	-0.047	-0.024	0.000	0.040	0.040	0.058	-0.010	-0.006	-0.055	-0.007	0.009	0.001	0.001	0.034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR036W	-0.059	0.009	0.022	0.063	0.068	-0.010	0.029	0.002	-0.159	0.012	0.040	0.014	0.010	0.038	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR037C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.038	-0.037	-0.086	-0.029	-0.027	0.021	-0.027	0.042	0.004	-0.019	-0.090	0.002	0.070	0.008
YFR038W	-0.073	-0.016	-0.001	0.012	-0.028	-0.000	-0.013	-0.011	-0.032	0.010	-0.013	0.003	-0.034	-0.024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR039C	-0.015	-0.010	0.018	0.045	0.009	0.091	-0.006	0.072	-0.020	-0.056	0.070	0.028	0.033	0.010	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR040W	-0.191	-0.229	-0.165	0.040	-0.005	0.048	-0.132	-0.056	-0.144	0.125	-0.153	-0.114	-0.038	-0.022	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR041C	-0.027	-0.011	0.020	0.072	0.103	0.053	0.044	-0.009	-0.116	-0.018	0.092	0.032	0.020	0.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR042W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.240	-0.021	-0.033	0.032	0.017	0.046	-0.003	0.003	-0.088	0.054	0.151	-0.007	0.043	0.034
YFR043C	-0.057	-0.012	-0.010	0.059	0.097	0.056	0.045	0.030	-0.128	0.008	0.030	0.038	-0.016	-0.027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR044C	-0.041	-0.024	-0.012	-0.054	0.023	-0.058	-0.024	-0.017	-0.123	-0.061	-0.100	-0.027	-0.142	-0.002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR045W	-0.016	-0.006	0.016	0.009	0.016	-0.008	0.013	-0.021	-0.055	-0.007	0.002	0.011	-0.020	0.008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR046C	0.042	-0.019	0.009	-0.003	0.029	0.025	0.012	0.009	-0.086	0.151	-0.030	0.001	0.342	0.036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR047C	-0.027	-0.031	0.006	-0.020	-0.012	-0.017	-0.027	-0.001	-0.356	-0.065	-0.035	-0.032	-0.048	0.011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR048W	-0.016	-0.024	0.010	-0.033	0.527	-0.141	-0.089	-0.072	-0.150	0.006	0.058	-0.053	-0.115	-0.018	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR049W	0.035	0.030	0.037	-0.007	0.085	-0.025	0.021	-0.027	-0.067	0.001	0.029	0.011	-0.066	0.012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR050C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.699	-0.047	-0.066	0.198	-0.037	0.033	-0.001	0.016	-0.162	0.035	0.387	0.003	0.017	0.080
YFR051C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.358	0.024	-0.007	0.047	-0.045	0.049	0.062	-0.033	-0.127	0.051	0.243	0.026	0.014	0.048
YFR052W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.405	-0.014	-0.031	0.089	0.017	0.064	0.042	0.024	-0.101	0.078	0.102	0.027	0.043	0.062
YFR053C	-0.017	-0.031	-0.013	-0.029	0.009	-0.029	-0.019	-0.012	-0.092	0.013	-0.039	-0.022	-0.074	0.011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR054C	-0.063	-0.028	-0.004	0.011	-0.011	-0.009	0.001	-0.019	-0.088	0.015	-0.003	-0.014	-0.075	-0.008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR055W	-0.038	0.073	0.042	-0.025	0.059	0.031	0.004	0.025	0.009	-0.009	0.062	0.018	-0.072	0.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR056C	-0.077	-0.011	0.014	-0.028	0.063	0.004	0.002	-0.014	-0.167	0.013	-0.008	0.005	-0.122	-0.012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR057W	-0.081	0.007	0.042	0.005	0.142	0.027	0.027	0.003	-0.103	0.028	0.014	0.038	-0.018	-0.020	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YGL001C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.107	-0.023	-0.016	-0.028	-0.029	-0.025	-0.048	-0.030	-0.156	0.000	-0.031	-0.053	0.029	-0.018
YGL002W	-0.078	0.009	0.006	0.058	0.019	0.009	0.000	0.002	-0.121	0.047	-0.011	0.015	-0.020	0.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YGL003C	-0.089	0.173	0.049	-0.046	-0.019	-0.018	0.019	0.145	0.162	-0.164	-0.017	0.009	0.020	-0.014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YGL004C	-0.057	0.092	0.008	-0.033	0.006	0.012	-0.008	0.120	0.212	-0.096	-0.005	0.006	-0.020	0.018	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YGL005C	-0.172	0.014	-0.028	-0.060	-0.047	-0.022	-0.058	0.022	0.142	0.086	-0.005	-0.044	-0.018	0.010	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YGL006W	-0.224	0.103	0.006	-0.062	-0.032	-0.036	0.024	0.074	0.152	-0.042	0.021	0.005	-0.035	-0.031	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YGL006W-A	-0.205	-0.052	0.099	-0.034	-0.095	-0.070	0.037	-0.023	0.076	-0.005	0.346	-0.044	-0.041	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YGL007C-A	0.176	-0.355	-0.276	0.020	-0.046	-0.002	-0.269	-0.226	-0.104	-0.316	-0.300	-0.215	-0.204	0.050	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YGL007W	-0.299	-0.289	-0.235	0.012	0.047	-0.113	-0.231	-0.214	-0.106	0.666	-0.193	-0.134	-0.019	0.014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YGL008C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.026	-0.049	0.038	0.012	-0.026	-0.137	-0.026	-0.082	-0.032	0.041	0.049	0.005	0.031	-0.005
YGL010W	-0.156	-0.002	0.004	-0.074	-0.013	0.072	0.018	-0.063	-0.109	0.006	0.014	0.004	-0.036	-0.019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YGL011C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.044	0.005	0.029	0.013	-0.045	0.023	-0.006	-0.020	-0.146	0.025	0.093	-0.007	0.109	0.008
YGL012W	-0.192	0.098	0.041	-0.005	-0.022	0.239	0.010	-0.090	-0.311	-0.356	-0.059	0.014	0.035	0.028	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YGL013C	-0.086	0.118	0.017	-0.054	-0.064	-0.012	0.022	0.046	0.045	-0.065	-0.005	0.025	-0.018	0.005	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YGL014W	-0.127	-0.073	-0.066	-0.080	-0.036	0.084	-0.079	0.081	-0.011	-0.047	-0.122	-0.039	-0.055	-0.008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YGL015C	-0.022	-0.007	0.016	0.014	0.006	-0.019	-0.015	-0.049	-0.159	0.044	-0.010	0.003	-0.067	0.012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YGL016W	-0.033	0.293	0.042	-0.010	0.077	-0.048	0.008	0.007	0.021	-0.116	0.065	0.001	-0.034	0.001	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YGL017W	-0.067	-0.013	-0.001	0.012	0.073	0.017	-0.018	0.000	-0.040	0.008	-0.032	0.007	-0.064	0.051	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YGL018C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.010	-0.054	-0.017	-0.013	0.056	-0.137	-0.022	-0.042	-0.023	0.093	-0.023	-0.043	0.058	-0.011
YGL019W	-0.030	-0.111	-0.077	0.013	0.052	-0.018	-0.074	-0.125	0.011	0.085	-0.106	-0.061	-0.066	0.021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YGL020C	-0.140	0.016	-0.292	0.139	-0.020	0.080	-0.187	0.223	-0.398	-0.077	-0.203	-0.083	-0.121	-0.099	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YGL021W	-0.073	-0.022	0.013	0.058	0.007	0.002	0.010	-0.030	-0.081	0.027	-0.013	0.004	-0.058	0.023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YGL022W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.134	-0.025	-0.006	0.036	-0.070	0.017	-0.002	0.016	-0.051	0.108	0.337	-0.006	0.016	0.027
YGL023C	0.070	-0.095	-0.080	0.043	0.017	-0.082	-0.072	0.016	0.057	0.041	0.018	-0.062	-0.038	0.009	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YGL024W	-0.030	-0.051	-0.042	-0.013	0.013	0.187	-0.031	-0.029	0.153	-0.146	-0.075	-0.057	-0.091	0.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YGL025C	-0.089	0.017	0.031	0.019	0.035	-0.012	0.016	-0.048	-0.110	0.000	0.016	0.024	-0.055	0.002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YGL026C	-0.095	-0.031	0.006	-0.016	-0.054	0.006	-0.012	-0.032	-0.138	-0.030	-0.027	-0.002	-0.091	-0.006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YGL027C	0.034	-0.046	-0.026	-0.004	0.104	0.009	-0.013	-0.002	0.025	-0.071	-0.072	-0.004	-0.046	0.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YGL028C	-0.048	-0.004	-0.005	0.028	0.080	0.108	-0.015	0.031	0.049	-0.028	-0.041	0.021	-0.029	0.028	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
