orf	hap alpha | growth (colony size) | palmitoleic acid [0.1%] | STY | Lockshon D~Kennedy BK, 2012
YIL102C	-6.511906371704809
YIL128W	4.452017621471655
YIL154C	-6.511906371704809
YIL160C	-6.511906371704809
YIR004W	-6.511906371704809
YIR026C	4.452017621471655
YJL080C	-4.319121573069516
YJL095W	-6.511906371704809
YJL127C	0.06644802420106942
YJL131C	4.452017621471655
YJL155C	-4.319121573069516
YJL211C	-6.511906371704809
YJL212C	-6.511906371704809
YJR055W	4.452017621471655
YJR118C	0.06644802420106942
YKL032C	-2.126336774434223
YKL037W	-2.126336774434223
YKL040C	-6.511906371704809
YKL041W	-2.126336774434223
YKL054C	4.452017621471655
YKL167C	6.644802420106948
YKL178C	-6.511906371704809
YKL197C	-6.511906371704809
YKL212W	-4.319121573069516
YKL213C	-4.319121573069516
YKR001C	-2.126336774434223
YKR009C	-6.511906371704809
YKR028W	0.06644802420106942
YKR067W	0.06644802420106942
YKR082W	4.452017621471655
YKR094C	0.06644802420106942
YLL006W	6.644802420106948
YLL039C	-4.319121573069516
YLR024C	-2.126336774434223
YLR055C	-4.319121573069516
YLR087C	0.06644802420106942
YLR182W	-6.511906371704809
YLR191W	-6.511906371704809
YLR200W	-6.511906371704809
YLR210W	-4.319121573069516
YLR284C	-6.511906371704809
YLR315W	4.452017621471655
YLR322W	-2.126336774434223
YLR337C	-6.511906371704809
YLR357W	4.452017621471655
YLR362W	-4.319121573069516
YLR403W	4.452017621471655
YLR425W	-6.511906371704809
YML008C	-6.511906371704809
YML020W	-2.126336774434223
YML062C	0.06644802420106942
YML081C-A	6.644802420106948
YML094C-A	2.259232822836362
YML115C	-6.511906371704809
YMR021C	-6.511906371704809
YMR026C	-6.511906371704809
YMR032W	-2.126336774434223
YMR034C	-2.126336774434223
YMR060C	6.644802420106948
YMR100W	0.06644802420106942
YMR198W	-4.319121573069516
YMR201C	0.06644802420106942
YMR202W	-2.126336774434223
YMR205C	-6.511906371704809
YMR238W	0.06644802420106942
YMR242C	0.06644802420106942
YMR280C	4.452017621471655
YMR294W	-6.511906371704809
YMR299C	-4.319121573069516
YNL055C	4.452017621471655
YNL059C	-4.319121573069516
YNL094W	-6.511906371704809
YNL136W	2.259232822836362
YNL139C	4.452017621471655
YNL197C	0.06644802420106942
YNL225C	-4.319121573069516
YNL239W	0.06644802420106942
YNL284C	-6.511906371704809
YNL307C	0.06644802420106942
YNL315C	-6.511906371704809
YNL329C	-6.511906371704809
YNR006W	0.06644802420106942
YOL012C	-2.126336774434223
YOL044W	-6.511906371704809
YOL050C	0.06644802420106942
YOL051W	-4.319121573069516
YOL072W	-4.319121573069516
YOL081W	0.06644802420106942
YOL086C	-6.511906371704809
YOL109W	-2.126336774434223
YOL110W	-4.319121573069516
YOL147C	-2.126336774434223
YOL148C	0.06644802420106942
YOR035C	0.06644802420106942
YOR067C	0.06644802420106942
YOR081C	0.06644802420106942
YOR141C	-2.126336774434223
YOR258W	-6.511906371704809
YOR334W	4.452017621471655
YOR350C	4.452017621471655
YOR360C	-6.511906371704809
YOR363C	-6.511906371704809
YOR374W	0.06644802420106942
YPL055C	-6.511906371704809
YPL060W	0.06644802420106942
YPL084W	-6.511906371704809
YPL112C	-4.319121573069516
YPL268W	-4.319121573069516
YPR065W	0.06644802420106942
YPR159W	-4.319121573069516
