orf	hap a | biofilm formation | standard | YPD | Vandenbosch D~Coenye T, 2013	hap a | biofilm formation | miconazole [1 mg/ml] | YPD | Vandenbosch D~Coenye T, 2013
YGR268C	1.09	0.93
YGR269W	1.04	0.97
YGR270W	1.01	1.01
YGR271C-A	0.14	1.12
YGR271W	0.85	1.15
YGR273C	0.84	1.38
YGR275W	1.11	1.07
YGR276C	0.79	1.19
YGR279C	1.0	1.04
YGR281W	1.1	0.94
YGR282C	1.34	0.81
YGR283C	1.29	0.86
YGR284C	1.37	0.85
YGR285C	1.28	1.01
YGR286C	1.08	1.25
YGR287C	1.03	1.09
YGR288W	1.1	0.98
YGR289C	1.09	0.85
YGR290W	1.06	1.01
YGR291C	1.05	1.04
YGR292W	0.94	1.19
YGR295C	0.99	1.19
YHL001W	1.04	1.34
YHL002W	1.17	1.16
YHL003C	1.16	1.05
YHL004W	0.77	1.17
YHL005C	1.11	1.0
YHL006C	1.09	1.0
YHL007C	0.86	1.05
YHL008C	0.93	1.01
YHL009C	1.03	1.08
YHL010C	1.27	0.73
YHL011C	0.99	1.0
YHL012W	1.11	0.77
YHL013C	1.08	1.01
YHL014C	1.02	0.96
YHL015W-A	0.99	0.99
YHL016C	1.12	0.82
YHL017W	1.12	0.7
YHL019C	1.11	0.9
YHL020C	0.97	1.03
YHL021C	0.92	1.03
YHL022C	1.04	1.3
YHL023C	0.92	0.82
YHL024W	0.99	0.98
YHL025W	0.81	1.05
YHL026C	1.07	0.88
YHL027W	0.9	1.11
YHL028W	0.85	0.82
YHL029C	0.93	1.05
YHL030W	1.06	0.88
YHL031C	0.93	1.16
YHL032C	0.93	1.3
YHL033C	0.95	0.89
YHL034C	1.03	0.97
YHL035C	0.89	0.88
YHL036W	1.04	0.89
YHL037C	1.15	0.83
YHL038C	0.88	0.9
YHL039W	1.09	1.0
YHL040C	0.91	0.72
YHL041W	0.85	0.8
YHL042W	0.87	0.77
YHL043W	0.92	0.94
YHL044W	0.84	0.97
YHL045W	0.94	0.91
YHL046C	0.95	0.89
YHL047C	0.89	0.82
YHR001W	0.87	1.19
YHR001W-A	1.15	1.05
YHR003C	0.98	1.2
YHR004C	0.78	1.63
YHR005C	0.94	0.89
YHR006W	0.98	0.89
YHR007C-A	0.95	0.9
YHR008C	0.93	0.99
YHR009C	1.05	0.85
YHR010W	1.08	1.11
YHR011W	0.8	1.23
YHR012W	1.1	0.98
YHR013C	1.03	0.81
YHR014W	1.09	1.25
YHR015W	0.95	1.07
YHR016C	0.97	1.12
YHR017W	0.92	0.98
YHR018C	1.1	1.02
YHR021C	1.11	1.12
YHR021W-A	1.23	1.03
YHR022C	0.95	0.92
YHR022C-A	1.29	0.9
YHR025W	0.9	1.27
YHR026W	0.93	1.42
YHR028C	1.0	1.0
YHR029C	1.02	0.95
YHR030C	0.84	0.83
YHR031C	1.04	0.87
YHR032W	1.01	1.03
YHR033W	0.97	0.99
YHR034C	0.97	0.96
YHR035W	1.13	0.95
YHR037W	0.91	1.04
YHR038W	1.0	0.83
YHR039C	0.95	1.05
YHR039C-A	1.17	1.0
YHR041C	0.74	0.97
YHR044C	0.99	0.97
YHR045W	0.92	1.06
YHR046C	0.89	1.03
YHR047C	1.16	1.34
YHR048W	0.96	1.07
YHR049C-A	0.86	0.92
YHR049W	0.94	1.11
YHR050W	0.87	1.07
YHR050W-A	0.88	1.23
YHR051W	1.01	1.52
YHR057C	0.96	0.96
YHR059W	1.14	0.92
YHR060W	1.0	0.79
YHR061C	1.14	0.85
YHR063C	0.8	1.28
YHR064C	1.04	0.91
YHR066W	1.2	1.23
YHR067W	0.8	1.01
YHR071W	0.9	1.3
YHR073W	1.12	1.04
YHR075C	1.07	1.23
YHR076W	1.08	1.16
YHR077C	1.05	1.29
YHR078W	1.08	1.05
YHR079C	0.95	0.87
YHR079C-A	1.0	0.96
YHR080C	1.1	1.28
YHR081W	0.79	1.11
YHR082C	0.75	1.29
YHR086W	1.01	1.29
YHR086W-A	0.79	1.32
YHR087W	1.06	1.02
YHR090C	0.85	0.89
YHR091C	1.03	1.02
YHR092C	0.76	0.74
YHR093W	0.98	0.95
YHR094C	1.05	1.14
YHR095W	0.98	1.23
YHR096C	1.06	0.89
YHR097C	1.25	1.01
YHR098C	1.04	0.75
YHR100C	0.9	1.33
YHR103W	0.85	1.14
YHR104W	0.94	1.15
YHR105W	1.04	1.02
YHR106W	0.94	1.04
YHR108W	1.05	1.29
YHR109W	1.2	1.19
YHR110W	0.98	1.28
YHR111W	1.01	0.93
YHR112C	0.85	1.05
YHR113W	0.9	1.37
YHR114W	0.83	0.98
YHR115C	1.12	1.06
YHR116W	0.98	1.01
YHR117W	1.17	0.89
YHR120W	1.16	0.84
YHR121W	1.08	1.23
YHR123W	1.05	0.88
YHR124W	0.87	0.97
YHR125W	0.98	1.13
YHR126C	1.04	1.24
YHR127W	1.36	0.83
YHR129C	0.97	1.06
YHR130C	1.1	0.94
YHR131C	1.3	0.87
YHR132C	0.92	1.41
YHR132W-A	1.11	1.02
YHR133C	0.89	1.34
YHR134W	0.95	0.9
YHR135C	0.89	0.91
YHR136C	0.8	0.93
YHR137W	1.08	0.92
YHR138C	0.99	1.2
YHR139C	1.09	1.01
YHR139C-A	1.0	1.0
YHR140W	0.99	0.91
YHR141C	1.02	1.06
YHR142W	0.93	1.17
YHR143W	0.87	1.28
YHR146W	1.06	1.11
YHR147C	0.82	1.16
YHR149C	1.13	1.32
YHR150W	0.91	1.09
YHR151C	0.77	1.23
YHR152W	0.9	1.09
YHR153C	0.89	0.95
YHR154W	0.84	1.35
YHR155W	0.79	1.35
YHR156C	0.78	1.28
YHR157W	0.78	1.1
YHR158C	0.98	0.97
YHR159W	0.8	1.25
YHR160C	1.03	1.06
YHR161C	0.85	1.18
YHR162W	1.05	0.9
YHR163W	0.83	0.85
YHR167W	0.88	1.04
YHR168W	1.01	1.06
YHR171W	1.07	1.0
YHR175W-A	1.18	1.16
YHR176W	0.68	1.88
YHR177W	0.94	1.18
YHR178W	0.98	1.01
YHR179W	0.85	1.01
YHR180W	1.33	0.91
YHR181W	0.91	1.18
YHR182W	1.0	1.27
YHR183W	0.88	1.21
YHR184W	0.92	1.37
YHR185C	1.33	0.9
YHR187W	0.87	1.03
YHR189W	0.78	1.54
YHR191C	1.18	0.61
YHR192W	1.18	1.22
YHR193C	0.85	1.07
YHR194W	1.06	1.14
YHR195W	0.98	1.34
YHR198C	0.83	1.25
YHR199C	0.98	1.25
YHR200W	0.85	1.4
YHR202W	0.94	1.11
YHR203C	0.77	1.25
YHR204W	0.99	1.04
YHR205W	0.71	1.01
YHR206W	1.02	1.48
YHR207C	1.03	0.85
YHR209W	0.8	1.33
YHR210C	0.87	1.27
YIL001W	1.05	0.86
YIL002C	0.89	0.94
YIL002W-A	0.89	1.22
YIL005W	0.72	0.71
YIL006W	0.69	0.76
YIL007C	0.71	0.78
YIL008W	1.29	0.8
YIL009C-A	0.95	0.98
YIL009W	0.99	1.11
YIL010W	0.86	0.92
YIL011W	1.09	1.11
YIL012W	0.99	1.14
YIL013C	0.9	1.04
YIL014C-A	0.94	0.92
YIL014W	0.91	0.82
YIL015W	0.82	1.02
YIL016W	1.24	1.24
YIL017C	0.77	0.63
YIL018W	1.27	1.08
YIL020C	1.25	0.77
YIL023C	0.98	0.89
YIL024C	0.93	0.94
YIL025C	1.24	0.98
YIL027C	0.8	0.78
YIL028W	0.86	0.71
YIL029C	0.82	0.82
YIL030C	0.89	1.06
YIL032C	1.09	1.17
YIL034C	0.92	0.77
YIL035C	1.16	1.1
YIL036W	1.0	0.86
YIL037C	1.04	1.3
YIL038C	0.98	1.15
YIL039W	1.13	1.22
YIL040W	0.97	0.64
YIL041W	1.06	1.06
YIL042C	0.72	1.02
YIL043C	1.29	1.17
YIL044C	1.05	1.29
YIL045W	1.06	1.06
YIL046W-A	0.9	0.92
YIL047C	1.5	1.04
YIL049W	1.26	0.74
YIL050W	0.69	0.25
YIL052C	1.18	0.83
YIL053W	0.82	0.52
YIL054W	1.04	1.24
YIL055C	1.1	1.09
YIL056W	0.93	0.99
YIL057C	0.94	0.79
YIL058W	1.07	1.18
YIL059C	1.44	1.18
YIL060W	1.02	1.03
YIL064W	0.62	0.56
YIL065C	0.69	0.71
YIL066C	1.04	0.84
YIL067C	0.93	1.06
YIL069C	1.12	0.72
YIL070C	0.92	1.22
YIL071C	1.03	0.88
YIL072W	1.14	1.12
YIL073C	0.8	0.34
YIL074C	1.36	1.05
YIL076W	0.61	0.52
YIL077C	0.67	0.5
YIL079C	1.31	1.21
YIL084C	0.96	0.84
YIL085C	1.17	0.8
YIL086C	1.13	1.0
YIL087C	0.96	0.89
YIL088C	1.09	1.11
YIL089W	1.06	0.98
YIL090W	1.1	0.74
YIL092W	0.82	0.48
YIL093C	1.51	0.87
YIL094C	0.86	1.01
YIL095W	1.16	1.23
YIL096C	0.95	1.32
YIL097W	0.99	1.05
YIL098C	0.97	1.07
YIL099W	0.75	1.09
YIL100W	1.08	1.05
YIL101C	0.91	1.14
YIL102C	1.02	1.01
YIL103W	0.91	0.99
YIL105C	0.91	1.11
YIL107C	0.96	0.83
YIL108W	0.85	0.86
YIL110W	0.97	0.89
YIL111W	1.28	1.11
YIL112W	1.06	1.05
YIL113W	0.85	1.12
YIL114C	1.12	0.94
YIL116W	1.17	0.94
YIL117C	1.06	1.18
YIL119C	1.13	0.79
YIL120W	0.9	1.13
YIL121W	0.97	0.99
YIL122W	1.17	0.84
YIL123W	0.9	0.97
YIL124W	0.92	1.03
YIL125W	1.1	0.86
YIL127C	1.13	1.0
YIL128W	1.08	1.08
YIL130W	1.14	0.83
YIL131C	0.93	0.97
YIL132C	1.04	0.87
YIL133C	1.08	1.1
YIL134C-A	0.98	1.19
YIL134W	0.88	1.21
YIL135C	1.1	1.02
YIL136W	1.17	1.02
YIL137C	1.22	1.15
YIL138C	0.93	0.89
YIL139C	1.03	1.02
YIL140W	1.2	1.21
YIL141W	1.04	1.11
YIL145C	1.08	0.77
YIL146C	1.07	1.13
YIL148W	0.92	1.13
YIL149C	0.87	1.32
YIL152W	1.02	0.89
YIL153W	0.96	0.94
YIL154C	0.92	0.86
YIL155C	1.08	1.24
YIL156W	0.93	1.11
YIL157C	1.08	1.1
YIL158W	0.98	1.06
YIL159W	1.14	1.19
YIL160C	1.03	1.1
YIL161W	1.0	0.81
YIL162W	0.85	1.16
YIL163C	0.92	1.12
YIL164C	0.91	1.05
YIL165C	1.12	1.11
YIL166C	1.06	1.02
YIL167W	0.85	1.14
YIL168W	1.21	1.37
YIL170W	0.96	1.08
YIL173W	0.89	0.95
YIR001C	0.79	0.97
YIR002C	1.12	1.01
YIR003W	1.36	1.59
YIR004W	1.17	1.08
YIR005W	1.03	1.04
YIR007W	0.89	0.94
YIR009W	0.83	1.15
YIR013C	1.07	1.17
YIR014W	0.85	1.14
YIR016W	1.07	0.75
YIR017C	0.86	1.16
YIR018C-A	0.87	1.13
YIR018W	0.89	1.17
YIR019C	1.06	1.05
YIR020C	1.14	1.03
YIR020W-B	0.97	1.07
YIR021W	0.88	0.98
YIR021W-A	0.98	1.27
YIR023W	0.83	1.07
YIR024C	1.08	0.98
YIR025W	1.07	1.1
YIR026C	0.9	1.25
YIR027C	0.96	1.16
YIR028W	1.07	1.06
YIR029W	1.1	1.01
YIR030C	0.76	0.9
YIR031C	1.09	1.1
YIR032C	1.1	0.91
YIR033W	1.17	0.79
YIR034C	0.99	1.07
YIR035C	1.0	1.1
YIR036C	1.06	1.01
YIR037W	0.83	1.18
YIR038C	1.04	1.06
YIR039C	0.98	1.25
YIR042C	1.01	0.91
YIR043C	0.85	0.87
YIR044C	0.94	1.35
YJL003W	0.62	1.48
YJL004C	1.15	0.83
YJL006C	0.98	0.71
YJL007C	1.13	1.01
YJL012C	0.99	1.09
YJL013C	0.97	1.07
YJL016W	0.88	1.12
YJL020C	1.145	1.25
YJL022W	0.93	0.95
YJL023C	0.96	0.83
YJL024C	1.0	0.93
YJL027C	1.13	1.09
YJL028W	1.02	0.93
YJL029C	1.06	0.63
YJL030W	0.98	0.96
YJL036W	1.14	1.15
YJL037W	1.03	0.83
YJL038C	1.12	0.9
YJL042W	1.13	1.0
YJL043W	0.86	0.8
YJL044C	0.96	1.06
YJL045W	1.04	1.15
YJL046W	1.06	1.17
YJL047C	1.12	0.82
YJL047C-A	0.87	0.97
YJL048C	1.01	0.99
YJL049W	1.09	1.28
YJL051W	0.83	1.11
YJL052W	0.74	1.38
YJL053W	0.99	1.03
YJL055W	1.14	0.88
YJL056C	1.11	1.16
YJL057C	1.36	0.82
YJL058C	1.03	1.04
YJL059W	1.09	0.93
YJL060W	0.98	1.12
YJL062W	0.96	0.64
YJL062W-A	1.15	1.17
YJL063C	0.85	1.32
YJL064W	1.01	0.8
YJL065C	1.15	1.13
YJL066C	1.02	0.82
YJL067W	0.91	1.03
YJL068C	1.03	0.99
YJL070C	1.17	0.91
YJL071W	1.08	0.98
YJL073W	0.97	0.92
YJL075C	0.87	0.89
YJL077C	1.09	0.96
YJL077W-B	1.09	1.0
YJL078C	1.17	1.0
YJL079C	0.99	1.03
YJL080C	0.93	0.88
YJL082W	0.97	1.02
YJL083W	0.99	0.82
YJL084C	1.22	0.74
YJL088W	0.91	1.24
YJL089W	1.0	1.26
YJL092W	1.04	0.9
YJL093C	1.24	0.95
YJL094C	1.2	0.94
YJL095W	0.9	0.86
YJL096W	0.87	1.2
YJL098W	0.84	1.18
YJL099W	1.34	0.84
YJL100W	0.9	0.93
YJL101C	1.13	1.13
YJL102W	1.02	1.01
YJL103C	0.94	1.14
YJL105W	0.89	1.38
YJL106W	1.25	0.88
YJL107C	1.25	0.89
YJL108C	1.09	1.01
YJL110C	0.9	1.19
YJL112W	0.94	1.53
YJL115W	0.91	0.98
YJL116C	1.07	1.25
YJL117W	0.98	1.04
YJL118W	0.98	1.05
YJL119C	1.1	1.36
YJL120W	1.24	1.0
YJL121C	0.76	0.87
YJL122W	1.05	0.83
YJL123C	1.01	0.98
YJL124C	0.94	1.03
YJL126W	0.96	1.04
YJL127C	1.17	0.69
YJL127C-B	1.22	1.28
YJL128C	0.95	0.96
YJL129C	0.94	1.03
YJL130C	1.06	1.23
YJL131C	1.23	0.8
YJL132W	1.18	0.85
YJL133W	1.16	1.12
YJL134W	1.23	1.11
YJL135W	1.22	0.83
YJL136C	1.07	0.97
YJL136W-A	1.02	1.04
YJL137C	1.1	0.93
YJL138C	1.06	0.98
YJL139C	1.03	0.96
YJL140W	1.24	1.24
YJL141C	1.05	0.99
YJL142C	1.16	0.83
YJL144W	1.29	0.99
YJL145W	0.99	1.1
YJL146W	1.01	1.28
YJL147C	1.03	0.89
YJL148W	0.95	1.2
YJL149W	0.89	1.11
YJL150W	0.93	1.23
YJL151C	1.24	1.19
YJL152W	1.09	0.86
YJL153C	1.2	1.01
YJL154C	0.82	1.28
YJL155C	1.13	1.01
YJL157C	0.81	1.19
YJL158C	1.08	1.28
YJL159W	1.04	1.09
YJL160C	1.22	1.22
YJL161W	0.88	1.02
YJL162C	0.8	1.04
YJL163C	0.86	1.29
YJL164C	0.87	0.94
YJL165C	0.8	1.02
YJL166W	1.09	0.89
YJL168C	1.11	0.82
YJL169W	1.12	1.27
YJL170C	0.92	1.09
YJL171C	1.08	0.85
YJL172W	1.05	1.11
YJL175W	0.68	1.79
YJL176C	1.15	0.83
YJL177W	1.05	0.91
YJL178C	1.3	1.01
YJL179W	0.91	1.03
YJL180C	0.83	1.09
YJL181W	0.98	1.2
YJL182C	1.25	1.17
YJL183W	1.2	1.19
YJL184W	0.23	0.5
YJL185C	1.03	1.09
YJL186W	0.96	1.29
YJL187C	0.91	1.31
YJL188C	1.04	1.08
YJL189W	0.99	1.07
YJL190C	1.17	0.8
YJL191W	1.09	0.82
YJL192C	0.84	0.97
YJL193W	0.94	1.08
YJL196C	0.98	0.89
YJL197W	1.24	0.94
YJL198W	1.17	0.77
YJL199C	1.01	1.19
YJL200C	1.34	0.74
YJL201W	1.01	1.0
YJL204C	0.97	1.18
YJL205C	0.89	1.25
YJL206C	0.91	0.99
YJL207C	0.94	0.99
YJL208C	0.85	0.96
YJL209W	0.88	1.01
YJL210W	0.84	0.59
YJL211C	0.77	0.76
YJL212C	0.87	0.87
YJL213W	1.13	1.05
YJL214W	0.96	0.92
YJL215C	1.0	1.04
YJL216C	1.05	0.96
YJL217W	1.09	0.91
YJL218W	0.87	0.83
YJR001W	1.09	1.03
YJR003C	0.79	1.16
YJR004C	0.95	1.04
YJR005C-A	1.16	1.31
YJR005W	1.12	0.86
YJR008W	1.13	0.83
YJR009C	1.22	1.02
YJR010C-A	1.03	0.97
YJR010W	1.04	0.95
YJR011C	1.08	0.89
YJR014W	1.13	0.97
YJR015W	1.15	0.94
YJR018W	1.29	0.69
YJR019C	1.05	1.06
YJR020W	0.94	1.23
YJR021C	0.96	1.16
YJR024C	0.93	0.93
YJR025C	0.94	1.01
YJR026W	1.03	0.94
YJR030C	1.15	0.93
YJR031C	1.16	0.95
YJR032W	1.08	0.94
YJR033C	1.21	1.33
YJR034W	1.04	1.07
YJR035W	1.14	0.94
YJR036C	1.35	0.83
YJR037W	1.32	0.96
YJR038C	1.36	0.86
YJR039W	0.98	1.0
YJR040W	1.01	0.97
YJR043C	1.12	0.95
YJR044C	0.96	0.96
YJR047C	0.91	1.04
YJR048W	1.02	0.98
YJR049C	0.98	1.35
YJR050W	0.97	0.88
YJR051W	1.03	1.07
YJR052W	1.06	0.92
YJR053W	1.09	0.89
YJR054W	1.13	0.8
YJR055W	1.0	1.29
YJR056C	1.14	0.63
YJR058C	1.09	1.1
YJR059W	1.27	0.92
YJR060W	1.06	0.87
YJR061W	1.12	0.86
YJR062C	1.09	0.89
YJR063W	1.13	0.86
YJR066W	1.18	0.97
YJR069C	0.91	1.33
YJR070C	0.92	1.15
YJR073C	0.77	0.9
YJR074W	1.04	0.94
YJR075W	0.76	0.93
YJR077C	0.91	1.11
YJR078W	1.03	0.83
YJR079W	0.95	1.0
YJR080C	1.08	0.95
YJR082C	1.06	0.91
YJR083C	0.99	0.99
YJR084W	1.07	1.03
YJR085C	0.83	1.05
YJR086W	1.03	1.1
YJR087W	1.1	0.96
YJR088C	0.85	0.97
YJR090C	1.33	0.7
YJR091C	0.93	1.09
YJR092W	1.11	0.92
YJR094C	0.99	1.04
YJR094W-A	1.0	1.14
YJR095W	1.08	1.15
YJR096W	1.03	1.11
YJR097W	1.08	1.35
YJR098C	1.01	1.19
YJR099W	1.14	1.04
YJR100C	1.06	0.96
YJR101W	1.06	0.99
YJR102C	1.12	0.74
YJR103W	1.12	0.97
YJR104C	1.14	0.71
YJR105W	1.09	0.8
YJR106W	1.21	0.99
YJR107W	1.0	0.94
YJR108W	0.86	1.02
YJR109C	1.11	0.9
YJR110W	0.95	1.06
YJR111C	1.01	0.93
YJR112W-A	1.07	1.31
YJR113C	0.76	1.2
YJR114W	0.94	1.18
YJR115W	0.93	0.98
YJR116W	1.13	1.24
YJR117W	0.99	1.36
YJR118C	1.28	1.4
YJR119C	1.03	0.9
YJR120W	0.93	1.16
YJR121W	1.0	0.9
YJR122W	0.65	1.42
YJR124C	1.26	0.86
YJR125C	1.39	0.83
YJR126C	1.07	0.89
YJR127C	0.91	1.07
YJR128W	0.9	1.14
YJR129C	0.81	1.01
YJR130C	0.87	1.15
YJR131W	0.92	1.06
YJR133W	1.0	0.99
YJR134C	1.16	0.8
YJR135C	0.98	0.98
YJR135W-A	1.02	1.16
YJR137C	1.02	1.07
YJR139C	1.02	0.97
YJR140C	1.19	0.81
YJR142W	1.33	0.88
YJR143C	1.06	1.0
YJR144W	0.93	1.21
YJR145C	1.29	0.88
YJR146W	0.97	1.09
YJR147W	1.13	0.96
YJR148W	1.28	1.4
YJR149W	0.98	0.83
YJR150C	1.16	1.02
YJR151C	1.03	1.07
YJR151W-A	1.33	1.11
YJR152W	1.04	0.79
YJR153W	1.18	0.75
YJR154W	0.89	0.91
YKL001C	1.0	1.12
YKL002W	1.17	0.84
YKL003C	0.87	1.25
YKL005C	0.98	0.96
YKL006W	1.2	0.57
YKL007W	0.87	0.91
YKL008C	1.23	1.04
YKL009W	0.76	0.99
YKL010C	0.88	1.13
YKL011C	0.84	1.21
YKL015W	1.03	0.95
YKL016C	1.11	1.12
YKL017C	1.04	1.04
YKL018C-A	1.13	1.01
YKL020C	1.03	0.93
YKL023W	1.25	1.0
YKL025C	0.99	1.03
YKL026C	0.89	1.17
YKL027W	1.15	1.04
YKL029C	1.11	1.23
YKL030W	0.99	0.97
YKL031W	1.2	1.15
YKL032C	1.33	1.11
YKL033W-A	1.18	1.09
YKL034W	1.05	1.02
YKL037W	1.16	0.81
YKL038W	0.92	1.08
YKL039W	1.04	1.29
YKL040C	1.1	0.96
YKL041W	1.17	0.81
YKL043W	1.62	0.73
YKL044W	0.92	1.01
YKL046C	1.19	1.16
YKL047W	0.94	1.14
YKL048C	1.12	0.94
YKL050C	0.84	1.08
YKL051W	0.87	1.03
YKL053C-A	1.07	0.96
YKL053W	0.83	0.94
YKL054C	1.22	1.32
YKL055C	1.09	1.0
YKL056C	0.95	1.12
YKL057C	1.01	1.09
YKL061W	1.18	0.83
YKL062W	0.98	0.94
YKL063C	1.07	1.06
YKL064W	0.84	1.01
YKL065C	1.01	1.11
YKL066W	0.86	0.93
YKL067W	0.84	1.03
YKL068W	0.88	1.04
YKL068W-A	0.95	0.97
YKL069W	0.87	1.13
YKL070W	0.86	1.05
YKL071W	0.8	1.09
YKL072W	0.8	1.24
YKL073W	1.02	0.99
YKL074C	1.31	1.04
YKL075C	1.03	1.16
YKL076C	0.88	1.33
YKL077W	1.04	1.16
YKL079W	0.96	1.18
YKL080W	0.99	1.01
YKL081W	0.95	1.04
YKL084W	0.87	1.11
YKL085W	1.29	0.87
YKL086W	1.0	0.91
YKL087C	0.87	1.01
YKL090W	1.16	1.01
YKL091C	0.91	1.17
YKL092C	0.78	0.83
YKL093W	0.93	1.12
YKL094W	0.93	0.99
YKL096C-B	0.85	0.8
YKL096W	1.63	0.97
YKL096W-A	1.21	0.99
YKL097C	1.06	0.89
YKL098W	0.94	1.14
YKL100C	1.0	1.01
YKL101W	1.29	0.95
YKL102C	1.05	1.16
YKL103C	1.03	1.09
YKL105C	1.32	1.19
YKL106C-A	1.0	0.81
YKL106W	1.1	1.02
YKL107W	1.03	1.13
YKL109W	0.83	1.04
YKL110C	1.11	0.82
YKL113C	1.09	0.75
YKL114C	0.97	1.05
YKL115C	0.97	1.02
YKL116C	1.0	1.27
YKL117W	1.0	1.09
YKL118W	0.99	1.93
YKL119C	1.06	1.09
YKL120W	1.0	0.97
YKL121W	1.1	0.78
YKL123W	1.0	1.14
YKL124W	0.95	1.26
YKL126W	1.62	0.73
YKL127W	1.01	1.09
YKL128C	0.92	1.21
YKL129C	0.97	1.09
YKL130C	0.91	1.12
YKL131W	0.95	1.04
YKL132C	1.0	1.05
YKL133C	1.13	1.0
YKL134C	0.98	1.13
YKL135C	0.91	1.05
YKL136W	1.23	1.03
YKL137W	1.02	0.89
YKL138C	0.81	0.93
YKL139W	1.0	0.97
YKL140W	0.87	1.06
YKL142W	0.99	1.1
YKL143W	1.18	1.13
YKL146W	1.29	1.01
YKL147C	0.93	1.38
YKL148C	1.05	1.4
YKL149C	1.05	1.41
YKL150W	0.91	0.98
YKL151C	1.19	1.27
YKL155C	0.94	1.22
YKL156W	1.43	0.85
YKL157W	0.9	1.16
YKL159C	0.81	1.34
YKL160W	1.21	1.02
YKL161C	0.99	1.14
YKL162C	0.92	1.0
YKL162C-A	0.97	1.11
YKL163W	0.99	0.93
YKL164C	1.06	0.98
YKL166C	0.93	1.11
YKL167C	0.99	1.13
YKL168C	0.91	0.97
YKL169C	0.64	1.42
YKL170W	0.62	1.38
YKL171W	1.03	1.09
YKL174C	1.05	1.06
YKL175W	1.02	0.98
YKL176C	1.02	1.18
YKL177W	1.0	0.93
YKL178C	0.93	1.02
YKL179C	0.93	0.89
YKL183W	0.9	1.21
YKL184W	0.99	1.18
YKL185W	0.98	1.47
YKL187C	1.01	1.22
YKL188C	0.9	1.12
YKL190W	0.92	1.05
YKL191W	1.08	1.26
YKL194C	0.87	0.89
YKL197C	0.77	1.01
YKL198C	0.95	1.0
YKL201C	0.83	1.25
YKL202W	1.19	0.91
YKL204W	1.15	0.9
YKL205W	0.86	1.11
YKL206C	0.92	1.22
YKL207W	0.97	1.0
YKL208W	0.8	1.13
YKL211C	0.98	0.94
YKL212W	1.07	1.05
YKL213C	0.89	0.83
YKL214C	0.94	0.92
YKL215C	1.11	1.01
YKL216W	1.11	1.35
YKL217W	1.12	1.18
YKL218C	1.04	1.16
YKL220C	1.19	1.04
YKL221W	1.02	1.13
YKL222C	0.96	1.14
YKR001C	0.92	0.68
YKR003W	1.23	1.05
YKR004C	1.02	0.97
YKR005C	1.16	0.78
YKR006C	0.82	0.93
YKR007W	1.17	0.57
YKR009C	1.02	0.92
YKR010C	1.04	0.98
YKR011C	1.05	1.13
YKR012C	0.94	1.05
YKR013W	0.94	1.12
YKR014C	0.92	0.86
YKR015C	1.3	1.22
YKR016W	1.07	1.3
YKR017C	1.01	1.18
YKR018C	1.11	1.19
YKR019C	1.37	0.95
YKR020W	1.09	0.97
YKR021W	1.14	1.23
YKR023W	1.14	0.9
YKR024C	1.23	0.78
YKR026C	0.92	1.11
YKR027W	1.19	0.91
YKR028W	1.06	1.03
YKR029C	1.13	1.07
YKR030W	1.02	1.14
YKR031C	1.17	1.15
YKR032W	1.01	0.91
YKR033C	1.02	1.1
YKR034W	1.23	1.11
YKR035C	0.91	1.03
YKR035W-A	1.11	0.67
YKR036C	1.22	0.98
YKR039W	1.1	1.15
YKR040C	1.07	1.02
YKR041W	1.27	0.85
YKR042W	0.91	1.07
YKR043C	0.91	1.27
YKR044W	1.06	1.14
YKR045C	1.04	1.04
YKR046C	1.06	0.96
YKR047W	1.31	1.07
YKR048C	1.43	0.97
YKR049C	1.01	1.07
YKR050W	1.39	1.15
YKR051W	1.02	1.26
YKR052C	1.12	0.79
YKR053C	1.22	0.96
YKR054C	1.0	1.15
YKR055W	1.28	1.15
YKR056W	1.07	0.72
YKR057W	1.07	0.86
YKR058W	1.17	0.9
YKR059W	0.98	0.91
YKR060W	1.37	1.0
YKR061W	1.1	0.79
YKR064W	1.1	0.83
YKR065C	1.11	0.84
YKR066C	1.0	0.93
YKR067W	0.91	1.21
YKR069W	1.09	1.19
YKR070W	1.25	1.14
YKR072C	0.91	1.13
YKR073C	1.12	0.95
YKR074W	1.3	0.71
YKR075C	1.24	0.89
YKR076W	1.04	1.1
YKR077W	1.01	1.17
YKR078W	1.11	1.16
YKR080W	1.14	1.17
YKR082W	1.01	1.1
YKR084C	0.86	1.09
YKR085C	1.1	1.03
YKR087C	1.11	1.0
YKR088C	1.13	0.98
YKR089C	1.12	1.03
YKR090W	1.19	1.01
YKR091W	0.95	1.18
YKR092C	1.07	1.05
YKR093W	1.16	0.96
YKR094C	1.1	1.02
YKR095W	1.17	0.94
YKR096W	1.29	0.9
YKR097W	1.06	1.13
YKR098C	1.15	0.94
YKR099W	1.16	1.05
YKR100C	1.15	1.03
YKR101W	1.01	0.85
YKR102W	1.08	0.97
YKR103W	1.14	0.9
YKR104W	1.1	0.9
YKR105C	1.01	1.11
YKR106W	1.23	1.19
YLL001W	0.95	0.99
YLL002W	1.11	1.16
YLL005C	1.0	1.13
YLL006W	1.06	1.03
YLL006W-A	0.98	0.99
YLL007C	0.97	1.31
YLL009C	0.94	1.11
YLL010C	0.94	0.85
YLL012W	1.16	1.16
YLL013C	1.13	0.98
YLL014W	1.14	1.01
YLL015W	0.93	1.07
