ORF	hom | growth (relative abundance in pooled culture) | hydroquinone [1 mM], time [5 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | hydroquinone [2 mM], time [5 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | hydroquinone [4 mM], time [5 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | hydroquinone [1 mM], time [15 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | hydroquinone [2 mM], time [15 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | hydroquinone [4 mM], time [15 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | catechol [0.55 mM], time [5 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | catechol [1.1 mM], time [5 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | catechol [2.2 mM], time [5 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | catechol [0.55 mM], time [15 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | catechol [1.1 mM], time [15 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | catechol [2.2 mM], time [15 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | benzene-1,2,4-triol [87.5 uM], time [5 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | benzene-1,2,4-triol [175 uM], time [5 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | benzene-1,2,4-triol [350 uM], time [5 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | benzene-1,2,4-triol [87.5 uM], time [15 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | benzene-1,2,4-triol [175 uM], time [15 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | benzene-1,2,4-triol [350 uM], time [15 generations] | North M~Vulpe CD, 2011
YHR185C	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.800	0.000
YHR189W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.500	0.000	0.000
YHR195W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.400	0.000	0.000
YHR206W	0.000	0.000	0.000	-2.100	-4.300	0.000	0.000	0.000	0.000	0.000	-1.700	-4.100	0.000	0.000	-2.450	-3.700	-4.700	0.000
YIL003W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.600	0.000	0.000	0.000	0.000	0.000
YIL006W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.500	0.000	0.000
YIL009C-A	0.000	0.000	0.000	3.100	0.000	0.000	0.000	0.000	1.400	2.700	2.100	0.000	0.000	0.000	0.000	0.000	0.000	3.500
YIL032C	0.000	0.000	0.000	3.000	2.500	2.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.100	3.300	3.500
YIL035C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.700	1.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIL036W	0.000	1.700	0.000	3.300	3.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.450
YIL044C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.700	0.000	0.000
YIL052C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.300	0.000	0.000
YIL055C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIL060W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.900
YIL067C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.800	0.000	0.000	0.000	0.000	0.000	0.000
YIL090W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIL092W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.600	0.000	0.000
YIL096C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.100	0.000	0.000
YIL098C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.300	0.000	0.000	0.000	0.000	0.000	0.000
YIL107C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.500
YIL110W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.900	2.700	0.000	0.000	0.000	0.000	0.000	0.000
YIL112W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.500	0.000	0.000	0.000	0.000	0.000	2.100
YIL114C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000
YIL139C	0.000	2.500	2.000	0.000	0.000	0.000	2.100	2.200	2.100	0.000	2.000	0.000	0.000	2.300	2.200	0.000	0.000	0.000
YIL152W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.600	0.000	0.000
YIL153W	0.000	2.600	2.700	0.000	0.000	0.000	2.000	2.100	1.800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIL154C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.200
YIL162W	0.000	0.000	0.000	-3.800	-4.400	-4.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000	-3.300	-3.700
YIL173W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIR003W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIR013C	0.000	0.000	0.000	0.000	0.000	-1.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIR020C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.700	0.000	0.000
YIR023W	0.000	-2.450	-2.650	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIR024C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.900	0.000	0.000
YIR025W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000
YIR027C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIR028W	4.600	4.300	3.800	2.700	0.000	0.000	3.200	3.300	3.100	3.100	2.600	0.000	0.000	3.700	3.600	0.000	0.000	0.000
YIR030C	0.000	0.000	0.000	2.300	2.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.700	2.100	0.000
YIR031C	0.000	0.000	0.000	1.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.400	0.000	0.000
YIR033W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIR037W	0.000	0.000	0.000	0.000	0.000	-3.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-4.300	-4.600
YJL004C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.300	0.000	0.000	0.000	0.000	0.000	-1.700
YJL007C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.800	0.000	0.000
YJL013C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000
YJL027C	0.000	0.000	0.000	0.000	-2.700	-2.400	0.000	0.000	0.000	0.000	0.000	-1.500	0.000	0.000	0.000	0.000	0.000	0.000
YJL043W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJL046W	0.000	0.000	0.000	4.200	4.400	3.700	0.000	0.000	0.000	4.700	0.000	3.100	0.000	0.000	0.000	2.700	0.000	3.800
YJL048C	0.000	0.000	0.000	0.000	1.800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.800	0.000	0.000
YJL052W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.600
YJL053W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500	0.000	0.000	0.000	0.000	0.000	0.000
YJL070C	0.000	0.000	0.000	0.000	0.000	0.000	1.200	1.300	1.300	0.000	0.000	0.000	0.000	0.000	1.100	0.000	0.000	0.000
YJL078C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJL082W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000
YJL092W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJL095W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJL099W	0.000	0.000	0.000	-2.800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJL108C	0.000	0.000	0.000	2.800	3.200	3.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.400	2.700	2.700
YJL117W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.300	0.000	0.000	0.000	0.000	0.000
YJL120W	0.000	-1.900	-2.250	-3.900	-3.800	0.000	0.000	0.000	-1.500	-2.750	-2.950	-4.000	0.000	0.000	-3.250	-2.950	-4.500	-4.600
YJL121C	-2.200	-2.400	-2.850	-3.300	-3.000	0.000	0.000	0.000	-1.100	-2.900	-2.600	-3.800	0.000	0.000	-2.600	-3.100	0.000	-4.200
YJL122W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.100	-1.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJL123C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJL126W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJL127C	0.000	0.000	0.000	0.000	0.000	0.000	1.900	1.600	1.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJL131C	0.000	2.100	2.500	0.000	0.000	0.000	2.100	2.100	2.300	3.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJL132W	0.000	0.000	0.000	0.000	0.000	-2.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJL145W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.700	0.000	0.000	0.000	0.000	0.000	2.700	0.000	0.000
YJL150W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.900	0.000	0.000
YJL154C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.100	0.000	0.000	0.000	0.000	0.000	0.000
YJL166W	0.000	0.000	0.000	2.900	3.100	3.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJL168C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.200	0.000	0.000
YJL178C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJL204C	0.000	0.000	0.000	-2.200	0.000	0.000	0.000	0.000	0.000	0.000	-2.100	-4.600	0.000	0.000	0.000	0.000	0.000	-3.300
YJL208C	0.000	0.000	0.000	0.000	0.000	0.000	1.400	1.200	1.300	0.000	0.000	0.000	0.000	0.000	0.000	2.500	0.000	0.000
YJL214W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.200	0.000	0.000
YJL217W	0.000	0.000	0.000	2.400	2.600	2.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.300
YJL218W	0.000	0.000	0.000	2.700	2.400	2.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.300	2.600
YJR004C	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJR010C-A	2.500	2.100	2.500	0.000	0.000	0.000	1.900	2.000	1.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJR010W	0.000	0.000	0.000	0.000	0.000	1.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJR019C	0.000	0.000	0.000	-1.800	0.000	0.000	0.000	0.000	0.000	0.000	-1.200	-1.200	0.000	0.000	0.000	0.000	0.000	-1.900
YJR021C	0.000	0.000	0.000	0.000	0.000	0.000	-1.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJR032W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.200	0.000
YJR033C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.100	0.000	0.000	0.000	0.000	0.000	0.000
YJR040W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.100
YJR044C	2.600	2.500	2.900	0.000	2.500	0.000	2.600	2.700	2.500	0.000	0.000	0.000	0.000	2.100	1.900	0.000	2.500	2.500
YJR050W	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJR051W	0.000	1.600	0.000	0.000	0.000	0.000	0.000	1.500	1.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJR052W	0.000	0.000	0.000	0.000	0.000	0.000	1.200	1.200	1.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJR053W	0.000	0.000	1.000	0.000	0.000	2.000	0.000	0.000	1.100	0.000	0.000	0.000	0.000	0.000	1.300	0.000	0.000	0.000
YJR073C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.550	0.000	0.000	0.000
YJR079W	0.000	0.000	0.000	4.300	4.400	3.900	0.000	0.000	1.500	0.000	0.000	0.000	0.000	0.000	0.000	3.100	4.300	4.400
YJR080C	0.000	0.000	0.000	3.000	3.700	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	2.600	2.600
YJR088C	2.600	2.800	2.900	3.700	3.300	0.000	3.300	3.200	3.300	3.100	2.400	2.600	0.000	2.700	2.800	2.350	3.200	3.300
YJR091C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJR102C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.300	0.000	0.000	0.000	0.000	0.000	0.000
YJR105W	0.000	0.000	1.500	0.000	0.000	0.000	1.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJR110W	0.000	0.000	0.000	2.800	2.500	2.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	2.300	2.400
YJR130C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.400	0.000
YJR135C	0.000	0.000	0.000	0.000	0.000	0.000	1.400	1.600	1.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJR148W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJR149W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.100	0.000	0.000
YJR154W	0.000	1.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YKL008C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YKL027W	0.000	0.000	0.000	0.000	0.000	-1.800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YKL037W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000	0.000	-2.100	0.000	0.000	0.000	-2.200	0.000	0.000	0.000
YKL040C	0.000	0.000	-1.400	0.000	-1.900	-2.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YKL046C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500	-1.400	0.000	0.000	0.000	0.000	0.000	0.000
YKL051W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.800	-1.700	-1.800	0.000	0.000	0.000	0.000	-1.800	-2.000
YKL066W	3.000	3.500	0.000	0.000	0.000	0.000	2.200	0.000	2.100	0.000	0.000	0.000	0.000	0.000	1.900	0.000	0.000	0.000
YKL071W	0.000	0.000	0.000	-1.700	0.000	0.000	0.000	0.000	0.000	-1.600	-1.300	-1.300	0.000	0.000	0.000	0.000	-1.500	-1.700
YKL076C	0.000	0.000	0.000	0.000	0.000	-2.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YKL077W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YKL080W	0.000	0.000	-1.900	0.000	0.000	0.000	0.000	-1.900	-2.600	0.000	0.000	0.000	0.000	-2.100	-1.700	0.000	0.000	0.000
YKL086W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.400	0.000	0.000	-4.250
YKL090W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.400	0.000	0.000	0.000	0.000	0.000
YKL096W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YKL096W-A	0.000	0.000	0.000	2.700	2.500	2.700	0.000	0.000	0.000	2.800	1.900	2.100	0.000	0.000	0.000	3.500	2.700	2.500
YKL097C	-1.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.600	0.000	0.000	-1.600	0.000	0.000	0.000	0.000	0.000
YKL098W	0.000	0.000	-2.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YKL100C	0.000	0.000	-1.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YKL101W	0.000	0.000	0.000	0.000	-2.750	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YKL119C	0.000	0.000	-1.900	0.000	0.000	0.000	-2.000	-2.850	-2.400	0.000	0.000	0.000	0.000	0.000	-1.850	0.000	0.000	0.000
YKL123W	0.000	0.000	0.000	-2.200	0.000	0.000	0.000	0.000	0.000	-2.200	-1.600	-1.700	0.000	0.000	0.000	0.000	-2.300	-2.400
YKL128C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YKL131W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.600
YKL133C	0.000	0.000	0.000	2.800	0.000	0.000	0.000	0.000	-1.200	2.800	2.600	2.600	0.000	0.000	0.000	2.400	3.200	2.800
YKL135C	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.900	0.000	0.000	0.000	0.000	0.000
YKL146W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.300	-1.400	0.000	0.000	0.000	0.000	0.000	0.000
YKL147C	-1.600	-1.400	-1.300	0.000	0.000	0.000	-1.200	0.000	0.000	0.000	0.000	0.000	0.000	-1.600	0.000	0.000	0.000	0.000
YKL148C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YKL160W	0.000	0.000	0.000	0.000	0.000	-4.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YKL161C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.600	0.000	0.000	0.000	0.000	0.000	0.000	-1.700	0.000
YKL164C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.300	-1.300	0.000	0.000	0.000	0.000	0.000	0.000
YKL166C	3.100	2.900	2.800	0.000	0.000	0.000	2.100	2.000	2.200	0.000	0.000	0.000	0.000	2.600	1.700	0.000	0.000	0.000
YKL174C	0.000	0.000	0.000	5.100	4.700	4.300	1.900	2.100	2.200	5.500	5.100	4.800	0.000	0.000	0.000	4.200	5.900	5.400
YKL176C	-1.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YKL177W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YKL184W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YKL197C	0.000	0.000	-1.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YKL198C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YKL205W	0.000	0.000	0.000	0.000	0.000	-2.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YKL215C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.400	0.000	0.000	0.000	0.000	0.000	-2.200
YKL221W	2.900	2.500	2.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YKL222C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.200	-1.900	-2.000	0.000	0.000	0.000	0.000	-2.400	0.000
YKR012C	-1.400	0.000	-1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YKR014C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500	0.000	0.000	0.000	0.000	0.000	0.000
YKR019C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.750	0.000	0.000	0.000	0.000	0.000	0.000
YKR020W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.300	-2.400	-2.950	0.000	0.000	0.000	0.000	0.000	-2.300
YKR033C	0.000	0.000	0.000	-1.800	0.000	0.000	0.000	0.000	0.000	-1.800	-1.500	-1.600	0.000	0.000	0.000	0.000	-1.900	-2.000
YKR035C	0.000	0.000	2.900	2.400	0.000	2.800	2.700	2.700	2.700	2.100	0.000	0.000	0.000	2.900	0.000	0.000	0.000	0.000
YKR041W	0.000	0.000	0.000	3.400	0.000	0.000	0.000	0.000	0.000	3.600	0.000	0.000	0.000	0.000	0.000	2.400	0.000	3.200
YKR042W	0.000	0.000	0.000	0.000	0.000	-3.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YKR046C	0.000	-1.400	-1.300	0.000	0.000	0.000	-1.400	-1.400	-1.300	-4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YKR047W	0.000	0.000	0.000	-2.700	-3.250	0.000	0.000	0.000	0.000	-2.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YKR048C	0.000	0.000	0.000	-3.200	0.000	-3.600	0.000	0.000	0.000	0.000	-2.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YKR052C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.450	-4.350	-5.700	0.000	0.000	0.000	0.000	0.000	-1.500
YKR072C	0.000	0.000	-1.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YKR078W	0.000	0.000	2.300	2.700	2.400	2.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.200	2.400	2.200	2.200
YKR088C	0.000	0.000	0.000	2.400	0.000	2.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.100	2.000	2.000
YKR093W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.700	0.000	0.000
YKR096W	0.000	0.000	0.000	2.600	2.900	3.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.500	2.300	0.000
YKR105C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.100	0.000	0.000
