ORF	hom | growth (relative abundance in pooled culture) | hydroquinone [1 mM], time [5 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | hydroquinone [2 mM], time [5 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | hydroquinone [4 mM], time [5 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | hydroquinone [1 mM], time [15 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | hydroquinone [2 mM], time [15 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | hydroquinone [4 mM], time [15 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | catechol [0.55 mM], time [5 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | catechol [1.1 mM], time [5 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | catechol [2.2 mM], time [5 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | catechol [0.55 mM], time [15 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | catechol [1.1 mM], time [15 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | catechol [2.2 mM], time [15 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | benzene-1,2,4-triol [87.5 uM], time [5 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | benzene-1,2,4-triol [175 uM], time [5 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | benzene-1,2,4-triol [350 uM], time [5 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | benzene-1,2,4-triol [87.5 uM], time [15 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | benzene-1,2,4-triol [175 uM], time [15 generations] | North M~Vulpe CD, 2011	hom | growth (relative abundance in pooled culture) | benzene-1,2,4-triol [350 uM], time [15 generations] | North M~Vulpe CD, 2011
YDL226C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-4.000	0.000	0.000	0.000	0.000	-3.350	-4.350
YDL230W	0.000	0.000	1.200	3.100	3.100	3.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.100	3.300	3.400
YDL236W	0.000	0.000	0.000	-1.800	0.000	0.000	0.000	0.000	0.000	-1.800	-1.600	-1.700	0.000	0.000	0.000	0.000	-1.900	-1.900
YDL239C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.600	-1.300	0.000	0.000	0.000	0.000	0.000	-1.600	0.000
YDL241W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDL242W	0.000	0.000	0.000	-1.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.400
YDR025W	0.000	2.100	2.400	0.000	0.000	0.000	2.300	2.100	2.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR032C	0.000	-2.300	-3.000	-2.300	-3.400	-3.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR034C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.500	1.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR051C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.900	-1.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR063W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR065W	0.000	0.000	1.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.400	2.900
YDR068W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR069C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.500	0.000	0.000	0.000	0.000	0.000
YDR074W	0.000	0.000	-2.800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR097C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR098C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.350	0.000	0.000	0.000	0.000	0.000	0.000
YDR105C	2.500	2.800	3.100	0.000	0.000	0.000	2.700	2.900	2.900	3.000	0.000	0.000	2.500	2.400	2.100	0.000	0.000	0.000
YDR107C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR112W	0.000	0.000	0.000	-4.100	-4.400	-4.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.800	-3.700
YDR122W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.800	0.000	0.000
YDR124W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.600	1.600	1.700	0.000	0.000	0.000	0.000	0.000	0.000
YDR132C	0.000	0.000	-1.800	-2.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR136C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.900	-2.800	0.000	0.000	0.000	0.000	0.000	0.000
YDR144C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.800	0.000	0.000
YDR153C	2.500	2.300	2.800	2.900	2.900	0.000	3.200	3.500	3.200	3.100	2.400	2.600	3.200	3.000	0.000	2.300	3.400	3.500
YDR159W	0.000	0.000	0.000	0.000	0.000	0.000	1.700	2.200	1.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR162C	0.000	0.000	-2.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-5.500	0.000	0.000	0.000	0.000	0.000
YDR163W	0.000	2.200	2.500	0.000	0.000	2.700	1.700	1.800	1.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR171W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000	-1.800	0.000	0.000	0.000	0.000	0.000	-2.200	-2.500
YDR175C	2.000	2.100	1.900	0.000	0.000	0.000	2.100	1.800	1.800	0.000	0.000	0.000	0.000	0.000	1.500	0.000	3.300	4.100
YDR179C	2.900	3.100	0.000	-2.000	0.000	0.000	2.800	2.600	2.700	-1.900	-1.600	-1.700	3.000	0.000	0.000	0.000	-2.000	-2.200
YDR193W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.400	0.000	0.000
YDR200C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.200	0.000	0.000	0.000
YDR220C	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	2.000	1.400	1.500	0.000	0.000	0.000	2.000	2.200	2.000
YDR221W	0.000	0.000	0.000	2.400	2.200	0.000	0.000	0.000	0.000	2.200	1.800	2.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR226W	0.000	0.000	0.000	0.000	0.000	0.000	2.300	2.000	1.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR229W	0.000	0.000	-1.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR237W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.200	0.000	0.000	0.000	0.000	0.000	3.200
YDR247W	0.000	0.000	0.000	0.000	0.000	-2.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR248C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.400	0.000	0.000
YDR250C	0.000	0.000	0.000	0.000	0.000	1.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR251W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.300	0.000	0.000	0.000
YDR252W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.500	2.100	0.000
YDR253C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.300	0.000	1.800	0.000	0.000	0.000	0.000	0.000	0.000
YDR255C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.800	0.000	0.000
YDR258C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.100	0.000	0.000
YDR261C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR268W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.900
YDR269C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.600	0.000	0.000
YDR271C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.200	0.000	0.000
YDR283C	0.000	2.400	2.500	0.000	0.000	0.000	2.200	2.000	2.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR285W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	4.300	0.000	0.000
YDR286C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.300	0.000	0.000
YDR291W	0.000	0.000	0.000	5.100	4.800	4.900	0.000	0.000	0.000	4.900	4.300	4.500	0.000	0.000	0.000	3.700	5.000	4.900
YDR298C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.400
YDR305C	0.000	0.000	0.000	2.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.650	0.000	0.000
YDR306C	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	1.900	0.000
YDR312W	0.000	0.000	0.000	3.900	4.000	3.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.400	3.700	3.900
YDR314C	0.000	0.000	0.000	2.300	3.100	2.500	1.700	1.800	1.900	2.000	0.000	0.000	0.000	0.000	0.000	1.800	2.300	2.100
YDR319C	0.000	0.000	0.000	1.900	1.800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.200	2.200	1.800
YDR321W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	1.900	2.000
YDR322W	0.000	0.000	0.000	2.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.600	0.000	0.000
YDR323C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR326C	0.000	0.000	0.000	2.000	1.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.600	2.200	2.000
YDR333C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.400	0.000	0.000
YDR336W	0.000	0.000	0.000	3.300	3.200	3.100	0.000	0.000	0.000	2.300	0.000	2.100	0.000	0.000	0.000	2.600	3.000	3.100
YDR337W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	2.850
YDR338C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.500
YDR340W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.800	0.000	0.000
YDR347W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.750
YDR354W	0.000	0.000	0.000	2.700	2.600	3.000	0.000	0.000	0.000	0.000	1.700	0.000	0.000	0.000	0.000	2.800	2.200	0.000
YDR359C	0.000	0.000	-1.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.700
YDR360W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000
YDR370C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.500	0.000	0.000
YDR377W	0.000	0.000	0.000	0.000	0.000	0.000	1.700	1.600	1.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.700	3.600
YDR384C	0.000	0.000	0.000	0.000	0.000	2.500	0.000	0.000	0.000	0.000	2.200	0.000	0.000	0.000	0.000	0.000	0.000	2.500
YDR385W	0.000	0.000	0.000	2.600	0.000	0.000	0.000	0.000	0.000	0.000	2.300	2.800	0.000	0.000	0.000	0.000	2.600	3.000
YDR388W	0.000	0.000	0.000	0.000	2.900	0.000	0.000	0.000	0.000	0.000	0.000	2.400	0.000	0.000	0.000	0.000	2.400	0.000
YDR389W	0.000	0.000	0.000	0.000	2.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR391C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.100	0.000	2.600
YDR392W	0.000	0.000	-2.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	3.200
YDR400W	0.000	0.000	0.000	2.300	2.000	2.200	0.000	0.000	0.000	2.200	1.800	1.700	0.000	0.000	0.000	0.000	2.100	2.100
YDR401W	0.000	2.100	2.500	0.000	0.000	0.000	2.000	2.400	2.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR402C	0.000	0.000	0.000	1.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR403W	0.000	0.000	0.000	0.000	0.000	2.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR405W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.100	0.000	0.000
YDR409W	0.000	0.000	0.000	2.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR414C	0.000	0.000	0.000	2.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.300	2.000	2.200	4.350
YDR421W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR423C	0.000	0.000	1.700	2.200	0.000	0.000	0.000	1.400	1.600	1.800	1.800	0.000	0.000	0.000	0.000	0.000	0.000	2.100
YDR424C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.600
YDR430C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.900	2.200
YDR431W	0.000	0.000	0.000	-3.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.400	0.000	0.000
YDR440W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.900
YDR441C	0.000	1.800	1.900	0.000	0.000	0.000	1.500	1.700	1.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR447C	0.000	0.000	0.000	2.700	2.200	2.200	0.000	0.000	1.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.800
YDR452W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR455C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.700	0.000	0.000	0.000	0.000	0.000	0.000
YDR456W	0.000	0.000	2.600	0.000	0.000	0.000	2.500	2.800	2.700	0.000	1.700	0.000	0.000	0.000	0.000	2.400	0.000	0.000
YDR457W	0.000	0.000	0.000	-3.100	-3.200	-2.200	0.000	0.000	0.000	-2.700	-2.450	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR458C	2.650	2.950	2.850	3.900	2.900	3.000	2.900	3.050	2.900	3.400	2.800	2.800	2.900	2.650	2.750	2.900	3.500	3.700
YDR461W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.300	0.000	0.000
YDR465C	2.000	0.000	2.100	0.000	0.000	0.000	1.900	2.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR484W	0.000	0.000	-2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR490C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR495C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.150	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR496C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.500	2.200	0.000
YDR497C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500	0.000	0.000	0.000	0.000	0.000	0.000
YDR507C	0.000	0.000	0.000	0.000	-2.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR520C	0.000	0.000	1.500	0.000	0.000	0.000	1.700	1.900	1.800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR524C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR525W	1.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YEL010W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.800	0.000	0.000
YEL012W	3.000	3.200	3.500	0.000	0.000	0.000	3.400	3.700	3.800	0.000	0.000	0.000	3.100	2.800	3.000	2.600	3.000	0.000
YEL027W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YEL028W	0.000	0.000	0.000	4.100	4.300	4.100	0.000	0.000	0.000	4.400	3.700	4.000	0.000	0.000	0.000	3.500	4.100	4.300
YEL036C	2.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YEL040W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YEL050C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.850
YEL051W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.100	-2.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YEL056W	0.000	0.000	0.000	-3.600	-3.700	-3.800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.300	-3.400
YEL065W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.100
YEL068C	0.000	0.000	0.000	2.600	0.000	2.800	1.500	0.000	1.500	3.000	0.000	0.000	0.000	0.000	0.000	2.000	2.700	3.000
YER002W	2.900	3.100	2.600	0.000	0.000	0.000	2.700	2.600	2.700	0.000	0.000	0.000	2.800	3.000	3.100	0.000	0.000	0.000
YER019W	-2.500	0.000	-2.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YER020W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.300	0.000	0.000	0.000	0.000	-1.200	0.000	0.000	0.000
YER032W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YER042W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.200	0.000	0.000
YER045C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YER047C	0.000	0.000	2.700	0.000	0.000	0.000	2.700	2.500	2.800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YER049W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YER050C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.800
YER051W	0.000	0.000	2.400	0.000	0.000	0.000	2.400	2.400	2.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YER066C-A	0.000	2.100	2.500	0.000	0.000	0.000	2.200	2.400	2.400	3.500	0.000	0.000	2.200	2.100	2.300	0.000	0.000	0.000
YER067W	-1.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YER075C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YER077C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.900
YER080W	0.000	0.000	0.000	2.500	2.200	2.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.800	0.000
YER084W	0.000	0.000	0.000	-2.200	0.000	-3.300	0.000	0.000	0.000	0.000	-1.400	-1.700	0.000	0.000	0.000	2.700	-2.300	-2.700
YER087C-B	0.000	0.000	0.000	3.100	2.700	2.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.700	2.900	2.700
YER087W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000
YER088C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.200	0.000	0.000
YER092W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.300	0.000	1.700
YER098W	0.000	0.000	0.000	0.000	-1.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YER103W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.100	0.000	0.000
YER118C	0.000	0.000	0.000	0.000	0.000	-1.600	0.000	0.000	0.000	0.000	0.000	-1.300	0.000	0.000	0.000	0.000	0.000	0.000
YER122C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.500
YER139C	0.000	0.000	0.000	0.000	0.000	-3.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YER150W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YER156C	0.000	0.000	-1.100	0.000	0.000	0.000	0.000	0.000	0.000	-2.600	0.000	0.000	-1.700	-1.700	0.000	0.000	0.000	0.000
YER167W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.300	1.200	0.000	1.200	1.700	0.000	0.000	0.000	0.000	0.000	1.700
YER169W	3.200	3.100	3.600	0.000	0.000	0.000	3.100	3.000	3.400	0.000	2.000	2.100	2.500	2.300	0.000	0.000	0.000	0.000
YER180C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YER188W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.600	-1.600	0.000	0.000	0.000	0.000	-1.800	0.000
YFL007W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.100	0.000	0.000
YFL010C	0.000	0.000	0.000	0.000	0.000	1.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YFL011W	0.000	0.000	0.000	3.200	3.200	2.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.500	2.700	3.000
YFL012W	0.000	0.000	0.000	0.000	0.000	2.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YFL012W-A	0.000	0.000	0.000	3.300	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.300	3.700	4.200
YFL013C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.800
YFL019C	0.000	0.000	0.000	4.400	4.600	5.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.700	3.600	4.400
YFL020C	0.000	0.000	0.000	3.000	3.300	2.800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.700	2.900
YFL021W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-4.100	0.000	0.000	0.000	0.000	0.000	0.000	3.100	3.700	0.000
YFL023W	0.000	0.000	-1.800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
