ORF	hap a | growth (culture turbidity) | butan-1-ol [1% v/v] | Gonzalez~Daran JM, 2013
YPL254W	0.123
YPL239W	0.611
YOL024W	0.660
YOL037C	0.603
YOL051W	0.559
YOL062C	0.574
YOL080C	0.602
YPL267W	0.593
YPL253C	0.555
YPL236C	0.591
YOL025W	0.671
YOL039W	0.586
YOL052C	0.568
YOL063C	0.623
YOL081W	0.609
YPL265W	0.613
YPL250C	0.605
YPL234C	1.670
YOL027C	0.650
YOL041C	0.619
YOL053C-A	0.571
YOL064C	0.573
YOL082W	0.575
YPL264C	0.558
YPL249C	0.599
YPL232W	0.583
YOL028C	0.662
YOL042W	0.578
YOL053W	0.626
YOL065C	0.637
YOL083W	0.593
YPL263C	0.564
YPL248C	0.567
YPL230W	0.601
YOL043C	0.551
YOL054W	0.538
YOL067C	0.285
YOL084W	0.575
YPL262W	0.328
YPL247C	0.565
YPL229W	0.587
YOL029C	0.629
YOL044W	0.545
YOL055C	0.537
YOL068C	0.497
YOL085C	0.530
YPL260W	0.501
YPL246C	0.554
YPL227C	0.561
YOL030W	0.610
YOL045W	0.540
YOL056W	0.553
YOL070C	0.515
YPL274W	0.536
YPL261C	0.512
YPL245W	0.556
YPL226W	0.571
YOL031C	0.614
YOL046C	0.605
YOL057W	0.574
YOL071W	0.582
YPL273W	0.580
YPL259C	0.601
YPL244C	0.599
YPL225W	0.579
YOL032W	0.469
YOL047C	0.566
YOL058W	1.011
YOL072W	0.455
YPL272C	0.590
YPL258C	0.552
YPL241C	0.500
YPL223C	0.584
YOR088W	0.605
YOR293W	0.585
YOR307C	0.626
YOR323C	0.124
YOR344C	0.648
YOR358W	0.645
YOR378W	0.617
YOL006C	0.700
YOR089C	0.576
YOR295W	0.112
YOR308C	0.600
YOR324C	0.664
YOR346W	0.636
YOR359W	0.603
YOR380W	0.617
YOR090C	0.609
YOR296W	0.595
YOR311C	0.635
YOR327C	0.548
YOR347C	0.603
YOR360C	0.580
YOR381W	0.615
YOL007C	0.642
YOR091W	0.612
YOR297C	0.608
YOR312C	0.535
YOR328W	0.558
YOR348C	0.533
YOR363C	0.527
YOR382W	0.575
YOL008W	0.601
YOR092W	0.620
YOR298W	0.601
YOR313C	0.563
YOR330C	0.467
YOR349W	0.499
YOR365C	0.573
YOR383C	0.565
YOL009C	0.155
YOR093C	0.590
YOR299W	0.544
YOR314W	0.548
YOR332W	0.558
YOR350C	0.525
YOR367W	0.605
YOR384W	0.562
YOL011W	0.612
YOR301W	0.540
YOR315W	0.601
YOR334W	0.559
YOR351C	0.576
YOR368W	0.612
YOR385W	0.604
YOL012C	0.759
YOR094W	0.580
YOR316C	0.608
YOR337W	0.607
YOR352W	0.585
YOR371C	0.604
YOR386W	0.622
YOL013C	0.632
YOR289W	0.525
YOR318C	0.534
YOR338W	0.536
YOR354C	0.481
YOR374W	0.531
YOL001W	0.548
YOL014W	0.505
YOR290C	0.506
YOR304C-A	0.544
YOR320C	0.496
YOR339C	0.550
YOR355W	0.522
YOR375C	0.579
YOL002C	0.562
YOL015W	0.573
YOR291W	0.604
YOR304W	0.574
YOR321W	0.583
YOR342C	0.641
YOR356W	0.602
YOR376W	0.590
YOL003C	0.552
YOL017W	0.627
YOR292C	0.626
YOR305W	0.065
YOR322C	0.648
YOR343C	0.642
YOR357C	0.503
YOR377W	0.534
YOL004W	0.669
YOL018C	0.615
YNL276C	0.657
YNL257C	0.601
YOR007C	0.629
YOR019W	0.610
YOR032C	0.632
YOR044W	0.643
YOR061W	0.609
YOR076C	0.643
YNL275W	0.645
YNL255C	0.615
YOR008C	0.624
YOR021C	0.621
YOR033C	0.575
YOR045W	0.598
YOR062C	0.622
YNL273W	0.642
YNL254C	0.591
YOR009W	0.591
YOR022C	0.561
YOR034C	0.603
YOR047C	0.572
YOR064C	0.600
YOR078W	0.683
YNL271C	0.560
YNL253W	0.591
YOR010C	0.577
YOR023C	0.623
YOR035C	0.093
YOR049C	0.601
YOR065W	0.553
YOR079C	0.639
YNL270C	0.675
YNL249C	0.588
YOR011W	0.559
YOR024W	0.585
YOR036W	0.553
YOR050C	0.582
YOR066W	0.576
YOR080W	0.727
YNL248C	0.588
YOR012W	0.614
YOR025W	0.612
YOR037W	0.568
YOR051C	0.561
YOR067C	0.603
YOR081C	0.616
YNL269W	0.637
YNL246W	0.640
YOR013W	0.607
YOR026W	0.567
YOR038C	0.608
YOR052C	0.586
YOR068C	0.627
YOR082C	0.569
YOR001W	0.642
YOR014W	0.567
YOR027W	0.588
YOR039W	0.660
YOR053W	0.596
YOR069W	0.618
YOR083W	0.571
YNL266W	0.531
YOR002W	0.517
YOR015W	0.518
YOR028C	0.509
YOR040W	0.489
YOR054C	0.498
YOR070C	0.488
YOR084W	0.521
YNL265C	0.525
YOR003W	0.534
YOR016C	0.526
YOR029W	0.530
YOR041C	0.530
YOR055W	0.543
YOR071C	0.576
YOR085W	0.600
YNL264C	0.561
YOR005C	0.618
YOR017W	0.583
YOR030W	0.559
YOR042W	0.605
YOR058C	0.630
YOR072W	0.648
YOR086C	0.627
YNL259C	0.588
YOR006C	0.552
YOR018W	0.574
YOR031W	0.587
YOR043W	0.565
YOR059C	0.525
YOR073W	0.637
YOR087W	0.624
YMR252C	0.534
YMR264W	0.584
YMR282C	0.577
YMR295C	0.484
YNL339C	0.618
YNL324W	0.716
YNL305C	0.590
YMR253C	0.551
YMR265C	0.542
YMR283C	0.498
YMR297W	0.507
YNL338W	0.648
YNL325C	0.577
YNL304W	0.590
YMR254C	0.583
YMR266W	0.530
YMR284W	0.578
YMR299C	0.520
YNL336W	0.627
YNL323W	0.601
YNL303W	0.599
YNL291C	0.518
YMR255W	0.572
YMR267W	0.549
YMR285C	0.502
YMR300C	0.166
YNL335W	0.505
YNL322C	0.606
YNL302C	0.080
YNL289W	0.550
YMR269W	0.523
YMR286W	0.485
YMR302C	0.511
YNL334C	0.541
YNL321W	0.565
YNL301C	0.548
YNL288W	0.548
YMR256C	0.592
YMR272C	0.558
YMR287C	0.460
YMR303C	0.512
YNL333W	0.530
YNL320W	0.546
YNL299W	0.496
YNL286W	0.471
YMR257C	0.537
YMR273C	0.568
YMR289W	0.507
YMR304W	0.542
YNL332W	0.527
YNL319W	0.551
YNL298W	0.514
YNL285W	0.627
YMR258C	0.591
YMR274C	0.484
YMR291W	0.522
YMR304C-A	0.511
YNL330C	0.495
YNL318C	0.570
YNL086W	0.506
YNL283C	0.597
YMR259C	0.618
YMR275C	0.506
YMR292W	0.514
YMR305C	0.497
YNL329C	0.482
YNL314W	0.546
YNL297C	0.496
YNL281W	0.511
YMR261C	0.613
YMR276W	0.525
YMR293C	0.395
YMR306C-A	0.519
YNL328C	0.532
YNL311C	0.483
YNL295W	0.526
YNL280C	0.535
YMR262W	0.656
YMR278W	0.490
YMR294W	0.489
YMR307W	0.575
YNL327W	0.514
YNL309W	0.564
YNL294C	0.539
YNL278W	0.537
YNL047C	0.578
YMR280C	0.574
YMR294W-A	0.502
YMR310C	0.609
YNL326C	0.555
YNL053W	0.555
YNL293W	0.551
YMR035W	0.616
YMR145C	0.696
YMR159C	0.658
YMR189W	0.661
YMR202W	0.639
YMR223W	0.645
YMR241W	0.668
YMR036C	0.601
YMR147W	0.648
YMR161W	0.675
YMR176W	0.637
YMR190C	0.639
YMR204C	0.679
YMR224C	0.636
YMR039C	0.667
YMR148W	0.646
YMR162C	0.627
YMR177W	0.654
YMR205C	0.631
YMR225C	0.618
YMR242C	0.556
YMR151W	0.659
YMR163C	0.631
YMR178W	0.639
YMR192W	0.638
YMR206W	0.642
YMR226C	0.599
YMR243C	0.637
YMR040W	0.636
YMR150C	0.609
YMR164C	0.603
YMR179W	0.670
YMR193W	0.592
YMR207C	0.582
YMR228W	0.538
YMR244W	0.634
YMR041C	0.597
YMR152W	0.638
YMR166C	0.625
YMR180C	0.638
YMR194W	0.614
YMR210W	0.613
YMR230W	0.601
YMR245W	0.640
YMR042W	0.610
YMR153W	0.645
YMR167W	0.593
YMR182C	0.657
YMR193C-A	0.593
YMR214W	0.621
YMR231W	0.612
YMR244C-A	0.630
YMR044W	0.626
YMR153C-A	0.593
YMR183C	0.527
YMR195W	0.601
YMR215W	0.620
YMR232W	0.610
YMR246W	0.642
YMR140W	0.568
YMR155W	0.573
YMR170C	0.568
YMR184W	0.536
YMR196W	0.578
YMR216C	0.620
YMR233W	0.570
YMR247C	0.596
YMR141C	0.602
YMR156C	0.589
YMR172C-A	0.573
YMR186W	0.557
YMR219W	0.582
YMR234W	0.556
YMR250W	0.636
YMR143W	0.618
YMR157C	0.582
YMR173W-A	0.572
YMR187C	0.569
YMR199W	0.561
YMR221C	0.600
YMR237W	0.594
YMR251W	0.657
YMR144W	0.628
YMR158W-A	0.611
YMR188C	0.609
YMR201C	0.612
YMR222C	0.573
YMR238W	0.563
YMR251W-A	0.618
YLR119W	0.581
YML084W	0.645
YML058W	0.636
YML037C	0.657
YML019W	0.653
YML006C	0.600
YMR010W	0.613
YMR023C	0.626
YLR120C	0.625
YML083C	0.603
YML057W	0.554
YML018C	0.613
YML005W	0.562
YMR011W	0.578
YML082W	0.555
YML058C-A	0.579
YML034W	0.582
YML017W	0.618
YML004C	0.597
YMR012W	0.538
YMR024W	0.572
YLR121C	0.615
YML081W	0.329
YML056C	0.567
YML035C-A	0.564
YML016C	0.427
YML003W	0.599
YMR014W	0.539
YMR025W	0.602
YLR122C	0.572
YML080W	0.548
YML055W	0.525
YML033W	0.551
YML014W	0.600
YML002W	0.549
YMR015C	0.594
YMR026C	0.563
YLR123C	0.579
YML079W	0.532
YML054C	0.545
YML032C	0.585
YML013W	0.478
YML001W	0.422
YMR016C	0.586
YMR027W	0.594
YLR124W	0.595
YML078W	0.534
YML053C	0.552
YML030W	0.539
YML013C-A	0.583
YMR002W	0.534
YMR017W	0.547
YMR029C	0.615
YLR125W	0.590
YML063W	0.588
YML052W	0.564
YML029W	0.579
YML012W	0.516
YMR003W	0.507
YMR018W	0.511
YMR030W	0.605
YML089C	0.623
YML062C	0.226
YML051W	0.537
YML028W	0.551
YML011C	0.540
YMR006C	0.513
YMR019W	0.542
YMR031W-A	0.200
YML088W	0.532
YML061C	0.538
YML050W	0.529
YML026C	0.515
YMR007W	0.538
YMR020W	0.552
YMR031C	0.563
YML087C	0.581
YML060W	0.545
YML048W	0.599
YML024W	0.459
YML008C	0.596
YMR008C	0.542
YMR021C	0.565
YMR032W	0.295
YML059C	0.612
YML048W-A	0.616
YML020W	0.608
YML007W	0.570
YMR009W	0.580
YMR022W	0.547
YMR034C	0.394
YLL040C	0.617
YLL055W	0.662
YLR012C	0.647
YLR025W	0.723
YLR055C	0.662
YLR069C	0.733
YLR085C	0.656
YLR099C	0.643
YLL056C	0.584
YLR013W	0.615
YLR027C	0.200
YLR056W	0.662
YLR070C	0.649
YLR087C	0.678
YLL041C	0.632
YLL057C	0.586
YLR014C	0.669
YLR028C	0.593
YLR057W	0.597
YLR072W	0.617
YLR089C	0.598
YLR102C	0.638
YLL042C	0.587
YLL058W	0.596
YLR015W	0.663
YLR042C	0.594
YLR058C	0.738
YLR073C	0.604
YLR090W	0.609
YLR104W	0.639
YLL043W	0.668
YLL060C	0.619
YLR016C	0.645
YLR043C	0.596
YLR059C	0.584
YLR074C	0.158
YLR091W	0.314
YLR107W	0.648
YLL045C	0.639
YLL061W	0.574
YLR017W	0.642
YLR044C	0.566
YLR061W	0.604
YLR077W	0.591
YLR092W	0.664
YLR108C	0.671
YLL046C	0.608
YLL062C	0.631
YLR018C	0.621
YLR046C	0.618
YLR062C	0.450
YLR079W	0.696
YLR093C	0.673
YLR109W	0.690
YLL047W	0.623
YLL063C	0.585
YLR019W	0.608
YLR047C	0.563
YLR063W	0.598
YLR080W	0.562
YLR094C	0.430
YLR111W	0.684
YLL051C	0.622
YLR001C	0.614
YLR020C	0.625
YLR048W	0.507
YLR064W	0.620
YLR081W	0.611
YLR095C	0.598
YLR112W	0.678
YLL052C	0.626
YLR003C	0.649
YLR021W	0.497
YLR049C	0.608
YLR065C	0.584
YLR082C	0.621
YLR096W	0.623
YLR113W	0.641
YLL053C	0.635
YLR004C	0.643
YLR023C	0.603
YLR053C	0.602
YLR067C	0.571
YLR083C	0.648
YLR097C	0.621
YLR114C	0.613
YLL054C	0.634
YLR011W	0.556
YLR024C	0.714
YLR054C	0.590
YLR068W	0.646
YLR084C	0.603
YLR098C	0.585
YLR118C	0.678
YAL053W	NaN
YAL036C	NaN
YAL020C	NaN
YAL004W	NaN
YAR029W	NaN
YLL005C	NaN
YLL021W	NaN
YAL068C	NaN
YAL051W	NaN
YAL035W	NaN
YAL019W	NaN
YAL005C	NaN
YAR031W	NaN
YLL006W	NaN
YAL067C	NaN
YAL049C	NaN
YAL034C	NaN
YAL018C	NaN
YAL002W	NaN
YAR030C	NaN
YLL009C	NaN
YLL023C	NaN
YAL066W	NaN
YAL048C	NaN
YAL031C	NaN
YAL017W	NaN
YAR002W	NaN
YAR035W	NaN
YLL010C	NaN
YLL024C	NaN
YAL065C	NaN
YAL046C	NaN
YAL030W	NaN
YAL015C	NaN
YAR003W	NaN
YAR037W	NaN
YLL012W	NaN
YLL025W	NaN
YAL062W	NaN
YAL045C	NaN
YAL029C	NaN
YAL014C	NaN
YAR014C	NaN
YAR040C	NaN
YLL013C	NaN
YLL026W	NaN
YAL061W	NaN
YAL044C	NaN
YAL028W	NaN
YAL013W	NaN
YAR015W	NaN
YAR042W	NaN
YLL014W	NaN
YLL028W	NaN
YAL060W	NaN
YAL042W	NaN
YAL027W	NaN
YAL011W	NaN
YAR018C	NaN
YAR043C	NaN
YLL015W	NaN
YLL029W	NaN
YAL059W	NaN
YAL026C	NaN
YAL010C	NaN
YAR020C	NaN
YAR044W	NaN
YLL016W	NaN
YLL032C	NaN
YAL058W	NaN
YAL040C	NaN
YAL023C	NaN
YAL009W	NaN
YAR023C	NaN
YAR047C	NaN
YLL017W	NaN
YLL033W	NaN
YAL056W	NaN
YAL039C	NaN
YAL022C	NaN
YAL008W	NaN
YAR027W	NaN
YLL001W	NaN
YLL019C	NaN
YLL038C	NaN
YAL055W	NaN
YAL037W	NaN
YAL021C	NaN
YAL007C	NaN
YAR028W	NaN
YLL002W	NaN
YLL020C	NaN
YLL039C	NaN
